statement_id	record_unit_id	page	dossier_id	master_command_de	macro_sequence	scribe_id	tuple_sequence	semantic_readback_de	original_surface_sequence	counterfactual_surface_sequence	line_broken_copy	changed_token_count	tuple_sequence_changed	starts_after_committed_cell	meaning_changed	copy_status
B1-S003	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Führe weiter, schwenke den Posten und schließe	M02>M07>M09	S1_BARE_MASTER	dcda95c81a5460feb191 54e32e9c1414b20640e9	fortsetzen -> schwenken	qol sshkchdy	cheol sshkchdy	cheol sshkchdy	1	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S003	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Führe weiter, schwenke den Posten und schließe	M02>M07>M09	S2_Q_CELL_SCRIBE	dcda95c81a5460feb191 54e32e9c1414b20640e9	fortsetzen -> schwenken	qol sshkchdy	qol sshkchdy	qol sshkchdy	0	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S003	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Führe weiter, schwenke den Posten und schließe	M02>M07>M09	S3_S_LINE_SCRIBE	dcda95c81a5460feb191 54e32e9c1414b20640e9	fortsetzen -> schwenken	qol sshkchdy	sol sshkchdy	sol sshkchdy	1	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S003	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Führe weiter, schwenke den Posten und schließe	M02>M07>M09	S4_MIXED_COMPACT	dcda95c81a5460feb191 54e32e9c1414b20640e9	fortsetzen -> schwenken	qol sshkchdy	sol sshkchdy	sol sshkchdy	1	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S004	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Setze um, führe weiter, lass absetzen und schließe	M06>M02>M07>M09	S1_BARE_MASTER	6f7ff8287eddf4da9fdb dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	umsetzen -> fortsetzen -> absetzen; Schluss	chedy ol shedy	chdy cheol cheedy	chdy cheol cheedy	3	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S004	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Setze um, führe weiter, lass absetzen und schließe	M06>M02>M07>M09	S2_Q_CELL_SCRIBE	6f7ff8287eddf4da9fdb dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	umsetzen -> fortsetzen -> absetzen; Schluss	chedy ol shedy	chdy cheol cheedy	chdy cheol cheedy	3	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S004	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Setze um, führe weiter, lass absetzen und schließe	M06>M02>M07>M09	S3_S_LINE_SCRIBE	6f7ff8287eddf4da9fdb dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	umsetzen -> fortsetzen -> absetzen; Schluss	chedy ol shedy	chdy cheol cheedy	chdy cheol cheedy	3	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S004	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Setze um, führe weiter, lass absetzen und schließe	M06>M02>M07>M09	S4_MIXED_COMPACT	6f7ff8287eddf4da9fdb dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	umsetzen -> fortsetzen -> absetzen; Schluss	chedy ol shedy	chdy ol tedy	chdy ol tedy	2	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S005	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Führe den Posten weiter und schließe	M06>M09	S1_BARE_MASTER	28ffbc88b97772a75f1e	fortsetzen; Schluss	qolchedy	olchedy	olchedy	1	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S005	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Führe den Posten weiter und schließe	M06>M09	S2_Q_CELL_SCRIBE	28ffbc88b97772a75f1e	fortsetzen; Schluss	qolchedy	qolchedy	qolchedy	0	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S005	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Führe den Posten weiter und schließe	M06>M09	S3_S_LINE_SCRIBE	28ffbc88b97772a75f1e	fortsetzen; Schluss	qolchedy	olchedy	olchedy	1	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S005	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Führe den Posten weiter und schließe	M06>M09	S4_MIXED_COMPACT	28ffbc88b97772a75f1e	fortsetzen; Schluss	qolchedy	qolchedy	qolchedy	0	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S006	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Gib eine Portion und den Zusatz zu, leite durch, fuehre zur Zielstelle und uebergib an den folgenden Umsetzschritt.	M04>M06>M03>M05	S1_BARE_MASTER	1645e612504fcef59ced 2cc8bb3c2af19607888f 0f18de177ed7c878bf95 4da0f0f7b5fc7ac20067	eine Portion zugeben -> durchleiten -> Zusatz -> zur Zielstelle	qokain shckhy dl ral	okain chckhy dl ral	okain chckhy dl ral	2	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S006	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Gib eine Portion und den Zusatz zu, leite durch, fuehre zur Zielstelle und uebergib an den folgenden Umsetzschritt.	M04>M06>M03>M05	S2_Q_CELL_SCRIBE	1645e612504fcef59ced 2cc8bb3c2af19607888f 0f18de177ed7c878bf95 4da0f0f7b5fc7ac20067	eine Portion zugeben -> durchleiten -> Zusatz -> zur Zielstelle	qokain shckhy dl ral	qokain chckhy dl ral	qokain chckhy dl ral	1	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S006	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Gib eine Portion und den Zusatz zu, leite durch, fuehre zur Zielstelle und uebergib an den folgenden Umsetzschritt.	M04>M06>M03>M05	S3_S_LINE_SCRIBE	1645e612504fcef59ced 2cc8bb3c2af19607888f 0f18de177ed7c878bf95 4da0f0f7b5fc7ac20067	eine Portion zugeben -> durchleiten -> Zusatz -> zur Zielstelle	qokain shckhy dl ral	okain chckhy dl ral	okain chckhy dl / ral	2	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S006	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Gib eine Portion und den Zusatz zu, leite durch, fuehre zur Zielstelle und uebergib an den folgenden Umsetzschritt.	M04>M06>M03>M05	S4_MIXED_COMPACT	1645e612504fcef59ced 2cc8bb3c2af19607888f 0f18de177ed7c878bf95 4da0f0f7b5fc7ac20067	eine Portion zugeben -> durchleiten -> Zusatz -> zur Zielstelle	qokain shckhy dl ral	qokain chckhy dl ral	qokain chckhy dl ral	1	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S007	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Setze die abgekühlte Badmischung um und schließe	M06>M09	S1_BARE_MASTER	87411f84689b4f93a303	umsetzen; Schluss	qokchdy	qokchdy	qokchdy	0	NO	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S007	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Setze die abgekühlte Badmischung um und schließe	M06>M09	S2_Q_CELL_SCRIBE	87411f84689b4f93a303	umsetzen; Schluss	qokchdy	qokchdy	qokchdy	0	NO	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S007	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Setze die abgekühlte Badmischung um und schließe	M06>M09	S3_S_LINE_SCRIBE	87411f84689b4f93a303	umsetzen; Schluss	qokchdy	qokchdy	qokchdy	0	NO	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S007	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Setze die abgekühlte Badmischung um und schließe	M06>M09	S4_MIXED_COMPACT	87411f84689b4f93a303	umsetzen; Schluss	qokchdy	qokchdy	qokchdy	0	NO	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S008	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe	M02>M07>M02>M07>M09	S1_BARE_MASTER	b921a237be883a820352 dcda95c81a5460feb191 d904bf7b044dd3922781 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	dieser Posten -> fortsetzen -> kurz wärmen -> fortsetzen -> absetzen; Schluss	chey ol cheky ol shedy	chey cheol cheky cheol cheedy	chey cheol cheky cheol cheedy	3	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S008	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe	M02>M07>M02>M07>M09	S2_Q_CELL_SCRIBE	b921a237be883a820352 dcda95c81a5460feb191 d904bf7b044dd3922781 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	dieser Posten -> fortsetzen -> kurz wärmen -> fortsetzen -> absetzen; Schluss	chey ol cheky ol shedy	chey cheol cheky cheol cheedy	chey cheol cheky cheol cheedy	3	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S008	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe	M02>M07>M02>M07>M09	S3_S_LINE_SCRIBE	b921a237be883a820352 dcda95c81a5460feb191 d904bf7b044dd3922781 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	dieser Posten -> fortsetzen -> kurz wärmen -> fortsetzen -> absetzen; Schluss	chey ol cheky ol shedy	shy cheol cheky sol cheedy	shy cheol cheky / sol cheedy	4	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S008	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe	M02>M07>M02>M07>M09	S4_MIXED_COMPACT	b921a237be883a820352 dcda95c81a5460feb191 d904bf7b044dd3922781 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	dieser Posten -> fortsetzen -> kurz wärmen -> fortsetzen -> absetzen; Schluss	chey ol cheky ol shedy	shy ol cheky ol shedy	shy ol cheky ol / shedy	1	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S009	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Setze kurz an und schließe	M07>M09	S1_BARE_MASTER	7db18b2f0fb7ed0fcfd3	kurz ansetzen; Schluss	qokedy	qokedy	qokedy	0	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S009	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Setze kurz an und schließe	M07>M09	S2_Q_CELL_SCRIBE	7db18b2f0fb7ed0fcfd3	kurz ansetzen; Schluss	qokedy	qokedy	qokedy	0	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S009	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Setze kurz an und schließe	M07>M09	S3_S_LINE_SCRIBE	7db18b2f0fb7ed0fcfd3	kurz ansetzen; Schluss	qokedy	qokedy	qokedy	0	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S009	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Setze kurz an und schließe	M07>M09	S4_MIXED_COMPACT	7db18b2f0fb7ed0fcfd3	kurz ansetzen; Schluss	qokedy	qokedy	qokedy	0	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S010	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Setze kurz an und schließe	M07>M09	S1_BARE_MASTER	7db18b2f0fb7ed0fcfd3	kurz ansetzen; Schluss	qokedy	qokedy	qokedy	0	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S010	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Setze kurz an und schließe	M07>M09	S2_Q_CELL_SCRIBE	7db18b2f0fb7ed0fcfd3	kurz ansetzen; Schluss	qokedy	qokedy	qokedy	0	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S010	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Setze kurz an und schließe	M07>M09	S3_S_LINE_SCRIBE	7db18b2f0fb7ed0fcfd3	kurz ansetzen; Schluss	qokedy	qokedy	qokedy	0	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S010	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Setze kurz an und schließe	M07>M09	S4_MIXED_COMPACT	7db18b2f0fb7ed0fcfd3	kurz ansetzen; Schluss	qokedy	qokedy	qokedy	0	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S011	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Leite durch und setze den Posten an	M06>M07	S1_BARE_MASTER	2cc8bb3c2af19607888f 276a7c2d74d1143446f4	durchleiten -> Posten ansetzen	chckhy qoky	chckhy choky	chckhy choky	1	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S011	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Leite durch und setze den Posten an	M06>M07	S2_Q_CELL_SCRIBE	2cc8bb3c2af19607888f 276a7c2d74d1143446f4	durchleiten -> Posten ansetzen	chckhy qoky	chckhy choky	chckhy choky	1	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S011	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Leite durch und setze den Posten an	M06>M07	S3_S_LINE_SCRIBE	2cc8bb3c2af19607888f 276a7c2d74d1143446f4	durchleiten -> Posten ansetzen	chckhy qoky	shckhy choky	shckhy choky	2	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S011	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Leite durch und setze den Posten an	M06>M07	S4_MIXED_COMPACT	2cc8bb3c2af19607888f 276a7c2d74d1143446f4	durchleiten -> Posten ansetzen	chckhy qoky	shckhy oky	shckhy oky	2	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S012	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Beginne mit dem durchgeleiteten Waschposten den Waschgang, setze kurz an, wasche und schließe	M07>M09	S1_BARE_MASTER	be0974b366c981dc1eef 08bd5ca0c2ad137a056d 2e7e89e0bd12b999c280	Waschgang -> kurz ansetzen -> waschen; Schluss	lsho qokey lshedy	lsho okey lshedy	lsho okey lshedy	1	NO	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S012	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Beginne mit dem durchgeleiteten Waschposten den Waschgang, setze kurz an, wasche und schließe	M07>M09	S2_Q_CELL_SCRIBE	be0974b366c981dc1eef 08bd5ca0c2ad137a056d 2e7e89e0bd12b999c280	Waschgang -> kurz ansetzen -> waschen; Schluss	lsho qokey lshedy	lsho okey lshedy	lsho okey lshedy	1	NO	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S012	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Beginne mit dem durchgeleiteten Waschposten den Waschgang, setze kurz an, wasche und schließe	M07>M09	S3_S_LINE_SCRIBE	be0974b366c981dc1eef 08bd5ca0c2ad137a056d 2e7e89e0bd12b999c280	Waschgang -> kurz ansetzen -> waschen; Schluss	lsho qokey lshedy	lsho okey lshedy	lsho okey lshedy	1	NO	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S012	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Beginne mit dem durchgeleiteten Waschposten den Waschgang, setze kurz an, wasche und schließe	M07>M09	S4_MIXED_COMPACT	be0974b366c981dc1eef 08bd5ca0c2ad137a056d 2e7e89e0bd12b999c280	Waschgang -> kurz ansetzen -> waschen; Schluss	lsho qokey lshedy	lsho okey lshedy	lsho okey lshedy	1	NO	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S013	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Wasche und schließe	M07>M09	S1_BARE_MASTER	2e7e89e0bd12b999c280	waschen; Schluss	lshedy	lshedy	lshedy	0	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S013	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Wasche und schließe	M07>M09	S2_Q_CELL_SCRIBE	2e7e89e0bd12b999c280	waschen; Schluss	lshedy	lshedy	lshedy	0	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S013	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Wasche und schließe	M07>M09	S3_S_LINE_SCRIBE	2e7e89e0bd12b999c280	waschen; Schluss	lshedy	lshedy	lshedy	0	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S013	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Wasche und schließe	M07>M09	S4_MIXED_COMPACT	2e7e89e0bd12b999c280	waschen; Schluss	lshedy	lshedy	lshedy	0	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S014	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Setze um, fuehre weiter, leite am Auslass ab und fuehre danach von dort weiter.	M06>M02>M06>M02>M05	S1_BARE_MASTER	6f7ff8287eddf4da9fdb c205570c49d4d93c23d3 433713294b25b0a12f66 dcda95c81a5460feb191 b6b654722e55729cc947	umsetzen -> weiterfuehren -> Auslass -> fortsetzen -> danach von dort	chedy qolky lchedal qol otar	chdy qolky lchedal cheol otar	chdy qolky lchedal cheol otar	2	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S014	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Setze um, fuehre weiter, leite am Auslass ab und fuehre danach von dort weiter.	M06>M02>M06>M02>M05	S2_Q_CELL_SCRIBE	6f7ff8287eddf4da9fdb c205570c49d4d93c23d3 433713294b25b0a12f66 dcda95c81a5460feb191 b6b654722e55729cc947	umsetzen -> weiterfuehren -> Auslass -> fortsetzen -> danach von dort	chedy qolky lchedal qol otar	chdy qolky lchedal cheol otar	chdy qolky lchedal cheol otar	2	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S014	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Setze um, fuehre weiter, leite am Auslass ab und fuehre danach von dort weiter.	M06>M02>M06>M02>M05	S3_S_LINE_SCRIBE	6f7ff8287eddf4da9fdb c205570c49d4d93c23d3 433713294b25b0a12f66 dcda95c81a5460feb191 b6b654722e55729cc947	umsetzen -> weiterfuehren -> Auslass -> fortsetzen -> danach von dort	chedy qolky lchedal qol otar	chdy qolky lchedal sol otar	chdy qolky lchedal / sol otar	2	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S014	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Setze um, fuehre weiter, leite am Auslass ab und fuehre danach von dort weiter.	M06>M02>M06>M02>M05	S4_MIXED_COMPACT	6f7ff8287eddf4da9fdb c205570c49d4d93c23d3 433713294b25b0a12f66 dcda95c81a5460feb191 b6b654722e55729cc947	umsetzen -> weiterfuehren -> Auslass -> fortsetzen -> danach von dort	chedy qolky lchedal qol otar	chdy qolky lchedal ol otar	chdy qolky lchedal ol / otar	2	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S015	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Fülle das Gefäß mit der abgeleiteten Arbeitsflüssigkeit, setze den Inhalt um und schließe	M07>M06>M09	S1_BARE_MASTER	a7af89ab31ce5e247395 07913ef9b1fb773cd325	fuellen -> umsetzen; Schluss	ytey okchedy	ytey okchedy	ytey okchedy	0	NO	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S015	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Fülle das Gefäß mit der abgeleiteten Arbeitsflüssigkeit, setze den Inhalt um und schließe	M07>M06>M09	S2_Q_CELL_SCRIBE	a7af89ab31ce5e247395 07913ef9b1fb773cd325	fuellen -> umsetzen; Schluss	ytey okchedy	ytey okchedy	ytey okchedy	0	NO	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S015	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Fülle das Gefäß mit der abgeleiteten Arbeitsflüssigkeit, setze den Inhalt um und schließe	M07>M06>M09	S3_S_LINE_SCRIBE	a7af89ab31ce5e247395 07913ef9b1fb773cd325	fuellen -> umsetzen; Schluss	ytey okchedy	ytey okchedy	ytey okchedy	0	NO	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S015	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Fülle das Gefäß mit der abgeleiteten Arbeitsflüssigkeit, setze den Inhalt um und schließe	M07>M06>M09	S4_MIXED_COMPACT	a7af89ab31ce5e247395 07913ef9b1fb773cd325	fuellen -> umsetzen; Schluss	ytey okchedy	ytey okchedy	ytey okchedy	0	NO	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S016	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Setze dort länger an, führe weiter, lass absetzen und schließe	M07>M02>M07>M09	S1_BARE_MASTER	308e8ea2d5d190c498e8 0275fbf14e07935b0a45 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	dort ansetzen -> länger ansetzen -> fortsetzen -> absetzen; Schluss	qokal okeey qol cheedy	okal okeey cheol cheedy	okal okeey cheol cheedy	2	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S016	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Setze dort länger an, führe weiter, lass absetzen und schließe	M07>M02>M07>M09	S2_Q_CELL_SCRIBE	308e8ea2d5d190c498e8 0275fbf14e07935b0a45 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	dort ansetzen -> länger ansetzen -> fortsetzen -> absetzen; Schluss	qokal okeey qol cheedy	qokal okeey cheol cheedy	qokal okeey cheol cheedy	1	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S016	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Setze dort länger an, führe weiter, lass absetzen und schließe	M07>M02>M07>M09	S3_S_LINE_SCRIBE	308e8ea2d5d190c498e8 0275fbf14e07935b0a45 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	dort ansetzen -> länger ansetzen -> fortsetzen -> absetzen; Schluss	qokal okeey qol cheedy	okal okeey cheol shedy	okal okeey cheol / shedy	3	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S016	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Setze dort länger an, führe weiter, lass absetzen und schließe	M07>M02>M07>M09	S4_MIXED_COMPACT	308e8ea2d5d190c498e8 0275fbf14e07935b0a45 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	dort ansetzen -> länger ansetzen -> fortsetzen -> absetzen; Schluss	qokal okeey qol cheedy	qokal okeey ol tedy	qokal okeey ol tedy	2	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S017	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Fuehre dorthin, fuehre kurz weiter, setze um und schliesse.	M05>M02>M06>M09	S1_BARE_MASTER	dd0ecaf5e27d81befffc a06244ef1f2b37ca44c1 d225b7a7b95da7aee437	dorthin -> kurz weiterfuehren -> umsetzen; Schluss	sal teol dchdy	al teol dchdy	al teol dchdy	1	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S017	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Fuehre dorthin, fuehre kurz weiter, setze um und schliesse.	M05>M02>M06>M09	S2_Q_CELL_SCRIBE	dd0ecaf5e27d81befffc a06244ef1f2b37ca44c1 d225b7a7b95da7aee437	dorthin -> kurz weiterfuehren -> umsetzen; Schluss	sal teol dchdy	al teol dchdy	al teol dchdy	1	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
B1-S017	B1	f81v	D1_ROOT_BATH_RIGHT_WHEEL	Fuehre dorthin, fuehre kurz weiter, setze um und schliesse.	M05>M02>M06>M09	S3_S_LINE_SCRIBE	dd0ecaf5e27d81befffc a06244ef1f2b37ca44c1 d225b7a7b95da7aee437	dorthin -> kurz weiterfuehren -> umsetzen; Schluss	sal teol dchdy	sal teol dchdy	sal teol dchdy	0	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
