event_serial	event_id	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	surface	selected_segmentation	card_default_de	contextual_reading_de	concrete_fragment_de
173	E173	B2	f82r	f82r.2	F048	B2-S004	f329f2051370174e9a38	lcheckhy	WHOLE(LCHECKHY:ZWEITE ÖFFNUNG)	ZWEITE ÖFFNUNG	ZWEITE ÖFFNUNG	zweite öffnung
174	E174	B2	f82r	f82r.2	F048	B2-S004	ba8142680851f24c9ff2	lched	L+CH+ED	NÄCHSTES BECKEN	NÄCHSTES BECKEN	nächstes becken
175	E175	B2	f82r	f82r.3	F049	B2-S004	0275fbf14e07935b0a45	qokeey	QOK+EE+Y	TEMPERIEREN	TEMPERIEREN	temperieren
176	E176	B2	f82r	f82r.3	F049	B2-S004	c1db6b0a28d5cbb5d3d2	lcheckhedy	LCHECKH+E+DY	SEIHEN	SEIHEN	seihen
177	E177	B2	f82r	f82r.3	F050	B2-S005	4a7a6326ac95a8809302	qokaly	QOK+AL+Y	BADSTELLE	BADSTELLE	badstelle
178	E178	B2	f82r	f82r.3	F050	B2-S005	2d2e37ccb2dacc53ee5a	solkaiin	WHOLE(SOLKAIIN:FILTERTUCH)	FILTERTUCH	FILTERTUCH	filtertuch
179	E179	B2	f82r	f82r.3	F050	B2-S005	2cc8bb3c2af19607888f	chckhy	CH/SH+CKH+Y	LEITUNG	LEITUNG	leitung
180	E180	B2	f82r	f82r.3	F050	B2-S005	b5fcea1eaed06b2f2291	qokaiin	QOK+A+IIN	FLÜSSIGKEITSMASS	BADWASSER-MASS	badwasser-mass
181	E181	B2	f82r	f82r.4	F051	B2-S005	b5fcea1eaed06b2f2291	qokaiin	QOK+A+IIN	FLÜSSIGKEITSMASS	BADWASSER-MASS	badwasser-mass
182	E182	B2	f82r	f82r.4	F051	B2-S005	a8f891de626fc00028e9	octheol	OCTHE+OL	TEMPERATURGRAD	TEMPERATURGRAD	temperaturgrad
183	E183	B2	f82r	f82r.4	F051	B2-S005	f0db6d30cd34f4cb2a4d	chkeey	CHKE+E+Y	BREITES GEFÄSS	BREITES GEFÄSS	breites gefäss
184	E184	B2	f82r	f82r.4	F051	B2-S005	04a3877f0fc81b7597c9	ldy	L+DY	ABZIEHEN	ABZIEHEN	abziehen
185	E185	B2	f82r	f82r.4	F052	B2-S006	5d5e0b288cf36864ed9d	oteey	OT+EE+Y	BADEZUSATZ	BADEZUSATZ	badezusatz
186	E186	B2	f82r	f82r.4	F052	B2-S006	308e8ea2d5d190c498e8	qokal	OK+AL	STELLE BESCHICKEN	BECKEN BESCHICKEN	becken beschicken
187	E187	B2	f82r	f82r.4	F052	B2-S006	c1913ec4ff84148da6d3	sheckhy	WHOLE(SHECKHY:BEHANDLUNGSSTELLE)	BEHANDLUNGSSTELLE	KÖRPER- ODER BECKENSTELLE	körper- oder beckenstelle
188	E188	B2	f82r	f82r.4	F052	B2-S006	276a7c2d74d1143446f4	qoky	QOK+Y	ANWENDEN	ANWENDEN	anwenden
189	E189	B2	f82r	f82r.7	F053	B2-S007	cbb42a4fe68068325d6b	dshedy	DSH+E+DY	WASSER	WASSER	wasser
190	E190	B2	f82r	f82r.7	F054	B2-S008	54d0e228ca346110af05	sotaiin	OT+A+IIN	GLEICHE DAUER	GLEICHE DAUER	gleiche dauer
191	E191	B2	f82r	f82r.7	F054	B2-S008	3ae9a121ba0045b913e8	qokar	QOK+AR	BEHANDLUNGSSTELLE	KÖRPER- ODER BECKENSTELLE	körper- oder beckenstelle
192	E192	B2	f82r	f82r.7	F054	B2-S008	bc4f1f5c006c74a4d26d	shedy	CH/SH/T+E+DY	RUHEN LASSEN	RUHEN LASSEN	ruhen lassen
193	E193	B2	f82r	f82r.7	F055	B2-S009	daa1347f456415fe8737	solshedy	S+OL+SH+E+DY	WARM HALTEN	WARM HALTEN	warm halten
194	E194	B2	f82r	f82r.7	F056	B2-S010	0275fbf14e07935b0a45	qokeey	QOK+EE+Y	TEMPERIEREN	TEMPERIEREN	temperieren
195	E195	B2	f82r	f82r.7	F056	B2-S010	276a7c2d74d1143446f4	qoky	QOK+Y	ANWENDEN	ANWENDEN	anwenden
196	E196	B2	f82r	f82r.7	F056	B2-S010	5eff216ba51fbfb21f22	ls	WHOLE(LS:ERSTE ÖFFNUNG)	ERSTE ÖFFNUNG	ERSTE ÖFFNUNG	erste öffnung
197	E197	B2	f82r	f82r.7	F056	B2-S010	b5df9126607030b95175	cheey	CH/SH+EE+Y	KLARGRAD	KLARES BADWASSER	klares badwasser
198	E198	B2	f82r	f82r.19	F057	B2-S011	1645e612504fcef59ced	okain	OK+AIN	PORTION ZUGEBEN	PORTION ZUGEBEN	eine Portion zugeben
199	E199	B2	f82r	f82r.19	F057	B2-S011	4d4559019a961b834aa1	char	AR	VORANSATZ	VORIGES BADWASSER	voriges badwasser
200	E200	B2	f82r	f82r.19	F057	B2-S011	1645e612504fcef59ced	okain	OK+AIN	PORTION ZUGEBEN	PORTION ZUGEBEN	eine Portion zugeben
201	E201	B2	f82r	f82r.19	F057	B2-S011	7d25241b0e56c836372a	qokeedy	QOK+EE+DY	BADEN	BADEN	baden oder eintauchen
202	E202	B2	f82r	f82r.19	F058	B2-S012	0ab57b7166de99db3a55	lchy	L+CH+Y	KLAR ABZIEHEN	KLAR ABZIEHEN	klar abziehen
203	E203	B2	f82r	f82r.23	F059	B2-S012	b5df9126607030b95175	cheey	CH/SH+EE+Y	KLARGRAD	KLARES BADWASSER	klares badwasser
204	E204	B2	f82r	f82r.23	F059	B2-S012	6b89d6dd70635bc60fe0	qcthey	CTH+E+Y	GLEICHER GRAD	GLEICHER GRAD	gleicher grad
205	E205	B2	f82r	f82r.23	F059	B2-S012	0275fbf14e07935b0a45	qokeey	QOK+EE+Y	TEMPERIEREN	TEMPERIEREN	temperieren
206	E206	B2	f82r	f82r.23	F059	B2-S012	5fca8fc3dee57e1d8c1f	lcheey	L+CH+EE+Y	NASSE HAUTSTELLE	NASSE HAUTSTELLE	nasse hautstelle
207	E207	B2	f82r	f82r.23	F059	B2-S012	2f1c5e56e8f0ff459065	daiin	A+IIN	MASS	MASS	mass
208	E208	B2	f82r	f82r.23	F059	B2-S012	b921a237be883a820352	chey	Y	ZUBEREITUNG	BADEZUBEREITUNG	badezubereitung
209	E209	B2	f82r	f82r.23	F059	B2-S012	d25110e0d8488927278f	qokeeedy	QOK+EEE+DY	DURCHNÄSSEN	DURCHNÄSSEN	vollständig durchnässen
210	E210	B2	f82r	f82r.23	F060	B2-S013	de7321bface5628e35d6	lchedy	L+CH+E+DY	ABFÜHREN	ABFÜHREN	abführen
211	E211	B2	f82r	f82r.23	F061	B2-S014	29e0eb222ef2fb99523a	lar	L+AR	UNTERER ABLAUF	UNTERER ABLAUF	unterer ablauf
212	E212	B2	f82r	f82r.26	F062	B2-S015	d4a31dbcf1ed6d9e5aa9	tshey	TSH+E+Y	SPÜLUNG BEGINNEN	SPÜLUNG BEGINNEN	spülung beginnen
213	E213	B2	f82r	f82r.26	F062	B2-S015	7d25241b0e56c836372a	qokeedy	QOK+EE+DY	BADEN	BADEN	baden oder eintauchen
214	E214	B2	f82r	f82r.26	F063	B2-S016	dd0ecaf5e27d81befffc	cheal	AL	BEHANDLUNGSSTELLE	KÖRPER- ODER BECKENSTELLE	körper- oder beckenstelle
215	E215	B2	f82r	f82r.26	F063	B2-S016	0f15effeca7ab10bb026	lchedar	LCHED+AR	KÜHLES WASSER	KÜHLES WASSER	kühles wasser
216	E216	B2	f82r	f82r.26	F063	B2-S016	db729b598e89e11452e0	ches	WHOLE(CHES:PORTION)	PORTION	PORTION	portion
217	E217	B2	f82r	f82r.26	F063	B2-S016	2f1c5e56e8f0ff459065	aiin	A+IIN	MASS	MASS	mass
218	E218	B2	f82r	f82r.26	F063	B2-S016	5d5e0b288cf36864ed9d	oteey	OT+EE+Y	BADEZUSATZ	BADEZUSATZ	badezusatz
219	E219	B2	f82r	f82r.26	F063	B2-S016	b5fcea1eaed06b2f2291	qokaiin	QOK+A+IIN	FLÜSSIGKEITSMASS	BADWASSER-MASS	badwasser-mass
220	E220	B2	f82r	f82r.26	F063	B2-S016	08bd5ca0c2ad137a056d	okey	QOK+E+Y	WARMES WASSER	WARMES WASSER	warmes wasser
221	E221	B2	f82r	f82r.27	F064	B2-S016	65df3cd9e59060042d47	pchedy	P+CH+E+DY	ABZIEHEN	ABZIEHEN	abziehen
222	E222	B2	f82r	f82r.27	F065	B2-S017	98bdc4244c84cbef3321	rsheal	WHOLE(RSHEAL:WARMES_WASSER)	WARMES WASSER	WARMES WASSER	warmes wasser
223	E223	B2	f82r	f82r.27	F065	B2-S017	78b3b3140714da19090d	daldy	D+AL+DY	ZWEITE ABLAUFSTELLE	ZWEITE ABLAUFSTELLE	zweite ablaufstelle
224	E224	B2	f82r	f82r.27	F066	B2-S018	7d25241b0e56c836372a	qokeedy	QOK+EE+DY	BADEN	BADEN	baden oder eintauchen
225	E225	B2	f82r	f82r.27	F067	B2-S019	7f68f60279efe6b28cd7	rshedy	RSH+E+DY	PORTION	PORTION	portion
226	E226	B2	f82r	f82r.27	F068	B2-S020	ff178343c18e287ce3b7	qoteedy	QOT+EE+DY	WARME AUFLAGE	WARME AUFLAGE	warme auflage
227	E227	B2	f82r	f82r.27	F069	B2-S021	7d25241b0e56c836372a	qokeedy	QOK+EE+DY	BADEN	BADEN	baden oder eintauchen
228	E228	B2	f82r	f82r.27	F070	B2-S022	f2af6326898fb5b490a4	lochedy	LOCH+E+DY	MISCHEN	MISCHEN	mischen
229	E229	B3	f83r	f83r.3	F071	B3-S001	3b70942557b3a40e8030	olkeedy	OL+K+EE+DY	ABSETZEN	ABSETZEN	absetzen lassen
230	E230	B3	f83r	f83r.3	F072	B3-S002	90bcf0a9ec0ef56399e6	qotal	OT+AL	ABLAUFSTELLE	ABLAUFSTELLE	ablaufstelle
231	E231	B3	f83r	f83r.3	F072	B3-S002	a84fbe3ad380df345b97	chkeedy	CHK+EE+DY	BENETZEN	BENETZEN	benetzen
232	E232	B3	f83r	f83r.3	F073	B3-S003	b921a237be883a820352	chey	Y	ZUBEREITUNG	BADEZUBEREITUNG	badezubereitung
233	E233	B3	f83r	f83r.3	F073	B3-S003	2f1c5e56e8f0ff459065	daiin	A+IIN	MASS	MASS	mass
234	E234	B3	f83r	f83r.3	F073	B3-S003	b921a237be883a820352	chey	Y	ZUBEREITUNG	BADEZUBEREITUNG	badezubereitung
235	E235	B3	f83r	f83r.3	F073	B3-S003	de7321bface5628e35d6	lchedy	L+CH+E+DY	ABFÜHREN	ABFÜHREN	abführen
236	E236	B3	f83r	f83r.3	F074	B3-S004	b5fcea1eaed06b2f2291	qokaiin	QOK+A+IIN	FLÜSSIGKEITSMASS	BADWASSER-MASS	badwasser-mass
237	E237	B3	f83r	f83r.3	F074	B3-S004	90bcf0a9ec0ef56399e6	qotal	OT+AL	ABLAUFSTELLE	ABLAUFSTELLE	ablaufstelle
238	E238	B3	f83r	f83r.3	F074	B3-S004	4d4559019a961b834aa1	dar	AR	VORANSATZ	VORIGES BADWASSER	voriges badwasser
239	E239	B3	f83r	f83r.6	F075	B3-S005	259b2b3b0bf859882e2c	schedy	D/S/T+CH+E+DY	NACHSPÜLEN	NACHSPÜLEN	nachspülen
240	E240	B3	f83r	f83r.6	F076	B3-S006	5e8441397e7c0faf042b	chedchy	WHOLE(CHEDCHY:WARMES WASSER)	WARMES WASSER	WARMES WASSER	warmes wasser
241	E241	B3	f83r	f83r.6	F076	B3-S006	308e8ea2d5d190c498e8	qokal	OK+AL	STELLE BESCHICKEN	BECKEN BESCHICKEN	becken beschicken
242	E242	B3	f83r	f83r.6	F076	B3-S006	28ffbc88b97772a75f1e	olchedy	OL+CH+E+DY	ABSTELLEN	ABSTELLEN	abstellen
243	E243	B3	f83r	f83r.6	F077	B3-S007	b5fcea1eaed06b2f2291	qokaiin	QOK+A+IIN	FLÜSSIGKEITSMASS	BADWASSER-MASS	badwasser-mass
244	E244	B3	f83r	f83r.6	F077	B3-S007	6f7ff8287eddf4da9fdb	chedy	CH+E+DY	RÜHREN	RÜHREN	rühren
245	E245	B3	f83r	f83r.6	F077	B3-S007	7d25241b0e56c836372a	qokeedy	QOK+EE+DY	BADEN	BADEN	baden oder eintauchen
246	E246	B3	f83r	f83r.6	F078	B3-S008	de7321bface5628e35d6	lchedy	L+CH+E+DY	ABFÜHREN	ABFÜHREN	abführen
247	E247	B3	f83r	f83r.6	F079	B3-S009	276a7c2d74d1143446f4	qoky	QOK+Y	ANWENDEN	ANWENDEN	anwenden
248	E248	B3	f83r	f83r.8	F080	B3-S010	ba540da978ea132f6da5	pchedal	P+CHED+AL	FÜLLSTELLE	FÜLLSTELLE	füllstelle
249	E249	B3	f83r	f83r.8	F080	B3-S010	c45ebac60774620561e2	otedy	OT+E+DY	ZIEHZEIT	ZIEHZEIT	ziehen lassen
250	E250	B3	f83r	f83r.8	F081	B3-S011	348e81ba084c5acdb32b	shecthedchy	SH+ECTH+ED+CH+Y	AUFTRAGEN	AUFTRAGEN	auftragen
251	E251	B3	f83r	f83r.8	F081	B3-S011	276a7c2d74d1143446f4	qoky	QOK+Y	ANWENDEN	ANWENDEN	anwenden
252	E252	B3	f83r	f83r.8	F081	B3-S011	6f7ff8287eddf4da9fdb	chedy	CH+E+DY	RÜHREN	RÜHREN	rühren
253	E253	B3	f83r	f83r.8	F081	B3-S011	0bdc8b6db811b4e67a63	chary	WHOLE(CHARY:ABKÜHLEN)	ABKÜHLEN	ABKÜHLEN	abkühlen
254	E254	B3	f83r	f83r.11	F082	B3-S012	7a4bb8136330ee4e6e56	sor	OR	ANSATZ	BADEANSATZ	badeansatz
255	E255	B3	f83r	f83r.11	F082	B3-S012	bc4f1f5c006c74a4d26d	shedy	CH/SH/T+E+DY	RUHEN LASSEN	RUHEN LASSEN	ruhen lassen
256	E256	B3	f83r	f83r.11	F083	B3-S013	b5fcea1eaed06b2f2291	qokaiin	QOK+A+IIN	FLÜSSIGKEITSMASS	BADWASSER-MASS	badwasser-mass
257	E257	B3	f83r	f83r.11	F083	B3-S013	9da1b6ac2c929daea697	chkain	K+AIN	PORTION	PORTION	portion
258	E258	B3	f83r	f83r.11	F083	B3-S013	6b89d6dd70635bc60fe0	shcthey	CTH+E+Y	GLEICHER GRAD	GLEICHER GRAD	gleicher grad
259	E259	B3	f83r	f83r.11	F083	B3-S013	7db18b2f0fb7ed0fcfd3	qokedy	QOK+E+DY	SPÜLEN	SPÜLEN	spülen
260	E260	B3	f83r	f83r.11	F084	B3-S014	7d2404c835b10a2c06af	okair	OK+AIR	OBERER EINLAUF	OBERER EINLAUF	oberer einlauf
261	E261	B3	f83r	f83r.11	F084	B3-S014	03626ca94cb17800d767	sheedy	SH+EE+DY	WASCHEN	WASCHEN	waschen
262	E262	B3	f83r	f83r.11	F085	B3-S015	de7321bface5628e35d6	lchedy	L+CH+E+DY	ABFÜHREN	ABFÜHREN	abführen
263	E263	B3	f83r	f83r.11	F086	B3-S016	2b7fa918d1b2f5c656e3	lo	WHOLE(LO:UNTERER ABLAUF)	UNTERER ABLAUF	UNTERER ABLAUF	unterer ablauf
264	E264	B3	f83r	f83r.14	F087	B3-S016	07913ef9b1fb773cd325	qokchedy	OK+CH+E+DY	ABKÜHLEN	ABKÜHLEN	abkühlen
265	E265	B3	f83r	f83r.14	F088	B3-S017	7d25241b0e56c836372a	qokeedy	QOK+EE+DY	BADEN	BADEN	baden oder eintauchen
266	E266	B3	f83r	f83r.14	F089	B3-S018	bc4f1f5c006c74a4d26d	shedy	CH/SH/T+E+DY	RUHEN LASSEN	RUHEN LASSEN	ruhen lassen
267	E267	B3	f83r	f83r.14	F090	B3-S019	db167f8e9b53eefb58f8	qokshedy	QOK+SH+E+DY	WARMBAD	WARMBAD	warmbad
268	E268	B3	f83r	f83r.14	F091	B3-S020	dd0ecaf5e27d81befffc	dal	AL	BEHANDLUNGSSTELLE	KÖRPER- ODER BECKENSTELLE	körper- oder beckenstelle
269	E269	B3	f83r	f83r.14	F091	B3-S020	de7321bface5628e35d6	lchedy	L+CH+E+DY	ABFÜHREN	ABFÜHREN	abführen
270	E270	B3	f83r	f83r.14	F092	B3-S021	b5fcea1eaed06b2f2291	qokaiin	QOK+A+IIN	FLÜSSIGKEITSMASS	BADWASSER-MASS	badwasser-mass
271	E271	B3	f83r	f83r.14	F092	B3-S021	e0b630cb1b5df5e7105b	shcthy	CTH+Y	PRÜFZUSTAND	WASSERGRAD	wassergrad
272	E272	B3	f83r	f83r.14	F092	B3-S021	dd0ecaf5e27d81befffc	dal	AL	BEHANDLUNGSSTELLE	KÖRPER- ODER BECKENSTELLE	körper- oder beckenstelle
273	E273	B3	f83r	f83r.14	F092	B3-S021	b921a237be883a820352	sy	Y	ZUBEREITUNG	BADEZUBEREITUNG	badezubereitung
274	E274	B3	f83r	f83r.15	F093	B3-S021	2f1c5e56e8f0ff459065	saiin	A+IIN	MASS	MASS	mass
275	E275	B3	f83r	f83r.15	F093	B3-S021	abb23e5e6936b4147f76	shedal	SH+ED+AL	EINWIRKSTELLE	EINWIRKSTELLE	einwirkstelle
276	E276	B3	f83r	f83r.15	F093	B3-S021	cb57b696b815fdef9cb7	shecthy	WHOLE(SHECTHY:WARMES WASSER)	WARMES WASSER	WARMES WASSER	warmes wasser
277	E277	B3	f83r	f83r.15	F093	B3-S021	b921a237be883a820352	chey	Y	ZUBEREITUNG	BADEZUBEREITUNG	badezubereitung
278	E278	B3	f83r	f83r.15	F093	B3-S021	dd0ecaf5e27d81befffc	tal	AL	BEHANDLUNGSSTELLE	KÖRPER- ODER BECKENSTELLE	körper- oder beckenstelle
279	E279	B3	f83r	f83r.15	F093	B3-S021	e0b630cb1b5df5e7105b	shcthy	CTH+Y	PRÜFZUSTAND	WASSERGRAD	wassergrad
280	E280	B3	f83r	f83r.15	F093	B3-S021	2bc2ed2630dbdaaa6b59	dalchdy	D+AL+CH+DY	RESTSTELLE	RESTSTELLE	reststelle
281	E281	B3	f83r	f83r.15	F094	B3-S022	4de12cf322dfb76ded1e	qotchedy	OT+CH+E+DY	GLEICH MISCHEN	GLEICH MISCHEN	gleichteilig mischen
282	E282	B3	f83r	f83r.15	F095	B3-S023	de7321bface5628e35d6	lchedy	L+CH+E+DY	ABFÜHREN	ABFÜHREN	abführen
283	E283	B3	f83r	f83r.16	F096	B3-S024	259b2b3b0bf859882e2c	tchedy	D/S/T+CH+E+DY	NACHSPÜLEN	NACHSPÜLEN	nachspülen
284	E284	B3	f83r	f83r.16	F097	B3-S025	87411f84689b4f93a303	qokchdy	QOK+CH+DY	ERWÄRMEN	ERWÄRMEN	erwärmen
285	E285	B3	f83r	f83r.16	F098	B3-S026	342c3f0777337648f4b3	cheedar	CHEED+AR	BECKEN BEREITEN	BECKEN BEREITEN	becken bereiten
286	E286	B3	f83r	f83r.16	F098	B3-S026	d72f71baff01cd0a0406	chldaiin	CHL+D+A+IIN	RUHEZEIT	RUHEZEIT	ruhezeit
287	E287	B3	f83r	f83r.16	F098	B3-S026	6f7ff8287eddf4da9fdb	chedy	CH+E+DY	RÜHREN	RÜHREN	rühren
288	E288	B3	f83r	f83r.16	F098	B3-S026	1645e612504fcef59ced	qokain	OK+AIN	PORTION ZUGEBEN	PORTION ZUGEBEN	eine Portion zugeben
289	E289	B3	f83r	f83r.16	F098	B3-S026	e0b630cb1b5df5e7105b	checthy	CTH+Y	PRÜFZUSTAND	WASSERGRAD	wassergrad
290	E290	B3	f83r	f83r.16	F098	B3-S026	d788d8d72d41b25a3c71	chealror	CHEALR+OR	KLAR	KLAR	klar
291	E291	B3	f83r	f83r.20	F099	B3-S026	3b70942557b3a40e8030	solkeedy	OL+K+EE+DY	ABSETZEN	ABSETZEN	absetzen lassen
292	E292	B3	f83r	f83r.20	F100	B3-S027	ff178343c18e287ce3b7	qoteedy	QOT+EE+DY	WARME AUFLAGE	WARME AUFLAGE	warme auflage
293	E293	B3	f83r	f83r.20	F101	B3-S028	0275fbf14e07935b0a45	qokeey	QOK+EE+Y	TEMPERIEREN	TEMPERIEREN	temperieren
294	E294	B3	f83r	f83r.20	F101	B3-S028	7db18b2f0fb7ed0fcfd3	qokedy	QOK+E+DY	SPÜLEN	SPÜLEN	spülen
295	E295	B3	f83r	f83r.20	F102	B3-S029	dcda95c81a5460feb191	sol	OL	FLÜSSIGKEIT	BADEWASSER	badewasser
296	E296	B3	f83r	f83r.20	F102	B3-S029	9247e38d29c79a0d2fa5	cheeety	WHOLE(CHEEETY:SPÜLUNG BEGINNEN)	SPÜLUNG BEGINNEN	SPÜLUNG BEGINNEN	spülung beginnen
297	E297	B3	f83r	f83r.20	F102	B3-S029	7db18b2f0fb7ed0fcfd3	qokedy	QOK+E+DY	SPÜLEN	SPÜLEN	spülen
298	E298	B3	f83r	f83r.20	F103	B3-S030	276a7c2d74d1143446f4	qoky	QOK+Y	ANWENDEN	ANWENDEN	anwenden
299	E299	B3	f83r	f83r.20	F103	B3-S030	2f1c5e56e8f0ff459065	saiin	A+IIN	MASS	MASS	mass
300	E300	B3	f83r	f83r.22	F104	B3-S030	b154ff779abe5f196c80	schedair	S+CH+ED+AIR	KLARER ABFLUSS	KLARER ABFLUSS	klarer abfluss
301	E301	B3	f83r	f83r.22	F104	B3-S030	4de12cf322dfb76ded1e	otchedy	OT+CH+E+DY	GLEICH MISCHEN	GLEICH MISCHEN	gleichteilig mischen
302	E302	B3	f83r	f83r.22	F105	B3-S031	7d25241b0e56c836372a	qokeedy	QOK+EE+DY	BADEN	BADEN	baden oder eintauchen
303	E303	B3	f83r	f83r.22	F106	B3-S032	d784b2abcaf1a3703de2	chedain	CH+ED+AIN	SPÜLPORTION	SPÜLPORTION	spülportion
304	E304	B3	f83r	f83r.22	F106	B3-S032	6f7ff8287eddf4da9fdb	chedy	CH+E+DY	RÜHREN	RÜHREN	rühren
305	E305	B3	f83r	f83r.22	F106	B3-S032	1779decef17481ec2853	qotedaiin	QOT+ED+A+IIN	GEFÄSSMASS	GEFÄSSMASS	gefässmass
306	E306	B3	f83r	f83r.22	F106	B3-S032	54d0e228ca346110af05	otaiin	OT+A+IIN	GLEICHE DAUER	GLEICHE DAUER	gleiche dauer
307	E307	B3	f83r	f83r.22	F106	B3-S032	c45ebac60774620561e2	otedy	OT+E+DY	ZIEHZEIT	ZIEHZEIT	ziehen lassen
308	E308	B3	f83r	f83r.22	F107	B3-S033	04a3877f0fc81b7597c9	ldy	L+DY	ABZIEHEN	ABZIEHEN	abziehen
309	E309	B3	f83r	f83r.24	F108	B3-S034	2c82523794dcb7d2b343	soiiin	O+IIIN	KLARGRAD	KLARES BADWASSER	klares badwasser
310	E310	B3	f83r	f83r.24	F108	B3-S034	e0b630cb1b5df5e7105b	checthy	CTH+Y	PRÜFZUSTAND	WASSERGRAD	wassergrad
311	E311	B3	f83r	f83r.24	F108	B3-S034	80ebbbbf238eee9f0aef	chety	CH+TY	SCHNEIDEN	SCHNEIDEN	schneiden
312	E312	B3	f83r	f83r.24	F108	B3-S034	54d0e228ca346110af05	otaiin	OT+A+IIN	GLEICHE DAUER	GLEICHE DAUER	gleiche dauer
313	E313	B3	f83r	f83r.24	F108	B3-S034	7811a7daff25d476e28d	olsaly	OL+S+AL+Y	UNTERE BADSTELLE	UNTERE BADSTELLE	untere badstelle
314	E314	B3	f83r	f83r.24	F108	B3-S034	bc4f1f5c006c74a4d26d	shedy	CH/SH/T+E+DY	RUHEN LASSEN	RUHEN LASSEN	ruhen lassen
315	E315	B4	f83r	f83r.25	F109	B4-S001	7d25241b0e56c836372a	qokeedy	QOK+EE+DY	BADEN	BADEN	baden oder eintauchen
316	E316	B4	f83r	f83r.25	F110	B4-S002	e2eb77ca9d9e1a8ba29a	qolchey	QOLCH+E+Y	FÜLLEN	FÜLLEN	füllen
317	E317	B4	f83r	f83r.25	F110	B4-S002	0275fbf14e07935b0a45	qokeey	QOK+EE+Y	TEMPERIEREN	TEMPERIEREN	temperieren
318	E318	B4	f83r	f83r.25	F110	B4-S002	7db18b2f0fb7ed0fcfd3	qokedy	QOK+E+DY	SPÜLEN	SPÜLEN	spülen
319	E319	B4	f83r	f83r.25	F111	B4-S003	6f7ff8287eddf4da9fdb	chedy	CH+E+DY	RÜHREN	RÜHREN	rühren
320	E320	B4	f83r	f83r.25	F111	B4-S003	90bcf0a9ec0ef56399e6	otal	OT+AL	ABLAUFSTELLE	ABLAUFSTELLE	ablaufstelle
321	E321	B4	f83r	f83r.26	F112	B4-S003	faf321940aed922846a9	otchey	OT+CH+E+Y	DOSIERTE GABE	DOSIERTE GABE	dosiert geben
322	E322	B4	f83r	f83r.26	F112	B4-S003	0275fbf14e07935b0a45	qokeey	QOK+EE+Y	TEMPERIEREN	TEMPERIEREN	temperieren
323	E323	B4	f83r	f83r.26	F112	B4-S003	276a7c2d74d1143446f4	qoky	QOK+Y	ANWENDEN	ANWENDEN	anwenden
324	E324	B4	f83r	f83r.26	F112	B4-S003	dcda95c81a5460feb191	tol	OL	FLÜSSIGKEIT	BADEWASSER	badewasser
325	E325	B4	f83r	f83r.26	F112	B4-S003	bc4f1f5c006c74a4d26d	shedy	CH/SH/T+E+DY	RUHEN LASSEN	RUHEN LASSEN	ruhen lassen
326	E326	B4	f83r	f83r.26	F113	B4-S004	eb2e4bc143f623ee03ac	qokylddy	QOK+Y+L+D+DY	WARME AUFLAGE	WARME AUFLAGE	warme auflage
327	E327	B4	f83r	f83r.27	F114	B4-S005	53cd0637c6820ba5e91f	dain	D+AIN	ABGEZOGENE PORTION	ABGEZOGENE PORTION	abgezogene portion
328	E328	B4	f83r	f83r.27	F114	B4-S005	6f7ff8287eddf4da9fdb	chedy	CH+E+DY	RÜHREN	RÜHREN	rühren
329	E329	B4	f83r	f83r.27	F114	B4-S005	7d25241b0e56c836372a	qokeedy	QOK+EE+DY	BADEN	BADEN	baden oder eintauchen
330	E330	B4	f83r	f83r.27	F115	B4-S006	d68bc8de3bcee09db23c	shckhedy	SH+CKH+E+DY	FILTERN	FILTERN	filtern
331	E331	B4	f83r	f83r.27	F116	B4-S007	d68bc8de3bcee09db23c	shckhedy	SH+CKH+E+DY	FILTERN	FILTERN	filtern
332	E332	B4	f83r	f83r.28	F117	B4-S008	2f1c5e56e8f0ff459065	saiin	A+IIN	MASS	MASS	mass
333	E333	B4	f83r	f83r.28	F117	B4-S008	2c1a5fd92b9e3c762242	cheeky	CH+EE+KY	WARMZUSTAND	WARME BADSTUFE	warme badstufe
334	E334	B4	f83r	f83r.28	F117	B4-S008	92e43836d82f98bf02d3	sheey	SHE+E+Y	ERSTE ÖFFNUNG	ERSTE ÖFFNUNG	erste öffnung
335	E335	B4	f83r	f83r.28	F117	B4-S008	7db18b2f0fb7ed0fcfd3	qokedy	QOK+E+DY	SPÜLEN	SPÜLEN	spülen
336	E336	B4	f83r	f83r.28	F118	B4-S009	bc4f1f5c006c74a4d26d	shedy	CH/SH/T+E+DY	RUHEN LASSEN	RUHEN LASSEN	ruhen lassen
337	E337	B4	f83r	f83r.28	F119	B4-S010	1b1ffdd869fb1429ad03	oldy	OL+DY	ANWENDUNG BEENDEN	ANWENDUNG BEENDEN	Anwendung beenden
338	E338	B4	f83r	f83r.35	F120	B4-S011	2f1c5e56e8f0ff459065	saiin	A+IIN	MASS	MASS	mass
339	E339	B4	f83r	f83r.35	F120	B4-S011	d904bf7b044dd3922781	cheky	CH+E+KY	MILDE WÄRME	MILDE WÄRME	milde wärme
340	E340	B4	f83r	f83r.35	F120	B4-S011	daf32e6db9e04413ce7f	okeeol	OKEE+OL	BREITES GEFÄSS	BREITES GEFÄSS	breites gefäss
