joint_tuple_id	surface_examples	visible_occurrences	pages	records	shortest_surface	selected_segmentation	compact_default_de	nested_string_decision	event_ids
e8a6105b5c3a6220b440	qotchol	1	f10r	H1	qotchol	QOTCH+OL	ERWÄRMEN	whole card or listed recurring roots; no automatic substring split	E012
eb2e4bc143f623ee03ac	qokylddy	1	f83r	B4	qokylddy	QOK+Y+L+D+DY	WARME AUFLAGE	whole card or listed recurring roots; no automatic substring split	E326
ecce30bc8dcc400bf2c8	qockhey	1	f83r	B4	qockhey	QOCKH+E+Y	BEHANDLUNGSSTELLE	whole card or listed recurring roots; no automatic substring split	E350
f0db6d30cd34f4cb2a4d	chkeey	1	f82r	B2	chkeey	CHKE+E+Y	BREITES GEFÄSS	whole card or listed recurring roots; no automatic substring split	E183
f2af6326898fb5b490a4	lochedy	1	f82r	B2	lochedy	LOCH+E+DY	MISCHEN	whole card or listed recurring roots; no automatic substring split	E228
f329f2051370174e9a38	lcheckhy	1	f82r	B2	lcheckhy	WHOLE(LCHECKHY:ZWEITE ÖFFNUNG)	ZWEITE ÖFFNUNG	whole card or listed recurring roots; no automatic substring split	E173
f3c23f42baf625639e1e	cthaiin	1	f10r	H2	cthaiin	CTH+A+IIN	ZERKLEINERUNGSGRAD	AIIN selected as calibrated measure/degree	E018
f7dc90b2c31fd341f0a4	ykaiin	1	f55v	H4	ykaiin	WHOLE(YKAIIN:WUNDE)	WUNDE	AIIN-looking interior kept atomic here; local whole-card reading wins	E064
faf321940aed922846a9	otchey	2	f56r|f83r	H5|B4	otchey	OT+CH+E+Y	DOSIERTE GABE	whole card or listed recurring roots; no automatic substring split	E098|E321
fcc1deda9e24ec268eb0	daiiin	1	f83r	B5	daiiin	WHOLE(DAIIIN:ZWEITE ÖFFNUNG)	ZWEITE ÖFFNUNG	whole card or listed recurring roots; no automatic substring split	E371
ff178343c18e287ce3b7	qoteedy	2	f82r|f83r	B2|B3	qoteedy	QOT+EE+DY	WARME AUFLAGE	whole card or listed recurring roots; no automatic substring split	E226|E292
