event_serial	event_id	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	surface_display	semantic_segmentation	stable_concrete_nucleus_de	concrete_word_reading_de	contextual_event_reading_de	statement_continuation
131	E131	B1	f81v	f81v.18	F029	B1-S007	87411f84689b4f93a303	qokchdy	qokch=einmal erhitzen + dy=Ende	einmal erhitzen + Ende	einmal erhitzen; Ende	Erwärme es einmal und beende den Schritt	CONTINUES_ACROSS_LINE
132	E132	B1	f81v	f81v.18	F030	B1-S008	b921a237be883a820352	chey	y=Ansatz	Ansatz	Ansatz	Diese aktive Portion	CONTINUES_ACROSS_LINE
133	E133	B1	f81v	f81v.18	F030	B1-S008	dcda95c81a5460feb191	ol	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	CONTINUES_ACROSS_LINE
134	E134	B1	f81v	f81v.18	F030	B1-S008	d904bf7b044dd3922781	cheky	cheky=sanfte Wärme	sanfte Wärme	sanfte Wärme	Bei sanfter Wärme	CONTINUES_ACROSS_LINE
135	E135	B1	f81v	f81v.18	F030	B1-S008	dcda95c81a5460feb191	ol	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	CONTINUES_ACROSS_LINE
136	E136	B1	f81v	f81v.18	F030	B1-S008	bc4f1f5c006c74a4d26d	shedy	e=ruhen + dy=Ende	ruhen + Ende	ruhen; Ende	Lasse es bis zur Bereitschaft stehen und beende den Schritt	CONTINUES_ACROSS_LINE
137	E137	B1	f81v	f81v.18	F031	B1-S009	7db18b2f0fb7ed0fcfd3	qokedy	oke=spülen + dy=Ende	spülen + Ende	spülen; Ende	Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen	CONTINUES_ACROSS_LINE
138	E138	B1	f81v	f81v.18	F032	B1-S010	7db18b2f0fb7ed0fcfd3	qokedy	oke=spülen + dy=Ende	spülen + Ende	spülen; Ende	Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen	CONTINUES_ACROSS_LINE
139	E139	B1	f81v	f81v.18	F033	B1-S011	2cc8bb3c2af19607888f	chckhy	ckhy=Durchlauf	Durchlauf	durch verbundenen Lauf	Durch die verbundenen Läufe	CONTINUES_ACROSS_LINE
140	E140	B1	f81v	f81v.18	F033	B1-S011	276a7c2d74d1143446f4	qoky	ok=geben + y=Ansatz	geben + Ansatz	Ansatz geben	Die Badecharge am vorgesehenen Waschplatz gebrauchen	CONTINUES_ACROSS_LINE
141	E141	B1	f81v	f81v.21	F034	B1-S012	be0974b366c981dc1eef	lsho	lsh=waschen	waschen	Spülung beginnen	Beginne die Spülung	CONTINUES_ACROSS_LINE
142	E142	B1	f81v	f81v.21	F034	B1-S012	08bd5ca0c2ad137a056d	qokey	ok=geben + ey=Wasser	geben + Wasser	Wasser zugeben	Warmes Wasser	CONTINUES_ACROSS_LINE
143	E143	B1	f81v	f81v.21	F034	B1-S012	2e7e89e0bd12b999c280	lshedy	lsh=waschen + dy=Ende	waschen + Ende	waschen; Ende	Wasche einmal und beende diesen Durchgang	CONTINUES_ACROSS_LINE
144	E144	B1	f81v	f81v.21	F035	B1-S013	2e7e89e0bd12b999c280	lshedy	lsh=waschen + dy=Ende	waschen + Ende	waschen; Ende	Wasche einmal und beende diesen Durchgang	CONTINUES_ACROSS_LINE
145	E145	B1	f81v	f81v.21	F036	B1-S014	6f7ff8287eddf4da9fdb	chedy	ch(e)d=rühren	rühren	rühren	Rühre, bis alles gleichmäßig vermischt ist	CONTINUES_ACROSS_LINE
146	E146	B1	f81v	f81v.21	F036	B1-S014	c205570c49d4d93c23d3	qolky	qolky=betroffene Stelle	betroffene Stelle	betroffene Stelle	Die betroffene Stelle	CONTINUES_ACROSS_LINE
147	E147	B1	f81v	f81v.21	F036	B1-S014	433713294b25b0a12f66	lchedal	lch=ablassen + al=Stelle	ablassen + Stelle	Ablassstelle	Das untere Becken	CONTINUES_ACROSS_LINE
148	E148	B1	f81v	f81v.21	F036	B1-S014	dcda95c81a5460feb191	qol	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	CONTINUES_ACROSS_LINE
149	E149	B1	f81v	f81v.21	F036	B1-S014	b6b654722e55729cc947	otar	ot=danach + ar=aus	danach + aus	danach auslassen	Benutze danach den unteren Ablauf	CONTINUES_ACROSS_LINE
150	E150	B1	f81v	f81v.24	F037	B1-S015	a7af89ab31ce5e247395	ytey	ytey=Gefäß füllen	Gefäß füllen	Gefäß füllen	Fülle danach das Gefäß	CONTINUES_ACROSS_LINE
151	E151	B1	f81v	f81v.24	F037	B1-S015	07913ef9b1fb773cd325	okchedy	okche=abkühlen + dy=Ende	abkühlen + Ende	abkühlen; Ende	Lasse es abkühlen und beende den Schritt	CONTINUES_ACROSS_LINE
152	E152	B1	f81v	f81v.24	F038	B1-S016	308e8ea2d5d190c498e8	qokal	ok=geben + al=Stelle	geben + Stelle	an Stelle geben	Den aktiven Posten an der örtlich bezeichneten Station führen	CONTINUES_ACROSS_LINE
153	E153	B1	f81v	f81v.24	F038	B1-S016	0275fbf14e07935b0a45	okeey	ok=geben + eey=warm	geben + warm	Wärme geben	Die Charge für den vorgesehenen Gebrauch temperieren	CONTINUES_ACROSS_LINE
154	E154	B1	f81v	f81v.24	F038	B1-S016	dcda95c81a5460feb191	qol	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	CONTINUES_ACROSS_LINE
155	E155	B1	f81v	f81v.24	F038	B1-S016	bc4f1f5c006c74a4d26d	cheedy	e=ruhen + dy=Ende	ruhen + Ende	ruhen; Ende	Lasse es bis zur Bereitschaft stehen und beende den Schritt	CONTINUES_ACROSS_LINE
156	E156	B1	f81v	f81v.24	F039	B1-S017	dd0ecaf5e27d81befffc	sal	al=Stelle	Stelle	an der Stelle	Den aktiven Posten an der örtlich bezeichneten Station führen	CONTINUES_ACROSS_LINE
157	E157	B1	f81v	f81v.24	F039	B1-S017	a06244ef1f2b37ca44c1	teol	teol=erste Öffnung	erste Öffnung	erste Öffnung	Die erste Öffnung	CONTINUES_ACROSS_LINE
158	E158	B1	f81v	f81v.24	F039	B1-S017	d225b7a7b95da7aee437	dchdy	dch=klar seihen + dy=Ende	klar seihen + Ende	klar seihen; Ende	Seihe es klar und beende den Schritt	CONTINUES_ACROSS_LINE
159	E159	B1	f81v	f81v.24	F040	B1-S018	b38d70daefd663d74625	ly	ly=Gefäß füllen	Gefäß füllen	Gefäß füllen	Fülle danach das Gefäß	CONTINUES_ACROSS_LINE
160	E160	B1	f81v	f81v.27	F041	B1-S018	74c76d589d44120f647b	dsheol	dsheol=Stelle bestreichen	Stelle bestreichen	Stelle bestreichen	Wende es an der markierten Stelle an	CONTINUES_ACROSS_LINE
161	E161	B1	f81v	f81v.27	F041	B1-S018	2c82523794dcb7d2b343	oiiin	oiiin=klar	klar	klar	Bis es klar ist	CONTINUES_ACROSS_LINE
162	E162	B1	f81v	f81v.27	F041	B1-S018	3b70942557b3a40e8030	olkeedy	olkee=absetzen + dy=Ende	absetzen + Ende	absetzen; Ende	Lasse die Flüssigkeit sich setzen und beende den Schritt	CONTINUES_ACROSS_LINE
163	E163	B1	f81v	f81v.27	F042	B1-S019	bc4f1f5c006c74a4d26d	tedy	e=ruhen + dy=Ende	ruhen + Ende	ruhen; Ende	Lasse es bis zur Bereitschaft stehen und beende den Schritt	CONTINUES_ACROSS_LINE
164	E164	B1	f81v	f81v.27	F043	B1-S020	d904bf7b044dd3922781	cheky	cheky=sanfte Wärme	sanfte Wärme	sanfte Wärme	Bei sanfter Wärme	CONTINUES_ACROSS_LINE
165	E165	B1	f81v	f81v.27	F043	B1-S020	d68bc8de3bcee09db23c	shckhedy	ckhe=durch Tuch seihen + dy=Ende	durch Tuch seihen + Ende	durch Tuch seihen; Ende	Seihe es einmal durch ein Tuch und beende den Schritt	CONTINUES_ACROSS_LINE
166	E166	B1	f81v	f81v.27	F044	B1-S021	dd0ecaf5e27d81befffc	chal	al=Stelle	Stelle	an der Stelle	Den aktiven Posten an der örtlich bezeichneten Station führen	CONTINUES_ACROSS_LINE
167	E167	B2	f82r	f82r.2	F045	B2-S001	259b2b3b0bf859882e2c	dchedy	che=ausspülen + dy=Ende	ausspülen + Ende	ausspülen; Ende	Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	CONTINUES_ACROSS_LINE
168	E168	B2	f82r	f82r.2	F046	B2-S002	28ffbc88b97772a75f1e	qolchedy	ol=weiter + dy=Ende	weiter + Ende	beiseitestellen; Ende	Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	CONTINUES_ACROSS_LINE
169	E169	B2	f82r	f82r.2	F047	B2-S003	1645e612504fcef59ced	qokain	ok=geben + ain=Portion	geben + Portion	Portion geben	Gib einen abgemessenen Anteil in das Gefäß	CONTINUES_ACROSS_LINE
170	E170	B2	f82r	f82r.2	F047	B2-S003	b921a237be883a820352	dy	y=Ansatz	Ansatz	Ansatz	Diese aktive Portion	CONTINUES_ACROSS_LINE
171	E171	B2	f82r	f82r.2	F047	B2-S003	7d25241b0e56c836372a	qokeedy	okee=baden + dy=Ende	baden + Ende	baden; Ende	Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt	CONTINUES_ACROSS_LINE
172	E172	B2	f82r	f82r.2	F048	B2-S004	308e8ea2d5d190c498e8	qokal	ok=geben + al=Stelle	geben + Stelle	an Stelle geben	Den aktiven Posten an der örtlich bezeichneten Station führen	CONTINUES_ACROSS_LINE
173	E173	B2	f82r	f82r.2	F048	B2-S004	f329f2051370174e9a38	lcheckhy	lcheckhy=zweite Öffnung	zweite Öffnung	zweite Öffnung	Die zweite Öffnung	CONTINUES_ACROSS_LINE
174	E174	B2	f82r	f82r.2	F048	B2-S004	ba8142680851f24c9ff2	lched	lched=nächstes Becken	nächstes Becken	nächstes Becken	Und gehe zum nächsten Becken weiter	CONTINUES_ACROSS_LINE
175	E175	B2	f82r	f82r.3	F049	B2-S004	0275fbf14e07935b0a45	qokeey	ok=geben + eey=warm	geben + warm	Wärme geben	Die Charge für den vorgesehenen Gebrauch temperieren	CONTINUES_ACROSS_LINE
176	E176	B2	f82r	f82r.3	F049	B2-S004	c1db6b0a28d5cbb5d3d2	lcheckhedy	ckhe=durch Tuch seihen + dy=Ende	durch Tuch seihen + Ende	klar seihen; Ende	Seihe es klar und beende den Schritt	CONTINUES_ACROSS_LINE
177	E177	B2	f82r	f82r.3	F050	B2-S005	4a7a6326ac95a8809302	qokaly	qokaly=zweiter Lauf	zweiter Lauf	zweiter Lauf	Fahre am zweiten Lauf fort	CONTINUES_ACROSS_LINE
178	E178	B2	f82r	f82r.3	F050	B2-S005	2d2e37ccb2dacc53ee5a	solkaiin	solkaiin=durch Tuch	durch Tuch	durch Tuch	Durch ein Tuch	CONTINUES_ACROSS_LINE
179	E179	B2	f82r	f82r.3	F050	B2-S005	2cc8bb3c2af19607888f	chckhy	ckhy=Durchlauf	Durchlauf	durch verbundenen Lauf	Durch die verbundenen Läufe	CONTINUES_ACROSS_LINE
180	E180	B2	f82r	f82r.3	F050	B2-S005	b5fcea1eaed06b2f2291	qokaiin	ok=geben + aiin=Maß	geben + Maß	nach Maß geben	nach dem örtlichen Maß beziehungsweise als vorgeschriebene Dosis	CONTINUES_ACROSS_LINE
181	E181	B2	f82r	f82r.4	F051	B2-S005	b5fcea1eaed06b2f2291	qokaiin	ok=geben + aiin=Maß	geben + Maß	nach Maß geben	nach dem örtlichen Maß beziehungsweise als vorgeschriebene Dosis	CONTINUES_ACROSS_LINE
182	E182	B2	f82r	f82r.4	F051	B2-S005	a8f891de626fc00028e9	octheol	octheol=gleiche Einstellung	gleiche Einstellung	gleiche Einstellung	dieselbe örtliche Einstellung	CONTINUES_ACROSS_LINE
183	E183	B2	f82r	f82r.4	F051	B2-S005	f0db6d30cd34f4cb2a4d	chkeey	chkeey=breites Gefäß	breites Gefäß	breites Gefäß	Das breite Gefäß	CONTINUES_ACROSS_LINE
184	E184	B2	f82r	f82r.4	F051	B2-S005	04a3877f0fc81b7597c9	ldy	l=abziehen + dy=Ende	abziehen + Ende	abziehen; Ende	Ziehe es ab und beende den Schritt	CONTINUES_ACROSS_LINE
185	E185	B2	f82r	f82r.4	F052	B2-S006	5d5e0b288cf36864ed9d	oteey	oteey=Badezusatz	Badezusatz	Badezusatz	Der vorbereitete Bade- oder Waschzusatz	CONTINUES_ACROSS_LINE
186	E186	B2	f82r	f82r.4	F052	B2-S006	308e8ea2d5d190c498e8	qokal	ok=geben + al=Stelle	geben + Stelle	an Stelle geben	Den aktiven Posten an der örtlich bezeichneten Station führen	CONTINUES_ACROSS_LINE
187	E187	B2	f82r	f82r.4	F052	B2-S006	c1913ec4ff84148da6d3	sheckhy	sheckhy=über der Stelle	über der Stelle	über der Stelle	Über der örtlich bezeichneten Stelle	CONTINUES_ACROSS_LINE
188	E188	B2	f82r	f82r.4	F052	B2-S006	276a7c2d74d1143446f4	qoky	ok=geben + y=Ansatz	geben + Ansatz	Ansatz geben	Die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich gebrauchen	CONTINUES_ACROSS_LINE
189	E189	B2	f82r	f82r.7	F053	B2-S007	cbb42a4fe68068325d6b	dshedy	dshe=sauberes Wasser zugeben + dy=Ende	sauberes Wasser zugeben + Ende	sauberes Wasser zugeben	Gib sauberes Wasser hinzu und beende den Schritt	CONTINUES_ACROSS_LINE
190	E190	B2	f82r	f82r.7	F054	B2-S008	54d0e228ca346110af05	sotaiin	ot=danach + aiin=Maß	danach + Maß	voriges Maß wiederholen	Für dieselbe Dauer wie zuvor	CONTINUES_ACROSS_LINE
191	E191	B2	f82r	f82r.7	F054	B2-S008	3ae9a121ba0045b913e8	qokar	qokar=über der Stelle	über der Stelle	über der Stelle	Über der örtlich bezeichneten Stelle	CONTINUES_ACROSS_LINE
192	E192	B2	f82r	f82r.7	F054	B2-S008	bc4f1f5c006c74a4d26d	shedy	e=ruhen + dy=Ende	ruhen + Ende	ruhen; Ende	Lasse es bis zur Bereitschaft stehen und beende den Schritt	CONTINUES_ACROSS_LINE
193	E193	B2	f82r	f82r.7	F055	B2-S009	daa1347f456415fe8737	solshedy	solshe=warm halten + dy=Ende	warm halten + Ende	warm halten; Ende	Halte es warm und beende den Schritt	CONTINUES_ACROSS_LINE
194	E194	B2	f82r	f82r.7	F056	B2-S010	0275fbf14e07935b0a45	qokeey	ok=geben + eey=warm	geben + warm	Wärme geben	Die Charge für den vorgesehenen Gebrauch temperieren	CONTINUES_ACROSS_LINE
195	E195	B2	f82r	f82r.7	F056	B2-S010	276a7c2d74d1143446f4	qoky	ok=geben + y=Ansatz	geben + Ansatz	Ansatz geben	Die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich gebrauchen	CONTINUES_ACROSS_LINE
196	E196	B2	f82r	f82r.7	F056	B2-S010	5eff216ba51fbfb21f22	ls	ls=erste Öffnung	erste Öffnung	erste Öffnung	Die erste Öffnung	CONTINUES_ACROSS_LINE
197	E197	B2	f82r	f82r.7	F056	B2-S010	b5df9126607030b95175	cheey	sh-/ch-=klar + ey=Wasser	klar + Wasser	klare Flüssigkeit	Den örtlichen Prüfzustand der Charge feststellen	CONTINUES_ACROSS_LINE
198	E198	B2	f82r	f82r.19	F057	B2-S011	1645e612504fcef59ced	okain	ok=geben + ain=Portion	geben + Portion	Portion geben	Gib einen abgemessenen Anteil in das Gefäß	CONTINUES_ACROSS_LINE
199	E199	B2	f82r	f82r.19	F057	B2-S011	4d4559019a961b834aa1	char	ar=aus	aus	aus demselben Ansatz	Daraus, aus demselben Ansatz	CONTINUES_ACROSS_LINE
200	E200	B2	f82r	f82r.19	F057	B2-S011	1645e612504fcef59ced	okain	ok=geben + ain=Portion	geben + Portion	Portion geben	Gib einen abgemessenen Anteil in das Gefäß	CONTINUES_ACROSS_LINE
201	E201	B2	f82r	f82r.19	F057	B2-S011	7d25241b0e56c836372a	qokeedy	okee=baden + dy=Ende	baden + Ende	baden; Ende	Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt	CONTINUES_ACROSS_LINE
202	E202	B2	f82r	f82r.19	F058	B2-S012	0ab57b7166de99db3a55	lchy	lch=ablassen + y=Ansatz	ablassen + Ansatz	klare Flüssigkeit abziehen	Ziehe die klare Flüssigkeit ab	CONTINUES_ACROSS_LINE
203	E203	B2	f82r	f82r.23	F059	B2-S012	b5df9126607030b95175	cheey	sh-/ch-=klar + ey=Wasser	klar + Wasser	klare Flüssigkeit	Den örtlichen Prüfzustand der Charge feststellen	CONTINUES_ACROSS_LINE
204	E204	B2	f82r	f82r.23	F059	B2-S012	6b89d6dd70635bc60fe0	qcthey	cthey=bei gleicher Einstellung	bei gleicher Einstellung	bei gleicher Einstellung	Unter derselben Einstellung	CONTINUES_ACROSS_LINE
205	E205	B2	f82r	f82r.23	F059	B2-S012	0275fbf14e07935b0a45	qokeey	ok=geben + eey=warm	geben + warm	Wärme geben	Die Charge für den vorgesehenen Gebrauch temperieren	CONTINUES_ACROSS_LINE
206	E206	B2	f82r	f82r.23	F059	B2-S012	5fca8fc3dee57e1d8c1f	lcheey	lcheey=benetzte Körperstelle	benetzte Körperstelle	benetzte Körperstelle	Der benetzte Körperbereich	CONTINUES_ACROSS_LINE
207	E207	B2	f82r	f82r.23	F059	B2-S012	2f1c5e56e8f0ff459065	daiin	aiin=Maß	Maß	Maß	Den aktiven Posten nach der örtlichen Vorschrift bemessen	CONTINUES_ACROSS_LINE
208	E208	B2	f82r	f82r.23	F059	B2-S012	b921a237be883a820352	chey	y=Ansatz	Ansatz	Ansatz	Diese aktive Portion	CONTINUES_ACROSS_LINE
209	E209	B2	f82r	f82r.23	F059	B2-S012	d25110e0d8488927278f	qokeeedy	okeee=durchtränken + dy=Ende	durchtränken + Ende	vollständig benetzen; Ende	Benetze den bezeichneten Körperbereich vollständig und beende den Schritt	CONTINUES_ACROSS_LINE
210	E210	B2	f82r	f82r.23	F060	B2-S013	de7321bface5628e35d6	lchedy	lch=ablassen + dy=Ende	ablassen + Ende	Flüssigkeit ablassen; Ende	Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen	CONTINUES_ACROSS_LINE
211	E211	B2	f82r	f82r.23	F061	B2-S014	29e0eb222ef2fb99523a	lar	lar=unterer Ablauf	unterer Ablauf	unterer Ablauf	Schließe den unteren Ablauf	CONTINUES_ACROSS_LINE
212	E212	B2	f82r	f82r.26	F062	B2-S015	d4a31dbcf1ed6d9e5aa9	tshey	tshey=Spülung beginnen	Spülung beginnen	Spülung beginnen	Beginne die Spülung	CONTINUES_ACROSS_LINE
213	E213	B2	f82r	f82r.26	F062	B2-S015	7d25241b0e56c836372a	qokeedy	okee=baden + dy=Ende	baden + Ende	baden; Ende	Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt	CONTINUES_ACROSS_LINE
214	E214	B2	f82r	f82r.26	F063	B2-S016	dd0ecaf5e27d81befffc	cheal	al=Stelle	Stelle	an der Stelle	Den aktiven Posten an der örtlich bezeichneten Station führen	CONTINUES_ACROSS_LINE
215	E215	B2	f82r	f82r.26	F063	B2-S016	0f15effeca7ab10bb026	lchedar	lchedar=kühles Wasser	kühles Wasser	kühles Wasser	Kühles Wasser	CONTINUES_ACROSS_LINE
216	E216	B2	f82r	f82r.26	F063	B2-S016	db729b598e89e11452e0	ches	ches=gleiche Anteile	gleiche Anteile	gleiche Anteile	Zu gleichen Anteilen	CONTINUES_ACROSS_LINE
217	E217	B2	f82r	f82r.26	F063	B2-S016	2f1c5e56e8f0ff459065	aiin	aiin=Maß	Maß	Maß	Den aktiven Posten nach der örtlichen Vorschrift bemessen	CONTINUES_ACROSS_LINE
218	E218	B2	f82r	f82r.26	F063	B2-S016	5d5e0b288cf36864ed9d	oteey	oteey=Badezusatz	Badezusatz	Badezusatz	Der vorbereitete Bade- oder Waschzusatz	CONTINUES_ACROSS_LINE
219	E219	B2	f82r	f82r.26	F063	B2-S016	b5fcea1eaed06b2f2291	qokaiin	ok=geben + aiin=Maß	geben + Maß	nach Maß geben	nach dem örtlichen Maß beziehungsweise als vorgeschriebene Dosis	CONTINUES_ACROSS_LINE
220	E220	B2	f82r	f82r.26	F063	B2-S016	08bd5ca0c2ad137a056d	okey	ok=geben + ey=Wasser	geben + Wasser	Wasser zugeben	warmes Wasser	CONTINUES_ACROSS_LINE
221	E221	B2	f82r	f82r.27	F064	B2-S016	65df3cd9e59060042d47	pchedy	pche=abziehen + dy=Ende	abziehen + Ende	abziehen; Ende	Ziehe es ab und beende den Schritt	CONTINUES_ACROSS_LINE
222	E222	B2	f82r	f82r.27	F065	B2-S017	98bdc4244c84cbef3321	rsheal	rsheal=warmes Wasser	warmes Wasser	warmes Wasser	Gieße das erwärmte Wasser ein	CONTINUES_ACROSS_LINE
223	E223	B2	f82r	f82r.27	F065	B2-S017	78b3b3140714da19090d	daldy	dal=zweite Öffnung + dy=Ende	zweite Öffnung + Ende	zweite Öffnung; Ende	Wiederhole es an der zweiten Öffnung und beende den Schritt	CONTINUES_ACROSS_LINE
224	E224	B2	f82r	f82r.27	F066	B2-S018	7d25241b0e56c836372a	qokeedy	okee=baden + dy=Ende	baden + Ende	baden; Ende	Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt	CONTINUES_ACROSS_LINE
225	E225	B2	f82r	f82r.27	F067	B2-S019	7f68f60279efe6b28cd7	rshedy	rshe=Teil als Waschung + dy=Ende	Teil als Waschung + Ende	Teil als Waschung	Verwende den Anteil als örtliche Waschung und beende den Schritt	CONTINUES_ACROSS_LINE
226	E226	B2	f82r	f82r.27	F068	B2-S020	ff178343c18e287ce3b7	qoteedy	qotee=warmes Tuch auflegen + dy=Ende	warmes Tuch auflegen + Ende	warmes Tuch auflegen; Ende	Lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt	CONTINUES_ACROSS_LINE
227	E227	B2	f82r	f82r.27	F069	B2-S021	7d25241b0e56c836372a	qokeedy	okee=baden + dy=Ende	baden + Ende	baden; Ende	Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt	CONTINUES_ACROSS_LINE
228	E228	B2	f82r	f82r.27	F070	B2-S022	f2af6326898fb5b490a4	lochedy	loche=gleichteilig mischen + dy=Ende	gleichteilig mischen + Ende	gleichteilig mischen; Ende	Mische zu gleichen Teilen und beende den Schritt	CONTINUES_ACROSS_LINE
229	E229	B3	f83r	f83r.3	F071	B3-S001	3b70942557b3a40e8030	olkeedy	olkee=absetzen + dy=Ende	absetzen + Ende	absetzen; Ende	Lasse die Flüssigkeit sich setzen und beende den Schritt	CONTINUES_ACROSS_LINE
230	E230	B3	f83r	f83r.3	F072	B3-S002	90bcf0a9ec0ef56399e6	qotal	ot=danach + al=Stelle	danach + Stelle	danach zur Ablaufstelle	Zum unteren Ablauf hin	CONTINUES_ACROSS_LINE
231	E231	B3	f83r	f83r.3	F072	B3-S002	a84fbe3ad380df345b97	chkeedy	chkee=vollständig benetzen + dy=Ende	vollständig benetzen + Ende	vollständig benetzen; Ende	Benetze den bezeichneten Bereich vollständig und beende den Schritt	CONTINUES_ACROSS_LINE
232	E232	B3	f83r	f83r.3	F073	B3-S003	b921a237be883a820352	chey	y=Ansatz	Ansatz	Ansatz	Diese aktive Portion	CONTINUES_ACROSS_LINE
233	E233	B3	f83r	f83r.3	F073	B3-S003	2f1c5e56e8f0ff459065	daiin	aiin=Maß	Maß	Maß	Den aktiven Posten nach der örtlichen Vorschrift bemessen	CONTINUES_ACROSS_LINE
234	E234	B3	f83r	f83r.3	F073	B3-S003	b921a237be883a820352	chey	y=Ansatz	Ansatz	Ansatz	Diese aktive Portion	CONTINUES_ACROSS_LINE
235	E235	B3	f83r	f83r.3	F073	B3-S003	de7321bface5628e35d6	lchedy	lch=ablassen + dy=Ende	ablassen + Ende	Flüssigkeit ablassen; Ende	Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen	CONTINUES_ACROSS_LINE
236	E236	B3	f83r	f83r.3	F074	B3-S004	b5fcea1eaed06b2f2291	qokaiin	ok=geben + aiin=Maß	geben + Maß	nach Maß geben	nach dem örtlichen Maß beziehungsweise als vorgeschriebene Dosis	CONTINUES_ACROSS_LINE
237	E237	B3	f83r	f83r.3	F074	B3-S004	90bcf0a9ec0ef56399e6	qotal	ot=danach + al=Stelle	danach + Stelle	danach zur Ablaufstelle	den unteren Ablauf	CONTINUES_ACROSS_LINE
238	E238	B3	f83r	f83r.3	F074	B3-S004	4d4559019a961b834aa1	dar	ar=aus	aus	aus demselben Ansatz	Daraus, aus demselben Ansatz	CONTINUES_ACROSS_LINE
239	E239	B3	f83r	f83r.6	F075	B3-S005	259b2b3b0bf859882e2c	schedy	che=ausspülen + dy=Ende	ausspülen + Ende	ausspülen; Ende	Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	CONTINUES_ACROSS_LINE
240	E240	B3	f83r	f83r.6	F076	B3-S006	5e8441397e7c0faf042b	chedchy	chedchy=warmes Wasser eingießen	warmes Wasser eingießen	warmes Wasser eingießen	Gieße das erwärmte Wasser ein	CONTINUES_ACROSS_LINE
241	E241	B3	f83r	f83r.6	F076	B3-S006	308e8ea2d5d190c498e8	qokal	ok=geben + al=Stelle	geben + Stelle	an Stelle geben	Den aktiven Posten an der örtlich bezeichneten Station führen	CONTINUES_ACROSS_LINE
242	E242	B3	f83r	f83r.6	F076	B3-S006	28ffbc88b97772a75f1e	olchedy	ol=weiter + dy=Ende	weiter + Ende	beiseitestellen; Ende	Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	CONTINUES_ACROSS_LINE
243	E243	B3	f83r	f83r.6	F077	B3-S007	b5fcea1eaed06b2f2291	qokaiin	ok=geben + aiin=Maß	geben + Maß	nach Maß geben	nach dem örtlichen Maß beziehungsweise als vorgeschriebene Dosis	CONTINUES_ACROSS_LINE
244	E244	B3	f83r	f83r.6	F077	B3-S007	6f7ff8287eddf4da9fdb	chedy	ch(e)d=rühren	rühren	rühren	Rühren bis zur Gleichmäßigkeit	CONTINUES_ACROSS_LINE
245	E245	B3	f83r	f83r.6	F077	B3-S007	7d25241b0e56c836372a	qokeedy	okee=baden + dy=Ende	baden + Ende	baden; Ende	Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt	CONTINUES_ACROSS_LINE
246	E246	B3	f83r	f83r.6	F078	B3-S008	de7321bface5628e35d6	lchedy	lch=ablassen + dy=Ende	ablassen + Ende	Flüssigkeit ablassen; Ende	Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen	CONTINUES_ACROSS_LINE
247	E247	B3	f83r	f83r.6	F079	B3-S009	276a7c2d74d1143446f4	qoky	ok=geben + y=Ansatz	geben + Ansatz	Ansatz geben	Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen	CONTINUES_ACROSS_LINE
248	E248	B3	f83r	f83r.8	F080	B3-S010	ba540da978ea132f6da5	pchedal	pchedal=Gefäß füllen	Gefäß füllen	Gefäß füllen	Fülle danach das Gefäß	CONTINUES_ACROSS_LINE
249	E249	B3	f83r	f83r.8	F080	B3-S010	c45ebac60774620561e2	otedy	ote=bis klar + dy=Ende	bis klar + Ende	bis klar; Ende	Lasse es bis zur Klarheit ziehen und beende den Schritt	CONTINUES_ACROSS_LINE
250	E250	B3	f83r	f83r.8	F081	B3-S011	348e81ba084c5acdb32b	shecthedchy	shecthedchy=Stelle bestreichen	Stelle bestreichen	Stelle bestreichen	Wende es an der markierten Stelle an	CONTINUES_ACROSS_LINE
