statement_id	page	record	owner_object_class	cell_slots	modifier_channels	phase_signature	input_object	output_object	committed	complete_reading_de
B4-S005	f83r	B4	FIGURE_APPLICATION	BS1|BS2|BS4|BS5|BS6	GRADE|PORTION	MEASURE_CHARGE>HOLD>CLOSE	APPLICATION_CHARGE	APPLICATION_CHARGE	YES	Fülle eine abgemessene Portion für die Anwendung ein, lass sie einwirken und schließe den Schritt. Vollfolge: abmessen und umsetzen → einwirken lassen.
B4-S006	f83r	B4	FIGURE_APPLICATION	BS1|BS3|BS4|BS5|BS6	GRADE|PASSAGE	HOLD>CLOSE	APPLICATION_CHARGE	APPLICATION_CHARGE	YES	Lass die Anwendung am Figurenpaar einwirken oder stehen; schließe danach den Schritt. Vollfolge: zurückhalten.
B4-S007	f83r	B4	FIGURE_APPLICATION	BS1|BS3|BS4|BS5|BS6	GRADE|PASSAGE	HOLD>CLOSE	APPLICATION_CHARGE	APPLICATION_CHARGE	YES	Lass die Anwendung am Figurenpaar einwirken oder stehen; schließe danach den Schritt. Vollfolge: zurückhalten.
B4-S008	f83r	B4	FIGURE_APPLICATION	BS1|BS2|BS4|BS5|BS6	GRADE|HEAT|MEASURE	HOLD>CLOSE	APPLICATION_CHARGE	APPLICATION_CHARGE	YES	Lass die Anwendung am Figurenpaar einwirken oder stehen; schließe danach den Schritt. Vollfolge: warm halten → einwirken lassen → einwirken lassen.
B4-S009	f83r	B4	FIGURE_APPLICATION	BS1|BS4|BS5|BS6	SETTLE	SETTLE>CLOSE	APPLICATION_CHARGE	APPLICATION_CHARGE	YES	Lass die Anwendung am Figurenpaar ruhen und sich absetzen; schließe danach den Schritt. Vollfolge: absetzen lassen.
B4-S010	f83r	B4	FIGURE_APPLICATION	BS1|BS6	NONE	CLOSE	APPLICATION_CHARGE	APPLICATION_CHARGE	YES	Schließe den laufenden Arbeitsschritt für die Anwendung am Figurenpaar. Vollfolge: NO_EXPLICIT_ACTION_CARD.
B4-S011	f83r	B4	TECHNICAL_STATION_LIQUID	BS1|BS2|BS3|BS4|BS5|BS6	GRADE|HEAT|MEASURE|PORTION	HOLD>MEASURE_CHARGE>ROUTE>MEASURE_CHARGE>CLOSE	WORKING_LIQUID	WORKING_LIQUID	YES	Bei der linken Hauptstation: warm halten; dann wirken lassen; dann eine abgemessene Portion der Stationsflüssigkeit einfüllen; dann umschöpfen; dann abführen + zugeben. Angaben: vorgeschriebenes Maß | fortsetzen.
B4-S012	f83r	B4	TECHNICAL_STATION_LIQUID	BS1|BS3|BS5|BS6	NONE	ROUTE>CLOSE	WORKING_LIQUID	TARGETED_TRANSFER_PORTION	YES	Führe die Flüssigkeit dieser Station zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: abführen + überführen.
B4-S013	f83r	B4	TECHNICAL_STATION_LIQUID	BS1|BS4|BS5|BS6	SETTLE	MEASURE_CHARGE>SETTLE>CLOSE	WORKING_LIQUID	WORKING_LIQUID	YES	Beschicke mit eine abgemessene Portion der Stationsflüssigkeit, lass den Inhalt absetzen und schließe den Schritt. Vollfolge: weiter beschicken → absetzen lassen.
B4-S014	f83r	B4	TECHNICAL_STATION_LIQUID	BS1|BS3|BS4|BS6	FLOW_LIQUID|GRADE|PASSAGE|PREPARATION	CLOSE	WORKING_LIQUID	WORKING_LIQUID	YES	Schließe den laufenden Arbeitsschritt für die Flüssigkeit dieser Station. Vollfolge: NO_EXPLICIT_ACTION_CARD.
B4-S015	f83r	B4	TECHNICAL_STATION_LIQUID	BS1|BS2|BS3|BS4|BS5|BS6	GRADE|PASSAGE|PORTION|TARGET	MEASURE_CHARGE>HOLD>MEASURE_CHARGE>ROUTE>SETTLE>ROUTE>CLOSE	WORKING_LIQUID	TARGETED_TRANSFER_PORTION	YES	Bei der linken Hauptstation: eine abgemessene Portion der Stationsflüssigkeit einfüllen; dann stehen lassen; dann dosiert zugeben; dann ablaufen lassen; dann auffangen; dann abführen + überführen.
B4-S016	f83r	B4	TECHNICAL_STATION_LIQUID	BS1|BS2|BS3|BS4|BS5|BS6	PORTION|SETTLE|SOURCE|TARGET	MEASURE_CHARGE>ROUTE>SETTLE>CLOSE	WORKING_LIQUID	TARGETED_TRANSFER_PORTION	YES	Bei der rechten S-Station: dosiert zugeben; dann zuführen; dann absetzen lassen. Angaben: bezeichnete Stelle.
