page	locus	section	language	hand	token_count	new_v50_positions	new_v51_positions	new_v52_positions	new_v53_positions	residual_unknown_positions	assigned_fraction	complete	action_positions	action_ordinals	action_surfaces	line_mode	v53_target_surfaces	remaining_unknown_surfaces	zl3b_line	literal_token_glosses_de	aligned_line_de	practical_translation_de	review_note
f23r	f23r.6	H	A	1	12	1	0	0	0	4	0.666667	0	1	5	yky	MIXED_RECORD	NONE	tshol|daiidal|ytcho|ldals	tshol y kor qokaiin yky dar okol dchey daiidal dam ytcho ldals	[tshol:?] | hierzu: | heiße Drogenportion | heiß, Grad III | hierzu leicht erhitzen | abgemessene Fraktion I | heißer Ansatzstoff | abgemessene Trockendroge der Mittelstufe, abgeschlossen | [daiidal:?] | Dosis I | [ytcho:?] | [ldals:?]	⟦tshol:?⟧ · hierzu · heiße Drogenportion · heiß, Grad III · hierzu leicht erhitzen · abgemessene Fraktion I · heißer Ansatzstoff · abgemessene Trockendroge der Mittelstufe, abgeschlossen · ⟦daiidal:?⟧ · Dosis I · ⟦ytcho:?⟧ · ⟦ldals:?⟧.	⟦tshol:?⟧ · hierzu · heiße Drogenportion · heiß, Grad III · hierzu leicht erhitzen · abgemessene Fraktion I · heißer Ansatzstoff · abgemessene Trockendroge der Mittelstufe, abgeschlossen · ⟦daiidal:?⟧ · Dosis I · ⟦ytcho:?⟧ · ⟦ldals:?⟧.	HOLD/SPLIT: dchey an Position 8 ist nominales Trockenprodukt, nicht nochmals ein Befehl.
f24v	f24v.15	H	A	1	4	1	0	0	3	0	1.000000	1	1	1	dchey	ACTION_SEQUENCE	kchod|dchal|ochdy	NONE	dchey kchod dchal ochdy	eine Dosis bis zur Mittelstufe trocknen und abschließen | heiß-trockener Ansatz, abgezogen und abgeschlossen | eine Dosis angetrocknete Rohdroge I | fertiggestellter Trockenansatz	Eine Dosis bis Mittelstufe trocknen und abschließen · heiß-trockener Ansatz, abgeschlossen · eine Dosis angetrocknete Rohdroge I · fertiggestellter Trockenansatz.	Eine Dosis bis zur Mittelstufe trocknen und abschließen. Den heiß-trockenen Ansatz abziehen, eine Dosis angetrocknete Rohdroge I abmessen und den Trockenansatz fertigstellen.	dchal hat den IT2a-Rivalen dchol; beide Lesungen bewahren eine abgemessene trockene Drogenmenge
f26r	f26r.2	H	B	2	9	1	0	0	0	5	0.444444	0	0	NONE	NONE	NOMINAL_REGISTER	NONE	adeeody|ykecthey|ytedy|checthedy|ls	dchey aiin adeeody ykecthey chedy ytedy dy checthedy ls	eine Dosis bis zur Mittelstufe trocknen und abschließen | Menge III | [adeeody:?] | [ykecthey:?] | trocken in der Mitte des Grades, abgeschlossen | [ytedy:?] | Qualitäts-/Wertfeld geschlossen | [checthedy:?] | [ls:?]	Abgemessene Trockendroge der Mittelstufe, abgeschlossen · Menge III · ⟦adeeody:?⟧ · ⟦ykecthey:?⟧ · trocken, Mittelstufe, abgeschlossen · ⟦ytedy:?⟧ · Qualitäts-/Wertfeld geschlossen · ⟦checthedy:?⟧ · ⟦ls:?⟧.	Abgemessene Trockendroge der Mittelstufe, abgeschlossen · Menge III · ⟦adeeody:?⟧ · ⟦ykecthey:?⟧ · trocken, Mittelstufe, abgeschlossen · ⟦ytedy:?⟧ · Qualitäts-/Wertfeld geschlossen · ⟦checthedy:?⟧ · ⟦ls:?⟧.	OVERRIDE: dchey aiin muss hier nominal als Produkt plus Menge gelesen werden; Imperativ plus Menge III ist zeilenweit inkohärent.
f27r	f27r.9	H	A	1	7	1	0	0	3	0	1.000000	1	1	1	dchey	MIXED_RECORD	keeod|shotchey|tolg	NONE	dchey keeod shotchey chol oty chy tolg	eine Dosis bis zur Mittelstufe trocknen und abschließen | vollständig erhitzter und abgezogener Ansatz | Feuchtansatz aus kalt bis Mittelstufe getrockneter Droge | trocken; nominal trockenes Gut/Material | kalter Ansatz am Anfang des Grades | trocken am Anfang des Grades | ein Gran kalten Drogenmaterials	Eine Dosis bis Mittelstufe trocknen und abschließen · vollständig erhitzter Ansatz, abgezogen · kalt bis Mittelstufe nachgetrockneter Feuchtansatz · Trockengut · kalter Ansatz, Anfangsstufe · trocken, Anfangsstufe · ein Gran kalten Drogenmaterials.	Eine Dosis bis zur Mittelstufe trocknen und abschließen. Den vollständig erhitzten Ansatz abziehen und damit einen Feuchtansatz aus kalt bis zur Mittelstufe nachgetrockneter Droge ansetzen. Zum Trockengut im kalten Anfangsansatz, leicht getrocknet, ein Gran kalten Drogenmaterials geben.	tolg bleibt die schwächste Karte: ZL3b und RF1b stützen g, IT2a bietet mit tolm die Einheit Handvoll
f30r	f30r.9	H	A	1	7	1	0	2	0	0	1.000000	1	4	1|2|5|7	dchey|qochar|chcthey|cheky	ACTION_SEQUENCE	NONE	NONE	dchey qochar chol keeaiin chcthey chor cheky	eine Dosis bis zur Mittelstufe trocknen und abschließen | erste Trockenfraktion nehmen | trocken; nominal trockenes Gut/Material | vollständig erhitzt, Stufe III | Krautdroge bis zur mittleren Stufe trocknen | Pflanzen-/Reproduktionsteil | bis zur mittleren Trockenstufe, dann leicht erhitzen	Eine Dosis bis Mittelstufe trocknen und abschließen · erste Trockenfraktion nehmen · Trockengut · vollständig erhitzt, Stufe III · Krautdroge bis zur Mittelstufe trocknen · Pflanzen-/Reproduktionsteil · bis zur mittleren Trockenstufe bringen, dann leicht erhitzen.	Eine Dosis bis zur Mittelstufe trocknen und abschließen. Die erste Trockenfraktion des Trockenguts nehmen und vollständig auf Stufe III erhitzen. Die Krautdroge bis zur Mittelstufe trocknen, den Pflanzen- oder Blütenteil dazugeben und bis zur mittleren Trockenstufe bringen, dann leicht anwärmen.	keeaiin is rendered as heat grade III rather than an extra free quantity.
f49r	f49r.16	H	A	1	4	1	0	2	0	0	1.000000	1	2	1|4	qocho|qotchody	ACTION_SEQUENCE	NONE	NONE	qocho cheey dchey qotchody	Trockenansatz nehmen | trocken am Ende des Grades | abgemessene Trockendroge der Mittelstufe, abgeschlossen | kühlen, trocknen, ansetzen und fertigstellen	Trockenansatz nehmen · trocken, Endstufe · abgemessene Trockendroge der Mittelstufe, abgeschlossen · kühlen, trocknen, ansetzen und fertigstellen.	Den Trockenansatz nehmen und bis zur Endstufe trocknen. Die abgemessene und auf Mittelstufe getrocknete Droge als fertiges Zwischenprodukt halten; anschließend kühlen, trocknen, erneut ansetzen und fertigstellen.	Both newly filled positions are explicit actions; qotchody retains a visible result rival.
f56r	f56r.6	H	A	1	6	1	1	0	0	0	1.000000	1	1	1	ykcho	MIXED_RECORD	NONE	NONE	ykcho dy dchey keey daiin y	hieraus einen heiß-trockenen Ansatz bereiten | Qualitäts-/Wertfeld geschlossen | abgemessene Trockendroge der Mittelstufe, abgeschlossen | heiß am Ende des Grades | Grad-/Maßwert III | Eintrag abgeschlossen	Hieraus einen heiß-trockenen Ansatz bereiten · Qualitäts-/Wertfeld geschlossen · abgemessene Trockendroge der Mittelstufe, abgeschlossen · heiß, Endstufe · Grad/Maß III · Eintrag abgeschlossen.	Hieraus einen heiß-trockenen Ansatz bereiten · Qualitäts-/Wertfeld geschlossen · abgemessene Trockendroge der Mittelstufe, abgeschlossen · heiß, Endstufe · Grad/Maß III · Eintrag abgeschlossen.	GDT677 closes ykcho; Der Ansatzschritt eröffnet die Zeile; die folgenden Schluss- und Messfelder beschreiben sein Ergebnis.
f75r	f75r.3	B	B	2	9	1	0	0	3	0	1.000000	1	2	4|6	qey|sheeky	MIXED_RECORD	orchey|qey|ltain	NONE	qokain chal orchey qey kain sheeky ltain olkar or	heiß, Grad II | Rohstoffklasse I, trocken am Gradanfang | eine Portion bis zur Mittelstufe getrocknete Droge | die vorstehende Mittelstufenportion anschließend nehmen | heiß, Grad II | vollständig einweichen, erhitzen und abschließen | Holzdroge, kalt auf Stufe II | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | Drogenportion	Heiß, Grad II · Rohstoffklasse I, trocken, Anfangsstufe · Portion mittelgetrockneter Droge · diese Portion anschließend nehmen · heiß, Grad II · vollständig einweichen, erhitzen und abschließen · Holzdroge, kalt auf Stufe II · erste erhitzte Drogenfraktion im Ansatz · Drogenportion.	Auf Heizstufe II Rohdroge I leicht trocknen. Eine Portion bis zur Mittelstufe getrocknete Droge anschließend nehmen, auf Heizstufe II bringen, vollständig einweichen, erhitzen und abschließen. Dazu Holzdroge auf Kältestufe II und eine Portion der ersten erhitzten Ansatzfraktion.	qey erhält sein konkretes Objekt ausschließlich von der unmittelbar vorstehenden orchey-Portion
f76v	f76v.10	B	B	2	10	1	0	2	0	0	1.000000	1	3	1|3|4	cphdor|qopchdy|dshedy	MIXED_RECORD	NONE	NONE	cphdor shedal qopchdy dshedy shedy tchedy lsheetal shecphy daiin dy	eine Portion Arzneikompositum abmessen | feuchte abgemessene Rohstoffmenge I in der Gradmitte | nimm fertig getrocknetes Pulver | weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab | feucht in der Mitte des Grades, abgeschlossen | kalt und trocken in der Mitte des Grades, abgeschlossen | Rohholzdroge I, vollständig eingeweicht und kaltgestellt | bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum | Grad-/Maßwert III | Qualitäts-/Wertfeld geschlossen	eine Portion Arzneikompositum abmessen · feuchte abgemessene Rohstoffmenge I, Mittelstufe · fertig getrocknetes Pulver nehmen · eine Dosis Droge bis Mittelstufe einweichen und abschließen · feucht, Mittelstufe, abgeschlossen · kalt-trocken, Mittelstufe, abgeschlossen · Rohholzdroge I, vollständig eingeweicht und kaltgestellt · bis Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum · Grad/Maß III · Qualitäts-/Wertfeld geschlossen.	Eine Portion Arzneikompositum abmessen; dazu feuchte abgemessene Rohstoffmenge I auf Mittelstufe. Fertig getrocknetes Pulver nehmen und eine Dosis Droge bis zur Mittelstufe einweichen und abschließen. Mit dem fertigen Feuchtgut und dem kalt-trockenen Mittelstufenprodukt die Rohholzdroge I vollständig einweichen und kaltstellen; bis zur Mittelstufe eingeweichtes Arzneikompositum, Maß III, danach Abschluss.	cphdor preserves the learned dor measure action; lsheetal is its concrete wood/raw/cold result card.
f77r	f77r.38	B	B	2	9	1	1	0	0	0	1.000000	1	3	3|6|9	qoeedy|qol|qol	ACTION_SEQUENCE	NONE	NONE	pol shedy qoeedy qokaiin chcphey qol ltaiin shedy qol	Pulverstoff | feucht in der Mitte des Grades, abgeschlossen | nimm den vollständig fertiggestellten Ansatz | heiß, Grad III | bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum | Drogenstoff zugeben | Holzdroge, kalt auf Stufe III | feucht in der Mitte des Grades, abgeschlossen | Drogenstoff zugeben	Pulverstoff · feucht, Mittelstufe, abgeschlossen · vollständig fertiggestellten Ansatz nehmen · heiß, Grad III · bis Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum · Drogenstoff zugeben · Holzdroge, kalt auf Stufe III · feucht, Mittelstufe, abgeschlossen · Drogenstoff zugeben.	Pulverstoff · feucht, Mittelstufe, abgeschlossen · vollständig fertiggestellten Ansatz nehmen · heiß, Grad III · bis Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum · Drogenstoff zugeben · Holzdroge, kalt auf Stufe III · feucht, Mittelstufe, abgeschlossen · Drogenstoff zugeben.	GDT677 closes ltaiin; Zwischen Zugebe- und Feuchtfeldern als konkret bezeichnetes Zugabegut lesbar.
f77v	f77v.7	B	B	2	11	1	0	2	0	0	1.000000	1	4	2|3|5|11	qolsheedy|qy|ycheedy|qolky	ACTION_SEQUENCE	NONE	NONE	olshedy qolsheedy qy rr ycheedy okedy lshedy chs shdal chedy qolky	Holzdroge im Ansatz vollständig eingeweicht | vollständig eingeweichten und fertigen Drogenstoff zugeben | hiervon nehmen | getrocknete Wurzeldroge | trockne hiervon vollständig und stelle es fertig | heißer Ansatz in der Mitte des Grades, abgeschlossen | eingeweichtes Drogenholz | Trockengut, Grundform | feuchte abgemessene Rohstoffmenge I am Gradanfang | trocken in der Mitte des Grades, abgeschlossen | leicht erhitzten Drogenstoff hinzugeben	Holzdroge im Ansatz, vollständig eingeweicht · vollständig eingeweichten und fertigen Drogenstoff zugeben · hiervon nehmen · getrocknete Wurzeldroge · hiervon vollständig trocknen und fertigstellen · heißer Ansatz, Mittelstufe, abgeschlossen · eingeweichtes Drogenholz · Trockengut, Grundform · feuchte abgemessene Rohstoffmenge I, Anfangsstufe · trocken, Mittelstufe, abgeschlossen · leicht erhitzten Drogenstoff zugeben.	Vollständig eingeweichte Holzdroge; den vollständig eingeweichten und fertigen Drogenstoff zugeben. Davon getrocknete Wurzeldroge nehmen und vollständig trocknen und fertigstellen. Den heißen Mittelstufenansatz mit eingeweichtem Drogenholz mischen; Trockengut in Grundform und feuchte abgemessene Rohstoffmenge I auf Anfangsstufe. Bis zur mittleren Trockenstufe führen und leicht erhitzten Drogenstoff zugeben.	ZL3b rr is rendered from the shared IT2a/RF1b rchr reading; two Wurzelteile remains the named ZL3b-only rival.
f7r	f7r.2	H	A	1	9	1	0	2	0	0	1.000000	1	2	1|5	dcheey|dold	MIXED_RECORD	NONE	NONE	dcheey keo r shor dold dchey kchey otchy cheody	eine Dosis vollständig trocknen und abschließen | Ansatz auf mittlerer Heizstufe | Wurzel | Blüten-/Fruchtstand; reproduktiver Teil | Drogenstoff abmessen und abschließen | abgemessene Trockendroge der Mittelstufe, abgeschlossen | heiß und trocken in der Mitte des Grades | kalt-trockener Ansatz am Anfang des Grades | getrockneter Ansatz	Eine Dosis vollständig trocknen und abschließen · heiße · Drogenportion · Blüten-/Fruchtstand · Drogenstoff abmessen und abschließen · abgemessene Trockendroge der Mittelstufe, abgeschlossen · heiß-trocken, Mittelstufe · kalt-trockener Ansatz, Anfangsstufe · getrockneter Ansatz.	Eine Dosis vollständig trocknen und abschließen; heiße Drogenportion; Blüten- oder Fruchtstand. Den Drogenstoff abmessen und abschließen. Danach die abgemessene Trockendroge auf Mittelstufe, heiß-trocken auf Mittelstufe, in einen kalt-trockenen Anfangsansatz überführen und als getrockneten Ansatz halten.	The practical renderer joins ZL3b keo r through both alternate readers' keor; it does not print Ansatz plus Wurzel.
f80r	f80r.17	B	B	2	13	1	0	0	0	4	0.692308	0	3	3|6|11	sheky|sheky|sheky	ACTION_SEQUENCE	NONE	solky|shkeol|chetain|da	solky sheckhy sheky shkeol qokar sheky chetain ol olkar okain sheky qokal da	[solky:?] | feuchtes Arzneikompositum am Gradanfang | bis zur Mittelstufe einweichen, erhitzen und abschließen | [shkeol:?] | heiße Drogenfraktion I | bis zur Mittelstufe einweichen, erhitzen und abschließen | [chetain:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | heiß im Zubereitungsrahmen, Grad II | bis zur Mittelstufe einweichen, erhitzen und abschließen | Rohstoffklasse I, heiß am Gradanfang | [da:?]	⟦solky:?⟧ · feuchtes Arzneikompositum, Anfangsstufe · bis Mittelstufe einweichen, erhitzen und abschließen · ⟦shkeol:?⟧ · heiße Drogenfraktion I · bis Mittelstufe einweichen, erhitzen und abschließen · ⟦chetain:?⟧ · Ansatz/Gut · erste erhitzte Drogenfraktion im Ansatz · heiß, Grad II, im Zubereitungsrahmen · bis Mittelstufe einweichen, erhitzen und abschließen · Rohstoffklasse I im heißen Anfangsansatz · ⟦da:?⟧.	⟦solky:?⟧ · feuchtes Arzneikompositum, Anfangsstufe · bis Mittelstufe einweichen, erhitzen und abschließen · ⟦shkeol:?⟧ · heiße Drogenfraktion I · bis Mittelstufe einweichen, erhitzen und abschließen · ⟦chetain:?⟧ · Ansatz/Gut · erste erhitzte Drogenfraktion im Ansatz · heiß, Grad II, im Zubereitungsrahmen · bis Mittelstufe einweichen, erhitzen und abschließen · Rohstoffklasse I im heißen Anfangsansatz · ⟦da:?⟧.	HOLD: olkar bleibt das erhitzte Fraktionsobjekt zwischen den wiederholten Behandlungsschritten.
f80v	f80v.27	B	B	2	10	1	1	0	0	0	1.000000	1	0	NONE	NONE	NOMINAL_REGISTER	NONE	NONE	pshol kain olkar shey qokain dal oltaiin okain shal qoty	eingeweichter Pulverstoff | heiß, Grad II | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | feucht in der Mitte des Grades | heiß, Grad II | abgemessene Rohstoffmenge I | Holzdrogenansatz, kalt auf Stufe III | heiß im Zubereitungsrahmen, Grad II | Rohstoffklasse I, feucht am Gradanfang | kalt am Anfang des Grades	Eingeweichter Pulverstoff · heiß, Grad II · erste erhitzte Drogenfraktion im Ansatz · feucht, Mittelstufe · heiß, Grad II · abgemessene Rohstoffmenge I · Holzdrogenansatz, kalt auf Stufe III · heiß, Grad II, im Zubereitungsrahmen · Rohstoffklasse I, feucht, Anfangsstufe · kalt, Anfangsstufe.	Eingeweichter Pulverstoff · heiß, Grad II · erste erhitzte Drogenfraktion im Ansatz · feucht, Mittelstufe · heiß, Grad II · abgemessene Rohstoffmenge I · Holzdrogenansatz, kalt auf Stufe III · heiß, Grad II, im Zubereitungsrahmen · Rohstoffklasse I, feucht, Anfangsstufe · kalt, Anfangsstufe.	GDT677 closes oltaiin; Im Heiß-/Kaltregister sauberer Gegenpol zu den benachbarten Heizstufen.
f80v	f80v.35	B	B	2	12	1	0	2	0	0	1.000000	1	2	5|6	qol|qol	ACTION_SEQUENCE	NONE	NONE	tol oltain olkar y qol qol kain okiin ol kain shey ldy	kalt; nominal kaltes Gut/Material | Holzdrogenansatz, kalt auf Stufe II | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | hierzu: | Drogenstoff zugeben | Drogenstoff zugeben | heiß, Grad II | erhitzter Ansatz, Form III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß, Grad II | feucht in der Mitte des Grades | Holzdroge, fertig aufbereitet	Kaltes Gut · Holzdrogenansatz, kalt auf Stufe II · erste erhitzte Drogenfraktion im Ansatz · hierzu · Drogenstoff zugeben · Drogenstoff zugeben · heiß, Grad II · erhitzter Ansatz, Form III · Ansatz/Gut · heiß, Grad II · feucht, Mittelstufe · Holzdroge, fertig aufbereitet.	Kaltes Gut; Holzdrogenansatz kalt auf Stufe II; erste erhitzte Drogenfraktion im Ansatz. Hierzu zweimal Drogenstoff zugeben. Auf Heizgrad II bringen, als erhitzten Ansatz in Form III führen, erneut auf Heizgrad II bringen, bis zur mittleren Feuchtstufe behandeln und als fertig aufbereitete Holzdroge abschließen.	Both cards are nominal objects and states inside the inherited two-qol action sequence.
f83v	f83v.12	B	B	2	11	1	0	2	0	0	1.000000	1	1	4	lldar	MIXED_RECORD	NONE	NONE	daiin shckhy qoeeo lldar cheey qoal qokeedy olkar sheedy qokain olal	Grad-/Maßwert III | Arzneikompositum: feucht, Gradanfang | zweiter Mazerationsansatz | erste Holzdrogenfraktion abmessen | trocken am Ende des Grades | Rohstoffklasse I | heiß am Ende des Grades, abgeschlossen | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | feucht am Ende des Grades, abgeschlossen | heiß, Grad II | Ansatz aus Holzrohstoff, Form I	Grad/Maß III · feuchtes Arzneikompositum, Anfangsstufe · zweiter Mazerationsansatz · erste Holzdrogenfraktion abmessen · trocken, Endstufe · Rohstoffklasse I · heiß, Endstufe, abgeschlossen · erste erhitzte Drogenfraktion im Ansatz · feucht, Endstufe, abgeschlossen · heiß, Grad II · Holzrohstoffansatz, Form I.	Maß III; feuchtes Arzneikompositum auf Anfangsstufe; zweiter Mazerationsansatz. Daraus die erste Holzdrogenfraktion abmessen und bis zur Trocken-Endstufe führen; Rohdroge I; heiße Endstufe abgeschlossen; erste erhitzte Drogenfraktion im Ansatz; Feucht-Endstufe abgeschlossen; Heizgrad II; schließlich Holzrohstoffansatz in Form I.	qoeeo keeps learned oeeo as a nominal preparation; lldar preserves the known ldar measure action.
f85r2	f85r2.5	C	B	2	3	1	0	2	0	0	1.000000	1	0	NONE	NONE	NOMINAL_REGISTER	NONE	NONE	ockhdar olkar shoral	erste abgemessene Fraktion des Arzneikompositum-Ansatzes | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | Blüten- oder Frucht-Rohdroge I	erste abgemessene Fraktion des Arzneikompositum-Ansatzes · erste erhitzte Drogenfraktion im Ansatz (nur ZL3b; Leser-Rivale olkor/ar) · Blüten- oder Frucht-Rohdroge I.	Erste abgemessene Fraktion des Arzneikompositum-Ansatzes; erste erhitzte Drogenfraktion im Ansatz; Blüten- oder Frucht-Rohdroge I.	The two new cards close their slots, but the middle olkar remains explicitly reader-quarantined as olkor/ar.
f86v3	f86v3.13	C	B	2	11	1	0	0	3	0	1.000000	1	2	3|10	tcheody|qokady	MIXED_RECORD	osheey|orsheey|cholkain	NONE	osheey orsheey tcheody qokain qodaiin olkar chedaiin y chedy qokady cholkain	vollständig eingeweichter Ansatz | eine Portion vollständig eingeweichte Droge | abkühlen, bis zur Mittelstufe trocknen, ansetzen und fertigstellen | heiß, Grad II | Qualitätsgrad III | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | abgemessene Trockendroge, Dosis III | hierzu: | trocken in der Mitte des Grades, abgeschlossen | erhitze einen gleichen Teil und schließe ab | Trockengut, heiß auf Stufe II	vollständig eingeweichter Ansatz · Portion vollständig eingeweichte Droge · abkühlen, bis Mittelstufe trocknen, ansetzen und fertigstellen · heiß, Grad II · Qualitätsgrad III · erste erhitzte Drogenfraktion im Ansatz · abgemessene Trockendroge, Dosis III · hierzu · trocken, Mittelstufe, abgeschlossen · einen gleichen Teil erhitzen und abschließen · Trockengut, heiß auf Stufe II.	Vom vollständig eingeweichten Ansatz eine Portion vollständig eingeweichte Droge nehmen; abkühlen, bis zur Mittelstufe trocknen, ansetzen und fertigstellen. Auf Heizstufe II mit drei Teilen der ersten erhitzten Ansatzfraktion und drei Dosen Trockendroge verbinden; hierzu bis zur Mittelstufe trocknen und abschließen, einen gleichen Teil erhitzen und abschließen und das Trockengut auf Heizstufe II halten.	osheey und orsheey bilden den natürlichen Stoff-zu-Portion-Auftakt; IT2a bestätigt or sheey als getrennte Komponenten
f86v3	f86v3.18	C	B	2	7	1	0	2	0	0	1.000000	1	1	4	qopchol	MIXED_RECORD	NONE	NONE	pchedaiin dchedy qokchdy qopchol shol sheody solkam	drei Dosen bis Mittelstufe getrocknetes Pulver | abgemessene Trockendroge, fertig | heiß und trocken am Anfang des Grades, abgeschlossen | nimm getrockneten Pulverstoff | feucht; nominal feuchtes Gut/Material | angefeuchteter Ansatz, abgeschlossen | ein Maß erhitzter Saatgutzubereitung	drei Dosen bis Mittelstufe getrocknetes Pulver · abgemessene Trockendroge, fertig · heiß-trocken, Anfangsstufe, abgeschlossen · getrockneten Pulverstoff nehmen · Feuchtgut · angefeuchteter Ansatz, abgeschlossen · ein Maß erhitzter Saatgutzubereitung.	Drei Dosen bis zur Mittelstufe getrocknetes Pulver; abgemessene Trockendroge, fertig. Heiß-trocken auf Anfangsstufe abschließen, fertig getrocknetes Pulver nehmen, mit Feuchtgut ansetzen und den angefeuchteten Ansatz fertigstellen. Zum Schluss ein Maß erhitzter Saatgutzubereitung.	pchedaiin is the measured powder result; IT2a's rolkam keeps a root-preparation rival for solkam.
f86v3	f86v3.19	C	B	2	10	1	0	2	0	0	1.000000	1	3	1|3|4	dchey|olkechy|qokam	ACTION_SEQUENCE	NONE	NONE	dchey otain olkechy qokam chol kchdy chol tchdy dar aiindy	eine Dosis bis zur Mittelstufe trocknen und abschließen | kalt im Zubereitungsrahmen, Grad II | Holzdrogenansatz mäßig erhitzen, trocknen und abschließen | nimm ein Maß und erhitze es | trocken; nominal trockenes Gut/Material | heiß und trocken am Anfang des Grades, abgeschlossen | trocken; nominal trockenes Gut/Material | kalt und trocken am Anfang des Grades, abgeschlossen | abgemessene Fraktion I | drei Teile, fertig abgeteilt	Eine Dosis bis Mittelstufe trocknen und abschließen · kalt, Grad II, im Zubereitungsrahmen · Holzdrogenansatz mäßig erhitzen, trocknen und abschließen · ein Maß nehmen und erhitzen · Trockengut · heiß-trocken, Anfangsstufe, abgeschlossen · Trockengut · kalt-trocken, Anfangsstufe, abgeschlossen · abgemessene Fraktion I · drei Teile, fertig abgeteilt.	Eine Dosis bis zur Mittelstufe trocknen und abschließen; kalter Ansatz auf Grad II. Den Holzdrogenansatz mäßig erhitzen, trocknen und abschließen. Ein Maß nehmen und erhitzen; Trockengut heiß-trocken auf Anfangsstufe abschließen, weiteres Trockengut kalt-trocken auf Anfangsstufe abschließen und die erste abgemessene Fraktion in drei Teile fertig abteilen.	IT2a splits aiin dy and directly supports the final quantity-plus-close reading.
f86v5	f86v5.2	T	B	2	12	1	1	0	0	0	1.000000	1	2	7|10	qopchol|ytol	ACTION_SEQUENCE	NONE	NONE	losair yteody qokar shy qokar shor qopchol tal ol ytol otam otam	zweite Fraktion des Drogenholzpostens | Eintrag/Bezug: kalte Zubereitung, abgeschlossen | heiße Drogenfraktion I | feucht am Anfang des Grades | heiße Drogenfraktion I | Blüten-/Fruchtstand; reproduktiver Teil | nimm getrockneten Pulverstoff | Rohstoffklasse I, kalt am Gradanfang | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | kühle hiervon den Drogenstoff ab | ein Maß kalten Ansatzes | ein Maß kalten Ansatzes	Zweite Fraktion des Drogenholzpostens · kalte Zubereitung, abgeschlossen · heiße Drogenfraktion I · feucht, Anfangsstufe · heiße Drogenfraktion I · Blüten-/Fruchtstand · getrockneten Pulverstoff nehmen · Rohstoffklasse I, kalt, Anfangsstufe · Ansatz/Gut · hiervon den Drogenstoff abkühlen · ein Maß kalten Ansatzes · ein Maß kalten Ansatzes.	Zweite Fraktion des Drogenholzpostens · kalte Zubereitung, abgeschlossen · heiße Drogenfraktion I · feucht, Anfangsstufe · heiße Drogenfraktion I · Blüten-/Fruchtstand · getrockneten Pulverstoff nehmen · Rohstoffklasse I, kalt, Anfangsstufe · Ansatz/Gut · hiervon den Drogenstoff abkühlen · ein Maß kalten Ansatzes · ein Maß kalten Ansatzes.	GDT677 closes losair; RF1b trennt los air und wählt zwei bereits gelernte Ganzwörter; lo+sair bleibt als sichtbarer Samenabsud-Rivale erhalten.
f86v5	f86v5.24	T	B	2	9	1	1	0	0	0	1.000000	1	1	3	ykain	MIXED_RECORD	NONE	NONE	oar aiin ykain okal kchody chckhy otaiin olkar otaiin	Drogenfraktion I im Ansatz | Menge III | erhitze hiervon auf Stufe II | Rohstoffklasse I im Ansatz, heiß am Gradanfang | fertiggestellter heiß-trockener Ansatz | Arzneikompositum: trocken, Gradanfang | kalt im Zubereitungsrahmen, Grad III | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | kalt im Zubereitungsrahmen, Grad III	Drogenfraktion I im Ansatz · Menge III · hiervon auf Stufe II erhitzen · Rohstoffklasse I im heißen Anfangsansatz · fertiggestellter heiß-trockener Ansatz · trockenes Arzneikompositum, Anfangsstufe · kalt, Grad III, im Zubereitungsrahmen · erste erhitzte Drogenfraktion im Ansatz · kalt, Grad III, im Zubereitungsrahmen.	Drogenfraktion I im Ansatz · Menge III · hiervon auf Stufe II erhitzen · Rohstoffklasse I im heißen Anfangsansatz · fertiggestellter heiß-trockener Ansatz · trockenes Arzneikompositum, Anfangsstufe · kalt, Grad III, im Zubereitungsrahmen · erste erhitzte Drogenfraktion im Ansatz · kalt, Grad III, im Zubereitungsrahmen.	GDT677 closes kchody; Nominales Zustandsregister; Ergebnislesung ist lokaler als ein neuer Imperativ.
