event_id	record	page	surface	card_no	semantic_component_parse	standard_command_de	burden_class	teaching_rule
E149	B1	f81v	otar	PROC089	OT+AR	DANACH · VORRAT	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E150	B1	f81v	ytey	PROC090	T+E+Y	EINTRAGEN · KURZ · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E151	B1	f81v	okchedy	PROC091	OK+CHD+DY	ANSETZEN · UMSETZEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E152	B1	f81v	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E153	B1	f81v	okeey	PROC092	OK+EE+Y	ANSETZEN · LANG · ARBEITSPOSTEN	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E154	B1	f81v	qol	PROC013	OL	FORTSETZEN	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E155	B1	f81v	cheedy	PROC078	SHED+DY	ABSETZEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E156	B1	f81v	sal	PROC055	AL	ZIELSTELLE	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E157	B1	f81v	teol	PROC093	E+OL	KURZ · FORTSETZEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E158	B1	f81v	dchdy	PROC094	CHD+DY	UMSETZEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E159	B1	f81v	ly	PROC095	L+Y	WEITERLEITEN · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E160	B1	f81v	dsheol	PROC096	SH+E+OL	HALTEN · KURZ · FORTSETZEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E161	B1	f81v	oiiin	PROC097	O+IIN	ARBEITSGANG · ARBEITSSTUFE	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E162	B1	f81v	olkeedy	PROC098	SOLK+EE+DY	AUFFANGEN · LANG; SCHLUSS	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E163	B1	f81v	tedy	PROC078	SHED+DY	ABSETZEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E164	B1	f81v	cheky	PROC083	CHK+E+Y	WAERMEN · KURZ · ARBEITSPOSTEN	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E165	B1	f81v	shckhedy	PROC099	SH+CKH+E+DY	HALTEN · DURCHLASSKANAL · KURZ; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E166	B1	f81v	chal	PROC055	AL	ZIELSTELLE	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E167	B2	f82r	dchedy	PROC076	CHD+DY	UMSETZEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E168	B2	f82r	qolchedy	PROC079	OL+CHD+DY	FORTSETZEN · UMSETZEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E169	B2	f82r	qokain	PROC080	OK+AIN	ANSETZEN · PORTION	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E170	B2	f82r	dy	PROC019	Y	ARBEITSPOSTEN	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E171	B2	f82r	qokeedy	PROC100	OK+EE+DY	ANSETZEN · LANG; SCHLUSS	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E172	B2	f82r	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E173	B2	f82r	lcheckhy	PROC101	L+CKH+Y	WEITERLEITEN · DURCHLASSKANAL · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E174	B2	f82r	lched	PROC102	L+CHD	WEITERLEITEN · UMSETZEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E175	B2	f82r	qokeey	PROC092	OK+EE+Y	ANSETZEN · LANG · ARBEITSPOSTEN	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E176	B2	f82r	lcheckhedy	PROC103	L+CKH+E+DY	WEITERLEITEN · DURCHLASSKANAL · KURZ; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E177	B2	f82r	qokaly	PROC104	OK+AL+Y	ANSETZEN · ZIELSTELLE · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E178	B2	f82r	solkaiin	PROC105	SOLK+AIIN	AUFFANGEN · SOLLMASS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E179	B2	f82r	chckhy	PROC075	CKH+Y	DURCHLASSKANAL · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E180	B2	f82r	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E181	B2	f82r	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E182	B2	f82r	octheol	PROC106	O+CTH+E+OL	ARBEITSGANG · BEREIT · KURZ · FORTSETZEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E183	B2	f82r	chkeey	PROC107	CHK+EE+Y	WAERMEN · LANG · ARBEITSPOSTEN	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E184	B2	f82r	ldy	PROC108	L+DY	WEITERLEITEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E185	B2	f82r	oteey	PROC109	OT+EE+Y	DANACH · LANG · ARBEITSPOSTEN	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E186	B2	f82r	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E187	B2	f82r	sheckhy	PROC110	SH+E+CKH+Y	HALTEN · KURZ · DURCHLASSKANAL · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E188	B2	f82r	qoky	PROC008	OK+Y	ANSETZEN · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E189	B2	f82r	dshedy	PROC111	SH+E+DY	HALTEN · KURZ; SCHLUSS	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E190	B2	f82r	sotaiin	PROC112	OT+AIIN	DANACH · SOLLMASS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E191	B2	f82r	qokar	PROC113	OK+AR	ANSETZEN · VORRAT	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E192	B2	f82r	shedy	PROC078	SHED+DY	ABSETZEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E193	B2	f82r	solshedy	PROC114	OL+SH+E+DY	FORTSETZEN · HALTEN · KURZ; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E194	B2	f82r	qokeey	PROC092	OK+EE+Y	ANSETZEN · LANG · ARBEITSPOSTEN	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E195	B2	f82r	qoky	PROC008	OK+Y	ANSETZEN · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E196	B2	f82r	ls	PROC115	OL	FORTSETZEN	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E197	B2	f82r	cheey	PROC031	SH+EE+Y	HALTEN · LANG · ARBEITSPOSTEN	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E198	B2	f82r	okain	PROC080	OK+AIN	ANSETZEN · PORTION	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E199	B2	f82r	char	PROC003	AR	VORRAT	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E200	B2	f82r	okain	PROC080	OK+AIN	ANSETZEN · PORTION	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E201	B2	f82r	qokeedy	PROC100	OK+EE+DY	ANSETZEN · LANG; SCHLUSS	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E202	B2	f82r	lchy	PROC116	L+CH+Y	WEITERLEITEN · ABNEHMEN · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E203	B2	f82r	cheey	PROC031	SH+EE+Y	HALTEN · LANG · ARBEITSPOSTEN	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E204	B2	f82r	qcthey	PROC117	CTH+E+Y	BEREIT · KURZ · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E205	B2	f82r	qokeey	PROC092	OK+EE+Y	ANSETZEN · LANG · ARBEITSPOSTEN	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E206	B2	f82r	lcheey	PROC118	L+EE+Y	WEITERLEITEN · LANG · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E207	B2	f82r	daiin	PROC009	AIIN	SOLLMASS	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E208	B2	f82r	chey	PROC019	Y	ARBEITSPOSTEN	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E209	B2	f82r	qokeeedy	PROC119	OK+EEE+DY	ANSETZEN · VOLL; SCHLUSS	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E210	B2	f82r	lchedy	PROC120	L+CHD+DY	WEITERLEITEN · UMSETZEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E211	B2	f82r	lar	PROC121	L+AR	WEITERLEITEN · VORRAT	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E212	B2	f82r	tshey	PROC122	SH+E+Y	HALTEN · KURZ · ARBEITSPOSTEN	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E213	B2	f82r	qokeedy	PROC100	OK+EE+DY	ANSETZEN · LANG; SCHLUSS	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E214	B2	f82r	cheal	PROC055	AL	ZIELSTELLE	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E215	B2	f82r	lchedar	PROC123	L+CHD+AR	WEITERLEITEN · UMSETZEN · VORRAT	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E216	B2	f82r	ches	PROC124	CH+E+S	ABNEHMEN · KURZ · TEILEN	PARTIAL_COMPOSITION_ONE_LEARNED_CORE	memorize the one-use core; compose the remaining components
E217	B2	f82r	aiin	PROC009	AIIN	SOLLMASS	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E218	B2	f82r	oteey	PROC109	OT+EE+Y	DANACH · LANG · ARBEITSPOSTEN	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E219	B2	f82r	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E220	B2	f82r	okey	PROC085	OK+E+Y	ANSETZEN · KURZ · ARBEITSPOSTEN	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E221	B2	f82r	pchedy	PROC125	P+CHD+DY	EINFUELLEN · UMSETZEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E222	B2	f82r	rsheal	PROC126	R+SH+E+AL	KUEHLEN · HALTEN · KURZ · ZIELSTELLE	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E223	B2	f82r	daldy	PROC127	AL+DY	ZIELSTELLE; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E224	B2	f82r	qokeedy	PROC100	OK+EE+DY	ANSETZEN · LANG; SCHLUSS	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E225	B2	f82r	rshedy	PROC128	R+SHED+DY	KUEHLEN · ABSETZEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E226	B2	f82r	qoteedy	PROC129	OT+EE+DY	DANACH · LANG; SCHLUSS	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E227	B2	f82r	qokeedy	PROC100	OK+EE+DY	ANSETZEN · LANG; SCHLUSS	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E228	B2	f82r	lochedy	PROC130	L+O+CHD+DY	WEITERLEITEN · ARBEITSGANG · UMSETZEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E229	B3	f83r	olkeedy	PROC098	SOLK+EE+DY	AUFFANGEN · LANG; SCHLUSS	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E230	B3	f83r	qotal	PROC131	OT+AL	DANACH · ZIELSTELLE	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E231	B3	f83r	chkeedy	PROC132	CHK+EE+DY	WAERMEN · LANG; SCHLUSS	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E232	B3	f83r	chey	PROC019	Y	ARBEITSPOSTEN	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E233	B3	f83r	daiin	PROC009	AIIN	SOLLMASS	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E234	B3	f83r	chey	PROC019	Y	ARBEITSPOSTEN	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E235	B3	f83r	lchedy	PROC120	L+CHD+DY	WEITERLEITEN · UMSETZEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E236	B3	f83r	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E237	B3	f83r	qotal	PROC131	OT+AL	DANACH · ZIELSTELLE	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E238	B3	f83r	dar	PROC003	AR	VORRAT	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E239	B3	f83r	schedy	PROC076	CHD+DY	UMSETZEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E240	B3	f83r	chedchy	PROC133	CHD+Y	UMSETZEN · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E241	B3	f83r	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E242	B3	f83r	olchedy	PROC079	OL+CHD+DY	FORTSETZEN · UMSETZEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E243	B3	f83r	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E244	B3	f83r	chedy	PROC042	CHD+Y	UMSETZEN · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E245	B3	f83r	qokeedy	PROC100	OK+EE+DY	ANSETZEN · LANG; SCHLUSS	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E246	B3	f83r	lchedy	PROC120	L+CHD+DY	WEITERLEITEN · UMSETZEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E247	B3	f83r	qoky	PROC008	OK+Y	ANSETZEN · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E248	B3	f83r	pchedal	PROC134	P+CHD+AL	EINFUELLEN · UMSETZEN · ZIELSTELLE	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E249	B3	f83r	otedy	PROC135	OT+E+DY	DANACH · KURZ; SCHLUSS	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E250	B3	f83r	shecthedchy	PROC136	SH+E+CTH+CHD+Y	HALTEN · KURZ · BIS BEREIT; UMSETZEN · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E251	B3	f83r	qoky	PROC008	OK+Y	ANSETZEN · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E252	B3	f83r	chedy	PROC042	CHD+Y	UMSETZEN · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E253	B3	f83r	chary	PROC137	AR+Y	VORRAT · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E254	B3	f83r	sor	PROC016	OR	ANSATZ	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E255	B3	f83r	shedy	PROC078	SHED+DY	ABSETZEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E256	B3	f83r	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E257	B3	f83r	chkain	PROC069	K+AIN	ZUDOSIEREN · PORTION	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E258	B3	f83r	shcthey	PROC117	CTH+E+Y	BEREIT · KURZ · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E259	B3	f83r	qokedy	PROC067	OK+E+DY	ANSETZEN · KURZ; SCHLUSS	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E260	B3	f83r	okair	PROC138	OK+AIR	ANSETZEN · FLUESSIGKEITSLAUF	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E261	B3	f83r	sheedy	PROC139	SH+EE+DY	HALTEN · LANG; SCHLUSS	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E262	B3	f83r	lchedy	PROC120	L+CHD+DY	WEITERLEITEN · UMSETZEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E263	B3	f83r	lo	PROC140	L+O	WEITERLEITEN · ARBEITSGANG	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E264	B3	f83r	qokchedy	PROC091	OK+CHD+DY	ANSETZEN · UMSETZEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E265	B3	f83r	qokeedy	PROC100	OK+EE+DY	ANSETZEN · LANG; SCHLUSS	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E266	B3	f83r	shedy	PROC078	SHED+DY	ABSETZEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E267	B3	f83r	qokshedy	PROC141	OK+SH+E+DY	ANSETZEN · HALTEN · KURZ; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E268	B3	f83r	dal	PROC055	AL	ZIELSTELLE	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E269	B3	f83r	lchedy	PROC120	L+CHD+DY	WEITERLEITEN · UMSETZEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E270	B3	f83r	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E271	B3	f83r	shcthy	PROC014	CTH+Y	BEREIT · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E272	B3	f83r	dal	PROC055	AL	ZIELSTELLE	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E273	B3	f83r	sy	PROC019	Y	ARBEITSPOSTEN	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E274	B3	f83r	saiin	PROC009	AIIN	SOLLMASS	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E275	B3	f83r	shedal	PROC142	SHED+AL	ABSETZEN · ZIELSTELLE	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E276	B3	f83r	shecthy	PROC143	SH+E+CTH+Y	HALTEN · KURZ · BEREIT · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E277	B3	f83r	chey	PROC019	Y	ARBEITSPOSTEN	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E278	B3	f83r	tal	PROC055	AL	ZIELSTELLE	FULLY_COMPOSITIONAL_CARD	read the recurrent standalone component; renderer selects the visible allograph
E279	B3	f83r	shcthy	PROC014	CTH+Y	BEREIT · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E280	B3	f83r	dalchdy	PROC144	AL+CHD+DY	ZIELSTELLE · UMSETZEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E281	B3	f83r	qotchedy	PROC145	OT+CHD+DY	DANACH · UMSETZEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E282	B3	f83r	lchedy	PROC120	L+CHD+DY	WEITERLEITEN · UMSETZEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E283	B3	f83r	tchedy	PROC076	CHD+DY	UMSETZEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E284	B3	f83r	qokchdy	PROC082	OK+CHD+DY	ANSETZEN · UMSETZEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E285	B3	f83r	cheedar	PROC146	EE+AR	LANG · VORRAT	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E286	B3	f83r	chldaiin	PROC147	L+AIIN	WEITERLEITEN · SOLLMASS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E287	B3	f83r	chedy	PROC042	CHD+Y	UMSETZEN · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E288	B3	f83r	qokain	PROC080	OK+AIN	ANSETZEN · PORTION	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E289	B3	f83r	checthy	PROC014	CTH+Y	BEREIT · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E290	B3	f83r	chealror	PROC148	AL+R+OR	ZIELSTELLE · KUEHLEN · ANSATZ	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	compose the meaning from known components; learn the exact card body or wrapper
E291	B3	f83r	solkeedy	PROC098	SOLK+EE+DY	AUFFANGEN · LANG; SCHLUSS	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
E292	B3	f83r	qoteedy	PROC129	OT+EE+DY	DANACH · LANG; SCHLUSS	FULLY_COMPOSITIONAL_CARD	read core, grade or quantity, and endpoint from the productive table
