token_ordinal_global	locus	token_index	eva	route	component_ordinal	char_start	char_end	surface_segment	component_role	productive
167	f1r.22	8	cha	ROLE_COMPOSED_TRANSFER	2	2	3	a	A_PART_OR_LINK	1
168	f1r.22	9	ro	EXACT_V48	1	0	2	ro	EXACT_V48_CARD	0
169	f1r.22	10	dar	EXACT_V48	1	0	3	dar	EXACT_V48_CARD	0
170	f1r.23	1	ydoin	ROLE_COMPOSED_TRANSFER	1	0	1	y	Y_REFERENCE	1
170	f1r.23	1	ydoin	ROLE_COMPOSED_TRANSFER	2	1	2	d	D_MEASURE	1
170	f1r.23	1	ydoin	ROLE_COMPOSED_TRANSFER	3	2	3	o	O_PREP	1
170	f1r.23	1	ydoin	ROLE_COMPOSED_TRANSFER	4	3	5	in	IN_FORM_II	1
171	f1r.23	2	chol	EXACT_V48	1	0	4	chol	EXACT_V48_CARD	0
172	f1r.23	3	dain	EXACT_V48	1	0	4	dain	EXACT_V48_CARD	0
173	f1r.23	4	cthal	EXACT_V48	1	0	5	cthal	EXACT_V48_CARD	0
174	f1r.23	5	dar	EXACT_V48	1	0	3	dar	EXACT_V48_CARD	0
175	f1r.23	6	shear	EXACT_V48	1	0	5	shear	EXACT_V48_CARD	0
176	f1r.23	7	kaiin	EXACT_V48	1	0	5	kaiin	EXACT_V48_CARD	0
177	f1r.23	8	dar	EXACT_V48	1	0	3	dar	EXACT_V48_CARD	0
178	f1r.23	9	shey	EXACT_V48	1	0	4	shey	EXACT_V48_CARD	0
179	f1r.23	10	cthar	EXACT_V48	1	0	5	cthar	EXACT_V48_CARD	0
180	f1r.24	1	cho	EXACT_V48	1	0	3	cho	EXACT_V48_CARD	0
181	f1r.24	2	o	EXACT_V48	1	0	1	o	EXACT_V48_CARD	0
182	f1r.24	3	kaiin	EXACT_V48	1	0	5	kaiin	EXACT_V48_CARD	0
183	f1r.24	4	shoaiin	ROLE_COMPOSED_TRANSFER	1	0	2	sh	SH_MOIST	1
183	f1r.24	4	shoaiin	ROLE_COMPOSED_TRANSFER	2	2	3	o	O_PREP	1
183	f1r.24	4	shoaiin	ROLE_COMPOSED_TRANSFER	3	3	7	aiin	AIIN_III	1
184	f1r.24	5	okol	EXACT_V48	1	0	4	okol	EXACT_V48_CARD	0
185	f1r.24	6	daiin	EXACT_V48	1	0	5	daiin	EXACT_V48_CARD	0
186	f1r.24	7	far	EXACT_V48	1	0	3	far	EXACT_V48_CARD	0
187	f1r.24	8	cthol	EXACT_V48	1	0	5	cthol	EXACT_V48_CARD	0
188	f1r.24	9	daiin	EXACT_V48	1	0	5	daiin	EXACT_V48_CARD	0
189	f1r.24	10	ctholdar	ROLE_COMPOSED_TRANSFER	1	0	3	cth	CTH_HERB	1
189	f1r.24	10	ctholdar	ROLE_COMPOSED_TRANSFER	2	3	5	ol	OL_MATERIAL	1
189	f1r.24	10	ctholdar	ROLE_COMPOSED_TRANSFER	3	5	6	d	D_MEASURE	1
189	f1r.24	10	ctholdar	ROLE_COMPOSED_TRANSFER	4	6	8	ar	AR_FRACTION_I	1
190	f1r.25	1	ycheey	EXACT_V48	1	0	6	ycheey	EXACT_V48_CARD	0
191	f1r.25	2	okeey	EXACT_V48	1	0	5	okeey	EXACT_V48_CARD	0
192	f1r.25	3	oky	EXACT_V48	1	0	3	oky	EXACT_V48_CARD	0
193	f1r.25	4	daiin	EXACT_V48	1	0	5	daiin	EXACT_V48_CARD	0
194	f1r.25	5	okchey	EXACT_V48	1	0	6	okchey	EXACT_V48_CARD	0
195	f1r.25	6	kokaiin	ROLE_COMPOSED_TRANSFER	1	0	1	k	K_HOT	1
195	f1r.25	6	kokaiin	ROLE_COMPOSED_TRANSFER	2	1	2	o	O_PREP	1
195	f1r.25	6	kokaiin	ROLE_COMPOSED_TRANSFER	3	2	3	k	K_HOT	1
195	f1r.25	6	kokaiin	ROLE_COMPOSED_TRANSFER	4	3	7	aiin	AIIN_III	1
196	f1r.25	7	ochol	ROLE_COMPOSED_TRANSFER	1	0	1	o	O_PREP	1
196	f1r.25	7	ochol	ROLE_COMPOSED_TRANSFER	2	1	3	ch	CH_DRY	1
196	f1r.25	7	ochol	ROLE_COMPOSED_TRANSFER	3	3	5	ol	OL_MATERIAL	1
197	f1r.25	8	kdchy	LOCAL_WHOLE_HYPOTHESIS	1	0	5	kdchy	LEARNED_KDCHY_WHOLE	0
198	f1r.25	9	dal	EXACT_V48	1	0	3	dal	EXACT_V48_CARD	0
199	f1r.26	1	dcheo	ROLE_COMPOSED_TRANSFER	1	0	1	d	D_MEASURE	1
199	f1r.26	1	dcheo	ROLE_COMPOSED_TRANSFER	2	1	3	ch	CH_DRY	1
199	f1r.26	1	dcheo	ROLE_COMPOSED_TRANSFER	3	3	4	e	E_MIDDLE	1
199	f1r.26	1	dcheo	ROLE_COMPOSED_TRANSFER	4	4	5	o	O_PREP	1
200	f1r.26	2	shody	EXACT_V48	1	0	5	shody	EXACT_V48_CARD	0
201	f1r.26	3	koshey	ROLE_COMPOSED_TRANSFER	1	0	1	k	K_HOT	1
201	f1r.26	3	koshey	ROLE_COMPOSED_TRANSFER	2	1	2	o	O_PREP	1
201	f1r.26	3	koshey	ROLE_COMPOSED_TRANSFER	3	2	4	sh	SH_MOIST	1
201	f1r.26	3	koshey	ROLE_COMPOSED_TRANSFER	4	4	5	e	E_MIDDLE	1
201	f1r.26	3	koshey	ROLE_COMPOSED_TRANSFER	5	5	6	y	Y_START_OR_CLOSE	1
202	f1r.26	4	cthy	EXACT_V48	1	0	4	cthy	EXACT_V48_CARD	0
203	f1r.26	5	ok	OCCURRENCE_SCOPED_TRANSFER	1	0	2	ok	LOCAL_LEFT_OF_CHEY	0
204	f1r.26	6	chey	EXACT_V48	1	0	4	chey	EXACT_V48_CARD	0
205	f1r.26	7	keey	EXACT_V48	1	0	4	keey	EXACT_V48_CARD	0
206	f1r.26	8	keey	EXACT_V48	1	0	4	keey	EXACT_V48_CARD	0
207	f1r.26	9	dal	EXACT_V48	1	0	3	dal	EXACT_V48_CARD	0
208	f1r.26	10	chtor	ROLE_COMPOSED_TRANSFER	1	0	2	ch	CH_DRY	1
208	f1r.26	10	chtor	ROLE_COMPOSED_TRANSFER	2	2	3	t	T_COLD	1
208	f1r.26	10	chtor	ROLE_COMPOSED_TRANSFER	3	3	5	or	OR_PORTION	1
209	f1r.27	1	eo	LOCAL_WHOLE_HYPOTHESIS	1	0	2	eo	LEARNED_EO_SHORT_WHOLE	0
210	f1r.27	2	chol	EXACT_V48	1	0	4	chol	EXACT_V48_CARD	0
211	f1r.27	3	chok	ROLE_COMPOSED_TRANSFER	1	0	2	ch	CH_DRY	1
211	f1r.27	3	chok	ROLE_COMPOSED_TRANSFER	2	2	3	o	O_PREP	1
211	f1r.27	3	chok	ROLE_COMPOSED_TRANSFER	3	3	4	k	K_HOT	1
212	f1r.27	4	choty	EXACT_V48	1	0	5	choty	EXACT_V48_CARD	0
213	f1r.27	5	chotey	EXACT_V48	1	0	6	chotey	EXACT_V48_CARD	0
214	f1r.28	1	dchaiin	EXACT_V48	1	0	7	dchaiin	EXACT_V48_CARD	0
