completion_ordinal	bath_action_ordinal	action_slot_id	target_event_id	target_statement_id	physical_page	target_locus	target_paragraph_key	target_primary_governor_key	target_host_ordinal_in_statement	target_surface	target_recipe	gdt593_previous_route	gdt593_previous_class	gdt593_previous_clause_de	gdt569_state_edition_ordinal	gdt569_argument_source_type	gdt569_inherited_argument_root	gdt569_explicit_argument_phrase_de	gdt569_carried_argument_phrase_de	retained_gdt569_context_clause_de	gdt581_alias_id	gdt581_lexical_source_kind	gdt581_lexical_source_key	canonical_source_event_id	canonical_source_slot_or_key	canonical_source_primary_governor_key	canonical_source_host_ordinal_in_statement	context_witness_event_id	context_witness_statement_id	context_witness_locus	context_witness_paragraph_key	context_witness_slot_id	context_witness_primary_governor_key	context_witness_surface	context_witness_recipe	context_witness_lemma_de	context_witness_class	context_witness_meaning_source	context_witness_event_distance	context_witness_statement_distance	context_witness_line_distance	same_physical_paragraph	source_written_atom_coordinate	target_written_atom_coordinate	semantic_host_reset_count	semantic_host_reset_keys	intervening_reader_reset_count	intervening_reader_reset_host_keys	intervening_reader_reset_phrases_de	scope_model_conflict	gdt559_transition_event_id	gdt559_transition_next_event_id	gdt559_transition_outcome	gdt559_transition_reading_de	scope_class	reference_span	reference_realization	source_disposition	gdt594_selection_route	gdt594_object_class	gdt594_object_lemma_de	gdt594_object_form_de	gdt594_completed_clause_de	retained_gdt593_badegut_clause_de	retained_body_alternative_de	retained_station_alternative_de	retained_flow_alternative_de	retained_semantic_host_scope_alternative_de	reader_clause_occurrence_index	manual_reader_disposition	manual_reader_note_de	completion_status	guard
24	121	RUNNING:G407-E2824@1	G407-E2824	G407-S419	f81r	f81r.18	f81r:P2	ACTION:G407-E2824@1:SH	2	shedy	SH+E+DY	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Halte das zu badende Gut im Bad auf Grad I	902	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	GDT581-I2878	OWNER_DEFAULT	OWNER_DEFAULT:F81R_LOWER_POOL:Y	OWNER	OWNER_DEFAULT:F81R_LOWER_POOL:Y	NOT_APPLICABLE	NOT_APPLICABLE	G407-E2817	G407-S416	f81r.17	f81r:P2	RUNNING:G407-E2817@3	ACTION:G407-E2817@1:SH	shey	SH+E+Y	Körper	BODY	GDT590_EXACT_ACTION_CONDITIONED_WITNESS	7	3	1	YES	NOT_APPLICABLE	NOT_APPLICABLE	0	NONE	0	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	OWNER_DEFAULT_RESET	OWNER_DEFAULT_AFTER_STATEMENT_RESET	DEFINITE_BODY_AT_TARGET_AFTER_STATEMENT_RESET	CONTEXT_WITNESS_NOT_OBJECT_SOURCE	GDT569_Y_RESET_BODY_FIRST	BODY	Körper	den Körper	Halte den Körper im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	SELECTED_PRIMARY	Halte den Stationsansatz im Bad auf Grad I	Halte den Strom im Badbetrieb auf Grad I	NOT_APPLICABLE	1	STRAIGHTFORWARD_WORKING_READING	Der gewählte Vorkommensdefault liest sich im vollständigen Werkstattkontext unmittelbar brauchbar.	Y_OCCURRENCE_DEFAULT_COMPLETED	OCCURRENCE_LEVEL_Y_ONLY__LOCAL_DONOR_OR_RESET_TARGET_DEFAULT__GDT569_AND_BADEGUT_RIVALS_RETAINED__NO_GLOBAL_Y_LEXEME_OR_NEW_PAGE
25	123	RUNNING:G407-E2839@1	G407-E2839	G407-S424	f81r	f81r.21	f81r:P2	ACTION:G407-E2839@1:SH	9	dshedy	SH+E+DY	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Halte das zu badende Gut im Bad auf Grad I	909	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	GDT581-I2885	SAME_STATEMENT_EVENT	G407-E2838@2:Y	G407-E2838	RUNNING:G407-E2838@2	ACTION:G407-E2837@1:R	8	G407-E2838	G407-S424	f81r.20	f81r:P2	RUNNING:G407-E2838@2	ACTION:G407-E2837@1:R	daly	AL+Y	Stationsansatz	STATION	GDT582_EXACT_WRITTEN_SLOT_WITNESS	1	0	1	YES	E2838@2	E2839@1	0	NONE	0	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	SAME_OBJECT_SCOPE	SAME_STATEMENT_VISIBLE_SOURCE_AFTER_LAST_WRITTEN_CUT	ANAPHORIC_SAME_OBJECT_SCOPE	CANONICAL_WRITTEN_OBJECT_SOURCE	GDT569_Y_LOCAL_STATION_DONOR	STATION	Stationsansatz	denselben Stationsansatz	Halte denselben Stationsansatz im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	SELECTED_PRIMARY	Halte den Strom im Badbetrieb auf Grad I	NOT_APPLICABLE	1	STRAIGHTFORWARD_WORKING_READING	Der gewählte Vorkommensdefault liest sich im vollständigen Werkstattkontext unmittelbar brauchbar.	Y_OCCURRENCE_DEFAULT_COMPLETED	OCCURRENCE_LEVEL_Y_ONLY__LOCAL_DONOR_OR_RESET_TARGET_DEFAULT__GDT569_AND_BADEGUT_RIVALS_RETAINED__NO_GLOBAL_Y_LEXEME_OR_NEW_PAGE
26	127	RUNNING:G407-E2869@1	G407-E2869	G407-S427	f81r	f81r.25	f81r:P2	ACTION:G407-E2869@1:SH	3	shedy	SH+E+DY	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Halte das zu badende Gut im Bad auf Grad I	925	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	GDT581-I2901	SAME_STATEMENT_EVENT	G407-E2867@2:Y	G407-E2867	RUNNING:G407-E2867@2	ACTION:G407-E2868@1:S	2	G407-E2867	G407-S427	f81r.24	f81r:P2	RUNNING:G407-E2867@2	ACTION:G407-E2868@1:S	oly	OL+Y	Strom	FLOW	GDT590_EXACT_ACTION_CONDITIONED_WITNESS	2	0	1	YES	E2867@2	E2869@1	0	NONE	0	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	SAME_OBJECT_SCOPE	SAME_STATEMENT_VISIBLE_SOURCE_AFTER_LAST_WRITTEN_CUT	ANAPHORIC_SAME_OBJECT_SCOPE	CANONICAL_WRITTEN_OBJECT_SOURCE	GDT569_Y_LOCAL_FLOW_DONOR	FLOW	Strom	denselben Strom	Halte denselben Strom im Badbetrieb auf Grad I	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	SELECTED_PRIMARY	NOT_APPLICABLE	1	FLOW_MUST_BE_READ_OPERATIONALLY	Strom bedeutet hier den Durchfluss im Badbetrieb aufrechterhalten, nicht einen Strom als Badegut eintauchen.	Y_OCCURRENCE_DEFAULT_COMPLETED	OCCURRENCE_LEVEL_Y_ONLY__LOCAL_DONOR_OR_RESET_TARGET_DEFAULT__GDT569_AND_BADEGUT_RIVALS_RETAINED__NO_GLOBAL_Y_LEXEME_OR_NEW_PAGE
27	130	RUNNING:G407-E2897@1	G407-E2897	G407-S433	f81r	f81r.29	f81r:P2	ACTION:G407-E2897@1:SH	7	sheedy	SH+EE+DY	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Halte das zu badende Gut im Bad auf Grad II	938	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	Halte denselben Stationsposten; auf Grad II; schließe den Schritt.	GDT581-I2916	SAME_STATEMENT_EVENT	G407-E2896@1:Y	G407-E2896	RUNNING:G407-E2896@1	ACTION:G407-E2895@2:CH	6	G407-E2896	G407-S433	f81r.29	f81r:P2	RUNNING:G407-E2896@1	ACTION:G407-E2895@2:CH	y	Y	Stationsansatz	STATION	GDT582_EXACT_WRITTEN_SLOT_WITNESS	1	0	0	YES	E2896@1	E2897@1	0	NONE	0	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	SAME_OBJECT_SCOPE	SAME_STATEMENT_VISIBLE_SOURCE_AFTER_LAST_WRITTEN_CUT	ANAPHORIC_SAME_OBJECT_SCOPE	CANONICAL_WRITTEN_OBJECT_SOURCE	GDT569_Y_LOCAL_STATION_DONOR	STATION	Stationsansatz	denselben Stationsansatz	Halte denselben Stationsansatz im Bad auf Grad II	Halte das zu badende Gut im Bad auf Grad II	Halte den Körper im Bad auf Grad II	SELECTED_PRIMARY	Halte den Strom im Badbetrieb auf Grad II	NOT_APPLICABLE	1	STRAIGHTFORWARD_WORKING_READING	Der gewählte Vorkommensdefault liest sich im vollständigen Werkstattkontext unmittelbar brauchbar.	Y_OCCURRENCE_DEFAULT_COMPLETED	OCCURRENCE_LEVEL_Y_ONLY__LOCAL_DONOR_OR_RESET_TARGET_DEFAULT__GDT569_AND_BADEGUT_RIVALS_RETAINED__NO_GLOBAL_Y_LEXEME_OR_NEW_PAGE
28	134	RUNNING:G407-E2917@1	G407-E2917	G407-S438	f81r	f81r.31	f81r:P2	ACTION:G407-E2917@1:SH	1	shedy	SH+E+DY	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Halte das zu badende Gut im Bad auf Grad I	950	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	GDT581-I2928	OWNER_DEFAULT	OWNER_DEFAULT:F81R_LOWER_POOL:Y	OWNER	OWNER_DEFAULT:F81R_LOWER_POOL:Y	NOT_APPLICABLE	NOT_APPLICABLE	G407-E2912	G407-S436	f81r.30	f81r:P2	RUNNING:G407-E2912@5	ACTION:G407-E2912@3:SH	olkshdy	OL+K+SH+D_ADDR+Y	Stationsansatz	STATION	GDT590_EXACT_ACTION_CONDITIONED_WITNESS	5	2	1	YES	NOT_APPLICABLE	NOT_APPLICABLE	0	NONE	0	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	OWNER_DEFAULT_RESET	OWNER_DEFAULT_AFTER_STATEMENT_RESET	DEFINITE_BODY_AT_TARGET_AFTER_STATEMENT_RESET	CONTEXT_WITNESS_NOT_OBJECT_SOURCE	GDT569_Y_RESET_BODY_FIRST	BODY	Körper	den Körper	Halte den Körper im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	SELECTED_PRIMARY	Halte den Stationsansatz im Bad auf Grad I	Halte den Strom im Badbetrieb auf Grad I	NOT_APPLICABLE	1	STRAIGHTFORWARD_WORKING_READING	Der gewählte Vorkommensdefault liest sich im vollständigen Werkstattkontext unmittelbar brauchbar.	Y_OCCURRENCE_DEFAULT_COMPLETED	OCCURRENCE_LEVEL_Y_ONLY__LOCAL_DONOR_OR_RESET_TARGET_DEFAULT__GDT569_AND_BADEGUT_RIVALS_RETAINED__NO_GLOBAL_Y_LEXEME_OR_NEW_PAGE
29	145	RUNNING:G407-E3017@2	G407-E3017	G407-S457	f81v	f81v.10	f81v:P2	ACTION:G407-E3017@2:SH	2	okshedy	OK+SH+E+DY	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Halte das zu badende Gut im Bad auf Grad I	984	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	Setze denselben Stationsposten im Stationsgang an und halte denselben Stationsposten; auf Grad I; schließe den Schritt.	GDT581-I2975	OWNER_DEFAULT	OWNER_DEFAULT:gemeinsames zweireihiges Badfeld:Y	OWNER	OWNER_DEFAULT:gemeinsames zweireihiges Badfeld:Y	NOT_APPLICABLE	NOT_APPLICABLE	G407-E3013	G407-S455	f81v.10	f81v:P2	RUNNING:G407-E3013@3	ACTION:G407-E3013@2:SH	ashyteed	A_ADDR+SH+Y+T+EE+D_ADDR	Stationsansatz	STATION	GDT590_EXACT_ACTION_CONDITIONED_WITNESS	4	2	0	YES	NOT_APPLICABLE	NOT_APPLICABLE	0	NONE	0	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	OWNER_DEFAULT_RESET	OWNER_DEFAULT_AFTER_STATEMENT_RESET	DEFINITE_BODY_AT_TARGET_AFTER_STATEMENT_RESET	CONTEXT_WITNESS_NOT_OBJECT_SOURCE	GDT569_Y_RESET_BODY_FIRST	BODY	Körper	den Körper	Halte den Körper im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	SELECTED_PRIMARY	Halte den Stationsansatz im Bad auf Grad I	Halte den Strom im Badbetrieb auf Grad I	NOT_APPLICABLE	1	STRAIGHTFORWARD_WORKING_READING	Der gewählte Vorkommensdefault liest sich im vollständigen Werkstattkontext unmittelbar brauchbar.	Y_OCCURRENCE_DEFAULT_COMPLETED	OCCURRENCE_LEVEL_Y_ONLY__LOCAL_DONOR_OR_RESET_TARGET_DEFAULT__GDT569_AND_BADEGUT_RIVALS_RETAINED__NO_GLOBAL_Y_LEXEME_OR_NEW_PAGE
30	150	RUNNING:G407-E3049@1	G407-E3049	G407-S465	f81v	f81v.14	f81v:P2	ACTION:G407-E3049@1:SH	2	dshedy	SH+E+DY	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Halte das zu badende Gut im Bad auf Grad I	998	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	GDT581-I2984	OWNER_DEFAULT	OWNER_DEFAULT:gemeinsames zweireihiges Badfeld:Y	OWNER	OWNER_DEFAULT:gemeinsames zweireihiges Badfeld:Y	NOT_APPLICABLE	NOT_APPLICABLE	G407-E3047	G407-S464	f81v.13	f81v:P2	RUNNING:G407-E3047@1	ACTION:G407-E3047@2:K	ykedy	Y+K+E+DY	Stationsansatz	STATION	GDT582_EXACT_WRITTEN_SLOT_WITNESS	2	1	1	YES	NOT_APPLICABLE	NOT_APPLICABLE	0	NONE	0	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	OWNER_DEFAULT_RESET	OWNER_DEFAULT_AFTER_STATEMENT_RESET	DEFINITE_BODY_AT_TARGET_AFTER_STATEMENT_RESET	CONTEXT_WITNESS_NOT_OBJECT_SOURCE	GDT569_Y_RESET_BODY_FIRST	BODY	Körper	den Körper	Halte den Körper im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	SELECTED_PRIMARY	Halte den Stationsansatz im Bad auf Grad I	Halte den Strom im Badbetrieb auf Grad I	NOT_APPLICABLE	1	READABLE_TWO_WAY	Arbeitsdefault lesbar; Körper/Station beziehungsweise der lokale Donor bleibt als echte Rivalenlesung sichtbar.	Y_OCCURRENCE_DEFAULT_COMPLETED	OCCURRENCE_LEVEL_Y_ONLY__LOCAL_DONOR_OR_RESET_TARGET_DEFAULT__GDT569_AND_BADEGUT_RIVALS_RETAINED__NO_GLOBAL_Y_LEXEME_OR_NEW_PAGE
31	156	RUNNING:G407-E3079@1	G407-E3079	G407-S471	f81v	f81v.17	f81v:P2	ACTION:G407-E3079@1:SH	3	shedy	SH+E+DY	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Halte das zu badende Gut im Bad auf Grad I	1007	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	GDT581-I2997	SAME_STATEMENT_EVENT	G407-E3077@2:Y	G407-E3077	RUNNING:G407-E3077@2	ACTION:G407-E3077@1:CHD	1	G407-E3077	G407-S471	f81v.17	f81v:P2	RUNNING:G407-E3077@2	ACTION:G407-E3077@1:CHD	chedy	CHD+Y	Stationsansatz	STATION	GDT590_EXACT_ACTION_CONDITIONED_WITNESS	2	0	0	YES	E3077@2	E3079@1	0	NONE	0	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	SAME_OBJECT_SCOPE	SAME_STATEMENT_VISIBLE_SOURCE_AFTER_LAST_WRITTEN_CUT	ANAPHORIC_SAME_OBJECT_SCOPE	CANONICAL_WRITTEN_OBJECT_SOURCE	GDT569_Y_LOCAL_STATION_DONOR	STATION	Stationsansatz	denselben Stationsansatz	Halte denselben Stationsansatz im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	SELECTED_PRIMARY	Halte den Strom im Badbetrieb auf Grad I	NOT_APPLICABLE	1	STRAIGHTFORWARD_WORKING_READING	Der gewählte Vorkommensdefault liest sich im vollständigen Werkstattkontext unmittelbar brauchbar.	Y_OCCURRENCE_DEFAULT_COMPLETED	OCCURRENCE_LEVEL_Y_ONLY__LOCAL_DONOR_OR_RESET_TARGET_DEFAULT__GDT569_AND_BADEGUT_RIVALS_RETAINED__NO_GLOBAL_Y_LEXEME_OR_NEW_PAGE
32	157	RUNNING:G407-E3090@1	G407-E3090	G407-S474	f81v	f81v.18	f81v:P2	ACTION:G407-E3090@1:SH	6	shedy	SH+E+DY	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Halte das zu badende Gut im Bad auf Grad I	1012	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	GDT581-I3004	SAME_STATEMENT_EVENT	G407-E3088@4:Y	G407-E3088	RUNNING:G407-E3088@4	ACTION:G407-E3088@2:K	4	G407-E3088	G407-S474	f81v.18	f81v:P2	RUNNING:G407-E3088@4	ACTION:G407-E3088@2:K	cheky	CH+K+E+Y	Stationsansatz	STATION	GDT582_EXACT_WRITTEN_SLOT_WITNESS	2	0	0	YES	E3088@4	E3090@1	0	NONE	0	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	SAME_OBJECT_SCOPE	SAME_STATEMENT_VISIBLE_SOURCE_AFTER_LAST_WRITTEN_CUT	ANAPHORIC_SAME_OBJECT_SCOPE	CANONICAL_WRITTEN_OBJECT_SOURCE	GDT569_Y_LOCAL_STATION_DONOR	STATION	Stationsansatz	denselben Stationsansatz	Halte denselben Stationsansatz im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	SELECTED_PRIMARY	Halte den Strom im Badbetrieb auf Grad I	NOT_APPLICABLE	1	STRAIGHTFORWARD_WORKING_READING	Der gewählte Vorkommensdefault liest sich im vollständigen Werkstattkontext unmittelbar brauchbar.	Y_OCCURRENCE_DEFAULT_COMPLETED	OCCURRENCE_LEVEL_Y_ONLY__LOCAL_DONOR_OR_RESET_TARGET_DEFAULT__GDT569_AND_BADEGUT_RIVALS_RETAINED__NO_GLOBAL_Y_LEXEME_OR_NEW_PAGE
33	158	RUNNING:G407-E3097@1	G407-E3097	G407-S477	f81v	f81v.19	f81v:P2	ACTION:G407-E3097@1:SH	8	shedy	SH+E+DY	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Halte das zu badende Gut im Bad auf Grad I	1017	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	GDT581-I3008	SAME_STATEMENT_EVENT	G407-E3095@4:Y	G407-E3095	RUNNING:G407-E3095@4	ACTION:G407-E3095@2:K	5	G407-E3095	G407-S477	f81v.19	f81v:P2	RUNNING:G407-E3095@4	ACTION:G407-E3095@2:K	solkeey	OL+K+EE+Y	Stationsansatz	STATION	GDT582_EXACT_WRITTEN_SLOT_WITNESS	2	0	0	YES	E3095@4	E3097@1	0	NONE	0	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	SAME_OBJECT_SCOPE	SAME_STATEMENT_VISIBLE_SOURCE_AFTER_LAST_WRITTEN_CUT	ANAPHORIC_SAME_OBJECT_SCOPE	CANONICAL_WRITTEN_OBJECT_SOURCE	GDT569_Y_LOCAL_STATION_DONOR	STATION	Stationsansatz	denselben Stationsansatz	Halte denselben Stationsansatz im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	SELECTED_PRIMARY	Halte den Strom im Badbetrieb auf Grad I	NOT_APPLICABLE	1	STRAIGHTFORWARD_WORKING_READING	Der gewählte Vorkommensdefault liest sich im vollständigen Werkstattkontext unmittelbar brauchbar.	Y_OCCURRENCE_DEFAULT_COMPLETED	OCCURRENCE_LEVEL_Y_ONLY__LOCAL_DONOR_OR_RESET_TARGET_DEFAULT__GDT569_AND_BADEGUT_RIVALS_RETAINED__NO_GLOBAL_Y_LEXEME_OR_NEW_PAGE
34	172	RUNNING:G407-E3216@1	G407-E3216	G407-S501	f82r	f82r.6	f82r:P1	ACTION:G407-E3216@1:SH	3	shedy	SH+E+DY	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Halte das zu badende Gut im Bad auf Grad I	1066	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	GDT581-I3073	OWNER_DEFAULT	OWNER_DEFAULT:mehrere getrennte Bad- und Leitungsstationen:Y	OWNER	OWNER_DEFAULT:mehrere getrennte Bad- und Leitungsstationen:Y	NOT_APPLICABLE	NOT_APPLICABLE	G407-E3212	G407-S500	f82r.5	f82r:P1	RUNNING:G407-E3212@2	ACTION:G407-E3212@1:CHD	chedy	CHD+Y	Stationsansatz	STATION	GDT590_EXACT_ACTION_CONDITIONED_WITNESS	4	1	1	YES	NOT_APPLICABLE	NOT_APPLICABLE	0	NONE	0	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	OWNER_DEFAULT_RESET	OWNER_DEFAULT_AFTER_STATEMENT_RESET	DEFINITE_BODY_AT_TARGET_AFTER_STATEMENT_RESET	CONTEXT_WITNESS_NOT_OBJECT_SOURCE	GDT569_Y_RESET_BODY_FIRST	BODY	Körper	den Körper	Halte den Körper im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	SELECTED_PRIMARY	Halte den Stationsansatz im Bad auf Grad I	Halte den Strom im Badbetrieb auf Grad I	NOT_APPLICABLE	1	STRAIGHTFORWARD_WORKING_READING	Der gewählte Vorkommensdefault liest sich im vollständigen Werkstattkontext unmittelbar brauchbar.	Y_OCCURRENCE_DEFAULT_COMPLETED	OCCURRENCE_LEVEL_Y_ONLY__LOCAL_DONOR_OR_RESET_TARGET_DEFAULT__GDT569_AND_BADEGUT_RIVALS_RETAINED__NO_GLOBAL_Y_LEXEME_OR_NEW_PAGE
35	189	RUNNING:G407-E3332@1	G407-E3332	G407-S528	f82r	f82r.20	f82r:P3	ACTION:G407-E3332@1:SH	3	shedy	SH+E+DY	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Halte das zu badende Gut im Bad auf Grad I	1111	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	GDT581-I3133	OWNER_DEFAULT	OWNER_DEFAULT:mehrere getrennte Bad- und Leitungsstationen:Y	OWNER	OWNER_DEFAULT:mehrere getrennte Bad- und Leitungsstationen:Y	NOT_APPLICABLE	NOT_APPLICABLE	G407-E3329	G407-S527	f82r.20	f82r:P3	RUNNING:G407-E3329@7	ACTION:G407-E3329@6:SH	posalshy	P+O+S+A_ADDR+L+SH+Y	Stationsansatz	STATION	GDT590_EXACT_ACTION_CONDITIONED_WITNESS	3	1	0	YES	NOT_APPLICABLE	NOT_APPLICABLE	0	NONE	0	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	OWNER_DEFAULT_RESET	OWNER_DEFAULT_AFTER_STATEMENT_RESET	DEFINITE_BODY_AT_TARGET_AFTER_STATEMENT_RESET	CONTEXT_WITNESS_NOT_OBJECT_SOURCE	GDT569_Y_RESET_BODY_FIRST	BODY	Körper	den Körper	Halte den Körper im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	SELECTED_PRIMARY	Halte den Stationsansatz im Bad auf Grad I	Halte den Strom im Badbetrieb auf Grad I	NOT_APPLICABLE	1	STRAIGHTFORWARD_WORKING_READING	Der gewählte Vorkommensdefault liest sich im vollständigen Werkstattkontext unmittelbar brauchbar.	Y_OCCURRENCE_DEFAULT_COMPLETED	OCCURRENCE_LEVEL_Y_ONLY__LOCAL_DONOR_OR_RESET_TARGET_DEFAULT__GDT569_AND_BADEGUT_RIVALS_RETAINED__NO_GLOBAL_Y_LEXEME_OR_NEW_PAGE
36	200	RUNNING:G407-E3399@2	G407-E3399	G407-S542	f82r	f82r.27	f82r:P3	ACTION:G407-E3399@2:SH	2	rshedy	R+SH+E+DY	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Halte das zu badende Gut im Bad auf Grad I	1131	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	Markiere denselben Stationsposten und halte denselben Stationsposten; auf Grad I; schließe den Schritt.	GDT581-I3161	OWNER_DEFAULT	OWNER_DEFAULT:mehrere getrennte Bad- und Leitungsstationen:Y	OWNER	OWNER_DEFAULT:mehrere getrennte Bad- und Leitungsstationen:Y	NOT_APPLICABLE	NOT_APPLICABLE	G407-E3394	G407-S539	f82r.26	f82r:P3	RUNNING:G407-E3394@3	ACTION:G407-E3394@1:OK	okey	OK+E+Y	Stationsansatz	STATION	GDT582_EXACT_WRITTEN_SLOT_WITNESS	5	3	1	YES	NOT_APPLICABLE	NOT_APPLICABLE	0	NONE	0	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	OWNER_DEFAULT_RESET	OWNER_DEFAULT_AFTER_STATEMENT_RESET	DEFINITE_BODY_AT_TARGET_AFTER_STATEMENT_RESET	CONTEXT_WITNESS_NOT_OBJECT_SOURCE	GDT569_Y_RESET_BODY_FIRST	BODY	Körper	den Körper	Halte den Körper im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	SELECTED_PRIMARY	Halte den Stationsansatz im Bad auf Grad I	Halte den Strom im Badbetrieb auf Grad I	NOT_APPLICABLE	1	READABLE_TWO_WAY	Arbeitsdefault lesbar; Körper/Station beziehungsweise der lokale Donor bleibt als echte Rivalenlesung sichtbar.	Y_OCCURRENCE_DEFAULT_COMPLETED	OCCURRENCE_LEVEL_Y_ONLY__LOCAL_DONOR_OR_RESET_TARGET_DEFAULT__GDT569_AND_BADEGUT_RIVALS_RETAINED__NO_GLOBAL_Y_LEXEME_OR_NEW_PAGE
