neighbor_id	source_recipe	source_catalog_tier	mutation_family	mutation_positions	source_atom_or_pair	target_atom_or_pair	substitution_class	target_recipe	target_is_exact_catalog_key	target_identity_route	target_identity_status	target_factor_gate_status	target_execution_route	target_execution_decision	target_blocked_factor_rules	source_identity_retained_without_exact_target	fuzzy_identity_matching_used	meaning_revision	surface_prediction
G447-N07991	D_ADDR+AR	T0_EXACT_OBSERVED	ADJACENT_SWAP	1-2	D_ADDR>AR	AR>D_ADDR	ORDER	AR+D_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N07997	D_ADDR+AR+AIIN	T0_EXACT_OBSERVED	ADJACENT_SWAP	1-2	D_ADDR>AR	AR>D_ADDR	ORDER	AR+D_ADDR+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N07998	D_ADDR+AR+AIIN	T0_EXACT_OBSERVED	ADJACENT_SWAP	2-3	AR>AIIN	AIIN>AR	ORDER	D_ADDR+AIIN+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08008	D_ADDR+AR+AIN	T4_NARROW_APPENDIX	ADJACENT_SWAP	1-2	D_ADDR>AR	AR>D_ADDR	ORDER	AR+D_ADDR+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08009	D_ADDR+AR+AIN	T4_NARROW_APPENDIX	ADJACENT_SWAP	2-3	AR>AIN	AIN>AR	ORDER	D_ADDR+AIN+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08019	D_ADDR+AR+AL+Y	T0_EXACT_OBSERVED	ADJACENT_SWAP	1-2	D_ADDR>AR	AR>D_ADDR	ORDER	AR+D_ADDR+AL+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08020	D_ADDR+AR+AL+Y	T0_EXACT_OBSERVED	ADJACENT_SWAP	2-3	AR>AL	AL>AR	ORDER	D_ADDR+AL+AR+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08021	D_ADDR+AR+AL+Y	T0_EXACT_OBSERVED	ADJACENT_SWAP	3-4	AL>Y	Y>AL	ORDER	D_ADDR+AR+Y+AL	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08035	D_ADDR+AR+D_ADDR+AR+DY	T0_EXACT_OBSERVED	ADJACENT_SWAP	1-2	D_ADDR>AR	AR>D_ADDR	ORDER	AR+D_ADDR+D_ADDR+AR+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	STOP__UNLICENSED_FACTOR	EXECUTION_STOP_CLOSE_NEEDS_ACTIVE_HEAD	STOP	CLOSE:NO_ACTIVE_ACTION	NO	NO	NO	NO
G447-N08036	D_ADDR+AR+D_ADDR+AR+DY	T0_EXACT_OBSERVED	ADJACENT_SWAP	3-4	D_ADDR>AR	AR>D_ADDR	ORDER	D_ADDR+AR+AR+D_ADDR+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	STOP__UNLICENSED_FACTOR	EXECUTION_STOP_CLOSE_NEEDS_ACTIVE_HEAD	STOP	CLOSE:NO_ACTIVE_ACTION	NO	NO	NO	NO
G447-N08037	D_ADDR+AR+D_ADDR+AR+DY	T0_EXACT_OBSERVED	ADJACENT_SWAP	4-5	AR>DY	DY>AR	ORDER	D_ADDR+AR+D_ADDR+DY+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	STOP__UNLICENSED_FACTOR	EXECUTION_STOP_CLOSE_NEEDS_ACTIVE_HEAD	STOP	CLOSE:NO_ACTIVE_ACTION	NO	NO	NO	NO
G447-N08038	D_ADDR+AR+D_ADDR+AR+DY	T0_EXACT_OBSERVED	ADJACENT_SWAP	2-3	AR>D_ADDR	D_ADDR>AR	ORDER	D_ADDR+D_ADDR+AR+AR+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	STOP__UNLICENSED_FACTOR	EXECUTION_STOP_CLOSE_NEEDS_ACTIVE_HEAD	STOP	CLOSE:NO_ACTIVE_ACTION	NO	NO	NO	NO
G447-N08050	D_ADDR+AR+O+AM_ADDR	T0_EXACT_OBSERVED	ADJACENT_SWAP	1-2	D_ADDR>AR	AR>D_ADDR	ORDER	AR+D_ADDR+O+AM_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08051	D_ADDR+AR+O+AM_ADDR	T0_EXACT_OBSERVED	ADJACENT_SWAP	3-4	O>AM_ADDR	AM_ADDR>O	ORDER	D_ADDR+AR+AM_ADDR+O	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08052	D_ADDR+AR+O+AM_ADDR	T0_EXACT_OBSERVED	ADJACENT_SWAP	2-3	AR>O	O>AR	ORDER	D_ADDR+O+AR+AM_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08060	D_ADDR+AR+O+D_ADDR	T0_EXACT_OBSERVED	ADJACENT_SWAP	1-2	D_ADDR>AR	AR>D_ADDR	ORDER	AR+D_ADDR+O+D_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08061	D_ADDR+AR+O+D_ADDR	T0_EXACT_OBSERVED	ADJACENT_SWAP	3-4	O>D_ADDR	D_ADDR>O	ORDER	D_ADDR+AR+D_ADDR+O	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08062	D_ADDR+AR+O+D_ADDR	T0_EXACT_OBSERVED	ADJACENT_SWAP	2-3	AR>O	O>AR	ORDER	D_ADDR+O+AR+D_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08070	D_ADDR+AR+OR	T0_EXACT_OBSERVED	ADJACENT_SWAP	1-2	D_ADDR>AR	AR>D_ADDR	ORDER	AR+D_ADDR+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08071	D_ADDR+AR+OR	T0_EXACT_OBSERVED	ADJACENT_SWAP	2-3	AR>OR	OR>AR	ORDER	D_ADDR+OR+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08081	D_ADDR+AR+Y	T4_NARROW_APPENDIX	ADJACENT_SWAP	1-2	D_ADDR>AR	AR>D_ADDR	ORDER	AR+D_ADDR+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08082	D_ADDR+AR+Y	T4_NARROW_APPENDIX	ADJACENT_SWAP	2-3	AR>Y	Y>AR	ORDER	D_ADDR+Y+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08092	D_ADDR+A_ADDR+LOCAL_CHAR_I+Y	T0_EXACT_OBSERVED	ADJACENT_SWAP	1-2	D_ADDR>A_ADDR	A_ADDR>D_ADDR	ORDER	A_ADDR+D_ADDR+LOCAL_CHAR_I+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08093	D_ADDR+A_ADDR+LOCAL_CHAR_I+Y	T0_EXACT_OBSERVED	ADJACENT_SWAP	3-4	LOCAL_CHAR_I>Y	Y>LOCAL_CHAR_I	ORDER	D_ADDR+A_ADDR+Y+LOCAL_CHAR_I	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08094	D_ADDR+A_ADDR+LOCAL_CHAR_I+Y	T0_EXACT_OBSERVED	ADJACENT_SWAP	2-3	A_ADDR>LOCAL_CHAR_I	LOCAL_CHAR_I>A_ADDR	ORDER	D_ADDR+LOCAL_CHAR_I+A_ADDR+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08102	D_ADDR+CH+AIIN	T0_EXACT_OBSERVED	ADJACENT_SWAP	1-2	D_ADDR>CH	CH>D_ADDR	ORDER	CH+D_ADDR+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08103	D_ADDR+CH+AIIN	T0_EXACT_OBSERVED	ADJACENT_SWAP	2-3	CH>AIIN	AIIN>CH	ORDER	D_ADDR+AIIN+CH	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08118	D_ADDR+CH+AIN	T2_FUTURE_STRONG	ADJACENT_SWAP	1-2	D_ADDR>CH	CH>D_ADDR	ORDER	CH+D_ADDR+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08119	D_ADDR+CH+AIN	T2_FUTURE_STRONG	ADJACENT_SWAP	2-3	CH>AIN	AIN>CH	ORDER	D_ADDR+AIN+CH	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08134	D_ADDR+CH+AIR	T4_NARROW_APPENDIX	ADJACENT_SWAP	1-2	D_ADDR>CH	CH>D_ADDR	ORDER	CH+D_ADDR+AIR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08135	D_ADDR+CH+AIR	T4_NARROW_APPENDIX	ADJACENT_SWAP	2-3	CH>AIR	AIR>CH	ORDER	D_ADDR+AIR+CH	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08150	D_ADDR+CH+AL	T0_EXACT_OBSERVED	ADJACENT_SWAP	1-2	D_ADDR>CH	CH>D_ADDR	ORDER	CH+D_ADDR+AL	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08151	D_ADDR+CH+AL	T0_EXACT_OBSERVED	ADJACENT_SWAP	2-3	CH>AL	AL>CH	ORDER	D_ADDR+AL+CH	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08166	D_ADDR+CH+AR	T0_EXACT_OBSERVED	ADJACENT_SWAP	1-2	D_ADDR>CH	CH>D_ADDR	ORDER	CH+D_ADDR+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08167	D_ADDR+CH+AR	T0_EXACT_OBSERVED	ADJACENT_SWAP	2-3	CH>AR	AR>CH	ORDER	D_ADDR+AR+CH	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08182	D_ADDR+CH+E+O	T0_EXACT_OBSERVED	ADJACENT_SWAP	1-2	D_ADDR>CH	CH>D_ADDR	ORDER	CH+D_ADDR+E+O	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08183	D_ADDR+CH+E+O	T0_EXACT_OBSERVED	ADJACENT_SWAP	3-4	E>O	O>E	ORDER	D_ADDR+CH+O+E	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08184	D_ADDR+CH+E+O	T0_EXACT_OBSERVED	ADJACENT_SWAP	2-3	CH>E	E>CH	ORDER	D_ADDR+E+CH+O	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08199	D_ADDR+CH+E+O+K+E+D_ADDR+Y	T0_EXACT_OBSERVED	ADJACENT_SWAP	1-2	D_ADDR>CH	CH>D_ADDR	ORDER	CH+D_ADDR+E+O+K+E+D_ADDR+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08200	D_ADDR+CH+E+O+K+E+D_ADDR+Y	T0_EXACT_OBSERVED	ADJACENT_SWAP	4-5	O>K	K>O	ORDER	D_ADDR+CH+E+K+O+E+D_ADDR+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08201	D_ADDR+CH+E+O+K+E+D_ADDR+Y	T0_EXACT_OBSERVED	ADJACENT_SWAP	5-6	K>E	E>K	ORDER	D_ADDR+CH+E+O+E+K+D_ADDR+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08202	D_ADDR+CH+E+O+K+E+D_ADDR+Y	T0_EXACT_OBSERVED	ADJACENT_SWAP	6-7	E>D_ADDR	D_ADDR>E	ORDER	D_ADDR+CH+E+O+K+D_ADDR+E+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08203	D_ADDR+CH+E+O+K+E+D_ADDR+Y	T0_EXACT_OBSERVED	ADJACENT_SWAP	7-8	D_ADDR>Y	Y>D_ADDR	ORDER	D_ADDR+CH+E+O+K+E+Y+D_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08204	D_ADDR+CH+E+O+K+E+D_ADDR+Y	T0_EXACT_OBSERVED	ADJACENT_SWAP	3-4	E>O	O>E	ORDER	D_ADDR+CH+O+E+K+E+D_ADDR+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08205	D_ADDR+CH+E+O+K+E+D_ADDR+Y	T0_EXACT_OBSERVED	ADJACENT_SWAP	2-3	CH>E	E>CH	ORDER	D_ADDR+E+CH+O+K+E+D_ADDR+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08237	D_ADDR+CH+E+O+R	T0_EXACT_OBSERVED	ADJACENT_SWAP	1-2	D_ADDR>CH	CH>D_ADDR	ORDER	CH+D_ADDR+E+O+R	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08238	D_ADDR+CH+E+O+R	T0_EXACT_OBSERVED	ADJACENT_SWAP	4-5	O>R	R>O	ORDER	D_ADDR+CH+E+R+O	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08239	D_ADDR+CH+E+O+R	T0_EXACT_OBSERVED	ADJACENT_SWAP	3-4	E>O	O>E	ORDER	D_ADDR+CH+O+E+R	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08240	D_ADDR+CH+E+O+R	T0_EXACT_OBSERVED	ADJACENT_SWAP	2-3	CH>E	E>CH	ORDER	D_ADDR+E+CH+O+R	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08264	D_ADDR+CH+EE+D_ADDR+Y	T0_EXACT_OBSERVED	ADJACENT_SWAP	1-2	D_ADDR>CH	CH>D_ADDR	ORDER	CH+D_ADDR+EE+D_ADDR+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08265	D_ADDR+CH+EE+D_ADDR+Y	T0_EXACT_OBSERVED	ADJACENT_SWAP	3-4	EE>D_ADDR	D_ADDR>EE	ORDER	D_ADDR+CH+D_ADDR+EE+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08266	D_ADDR+CH+EE+D_ADDR+Y	T0_EXACT_OBSERVED	ADJACENT_SWAP	4-5	D_ADDR>Y	Y>D_ADDR	ORDER	D_ADDR+CH+EE+Y+D_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08267	D_ADDR+CH+EE+D_ADDR+Y	T0_EXACT_OBSERVED	ADJACENT_SWAP	2-3	CH>EE	EE>CH	ORDER	D_ADDR+EE+CH+D_ADDR+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08286	D_ADDR+CH+L	T4_NARROW_APPENDIX	ADJACENT_SWAP	1-2	D_ADDR>CH	CH>D_ADDR	ORDER	CH+D_ADDR+L	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08287	D_ADDR+CH+L	T4_NARROW_APPENDIX	ADJACENT_SWAP	2-3	CH>L	L>CH	ORDER	D_ADDR+L+CH	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08302	D_ADDR+CH+LOCAL_CHAR_G	T0_EXACT_OBSERVED	ADJACENT_SWAP	1-2	D_ADDR>CH	CH>D_ADDR	ORDER	CH+D_ADDR+LOCAL_CHAR_G	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08303	D_ADDR+CH+LOCAL_CHAR_G	T0_EXACT_OBSERVED	ADJACENT_SWAP	2-3	CH>LOCAL_CHAR_G	LOCAL_CHAR_G>CH	ORDER	D_ADDR+LOCAL_CHAR_G+CH	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08315	D_ADDR+CH+O+DY	T0_EXACT_OBSERVED	ADJACENT_SWAP	1-2	D_ADDR>CH	CH>D_ADDR	ORDER	CH+D_ADDR+O+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08316	D_ADDR+CH+O+DY	T0_EXACT_OBSERVED	ADJACENT_SWAP	3-4	O>DY	DY>O	ORDER	D_ADDR+CH+DY+O	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08317	D_ADDR+CH+O+DY	T0_EXACT_OBSERVED	ADJACENT_SWAP	2-3	CH>O	O>CH	ORDER	D_ADDR+O+CH+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08330	D_ADDR+CH+OR	T0_EXACT_OBSERVED	ADJACENT_SWAP	1-2	D_ADDR>CH	CH>D_ADDR	ORDER	CH+D_ADDR+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08331	D_ADDR+CH+OR	T0_EXACT_OBSERVED	ADJACENT_SWAP	2-3	CH>OR	OR>CH	ORDER	D_ADDR+OR+CH	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08346	D_ADDR+CH+S+E+D_ADDR	T0_EXACT_OBSERVED	ADJACENT_SWAP	1-2	D_ADDR>CH	CH>D_ADDR	ORDER	CH+D_ADDR+S+E+D_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08347	D_ADDR+CH+S+E+D_ADDR	T0_EXACT_OBSERVED	ADJACENT_SWAP	3-4	S>E	E>S	ORDER	D_ADDR+CH+E+S+D_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08348	D_ADDR+CH+S+E+D_ADDR	T0_EXACT_OBSERVED	ADJACENT_SWAP	4-5	E>D_ADDR	D_ADDR>E	ORDER	D_ADDR+CH+S+D_ADDR+E	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N08349	D_ADDR+CH+S+E+D_ADDR	T0_EXACT_OBSERVED	ADJACENT_SWAP	2-3	CH>S	S>CH	ORDER	D_ADDR+S+CH+E+D_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
