target_recipe	neighbor_row_count	distinct_source_recipe_count	mutation_families	target_is_exact_catalog_key	target_identity_route	target_execution_decision	target_blocked_factor_rules	source_recipes	fuzzy_identity_matching_used
CH+E+O+K+AIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+Y	NO
CH+E+O+K+AIN+CH+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+OR+CH+E+Y	NO
CH+E+O+K+AIR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+AL	NO
CH+E+O+K+AR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+AL	NO
CH+E+O+K+CH+E+Y	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+OR+CH+E+Y	NO
CH+E+O+K+CH+OR+E+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+OR+CH+E+Y	NO
CH+E+O+K+CH+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+CH+K+Y	NO
CH+E+O+K+E+D_ADDR+Y	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	D_ADDR+CH+E+O+K+E+D_ADDR+Y	NO
CH+E+O+K+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+T+E+Y	NO
CH+E+O+K+K+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:K>K	CH+E+O+CH+K+Y	NO
CH+E+O+K+L	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+AL	NO
CH+E+O+K+OK+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ_AMBER	NONE	CH+E+O+CH+OK+Y	NO
CH+E+O+K+OL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+R+OL	NO
CH+E+O+K+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+Y	NO
CH+E+O+K+OR+CH+E	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+OR+CH+E+Y	NO
CH+E+O+K+OR+CH+E+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+OR+CH+E+Y	NO
CH+E+O+K+OR+CH+E+AIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+OR+CH+E+Y	NO
CH+E+O+K+OR+CH+E+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+OR+CH+E+Y	NO
CH+E+O+K+OR+CH+EE+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+OR+CH+E+Y	NO
CH+E+O+K+OR+CH+EEE+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+OR+CH+E+Y	NO
CH+E+O+K+OR+CH+Y	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+OR+CH+E+Y	NO
CH+E+O+K+OR+CH+Y+E	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+OR+CH+E+Y	NO
CH+E+O+K+OR+CHD+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+OR+CH+E+Y	NO
CH+E+O+K+OR+E+CH+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+OR+CH+E+Y	NO
CH+E+O+K+OR+E+Y	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+OR+CH+E+Y	NO
CH+E+O+K+OR+K+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+OR+CH+E+Y	NO
CH+E+O+K+OR+OK+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+OR+CH+E+Y	NO
CH+E+O+K+OR+P+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+OR+CH+E+Y	NO
CH+E+O+K+OR+R+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+OR+CH+E+Y	NO
CH+E+O+K+OR+S+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+OR+CH+E+Y	NO
CH+E+O+K+OR+SH+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+OR+CH+E+Y	NO
CH+E+O+K+OR+T+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+OR+CH+E+Y	NO
CH+E+O+K+P+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:K>P	CH+E+O+CH+P+Y	NO
CH+E+O+K+Y	1	1	ATOM_DELETION	YES	IDENTITY_EXACT_OBSERVED	READ	NONE	CH+E+O+CH+K+Y	NO
CH+E+O+K+Y+CH+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+OR+CH+E+Y	NO
CH+E+O+L	8	8	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_OBSERVED	READ	NONE	CH+E+O+AIR|CH+E+O+AL|CH+E+O+AR|CH+E+O+L+S|CH+E+O+L+Y|O+CH+E+O+L|T+CH+E+O+L|Y+CH+E+O+L	NO
CH+E+O+L+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+L+Y	NO
CH+E+O+L+AIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+L+Y	NO
CH+E+O+L+CH	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+L+S	NO
CH+E+O+L+CHD	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+L+S	NO
CH+E+O+L+K	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+L+S	NO
CH+E+O+L+OK	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+L+S	NO
CH+E+O+L+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+L+Y	NO
CH+E+O+L+P	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+L+S	NO
CH+E+O+L+R	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+L+S	NO
CH+E+O+L+SH	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+L+S	NO
CH+E+O+L+T	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+L+S	NO
CH+E+O+L+Y	1	1	ATOM_DELETION	YES	IDENTITY_EXACT_OBSERVED	READ	NONE	P+CH+E+O+L+Y	NO
CH+E+O+LOCAL_CHAR_J+AM_ADDR	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+LOCAL_CHAR_J+A_ADDR+AM_ADDR	NO
CH+E+O+LOCAL_CHAR_J+AM_ADDR+A_ADDR	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+LOCAL_CHAR_J+A_ADDR+AM_ADDR	NO
CH+E+O+LOCAL_CHAR_J+A_ADDR	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+LOCAL_CHAR_J+A_ADDR+AM_ADDR	NO
CH+E+O+OK	3	3	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K|CH+E+O+R|CH+E+O+S	NO
CH+E+O+OK+AL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+AL	NO
CH+E+O+OK+AM_ADDR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+AM_ADDR	NO
CH+E+O+OK+CH+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+CH+OK+Y	NO
CH+E+O+OK+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+T+E+Y	NO
CH+E+O+OK+K+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:OK>K	CH+E+O+CH+K+Y	NO
CH+E+O+OK+OK+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+CH+OK+Y	NO
CH+E+O+OK+OL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+R+OL	NO
CH+E+O+OK+OR+CH+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+OR+CH+E+Y	NO
CH+E+O+OK+P+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:OK>P	CH+E+O+CH+P+Y	NO
CH+E+O+OK+Y	2	2	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+CH+OK+Y|CH+E+O+K+Y	NO
CH+E+O+OL	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+R+OL	NO
CH+E+O+OL+R	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+R+OL	NO
CH+E+O+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+Y	NO
CH+E+O+OR+CH+E+Y	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+OR+CH+E+Y	NO
CH+E+O+OR+K+CH+E+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+OR+CH+E+Y	NO
CH+E+O+P	3	3	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K|CH+E+O+R|CH+E+O+S	NO
CH+E+O+P+AL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+AL	NO
CH+E+O+P+AM_ADDR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+AM_ADDR	NO
CH+E+O+P+CH+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+CH+P+Y	NO
CH+E+O+P+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+T+E+Y	NO
CH+E+O+P+K+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:P>K	CH+E+O+CH+K+Y	NO
CH+E+O+P+OK+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:P>OK	CH+E+O+CH+OK+Y	NO
CH+E+O+P+OL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+R+OL	NO
CH+E+O+P+OR+CH+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+OR+CH+E+Y	NO
CH+E+O+P+P+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:P>P	CH+E+O+CH+P+Y	NO
CH+E+O+P+Y	2	2	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+CH+P+Y|CH+E+O+K+Y	NO
CH+E+O+R	8	8	ADJACENT_SWAP|ATOM_DELETION|SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_OBSERVED	READ	NONE	CH+E+O+K|CH+E+O+R+OL|CH+E+O+S|CH+O+E+R|D_ADDR+CH+E+O+R|OK+CH+E+O+R|S+CH+E+O+R|Y+CH+E+O+R	NO
CH+E+O+R+AL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+AL	NO
CH+E+O+R+AM_ADDR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+AM_ADDR	NO
CH+E+O+R+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+T+E+Y	NO
CH+E+O+R+K+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:R>K	CH+E+O+CH+K+Y	NO
CH+E+O+R+OK+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:R>OK	CH+E+O+CH+OK+Y	NO
CH+E+O+R+OR+CH+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+OR+CH+E+Y	NO
CH+E+O+R+OT	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+R+OL	NO
CH+E+O+R+P+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:R>P	CH+E+O+CH+P+Y	NO
CH+E+O+R+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+Y	NO
CH+E+O+S	6	6	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_OBSERVED	READ	NONE	CH+E+O+K|CH+E+O+L+S|CH+E+O+R|CH+T+E+O+S|OK+E+O+S|SH+E+O+S	NO
CH+E+O+S+AL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+AL	NO
CH+E+O+S+AM_ADDR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+AM_ADDR	NO
CH+E+O+S+AR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+E+O+S+AR	NO
CH+E+O+S+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+T+E+Y	NO
CH+E+O+S+K+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+CH+K+Y	NO
CH+E+O+S+L	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+L+S	NO
CH+E+O+S+OK+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+CH+OK+Y	NO
CH+E+O+S+OL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+R+OL	NO
CH+E+O+S+OR+CH+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+OR+CH+E+Y	NO
CH+E+O+S+P+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:S>P	CH+E+O+CH+P+Y	NO
CH+E+O+S+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+Y	NO
CH+E+O+SH	3	3	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K|CH+E+O+R|CH+E+O+S	NO
CH+E+O+SH+AL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+AL	NO
CH+E+O+SH+AM_ADDR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+AM_ADDR	NO
CH+E+O+SH+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+T+E+Y	NO
CH+E+O+SH+K+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+CH+K+Y	NO
CH+E+O+SH+OK+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+CH+OK+Y	NO
CH+E+O+SH+OL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+R+OL	NO
CH+E+O+SH+OR+CH+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+OR+CH+E+Y	NO
CH+E+O+SH+P+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	CH+E+O+CH+P+Y	NO
CH+E+O+SH+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+Y	NO
CH+E+O+T	3	3	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K|CH+E+O+R|CH+E+O+S	NO
CH+E+O+T+AL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+AL	NO
CH+E+O+T+AM_ADDR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+AM_ADDR	NO
CH+E+O+T+E	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+T+E+Y	NO
CH+E+O+T+E+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+T+E+Y	NO
CH+E+O+T+E+AIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+T+E+Y	NO
CH+E+O+T+E+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+T+E+Y	NO
CH+E+O+T+EE+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+T+E+Y	NO
CH+E+O+T+EEE+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+T+E+Y	NO
CH+E+O+T+K+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:T>K	CH+E+O+CH+K+Y	NO
CH+E+O+T+OK+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+CH+OK+Y	NO
CH+E+O+T+OL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+R+OL	NO
CH+E+O+T+OR+CH+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+OR+CH+E+Y	NO
CH+E+O+T+P+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:T>P	CH+E+O+CH+P+Y	NO
CH+E+O+T+Y	2	2	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+Y|CH+E+O+T+E+Y	NO
CH+E+O+T+Y+E	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+T+E+Y	NO
CH+E+O+Y	4	4	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_OBSERVED	READ	NONE	CH+E+O+K+Y|CH+E+O+L+Y|CH+T+E+O+Y|OK+E+O+Y	NO
CH+E+O+Y+K	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+K+Y	NO
CH+E+O+Y+L	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+L+Y	NO
CH+E+OK	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+P|CH+E+S	NO
CH+E+OK+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+E+OK+AIIN	NO
CH+E+OK+CH+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+CH+Y	NO
CH+E+OK+E+D_ADDR+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+E+D_ADDR+Y	NO
CH+E+OK+E+LOCAL_CHAR_G	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+E+LOCAL_CHAR_G	NO
CH+E+OK+E+Y	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+E+Y|SH+E+OK+E+Y	NO
CH+E+OK+K+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:OK>K	CH+E+CH+K+E+Y	NO
CH+E+OK+K+O	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:OK>K	CH+E+CH+K+O	NO
CH+E+OK+K+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:OK>K	CH+E+CH+K+Y	NO
CH+E+OK+OL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+P+OL	NO
CH+E+OK+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+E+OK+OR	NO
CH+E+OK+P+E+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:OK>P	CH+E+CH+P+E+DY	NO
CH+E+OK+Y	3	3	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+P+Y|CH+OK+E+Y|SH+E+OK+Y	NO
CH+E+OK+Y+R+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+Y+R+Y	NO
CH+E+OL	7	7	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+P+OL|CH+K+E+OL|CH+T+E+OL|K+E+OL|OK+E+OL|P+E+OL|SH+E+OL	NO
CH+E+OL+AIIN	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+E+OL+AIIN|SH+E+OL+AIIN	NO
CH+E+OL+AIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+E+OL+AIN	NO
CH+E+OL+AR	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+OL+T+AR	NO
CH+E+OL+AR+T	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+OL+T+AR	NO
CH+E+OL+CH+AR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+OL+T+AR	NO
