length_id	island_length	island_id	anchor_id	statement_id	state_bank_id	first_event_id	last_event_id	last_stream_ordinal	immediate_post_island_event_id	immediate_post_island_decision	untouched_stop_cascade_length	cascade_recovery_event_id	cascade_recovery_decision	state_recovery_event_id	unmutated_card_distance_to_parity_or_next_island	state_recovery_status
L02	2	G457-L02-G457-A053	G457-A053	P1009-S627	f89r::Gefäß-/Pflanzenteilgruppe F	G407-E4354	G407-E4355	4355	G407-E4356	READ	0	G407-E4356	READ	G407-E4358	3	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A054	G457-A054	G404-S063	f95v::F95V_WHOLE_PLANT	G407-E4411	G407-E4412	4412	G407-E4413	READ	0	G407-E4413	READ	G407-E4413	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A055	G457-A055	G404-S065	f95v::F95V_WHOLE_PLANT	G407-E4433	G407-E4434	4434	G407-E4435	READ	0	G407-E4435	READ	G407-E4435	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A001	G457-A001	G404-S001	f1r::F1R_TEXT_BLOCK_A	G407-E0006	G407-E0008	8	G407-E0009	READ	0	G407-E0009	READ	G407-E0009	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A002	G457-A002	G404-S005	f1r::F1R_TEXT_BLOCK_C	G407-E0135	G407-E0137	137	G407-E0138	READ	0	G407-E0138	READ	G407-E0138	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A003	G457-A003	G404-S006	f1r::F1R_TEXT_BLOCK_D	G407-E0160	G407-E0162	162	G407-E0163	READ	0	G407-E0163	READ	G407-E0163	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A004	G457-A004	P1009-S001	f10r::zweiknolliges blauköpfiges Heilkraut	G407-E0237	G407-E0239	239	G407-E0240	READ	0	G407-E0240	READ	G407-E0240	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A005	G457-A005	P1009-S002	f10r::zweiknolliges blauköpfiges Heilkraut	G407-E0283	G407-E0285	285	G407-E0286	READ	0	G407-E0286	READ	G407-E0286	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A006	G457-A006	P1009-S004	f11r::blühender dreikroniger Sodenstock	G407-E0323	G407-E0325	325	G407-E0326	READ	0	G407-E0326	READ	G407-E0326	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A007	G457-A007	P1009-S005	f13r::große Wurzelkrone mit Blatt und Blütenstand	G407-E0367	G407-E0369	369	G407-E0370	READ	0	G407-E0370	READ	G407-E0370	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A008	G457-A008	P1009-S014	f17r::abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	G407-E0460	G407-E0462	462	G407-E0463	READ	0	G407-E0463	READ	G407-E0463	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A009	G457-A009	P1009-S017	f17r::abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	G407-E0505	G407-E0507	507	G407-E0508	READ	0	G407-E0508	READ	G407-E0508	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A010	G457-A010	P1009-S019	f18r::große abgebildete Blütenpflanze	G407-E0524	G407-E0526	526	G407-E0527	READ	0	G407-E0527	READ	G407-E0527	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A011	G457-A011	P1009-S020	f18r::große abgebildete Blütenpflanze	G407-E0553	G407-E0555	555	G407-E0556	READ	0	G407-E0556	READ	G407-E0558	3	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A012	G457-A012	P1009-S022	f18r::große abgebildete Blütenpflanze	G407-E0574	G407-E0576	576	G407-E0577	READ	0	G407-E0577	READ	G407-E0582	6	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A013	G457-A013	G404-S009	f24v::F24V_WHOLE_PLANT	G407-E0620	G407-E0622	622	G407-E0623	READ	0	G407-E0623	READ	G407-E0626	4	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A014	G457-A014	G404-S010	f24v::F24V_WHOLE_PLANT	G407-E0670	G407-E0672	672	G407-E0673	READ	0	G407-E0673	READ	G407-E0673	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A015	G457-A015	P1009-S026	f55v::große aromatische Doldenpflanze	G407-E0763	G407-E0765	765	G407-E0766	READ	0	G407-E0766	READ	G407-E0766	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A016	G457-A016	P1009-S029	f56r::stachelköpfiges Kraut in mehreren Reifestufen	G407-E0809	G407-E0811	811	G407-E0812	READ	0	G407-E0812	READ	G407-E0812	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A017	G457-A017	P1009-S030	f56r::stachelköpfiges Kraut in mehreren Reifestufen	G407-E0874	G407-E0876	876	G407-E0877	READ	0	G407-E0877	READ	G407-E0877	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A018	G457-A018	P1009-S032	f67r2::zwei getrennte Himmelsräder und Tabelle	G407-E0910	G407-E0912	912	G407-E0913	READ	0	G407-E0913	READ	G407-E0914	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A019	G457-A019	P1009-S041	f67r2::zwei getrennte Himmelsräder und Tabelle	G407-E1008	G407-E1010	1010	G407-E1011	READ	0	G407-E1011	READ	G407-E1011	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A020	G457-A020	P1009-S044	f68r1::mehrteilige Sternstellentafel	G407-E1043	G407-E1045	1045	G407-E1046	READ	0	G407-E1046	READ	G407-E1046	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A021	G457-A021	P1009-S045	f71v::erste lokale Figuren-/Sternringgruppe	G407-E1061	G407-E1063	1063	G407-E1064	READ	0	G407-E1064	READ	G407-E1065	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A022	G457-A022	P1009-S046	f71v::erste lokale Figuren-/Sternringgruppe	G407-E1078	G407-E1080	1080	G407-E1081	READ	0	G407-E1081	READ	G407-E1082	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A023	G457-A023	P1009-S047	f71v::zweite lokale Figuren-/Sternringgruppe	G407-E1102	G407-E1104	1104	G407-E1105	READ	0	G407-E1105	READ	G407-E1105	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A024	G457-A024	P1009-S053	f72r::Tierkreis-Ringgruppe A	G407-E1160	G407-E1162	1162	G407-E1163	READ	0	G407-E1163	READ	G407-E1163	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A025	G457-A025	P1009-S057	f72r::Tierkreis-Ringgruppe D	G407-E1219	G407-E1221	1221	G407-E1222	READ	0	G407-E1222	READ	G407-E1223	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A026	G457-A026	P1009-S058	f72r::Tierkreis-Ringgruppe E	G407-E1261	G407-E1263	1263	G407-E1264	READ	0	G407-E1264	READ	G407-E1265	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A027	G457-A027	P1009-S067	f72r::Tierkreis-Ringgruppe H	G407-E1372	G407-E1374	1374	G407-E1375	READ	0	G407-E1375	READ	G407-E1375	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A028	G457-A028	P1009-S075	f75r::großes Bad-/Stationsblatt mit dreieckiger Insel	G407-E1442	G407-E1444	1444	G407-E1445	READ	0	G407-E1445	READ	G407-E1445	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A029	G457-A029	P1009-S109	f75r::großes Bad-/Stationsblatt mit dreieckiger Insel	G407-E1621	G407-E1623	1623	G407-E1624	READ	0	G407-E1624	READ	G407-E1624	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A030	G457-A030	P1009-S382	f77r::Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	G407-E2686	G407-E2688	2688	G407-E2689	READ	0	G407-E2689	READ	G407-E2689	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A031	G457-A031	G404-S014	f81r::F81R_UPPER_POOL	G407-E2720	G407-E2722	2722	G407-E2723	READ	0	G407-E2723	READ	G407-E2723	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A032	G457-A032	G404-S015	f81r::F81R_UPPER_POOL	G407-E2738	G407-E2740	2740	G407-E2741	READ	0	G407-E2741	READ	G407-E2741	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A033	G457-A033	G404-S043	f81r::F81R_LOWER_POOL	G407-E2843	G407-E2845	2845	G407-E2846	READ	0	G407-E2846	READ	G407-E2847	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A034	G457-A034	P1009-S400	f81v::gemeinsames zweireihiges Badfeld	G407-E3018	G407-E3020	3020	G407-E3021	READ	0	G407-E3021	READ	G407-E3021	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A035	G457-A035	P1009-S473	f82r::mehrere getrennte Bad- und Leitungsstationen	G407-E3348	G407-E3350	3350	G407-E3351	READ	0	G407-E3351	READ	G407-E3351	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A036	G457-A036	P1009-S498	f82r::mehrere getrennte Bad- und Leitungsstationen	G407-E3436	G407-E3438	3438	G407-E3439	READ	0	G407-E3439	READ	G407-E3439	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A037	G457-A037	P1009-S521	f83r::Variantenatlas lokaler Becken und Anwendungen	G407-E3532	G407-E3534	3534	G407-E3535	READ	0	G407-E3535	READ	G407-E3535	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A038	G457-A038	P1009-S589	f83r::Variantenatlas lokaler Becken und Anwendungen	G407-E3780	G407-E3782	3782	G407-E3783	READ	0	G407-E3783	READ	G407-E3784	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A039	G457-A039	P1009-S590	f88r::sechzehn Drogenposten und drei Gefäßansätze	G407-E3806	G407-E3808	3808	G407-E3809	READ	0	G407-E3809	READ	G407-E3809	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A040	G457-A040	P1009-S592	f88r::sechzehn Drogenposten und drei Gefäßansätze	G407-E3861	G407-E3863	3863	G407-E3864	READ	0	G407-E3864	READ	G407-E3864	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A041	G457-A041	P1009-S594	f88r::sechzehn Drogenposten und drei Gefäßansätze	G407-E3906	G407-E3908	3908	G407-E3909	READ	0	G407-E3909	READ	G407-E3910	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A042	G457-A042	P1009-S595	f88v::erste Gefaess-/Zutatengruppe	G407-E3932	G407-E3934	3934	G407-E3935	READ	0	G407-E3935	READ	G407-E3935	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A043	G457-A043	P1009-S596	f88v::erste Gefaess-/Zutatengruppe	G407-E3952	G407-E3954	3954	G407-E3955	READ	0	G407-E3955	READ	G407-E3955	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A044	G457-A044	P1009-S600	f88v::zweite Gefaess-/Zutatengruppe	G407-E3976	G407-E3978	3978	G407-E3979	READ	0	G407-E3979	READ	G407-E3979	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A045	G457-A045	P1009-S602	f88v::zweite Gefaess-/Zutatengruppe	G407-E4001	G407-E4003	4003	G407-E4004	READ	0	G407-E4004	READ	G407-E4004	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A046	G457-A046	P1009-S605	f88v::zweite Gefaess-/Zutatengruppe	G407-E4027	G407-E4029	4029	G407-E4030	READ	0	G407-E4030	READ	G407-E4030	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A047	G457-A047	P1009-S610	f89r::Gefäß-/Pflanzenteilgruppe A	G407-E4072	G407-E4074	4074	G407-E4075	READ	0	G407-E4075	READ	G407-E4075	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A048	G457-A048	P1009-S612	f89r::Gefäß-/Pflanzenteilgruppe B	G407-E4124	G407-E4126	4126	G407-E4127	READ	0	G407-E4127	READ	G407-E4129	3	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A049	G457-A049	P1009-S614	f89r::Gefäß-/Pflanzenteilgruppe C	G407-E4150	G407-E4152	4152	G407-E4153	READ	0	G407-E4153	READ	G407-E4153	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A050	G457-A050	P1009-S617	f89r::Gefäß-/Pflanzenteilgruppe D	G407-E4200	G407-E4202	4202	G407-E4203	READ	0	G407-E4203	READ	G407-E4204	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A051	G457-A051	P1009-S620	f89r::Gefäß-/Pflanzenteilgruppe E	G407-E4244	G407-E4246	4246	G407-E4247	READ	0	G407-E4247	READ	G407-E4247	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A052	G457-A052	P1009-S622	f89r::Gefäß-/Pflanzenteilgruppe E	G407-E4264	G407-E4266	4266	G407-E4267	READ	0	G407-E4267	READ	G407-E4267	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A053	G457-A053	P1009-S627	f89r::Gefäß-/Pflanzenteilgruppe F	G407-E4354	G407-E4356	4356	G407-E4357	READ	0	G407-E4357	READ	G407-E4358	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A054	G457-A054	G404-S063	f95v::F95V_WHOLE_PLANT	G407-E4411	G407-E4413	4413	G407-E4414	READ	0	G407-E4414	READ	G407-E4414	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G457-L03-G457-A055	G457-A055	G404-S065	f95v::F95V_WHOLE_PLANT	G407-E4433	G407-E4435	4435	G407-E4436	READ	0	G407-E4436	READ	G407-E4436	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A001	G457-A001	G404-S001	f1r::F1R_TEXT_BLOCK_A	G407-E0006	G407-E0009	9	G407-E0010	READ	0	G407-E0010	READ	G407-E0010	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A002	G457-A002	G404-S005	f1r::F1R_TEXT_BLOCK_C	G407-E0135	G407-E0138	138	G407-E0139	READ	0	G407-E0139	READ	G407-E0139	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A003	G457-A003	G404-S006	f1r::F1R_TEXT_BLOCK_D	G407-E0160	G407-E0163	163	G407-E0164	READ	0	G407-E0164	READ	G407-E0164	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A004	G457-A004	P1009-S001	f10r::zweiknolliges blauköpfiges Heilkraut	G407-E0237	G407-E0240	240	G407-E0241	READ	0	G407-E0241	READ	G407-E0241	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A005	G457-A005	P1009-S002	f10r::zweiknolliges blauköpfiges Heilkraut	G407-E0283	G407-E0286	286	G407-E0287	READ	0	G407-E0287	READ	G407-E0287	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A006	G457-A006	P1009-S004	f11r::blühender dreikroniger Sodenstock	G407-E0323	G407-E0326	326	G407-E0327	READ	0	G407-E0327	READ	G407-E0328	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A007	G457-A007	P1009-S005	f13r::große Wurzelkrone mit Blatt und Blütenstand	G407-E0367	G407-E0370	370	G407-E0371	READ	0	G407-E0371	READ	G407-E0371	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A008	G457-A008	P1009-S014	f17r::abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	G407-E0460	G407-E0463	463	G407-E0464	READ	0	G407-E0464	READ	G407-E0464	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A009	G457-A009	P1009-S017	f17r::abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	G407-E0505	G407-E0508	508	G407-E0509	READ	0	G407-E0509	READ	G407-E0509	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A010	G457-A010	P1009-S019	f18r::große abgebildete Blütenpflanze	G407-E0524	G407-E0527	527	G407-E0528	READ	0	G407-E0528	READ	G407-E0528	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A011	G457-A011	P1009-S020	f18r::große abgebildete Blütenpflanze	G407-E0553	G407-E0556	556	G407-E0557	READ	0	G407-E0557	READ	G407-E0558	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A012	G457-A012	P1009-S022	f18r::große abgebildete Blütenpflanze	G407-E0574	G407-E0577	577	G407-E0578	READ	0	G407-E0578	READ	G407-E0582	5	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A013	G457-A013	G404-S009	f24v::F24V_WHOLE_PLANT	G407-E0620	G407-E0623	623	G407-E0624	READ	0	G407-E0624	READ	G407-E0626	3	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A014	G457-A014	G404-S010	f24v::F24V_WHOLE_PLANT	G407-E0670	G407-E0673	673	G407-E0674	READ	0	G407-E0674	READ	G407-E0674	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A015	G457-A015	P1009-S026	f55v::große aromatische Doldenpflanze	G407-E0763	G407-E0766	766	G407-E0767	READ	0	G407-E0767	READ	G407-E0767	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A016	G457-A016	P1009-S029	f56r::stachelköpfiges Kraut in mehreren Reifestufen	G407-E0809	G407-E0812	812	G407-E0813	READ	0	G407-E0813	READ	G407-E0813	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A017	G457-A017	P1009-S030	f56r::stachelköpfiges Kraut in mehreren Reifestufen	G407-E0874	G407-E0877	877	G407-E0878	READ	0	G407-E0878	READ	G407-E0878	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A018	G457-A018	P1009-S032	f67r2::zwei getrennte Himmelsräder und Tabelle	G407-E0910	G407-E0913	913	G407-E0914	READ	0	G407-E0914	READ	G407-E0914	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A019	G457-A019	P1009-S041	f67r2::zwei getrennte Himmelsräder und Tabelle	G407-E1008	G407-E1011	1011	G407-E1012	READ	0	G407-E1012	READ	G407-E1012	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A020	G457-A020	P1009-S044	f68r1::mehrteilige Sternstellentafel	G407-E1043	G407-E1046	1046	G407-E1047	READ	0	G407-E1047	READ	G407-E1047	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A021	G457-A021	P1009-S045	f71v::erste lokale Figuren-/Sternringgruppe	G407-E1061	G407-E1064	1064	G407-E1065	READ	0	G407-E1065	READ	G407-E1065	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A022	G457-A022	P1009-S046	f71v::erste lokale Figuren-/Sternringgruppe	G407-E1078	G407-E1081	1081	G407-E1082	READ	0	G407-E1082	READ	G407-E1082	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A023	G457-A023	P1009-S047	f71v::zweite lokale Figuren-/Sternringgruppe	G407-E1102	G407-E1105	1105	G407-E1106	READ	0	G407-E1106	READ	G407-E1106	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A024	G457-A024	P1009-S053	f72r::Tierkreis-Ringgruppe A	G407-E1160	G407-E1163	1163	G407-E1164	READ	0	G407-E1164	READ	G407-E1164	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A025	G457-A025	P1009-S057	f72r::Tierkreis-Ringgruppe D	G407-E1219	G407-E1222	1222	G407-E1223	READ	0	G407-E1223	READ	G407-E1223	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A026	G457-A026	P1009-S058	f72r::Tierkreis-Ringgruppe E	G407-E1261	G407-E1264	1264	G407-E1265	READ	0	G407-E1265	READ	G407-E1265	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A027	G457-A027	P1009-S067	f72r::Tierkreis-Ringgruppe H	G407-E1372	G407-E1375	1375	G407-E1376	READ	0	G407-E1376	READ	G407-E1376	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A028	G457-A028	P1009-S075	f75r::großes Bad-/Stationsblatt mit dreieckiger Insel	G407-E1442	G407-E1445	1445	G407-E1446	READ	0	G407-E1446	READ	G407-E1446	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A029	G457-A029	P1009-S109	f75r::großes Bad-/Stationsblatt mit dreieckiger Insel	G407-E1621	G407-E1624	1624	G407-E1625	READ	0	G407-E1625	READ	G407-E1625	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A030	G457-A030	P1009-S382	f77r::Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	G407-E2686	G407-E2689	2689	G407-E2690	READ	0	G407-E2690	READ	G407-E2690	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A031	G457-A031	G404-S014	f81r::F81R_UPPER_POOL	G407-E2720	G407-E2723	2723	G407-E2724	READ	0	G407-E2724	READ	G407-E2724	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A032	G457-A032	G404-S015	f81r::F81R_UPPER_POOL	G407-E2738	G407-E2741	2741	G407-E2742	READ	0	G407-E2742	READ	G407-E2742	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A033	G457-A033	G404-S043	f81r::F81R_LOWER_POOL	G407-E2843	G407-E2846	2846	G407-E2847	READ	0	G407-E2847	READ	G407-E2847	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A034	G457-A034	P1009-S400	f81v::gemeinsames zweireihiges Badfeld	G407-E3018	G407-E3021	3021	G407-E3022	READ	0	G407-E3022	READ	G407-E3022	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A035	G457-A035	P1009-S473	f82r::mehrere getrennte Bad- und Leitungsstationen	G407-E3348	G407-E3351	3351	G407-E3352	READ	0	G407-E3352	READ	G407-E3352	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A036	G457-A036	P1009-S498	f82r::mehrere getrennte Bad- und Leitungsstationen	G407-E3436	G407-E3439	3439	G407-E3440	READ	0	G407-E3440	READ	G407-E3440	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A037	G457-A037	P1009-S521	f83r::Variantenatlas lokaler Becken und Anwendungen	G407-E3532	G407-E3535	3535	G407-E3536	READ	0	G407-E3536	READ	G407-E3536	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A038	G457-A038	P1009-S589	f83r::Variantenatlas lokaler Becken und Anwendungen	G407-E3780	G407-E3783	3783	G407-E3784	READ	0	G407-E3784	READ	G407-E3784	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A039	G457-A039	P1009-S590	f88r::sechzehn Drogenposten und drei Gefäßansätze	G407-E3806	G407-E3809	3809	G407-E3810	READ	0	G407-E3810	READ	G407-E3811	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A040	G457-A040	P1009-S592	f88r::sechzehn Drogenposten und drei Gefäßansätze	G407-E3861	G407-E3864	3864	G407-E3865	READ	0	G407-E3865	READ	G407-E3865	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A041	G457-A041	P1009-S594	f88r::sechzehn Drogenposten und drei Gefäßansätze	G407-E3906	G407-E3909	3909	G407-E3910	READ	0	G407-E3910	READ	G407-E3912	3	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A042	G457-A042	P1009-S595	f88v::erste Gefaess-/Zutatengruppe	G407-E3932	G407-E3935	3935	G407-E3936	READ	0	G407-E3936	READ	G407-E3937	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A043	G457-A043	P1009-S596	f88v::erste Gefaess-/Zutatengruppe	G407-E3952	G407-E3955	3955	G407-E3956	READ	0	G407-E3956	READ	G407-E3957	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A044	G457-A044	P1009-S600	f88v::zweite Gefaess-/Zutatengruppe	G407-E3976	G407-E3979	3979	G407-E3980	READ	0	G407-E3980	READ	G407-E3980	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A045	G457-A045	P1009-S602	f88v::zweite Gefaess-/Zutatengruppe	G407-E4001	G407-E4004	4004	G407-E4005	READ	0	G407-E4005	READ	G407-E4006	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A046	G457-A046	P1009-S605	f88v::zweite Gefaess-/Zutatengruppe	G407-E4027	G407-E4030	4030	G407-E4031	READ	0	G407-E4031	READ	G407-E4032	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A047	G457-A047	P1009-S610	f89r::Gefäß-/Pflanzenteilgruppe A	G407-E4072	G407-E4075	4075	G407-E4076	READ	0	G407-E4076	READ	G407-E4076	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A048	G457-A048	P1009-S612	f89r::Gefäß-/Pflanzenteilgruppe B	G407-E4124	G407-E4127	4127	G407-E4128	READ	0	G407-E4128	READ	G407-E4129	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A049	G457-A049	P1009-S614	f89r::Gefäß-/Pflanzenteilgruppe C	G407-E4150	G407-E4153	4153	G407-E4154	READ	0	G407-E4154	READ	G407-E4154	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G457-L04-G457-A050	G457-A050	P1009-S617	f89r::Gefäß-/Pflanzenteilgruppe D	G407-E4200	G407-E4203	4203	G407-E4204	READ	0	G407-E4204	READ	G407-E4205	2	STATE_PARITY_BEFORE_NEXT_ISLAND
