anchor_id	statement_id	physical_page	register	owner_de	state_bank_id	statement_event_count	eligible_window_count	selected_window_offset	window_start_position	first_event_id	last_event_id	window_event_ids	window_source_recipes
G457-A042	P1009-S595	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v::erste Gefaess-/Zutatengruppe	20	5	2	3	G407-E3932	G407-E3947	G407-E3932|G407-E3933|G407-E3934|G407-E3935|G407-E3936|G407-E3937|G407-E3938|G407-E3939|G407-E3940|G407-E3941|G407-E3942|G407-E3943|G407-E3944|G407-E3945|G407-E3946|G407-E3947	CH+E+O+R|R+O+SH+CH+K+Y|S+OR+SH+Y|AIIN|CH+E+O+K+AL|S+AL+D_ADDR+AIIN|D_ADDR+SH+OR|SH+OR|OK+E+O+D_ADDR+Y|OK+E+O|L+Y|CH+K+E+OR|OK+EE+Y|AIIN|OK+E+O+AM_ADDR|CARRIER_Q+O+AIIN
G457-A043	P1009-S596	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v::erste Gefaess-/Zutatengruppe	19	2	0	3	G407-E3952	G407-E3967	G407-E3952|G407-E3953|G407-E3954|G407-E3955|G407-E3956|G407-E3957|G407-E3958|G407-E3959|G407-E3960|G407-E3961|G407-E3962|G407-E3963|G407-E3964|G407-E3965|G407-E3966|G407-E3967	CH+K+Y|O+EE+Y|K+E+Y|CH+E+O+K+AM_ADDR|HO+EE+Y|K+EE+O+D_ADDR|Y|S|AIIN|CH+O+D_ADDR+Y|OK+E+AR+CH+E+O+L|AR+CH+EE+Y|S+AIR+AL|D_ADDR+AR|CH+E+O+R+OL|CH+K+OL
G457-A044	P1009-S600	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v::zweite Gefaess-/Zutatengruppe	19	4	2	3	G407-E3976	G407-E3991	G407-E3976|G407-E3977|G407-E3978|G407-E3979|G407-E3980|G407-E3981|G407-E3982|G407-E3983|G407-E3984|G407-E3985|G407-E3986|G407-E3987|G407-E3988|G407-E3989|G407-E3990|G407-E3991	Y+SH+E+O+D_ADDR|SH+E+O|SH+E+O+D_ADDR+Y|OK+E+O+D_ADDR+Y|OK+Y|SH+EE+S_ADDR|CH+E+O+Y|OK+E+O+D_ADDR+Y|AL|OK+EE+Y|OK+E+O+D_ADDR+Y|CH+OR|OT+E+O+Y|CARRIER_Q+O+CH+K+OL|OK+OL|CH+EE+D_ADDR+Y
G457-A045	P1009-S602	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v::zweite Gefaess-/Zutatengruppe	18	3	2	3	G407-E4001	G407-E4016	G407-E4001|G407-E4002|G407-E4003|G407-E4004|G407-E4005|G407-E4006|G407-E4007|G407-E4008|G407-E4009|G407-E4010|G407-E4011|G407-E4012|G407-E4013|G407-E4014|G407-E4015|G407-E4016	O+D_ADDR+AIIN|SH+E+O|OL|OK+EE+Y|OL+AIIN|CH+E+O+Y|CH+O+CH+T+E+Y|OT+E+O+Y|Y|S+OK+E+O+D_ADDR+AIIN|CH+E+O+Y|OT+E+OL|CH+E+O+CH+K+Y|CH+O+D_ADDR+Y|T+O+AIR+Y|OT+EE+O+DY
G457-A046	P1009-S605	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v::zweite Gefaess-/Zutatengruppe	17	2	0	1	G407-E4027	G407-E4042	G407-E4027|G407-E4028|G407-E4029|G407-E4030|G407-E4031|G407-E4032|G407-E4033|G407-E4034|G407-E4035|G407-E4036|G407-E4037|G407-E4038|G407-E4039|G407-E4040|G407-E4041|G407-E4042	OT+E+O|L+CHD+Y|OK+E+O|R|AIN|T+OL|K+EE+O+D_ADDR+AIIN|OK+Y|SH+E+OL|AIIN|SH+EE+S_ADDR|AIIN|OK+AR|DA+IIN+M_LOCAL+D_ADDR|AIIN|SH+E+OR
G457-A047	P1009-S610	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe A	f89r::Gefäß-/Pflanzenteilgruppe A	36	21	0	1	G407-E4072	G407-E4087	G407-E4072|G407-E4073|G407-E4074|G407-E4075|G407-E4076|G407-E4077|G407-E4078|G407-E4079|G407-E4080|G407-E4081|G407-E4082|G407-E4083|G407-E4084|G407-E4085|G407-E4086|G407-E4087	O+CH+T+Y|HO+CH+K+Y|AL|CHD+Y|OK+E+O+D_ADDR+Y|AL+AIIN|CH+O+D_ADDR+AIIN|AL|OK+E+OL|OL|CARRIER_Q+O+AIIN|OL|CH+E+O+Y|OK+E+Y|AIIN|CH+T+E+O+Y
G457-A048	P1009-S612	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe B	f89r::Gefäß-/Pflanzenteilgruppe B	19	4	2	3	G407-E4124	G407-E4139	G407-E4124|G407-E4125|G407-E4126|G407-E4127|G407-E4128|G407-E4129|G407-E4130|G407-E4131|G407-E4132|G407-E4133|G407-E4134|G407-E4135|G407-E4136|G407-E4137|G407-E4138|G407-E4139	CH+E+O+S|AIIN|Y|CARRIER_Q+E+AIIN|Y+L|S+EE+Y|OT+E+Y|OK+EE+OL|AIIN|E+Y|AIIN|DA+AM_ADDR|AL+S|AL|AL|CH+E+O+Y
G457-A049	P1009-S614	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe C	f89r::Gefäß-/Pflanzenteilgruppe C	44	29	7	8	G407-E4150	G407-E4165	G407-E4150|G407-E4151|G407-E4152|G407-E4153|G407-E4154|G407-E4155|G407-E4156|G407-E4157|G407-E4158|G407-E4159|G407-E4160|G407-E4161|G407-E4162|G407-E4163|G407-E4164|G407-E4165	Y+DA+AM_ADDR|AL+Y|A_ADDR+LOCAL_CHAR_I+M_LOCAL|CH+E+O+AM_ADDR|CARRIER_Q+O+A_ADDR+Y|AIR|CH+E+O+Y|L+AIN|AL|HO+M_LOCAL|CH+AIIN|T+AIIN|DA+AM_ADDR|SH+O+E+T+Y|AL|OK+Y
G457-A050	P1009-S617	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe D	f89r::Gefäß-/Pflanzenteilgruppe D	33	18	8	9	G407-E4200	G407-E4215	G407-E4200|G407-E4201|G407-E4202|G407-E4203|G407-E4204|G407-E4205|G407-E4206|G407-E4207|G407-E4208|G407-E4209|G407-E4210|G407-E4211|G407-E4212|G407-E4213|G407-E4214|G407-E4215	CH+AL+Y|A_ADDR+LOCAL_CHAR_I+M_LOCAL|CH+O+S|AIIN|CH+E+O+AL|AIIN|Y|CHD+AIN|D_ADDR+OL+CH+S+Y+CH+K+E+OL|AIIN|CH+O+D_ADDR+Y|CH+EE+D_ADDR+Y|T+CH+O+D_ADDR+OL|CH+OR|OL+Y|CH+O+S
G457-A051	P1009-S620	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	f89r::Gefäß-/Pflanzenteilgruppe E	28	2	0	12	G407-E4244	G407-E4259	G407-E4244|G407-E4245|G407-E4246|G407-E4247|G407-E4248|G407-E4249|G407-E4250|G407-E4251|G407-E4252|G407-E4253|G407-E4254|G407-E4255|G407-E4256|G407-E4257|G407-E4258|G407-E4259	L+K+E+O+P+OL|O+EE+OR|OR|AIIN|OL+K+E+Y|OK+E+OL|OK+E+Y|OK+EE+OL|CARRIER_Q+O+OR|OL|CH+OR|CH+K+E+Y|OL|AIIN|OL|CH+E+O+L
G457-A052	P1009-S622	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	f89r::Gefäß-/Pflanzenteilgruppe E	31	16	2	3	G407-E4264	G407-E4279	G407-E4264|G407-E4265|G407-E4266|G407-E4267|G407-E4268|G407-E4269|G407-E4270|G407-E4271|G407-E4272|G407-E4273|G407-E4274|G407-E4275|G407-E4276|G407-E4277|G407-E4278|G407-E4279	T+O+S|OL|CH+OR|Y+D_ADDR+AIIN|Y|S|O+IIN|CH+K+Y|OK+E+OL|OK+E+Y|OK+EE+Y|K+EE+Y|E+K+Y|OK+OL|OK+EE+Y|AL
G457-A053	P1009-S627	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	f89r::Gefäß-/Pflanzenteilgruppe F	82	37	21	38	G407-E4354	G407-E4369	G407-E4354|G407-E4355|G407-E4356|G407-E4357|G407-E4358|G407-E4359|G407-E4360|G407-E4361|G407-E4362|G407-E4363|G407-E4364|G407-E4365|G407-E4366|G407-E4367|G407-E4368|G407-E4369	S+CH+E+O+R|Y|OR+Y|D_ADDR+OL|CH+E+O+R|SH+EE+Y|K+EE+Y|OK+EE+Y|AIIN|CH+E+AR|OK+EE+Y|K+EE+O+K+E+CH+Y|CH+T+E+Y|AIIN|Y|OK+OL
G457-A054	G404-S063	f95v	HERBAL	F95V_WHOLE_PLANT	f95v::F95V_WHOLE_PLANT	18	3	1	2	G407-E4411	G407-E4426	G407-E4411|G407-E4412|G407-E4413|G407-E4414|G407-E4415|G407-E4416|G407-E4417|G407-E4418|G407-E4419|G407-E4420|G407-E4421|G407-E4422|G407-E4423|G407-E4424|G407-E4425|G407-E4426	AL+OR|CHD+Y+T+Y|OL+OR|OK+A_ADDR+Y|CH+O+D_ADDR+Y|OT+AIIN|Y|K+A_ADDR+LOCAL_CHAR_I+P+Y|AR+CH+Y+T+AIIN|SH+E+K+O+IIN|OK+AR|OR|AIIN|CH+K+Y|OK+AL|OT+AIN
G457-A055	G404-S065	f95v	HERBAL	F95V_WHOLE_PLANT	f95v::F95V_WHOLE_PLANT	21	6	0	1	G407-E4433	G407-E4448	G407-E4433|G407-E4434|G407-E4435|G407-E4436|G407-E4437|G407-E4438|G407-E4439|G407-E4440|G407-E4441|G407-E4442|G407-E4443|G407-E4444|G407-E4445|G407-E4446|G407-E4447|G407-E4448	AIN|AL+K+AIN|OK+AIIN|S|T+AR|LOCAL_CHAR_F+CH+EE+Y|SH+O+S|AIIN|OK+AR|OL+K+AIIN|OT+AL+AIN|OK+AIIN|AR|AIN|Y+K+AL+Y|CH+AL+S
