event_serial	statement_id	record_unit_id	page	assigned_renderer	workshop_hand	master_card_id	semantic_atoms	actual_visible_surface	profile_preferred_surface	surface_match	learning_mode	revised_renderer_status
146	B1-S014	B1	f81v	R-D	KURZHAND	MC134	OL	qolky	qolky	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
147	B1-S014	B1	f81v	R-D	KURZHAND	MC051	L+CHD+AL	lchedal	lchedal	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
148	B1-S014	B1	f81v	R-D	KURZHAND	MC153	OL	qol	ol	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	COPY_MASTER_EXEMPLAR_OVERRIDE
149	B1-S014	B1	f81v	R-D	KURZHAND	MC121	OT+AR	otar	otar	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
150	B1-S015	B1	f81v	R-D	KURZHAND	MC109	Y+E+TY	ytey	ytey	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
151	B1-S015	B1	f81v	R-D	KURZHAND	MC005	OK+CHD+CLOSE	okchedy	okchedy	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
152	B1-S016	B1	f81v	R-D	KURZHAND	MC040	OK+AL	qokal	okal	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	COPY_MASTER_EXEMPLAR_OVERRIDE
153	B1-S016	B1	f81v	R-D	KURZHAND	MC002	OK+EE+Y	okeey	okeey	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
154	B1-S016	B1	f81v	R-D	KURZHAND	MC153	OL	qol	ol	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	COPY_MASTER_EXEMPLAR_OVERRIDE
155	B1-S016	B1	f81v	R-D	KURZHAND	MC128	SHED+E+CLOSE	cheedy	tedy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_RECURRENT_SECTION_CARD	SECONDARY_REPERTOIRE_MATCH
156	B1-S017	B1	f81v	R-D	KURZHAND	MC154	AL	sal	al	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	COPY_MASTER_EXEMPLAR_OVERRIDE
157	B1-S017	B1	f81v	R-D	KURZHAND	MC106	E+OL	teol	teol	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
158	B1-S017	B1	f81v	R-D	KURZHAND	MC139	CHD+CLOSE	dchdy	dchdy	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
159	B1-S018	B1	f81v	R-D	KURZHAND	MC118	L+Y	ly	ly	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
160	B1-S018	B1	f81v	R-D	KURZHAND	MC076	SH+E+OL	dsheol	dsheol	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
161	B1-S018	B1	f81v	R-D	KURZHAND	MC033	IIN	oiiin	oiiin	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
162	B1-S018	B1	f81v	R-D	KURZHAND	MC045	SOLK+EE+CLOSE	olkeedy	olkeedy	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
163	B1-S019	B1	f81v	R-D	KURZHAND	MC128	SHED+E+CLOSE	tedy	tedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
164	B1-S020	B1	f81v	R-D	KURZHAND	MC147	CHK+E+Y	cheky	cheky	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
165	B1-S020	B1	f81v	R-D	KURZHAND	MC143	CKHE+CLOSE	shckhedy	shckhedy	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
166	B1-S021	B1	f81v	R-D	KURZHAND	MC154	AL	chal	al	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	SECONDARY_REPERTOIRE_MATCH
167	B2-S001	B2	f82r	R-B	Q-EINTRITTSHAND	MC025	CHD+CLOSE	dchedy	dchedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
168	B2-S002	B2	f82r	R-B	Q-EINTRITTSHAND	MC028	OL+CHD+CLOSE	qolchedy	qolchedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
169	B2-S003	B2	f82r	R-B	Q-EINTRITTSHAND	MC017	OK+AIN	qokain	qokain	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
170	B2-S003	B2	f82r	R-B	Q-EINTRITTSHAND	MC123	Y	dy	chey	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	SECONDARY_REPERTOIRE_MATCH
171	B2-S003	B2	f82r	R-B	Q-EINTRITTSHAND	MC082	OK+EE+CLOSE	qokeedy	qokeedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
172	B2-S004	B2	f82r	R-B	Q-EINTRITTSHAND	MC040	OK+AL	qokal	qokal	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
173	B2-S004	B2	f82r	R-B	Q-EINTRITTSHAND	MC168	L+CKH+Y	lcheckhy	lcheckhy	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
174	B2-S004	B2	f82r	R-B	Q-EINTRITTSHAND	MC127	L+CHD	lched	lched	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
175	B2-S004	B2	f82r	R-B	Q-EINTRITTSHAND	MC002	OK+EE+Y	qokeey	qokeey	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
176	B2-S004	B2	f82r	R-B	Q-EINTRITTSHAND	MC133	L+CKHE+CLOSE	lcheckhedy	lcheckhedy	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
177	B2-S005	B2	f82r	R-B	Q-EINTRITTSHAND	MC054	OK+AL+Y	qokaly	qokaly	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
178	B2-S005	B2	f82r	R-B	Q-EINTRITTSHAND	MC036	SOLK+AIIN	solkaiin	solkaiin	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
179	B2-S005	B2	f82r	R-B	Q-EINTRITTSHAND	MC035	CKH+Y	chckhy	chckhy	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
180	B2-S005	B2	f82r	R-B	Q-EINTRITTSHAND	MC120	OK+AIIN	qokaiin	qokaiin	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
181	B2-S005	B2	f82r	R-B	Q-EINTRITTSHAND	MC120	OK+AIIN	qokaiin	qokaiin	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
182	B2-S005	B2	f82r	R-B	Q-EINTRITTSHAND	MC112	CTH+OL	octheol	octheol	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
183	B2-S005	B2	f82r	R-B	Q-EINTRITTSHAND	MC166	CHK+EE+Y	chkeey	chkeey	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
184	B2-S005	B2	f82r	R-B	Q-EINTRITTSHAND	MC004	L+CLOSE	ldy	ldy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
185	B2-S006	B2	f82r	R-B	Q-EINTRITTSHAND	MC063	OT+EE+Y	oteey	oteey	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
186	B2-S006	B2	f82r	R-B	Q-EINTRITTSHAND	MC040	OK+AL	qokal	qokal	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
187	B2-S006	B2	f82r	R-B	Q-EINTRITTSHAND	MC132	CKH+E+Y	sheckhy	sheckhy	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
188	B2-S006	B2	f82r	R-B	Q-EINTRITTSHAND	MC026	OK+Y	qoky	qoky	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
189	B2-S007	B2	f82r	R-B	Q-EINTRITTSHAND	MC138	SHED+E+CLOSE	dshedy	dshedy	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
190	B2-S008	B2	f82r	R-B	Q-EINTRITTSHAND	MC060	OT+AIIN	sotaiin	otaiin	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_RECURRENT_SECTION_CARD	COPY_MASTER_EXEMPLAR_OVERRIDE
191	B2-S008	B2	f82r	R-B	Q-EINTRITTSHAND	MC044	OK+AR	qokar	qokar	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
192	B2-S008	B2	f82r	R-B	Q-EINTRITTSHAND	MC128	SHED+E+CLOSE	shedy	cheedy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_RECURRENT_SECTION_CARD	COPY_MASTER_EXEMPLAR_OVERRIDE
193	B2-S009	B2	f82r	R-B	Q-EINTRITTSHAND	MC149	OL+SHED+CLOSE	solshedy	solshedy	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
194	B2-S010	B2	f82r	R-B	Q-EINTRITTSHAND	MC002	OK+EE+Y	qokeey	qokeey	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
195	B2-S010	B2	f82r	R-B	Q-EINTRITTSHAND	MC026	OK+Y	qoky	qoky	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
196	B2-S010	B2	f82r	R-B	Q-EINTRITTSHAND	MC065	L	ls	ls	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
197	B2-S010	B2	f82r	R-B	Q-EINTRITTSHAND	MC119	CHEEY	cheey	cheey	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
198	B2-S011	B2	f82r	R-B	Q-EINTRITTSHAND	MC017	OK+AIN	okain	qokain	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_RECURRENT_SECTION_CARD	COPY_MASTER_EXEMPLAR_OVERRIDE
199	B2-S011	B2	f82r	R-B	Q-EINTRITTSHAND	MC055	AR	char	char	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
200	B2-S011	B2	f82r	R-B	Q-EINTRITTSHAND	MC017	OK+AIN	okain	qokain	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_RECURRENT_SECTION_CARD	COPY_MASTER_EXEMPLAR_OVERRIDE
201	B2-S011	B2	f82r	R-B	Q-EINTRITTSHAND	MC082	OK+EE+CLOSE	qokeedy	qokeedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
202	B2-S012	B2	f82r	R-B	Q-EINTRITTSHAND	MC008	L+Y	lchy	lchy	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
203	B2-S012	B2	f82r	R-B	Q-EINTRITTSHAND	MC119	CHEEY	cheey	cheey	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
204	B2-S012	B2	f82r	R-B	Q-EINTRITTSHAND	MC073	CTH+E+Y	qcthey	qcthey	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
205	B2-S012	B2	f82r	R-B	Q-EINTRITTSHAND	MC002	OK+EE+Y	qokeey	qokeey	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
206	B2-S012	B2	f82r	R-B	Q-EINTRITTSHAND	MC066	L+CHEEY	lcheey	lcheey	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
207	B2-S012	B2	f82r	R-B	Q-EINTRITTSHAND	MC039	AIIN	daiin	aiin	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	SECONDARY_REPERTOIRE_MATCH
208	B2-S012	B2	f82r	R-B	Q-EINTRITTSHAND	MC123	Y	chey	chey	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
209	B2-S012	B2	f82r	R-B	Q-EINTRITTSHAND	MC140	OK+EEE+CLOSE	qokeeedy	qokeeedy	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
210	B2-S013	B2	f82r	R-B	Q-EINTRITTSHAND	MC155	L+CHD+CLOSE	lchedy	lchedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
211	B2-S014	B2	f82r	R-B	Q-EINTRITTSHAND	MC029	L+AR	lar	lar	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
212	B2-S015	B2	f82r	R-B	Q-EINTRITTSHAND	MC141	CHEEY	tshey	tshey	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
213	B2-S015	B2	f82r	R-B	Q-EINTRITTSHAND	MC082	OK+EE+CLOSE	qokeedy	qokeedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
214	B2-S016	B2	f82r	R-B	Q-EINTRITTSHAND	MC154	AL	cheal	al	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	COPY_MASTER_EXEMPLAR_OVERRIDE
215	B2-S016	B2	f82r	R-B	Q-EINTRITTSHAND	MC011	L+CHD+AR	lchedar	lchedar	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
216	B2-S016	B2	f82r	R-B	Q-EINTRITTSHAND	MC152	PARTITION	ches	ches	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
217	B2-S016	B2	f82r	R-B	Q-EINTRITTSHAND	MC039	AIIN	aiin	aiin	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
218	B2-S016	B2	f82r	R-B	Q-EINTRITTSHAND	MC063	OT+EE+Y	oteey	oteey	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
219	B2-S016	B2	f82r	R-B	Q-EINTRITTSHAND	MC120	OK+AIIN	qokaiin	qokaiin	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
220	B2-S016	B2	f82r	R-B	Q-EINTRITTSHAND	MC007	OK+E+Y	okey	qokey	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	COPY_SINGLETON_FROM_MASTER	COPY_MASTER_EXEMPLAR_OVERRIDE
221	B2-S016	B2	f82r	R-B	Q-EINTRITTSHAND	MC070	P+CHD+CLOSE	pchedy	pchedy	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
222	B2-S017	B2	f82r	R-B	Q-EINTRITTSHAND	MC102	SH+E+AL	rsheal	rsheal	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
223	B2-S017	B2	f82r	R-B	Q-EINTRITTSHAND	MC079	AL+CLOSE	daldy	daldy	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
224	B2-S018	B2	f82r	R-B	Q-EINTRITTSHAND	MC082	OK+EE+CLOSE	qokeedy	qokeedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
225	B2-S019	B2	f82r	R-B	Q-EINTRITTSHAND	MC084	WASH+CLOSE	rshedy	rshedy	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
226	B2-S020	B2	f82r	R-B	Q-EINTRITTSHAND	MC173	OT+EE+CLOSE	qoteedy	qoteedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
227	B2-S021	B2	f82r	R-B	Q-EINTRITTSHAND	MC082	OK+EE+CLOSE	qokeedy	qokeedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
228	B2-S022	B2	f82r	R-B	Q-EINTRITTSHAND	MC167	L+CHD+CLOSE	lochedy	lochedy	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
229	B3-S001	B3	f83r	R-B	Q-EINTRITTSHAND	MC045	SOLK+EE+CLOSE	olkeedy	olkeedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
230	B3-S002	B3	f83r	R-B	Q-EINTRITTSHAND	MC093	OT+AL	qotal	qotal	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
231	B3-S002	B3	f83r	R-B	Q-EINTRITTSHAND	MC110	CHK+EE+CLOSE	chkeedy	chkeedy	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
232	B3-S003	B3	f83r	R-B	Q-EINTRITTSHAND	MC123	Y	chey	chey	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
233	B3-S003	B3	f83r	R-B	Q-EINTRITTSHAND	MC039	AIIN	daiin	aiin	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	SECONDARY_REPERTOIRE_MATCH
234	B3-S003	B3	f83r	R-B	Q-EINTRITTSHAND	MC123	Y	chey	chey	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
235	B3-S003	B3	f83r	R-B	Q-EINTRITTSHAND	MC155	L+CHD+CLOSE	lchedy	lchedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
236	B3-S004	B3	f83r	R-B	Q-EINTRITTSHAND	MC120	OK+AIIN	qokaiin	qokaiin	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
237	B3-S004	B3	f83r	R-B	Q-EINTRITTSHAND	MC093	OT+AL	qotal	qotal	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
238	B3-S004	B3	f83r	R-B	Q-EINTRITTSHAND	MC055	AR	dar	char	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	SECONDARY_REPERTOIRE_MATCH
239	B3-S005	B3	f83r	R-B	Q-EINTRITTSHAND	MC025	CHD+CLOSE	schedy	dchedy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_RECURRENT_SECTION_CARD	COPY_MASTER_EXEMPLAR_OVERRIDE
240	B3-S006	B3	f83r	R-B	Q-EINTRITTSHAND	MC064	CHD+Y	chedchy	chedchy	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
241	B3-S006	B3	f83r	R-B	Q-EINTRITTSHAND	MC040	OK+AL	qokal	qokal	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
242	B3-S006	B3	f83r	R-B	Q-EINTRITTSHAND	MC028	OL+CHD+CLOSE	olchedy	qolchedy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_RECURRENT_SECTION_CARD	COPY_MASTER_EXEMPLAR_OVERRIDE
243	B3-S007	B3	f83r	R-B	Q-EINTRITTSHAND	MC120	OK+AIIN	qokaiin	qokaiin	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
244	B3-S007	B3	f83r	R-B	Q-EINTRITTSHAND	MC074	CHD+Y	chedy	chdy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	COPY_MASTER_EXEMPLAR_OVERRIDE
245	B3-S007	B3	f83r	R-B	Q-EINTRITTSHAND	MC082	OK+EE+CLOSE	qokeedy	qokeedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
246	B3-S008	B3	f83r	R-B	Q-EINTRITTSHAND	MC155	L+CHD+CLOSE	lchedy	lchedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
247	B3-S009	B3	f83r	R-B	Q-EINTRITTSHAND	MC026	OK+Y	qoky	qoky	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
248	B3-S010	B3	f83r	R-B	Q-EINTRITTSHAND	MC126	P+CHD+AL	pchedal	pchedal	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
249	B3-S010	B3	f83r	R-B	Q-EINTRITTSHAND	MC135	OT+E+CLOSE	otedy	otedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
250	B3-S011	B3	f83r	R-B	Q-EINTRITTSHAND	MC043	CTH+CHD+Y	shecthedchy	shecthedchy	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
251	B3-S011	B3	f83r	R-B	Q-EINTRITTSHAND	MC026	OK+Y	qoky	qoky	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
252	B3-S011	B3	f83r	R-B	Q-EINTRITTSHAND	MC074	CHD+Y	chedy	chdy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	COPY_MASTER_EXEMPLAR_OVERRIDE
253	B3-S011	B3	f83r	R-B	Q-EINTRITTSHAND	MC009	AR+Y	chary	chary	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
254	B3-S012	B3	f83r	R-B	Q-EINTRITTSHAND	MC080	OR	sor	chor	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	COPY_MASTER_EXEMPLAR_OVERRIDE
255	B3-S012	B3	f83r	R-B	Q-EINTRITTSHAND	MC128	SHED+E+CLOSE	shedy	cheedy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_RECURRENT_SECTION_CARD	COPY_MASTER_EXEMPLAR_OVERRIDE
256	B3-S013	B3	f83r	R-B	Q-EINTRITTSHAND	MC120	OK+AIIN	qokaiin	qokaiin	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
257	B3-S013	B3	f83r	R-B	Q-EINTRITTSHAND	MC105	AIN	chkain	chkain	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
258	B3-S013	B3	f83r	R-B	Q-EINTRITTSHAND	MC073	CTH+E+Y	shcthey	qcthey	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_RECURRENT_SECTION_CARD	COPY_MASTER_EXEMPLAR_OVERRIDE
259	B3-S013	B3	f83r	R-B	Q-EINTRITTSHAND	MC083	OK+E+CLOSE	qokedy	qokedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
260	B3-S014	B3	f83r	R-B	Q-EINTRITTSHAND	MC081	OK+AIR	okair	okair	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
261	B3-S014	B3	f83r	R-B	Q-EINTRITTSHAND	MC003	SHED+EE+CLOSE	sheedy	sheedy	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
262	B3-S015	B3	f83r	R-B	Q-EINTRITTSHAND	MC155	L+CHD+CLOSE	lchedy	lchedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
263	B3-S016	B3	f83r	R-B	Q-EINTRITTSHAND	MC030	L	lo	lo	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
264	B3-S016	B3	f83r	R-B	Q-EINTRITTSHAND	MC005	OK+CHD+CLOSE	qokchedy	qokchedy	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
265	B3-S017	B3	f83r	R-B	Q-EINTRITTSHAND	MC082	OK+EE+CLOSE	qokeedy	qokeedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
266	B3-S018	B3	f83r	R-B	Q-EINTRITTSHAND	MC128	SHED+E+CLOSE	shedy	cheedy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_RECURRENT_SECTION_CARD	COPY_MASTER_EXEMPLAR_OVERRIDE
267	B3-S019	B3	f83r	R-B	Q-EINTRITTSHAND	MC151	OK+SHED+CLOSE	qokshedy	qokshedy	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
268	B3-S020	B3	f83r	R-B	Q-EINTRITTSHAND	MC154	AL	dal	al	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	SECONDARY_REPERTOIRE_MATCH
269	B3-S020	B3	f83r	R-B	Q-EINTRITTSHAND	MC155	L+CHD+CLOSE	lchedy	lchedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
270	B3-S021	B3	f83r	R-B	Q-EINTRITTSHAND	MC120	OK+AIIN	qokaiin	qokaiin	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
271	B3-S021	B3	f83r	R-B	Q-EINTRITTSHAND	MC161	CTH+Y	shcthy	checthy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	COPY_MASTER_EXEMPLAR_OVERRIDE
272	B3-S021	B3	f83r	R-B	Q-EINTRITTSHAND	MC154	AL	dal	al	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	SECONDARY_REPERTOIRE_MATCH
273	B3-S021	B3	f83r	R-B	Q-EINTRITTSHAND	MC123	Y	sy	chey	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	COPY_MASTER_EXEMPLAR_OVERRIDE
274	B3-S021	B3	f83r	R-B	Q-EINTRITTSHAND	MC039	AIIN	saiin	aiin	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	COPY_MASTER_EXEMPLAR_OVERRIDE
275	B3-S021	B3	f83r	R-B	Q-EINTRITTSHAND	MC113	SHED+AL	shedal	shedal	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
276	B3-S021	B3	f83r	R-B	Q-EINTRITTSHAND	MC137	CTH+E+Y	shecthy	shecthy	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
277	B3-S021	B3	f83r	R-B	Q-EINTRITTSHAND	MC123	Y	chey	chey	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
278	B3-S021	B3	f83r	R-B	Q-EINTRITTSHAND	MC154	AL	tal	al	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	COPY_MASTER_EXEMPLAR_OVERRIDE
279	B3-S021	B3	f83r	R-B	Q-EINTRITTSHAND	MC161	CTH+Y	shcthy	checthy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	COPY_MASTER_EXEMPLAR_OVERRIDE
280	B3-S021	B3	f83r	R-B	Q-EINTRITTSHAND	MC031	AL+CHD+CLOSE	dalchdy	dalchdy	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
281	B3-S022	B3	f83r	R-B	Q-EINTRITTSHAND	MC057	OT+CHD+CLOSE	qotchedy	qotchedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
282	B3-S023	B3	f83r	R-B	Q-EINTRITTSHAND	MC155	L+CHD+CLOSE	lchedy	lchedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
283	B3-S024	B3	f83r	R-B	Q-EINTRITTSHAND	MC025	CHD+CLOSE	tchedy	dchedy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_RECURRENT_SECTION_CARD	COPY_MASTER_EXEMPLAR_OVERRIDE
