case	edition	page	leaf	bundle	writer	paragraphs	observed_heads	source_ids	status	reason	candidate_codes	cuts	rejected_cuts	duplicate_positions
86	ZL3b	f106v	106	43	STAGE_SUFFIX	f106v|f106v.20-f106v.21;f106v|f106v.22-f106v.25;f106v|f106v.26-f106v.27;f106v|f106v.28-f106v.31;f106v|f106v.32-f106v.33;f106v|f106v.34-f106v.36;f106v|f106v.37-f106v.39;f106v|f106v.40-f106v.41;f106v|f106v.42-f106v.47	polchs tshod tar psheody polos pchodaiin pyoaly ko py	ZL3b|f106v.20|G001;ZL3b|f106v.22|G001;ZL3b|f106v.26|G001;ZL3b|f106v.28|G001;ZL3b|f106v.32|G001;ZL3b|f106v.34|G001;ZL3b|f106v.37|G001;ZL3b|f106v.40|G001;ZL3b|f106v.42|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
87	ZL3b	f107r	107	44	STAGE_PREFIX	f107r|f107r.1-f107r.3;f107r|f107r.4-f107r.7;f107r|f107r.8-f107r.12;f107r|f107r.13-f107r.17;f107r|f107r.18-f107r.20;f107r|f107r.21-f107r.23;f107r|f107r.24-f107r.26;f107r|f107r.27-f107r.29;f107r|f107r.30-f107r.33	pchdlar teeody torshor polchls poalosy taror pal pydar pair	ZL3b|f107r.1|G001;ZL3b|f107r.4|G001;ZL3b|f107r.8|G001;ZL3b|f107r.13|G001;ZL3b|f107r.18|G001;ZL3b|f107r.21|G001;ZL3b|f107r.24|G001;ZL3b|f107r.27|G001;ZL3b|f107r.30|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
88	ZL3b	f107r	107	44	STAGE_SUFFIX	f107r|f107r.1-f107r.3;f107r|f107r.4-f107r.7;f107r|f107r.8-f107r.12;f107r|f107r.13-f107r.17;f107r|f107r.18-f107r.20;f107r|f107r.21-f107r.23;f107r|f107r.24-f107r.26;f107r|f107r.27-f107r.29;f107r|f107r.30-f107r.33	pchdlar teeody torshor polchls poalosy taror pal pydar pair	ZL3b|f107r.1|G001;ZL3b|f107r.4|G001;ZL3b|f107r.8|G001;ZL3b|f107r.13|G001;ZL3b|f107r.18|G001;ZL3b|f107r.21|G001;ZL3b|f107r.24|G001;ZL3b|f107r.27|G001;ZL3b|f107r.30|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
89	ZL3b	f107r	107	45	STAGE_PREFIX	f107r|f107r.4-f107r.7;f107r|f107r.8-f107r.12;f107r|f107r.13-f107r.17;f107r|f107r.18-f107r.20;f107r|f107r.21-f107r.23;f107r|f107r.24-f107r.26;f107r|f107r.27-f107r.29;f107r|f107r.30-f107r.33;f107r|f107r.34-f107r.37	teeody torshor polchls poalosy taror pal pydar pair pairar	ZL3b|f107r.4|G001;ZL3b|f107r.8|G001;ZL3b|f107r.13|G001;ZL3b|f107r.18|G001;ZL3b|f107r.21|G001;ZL3b|f107r.24|G001;ZL3b|f107r.27|G001;ZL3b|f107r.30|G001;ZL3b|f107r.34|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
90	ZL3b	f107r	107	45	STAGE_SUFFIX	f107r|f107r.4-f107r.7;f107r|f107r.8-f107r.12;f107r|f107r.13-f107r.17;f107r|f107r.18-f107r.20;f107r|f107r.21-f107r.23;f107r|f107r.24-f107r.26;f107r|f107r.27-f107r.29;f107r|f107r.30-f107r.33;f107r|f107r.34-f107r.37	teeody torshor polchls poalosy taror pal pydar pair pairar	ZL3b|f107r.4|G001;ZL3b|f107r.8|G001;ZL3b|f107r.13|G001;ZL3b|f107r.18|G001;ZL3b|f107r.21|G001;ZL3b|f107r.24|G001;ZL3b|f107r.27|G001;ZL3b|f107r.30|G001;ZL3b|f107r.34|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
91	ZL3b	f107r	107	46	STAGE_PREFIX	f107r|f107r.8-f107r.12;f107r|f107r.13-f107r.17;f107r|f107r.18-f107r.20;f107r|f107r.21-f107r.23;f107r|f107r.24-f107r.26;f107r|f107r.27-f107r.29;f107r|f107r.30-f107r.33;f107r|f107r.34-f107r.37;f107r|f107r.38-f107r.41	torshor polchls poalosy taror pal pydar pair pairar poaral	ZL3b|f107r.8|G001;ZL3b|f107r.13|G001;ZL3b|f107r.18|G001;ZL3b|f107r.21|G001;ZL3b|f107r.24|G001;ZL3b|f107r.27|G001;ZL3b|f107r.30|G001;ZL3b|f107r.34|G001;ZL3b|f107r.38|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
92	ZL3b	f107r	107	46	STAGE_SUFFIX	f107r|f107r.8-f107r.12;f107r|f107r.13-f107r.17;f107r|f107r.18-f107r.20;f107r|f107r.21-f107r.23;f107r|f107r.24-f107r.26;f107r|f107r.27-f107r.29;f107r|f107r.30-f107r.33;f107r|f107r.34-f107r.37;f107r|f107r.38-f107r.41	torshor polchls poalosy taror pal pydar pair pairar poaral	ZL3b|f107r.8|G001;ZL3b|f107r.13|G001;ZL3b|f107r.18|G001;ZL3b|f107r.21|G001;ZL3b|f107r.24|G001;ZL3b|f107r.27|G001;ZL3b|f107r.30|G001;ZL3b|f107r.34|G001;ZL3b|f107r.38|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
93	ZL3b	f107r	107	47	STAGE_PREFIX	f107r|f107r.13-f107r.17;f107r|f107r.18-f107r.20;f107r|f107r.21-f107r.23;f107r|f107r.24-f107r.26;f107r|f107r.27-f107r.29;f107r|f107r.30-f107r.33;f107r|f107r.34-f107r.37;f107r|f107r.38-f107r.41;f107r|f107r.42-f107r.44	polchls poalosy taror pal pydar pair pairar poaral pcholky	ZL3b|f107r.13|G001;ZL3b|f107r.18|G001;ZL3b|f107r.21|G001;ZL3b|f107r.24|G001;ZL3b|f107r.27|G001;ZL3b|f107r.30|G001;ZL3b|f107r.34|G001;ZL3b|f107r.38|G001;ZL3b|f107r.42|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
94	ZL3b	f107r	107	47	STAGE_SUFFIX	f107r|f107r.13-f107r.17;f107r|f107r.18-f107r.20;f107r|f107r.21-f107r.23;f107r|f107r.24-f107r.26;f107r|f107r.27-f107r.29;f107r|f107r.30-f107r.33;f107r|f107r.34-f107r.37;f107r|f107r.38-f107r.41;f107r|f107r.42-f107r.44	polchls poalosy taror pal pydar pair pairar poaral pcholky	ZL3b|f107r.13|G001;ZL3b|f107r.18|G001;ZL3b|f107r.21|G001;ZL3b|f107r.24|G001;ZL3b|f107r.27|G001;ZL3b|f107r.30|G001;ZL3b|f107r.34|G001;ZL3b|f107r.38|G001;ZL3b|f107r.42|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
95	ZL3b	f107r	107	48	STAGE_PREFIX	f107r|f107r.18-f107r.20;f107r|f107r.21-f107r.23;f107r|f107r.24-f107r.26;f107r|f107r.27-f107r.29;f107r|f107r.30-f107r.33;f107r|f107r.34-f107r.37;f107r|f107r.38-f107r.41;f107r|f107r.42-f107r.44;f107r|f107r.45-f107r.47	poalosy taror pal pydar pair pairar poaral pcholky podky	ZL3b|f107r.18|G001;ZL3b|f107r.21|G001;ZL3b|f107r.24|G001;ZL3b|f107r.27|G001;ZL3b|f107r.30|G001;ZL3b|f107r.34|G001;ZL3b|f107r.38|G001;ZL3b|f107r.42|G001;ZL3b|f107r.45|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
96	ZL3b	f107r	107	48	STAGE_SUFFIX	f107r|f107r.18-f107r.20;f107r|f107r.21-f107r.23;f107r|f107r.24-f107r.26;f107r|f107r.27-f107r.29;f107r|f107r.30-f107r.33;f107r|f107r.34-f107r.37;f107r|f107r.38-f107r.41;f107r|f107r.42-f107r.44;f107r|f107r.45-f107r.47	poalosy taror pal pydar pair pairar poaral pcholky podky	ZL3b|f107r.18|G001;ZL3b|f107r.21|G001;ZL3b|f107r.24|G001;ZL3b|f107r.27|G001;ZL3b|f107r.30|G001;ZL3b|f107r.34|G001;ZL3b|f107r.38|G001;ZL3b|f107r.42|G001;ZL3b|f107r.45|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
97	ZL3b	f107r	107	49	STAGE_PREFIX	f107r|f107r.21-f107r.23;f107r|f107r.24-f107r.26;f107r|f107r.27-f107r.29;f107r|f107r.30-f107r.33;f107r|f107r.34-f107r.37;f107r|f107r.38-f107r.41;f107r|f107r.42-f107r.44;f107r|f107r.45-f107r.47;f107r|f107r.48-f107r.51	taror pal pydar pair pairar poaral pcholky podky fairal	ZL3b|f107r.21|G001;ZL3b|f107r.24|G001;ZL3b|f107r.27|G001;ZL3b|f107r.30|G001;ZL3b|f107r.34|G001;ZL3b|f107r.38|G001;ZL3b|f107r.42|G001;ZL3b|f107r.45|G001;ZL3b|f107r.48|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
98	ZL3b	f107r	107	49	STAGE_SUFFIX	f107r|f107r.21-f107r.23;f107r|f107r.24-f107r.26;f107r|f107r.27-f107r.29;f107r|f107r.30-f107r.33;f107r|f107r.34-f107r.37;f107r|f107r.38-f107r.41;f107r|f107r.42-f107r.44;f107r|f107r.45-f107r.47;f107r|f107r.48-f107r.51	taror pal pydar pair pairar poaral pcholky podky fairal	ZL3b|f107r.21|G001;ZL3b|f107r.24|G001;ZL3b|f107r.27|G001;ZL3b|f107r.30|G001;ZL3b|f107r.34|G001;ZL3b|f107r.38|G001;ZL3b|f107r.42|G001;ZL3b|f107r.45|G001;ZL3b|f107r.48|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
99	ZL3b	f107v	107	50	STAGE_PREFIX	f107v|f107v.1-f107v.4;f107v|f107v.5-f107v.7;f107v|f107v.8-f107v.10;f107v|f107v.11-f107v.15;f107v|f107v.16-f107v.19;f107v|f107v.20-f107v.22;f107v|f107v.23-f107v.24;f107v|f107v.25-f107v.28;f107v|f107v.29-f107v.31	kaisar tol polcheolkain tshedy parair palar palchar kaolkar tolkeeedy	ZL3b|f107v.1|G001;ZL3b|f107v.5|G001;ZL3b|f107v.8|G001;ZL3b|f107v.11|G001;ZL3b|f107v.16|G001;ZL3b|f107v.20|G001;ZL3b|f107v.23|G001;ZL3b|f107v.25|G001;ZL3b|f107v.29|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
100	ZL3b	f107v	107	50	STAGE_SUFFIX	f107v|f107v.1-f107v.4;f107v|f107v.5-f107v.7;f107v|f107v.8-f107v.10;f107v|f107v.11-f107v.15;f107v|f107v.16-f107v.19;f107v|f107v.20-f107v.22;f107v|f107v.23-f107v.24;f107v|f107v.25-f107v.28;f107v|f107v.29-f107v.31	kaisar tol polcheolkain tshedy parair palar palchar kaolkar tolkeeedy	ZL3b|f107v.1|G001;ZL3b|f107v.5|G001;ZL3b|f107v.8|G001;ZL3b|f107v.11|G001;ZL3b|f107v.16|G001;ZL3b|f107v.20|G001;ZL3b|f107v.23|G001;ZL3b|f107v.25|G001;ZL3b|f107v.29|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
101	ZL3b	f107v	107	51	STAGE_PREFIX	f107v|f107v.5-f107v.7;f107v|f107v.8-f107v.10;f107v|f107v.11-f107v.15;f107v|f107v.16-f107v.19;f107v|f107v.20-f107v.22;f107v|f107v.23-f107v.24;f107v|f107v.25-f107v.28;f107v|f107v.29-f107v.31;f107v|f107v.32-f107v.34	tol polcheolkain tshedy parair palar palchar kaolkar tolkeeedy tay<!gap>	ZL3b|f107v.5|G001;ZL3b|f107v.8|G001;ZL3b|f107v.11|G001;ZL3b|f107v.16|G001;ZL3b|f107v.20|G001;ZL3b|f107v.23|G001;ZL3b|f107v.25|G001;ZL3b|f107v.29|G001;ZL3b|f107v.32|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
102	ZL3b	f107v	107	51	STAGE_SUFFIX	f107v|f107v.5-f107v.7;f107v|f107v.8-f107v.10;f107v|f107v.11-f107v.15;f107v|f107v.16-f107v.19;f107v|f107v.20-f107v.22;f107v|f107v.23-f107v.24;f107v|f107v.25-f107v.28;f107v|f107v.29-f107v.31;f107v|f107v.32-f107v.34	tol polcheolkain tshedy parair palar palchar kaolkar tolkeeedy tay<!gap>	ZL3b|f107v.5|G001;ZL3b|f107v.8|G001;ZL3b|f107v.11|G001;ZL3b|f107v.16|G001;ZL3b|f107v.20|G001;ZL3b|f107v.23|G001;ZL3b|f107v.25|G001;ZL3b|f107v.29|G001;ZL3b|f107v.32|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
103	ZL3b	f107v	107	52	STAGE_PREFIX	f107v|f107v.8-f107v.10;f107v|f107v.11-f107v.15;f107v|f107v.16-f107v.19;f107v|f107v.20-f107v.22;f107v|f107v.23-f107v.24;f107v|f107v.25-f107v.28;f107v|f107v.29-f107v.31;f107v|f107v.32-f107v.34;f107v|f107v.35-f107v.36	polcheolkain tshedy parair palar palchar kaolkar tolkeeedy tay<!gap> polchedy	ZL3b|f107v.8|G001;ZL3b|f107v.11|G001;ZL3b|f107v.16|G001;ZL3b|f107v.20|G001;ZL3b|f107v.23|G001;ZL3b|f107v.25|G001;ZL3b|f107v.29|G001;ZL3b|f107v.32|G001;ZL3b|f107v.35|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
104	ZL3b	f107v	107	52	STAGE_SUFFIX	f107v|f107v.8-f107v.10;f107v|f107v.11-f107v.15;f107v|f107v.16-f107v.19;f107v|f107v.20-f107v.22;f107v|f107v.23-f107v.24;f107v|f107v.25-f107v.28;f107v|f107v.29-f107v.31;f107v|f107v.32-f107v.34;f107v|f107v.35-f107v.36	polcheolkain tshedy parair palar palchar kaolkar tolkeeedy tay<!gap> polchedy	ZL3b|f107v.8|G001;ZL3b|f107v.11|G001;ZL3b|f107v.16|G001;ZL3b|f107v.20|G001;ZL3b|f107v.23|G001;ZL3b|f107v.25|G001;ZL3b|f107v.29|G001;ZL3b|f107v.32|G001;ZL3b|f107v.35|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
105	ZL3b	f107v	107	53	STAGE_PREFIX	f107v|f107v.11-f107v.15;f107v|f107v.16-f107v.19;f107v|f107v.20-f107v.22;f107v|f107v.23-f107v.24;f107v|f107v.25-f107v.28;f107v|f107v.29-f107v.31;f107v|f107v.32-f107v.34;f107v|f107v.35-f107v.36;f107v|f107v.37-f107v.40	tshedy parair palar palchar kaolkar tolkeeedy tay<!gap> polchedy poraiin	ZL3b|f107v.11|G001;ZL3b|f107v.16|G001;ZL3b|f107v.20|G001;ZL3b|f107v.23|G001;ZL3b|f107v.25|G001;ZL3b|f107v.29|G001;ZL3b|f107v.32|G001;ZL3b|f107v.35|G001;ZL3b|f107v.37|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
106	ZL3b	f107v	107	53	STAGE_SUFFIX	f107v|f107v.11-f107v.15;f107v|f107v.16-f107v.19;f107v|f107v.20-f107v.22;f107v|f107v.23-f107v.24;f107v|f107v.25-f107v.28;f107v|f107v.29-f107v.31;f107v|f107v.32-f107v.34;f107v|f107v.35-f107v.36;f107v|f107v.37-f107v.40	tshedy parair palar palchar kaolkar tolkeeedy tay<!gap> polchedy poraiin	ZL3b|f107v.11|G001;ZL3b|f107v.16|G001;ZL3b|f107v.20|G001;ZL3b|f107v.23|G001;ZL3b|f107v.25|G001;ZL3b|f107v.29|G001;ZL3b|f107v.32|G001;ZL3b|f107v.35|G001;ZL3b|f107v.37|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
107	ZL3b	f107v	107	54	STAGE_PREFIX	f107v|f107v.16-f107v.19;f107v|f107v.20-f107v.22;f107v|f107v.23-f107v.24;f107v|f107v.25-f107v.28;f107v|f107v.29-f107v.31;f107v|f107v.32-f107v.34;f107v|f107v.35-f107v.36;f107v|f107v.37-f107v.40;f107v|f107v.41-f107v.42	parair palar palchar kaolkar tolkeeedy tay<!gap> polchedy poraiin pokar	ZL3b|f107v.16|G001;ZL3b|f107v.20|G001;ZL3b|f107v.23|G001;ZL3b|f107v.25|G001;ZL3b|f107v.29|G001;ZL3b|f107v.32|G001;ZL3b|f107v.35|G001;ZL3b|f107v.37|G001;ZL3b|f107v.41|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
108	ZL3b	f107v	107	54	STAGE_SUFFIX	f107v|f107v.16-f107v.19;f107v|f107v.20-f107v.22;f107v|f107v.23-f107v.24;f107v|f107v.25-f107v.28;f107v|f107v.29-f107v.31;f107v|f107v.32-f107v.34;f107v|f107v.35-f107v.36;f107v|f107v.37-f107v.40;f107v|f107v.41-f107v.42	parair palar palchar kaolkar tolkeeedy tay<!gap> polchedy poraiin pokar	ZL3b|f107v.16|G001;ZL3b|f107v.20|G001;ZL3b|f107v.23|G001;ZL3b|f107v.25|G001;ZL3b|f107v.29|G001;ZL3b|f107v.32|G001;ZL3b|f107v.35|G001;ZL3b|f107v.37|G001;ZL3b|f107v.41|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
109	ZL3b	f107v	107	55	STAGE_PREFIX	f107v|f107v.20-f107v.22;f107v|f107v.23-f107v.24;f107v|f107v.25-f107v.28;f107v|f107v.29-f107v.31;f107v|f107v.32-f107v.34;f107v|f107v.35-f107v.36;f107v|f107v.37-f107v.40;f107v|f107v.41-f107v.42;f107v|f107v.43-f107v.44	palar palchar kaolkar tolkeeedy tay<!gap> polchedy poraiin pokar pol	ZL3b|f107v.20|G001;ZL3b|f107v.23|G001;ZL3b|f107v.25|G001;ZL3b|f107v.29|G001;ZL3b|f107v.32|G001;ZL3b|f107v.35|G001;ZL3b|f107v.37|G001;ZL3b|f107v.41|G001;ZL3b|f107v.43|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
110	ZL3b	f107v	107	55	STAGE_SUFFIX	f107v|f107v.20-f107v.22;f107v|f107v.23-f107v.24;f107v|f107v.25-f107v.28;f107v|f107v.29-f107v.31;f107v|f107v.32-f107v.34;f107v|f107v.35-f107v.36;f107v|f107v.37-f107v.40;f107v|f107v.41-f107v.42;f107v|f107v.43-f107v.44	palar palchar kaolkar tolkeeedy tay<!gap> polchedy poraiin pokar pol	ZL3b|f107v.20|G001;ZL3b|f107v.23|G001;ZL3b|f107v.25|G001;ZL3b|f107v.29|G001;ZL3b|f107v.32|G001;ZL3b|f107v.35|G001;ZL3b|f107v.37|G001;ZL3b|f107v.41|G001;ZL3b|f107v.43|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
111	ZL3b	f107v	107	56	STAGE_PREFIX	f107v|f107v.23-f107v.24;f107v|f107v.25-f107v.28;f107v|f107v.29-f107v.31;f107v|f107v.32-f107v.34;f107v|f107v.35-f107v.36;f107v|f107v.37-f107v.40;f107v|f107v.41-f107v.42;f107v|f107v.43-f107v.44;f107v|f107v.45-f107v.49	palchar kaolkar tolkeeedy tay<!gap> polchedy poraiin pokar pol porain	ZL3b|f107v.23|G001;ZL3b|f107v.25|G001;ZL3b|f107v.29|G001;ZL3b|f107v.32|G001;ZL3b|f107v.35|G001;ZL3b|f107v.37|G001;ZL3b|f107v.41|G001;ZL3b|f107v.43|G001;ZL3b|f107v.45|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
112	ZL3b	f107v	107	56	STAGE_SUFFIX	f107v|f107v.23-f107v.24;f107v|f107v.25-f107v.28;f107v|f107v.29-f107v.31;f107v|f107v.32-f107v.34;f107v|f107v.35-f107v.36;f107v|f107v.37-f107v.40;f107v|f107v.41-f107v.42;f107v|f107v.43-f107v.44;f107v|f107v.45-f107v.49	palchar kaolkar tolkeeedy tay<!gap> polchedy poraiin pokar pol porain	ZL3b|f107v.23|G001;ZL3b|f107v.25|G001;ZL3b|f107v.29|G001;ZL3b|f107v.32|G001;ZL3b|f107v.35|G001;ZL3b|f107v.37|G001;ZL3b|f107v.41|G001;ZL3b|f107v.43|G001;ZL3b|f107v.45|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
113	ZL3b	f108r	108	57	STAGE_PREFIX	f108r|f108r.1-f108r.4;f108r|f108r.5-f108r.7;f108r|f108r.8-f108r.13;f108r|f108r.14-f108r.16;f108r|f108r.17-f108r.20;f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34	teodeeor tchokedy pochedy polchal fcheokair qolshy folaiin polchedy keol	ZL3b|f108r.1|G001;ZL3b|f108r.5|G001;ZL3b|f108r.8|G001;ZL3b|f108r.14|G001;ZL3b|f108r.17|G001;ZL3b|f108r.21|G001;ZL3b|f108r.24|G001;ZL3b|f108r.29|G001;ZL3b|f108r.31|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	36	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 36}"	[]
114	ZL3b	f108r	108	57	STAGE_SUFFIX	f108r|f108r.1-f108r.4;f108r|f108r.5-f108r.7;f108r|f108r.8-f108r.13;f108r|f108r.14-f108r.16;f108r|f108r.17-f108r.20;f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34	teodeeor tchokedy pochedy polchal fcheokair qolshy folaiin polchedy keol	ZL3b|f108r.1|G001;ZL3b|f108r.5|G001;ZL3b|f108r.8|G001;ZL3b|f108r.14|G001;ZL3b|f108r.17|G001;ZL3b|f108r.21|G001;ZL3b|f108r.24|G001;ZL3b|f108r.29|G001;ZL3b|f108r.31|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	36	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 36}"	[]
115	ZL3b	f108r	108	58	STAGE_PREFIX	f108r|f108r.5-f108r.7;f108r|f108r.8-f108r.13;f108r|f108r.14-f108r.16;f108r|f108r.17-f108r.20;f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34;f108r|f108r.35-f108r.36	tchokedy pochedy polchal fcheokair qolshy folaiin polchedy keol pychory	ZL3b|f108r.5|G001;ZL3b|f108r.8|G001;ZL3b|f108r.14|G001;ZL3b|f108r.17|G001;ZL3b|f108r.21|G001;ZL3b|f108r.24|G001;ZL3b|f108r.29|G001;ZL3b|f108r.31|G001;ZL3b|f108r.35|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	42	"{""SAME_STAGE_CODE"": 5, ""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 37}"	[]
116	ZL3b	f108r	108	58	STAGE_SUFFIX	f108r|f108r.5-f108r.7;f108r|f108r.8-f108r.13;f108r|f108r.14-f108r.16;f108r|f108r.17-f108r.20;f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34;f108r|f108r.35-f108r.36	tchokedy pochedy polchal fcheokair qolshy folaiin polchedy keol pychory	ZL3b|f108r.5|G001;ZL3b|f108r.8|G001;ZL3b|f108r.14|G001;ZL3b|f108r.17|G001;ZL3b|f108r.21|G001;ZL3b|f108r.24|G001;ZL3b|f108r.29|G001;ZL3b|f108r.31|G001;ZL3b|f108r.35|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	42	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 42}"	[]
117	ZL3b	f108r	108	59	STAGE_PREFIX	f108r|f108r.8-f108r.13;f108r|f108r.14-f108r.16;f108r|f108r.17-f108r.20;f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34;f108r|f108r.35-f108r.36;f108r|f108r.37-f108r.38	pochedy polchal fcheokair qolshy folaiin polchedy keol pychory tchedy	ZL3b|f108r.8|G001;ZL3b|f108r.14|G001;ZL3b|f108r.17|G001;ZL3b|f108r.21|G001;ZL3b|f108r.24|G001;ZL3b|f108r.29|G001;ZL3b|f108r.31|G001;ZL3b|f108r.35|G001;ZL3b|f108r.37|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	24	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 24}"	[]
118	ZL3b	f108r	108	59	STAGE_SUFFIX	f108r|f108r.8-f108r.13;f108r|f108r.14-f108r.16;f108r|f108r.17-f108r.20;f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34;f108r|f108r.35-f108r.36;f108r|f108r.37-f108r.38	pochedy polchal fcheokair qolshy folaiin polchedy keol pychory tchedy	ZL3b|f108r.8|G001;ZL3b|f108r.14|G001;ZL3b|f108r.17|G001;ZL3b|f108r.21|G001;ZL3b|f108r.24|G001;ZL3b|f108r.29|G001;ZL3b|f108r.31|G001;ZL3b|f108r.35|G001;ZL3b|f108r.37|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	24	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 24}"	[]
119	ZL3b	f108r	108	60	STAGE_PREFIX	f108r|f108r.14-f108r.16;f108r|f108r.17-f108r.20;f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34;f108r|f108r.35-f108r.36;f108r|f108r.37-f108r.38;f108r|f108r.39-f108r.44	polchal fcheokair qolshy folaiin polchedy keol pychory tchedy poro	ZL3b|f108r.14|G001;ZL3b|f108r.17|G001;ZL3b|f108r.21|G001;ZL3b|f108r.24|G001;ZL3b|f108r.29|G001;ZL3b|f108r.31|G001;ZL3b|f108r.35|G001;ZL3b|f108r.37|G001;ZL3b|f108r.39|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	30	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 30}"	[]
120	ZL3b	f108r	108	60	STAGE_SUFFIX	f108r|f108r.14-f108r.16;f108r|f108r.17-f108r.20;f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34;f108r|f108r.35-f108r.36;f108r|f108r.37-f108r.38;f108r|f108r.39-f108r.44	polchal fcheokair qolshy folaiin polchedy keol pychory tchedy poro	ZL3b|f108r.14|G001;ZL3b|f108r.17|G001;ZL3b|f108r.21|G001;ZL3b|f108r.24|G001;ZL3b|f108r.29|G001;ZL3b|f108r.31|G001;ZL3b|f108r.35|G001;ZL3b|f108r.37|G001;ZL3b|f108r.39|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	30	"{""SAME_STAGE_CODE"": 1, ""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 29}"	[]
