event_serial	event_id	record_unit_id	page	locus	field_id	statement_id	master_card_id	surface_display	corrected_semantic_atoms	short_default_de	imperative_de	syntactic_role	action_head	attachment_host_event_id	attachment_direction	attachment_ambiguity	is_statement_terminal_event	is_exact_close_card	surface_parse_class
111	E111	B1	f81v	f81v.2	F022	B1-S002	MC016	rol	OL	vom vorigen Gang weiterführen	Führe fort	ACTION_HEAD	OL	E111	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
112	E112	B1	f81v	f81v.2	F022	B1-S002	MC012	dl	LOCAL_WHOLE	Zusatz	Gib den Zusatz zu	CONTENT_OR_STATE	LOCAL_WHOLE	E111	BACKWARD	EQUAL_DISTANCE	NO	NO	MEMORIZED_WHOLE
113	E113	B1	f81v	f81v.7	F023	B1-S002	MC157	olor	OL+OR	Fortsetzungsansatz	Führe den Ansatz weiter	ACTION_HEAD	OL	E113	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
114	E114	B1	f81v	f81v.7	F023	B1-S002	MC153	ol	OL	fortsetzen	Führe fort	ACTION_HEAD	OL	E114	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
115	E115	B1	f81v	f81v.7	F023	B1-S002	MC058	sheckhal	CKH+E+AL	kurz zur Zielstelle durchleiten	Leite kurz zum Ziel durch	ACTION_HEAD	CKH	E115	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
116	E116	B1	f81v	f81v.7	F023	B1-S002	MC039	daiin	AIIN	Sollmaß	Stelle den Vorgabewert ein	ARGUMENT_OR_MODIFIER	AIIN	E115	BACKWARD	EQUAL_DISTANCE	NO	NO	RENDERER_ALIAS_PLUS_PRODUCTIVE_PARSE
117	E117	B1	f81v	f81v.7	F023	B1-S002	MC096	qokeedal	OK+EE+AL	dort länger halten	Halte länger am Ziel	ACTION_HEAD	OK	E117	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
118	E118	B1	f81v	f81v.7	F023	B1-S002	MC039	daiin	AIIN	Sollmaß	Stelle den Vorgabewert ein	ARGUMENT_OR_MODIFIER	AIIN	E117	BACKWARD	EQUAL_DISTANCE	NO	NO	RENDERER_ALIAS_PLUS_PRODUCTIVE_PARSE
119	E119	B1	f81v	f81v.7	F023	B1-S002	MC035	chckhy	CKH+Y	durchleiten	Leite den aktuellen Posten durch	ACTION_HEAD	CKH	E119	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
120	E120	B1	f81v	f81v.7	F023	B1-S002	MC025	schedy	CHD+CLOSE	Posten überführen; Schluss	Übertrage und schließe	ACTION_HEAD	CHD	E120	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
121	E121	B1	f81v	f81v.7	F024	B1-S003	MC153	qol	OL	fortsetzen	Führe fort	ACTION_HEAD	OL	E121	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
122	E122	B1	f81v	f81v.17	F025	B1-S003	MC061	sshkchdy	SH+KCH+CHD+CLOSE	im Arbeitsgang schwenken; Schluss	Halte, bearbeite, übertrage und schließe	ACTION_HEAD	SH	E122	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
123	E123	B1	f81v	f81v.17	F026	B1-S004	MC074	chedy	CHD+Y	laufenden Posten umsetzen	Übertrage den aktuellen Posten	ACTION_HEAD	CHD	E123	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
124	E124	B1	f81v	f81v.17	F026	B1-S004	MC153	ol	OL	fortsetzen	Führe fort	ACTION_HEAD	OL	E124	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
125	E125	B1	f81v	f81v.17	F026	B1-S004	MC128	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	Lass kurz absetzen und schließe	ACTION_HEAD	SHED	E125	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
126	E126	B1	f81v	f81v.17	F027	B1-S005	MC028	qolchedy	OL+CHD+CLOSE	weiterüberführen; Schluss	Übertrage weiter und schließe	ACTION_HEAD	OL	E126	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
127	E127	B1	f81v	f81v.17	F028	B1-S006	MC017	qokain	OK+AIN	eine Portion zugeben	Gib einen gezählten Anteil zu	ACTION_HEAD	OK	E127	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
128	E128	B1	f81v	f81v.17	F028	B1-S006	MC035	shckhy	CKH+Y	durchleiten	Leite den aktuellen Posten durch	ACTION_HEAD	CKH	E128	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
129	E129	B1	f81v	f81v.17	F028	B1-S006	MC012	dl	LOCAL_WHOLE	Zusatz	Gib den Zusatz zu	CONTENT_OR_STATE	LOCAL_WHOLE	E128	BACKWARD	NONE	NO	NO	MEMORIZED_WHOLE
130	E130	B1	f81v	f81v.17	F028	B1-S006	MC056	ral	AL	zur Zielstelle	Führe zum Ziel	ARGUMENT_OR_MODIFIER	AL	E128	BACKWARD	NONE	YES	NO	LITERAL_PRODUCTIVE_PARSE
131	E131	B1	f81v	f81v.18	F029	B1-S007	MC088	qokchdy	OK+CHD+CLOSE	Umsetzung ansetzen; Schluss	Setze an, übertrage und schließe	ACTION_HEAD	OK	E131	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
132	E132	B1	f81v	f81v.18	F030	B1-S008	MC123	chey	Y	dieser Posten	Nimm den aktuellen Posten	ARGUMENT_OR_MODIFIER	Y	E133	FORWARD	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
133	E133	B1	f81v	f81v.18	F030	B1-S008	MC153	ol	OL	fortsetzen	Führe fort	ACTION_HEAD	OL	E133	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
134	E134	B1	f81v	f81v.18	F030	B1-S008	MC147	cheky	CHK+E+Y	kurz wärmen	Wärme kurz	ACTION_HEAD	CHK	E134	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
135	E135	B1	f81v	f81v.18	F030	B1-S008	MC153	ol	OL	fortsetzen	Führe fort	ACTION_HEAD	OL	E135	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
136	E136	B1	f81v	f81v.18	F030	B1-S008	MC128	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	Lass kurz absetzen und schließe	ACTION_HEAD	SHED	E136	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
137	E137	B1	f81v	f81v.18	F031	B1-S009	MC083	qokedy	OK+E+CLOSE	kurz ansetzen; Schluss	Setze kurz und schließe	ACTION_HEAD	OK	E137	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
138	E138	B1	f81v	f81v.18	F032	B1-S010	MC083	qokedy	OK+E+CLOSE	kurz ansetzen; Schluss	Setze kurz und schließe	ACTION_HEAD	OK	E138	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
139	E139	B1	f81v	f81v.18	F033	B1-S011	MC035	chckhy	CKH+Y	durchleiten	Leite den aktuellen Posten durch	ACTION_HEAD	CKH	E139	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
140	E140	B1	f81v	f81v.18	F033	B1-S011	MC026	qoky	OK+Y	aktuellen Posten ansetzen	Setze den aktuellen Posten	ACTION_HEAD	OK	E140	SELF	NONE	YES	NO	LITERAL_PRODUCTIVE_PARSE
141	E141	B1	f81v	f81v.21	F034	B1-S012	MC130	lsho	WASH	Waschgang beginnen	Führe den Waschgang aus	ACTION_HEAD	WASH	E141	SELF	NONE	NO	NO	MEMORIZED_WHOLE
142	E142	B1	f81v	f81v.21	F034	B1-S012	MC007	qokey	OK+E+Y	kurz ansetzen	Setze die kurze Stufe	ACTION_HEAD	OK	E142	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
143	E143	B1	f81v	f81v.21	F034	B1-S012	MC038	lshedy	WASH+CLOSE	waschen; Schluss	Wasche und schließe	ACTION_HEAD	WASH	E143	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
144	E144	B1	f81v	f81v.21	F035	B1-S013	MC038	lshedy	WASH+CLOSE	waschen; Schluss	Wasche und schließe	ACTION_HEAD	WASH	E144	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
145	E145	B1	f81v	f81v.21	F036	B1-S014	MC074	chedy	CHD+Y	laufenden Posten umsetzen	Übertrage den aktuellen Posten	ACTION_HEAD	CHD	E145	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
146	E146	B1	f81v	f81v.21	F036	B1-S014	MC134	qolky	OL	auf dem Arbeitsweg weiterleiten	Führe auf dem Arbeitsweg fort	ACTION_HEAD	OL	E146	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
147	E147	B1	f81v	f81v.21	F036	B1-S014	MC051	lchedal	L+CHD+AL	zur Ablaufstelle führen	Führe zum Ziel ab	ACTION_HEAD	L	E147	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
148	E148	B1	f81v	f81v.21	F036	B1-S014	MC153	qol	OL	fortsetzen	Führe fort	ACTION_HEAD	OL	E148	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
149	E149	B1	f81v	f81v.21	F036	B1-S014	MC121	otar	OT+AR	danach von dort	Nimm danach vom Ausgang	ORDER_MARKER	OT	E148	BACKWARD	NONE	YES	NO	LITERAL_PRODUCTIVE_PARSE
150	E150	B1	f81v	f81v.24	F037	B1-S015	MC109	ytey	Y+E+TY	kurzen Teil des aktuellen Postens nehmen	Nimm einen kurzen Teil des aktuellen Postens	ARGUMENT_OR_MODIFIER	Y	E151	FORWARD	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
151	E151	B1	f81v	f81v.24	F037	B1-S015	MC005	okchedy	OK+CHD+CLOSE	angesetzten Inhalt überführen; Schluss	Setze an, übertrage und schließe	ACTION_HEAD	OK	E151	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
152	E152	B1	f81v	f81v.24	F038	B1-S016	MC040	qokal	OK+AL	dort ansetzen	Setze am Ziel	ACTION_HEAD	OK	E152	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
153	E153	B1	f81v	f81v.24	F038	B1-S016	MC002	okeey	OK+EE+Y	länger ansetzen	Setze die lange Stufe	ACTION_HEAD	OK	E153	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
154	E154	B1	f81v	f81v.24	F038	B1-S016	MC153	qol	OL	fortsetzen	Führe fort	ACTION_HEAD	OL	E154	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
155	E155	B1	f81v	f81v.24	F038	B1-S016	MC128	cheedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	Lass kurz absetzen und schließe	ACTION_HEAD	SHED	E155	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
156	E156	B1	f81v	f81v.24	F039	B1-S017	MC154	sal	AL	dorthin	Führe zum Ziel	ARGUMENT_OR_MODIFIER	AL	E157	FORWARD	NONE	NO	NO	RENDERER_ALIAS_PLUS_PRODUCTIVE_PARSE
157	E157	B1	f81v	f81v.24	F039	B1-S017	MC106	teol	E+OL	kurz weiterleiten	Führe kurz fort	ACTION_HEAD	OL	E157	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
158	E158	B1	f81v	f81v.24	F039	B1-S017	MC139	dchdy	CHD+CLOSE	weitergeführten Posten überführen; Schluss	Übertrage und schließe	ACTION_HEAD	CHD	E158	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
159	E159	B1	f81v	f81v.24	F040	B1-S018	MC118	ly	L+Y	aktuellen Posten abführen	Führe den aktuellen Posten ab	ACTION_HEAD	L	E159	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
160	E160	B1	f81v	f81v.27	F041	B1-S018	MC076	dsheol	SH+E+OL	kurz weiter ruhen lassen	Halte kurz und führe fort	ACTION_HEAD	SH	E160	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
161	E161	B1	f81v	f81v.27	F041	B1-S018	MC033	oiiin	IIN	Sollstufe	Stelle die Stufe ein	ARGUMENT_OR_MODIFIER	IIN	E160	BACKWARD	EQUAL_DISTANCE	NO	NO	LITERAL_PRODUCTIVE_PARSE
162	E162	B1	f81v	f81v.27	F041	B1-S018	MC045	olkeedy	SOLK+EE+CLOSE	länger sammeln; Schluss	Sammle länger und schließe	ACTION_HEAD	SOLK	E162	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
163	E163	B1	f81v	f81v.27	F042	B1-S019	MC128	tedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	Lass kurz absetzen und schließe	ACTION_HEAD	SHED	E163	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
164	E164	B1	f81v	f81v.27	F043	B1-S020	MC147	cheky	CHK+E+Y	kurz wärmen	Wärme kurz	ACTION_HEAD	CHK	E164	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
165	E165	B1	f81v	f81v.27	F043	B1-S020	MC143	shckhedy	CKHE+CLOSE	seihen; Schluss	Seihe und schließe	ACTION_HEAD	CKHE	E165	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
166	E166	B1	f81v	f81v.27	F044	B1-S021	MC154	chal	AL	dorthin	Führe zum Ziel	ELLIPTIC_HEAD	OWNER_SUPPLIED_ACTION	E166	SELF	NONE	YES	NO	RENDERER_ALIAS_PLUS_PRODUCTIVE_PARSE
167	E167	B2	f82r	f82r.2	F045	B2-S001	MC025	dchedy	CHD+CLOSE	Posten überführen; Schluss	Übertrage und schließe	ACTION_HEAD	CHD	E167	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
168	E168	B2	f82r	f82r.2	F046	B2-S002	MC028	qolchedy	OL+CHD+CLOSE	weiterüberführen; Schluss	Übertrage weiter und schließe	ACTION_HEAD	OL	E168	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
169	E169	B2	f82r	f82r.2	F047	B2-S003	MC017	qokain	OK+AIN	eine Portion zugeben	Gib einen gezählten Anteil zu	ACTION_HEAD	OK	E169	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
170	E170	B2	f82r	f82r.2	F047	B2-S003	MC123	dy	Y	dieser Posten	Nimm den aktuellen Posten	ARGUMENT_OR_MODIFIER	Y	E169	BACKWARD	EQUAL_DISTANCE	NO	NO	LITERAL_PRODUCTIVE_PARSE
171	E171	B2	f82r	f82r.2	F047	B2-S003	MC082	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	Setze länger und schließe	ACTION_HEAD	OK	E171	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
172	E172	B2	f82r	f82r.2	F048	B2-S004	MC040	qokal	OK+AL	dort ansetzen	Setze am Ziel	ACTION_HEAD	OK	E172	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
173	E173	B2	f82r	f82r.2	F048	B2-S004	MC168	lcheckhy	L+CKH+Y	Ausgangsdurchlass	Führe den Posten durch den Ausgang	ACTION_HEAD	L	E173	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
174	E174	B2	f82r	f82r.2	F048	B2-S004	MC127	lched	L+CHD	abführen	Führe ab	ACTION_HEAD	L	E174	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
175	E175	B2	f82r	f82r.3	F049	B2-S004	MC002	qokeey	OK+EE+Y	länger ansetzen	Setze die lange Stufe	ACTION_HEAD	OK	E175	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
176	E176	B2	f82r	f82r.3	F049	B2-S004	MC133	lcheckhedy	L+CKHE+CLOSE	abseihen; Schluss	Seihe ab und schließe	ACTION_HEAD	L	E176	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
177	E177	B2	f82r	f82r.3	F050	B2-S005	MC054	qokaly	OK+AL+Y	dies dort ansetzen	Setze den aktuellen Posten am Ziel	ACTION_HEAD	OK	E177	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
178	E178	B2	f82r	f82r.3	F050	B2-S005	MC036	solkaiin	SOLK+AIIN	bis Sollmass sammeln	Sammle bis zum Vorgabewert	ACTION_HEAD	SOLK	E178	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
179	E179	B2	f82r	f82r.3	F050	B2-S005	MC035	chckhy	CKH+Y	durchleiten	Leite den aktuellen Posten durch	ACTION_HEAD	CKH	E179	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
180	E180	B2	f82r	f82r.3	F050	B2-S005	MC120	qokaiin	OK+AIIN	auf Sollmaß einstellen	Stelle auf den Vorgabewert ein	ACTION_HEAD	OK	E180	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
181	E181	B2	f82r	f82r.4	F051	B2-S005	MC120	qokaiin	OK+AIIN	auf Sollmaß einstellen	Stelle auf den Vorgabewert ein	ACTION_HEAD	OK	E181	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
182	E182	B2	f82r	f82r.4	F051	B2-S005	MC112	octheol	CTH+OL	bereitgestellten Gang fortsetzen	Führe den bereiten Posten fort	ACTION_HEAD	CTH	E182	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
183	E183	B2	f82r	f82r.4	F051	B2-S005	MC166	chkeey	CHK+EE+Y	diesen Posten länger warm halten	Wärme länger	ACTION_HEAD	CHK	E183	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
184	E184	B2	f82r	f82r.4	F051	B2-S005	MC004	ldy	L+CLOSE	abziehen; Ende	Führe ab und schließe	ACTION_HEAD	L	E184	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
185	E185	B2	f82r	f82r.4	F052	B2-S006	MC063	oteey	OT+EE+Y	langer Folgeposten	Nimm den nächsten Posten in langer Stufe	ORDER_MARKER	OT	E186	FORWARD	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
186	E186	B2	f82r	f82r.4	F052	B2-S006	MC040	qokal	OK+AL	dort ansetzen	Setze am Ziel	ACTION_HEAD	OK	E186	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
187	E187	B2	f82r	f82r.4	F052	B2-S006	MC132	sheckhy	CKH+E+Y	kurz durchleiten	Leite kurz durch	ACTION_HEAD	CKH	E187	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
188	E188	B2	f82r	f82r.4	F052	B2-S006	MC026	qoky	OK+Y	aktuellen Posten ansetzen	Setze den aktuellen Posten	ACTION_HEAD	OK	E188	SELF	NONE	YES	NO	LITERAL_PRODUCTIVE_PARSE
189	E189	B2	f82r	f82r.7	F053	B2-S007	MC138	dshedy	SHED+E+CLOSE	kurz absetzen; Schluss	Lass kurz absetzen und schließe	ACTION_HEAD	SHED	E189	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
190	E190	B2	f82r	f82r.7	F054	B2-S008	MC060	sotaiin	OT+AIIN	Folgemaß	Stelle den Folgewert ein	ORDER_MARKER	OT	E191	FORWARD	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
191	E191	B2	f82r	f82r.7	F054	B2-S008	MC044	qokar	OK+AR	daraus ansetzen	Setze vom Ausgang aus an	ACTION_HEAD	OK	E191	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
192	E192	B2	f82r	f82r.7	F054	B2-S008	MC128	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	Lass kurz absetzen und schließe	ACTION_HEAD	SHED	E192	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
193	E193	B2	f82r	f82r.7	F055	B2-S009	MC149	solshedy	OL+SHED+CLOSE	weiter absetzen; Schluss	Lass weiter absetzen und schließe	ACTION_HEAD	OL	E193	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
194	E194	B2	f82r	f82r.7	F056	B2-S010	MC002	qokeey	OK+EE+Y	länger ansetzen	Setze die lange Stufe	ACTION_HEAD	OK	E194	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
195	E195	B2	f82r	f82r.7	F056	B2-S010	MC026	qoky	OK+Y	aktuellen Posten ansetzen	Setze den aktuellen Posten	ACTION_HEAD	OK	E195	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
196	E196	B2	f82r	f82r.7	F056	B2-S010	MC065	ls	L	Durchlassöffnung	Nutze den Auslass	ACTION_HEAD	L	E196	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
197	E197	B2	f82r	f82r.7	F056	B2-S010	MC119	cheey	CHEEY	klarer Auszug	Lies den freigegebenen Wert	CONTENT_OR_STATE	CHEEY	E196	BACKWARD	NONE	YES	NO	MEMORIZED_WHOLE
198	E198	B2	f82r	f82r.19	F057	B2-S011	MC017	okain	OK+AIN	eine Portion zugeben	Gib einen gezählten Anteil zu	ACTION_HEAD	OK	E198	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
199	E199	B2	f82r	f82r.19	F057	B2-S011	MC055	char	AR	aus dem Ansatz	Nimm vom Ausgang	ARGUMENT_OR_MODIFIER	AR	E198	BACKWARD	EQUAL_DISTANCE	NO	NO	LITERAL_PRODUCTIVE_PARSE
200	E200	B2	f82r	f82r.19	F057	B2-S011	MC017	okain	OK+AIN	eine Portion zugeben	Gib einen gezählten Anteil zu	ACTION_HEAD	OK	E200	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
201	E201	B2	f82r	f82r.19	F057	B2-S011	MC082	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	Setze länger und schließe	ACTION_HEAD	OK	E201	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
202	E202	B2	f82r	f82r.19	F058	B2-S012	MC008	lchy	L+Y	abziehen	Ziehe den aktuellen Posten ab	ACTION_HEAD	L	E202	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
203	E203	B2	f82r	f82r.23	F059	B2-S012	MC119	cheey	CHEEY	klarer Auszug	Lies den freigegebenen Wert	CONTENT_OR_STATE	CHEEY	E202	BACKWARD	EQUAL_DISTANCE	NO	NO	MEMORIZED_WHOLE
204	E204	B2	f82r	f82r.23	F059	B2-S012	MC073	qcthey	CTH+E+Y	kurz bereithalten	Halte kurz bereit	ACTION_HEAD	CTH	E204	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
205	E205	B2	f82r	f82r.23	F059	B2-S012	MC002	qokeey	OK+EE+Y	länger ansetzen	Setze die lange Stufe	ACTION_HEAD	OK	E205	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
206	E206	B2	f82r	f82r.23	F059	B2-S012	MC066	lcheey	L+CHEEY	Klarlauf abfuehren	Führe den freigegebenen Wert ab	ACTION_HEAD	L	E206	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
207	E207	B2	f82r	f82r.23	F059	B2-S012	MC039	daiin	AIIN	Sollmaß	Stelle den Vorgabewert ein	ARGUMENT_OR_MODIFIER	AIIN	E206	BACKWARD	NONE	NO	NO	RENDERER_ALIAS_PLUS_PRODUCTIVE_PARSE
208	E208	B2	f82r	f82r.23	F059	B2-S012	MC123	chey	Y	dieser Posten	Nimm den aktuellen Posten	ARGUMENT_OR_MODIFIER	Y	E209	FORWARD	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
209	E209	B2	f82r	f82r.23	F059	B2-S012	MC140	qokeeedy	OK+EEE+CLOSE	vollständig ansetzen; Schluss	Setze vollständig und schließe	ACTION_HEAD	OK	E209	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
210	E210	B2	f82r	f82r.23	F060	B2-S013	MC155	lchedy	L+CHD+CLOSE	abführen; Schluss	Führe ab und schließe	ACTION_HEAD	L	E210	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
211	E211	B2	f82r	f82r.23	F061	B2-S014	MC029	lar	L+AR	von dort abfuehren	Führe vom Ausgang ab	ACTION_HEAD	L	E211	SELF	NONE	YES	NO	LITERAL_PRODUCTIVE_PARSE
212	E212	B2	f82r	f82r.26	F062	B2-S015	MC141	tshey	CHEEY	Klarlauf zugeben	Lies den freigegebenen Wert	CONTENT_OR_STATE	CHEEY	E213	FORWARD	NONE	NO	NO	MEMORIZED_WHOLE
213	E213	B2	f82r	f82r.26	F062	B2-S015	MC082	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	Setze länger und schließe	ACTION_HEAD	OK	E213	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
214	E214	B2	f82r	f82r.26	F063	B2-S016	MC154	cheal	AL	dorthin	Führe zum Ziel	ARGUMENT_OR_MODIFIER	AL	E215	FORWARD	NONE	NO	NO	RENDERER_ALIAS_PLUS_PRODUCTIVE_PARSE
215	E215	B2	f82r	f82r.26	F063	B2-S016	MC011	lchedar	L+CHD+AR	von dort abführen	Führe vom Ausgang ab	ACTION_HEAD	L	E215	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
216	E216	B2	f82r	f82r.26	F063	B2-S016	MC152	ches	PARTITION	teilen	Trenne	ACTION_HEAD	PARTITION	E216	SELF	NONE	NO	NO	MEMORIZED_WHOLE
217	E217	B2	f82r	f82r.26	F063	B2-S016	MC039	aiin	AIIN	Sollmaß	Stelle den Vorgabewert ein	ARGUMENT_OR_MODIFIER	AIIN	E216	BACKWARD	NONE	NO	NO	RENDERER_ALIAS_PLUS_PRODUCTIVE_PARSE
218	E218	B2	f82r	f82r.26	F063	B2-S016	MC063	oteey	OT+EE+Y	langer Folgeposten	Nimm den nächsten Posten in langer Stufe	ORDER_MARKER	OT	E219	FORWARD	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
219	E219	B2	f82r	f82r.26	F063	B2-S016	MC120	qokaiin	OK+AIIN	auf Sollmaß einstellen	Stelle auf den Vorgabewert ein	ACTION_HEAD	OK	E219	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
220	E220	B2	f82r	f82r.26	F063	B2-S016	MC007	okey	OK+E+Y	kurz ansetzen	Setze die kurze Stufe	ACTION_HEAD	OK	E220	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
