fusion_unit_id	statement_id	record_unit_id	page	host_event_id	host_surface	action_head	pre_attached_event_ids	post_attached_event_ids	member_event_count	surface_sequence	atom_sequence	fused_clause_de
B3-S021-U02	B3-S021	B3	f83r	E271	shcthy	CTH	NONE	E272|E273	3	shcthy dal sy	CTH+Y | AL | Y	Halte den Posten bereit; dazu dorthin; dieser Posten
B3-S021-U03	B3-S021	B3	f83r	E275	shedal	SHED	E274	NONE	2	saiin shedal	AIIN | SHED+AL	Vorgabe Sollmaß: Lass am Ziel absetzen
B3-S021-U04	B3-S021	B3	f83r	E276	shecthy	CTH	NONE	E277	2	shecthy chey	CTH+E+Y | Y	Halte kurz bereit; dazu dieser Posten
B3-S021-U05	B3-S021	B3	f83r	E279	shcthy	CTH	E278	NONE	2	tal shcthy	AL | CTH+Y	Vorgabe dorthin: Halte den Posten bereit
B3-S021-U06	B3-S021	B3	f83r	E280	dalchdy	CHD	NONE	NONE	1	dalchdy	AL+CHD+CLOSE	Übertrage zum Ziel und schließe
B3-S022-U01	B3-S022	B3	f83r	E281	qotchedy	CHD	NONE	NONE	1	qotchedy	OT+CHD+CLOSE	Übertrage den Folgeposten und schließe
B3-S023-U01	B3-S023	B3	f83r	E282	lchedy	L	NONE	NONE	1	lchedy	L+CHD+CLOSE	Führe ab und schließe
B3-S024-U01	B3-S024	B3	f83r	E283	tchedy	CHD	NONE	NONE	1	tchedy	CHD+CLOSE	Übertrage und schließe
B3-S025-U01	B3-S025	B3	f83r	E284	qokchdy	OK	NONE	NONE	1	qokchdy	OK+CHD+CLOSE	Setze an, übertrage und schließe
B3-S026-U01	B3-S026	B3	f83r	E285	cheedar	CHD	NONE	NONE	1	cheedar	CHD+AR	Übertrage vom Ausgang
B3-S026-U02	B3-S026	B3	f83r	E286	chldaiin	SHED	NONE	NONE	1	chldaiin	SHED+AIIN	Stelle den Absetzwert ein
B3-S026-U03	B3-S026	B3	f83r	E287	chedy	CHD	NONE	NONE	1	chedy	CHD+Y	Übertrage den aktuellen Posten
B3-S026-U04	B3-S026	B3	f83r	E288	qokain	OK	NONE	NONE	1	qokain	OK+AIN	Gib einen gezählten Anteil zu
B3-S026-U05	B3-S026	B3	f83r	E289	checthy	CTH	NONE	E290	2	checthy chealror	CTH+Y | AL+OR	Halte den Posten bereit; dazu Ansatz von dort zur Zielstelle
B3-S026-U06	B3-S026	B3	f83r	E291	solkeedy	SOLK	NONE	NONE	1	solkeedy	SOLK+EE+CLOSE	Sammle länger und schließe
B3-S027-U01	B3-S027	B3	f83r	E292	qoteedy	OWNER_SUPPLIED_ACTION	NONE	NONE	1	qoteedy	OT+EE+CLOSE	Führe die lange Folge aus und schließe
B3-S028-U01	B3-S028	B3	f83r	E293	qokeey	OK	NONE	NONE	1	qokeey	OK+EE+Y	Setze die lange Stufe
B3-S028-U02	B3-S028	B3	f83r	E294	qokedy	OK	NONE	NONE	1	qokedy	OK+E+CLOSE	Setze kurz und schließe
B3-S029-U01	B3-S029	B3	f83r	E295	sol	OL	NONE	E296	2	sol cheeety	OL | EEE+TY	Führe fort; dazu ganzen Teilposten
B3-S029-U02	B3-S029	B3	f83r	E297	qokedy	OK	NONE	NONE	1	qokedy	OK+E+CLOSE	Setze kurz und schließe
B3-S030-U01	B3-S030	B3	f83r	E298	qoky	OK	NONE	E299	2	qoky saiin	OK+Y | AIIN	Setze den aktuellen Posten; dazu Sollmaß
B3-S030-U02	B3-S030	B3	f83r	E301	otchedy	CHD	E300	NONE	2	schedair otchedy	AIR | OT+CHD+CLOSE	Vorgabe Wasser weiterleiten: Übertrage den Folgeposten und schließe
B3-S031-U01	B3-S031	B3	f83r	E302	qokeedy	OK	NONE	NONE	1	qokeedy	OK+EE+CLOSE	Setze länger und schließe
B3-S032-U01	B3-S032	B3	f83r	E303	chedain	CHD	NONE	NONE	1	chedain	CHD+AIN	Übertrage einen Anteil
B3-S032-U02	B3-S032	B3	f83r	E304	chedy	CHD	NONE	E305|E306|E307	4	chedy qotedaiin otaiin otedy	CHD+Y | OT+E+AIIN | OT+AIIN | OT+E+CLOSE	Übertrage den aktuellen Posten; dazu kurzes Folgemass; Folgemaß; kurze Folge; Schluss
B3-S033-U01	B3-S033	B3	f83r	E308	ldy	L	NONE	NONE	1	ldy	L+CLOSE	Führe ab und schließe
B3-S034-U01	B3-S034	B3	f83r	E310	checthy	CTH	E309	NONE	2	soiiin checthy	IIN | CTH+Y	Vorgabe Sollstufe: Halte den Posten bereit
B3-S034-U02	B3-S034	B3	f83r	E311	chety	PARTITION	NONE	NONE	1	chety	PARTITION+TY	Trenne einen Teil ab
B3-S034-U03	B3-S034	B3	f83r	E314	shedy	SHED	E312|E313	NONE	3	otaiin olsaly shedy	OT+AIIN | AL+Y | SHED+E+CLOSE	Vorgabe Folgemaß; untere Zielstelle: Lass kurz absetzen und schließe
B4-S001-U01	B4-S001	B4	f83r	E315	qokeedy	OK	NONE	NONE	1	qokeedy	OK+EE+CLOSE	Setze länger und schließe
B4-S002-U01	B4-S002	B4	f83r	E316	qolchey	OL	NONE	NONE	1	qolchey	OL+Y	Führe den aktuellen Posten fort
B4-S002-U02	B4-S002	B4	f83r	E317	qokeey	OK	NONE	NONE	1	qokeey	OK+EE+Y	Setze die lange Stufe
B4-S002-U03	B4-S002	B4	f83r	E318	qokedy	OK	NONE	NONE	1	qokedy	OK+E+CLOSE	Setze kurz und schließe
B4-S003-U01	B4-S003	B4	f83r	E319	chedy	CHD	NONE	NONE	1	chedy	CHD+Y	Übertrage den aktuellen Posten
B4-S003-U02	B4-S003	B4	f83r	E322	qokeey	OK	E320|E321	NONE	3	otal otchey qokeey	OT+AL | OT+Y | OK+EE+Y	Vorgabe danach dorthin; nächster Teilposten: Setze die lange Stufe
B4-S003-U03	B4-S003	B4	f83r	E323	qoky	OK	NONE	NONE	1	qoky	OK+Y	Setze den aktuellen Posten
B4-S003-U04	B4-S003	B4	f83r	E324	tol	OL	NONE	NONE	1	tol	OL	Führe fort
B4-S003-U05	B4-S003	B4	f83r	E325	shedy	SHED	NONE	NONE	1	shedy	SHED+E+CLOSE	Lass kurz absetzen und schließe
B4-S004-U01	B4-S004	B4	f83r	E326	qokylddy	OK	NONE	NONE	1	qokylddy	OK+Y+LDDY	Befestige den aktuellen Posten und schließe
B4-S005-U01	B4-S005	B4	f83r	E328	chedy	CHD	E327	NONE	2	dain chedy	DAIN | CHD+Y	Vorgabe Tuch: Übertrage den aktuellen Posten
B4-S005-U02	B4-S005	B4	f83r	E329	qokeedy	OK	NONE	NONE	1	qokeedy	OK+EE+CLOSE	Setze länger und schließe
B4-S006-U01	B4-S006	B4	f83r	E330	shckhedy	CKHE	NONE	NONE	1	shckhedy	CKHE+CLOSE	Seihe und schließe
B4-S007-U01	B4-S007	B4	f83r	E331	shckhedy	CKHE	NONE	NONE	1	shckhedy	CKHE+CLOSE	Seihe und schließe
B4-S008-U01	B4-S008	B4	f83r	E333	cheeky	CHK	E332	NONE	2	saiin cheeky	AIIN | CHK+EE+Y	Vorgabe Sollmaß: Wärme länger
B4-S008-U02	B4-S008	B4	f83r	E334	sheey	SH	NONE	NONE	1	sheey	SH+EE+Y	Halte länger
B4-S008-U03	B4-S008	B4	f83r	E335	qokedy	OK	NONE	NONE	1	qokedy	OK+E+CLOSE	Setze kurz und schließe
B4-S009-U01	B4-S009	B4	f83r	E336	shedy	SHED	NONE	NONE	1	shedy	SHED+E+CLOSE	Lass kurz absetzen und schließe
B4-S010-U01	B4-S010	B4	f83r	E337	oldy	OL	NONE	NONE	1	oldy	OL+CLOSE	Führe fort und schließe
B4-S011-U01	B4-S011	B4	f83r	E339	cheky	CHK	E338	NONE	2	saiin cheky	AIIN | CHK+E+Y	Vorgabe Sollmaß: Wärme kurz
B4-S011-U02	B4-S011	B4	f83r	E340	okeeol	OK	NONE	NONE	1	okeeol	OK+EE+OL	Führe länger fort
B4-S011-U03	B4-S011	B4	f83r	E341	okain	OK	NONE	NONE	1	okain	OK+AIN	Gib einen gezählten Anteil zu
B4-S011-U04	B4-S011	B4	f83r	E342	chdy	CHD	NONE	NONE	1	chdy	CHD+Y	Übertrage den aktuellen Posten
B4-S011-U05	B4-S011	B4	f83r	E343	sol	OL	NONE	NONE	1	sol	OL	Führe fort
B4-S011-U06	B4-S011	B4	f83r	E344	lkedy	L	NONE	NONE	1	lkedy	L+E+CLOSE	Führe kurz ab und schließe
B4-S012-U01	B4-S012	B4	f83r	E345	lchedy	L	NONE	NONE	1	lchedy	L+CHD+CLOSE	Führe ab und schließe
B4-S013-U01	B4-S013	B4	f83r	E346	qokol	OK	NONE	NONE	1	qokol	OK+OL	Setze die Fortsetzung
B4-S013-U02	B4-S013	B4	f83r	E347	shedy	SHED	NONE	NONE	1	shedy	SHED+E+CLOSE	Lass kurz absetzen und schließe
B4-S014-U01	B4-S014	B4	f83r	E350	qockhey	OK	E348|E349	E351	4	or chey qockhey dairydy	OR | Y | OK+CKH+E+Y | AIR+Y+CLOSE	Vorgabe Ansatz; dieser Posten: Setze den kurzen Durchlauf; dazu Wasserlauf schliessen; Schluss
B4-S015-U01	B4-S015	B4	f83r	E352	qokain	OK	NONE	E353	2	qokain shey	OK+AIN | CHEEY	Gib einen gezählten Anteil zu; dazu klarer Auszug
B4-S015-U02	B4-S015	B4	f83r	E355	chckhal	CKH	E354	NONE	2	kain chckhal	AIN | CKH+AL	Vorgabe eine Portion: Leite zum Ziel durch
B4-S015-U03	B4-S015	B4	f83r	E356	solkey	SOLK	NONE	NONE	1	solkey	SOLK+E+Y	Sammle kurz
B4-S015-U04	B4-S015	B4	f83r	E357	lchedy	L	NONE	NONE	1	lchedy	L+CHD+CLOSE	Führe ab und schließe
B4-S016-U01	B4-S016	B4	f83r	E358	qolkain	OL	NONE	E359	2	qolkain dal	OL+AIN | AL	Nimm einen weiteren Anteil; dazu dorthin
B4-S016-U02	B4-S016	B4	f83r	E360	skar	SK	NONE	NONE	1	skar	SK+AR	Gieße vom Ausgang aus
B4-S016-U03	B4-S016	B4	f83r	E361	shedy	SHED	NONE	NONE	1	shedy	SHED+E+CLOSE	Lass kurz absetzen und schließe
B5-S001-U01	B5-S001	B5	f83r	E362	otchdy	CHD	NONE	NONE	1	otchdy	OT+CHD+CLOSE	Übertrage den Folgeposten und schließe
B5-S002-U01	B5-S002	B5	f83r	E363	qokchdy	OK	NONE	NONE	1	qokchdy	OK+CHD+CLOSE	Setze an, übertrage und schließe
B5-S003-U01	B5-S003	B5	f83r	E364	shedal	SHED	NONE	E365	2	shedal dal	SHED+AL | AL	Lass am Ziel absetzen; dazu dorthin
B5-S003-U02	B5-S003	B5	f83r	E366	cheol	OL	NONE	NONE	1	cheol	OL	Führe fort
B5-S003-U03	B5-S003	B5	f83r	E367	lol	L	NONE	NONE	1	lol	L+OL	Führe die Abführung fort
B5-S003-U04	B5-S003	B5	f83r	E368	chdal	CHD	NONE	E369	2	chdal aiin	CHD+AL | AIIN	Übertrage zum Ziel; dazu Sollmaß
B5-S003-U05	B5-S003	B5	f83r	E370	sol	OL	NONE	E371	2	sol daiiin	OL | IIN	Führe fort; dazu Öffnungsstufe
B5-S003-U06	B5-S003	B5	f83r	E372	chedy	CHD	NONE	NONE	1	chedy	CHD+Y	Übertrage den aktuellen Posten
B6-S001-U01	B6-S001	B6	f83r	E373	solkeey	SOLK	NONE	NONE	1	solkeey	SOLK+EE+Y	Sammle länger
B6-S001-U02	B6-S001	B6	f83r	E374	qekey	KCH	NONE	E375	2	qekey raly	KCH+E+Y | AL+Y	Bearbeite den aktuellen Posten kurz; dazu diesen Posten dorthin
B6-S001-U03	B6-S001	B6	f83r	E376	ol	OL	NONE	E377	2	ol daiin	OL | AIIN	Führe fort; dazu Sollmaß
B6-S001-U04	B6-S001	B6	f83r	E378	ol	OL	NONE	E379|E380|E381	4	ol dain chey ldalor	OL | DAIN | Y | AL	Führe fort; dazu Tuch; dieser Posten; Endziel
