master_card_id	master_head_form	corrected_semantic_atoms	short_default_de	prose_events	records	syntactic_roles	attachment_directions	action_heads	role_stability	event_ids	context_decision
MC159	os	OS	Mischgefäß	1	H1	CONTENT_OR_STATE:1	BACKWARD:1	OS:1	STABLE	E005	KEEP_SHORT_VALUE
MC160	talam	AL+AM	am Ziel verwahren	1	H4	ACTION_HEAD:1	SELF:1	AM:1	STABLE	E063	KEEP_SHORT_VALUE
MC161	checthy	CTH+Y	bereit	7	B3|H1|H2|H3	ACTION_HEAD:7	SELF:7	CTH:7	STABLE	E014|E016|E054|E271|E279|E289|E310	KEEP_SHORT_VALUE
MC162	qolchey	OL+Y	diesen Posten weiterfuehren	1	B4	ACTION_HEAD:1	SELF:1	OL:1	STABLE	E316	KEEP_SHORT_VALUE
MC163	qotchol	OT+OL	danach weiterfuehren	1	H1	ACTION_HEAD:1	SELF:1	OL:1	STABLE	E012	KEEP_SHORT_VALUE
MC164	qokylddy	OK+Y+LDDY	aktuellen Posten befestigen; Schluss	1	B4	ACTION_HEAD:1	SELF:1	OK:1	STABLE	E326	KEEP_SHORT_VALUE
MC165	qockhey	OK+CKH+E+Y	kurzen Durchlauf ansetzen	1	B4	ACTION_HEAD:1	SELF:1	OK:1	STABLE	E350	KEEP_SHORT_VALUE
MC166	chkeey	CHK+EE+Y	diesen Posten länger warm halten	1	B2	ACTION_HEAD:1	SELF:1	CHK:1	STABLE	E183	KEEP_SHORT_VALUE
MC167	lochedy	L+CHD+CLOSE	Rest abfuehren; Schluss	1	B2	ACTION_HEAD:1	SELF:1	L:1	STABLE	E228	KEEP_SHORT_VALUE
MC168	lcheckhy	L+CKH+Y	Ausgangsdurchlass	1	B2	ACTION_HEAD:1	SELF:1	L:1	STABLE	E173	KEEP_SHORT_VALUE
MC169	cthaiin	CTH+AIIN	Fertigmaß	1	H2	ACTION_HEAD:1	SELF:1	CTH:1	STABLE	E018	KEEP_SHORT_VALUE
MC170	ykaiin	Y+AIIN	Postenmaß	1	H4	ARGUMENT_OR_MODIFIER:1	FORWARD:1	Y:1	STABLE	E064	KEEP_SHORT_VALUE
MC171	otchey	OT+Y	nächster Teilposten	2	B4|H5	ORDER_MARKER:2	FORWARD:2	OT:2	STABLE	E098|E321	KEEP_SHORT_VALUE
MC172	daiiin	IIN	Öffnungsstufe	1	B5	ARGUMENT_OR_MODIFIER:1	BACKWARD:1	IIN:1	STABLE	E371	KEEP_SHORT_VALUE
MC173	qoteedy	OT+EE+CLOSE	lange Folge; Schluss	2	B2|B3	ELLIPTIC_HEAD:2	SELF:2	OWNER_SUPPLIED_ACTION:2	STABLE	E226|E292	KEEP_SHORT_VALUE
