context_witness_id	frame_id	frozen_frame	context_recipe	context_meaning_de	event_id	record_id	physical_page	register	active_model	surface	working_recipe	match_count	match_start_ordinals	context_is_complete_event_recipe	current_event_reading_de	source_event_preserved
G489-CW108	G489-F08	@ACTION+OL	OL	FORTSETZEN	G485-E148	G475-R107	f89r	PHARMA	INSTRUCTION	oldam	OL+AM_ADDR	1	1	NO	Weiter beziehe den Drogeneintrag »d« an der bezeichneten Stelle. Reihenfolge konkret: OL — weiter mit Droge »d«.	YES
G489-CW109	G489-F08	@ACTION+OL	OL	FORTSETZEN	G485-E149	G475-R108	f89r	PHARMA	CATALOGUE	otoldy	OT+OL	1	2	NO	Droge »dy« — Folgevermerk, Fortsetzungsvermerk. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Droge »dy« weiterführen.	YES
G489-CW110	G489-F08	@ACTION+OL	OL	FORTSETZEN	G485-E152	G475-R110	f89r	PHARMA	INSTRUCTION	chol	OL	1	1	YES	Weiter beziehe den Eintrag. Reihenfolge konkret: OL — im aktiven Eintrag weiter.	YES
G489-CW111	G489-F08	@ACTION+OL	OL	FORTSETZEN	G485-E162	G475-R117	f89r	PHARMA	CATALOGUE	doly	OL+Y	1	1	NO	Droge »d« — Fortsetzungsvermerk, Postenangabe. Reihenfolge konkret: OL — Droge »d« in Posten weiterführen.	YES
G489-CW112	G489-F08	@ACTION+OL	OL	FORTSETZEN	G485-E164	G475-R119	f89r	PHARMA	INSTRUCTION	saloiinsheol	AL+SH+OL	1	3	NO	Weiter halte den Drogeneintrag »s«, den Drogeneintrag »oiin« und den Drogeneintrag »e« zum Zielgefäß. Reihenfolge konkret: OL — Droge »e« weiterführen.	YES
G489-CW113	G489-F08	@ACTION+OL	OL	FORTSETZEN	G485-E166	G475-R121	f89r	PHARMA	CATALOGUE	otold	OT+OL	1	2	NO	Droge »d« — Folgevermerk, Fortsetzungsvermerk. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Droge »d« weiterführen.	YES
G489-CW114	G489-F08	@ACTION+OL	OL	FORTSETZEN	G485-E168	G475-R122	f89r	PHARMA	INSTRUCTION	okol	OK+OL	1	2	NO	Weiter setze den Eintrag als Ansatz an. Reihenfolge konkret: OL — Setzen weiterführen.	YES
G489-CW115	G489-F08	@ACTION+OL	OL	FORTSETZEN	G485-E169	G475-R122	f89r	PHARMA	INSTRUCTION	shol	SH+OL	1	2	NO	Weiter halte den Eintrag. Reihenfolge konkret: OL — Halten weiterführen.	YES
G489-CW116	G489-F08	@ACTION+OL	OL	FORTSETZEN	G485-E183	G475-R135	f89r	PHARMA	COORDINATE	otolarol	OT+OL+AR+OL	2	2|4	NO	Adressspur: danach → weiter → Ausgangsgefäß → weiter. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Ausgang weiterführen; OL — Ausgang weiterführen.	YES
G489-CW117	G489-F09	@ACTION+OR+Y	OR+Y	EINHEIT · POSTEN	G485-E100	G475-R073	f72r	CELESTIAL	COORDINATE	ory	OR+Y	1	1	YES	Adressspur: Positionseinheit → Positionsposten.	YES
G489-CW118	G489-F09	@ACTION+OR+Y	OR+Y	EINHEIT · POSTEN	G485-E161	G475-R117	f89r	PHARMA	CATALOGUE	odory	OR+Y	1	1	YES	Droge »od« — Einheitsangabe, Postenangabe.	YES
G489-CW119	G489-F10	@ACTION+Y	Y	POSTEN	G485-E005	G475-R003	f71v	CELESTIAL	CATALOGUE	chfaly	AL+Y	1	2	NO	Sternstelle »chf« — Zielzuordnung, Postenangabe.	YES
G489-CW120	G489-F10	@ACTION+Y	Y	POSTEN	G485-E008	G475-R006	f71v	CELESTIAL	INSTRUCTION	alcphy	AL+CH+P+Y	1	4	NO	Nimm den Positionsposten auf und setze den Positionsposten ein zur Zielposition.	YES
G489-CW121	G489-F10	@ACTION+Y	Y	POSTEN	G485-E013	G475-R009	f71v	CELESTIAL	COORDINATE	aly	AL+Y	1	2	NO	Adressspur: Zielposition → Positionsposten.	YES
G489-CW122	G489-F10	@ACTION+Y	Y	POSTEN	G485-E026	G475-R018	f72r	CELESTIAL	CATALOGUE	chdaiirdainy	AIN+Y	1	2	NO	Sternstelle »chdaiird« — Anteilsangabe, Postenangabe.	YES
G489-CW123	G489-F10	@ACTION+Y	Y	POSTEN	G485-E029	G475-R019	f72r	CELESTIAL	COORDINATE	ary	AR+Y	1	2	NO	Adressspur: Ausgangsposition → Positionsposten.	YES
G489-CW124	G489-F10	@ACTION+Y	Y	POSTEN	G485-E034	G475-R023	f72r	CELESTIAL	COORDINATE	otaraldy	OT+AR+AL+Y	1	4	NO	Adressspur: danach → Ausgangsposition → Zielposition → Positionsposten. Reihenfolge konkret: OT — danach Ausgang.	YES
G489-CW125	G489-F10	@ACTION+Y	Y	POSTEN	G485-E038	G475-R025	f72r	CELESTIAL	INSTRUCTION	ys	Y+S	1	1	NO	Wähle den Positionsposten.	YES
G489-CW126	G489-F10	@ACTION+Y	Y	POSTEN	G485-E043	G475-R028	f72r	CELESTIAL	CATALOGUE	otchoshy	OT+Y	1	2	NO	Sternstelle »cho« — Folgevermerk, Postenangabe. Reihenfolge konkret: OT — danach Sternstelle »cho«.	YES
G489-CW127	G489-F10	@ACTION+Y	Y	POSTEN	G485-E045	G475-R030	f72r	CELESTIAL	INSTRUCTION	okeey	OK+EE+Y	1	3	NO	Setze den Positionsposten, auf Grad II.	YES
G489-CW128	G489-F10	@ACTION+Y	Y	POSTEN	G485-E046	G475-R030	f72r	CELESTIAL	INSTRUCTION	ary	AR+Y	1	2	NO	Im selben Gang setze den Positionsposten von der Ausgangsposition.	YES
G489-CW129	G489-F10	@ACTION+Y	Y	POSTEN	G485-E047	G475-R031	f72r	CELESTIAL	COORDINATE	otainy	OT+AIN+Y	1	3	NO	Adressspur: danach → Sektoranteil → Positionsposten. Reihenfolge konkret: OT — danach Anteil.	YES
G489-CW130	G489-F10	@ACTION+Y	Y	POSTEN	G485-E053	G475-R037	f72r	CELESTIAL	COORDINATE	otaraldy	OT+AR+AL+Y	1	4	NO	Adressspur: danach → Ausgangsposition → Zielposition → Positionsposten. Reihenfolge konkret: OT — danach Ausgang.	YES
G489-CW131	G489-F10	@ACTION+Y	Y	POSTEN	G485-E056	G475-R040	f72r	CELESTIAL	INSTRUCTION	okaly	OK+AL+Y	1	3	NO	Setze den Positionsposten zur Zielposition.	YES
G489-CW132	G489-F10	@ACTION+Y	Y	POSTEN	G485-E058	G475-R042	f72r	CELESTIAL	INSTRUCTION	okeey	OK+EE+Y	1	3	NO	Setze den Positionsposten, auf Grad II.	YES
G489-CW133	G489-F10	@ACTION+Y	Y	POSTEN	G485-E059	G475-R042	f72r	CELESTIAL	INSTRUCTION	ary	AR+Y	1	2	NO	Im selben Gang setze den Positionsposten von der Ausgangsposition.	YES
G489-CW134	G489-F10	@ACTION+Y	Y	POSTEN	G485-E062	G475-R044	f72r	CELESTIAL	COORDINATE	dy	Y	1	1	YES	Adressspur: Positionsposten.	YES
G489-CW135	G489-F10	@ACTION+Y	Y	POSTEN	G485-E066	G475-R048	f72r	CELESTIAL	INSTRUCTION	okaly	OK+AL+Y	1	3	NO	Setze den Positionsposten zur Zielposition.	YES
G489-CW136	G489-F10	@ACTION+Y	Y	POSTEN	G485-E073	G475-R055	f72r	CELESTIAL	COORDINATE	otalshy	OT+AL+Y	1	3	NO	Adressspur: danach → Zielposition → Positionsposten. Reihenfolge konkret: OT — danach Zielort.	YES
G489-CW137	G489-F10	@ACTION+Y	Y	POSTEN	G485-E077	G475-R059	f72r	CELESTIAL	CATALOGUE	ainaly	AL+Y	1	2	NO	Sternstelle »ain« — Zielzuordnung, Postenangabe.	YES
G489-CW138	G489-F10	@ACTION+Y	Y	POSTEN	G485-E080	G475-R060	f72r	CELESTIAL	COORDINATE	olalsy	OL+AL+Y	1	3	NO	Adressspur: weiter → Zielposition → Positionsposten. Reihenfolge konkret: OL — weiter mit Zielort.	YES
G489-CW139	G489-F10	@ACTION+Y	Y	POSTEN	G485-E089	G475-R065	f72r	CELESTIAL	CATALOGUE	alaly	AL+AL+Y	1	3	NO	Eintrag »alaly« — Zielzuordnung, Zielzuordnung, Postenangabe.	YES
G489-CW140	G489-F10	@ACTION+Y	Y	POSTEN	G485-E090	G475-R066	f72r	CELESTIAL	COORDINATE	oteey	OT+EE+Y	1	3	NO	Adressspur: danach → Grad II → Positionsposten. Reihenfolge konkret: OT — danach Grad II.	YES
G489-CW141	G489-F10	@ACTION+Y	Y	POSTEN	G485-E094	G475-R069	f72r	CELESTIAL	INSTRUCTION	opoeey	EE+Y	1	2	NO	Beziehe den Sternstelleneintrag »opo« und den Positionsposten, auf Grad II.	YES
G489-CW142	G489-F10	@ACTION+Y	Y	POSTEN	G485-E100	G475-R073	f72r	CELESTIAL	COORDINATE	ory	OR+Y	1	2	NO	Adressspur: Positionseinheit → Positionsposten.	YES
G489-CW143	G489-F10	@ACTION+Y	Y	POSTEN	G485-E101	G475-R074	f72r	CELESTIAL	INSTRUCTION	ochey	O+CH+E+Y	1	4	NO	Nimm den Positionsposten auf, als Ausführung und auf Grad I.	YES
G489-CW144	G489-F10	@ACTION+Y	Y	POSTEN	G485-E102	G475-R074	f72r	CELESTIAL	INSTRUCTION	fydy	Y+DY	1	1	NO	Im selben Gang nimm den Sternstelleneintrag »f« und den Positionsposten auf, und schließe den Schritt.	YES
G489-CW145	G489-F10	@ACTION+Y	Y	POSTEN	G485-E105	G475-R075	f72r	CELESTIAL	CATALOGUE	eeesaly	AL+Y	1	2	NO	Sternstelle »eees« — Zielzuordnung, Postenangabe.	YES
G489-CW146	G489-F10	@ACTION+Y	Y	POSTEN	G485-E133	G475-R095	f88v	PHARMA	INSTRUCTION	cheocthy	CH+T+Y	1	3	NO	Nimm den Drogeneintrag »cheo« und den Drogenposten und stelle den Drogeneintrag »cheo« und den Drogenposten ein.	YES
G489-CW147	G489-F10	@ACTION+Y	Y	POSTEN	G485-E146	G475-R107	f89r	PHARMA	INSTRUCTION	okchshy	OK+CH+Y	1	3	NO	Setze den Drogenposten als Ansatz an und nimm den Drogenposten.	YES
G489-CW148	G489-F10	@ACTION+Y	Y	POSTEN	G485-E151	G475-R110	f89r	PHARMA	INSTRUCTION	ykyd	Y+K+Y+D_ADDR	2	1|3	NO	Gib den Drogenposten [außen] und den Drogenposten [innen] zu an der bezeichneten Stelle.	YES
G489-CW149	G489-F10	@ACTION+Y	Y	POSTEN	G485-E157	G475-R113	f89r	PHARMA	INSTRUCTION	ykocfhy	CH+LOCAL_CHAR_F+Y	1	3	NO	Nimm den Drogeneintrag »yko« und den Drogenposten an der bezeichneten Stelle.	YES
G489-CW150	G489-F10	@ACTION+Y	Y	POSTEN	G485-E160	G475-R116	f89r	PHARMA	COORDINATE	yddy	Y+D_ADDR+Y	2	1|3	NO	Adressspur: Drogenposten → hier → Drogenposten.	YES
G489-CW151	G489-F10	@ACTION+Y	Y	POSTEN	G485-E161	G475-R117	f89r	PHARMA	CATALOGUE	odory	OR+Y	1	2	NO	Droge »od« — Einheitsangabe, Postenangabe.	YES
G489-CW152	G489-F10	@ACTION+Y	Y	POSTEN	G485-E162	G475-R117	f89r	PHARMA	CATALOGUE	doly	OL+Y	1	2	NO	Droge »d« — Fortsetzungsvermerk, Postenangabe. Reihenfolge konkret: OL — Droge »d« in Posten weiterführen.	YES
G489-CW153	G489-F10	@ACTION+Y	Y	POSTEN	G485-E167	G475-R121	f89r	PHARMA	CATALOGUE	y	Y	1	1	YES	Eintrag »y« — Postenangabe.	YES
G489-CW154	G489-F10	@ACTION+Y	Y	POSTEN	G485-E170	G475-R122	f89r	PHARMA	INSTRUCTION	dy	Y	1	1	YES	Im selben Gang halte den Drogenposten.	YES
G489-CW155	G489-F10	@ACTION+Y	Y	POSTEN	G485-E172	G475-R124	f89r	PHARMA	INSTRUCTION	korainy	K+OR+AIN+Y	1	4	NO	Gib die Ansatzeinheit, den Drogenanteil und den Drogenposten zu.	YES
G489-CW156	G489-F10	@ACTION+Y	Y	POSTEN	G485-E174	G475-R126	f89r	PHARMA	INSTRUCTION	cheys	Y+S	1	1	NO	Wähle den Drogenposten.	YES
G489-CW157	G489-F10	@ACTION+Y	Y	POSTEN	G485-E175	G475-R127	f89r	PHARMA	INSTRUCTION	cheody	CH+E+O+Y	1	4	NO	Nimm den Drogenposten, auf Grad I und als Ausführung.	YES
G489-CW158	G489-F10	@ACTION+Y	Y	POSTEN	G485-E181	G475-R133	f89r	PHARMA	COORDINATE	otalsy	OT+AL+Y	1	3	NO	Adressspur: danach → Zielgefäß → Drogenposten. Reihenfolge konkret: OT — danach Zielort.	YES
G489-CW159	G489-F11	CH+@ACTION	CH	NEHMEN	G485-E008	G475-R006	f71v	CELESTIAL	INSTRUCTION	alcphy	AL+CH+P+Y	1	2	NO	Nimm den Positionsposten auf und setze den Positionsposten ein zur Zielposition.	YES
G489-CW160	G489-F11	CH+@ACTION	CH	NEHMEN	G485-E087	G475-R064	f72r	CELESTIAL	INSTRUCTION	ches	CH+E+S	1	1	NO	Nimm den Eintrag auf und wähle den Eintrag, auf Grad I.	YES
G489-CW161	G489-F11	CH+@ACTION	CH	NEHMEN	G485-E101	G475-R074	f72r	CELESTIAL	INSTRUCTION	ochey	O+CH+E+Y	1	2	NO	Nimm den Positionsposten auf, als Ausführung und auf Grad I.	YES
G489-CW162	G489-F11	CH+@ACTION	CH	NEHMEN	G485-E118	G475-R083	f72r	CELESTIAL	INSTRUCTION	octho	CH+T	1	1	NO	Nimm den Sternstelleneintrag »o« und den Sternstelleneintrag »o« auf und stelle den Sternstelleneintrag »o« und den Sternstelleneintrag »o« ein.	YES
G489-CW163	G489-F11	CH+@ACTION	CH	NEHMEN	G485-E133	G475-R095	f88v	PHARMA	INSTRUCTION	cheocthy	CH+T+Y	1	1	NO	Nimm den Drogeneintrag »cheo« und den Drogenposten und stelle den Drogeneintrag »cheo« und den Drogenposten ein.	YES
G489-CW164	G489-F11	CH+@ACTION	CH	NEHMEN	G485-E146	G475-R107	f89r	PHARMA	INSTRUCTION	okchshy	OK+CH+Y	1	2	NO	Setze den Drogenposten als Ansatz an und nimm den Drogenposten.	YES
G489-CW165	G489-F11	CH+@ACTION	CH	NEHMEN	G485-E153	G475-R110	f89r	PHARMA	INSTRUCTION	ches	CH+E+S	1	1	NO	Nimm den Eintrag und wähle den Eintrag, auf Grad I.	YES
G489-CW166	G489-F11	CH+@ACTION	CH	NEHMEN	G485-E157	G475-R113	f89r	PHARMA	INSTRUCTION	ykocfhy	CH+LOCAL_CHAR_F+Y	1	1	NO	Nimm den Drogeneintrag »yko« und den Drogenposten an der bezeichneten Stelle.	YES
G489-CW167	G489-F11	CH+@ACTION	CH	NEHMEN	G485-E165	G475-R120	f89r	PHARMA	INSTRUCTION	opcheor	O+P+CH+E+OR	1	3	NO	Setze die Ansatzeinheit ein und nimm die Ansatzeinheit, als Ausführung und auf Grad I.	YES
G489-CW168	G489-F11	CH+@ACTION	CH	NEHMEN	G485-E175	G475-R127	f89r	PHARMA	INSTRUCTION	cheody	CH+E+O+Y	1	1	NO	Nimm den Drogenposten, auf Grad I und als Ausführung.	YES
