event_id	physical_page	locus	surface	component_recipe	component_slots	collapsed_slot_pattern	portable_atomic_reading_de	compact_layer
P912-E0750	f75r	f75r.34	oty	OT+Y	ORDER+REFERENT	ORDER>REFERENT	DANACH · DIES	LEARNED_FORMULA_CARD
P912-E0751	f75r	f75r.34	okar	OK+AR	ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · QUELLE	LEARNED_FORMULA_CARD
P912-E0752	f75r	f75r.34	otar	OT+AR	ORDER+ARGUMENT	ORDER>ARGUMENT	DANACH · QUELLE	LEARNED_FORMULA_CARD
P912-E0753	f75r	f75r.34	ol	OL	ORDER	ORDER	FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0754	f75r	f75r.34	kain	K+AIN	ACTION+ARGUMENT	ACTION>ARGUMENT	GEBEN · EINHEIT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0755	f75r	f75r.34	oltedy	OL+T+E+DY	ORDER+ACTION+GRADE+CLOSE	ORDER>ACTION>GRADE>CLOSE	FORTSETZEN · EINSTELLEN · KURZ · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0756	f75r	f75r.35	qokain	OK+AIN	ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · EINHEIT	LEARNED_FORMULA_CARD
P912-E0757	f75r	f75r.35	sheety	SH+EE+T+Y	ACTION+GRADE+ACTION+REFERENT	ACTION>GRADE>ACTION>REFERENT	HALTEN · LÄNGER · EINSTELLEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0758	f75r	f75r.35	qokain	OK+AIN	ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · EINHEIT	LEARNED_FORMULA_CARD
P912-E0759	f75r	f75r.35	dar	D_ADDR+AR	ARGUMENT+ARGUMENT	ARGUMENT	TEIL · QUELLE	LEARNED_FORMULA_CARD
P912-E0760	f75r	f75r.35	dar	D_ADDR+AR	ARGUMENT+ARGUMENT	ARGUMENT	TEIL · QUELLE	LEARNED_FORMULA_CARD
P912-E0761	f75r	f75r.35	shedy	SHED+DY	ACTION+CLOSE	ACTION>CLOSE	ABSETZEN · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0762	f75r	f75r.35	qokain	OK+AIN	ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · EINHEIT	LEARNED_FORMULA_CARD
P912-E0763	f75r	f75r.35	oldy	OL+DY	ORDER+CLOSE	ORDER>CLOSE	FORTSETZEN · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0764	f75r	f75r.36	sol	OL	ORDER	ORDER	FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0765	f75r	f75r.36	keedy	K+EE+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	GEBEN · LÄNGER · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0766	f75r	f75r.36	qokeedy	OK+EE+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	SETZEN · LÄNGER · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0767	f75r	f75r.36	qokey	OK+E+Y	ACTION+GRADE+REFERENT	ACTION>GRADE>REFERENT	SETZEN · KURZ · DIES	LEARNED_FORMULA_CARD
P912-E0768	f75r	f75r.36	okar	OK+AR	ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · QUELLE	LEARNED_FORMULA_CARD
P912-E0769	f75r	f75r.36	otar	OT+AR	ORDER+ARGUMENT	ORDER>ARGUMENT	DANACH · QUELLE	LEARNED_FORMULA_CARD
P912-E0770	f75r	f75r.36	dardardy	D_ADDR+AR+D_ADDR+AR+DY	ARGUMENT+ARGUMENT+ARGUMENT+ARGUMENT+CLOSE	ARGUMENT>CLOSE	TEIL · QUELLE · TEIL · QUELLE · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0771	f75r	f75r.37	qokedy	OK+E+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	SETZEN · KURZ · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0772	f75r	f75r.37	dy	Y	REFERENT	REFERENT	DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0773	f75r	f75r.37	sheety	SH+EE+T+Y	ACTION+GRADE+ACTION+REFERENT	ACTION>GRADE>ACTION>REFERENT	HALTEN · LÄNGER · EINSTELLEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0774	f75r	f75r.37	qokedy	OK+E+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	SETZEN · KURZ · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0775	f75r	f75r.37	qokeedy	OK+EE+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	SETZEN · LÄNGER · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0776	f75r	f75r.37	qokechdy	OK+E+CHD+DY	ACTION+GRADE+ACTION+CLOSE	ACTION>GRADE>ACTION>CLOSE	SETZEN · KURZ · UMSETZEN · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0777	f75r	f75r.37	lol	L+OL	ACTION+ORDER	ACTION>ORDER	LEITEN · FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0778	f75r	f75r.38	qokeedy	OK+EE+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	SETZEN · LÄNGER · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0779	f75r	f75r.38	qokeedy	OK+EE+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	SETZEN · LÄNGER · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0780	f75r	f75r.38	qokedy	OK+E+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	SETZEN · KURZ · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0781	f75r	f75r.38	qokedy	OK+E+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	SETZEN · KURZ · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0782	f75r	f75r.38	qokeedy	OK+EE+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	SETZEN · LÄNGER · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0783	f75r	f75r.38	ldy	L+DY	ACTION+CLOSE	ACTION>CLOSE	LEITEN · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0784	f75r	f75r.39	yshedy	Y+SH+E+DY	REFERENT+ACTION+GRADE+CLOSE	REFERENT>ACTION>GRADE>CLOSE	DIES · HALTEN · KURZ · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0785	f75r	f75r.39	qokeedy	OK+EE+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	SETZEN · LÄNGER · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0786	f75r	f75r.39	qokeedy	OK+EE+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	SETZEN · LÄNGER · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0787	f75r	f75r.39	olkeedy	SOLK+EE+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	AUFFANGEN · LÄNGER · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0788	f75r	f75r.39	otey	OT+E+Y	ORDER+GRADE+REFERENT	ORDER>GRADE>REFERENT	DANACH · KURZ · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0789	f75r	f75r.39	koldy	K+OL+DY	ACTION+ORDER+CLOSE	ACTION>ORDER>CLOSE	GEBEN · FORTSETZEN · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0790	f75r	f75r.40	dar	D_ADDR+AR	ARGUMENT+ARGUMENT	ARGUMENT	TEIL · QUELLE	LEARNED_FORMULA_CARD
P912-E0791	f75r	f75r.40	shedy	SHED+DY	ACTION+CLOSE	ACTION>CLOSE	ABSETZEN · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0792	f75r	f75r.40	qokain	OK+AIN	ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · EINHEIT	LEARNED_FORMULA_CARD
P912-E0793	f75r	f75r.40	shedy	SHED+DY	ACTION+CLOSE	ACTION>CLOSE	ABSETZEN · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0794	f75r	f75r.40	dal	AL	ARGUMENT	ARGUMENT	ZIEL	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0795	f75r	f75r.40	keedy	K+EE+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	GEBEN · LÄNGER · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0796	f75r	f75r.40	rshedy	R+SHED+DY	ACTION+ACTION+CLOSE	ACTION>CLOSE	MARKIEREN · ABSETZEN · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0797	f75r	f75r.41	sokeedy	S+OK+EE+DY	ACTION+ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	AUSWÄHLEN · SETZEN · LÄNGER · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0798	f75r	f75r.41	qokeedy	OK+EE+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	SETZEN · LÄNGER · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0799	f75r	f75r.41	oteedy	OT+EE+DY	ORDER+GRADE+CLOSE	ORDER>GRADE>CLOSE	DANACH · LÄNGER · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0800	f75r	f75r.41	qoky	OK+Y	ACTION+REFERENT	ACTION>REFERENT	SETZEN · DIES	LEARNED_FORMULA_CARD
P912-E0801	f75r	f75r.41	dy	Y	REFERENT	REFERENT	DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0802	f75r	f75r.41	keedy	K+EE+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	GEBEN · LÄNGER · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0803	f75r	f75r.41	sy	Y	REFERENT	REFERENT	DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0804	f75r	f75r.42	dshedy	SH+E+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	HALTEN · KURZ · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0805	f75r	f75r.42	qokedy	OK+E+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	SETZEN · KURZ · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0806	f75r	f75r.42	qokeedy	OK+EE+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	SETZEN · LÄNGER · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0807	f75r	f75r.42	qoteey	OT+EE+Y	ORDER+GRADE+REFERENT	ORDER>GRADE>REFERENT	DANACH · LÄNGER · DIES	LEARNED_FORMULA_CARD
P912-E0808	f75r	f75r.42	qoteedy	OT+EE+DY	ORDER+GRADE+CLOSE	ORDER>GRADE>CLOSE	DANACH · LÄNGER · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0809	f75r	f75r.42	dor	D_ADDR+OR	ARGUMENT+ARGUMENT	ARGUMENT	TEIL · SATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0810	f75r	f75r.43	yshedy	Y+SH+E+DY	REFERENT+ACTION+GRADE+CLOSE	REFERENT>ACTION>GRADE>CLOSE	DIES · HALTEN · KURZ · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0811	f75r	f75r.43	chekar	CHK+AR	ACTION+ARGUMENT	ACTION>ARGUMENT	BEHANDELN · QUELLE	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0812	f75r	f75r.43	oldy	OL+DY	ORDER+CLOSE	ORDER>CLOSE	FORTSETZEN · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0813	f75r	f75r.43	qokain	OK+AIN	ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · EINHEIT	LEARNED_FORMULA_CARD
P912-E0814	f75r	f75r.43	chkar	CHK+AR	ACTION+ARGUMENT	ACTION>ARGUMENT	BEHANDELN · QUELLE	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0815	f75r	f75r.43	otar	OT+AR	ORDER+ARGUMENT	ORDER>ARGUMENT	DANACH · QUELLE	LEARNED_FORMULA_CARD
P912-E0816	f75r	f75r.43	oldy	OL+DY	ORDER+CLOSE	ORDER>CLOSE	FORTSETZEN · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0817	f75r	f75r.44	dchedy	D_ADDR+CHD+Y	ARGUMENT+ACTION+REFERENT	ARGUMENT>ACTION>REFERENT	TEIL · UMSETZEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0818	f75r	f75r.44	sain	S+AIN	ACTION+ARGUMENT	ACTION>ARGUMENT	AUSWÄHLEN · EINHEIT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0819	f75r	f75r.44	okedy	OK+E+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	SETZEN · KURZ · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0820	f75r	f75r.44	qokedy	OK+E+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	SETZEN · KURZ · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0821	f75r	f75r.44	otedy	OT+E+DY	ORDER+GRADE+CLOSE	ORDER>GRADE>CLOSE	DANACH · KURZ · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0822	f75r	f75r.44	okoldy	OK+OL+DY	ACTION+ORDER+CLOSE	ACTION>ORDER>CLOSE	SETZEN · FORTSETZEN · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0823	f75r	f75r.44	otar	OT+AR	ORDER+ARGUMENT	ORDER>ARGUMENT	DANACH · QUELLE	LEARNED_FORMULA_CARD
P912-E0824	f75r	f75r.44	otam	OT+AM_ADDR	ORDER+ARGUMENT	ORDER>ARGUMENT	DANACH · INNEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0825	f75r	f75r.44	olaiin	OL+AIIN	ORDER+ARGUMENT	ORDER>ARGUMENT	FORTSETZEN · SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0826	f75r	f75r.44	ch	CH	ACTION	ACTION	NEHMEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0827	f75r	f75r.44	dar	D_ADDR+AR	ARGUMENT+ARGUMENT	ARGUMENT	TEIL · QUELLE	LEARNED_FORMULA_CARD
P912-E0828	f75r	f75r.44	dy	Y	REFERENT	REFERENT	DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0829	f75r	f75r.45	sshedy	S+SH+E+DY	ACTION+ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	AUSWÄHLEN · HALTEN · KURZ · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0830	f75r	f75r.45	shckhy	SH+CKH+Y	ACTION+ACTION+REFERENT	ACTION>REFERENT	HALTEN · DURCHLASS · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0831	f75r	f75r.45	qokey	OK+E+Y	ACTION+GRADE+REFERENT	ACTION>GRADE>REFERENT	SETZEN · KURZ · DIES	LEARNED_FORMULA_CARD
P912-E0832	f75r	f75r.45	okedy	OK+E+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	SETZEN · KURZ · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0833	f75r	f75r.45	sarol	S+AR+OL	ACTION+ARGUMENT+ORDER	ACTION>ARGUMENT>ORDER	AUSWÄHLEN · QUELLE · FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0834	f75r	f75r.45	oty	OT+Y	ORDER+REFERENT	ORDER>REFERENT	DANACH · DIES	LEARNED_FORMULA_CARD
P912-E0835	f75r	f75r.45	otedy	OT+E+DY	ORDER+GRADE+CLOSE	ORDER>GRADE>CLOSE	DANACH · KURZ · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0836	f75r	f75r.45	qotedy	OT+E+DY	ORDER+GRADE+CLOSE	ORDER>GRADE>CLOSE	DANACH · KURZ · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0837	f75r	f75r.45	otedy	OT+E+DY	ORDER+GRADE+CLOSE	ORDER>GRADE>CLOSE	DANACH · KURZ · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0838	f75r	f75r.45	okaiin	OK+AIIN	ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · SOLLWERT	LEARNED_FORMULA_CARD
P912-E0839	f75r	f75r.46	qokey	OK+E+Y	ACTION+GRADE+REFERENT	ACTION>GRADE>REFERENT	SETZEN · KURZ · DIES	LEARNED_FORMULA_CARD
P912-E0840	f75r	f75r.46	qokedy	OK+E+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	SETZEN · KURZ · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0841	f75r	f75r.46	sheol	SH+E+OL	ACTION+GRADE+ORDER	ACTION>GRADE>ORDER	HALTEN · KURZ · FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0842	f75r	f75r.46	qokedy	OK+E+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	SETZEN · KURZ · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0843	f75r	f75r.46	dain	AIN	ARGUMENT	ARGUMENT	EINHEIT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0844	f75r	f75r.46	shedy	SHED+DY	ACTION+CLOSE	ACTION>CLOSE	ABSETZEN · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0845	f75r	f75r.46	otol	OT+OL	ORDER+ORDER	ORDER	DANACH · FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0846	f75r	f75r.46	chedy	CHD+Y	ACTION+REFERENT	ACTION>REFERENT	UMSETZEN · DIES	LEARNED_FORMULA_CARD
P912-E0847	f75r	f75r.46	olor	OL+OR	ORDER+ARGUMENT	ORDER>ARGUMENT	FORTSETZEN · SATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0848	f75r	f75r.47	sal	S+AL	ACTION+ARGUMENT	ACTION>ARGUMENT	AUSWÄHLEN · ZIEL	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E0849	f75r	f75r.47	okeedy	OK+EE+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	SETZEN · LÄNGER · SCHLIESSEN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E0850	f75r	f75r.48	daly	AL+Y	ARGUMENT+REFERENT	ARGUMENT>REFERENT	ZIEL · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E0851	f75r	f75r.48	ychey	Y+Y	REFERENT+REFERENT	REFERENT	DIES · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E0852	f75r	f75r.49	sols	OL+S	ORDER+ACTION	ORDER>ACTION	FORTSETZEN · AUSWÄHLEN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E0853	f75r	f75r.49	dara	D_ADDR+AR+A_ADDR	ARGUMENT+ARGUMENT+ARGUMENT	ARGUMENT	TEIL · QUELLE · ORT	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E0854	f75r	f75r.50	ychty	Y+CH+T+Y	REFERENT+ACTION+ACTION+REFERENT	REFERENT>ACTION>REFERENT	DIES · NEHMEN · EINSTELLEN · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E0855	f75r	f75r.51	saino	S+AIN+O	ACTION+ARGUMENT+ACTION	ACTION>ARGUMENT>ACTION	AUSWÄHLEN · EINHEIT · AUSFÜHREN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E0856	f75r	f75r.52	saldy	S+AL+DY	ACTION+ARGUMENT+CLOSE	ACTION>ARGUMENT>CLOSE	AUSWÄHLEN · ZIEL · SCHLIESSEN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E0857	f75r	f75r.53	dainy	AIN+Y	ARGUMENT+REFERENT	ARGUMENT>REFERENT	EINHEIT · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E0858	f81v	f81v.1	par	P+AR	ACTION+ARGUMENT	ACTION>ARGUMENT	EINSETZEN · QUELLE	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0859	f81v	f81v.1	shey	SH+E+Y	ACTION+GRADE+REFERENT	ACTION>GRADE>REFERENT	HALTEN · KURZ · DIES	LEARNED_FORMULA_CARD
P912-E0860	f81v	f81v.1	keedy	K+EE+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	GEBEN · LÄNGER · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0861	f81v	f81v.1	shekal	SH+E+K+AL	ACTION+GRADE+ACTION+ARGUMENT	ACTION>GRADE>ACTION>ARGUMENT	HALTEN · KURZ · GEBEN · ZIEL	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0862	f81v	f81v.1	dal	AL	ARGUMENT	ARGUMENT	ZIEL	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0863	f81v	f81v.1	dar	D_ADDR+AR	ARGUMENT+ARGUMENT	ARGUMENT	TEIL · QUELLE	LEARNED_FORMULA_CARD
P912-E0864	f81v	f81v.1	ol	OL	ORDER	ORDER	FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0865	f81v	f81v.1	pchedy	P+CHD+DY	ACTION+ACTION+CLOSE	ACTION>CLOSE	EINSETZEN · UMSETZEN · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0866	f81v	f81v.1	shek	SH+E+K	ACTION+GRADE+ACTION	ACTION>GRADE>ACTION	HALTEN · KURZ · GEBEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0867	f81v	f81v.1	dain	AIN	ARGUMENT	ARGUMENT	EINHEIT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0868	f81v	f81v.1	ofalsheky	O+LOCAL_CHAR_F+A_ADDR+LSH+E+K+Y	ACTION+ARGUMENT+ARGUMENT+ACTION+GRADE+ACTION+REFERENT	ACTION>ARGUMENT>ACTION>GRADE>ACTION>REFERENT	AUSFÜHREN · NEBENWEG · ORT · SPÜLEN · KURZ · GEBEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0869	f81v	f81v.2	qokedy	OK+E+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	SETZEN · KURZ · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0870	f81v	f81v.2	okaiin	OK+AIIN	ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · SOLLWERT	LEARNED_FORMULA_CARD
P912-E0871	f81v	f81v.2	kair	K+AIR	ACTION+ARGUMENT	ACTION>ARGUMENT	GEBEN · LAUF	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0872	f81v	f81v.2	okal	OK+AL	ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · ZIEL	LEARNED_FORMULA_CARD
P912-E0873	f81v	f81v.2	sar	S+AR	ACTION+ARGUMENT	ACTION>ARGUMENT	AUSWÄHLEN · QUELLE	LEARNED_FORMULA_CARD
P912-E0874	f81v	f81v.2	ol	OL	ORDER	ORDER	FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0875	f81v	f81v.2	kain	K+AIN	ACTION+ARGUMENT	ACTION>ARGUMENT	GEBEN · EINHEIT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0876	f81v	f81v.2	olkain	OL+K+AIN	ORDER+ACTION+ARGUMENT	ORDER>ACTION>ARGUMENT	FORTSETZEN · GEBEN · EINHEIT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0877	f81v	f81v.2	al	AL	ARGUMENT	ARGUMENT	ZIEL	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0878	f81v	f81v.2	ol	OL	ORDER	ORDER	FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0879	f81v	f81v.2	rol	R+OL	ACTION+ORDER	ACTION>ORDER	MARKIEREN · FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0880	f81v	f81v.2	dl	L	ACTION	ACTION	LEITEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0881	f81v	f81v.3	saiin	S+AIIN	ACTION+ARGUMENT	ACTION>ARGUMENT	AUSWÄHLEN · SOLLWERT	LEARNED_FORMULA_CARD
P912-E0882	f81v	f81v.3	daiin	AIIN	ARGUMENT	ARGUMENT	SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0883	f81v	f81v.3	olkeedy	SOLK+EE+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	AUFFANGEN · LÄNGER · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0884	f81v	f81v.3	okedy	OK+E+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	SETZEN · KURZ · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0885	f81v	f81v.3	dykain	D_ADDR+Y+K+AIN	ARGUMENT+REFERENT+ACTION+ARGUMENT	ARGUMENT>REFERENT>ACTION>ARGUMENT	TEIL · DIES · GEBEN · EINHEIT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0886	f81v	f81v.3	shek	SH+E+K	ACTION+GRADE+ACTION	ACTION>GRADE>ACTION	HALTEN · KURZ · GEBEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0887	f81v	f81v.3	chdy	CHD+Y	ACTION+REFERENT	ACTION>REFERENT	UMSETZEN · DIES	LEARNED_FORMULA_CARD
P912-E0888	f81v	f81v.3	dalal	AL+AL	ARGUMENT+ARGUMENT	ARGUMENT	ZIEL · ZIEL	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0889	f81v	f81v.3	oldy	OL+DY	ORDER+CLOSE	ORDER>CLOSE	FORTSETZEN · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0890	f81v	f81v.4	qokaiin	OK+AIIN	ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · SOLLWERT	LEARNED_FORMULA_CARD
P912-E0891	f81v	f81v.4	okain	OK+AIN	ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · EINHEIT	LEARNED_FORMULA_CARD
P912-E0892	f81v	f81v.4	cheeky	CHK+EE+Y	ACTION+GRADE+REFERENT	ACTION>GRADE>REFERENT	BEHANDELN · LÄNGER · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0893	f81v	f81v.4	dy	Y	REFERENT	REFERENT	DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0894	f81v	f81v.4	ol	OL	ORDER	ORDER	FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0895	f81v	f81v.4	kaiin	K+AIIN	ACTION+ARGUMENT	ACTION>ARGUMENT	GEBEN · SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
