neighbor_id	source_recipe	target_recipe	mutation_family	mutation_positions	source_atom_or_pair	target_atom_or_pair	substitution_class	target_is_exact_catalog_key	target_identity_route	neutral_execution_decision	sampled_context_count	sampled_occurrence_weight	sampled_page_count	sampled_pages	green_context_count	amber_context_count	stop_context_count	green_occurrence_weight	amber_occurrence_weight	stop_occurrence_weight	observed_context_robustness	stop_factor_rules	neutral_stop_rescued_in_any_context	neutral_read_stops_in_any_context	deck_instruction	identity_is_not_inferred_from_robustness	occurrence_is_not_predicted_from_robustness
G447-N04846	CH+LOCAL_CHAR_F+O+AIIN	LOCAL_CHAR_F+CH+O+AIIN	ADJACENT_SWAP	1-2	CH>LOCAL_CHAR_F	LOCAL_CHAR_F>CH	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f1r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N04862	CH+LOCAL_CHAR_F+OL	CH+OL+LOCAL_CHAR_F	ADJACENT_SWAP	2-3	LOCAL_CHAR_F>OL	OL>LOCAL_CHAR_F	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f1r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N04863	CH+LOCAL_CHAR_F+OL	LOCAL_CHAR_F+CH+OL	ADJACENT_SWAP	1-2	CH>LOCAL_CHAR_F	LOCAL_CHAR_F>CH	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f1r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N04876	CH+LOCAL_CHAR_F+OL+DY	CH+LOCAL_CHAR_F+DY+OL	ADJACENT_SWAP	3-4	OL>DY	DY>OL	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f13r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N04877	CH+LOCAL_CHAR_F+OL+DY	CH+OL+LOCAL_CHAR_F+DY	ADJACENT_SWAP	2-3	LOCAL_CHAR_F>OL	OL>LOCAL_CHAR_F	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f13r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N04878	CH+LOCAL_CHAR_F+OL+DY	LOCAL_CHAR_F+CH+OL+DY	ADJACENT_SWAP	1-2	CH>LOCAL_CHAR_F	LOCAL_CHAR_F>CH	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f13r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N04908	CH+LOCAL_CHAR_F+Y	CH+Y+LOCAL_CHAR_F	ADJACENT_SWAP	2-3	LOCAL_CHAR_F>Y	Y>LOCAL_CHAR_F	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	2	2	2	f10r|f11r	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N04909	CH+LOCAL_CHAR_F+Y	LOCAL_CHAR_F+CH+Y	ADJACENT_SWAP	1-2	CH>LOCAL_CHAR_F	LOCAL_CHAR_F>CH	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	2	2	2	f10r|f11r	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N04924	CH+O+CH+LOCAL_CHAR_F+E+Y	CH+CH+O+LOCAL_CHAR_F+E+Y	ADJACENT_SWAP	2-3	O>CH	CH>O	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f24v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N04925	CH+O+CH+LOCAL_CHAR_F+E+Y	CH+O+CH+E+LOCAL_CHAR_F+Y	ADJACENT_SWAP	4-5	LOCAL_CHAR_F>E	E>LOCAL_CHAR_F	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f24v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N04926	CH+O+CH+LOCAL_CHAR_F+E+Y	CH+O+CH+LOCAL_CHAR_F+Y+E	ADJACENT_SWAP	5-6	E>Y	Y>E	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f24v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N04927	CH+O+CH+LOCAL_CHAR_F+E+Y	CH+O+LOCAL_CHAR_F+CH+E+Y	ADJACENT_SWAP	3-4	CH>LOCAL_CHAR_F	LOCAL_CHAR_F>CH	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f24v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N04928	CH+O+CH+LOCAL_CHAR_F+E+Y	O+CH+CH+LOCAL_CHAR_F+E+Y	ADJACENT_SWAP	1-2	CH>O	O>CH	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f24v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N04956	CH+O+CH+LOCAL_CHAR_F+Y	CH+CH+O+LOCAL_CHAR_F+Y	ADJACENT_SWAP	2-3	O>CH	CH>O	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	2	2	2	f67r2|f76r	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N04957	CH+O+CH+LOCAL_CHAR_F+Y	CH+O+CH+Y+LOCAL_CHAR_F	ADJACENT_SWAP	4-5	LOCAL_CHAR_F>Y	Y>LOCAL_CHAR_F	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	2	2	2	f67r2|f76r	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N04958	CH+O+CH+LOCAL_CHAR_F+Y	CH+O+LOCAL_CHAR_F+CH+Y	ADJACENT_SWAP	3-4	CH>LOCAL_CHAR_F	LOCAL_CHAR_F>CH	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	2	2	2	f67r2|f76r	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N04959	CH+O+CH+LOCAL_CHAR_F+Y	O+CH+CH+LOCAL_CHAR_F+Y	ADJACENT_SWAP	1-2	CH>O	O>CH	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	2	2	2	f67r2|f76r	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N04984	CH+O+CH+T+AR	CH+CH+O+T+AR	ADJACENT_SWAP	2-3	O>CH	CH>O	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f72r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N04985	CH+O+CH+T+AR	CH+O+CH+AR+T	ADJACENT_SWAP	4-5	T>AR	AR>T	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f72r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N04986	CH+O+CH+T+AR	CH+O+T+CH+AR	ADJACENT_SWAP	3-4	CH>T	T>CH	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f72r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N04987	CH+O+CH+T+AR	O+CH+CH+T+AR	ADJACENT_SWAP	1-2	CH>O	O>CH	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f72r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05020	CH+O+CH+T+E+Y	CH+CH+O+T+E+Y	ADJACENT_SWAP	2-3	O>CH	CH>O	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f88v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05021	CH+O+CH+T+E+Y	CH+O+CH+E+T+Y	ADJACENT_SWAP	4-5	T>E	E>T	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f88v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05022	CH+O+CH+T+E+Y	CH+O+CH+T+Y+E	ADJACENT_SWAP	5-6	E>Y	Y>E	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f88v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05023	CH+O+CH+T+E+Y	CH+O+T+CH+E+Y	ADJACENT_SWAP	3-4	CH>T	T>CH	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f88v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05024	CH+O+CH+T+E+Y	O+CH+CH+T+E+Y	ADJACENT_SWAP	1-2	CH>O	O>CH	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f88v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05060	CH+O+CH+T+EEE+Y	CH+CH+O+T+EEE+Y	ADJACENT_SWAP	2-3	O>CH	CH>O	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f68r1	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05061	CH+O+CH+T+EEE+Y	CH+O+CH+EEE+T+Y	ADJACENT_SWAP	4-5	T>EEE	EEE>T	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f68r1	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05062	CH+O+CH+T+EEE+Y	CH+O+CH+T+Y+EEE	ADJACENT_SWAP	5-6	EEE>Y	Y>EEE	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f68r1	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05063	CH+O+CH+T+EEE+Y	CH+O+T+CH+EEE+Y	ADJACENT_SWAP	3-4	CH>T	T>CH	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f68r1	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05064	CH+O+CH+T+EEE+Y	O+CH+CH+T+EEE+Y	ADJACENT_SWAP	1-2	CH>O	O>CH	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f68r1	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05100	CH+O+CH+T+Y	CH+CH+O+T+Y	ADJACENT_SWAP	2-3	O>CH	CH>O	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	2	2	2	f10r|f1r	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05101	CH+O+CH+T+Y	CH+O+CH+Y+T	ADJACENT_SWAP	4-5	T>Y	Y>T	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	2	2	2	f10r|f1r	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05102	CH+O+CH+T+Y	CH+O+T+CH+Y	ADJACENT_SWAP	3-4	CH>T	T>CH	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	2	2	2	f10r|f1r	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05103	CH+O+CH+T+Y	O+CH+CH+T+Y	ADJACENT_SWAP	1-2	CH>O	O>CH	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	2	2	2	f10r|f1r	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05136	CH+O+D_ADDR	CH+D_ADDR+O	ADJACENT_SWAP	2-3	O>D_ADDR	D_ADDR>O	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f68r1	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05137	CH+O+D_ADDR	O+CH+D_ADDR	ADJACENT_SWAP	1-2	CH>O	O>CH	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f68r1	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05149	CH+O+D_ADDR+AIIN	CH+D_ADDR+O+AIIN	ADJACENT_SWAP	2-3	O>D_ADDR	D_ADDR>O	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	5	5	4	f10r|f1r|f76r|f89r	5	0	0	5	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05150	CH+O+D_ADDR+AIIN	CH+O+AIIN+D_ADDR	ADJACENT_SWAP	3-4	D_ADDR>AIIN	AIIN>D_ADDR	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	5	5	4	f10r|f1r|f76r|f89r	5	0	0	5	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05151	CH+O+D_ADDR+AIIN	O+CH+D_ADDR+AIIN	ADJACENT_SWAP	1-2	CH>O	O>CH	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	5	5	4	f10r|f1r|f76r|f89r	5	0	0	5	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05167	CH+O+D_ADDR+AIN	CH+D_ADDR+O+AIN	ADJACENT_SWAP	2-3	O>D_ADDR	D_ADDR>O	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f1r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05168	CH+O+D_ADDR+AIN	CH+O+AIN+D_ADDR	ADJACENT_SWAP	3-4	D_ADDR>AIN	AIN>D_ADDR	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f1r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05169	CH+O+D_ADDR+AIN	O+CH+D_ADDR+AIN	ADJACENT_SWAP	1-2	CH>O	O>CH	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f1r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05185	CH+O+D_ADDR+L	CH+D_ADDR+O+L	ADJACENT_SWAP	2-3	O>D_ADDR	D_ADDR>O	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f11r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05186	CH+O+D_ADDR+L	CH+O+L+D_ADDR	ADJACENT_SWAP	3-4	D_ADDR>L	L>D_ADDR	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f11r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05187	CH+O+D_ADDR+L	O+CH+D_ADDR+L	ADJACENT_SWAP	1-2	CH>O	O>CH	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f11r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05221	CH+O+D_ADDR+Y	CH+D_ADDR+O+Y	ADJACENT_SWAP	2-3	O>D_ADDR	D_ADDR>O	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	8	8	6	f11r|f56r|f88r|f88v|f89r|f95v	8	0	0	8	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05222	CH+O+D_ADDR+Y	CH+O+Y+D_ADDR	ADJACENT_SWAP	3-4	D_ADDR>Y	Y>D_ADDR	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	8	8	6	f11r|f56r|f88r|f88v|f89r|f95v	8	0	0	8	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05223	CH+O+D_ADDR+Y	O+CH+D_ADDR+Y	ADJACENT_SWAP	1-2	CH>O	O>CH	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	8	8	6	f11r|f56r|f88r|f88v|f89r|f95v	8	0	0	8	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05239	CH+O+E+R	CH+E+O+R	ADJACENT_SWAP	2-3	O>E	E>O	ORDER	YES	IDENTITY_EXACT_OBSERVED	READ	1	1	1	f67r2	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05240	CH+O+E+R	CH+O+R+E	ADJACENT_SWAP	3-4	E>R	R>E	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f67r2	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05241	CH+O+E+R	O+CH+E+R	ADJACENT_SWAP	1-2	CH>O	O>CH	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f67r2	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05264	CH+O+EE+A_ADDR	CH+EE+O+A_ADDR	ADJACENT_SWAP	2-3	O>EE	EE>O	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f67r2	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05265	CH+O+EE+A_ADDR	CH+O+A_ADDR+EE	ADJACENT_SWAP	3-4	EE>A_ADDR	A_ADDR>EE	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f67r2	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05266	CH+O+EE+A_ADDR	O+CH+EE+A_ADDR	ADJACENT_SWAP	1-2	CH>O	O>CH	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f67r2	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05281	CH+O+P	CH+P+O	ADJACENT_SWAP	2-3	O>P	P>O	ORDER	YES	IDENTITY_EXACT_OBSERVED	READ	1	1	1	f17r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05282	CH+O+P	O+CH+P	ADJACENT_SWAP	1-2	CH>O	O>CH	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f17r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05302	CH+O+P+CH+AL	CH+O+CH+P+AL	ADJACENT_SWAP	3-4	P>CH	CH>P	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f10r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05303	CH+O+P+CH+AL	CH+O+P+AL+CH	ADJACENT_SWAP	4-5	CH>AL	AL>CH	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f10r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05304	CH+O+P+CH+AL	CH+P+O+CH+AL	ADJACENT_SWAP	2-3	O>P	P>O	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f10r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05305	CH+O+P+CH+AL	O+CH+P+CH+AL	ADJACENT_SWAP	1-2	CH>O	O>CH	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f10r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05338	CH+O+P+CHD+Y	CH+O+CHD+P+Y	ADJACENT_SWAP	3-4	P>CHD	CHD>P	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	1	1	1	f82r	0	0	1	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:CHD>P	NO	NO	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
G447-N05339	CH+O+P+CHD+Y	CH+O+P+Y+CHD	ADJACENT_SWAP	4-5	CHD>Y	Y>CHD	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f82r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05340	CH+O+P+CHD+Y	CH+P+O+CHD+Y	ADJACENT_SWAP	2-3	O>P	P>O	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f82r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N05341	CH+O+P+CHD+Y	O+CH+P+CHD+Y	ADJACENT_SWAP	1-2	CH>O	O>CH	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f82r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
