target_recipe	target_is_exact_catalog_key	target_identity_route	source_neighbor_edge_count	distinct_source_recipe_count	source_recipes	mutation_families	unique_sampled_context_count	sampled_page_count	sampled_pages	green_context_count	amber_context_count	stop_context_count	observed_context_robustness	stop_factor_rules	deck_instruction	identity_is_not_inferred_from_robustness	occurrence_is_not_predicted_from_robustness
E+CH+CH+P+E+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+CH+P+E+DY	ADJACENT_SWAP	1	1	f83r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+CHD+E+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+CH+K+E+AR	SAME_CLASS_SUBSTITUTION	1	1	f68r1	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:CH>CHD	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
E+CH+E+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+CH+K+E+AR	ATOM_DELETION	1	1	f68r1	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+E+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+S+E+DY	SAME_CLASS_SUBSTITUTION	1	1	f56r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+E+K+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+CH+K+E+AR	ADJACENT_SWAP	1	1	f68r1	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+E+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+S+E+S	SAME_CLASS_SUBSTITUTION	1	1	f81r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+E+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+K+E+Y	SAME_CLASS_SUBSTITUTION	1	1	f83r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+EEE+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+T+EEE+Y	SAME_CLASS_SUBSTITUTION	1	1	f72r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+K+AL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	SH+E+CH+K+AL	ATOM_DELETION	1	1	f81v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+K+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+CH+K+E+AR	ATOM_DELETION	1	1	f68r1	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+K+AR+E	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+CH+K+E+AR	ADJACENT_SWAP	1	1	f68r1	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+K+D_ADDR+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	SH+E+CH+K+D_ADDR+Y	ATOM_DELETION	1	1	f83r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+K+E	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+CH+K+E+AR	ATOM_DELETION	1	1	f68r1	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+K+E+AIR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+CH+K+E+AR	SAME_CLASS_SUBSTITUTION	1	1	f68r1	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+K+E+AL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+CH+K+E+AR	SAME_CLASS_SUBSTITUTION	1	1	f68r1	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+K+E+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	SH+E+CH+K+E+DY	ATOM_DELETION	2	2	f77r|f81r	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+K+E+L	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+CH+K+E+AR	SAME_CLASS_SUBSTITUTION	1	1	f68r1	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+K+E+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	CH+E+CH+K+E+Y|SH+E+CH+K+E+Y	ATOM_DELETION	3	2	f76r|f77r	3	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+K+EE+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+CH+K+E+AR	SAME_CLASS_SUBSTITUTION	1	1	f68r1	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+K+EEE+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+CH+K+E+AR	SAME_CLASS_SUBSTITUTION	1	1	f68r1	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+K+O	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+CH+K+O	ATOM_DELETION	1	1	f82r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+K+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	3	3	CH+E+CH+K+Y|O+E+CH+K+Y|SH+E+CH+K+Y	ATOM_DELETION	12	10	f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r	12	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+LOCAL_CHAR_F+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+LOCAL_CHAR_F+AR	ADJACENT_SWAP	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+LOCAL_CHAR_G	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+LOCAL_CHAR_G	ADJACENT_SWAP	1	1	f83r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+O	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+O	ADJACENT_SWAP	6	3	f72r|f76r|f89r	6	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+O+AL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+O+AL	ADJACENT_SWAP	2	1	f89r	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+O+AM_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+O+AM_ADDR	ADJACENT_SWAP	4	2	f88r|f89r	4	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+O+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+O+AR	ADJACENT_SWAP	1	1	f55v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+O+CH+K+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+O+CH+K+Y	ADJACENT_SWAP	2	1	f88v	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+O+CH+P+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+O+CH+P+Y	ADJACENT_SWAP	1	1	f89r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+O+D_ADDR+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+O+D_ADDR+AIN	ADJACENT_SWAP	1	1	f89r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+O+K	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+O+K	ADJACENT_SWAP	1	1	f89r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+O+K+AL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+O+K+AL	ADJACENT_SWAP	1	1	f88v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+O+K+AM_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+O+K+AM_ADDR	ADJACENT_SWAP	1	1	f88v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+O+K+OR+CH+E+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+O+K+OR+CH+E+Y	ADJACENT_SWAP	1	1	f68r1	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+O+K+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+O+K+Y	ADJACENT_SWAP	4	3	f72r|f82r|f89r	4	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+O+L	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+O+L	ADJACENT_SWAP	29	11	f24v|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r	29	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+O+L+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+O+L+S	ADJACENT_SWAP	1	1	f71v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+O+L+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+O+L+Y	ADJACENT_SWAP	1	1	f89r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+O+LOCAL_CHAR_J+A_ADDR+AM_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+O+LOCAL_CHAR_J+A_ADDR+AM_ADDR	ADJACENT_SWAP	1	1	f88r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+O+R	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+O+R	ADJACENT_SWAP	16	8	f68r1|f71v|f72r|f76r|f82r|f88r|f88v|f89r	16	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+O+R+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+O+R+OL	ADJACENT_SWAP	1	1	f88v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+O+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+O+S	ADJACENT_SWAP	4	4	f67r2|f88r|f88v|f89r	4	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+O+T+E+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+O+T+E+Y	ADJACENT_SWAP	1	1	f88r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+O+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+O+Y	ADJACENT_SWAP	13	4	f55v|f88r|f88v|f89r	13	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+OK+E+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+CH+K+E+AR	SAME_CLASS_SUBSTITUTION	1	1	f68r1	0	1	0	OBSERVED_CONTEXT_ALL_READABLE_WITH_AMBER	NONE	REISSUE_CONTEXT_CERTIFICATE__AMBER_POSSIBLE	YES	YES
E+CH+OL+CH+E+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+OL+CH+E+Y	ADJACENT_SWAP	1	1	f76r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+OL+T+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+OL+T+AR	ADJACENT_SWAP	1	1	f81v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+P	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+P	ADJACENT_SWAP	1	1	f76r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+P+E+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+CH+K+E+AR	SAME_CLASS_SUBSTITUTION	1	1	f68r1	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+P+E+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+CH+P+E+DY	ATOM_DELETION	1	1	f83r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+P+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+P+OL	ADJACENT_SWAP	1	1	f83r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+P+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	CH+E+P+Y|SH+E+CH+P+Y	ADJACENT_SWAP|ATOM_DELETION	3	3	f76r|f81r|f89r	3	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+R+E+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+CH+K+E+AR	SAME_CLASS_SUBSTITUTION	1	1	f68r1	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+S	ADJACENT_SWAP	6	5	f72r|f76r|f77r|f81r|f82r	6	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+S+E+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+CH+K+E+AR	SAME_CLASS_SUBSTITUTION	1	1	f68r1	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+SH+E+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+CH+K+E+AR	SAME_CLASS_SUBSTITUTION	1	1	f68r1	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:CH>SH	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
E+CH+T+CH+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+T+CH+Y	ADJACENT_SWAP	1	1	f88r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+T+CHD+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	SH+E+CH+T+CHD+Y	ATOM_DELETION	1	1	f83r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+T+E+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+CH+K+E+AR	SAME_CLASS_SUBSTITUTION	1	1	f68r1	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+T+E+D_ADDR+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	CH+E+T+E+D_ADDR+Y|SH+E+CH+T+E+D_ADDR+Y	ADJACENT_SWAP|ATOM_DELETION	2	2	f81v|f83r	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+T+E+LOCAL_CHAR_G	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+T+E+LOCAL_CHAR_G	ADJACENT_SWAP	1	1	f17r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+T+E+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+T+E+Y	ADJACENT_SWAP	2	2	f72r|f77r	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	SH+E+CH+T+Y	ATOM_DELETION	5	3	f75r|f76r|f83r	5	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+T+Y+R+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+T+Y+R+Y	ADJACENT_SWAP	1	1	f81r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CH+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	4	4	CH+E+Y|E+K+Y|E+T+Y|SH+E+CH+Y	ADJACENT_SWAP|ATOM_DELETION|SAME_CLASS_SUBSTITUTION	9	8	f10r|f24v|f56r|f81r|f83r|f88r|f89r|f95v	9	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CHD	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+S	SAME_CLASS_SUBSTITUTION	2	2	f1r|f67r2	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CHD+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	OK+E+CHD+DY	ATOM_DELETION	2	2	f75r|f81r	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CHD+E+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+S+E+DY	SAME_CLASS_SUBSTITUTION	1	1	f56r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CHD+E+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+S+E+S	SAME_CLASS_SUBSTITUTION	1	1	f81r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CHD+E+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+K+E+Y	SAME_CLASS_SUBSTITUTION	1	1	f83r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+CHD+EEE+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+T+EEE+Y	SAME_CLASS_SUBSTITUTION	1	1	f72r	0	0	1	OBSERVED_CONTEXT_ALL_STOP	FOCUS:CHD<-EEE	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
E+CHD+K+E+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+CH+K+E+AR	SAME_CLASS_SUBSTITUTION	1	1	f68r1	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:CHD>K	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
E+CHD+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	3	3	E+K+Y|E+T+Y|T+E+CHD+Y	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	4	4	f10r|f83r|f89r|f95v	4	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	9	9	CARRIER_Q+E+DY|D_ADDR+E+DY|EE+DY|EEE+DY|K+E+DY|OK+E+DY|OT+E+DY|SH+E+DY|T+E+DY	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	91	11	f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	90	0	1	OBSERVED_CONTEXT_MIXED_READ_STOP	CLOSE:NO_ACTIVE_ACTION	CONTEXT_REQUIRED__STOP_POSSIBLE	YES	YES
E+DY+L	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	OT+E+DY+L	ATOM_DELETION	1	1	f76r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+D_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	OK+E+D_ADDR|SH+E+D_ADDR	ATOM_DELETION	5	2	f75r|f76r	5	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+D_ADDR+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+D_ADDR+AIN	ATOM_DELETION	1	1	f55v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+D_ADDR+AL+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	OK+E+D_ADDR+AL+OR	ATOM_DELETION	1	1	f76r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+D_ADDR+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	3	3	OK+E+D_ADDR+AR|OT+E+D_ADDR+AR|SH+E+D_ADDR+AR	ATOM_DELETION	4	4	f72r|f76r|f77r|f95v	4	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+D_ADDR+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	D_ADDR+E+DY	ADJACENT_SWAP	1	1	f81v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+D_ADDR+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	OK+E+D_ADDR+OL	ATOM_DELETION	1	1	f83r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+D_ADDR+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	OK+E+D_ADDR+OR|OT+E+D_ADDR+OR	ATOM_DELETION	2	2	f76r|f82r	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+D_ADDR+SH+E+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	OT+E+D_ADDR+SH+E+DY	ATOM_DELETION	1	1	f76r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
