assignment_id	source_probe_id	source_label_id	source_event_id	physical_page	locus	source_surface	content_class	surface_template_id	surface_template	component_template_id	component_template	meaning_template_de	topology_id	slot_topology	exact_channel_signature	channel_shape	function_channel_count	learned_slot_count	learned_span_trace	cold_route	owner_family_markers	recipe_support_tier	familiarity_state	familiarity_rank
G471-A049	G466-U049	G466-L061	P1008-E0452	f72r	f72r3.27	opalal	STAR_BEARING_RING_POSITION	G471-T041	{NAME_1}alal	G471-C041	{NAME_1} · AL · AL	{NAME_1} · ZIELORT · ZIELORT	G471-P12	{NAME_1} · INTERNAL · SUFFIX	G466-C39+G466-C31	INTERNAL+SUFFIX	2	1	0:2:op	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	opal=STERNSTELLENFAMILIE|ala=STERNSTELLENFAMILIE|pa=STERNSTELLENFAMILIE	RUNNING_EXACT_RECIPE	RECURRENT_EXACT_FUNCTION_TEMPLATE	3
G471-A050	G466-U050	G466-L062	P1008-E0453	f72r	f72r3.28	yfary	STAR_BEARING_RING_POSITION	G471-T053	{NAME_1}ar{NAME_2}	G471-C053	{NAME_1} · AR · {NAME_2}	{NAME_1} · AUSGANG · {NAME_2}	G471-P13	{NAME_1} · INTERNAL · {NAME_2}	G466-C40	INTERNAL	1	2	0:2:yf|4:5:y	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	OUTSIDE_BOUNDED_SHELL_ATLAS	CROSS_OWNER_RECURRENT_EXACT_FUNCTION_TEMPLATE	1
G471-A051	G466-U051	G466-L063	P1008-E0454	f72r	f72r3.29	oraiiral	STAR_BEARING_RING_POSITION	G471-T023	or{NAME_1}al	G471-C023	OR · {NAME_1} · AL	EINHEIT · {NAME_1} · ZIELORT	G471-P08	PREFIX · {NAME_1} · SUFFIX	G466-C10+G466-C31	PREFIX+SUFFIX	2	1	2:6:aiir	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	raii=STERNSTELLENFAMILIE	RUNNING_EXACT_RECIPE	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A052	G466-U052	G466-L064	P1008-E0455	f72r	f72r3.30	ytoar	STAR_BEARING_RING_POSITION	G471-T049	{NAME_1}ar	G471-C049	{NAME_1} · AR	{NAME_1} · AUSGANG	G471-P16	{NAME_1} · SUFFIX	G466-C33	SUFFIX	1	1	0:3:yto	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	OUTSIDE_BOUNDED_SHELL_ATLAS	RECURRENT_EXACT_FUNCTION_TEMPLATE	3
G471-A053	G466-U053	G466-L065	P1008-E0457	f72r	f72r3.31	octho	STAR_BEARING_RING_POSITION	G471-T058	{NAME_1}cth{NAME_2}	G471-C057	{NAME_1} · CH+T · {NAME_2}	{NAME_1} · NEHMEN · EINSTELLEN · {NAME_2}	G471-P13	{NAME_1} · INTERNAL · {NAME_2}	G466-C37	INTERNAL	1	2	0:1:o|4:5:o	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	OUTSIDE_BOUNDED_SHELL_ATLAS	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A054	G466-U054	G466-L066	P1008-E0459	f72r	f72r3.33	oletal	STAR_BEARING_RING_POSITION	G471-T017	ol{NAME_1}al	G471-C017	OL · {NAME_1} · AL	FORTSETZEN · {NAME_1} · ZIELORT	G471-P08	PREFIX · {NAME_1} · SUFFIX	G466-C09+G466-C31	PREFIX+SUFFIX	2	1	2:4:et	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	tal=STERNSTELLENFAMILIE	RUNNING_EXACT_RECIPE	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A055	G466-U055	G466-L067	P1003-E0081	f77r	f77r.1	darchdar	BATH_OR_OUTLET_STATION	G471-T054	{NAME_1}ar{NAME_2}ar	G471-C055	{NAME_1} · AR · {NAME_2} · AR	{NAME_1} · AUSGANG · {NAME_2} · AUSGANG	G471-P15	{NAME_1} · INTERNAL · {NAME_2} · SUFFIX	G466-C40+G466-C33	INTERNAL+SUFFIX	2	2	0:1:d|3:6:chd	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	ADDRESS_HYBRID_SHELL_ONLY	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A056	G466-U056	G466-L068	P1003-E0082	f77r	f77r.2	olkchs	BATH_OR_OUTLET_STATION	G471-T016	ol{NAME_1}	G471-C016	OL · {NAME_1}	FORTSETZEN · {NAME_1}	G471-P04	PREFIX · {NAME_1}	G466-C09	PREFIX	1	1	2:6:kchs	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	OUTSIDE_BOUNDED_SHELL_ATLAS	CROSS_OWNER_RECURRENT_EXACT_FUNCTION_TEMPLATE	1
G471-A057	G466-U057	G466-L069	P1003-E0084	f77r	f77r.4	otork	BATH_OR_OUTLET_STATION	G471-T027	ot{NAME_1}	G471-C025	OT · {NAME_1}	DANACH · {NAME_1}	G471-P04	PREFIX · {NAME_1}	G466-C11	PREFIX	1	1	2:5:ork	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	OUTSIDE_BOUNDED_SHELL_ATLAS	CROSS_OWNER_RECURRENT_EXACT_FUNCTION_TEMPLATE	1
G471-A058	G466-U058	G466-L070	P1003-E0087	f77r	f77r.7	soral	BATH_OR_OUTLET_STATION	G471-T040	{NAME_1}al	G471-C040	{NAME_1} · AL	{NAME_1} · ZIELORT	G471-P16	{NAME_1} · SUFFIX	G466-C31	SUFFIX	1	1	0:3:sor	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	OUTSIDE_BOUNDED_SHELL_ATLAS	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A059	G466-U059	G466-L071	P1003-E0088	f77r	f77r.8	dotedy	BATH_OR_OUTLET_STATION	G471-T069	{NAME_1}ot{NAME_2}	G471-C067	{NAME_1} · OT · {NAME_2}	{NAME_1} · DANACH · {NAME_2}	G471-P13	{NAME_1} · INTERNAL · {NAME_2}	G466-C43	INTERNAL	1	2	0:1:d|3:6:edy	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	OUTSIDE_BOUNDED_SHELL_ATLAS	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A060	G466-U060	G466-L073	P1003-E0413	f88v	f88v.1	okalyd	DRUG_OR_INGREDIENT_OBJECT	G471-T009	okal{NAME_1}	G471-C009	OK · AL · {NAME_1}	SETZEN · ZIELORT · {NAME_1}	G471-P02	PREFIX · INTERNAL · {NAME_1}	G466-C08+G466-C39	PREFIX+INTERNAL	2	1	4:6:yd	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	RUNNING_EXACT_RECIPE	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A061	G466-U061	G466-L074	P1003-E0414	f88v	f88v.2	cheocthy	DRUG_OR_INGREDIENT_OBJECT	G471-T057	{NAME_1}cthy	G471-C058	{NAME_1} · CH+T+Y	{NAME_1} · NEHMEN · EINSTELLEN · POSTEN	G471-P16	{NAME_1} · SUFFIX	G466-C20	SUFFIX	1	1	0:4:cheo	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	cheo=DROGENFAMILIE	OUTSIDE_BOUNDED_SHELL_ATLAS	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A062	G466-U062	G466-L075	P1003-E0415	f88v	f88v.3	cpheor	DRUG_OR_INGREDIENT_OBJECT	G471-T067	{NAME_1}or	G471-C065	{NAME_1} · OR	{NAME_1} · EINHEIT	G471-P16	{NAME_1} · SUFFIX	G466-C35	SUFFIX	1	1	0:4:cphe	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	OUTSIDE_BOUNDED_SHELL_ATLAS	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A063	G466-U063	G466-L076	P1003-E0417	f88v	f88v.4	arody	DRUG_OR_INGREDIENT_OBJECT	G471-T003	ar{NAME_1}	G471-C003	AR · {NAME_1}	AUSGANG · {NAME_1}	G471-P04	PREFIX · {NAME_1}	G466-C06	PREFIX	1	1	2:5:ody	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	OUTSIDE_BOUNDED_SHELL_ATLAS	CROSS_OWNER_RECURRENT_EXACT_FUNCTION_TEMPLATE	1
G471-A064	G466-U064	G466-L078	P1003-E0458	f88v	f88v.11	otoram	DRUG_OR_INGREDIENT_OBJECT	G471-T029	ot{NAME_1}am	G471-C028	OT · {NAME_1} · AM_ADDR	DANACH · {NAME_1} · HIER	G471-P08	PREFIX · {NAME_1} · SUFFIX	G466-C11+G466-C32	PREFIX+SUFFIX	2	1	2:4:or	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	otora=DROGENFAMILIE	RUNNING_EXACT_RECIPE	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A065	G466-U065	G466-L079	P1003-E0459	f88v	f88v.12	otora	DRUG_OR_INGREDIENT_OBJECT	G471-T027	ot{NAME_1}	G471-C025	OT · {NAME_1}	DANACH · {NAME_1}	G471-P04	PREFIX · {NAME_1}	G466-C11	PREFIX	1	1	2:5:ora	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	otora=DROGENFAMILIE	OUTSIDE_BOUNDED_SHELL_ATLAS	CROSS_OWNER_RECURRENT_EXACT_FUNCTION_TEMPLATE	1
G471-A066	G466-U066	G466-L080	P1003-E0460	f88v	f88v.13	cheosdy	DRUG_OR_INGREDIENT_OBJECT	G471-T035	{NAME_1}	G471-C035	{NAME_1}	{NAME_1}	G471-P09	{NAME_1}	NONE	NONE	0	1	0:7:cheosdy	STRICT_OWNER_FAMILY_PLUS_LEARNED_NAME	cheo=DROGENFAMILIE	OUTSIDE_BOUNDED_SHELL_ATLAS	WHOLE_NAME_DEFAULT	7
G471-A067	G466-U067	G466-L081	P1003-E0554	f88v	f88v.27	daramdal	DRUG_OR_INGREDIENT_OBJECT	G471-T055	{NAME_1}ar{NAME_2}dal	G471-C054	{NAME_1} · AR · {NAME_2} · AL	{NAME_1} · AUSGANG · {NAME_2} · ZIELORT	G471-P15	{NAME_1} · INTERNAL · {NAME_2} · SUFFIX	G466-C40+G466-C24	INTERNAL+SUFFIX	2	2	0:1:d|3:5:am	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	dara=DROGENFAMILIE	ADDRESS_HYBRID_SHELL_ONLY	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A068	G466-U068	G466-L082	P1003-E0555	f88v	f88v.28	otydary	DRUG_OR_INGREDIENT_OBJECT	G471-T032	ot{NAME_1}dar{NAME_2}	G471-C030	OT · {NAME_1} · D_ADDR+AR · {NAME_2}	DANACH · {NAME_1} · HIER · AUSGANG · {NAME_2}	G471-P06	PREFIX · {NAME_1} · INTERNAL · {NAME_2}	G466-C11+G466-C38	PREFIX+INTERNAL	2	2	2:3:y|6:7:y	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	OUTSIDE_BOUNDED_SHELL_ATLAS	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A069	G466-U069	G466-L083	P1003-E0556	f88v	f88v.29	otdordy	DRUG_OR_INGREDIENT_OBJECT	G471-T027	ot{NAME_1}	G471-C025	OT · {NAME_1}	DANACH · {NAME_1}	G471-P04	PREFIX · {NAME_1}	G466-C11	PREFIX	1	1	2:7:dordy	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	OUTSIDE_BOUNDED_SHELL_ATLAS	CROSS_OWNER_RECURRENT_EXACT_FUNCTION_TEMPLATE	1
G471-A070	G466-U070	G466-L084	P1003-E0557	f88v	f88v.30	dararda	DRUG_OR_INGREDIENT_OBJECT	G471-T051	{NAME_1}arar{NAME_2}	G471-C051	{NAME_1} · AR · AR · {NAME_2}	{NAME_1} · AUSGANG · AUSGANG · {NAME_2}	G471-P11	{NAME_1} · INTERNAL · INTERNAL · {NAME_2}	G466-C40+G466-C40	INTERNAL+INTERNAL	2	2	0:1:d|5:7:da	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	arar=DROGENFAMILIE|dara=DROGENFAMILIE	ADDRESS_HYBRID_SHELL_ONLY	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A071	G466-U071	G466-L085	P1008-E1039	f89r	f89r1.2	qkol	DRUG_OR_INGREDIENT_OBJECT	G471-T064	{NAME_1}ol	G471-C062	{NAME_1} · OL	{NAME_1} · FORTSETZEN	G471-P16	{NAME_1} · SUFFIX	G466-C34	SUFFIX	1	1	0:2:qk	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	OUTSIDE_BOUNDED_SHELL_ATLAS	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A072	G466-U072	G466-L086	P1008-E1040	f89r	f89r1.3	oldam	DRUG_OR_INGREDIENT_OBJECT	G471-T019	ol{NAME_1}am	G471-C019	OL · {NAME_1} · AM_ADDR	FORTSETZEN · {NAME_1} · HIER	G471-P08	PREFIX · {NAME_1} · SUFFIX	G466-C09+G466-C32	PREFIX+SUFFIX	2	1	2:3:d	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	RUNNING_EXACT_RECIPE	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A073	G466-U073	G466-L087	P1008-E1041	f89r	f89r1.4	otoldy	DRUG_OR_INGREDIENT_OBJECT	G471-T026	otol{NAME_1}	G471-C033	OT+OL · {NAME_1}	DANACH · FORTSETZEN · {NAME_1}	G471-P04	PREFIX · {NAME_1}	G466-C02	PREFIX	1	1	4:6:dy	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	RUNNING_EXACT_RECIPE	RECURRENT_EXACT_FUNCTION_TEMPLATE	3
G471-A074	G466-U074	G466-L088	P1008-E1042	f89r	f89r1.5	ararchodaiin	DRUG_OR_INGREDIENT_OBJECT	G471-T002	arar{NAME_1}daiin	G471-C002	AR · AR · {NAME_1} · AIIN	AUSGANG · AUSGANG · {NAME_1} · WERT	G471-P03	PREFIX · INTERNAL · {NAME_1} · SUFFIX	G466-C06+G466-C40+G466-C14	PREFIX+INTERNAL+SUFFIX	3	1	4:7:cho	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	arar=DROGENFAMILIE	ADDRESS_HYBRID_SHELL_ONLY	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A075	G466-U075	G466-L090	P1008-E1093	f89r	f89r1.13	otorain	DRUG_OR_INGREDIENT_OBJECT	G471-T028	ot{NAME_1}ain	G471-C026	OT · {NAME_1} · AIN	DANACH · {NAME_1} · ANTEIL	G471-P08	PREFIX · {NAME_1} · SUFFIX	G466-C11+G466-C22	PREFIX+SUFFIX	2	1	2:4:or	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	otora=DROGENFAMILIE	RUNNING_EXACT_RECIPE	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A076	G466-U076	G466-L091	P1008-E1175	f89r	f89r1.24	ykocfhy	DRUG_OR_INGREDIENT_OBJECT	G471-T056	{NAME_1}cfhy	G471-C056	{NAME_1} · CH+LOCAL_CHAR_F+Y	{NAME_1} · NEHMEN · HIER · POSTEN	G471-P16	{NAME_1} · SUFFIX	G466-C18	SUFFIX	1	1	0:3:yko	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	OUTSIDE_BOUNDED_SHELL_ATLAS	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A077	G466-U077	G466-L092	P1008-E1176	f89r	f89r1.25	saldam	DRUG_OR_INGREDIENT_OBJECT	G471-T046	{NAME_1}al{NAME_2}am	G471-C044	{NAME_1} · AL · {NAME_2} · AM_ADDR	{NAME_1} · ZIELORT · {NAME_2} · HIER	G471-P15	{NAME_1} · INTERNAL · {NAME_2} · SUFFIX	G466-C39+G466-C32	INTERNAL+SUFFIX	2	2	0:1:s|3:4:d	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	ADDRESS_HYBRID_SHELL_ONLY	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A078	G466-U078	G466-L093	P1008-E1177	f89r	f89r1.26	sydarary	DRUG_OR_INGREDIENT_OBJECT	G471-T060	{NAME_1}darar{NAME_2}	G471-C059	{NAME_1} · D_ADDR+AR · AR · {NAME_2}	{NAME_1} · HIER · AUSGANG · AUSGANG · {NAME_2}	G471-P11	{NAME_1} · INTERNAL · INTERNAL · {NAME_2}	G466-C38+G466-C40	INTERNAL+INTERNAL	2	2	0:2:sy|7:8:y	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	arar=DROGENFAMILIE|dara=DROGENFAMILIE	OUTSIDE_BOUNDED_SHELL_ATLAS	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A079	G466-U079	G466-L095	P1008-E1179	f89r	f89r2.1	odory	DRUG_OR_INGREDIENT_OBJECT	G471-T068	{NAME_1}ory	G471-C066	{NAME_1} · OR+Y	{NAME_1} · EINHEIT · POSTEN	G471-P16	{NAME_1} · SUFFIX	G466-C28	SUFFIX	1	1	0:2:od	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	RUNNING_EXACT_RECIPE	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A080	G466-U080	G466-L096	P1008-E1180	f89r	f89r2.2	doly	DRUG_OR_INGREDIENT_OBJECT	G471-T066	{NAME_1}oly	G471-C064	{NAME_1} · OL+Y	{NAME_1} · FORTSETZEN · POSTEN	G471-P16	{NAME_1} · SUFFIX	G466-C27	SUFFIX	1	1	0:1:d	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	RUNNING_EXACT_RECIPE	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A081	G466-U081	G466-L097	P1008-E1181	f89r	f89r2.3	opchosam	DRUG_OR_INGREDIENT_OBJECT	G471-T048	{NAME_1}am	G471-C048	{NAME_1} · AM_ADDR	{NAME_1} · HIER	G471-P16	{NAME_1} · SUFFIX	G466-C32	SUFFIX	1	1	0:6:opchos	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	OUTSIDE_BOUNDED_SHELL_ATLAS	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A082	G466-U082	G466-L098	P1008-E1182	f89r	f89r2.4	saloiinsheol	DRUG_OR_INGREDIENT_OBJECT	G471-T047	{NAME_1}al{NAME_2}sh{NAME_3}ol	G471-C045	{NAME_1} · AL · {NAME_2} · SH · {NAME_3} · OL	{NAME_1} · ZIELORT · {NAME_2} · HALTEN · {NAME_3} · FORTSETZEN	G471-P14	{NAME_1} · INTERNAL · {NAME_2} · INTERNAL · {NAME_3} · SUFFIX	G466-C39+G466-C44+G466-C34	INTERNAL+INTERNAL+SUFFIX	3	3	0:1:s|3:7:oiin|9:10:e	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	ADDRESS_HYBRID_SHELL_ONLY	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A083	G466-U083	G466-L099	P1008-E1228	f89r	f89r2.9	otold	DRUG_OR_INGREDIENT_OBJECT	G471-T026	otol{NAME_1}	G471-C033	OT+OL · {NAME_1}	DANACH · FORTSETZEN · {NAME_1}	G471-P04	PREFIX · {NAME_1}	G466-C02	PREFIX	1	1	4:5:d	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	RUNNING_EXACT_RECIPE	RECURRENT_EXACT_FUNCTION_TEMPLATE	3
G471-A084	G466-U084	G466-L100	P1008-E1233	f89r	f89r2.11	opchoroiin	DRUG_OR_INGREDIENT_OBJECT	G471-T062	{NAME_1}oiin	G471-C061	{NAME_1} · O+IIN	{NAME_1} · AUSFÜHRUNG · STUFE	G471-P16	{NAME_1} · SUFFIX	G466-C21	SUFFIX	1	1	0:6:opchor	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	OUTSIDE_BOUNDED_SHELL_ATLAS	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A085	G466-U085	G466-L102	P1008-E1300	f89r	f89r2.20	oporain	DRUG_OR_INGREDIENT_OBJECT	G471-T037	{NAME_1}ain	G471-C037	{NAME_1} · AIN	{NAME_1} · ANTEIL	G471-P16	{NAME_1} · SUFFIX	G466-C22	SUFFIX	1	1	0:4:opor	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	OUTSIDE_BOUNDED_SHELL_ATLAS	RECURRENT_EXACT_FUNCTION_TEMPLATE	3
G471-A086	G466-U086	G466-L103	P1008-E1301	f89r	f89r2.21	okshdchos	DRUG_OR_INGREDIENT_OBJECT	G471-T011	oksh{NAME_1}	G471-C011	OK · SH · {NAME_1}	SETZEN · HALTEN · {NAME_1}	G471-P02	PREFIX · INTERNAL · {NAME_1}	G466-C08+G466-C44	PREFIX+INTERNAL	2	1	4:9:dchos	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	OUTSIDE_BOUNDED_SHELL_ATLAS	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A087	G466-U087	G466-L104	P1008-E1409	f89r	f89r2.30	yorain	DRUG_OR_INGREDIENT_OBJECT	G471-T037	{NAME_1}ain	G471-C037	{NAME_1} · AIN	{NAME_1} · ANTEIL	G471-P16	{NAME_1} · SUFFIX	G466-C22	SUFFIX	1	1	0:3:yor	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	OUTSIDE_BOUNDED_SHELL_ATLAS	RECURRENT_EXACT_FUNCTION_TEMPLATE	3
G471-A088	G466-U088	G466-L105	P1008-E1410	f89r	f89r2.31	ofakal	DRUG_OR_INGREDIENT_OBJECT	G471-T006	of{NAME_1}al	G471-C006	O+LOCAL_CHAR_F · {NAME_1} · AL	AUSFÜHRUNG · HIER · {NAME_1} · ZIELORT	G471-P08	PREFIX · {NAME_1} · SUFFIX	G466-C07+G466-C31	PREFIX+SUFFIX	2	1	2:4:ak	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	RUNNING_EXACT_RECIPE	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A089	G466-U089	G466-L106	P1008-E1412	f89r	f89r2.33	ytarem	DRUG_OR_INGREDIENT_OBJECT	G471-T053	{NAME_1}ar{NAME_2}	G471-C053	{NAME_1} · AR · {NAME_2}	{NAME_1} · AUSGANG · {NAME_2}	G471-P13	{NAME_1} · INTERNAL · {NAME_2}	G466-C40	INTERNAL	1	2	0:2:yt|4:6:em	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	OUTSIDE_BOUNDED_SHELL_ATLAS	CROSS_OWNER_RECURRENT_EXACT_FUNCTION_TEMPLATE	1
