source_card_ordinal	bath_action_ordinal	action_slot_id	target_event_id	statement_id	physical_page	locus	host_ordinal_in_statement	surface	component_recipe	aiin_fill_present	gdt569_inherited_argument_root	same_event_late_y_count	frame_evidence_slot_ids	frame_evidence_lemma_de	frame_evidence_basis	source_kind	complement_order	primary_object_source_direction	primary_object_source_slot_ids	gdt595_selection_route	gdt595_object_class	gdt595_object_lemma_de	gdt595_object_form_de	gdt594_previous_clause_de	gdt595_completed_clause_de	retained_badegut_clause_de	retained_body_clause_de	retained_station_clause_de	retained_portion_clause_de	retained_unit_clause_de	workshop_model_class	model_c_class	hybrid_changed_from_workshop	hybrid_agrees_with_model_c	working_strength	working_note_de	reader_clause_occurrence_index	completion_status	guard
30	171	RUNNING:G407-E3205@1	G407-E3205	G407-S499	f82r	f82r.4	4	sheckhy	SH+E+CH+K+Y	NO	NOT_APPLICABLE	1	RUNNING:G407-E3205@5	Stationsansatz	GDT582_EXACT_WRITTEN_LATE_Y	SAME_EVENT_LATE_Y_PACKET	PATIENT_WRITTEN_AFTER_COMPACT_ACTION_CHAIN	LEFTWARD_ANAPHORA	RUNNING:G407-E3203@3	NEAREST_VISIBLE_NONMEDIUM_PARTICIPANT	STATION	Stationsansatz	denselben Stationsansatz	Halte das zu badende Gut im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte die Anwendungsportion im Bad auf Grad I	Halte die Badeinheit im Bad auf Grad I	STATION	STATION	NO	YES	VISIBLE_SAME_SEGMENT_PARTICIPANT	AIIN/Stationsmaß bleibt gegebenenfalls Medium; der sichtbare linke Stationsansatz-Teilnehmer derselben Arbeitskette wird wiederaufgenommen.	1	COLD_DEFAULT_COMPLETED_AT_OCCURRENCE_LEVEL	EXACT_COLD_ACTION_ONLY__SOURCE_PRIORITY_FILL_THEN_LATE_Y_THEN_CONTEXT__OLD_BADEGUT_AND_MAJOR_RIVALS_RETAINED__NO_GLOBAL_STEM_REDEFINITION
31	173	RUNNING:G407-E3218@1	G407-E3218	G407-S502	f82r	f82r.6	2	shedaiin	SH+E+AIIN	YES	NOT_APPLICABLE	0	RUNNING:G407-E3218@3	Füllung	DIRECT_WRITTEN_AIIN_FILL	AIIN_FILL_CONTEXT	AIIN_MEDIUM_PLUS_SEPARATELY_SELECTED_PATIENT	DEFINITE_BODY_DEFAULT	NO_PRIMARY_OBJECT_SOURCE	RESET_BODY_FIRST_WITHOUT_NONMEDIUM_PARTICIPANT	BODY	Körper	den Körper	Halte das zu badende Gut im Bad bei der angegebenen Füllung auf Grad I	Halte den Körper im Bad bei der angegebenen Füllung auf Grad I	Halte das zu badende Gut im Bad bei der angegebenen Füllung auf Grad I	Halte den Körper im Bad bei der angegebenen Füllung auf Grad I	Halte den Stationsansatz im Bad bei der angegebenen Füllung auf Grad I	Halte die Anwendungsportion im Bad bei der angegebenen Füllung auf Grad I	Halte die Badeinheit im Bad bei der angegebenen Füllung auf Grad I	BODY	STATION	NO	NO	EXPLORATORY_BODY_FIRST_DEFAULT	AIIN füllt nur die Füllungsstelle; zwei verbundene Badeklauseln werden körperlich gelesen, bevor die Station ausdrücklich neu übergeben wird.	1	COLD_DEFAULT_COMPLETED_AT_OCCURRENCE_LEVEL	EXACT_COLD_ACTION_ONLY__SOURCE_PRIORITY_FILL_THEN_LATE_Y_THEN_CONTEXT__OLD_BADEGUT_AND_MAJOR_RIVALS_RETAINED__NO_GLOBAL_STEM_REDEFINITION
32	176	RUNNING:G407-E3224@1	G407-E3224	G407-S502	f82r	f82r.7	12	dshedy	SH+E+DY	NO	AIIN	0	GDT569:G407-E3224:AIIN_CONTEXT_CARRY	Füllung	GDT569_INHERITED_AIIN_FILL	AIIN_FILL_CONTEXT	AIIN_MEDIUM_PLUS_SEPARATELY_SELECTED_PATIENT	DEFINITE_BODY_DEFAULT	NO_PRIMARY_OBJECT_SOURCE	RESET_BODY_FIRST_WITHOUT_NONMEDIUM_PARTICIPANT	BODY	Körper	den Körper	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte die Anwendungsportion im Bad auf Grad I	Halte die Badeinheit im Bad auf Grad I	BODY	STATION	NO	NO	EXPLORATORY_BODY_FIRST_DEFAULT	Nach dem letzten Schnitt steht kein belastbarer nicht-mediumhafter Teilnehmer bereit; Körper ist der einfache definitive Arbeitsdefault.	1	COLD_DEFAULT_COMPLETED_AT_OCCURRENCE_LEVEL	EXACT_COLD_ACTION_ONLY__SOURCE_PRIORITY_FILL_THEN_LATE_Y_THEN_CONTEXT__OLD_BADEGUT_AND_MAJOR_RIVALS_RETAINED__NO_GLOBAL_STEM_REDEFINITION
33	177	RUNNING:G407-E3227@1	G407-E3227	G407-S503	f82r	f82r.7	4	shedy	SH+E+DY	NO	AIIN	0	GDT569:G407-E3227:AIIN_CONTEXT_CARRY	Füllung	GDT569_INHERITED_AIIN_FILL	AIIN_FILL_CONTEXT	AIIN_MEDIUM_PLUS_SEPARATELY_SELECTED_PATIENT	DEFINITE_BODY_DEFAULT	NO_PRIMARY_OBJECT_SOURCE	RESET_BODY_FIRST_WITHOUT_NONMEDIUM_PARTICIPANT	BODY	Körper	den Körper	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte die Anwendungsportion im Bad auf Grad I	Halte die Badeinheit im Bad auf Grad I	BODY	BODY	NO	YES	EXPLORATORY_BODY_FIRST_DEFAULT	Nach dem letzten Schnitt steht kein belastbarer nicht-mediumhafter Teilnehmer bereit; Körper ist der einfache definitive Arbeitsdefault.	1	COLD_DEFAULT_COMPLETED_AT_OCCURRENCE_LEVEL	EXACT_COLD_ACTION_ONLY__SOURCE_PRIORITY_FILL_THEN_LATE_Y_THEN_CONTEXT__OLD_BADEGUT_AND_MAJOR_RIVALS_RETAINED__NO_GLOBAL_STEM_REDEFINITION
34	190	RUNNING:G407-E3336@1	G407-E3336	G407-S529	f82r	f82r.20	6	shedy	SH+E+DY	NO	AIIN	0	GDT569:G407-E3336:AIIN_CONTEXT_CARRY	Füllung	GDT569_INHERITED_AIIN_FILL	AIIN_FILL_CONTEXT	AIIN_MEDIUM_PLUS_SEPARATELY_SELECTED_PATIENT	LEFTWARD_ANAPHORA	RUNNING:G407-E3334@4	NEAREST_VISIBLE_NONMEDIUM_PARTICIPANT	STATION	Stationsansatz	denselben Stationsansatz	Halte das zu badende Gut im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte die Anwendungsportion im Bad auf Grad I	Halte die Badeinheit im Bad auf Grad I	STATION	BODY	NO	NO	VISIBLE_SAME_SEGMENT_PARTICIPANT	AIIN/Stationsmaß bleibt gegebenenfalls Medium; der sichtbare linke Stationsansatz-Teilnehmer derselben Arbeitskette wird wiederaufgenommen.	1	COLD_DEFAULT_COMPLETED_AT_OCCURRENCE_LEVEL	EXACT_COLD_ACTION_ONLY__SOURCE_PRIORITY_FILL_THEN_LATE_Y_THEN_CONTEXT__OLD_BADEGUT_AND_MAJOR_RIVALS_RETAINED__NO_GLOBAL_STEM_REDEFINITION
35	206	RUNNING:G407-E3441@1	G407-E3441	G407-S556	f82r	f82r.32	7	shedaiin	SH+E+AIIN	YES	NOT_APPLICABLE	0	RUNNING:G407-E3441@3	Füllung	DIRECT_WRITTEN_AIIN_FILL	AIIN_FILL_CONTEXT	AIIN_MEDIUM_PLUS_SEPARATELY_SELECTED_PATIENT	LEFTWARD_ANAPHORA	RUNNING:G407-E3438@4	NEAREST_VISIBLE_NONMEDIUM_PARTICIPANT	STATION	Stationsansatz	denselben Stationsansatz	Halte das zu badende Gut im Bad bei der angegebenen Füllung auf Grad I	Halte denselben Stationsansatz im Bad bei der angegebenen Füllung auf Grad I	Halte das zu badende Gut im Bad bei der angegebenen Füllung auf Grad I	Halte den Körper im Bad bei der angegebenen Füllung auf Grad I	Halte den Stationsansatz im Bad bei der angegebenen Füllung auf Grad I	Halte die Anwendungsportion im Bad bei der angegebenen Füllung auf Grad I	Halte die Badeinheit im Bad bei der angegebenen Füllung auf Grad I	STATION	BODY	NO	NO	VISIBLE_SAME_SEGMENT_PARTICIPANT	AIIN/Stationsmaß bleibt gegebenenfalls Medium; der sichtbare linke Stationsansatz-Teilnehmer derselben Arbeitskette wird wiederaufgenommen.	1	COLD_DEFAULT_COMPLETED_AT_OCCURRENCE_LEVEL	EXACT_COLD_ACTION_ONLY__SOURCE_PRIORITY_FILL_THEN_LATE_Y_THEN_CONTEXT__OLD_BADEGUT_AND_MAJOR_RIVALS_RETAINED__NO_GLOBAL_STEM_REDEFINITION
36	211	RUNNING:G407-E3483@2	G407-E3483	G407-S563	f83r	f83r.4	4	qokshedy	OK+SH+E+DY	NO	AIIN	0	GDT569:G407-E3483:AIIN_CONTEXT_CARRY	Füllung	GDT569_INHERITED_AIIN_FILL	AIIN_FILL_CONTEXT	AIIN_MEDIUM_PLUS_SEPARATELY_SELECTED_PATIENT	DEFINITE_BODY_DEFAULT	NO_PRIMARY_OBJECT_SOURCE	RESET_BODY_FIRST_WITHOUT_NONMEDIUM_PARTICIPANT	BODY	Körper	den Körper	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte die Anwendungsportion im Bad auf Grad I	Halte die Badeinheit im Bad auf Grad I	BODY	BODY	NO	YES	EXPLORATORY_BODY_FIRST_DEFAULT	Nach dem letzten Schnitt steht kein belastbarer nicht-mediumhafter Teilnehmer bereit; Körper ist der einfache definitive Arbeitsdefault.	1	COLD_DEFAULT_COMPLETED_AT_OCCURRENCE_LEVEL	EXACT_COLD_ACTION_ONLY__SOURCE_PRIORITY_FILL_THEN_LATE_Y_THEN_CONTEXT__OLD_BADEGUT_AND_MAJOR_RIVALS_RETAINED__NO_GLOBAL_STEM_REDEFINITION
37	212	RUNNING:G407-E3488@1	G407-E3488	G407-S565	f83r	f83r.4	3	shetar	SH+E+T+AR	NO	NOT_APPLICABLE	0	NO_DIRECT_AIIN_OR_SAME_EVENT_Y_SOURCE	NOT_APPLICABLE	VISIBLE_STATEMENT_OPERATION_CHAIN	NO_AIIN_OR_SAME_EVENT_Y_CONTEXT	CONTEXTUAL_PATIENT_COMPLETION	LEFTWARD_ANAPHORA	RUNNING:G407-E3486@5	NEAREST_VISIBLE_NONMEDIUM_PARTICIPANT	STATION	Stationsansatz	denselben Stationsansatz	Halte das zu badende Gut im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte die Anwendungsportion im Bad auf Grad I	Halte die Badeinheit im Bad auf Grad I	STATION	STATION	NO	YES	VISIBLE_SAME_SEGMENT_PARTICIPANT	AIIN/Stationsmaß bleibt gegebenenfalls Medium; der sichtbare linke Stationsansatz-Teilnehmer derselben Arbeitskette wird wiederaufgenommen. Stationsansatz und Maß werden unmittelbar vor der Badeklausel zugeführt; die Station ist der engste sichtbare Patient.	1	COLD_DEFAULT_COMPLETED_AT_OCCURRENCE_LEVEL	EXACT_COLD_ACTION_ONLY__SOURCE_PRIORITY_FILL_THEN_LATE_Y_THEN_CONTEXT__OLD_BADEGUT_AND_MAJOR_RIVALS_RETAINED__NO_GLOBAL_STEM_REDEFINITION
38	216	RUNNING:G407-E3523@1	G407-E3523	G407-S576	f83r	f83r.8	1	shecthedchy	SH+E+CH+T+CHD+Y	NO	NOT_APPLICABLE	1	RUNNING:G407-E3523@6	Stationsansatz	GDT590_EXACT_ACTION_CONDITIONED_LATE_Y	SAME_EVENT_LATE_Y_PACKET	PATIENT_WRITTEN_AFTER_COMPACT_ACTION_CHAIN	RIGHTWARD_SHARED_COMPLEMENT	RUNNING:G407-E3523@6	SAME_EVENT_RIGHTWARD_SHARED_COMPLEMENT	STATION	Stationsansatz	den Stationsansatz	Halte das zu badende Gut im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte die Anwendungsportion im Bad auf Grad I	Halte die Badeinheit im Bad auf Grad I	BODY	STATION	YES	YES	WRITTEN_SAME_EVENT_COMPLEMENT_WORKING_RULE	Der im selben Ereignis rechts geschriebene Träger wird als gemeinsames Stationsansatz-Komplement der kurzen Verbkette gelesen; die ältere enge Hostanbindung bleibt als Rivale erhalten.	1	COLD_DEFAULT_COMPLETED_AT_OCCURRENCE_LEVEL	EXACT_COLD_ACTION_ONLY__SOURCE_PRIORITY_FILL_THEN_LATE_Y_THEN_CONTEXT__OLD_BADEGUT_AND_MAJOR_RIVALS_RETAINED__NO_GLOBAL_STEM_REDEFINITION
39	218	RUNNING:G407-E3533@1	G407-E3533	G407-S579	f83r	f83r.9	2	shedkedy	SH+E+K+E+D_ADDR+Y	NO	NOT_APPLICABLE	1	RUNNING:G407-E3533@6	Stationsansatz	GDT582_EXACT_WRITTEN_LATE_Y	SAME_EVENT_LATE_Y_PACKET	PATIENT_WRITTEN_AFTER_COMPACT_ACTION_CHAIN	RIGHTWARD_SHARED_COMPLEMENT	RUNNING:G407-E3533@6	SAME_EVENT_RIGHTWARD_SHARED_COMPLEMENT	STATION	Stationsansatz	den Stationsansatz	Halte das zu badende Gut im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte die Anwendungsportion im Bad auf Grad I	Halte die Badeinheit im Bad auf Grad I	BODY	STATION	YES	YES	WRITTEN_SAME_EVENT_COMPLEMENT_WORKING_RULE	Der im selben Ereignis rechts geschriebene Träger wird als gemeinsames Stationsansatz-Komplement der kurzen Verbkette gelesen; die ältere enge Hostanbindung bleibt als Rivale erhalten.	1	COLD_DEFAULT_COMPLETED_AT_OCCURRENCE_LEVEL	EXACT_COLD_ACTION_ONLY__SOURCE_PRIORITY_FILL_THEN_LATE_Y_THEN_CONTEXT__OLD_BADEGUT_AND_MAJOR_RIVALS_RETAINED__NO_GLOBAL_STEM_REDEFINITION
40	222	RUNNING:G407-E3560@1	G407-E3560	G407-S583	f83r	f83r.12	4	sheckhy	SH+E+CH+K+Y	NO	NOT_APPLICABLE	1	RUNNING:G407-E3560@5	Stationsansatz	GDT582_EXACT_WRITTEN_LATE_Y	SAME_EVENT_LATE_Y_PACKET	PATIENT_WRITTEN_AFTER_COMPACT_ACTION_CHAIN	RIGHTWARD_SHARED_COMPLEMENT	RUNNING:G407-E3560@5	SAME_EVENT_RIGHTWARD_SHARED_COMPLEMENT	STATION	Stationsansatz	den Stationsansatz	Halte das zu badende Gut im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte die Anwendungsportion im Bad auf Grad I	Halte die Badeinheit im Bad auf Grad I	STATION	STATION	NO	YES	WRITTEN_SAME_EVENT_COMPLEMENT_WORKING_RULE	Der im selben Ereignis rechts geschriebene Träger wird als gemeinsames Stationsansatz-Komplement der kurzen Verbkette gelesen; die ältere enge Hostanbindung bleibt als Rivale erhalten.	1	COLD_DEFAULT_COMPLETED_AT_OCCURRENCE_LEVEL	EXACT_COLD_ACTION_ONLY__SOURCE_PRIORITY_FILL_THEN_LATE_Y_THEN_CONTEXT__OLD_BADEGUT_AND_MAJOR_RIVALS_RETAINED__NO_GLOBAL_STEM_REDEFINITION
41	223	RUNNING:G407-E3563@1	G407-E3563	G407-S583	f83r	f83r.12	9	sheckhdy	SH+E+CH+K+D_ADDR+Y	NO	NOT_APPLICABLE	1	RUNNING:G407-E3563@6	Stationsansatz	GDT582_EXACT_WRITTEN_LATE_Y	SAME_EVENT_LATE_Y_PACKET	PATIENT_WRITTEN_AFTER_COMPACT_ACTION_CHAIN	RIGHTWARD_SHARED_COMPLEMENT	RUNNING:G407-E3563@6	SAME_EVENT_RIGHTWARD_SHARED_COMPLEMENT	STATION	Stationsansatz	den Stationsansatz	Halte das zu badende Gut im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte die Anwendungsportion im Bad auf Grad I	Halte die Badeinheit im Bad auf Grad I	STATION	STATION	NO	YES	WRITTEN_SAME_EVENT_COMPLEMENT_WORKING_RULE	Der im selben Ereignis rechts geschriebene Träger wird als gemeinsames Stationsansatz-Komplement der kurzen Verbkette gelesen; die ältere enge Hostanbindung bleibt als Rivale erhalten.	2	COLD_DEFAULT_COMPLETED_AT_OCCURRENCE_LEVEL	EXACT_COLD_ACTION_ONLY__SOURCE_PRIORITY_FILL_THEN_LATE_Y_THEN_CONTEXT__OLD_BADEGUT_AND_MAJOR_RIVALS_RETAINED__NO_GLOBAL_STEM_REDEFINITION
42	229	RUNNING:G407-E3609@1	G407-E3609	G407-S597	f83r	f83r.17	14	shechy	SH+E+CH+Y	NO	NOT_APPLICABLE	1	RUNNING:G407-E3609@4	Stationsansatz	GDT582_EXACT_WRITTEN_LATE_Y	SAME_EVENT_LATE_Y_PACKET	PATIENT_WRITTEN_AFTER_COMPACT_ACTION_CHAIN	LEFTWARD_ANAPHORA	RUNNING:G407-E3608@1	NEAREST_VISIBLE_NONMEDIUM_PARTICIPANT	STATION	Stationsansatz	denselben Stationsansatz	Halte das zu badende Gut im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte die Anwendungsportion im Bad auf Grad I	Halte die Badeinheit im Bad auf Grad I	STATION	STATION	NO	YES	VISIBLE_SAME_SEGMENT_PARTICIPANT	AIIN/Stationsmaß bleibt gegebenenfalls Medium; der sichtbare linke Stationsansatz-Teilnehmer derselben Arbeitskette wird wiederaufgenommen.	1	COLD_DEFAULT_COMPLETED_AT_OCCURRENCE_LEVEL	EXACT_COLD_ACTION_ONLY__SOURCE_PRIORITY_FILL_THEN_LATE_Y_THEN_CONTEXT__OLD_BADEGUT_AND_MAJOR_RIVALS_RETAINED__NO_GLOBAL_STEM_REDEFINITION
43	241	RUNNING:G407-E3664@1	G407-E3664	G407-S616	f83r	f83r.23	1	shecthedy	SH+E+CH+T+E+D_ADDR+Y	NO	NOT_APPLICABLE	1	RUNNING:G407-E3664@7	Stationsansatz	GDT590_EXACT_ACTION_CONDITIONED_LATE_Y	SAME_EVENT_LATE_Y_PACKET	PATIENT_WRITTEN_AFTER_COMPACT_ACTION_CHAIN	RIGHTWARD_SHARED_COMPLEMENT	RUNNING:G407-E3664@7	SAME_EVENT_RIGHTWARD_SHARED_COMPLEMENT	STATION	Stationsansatz	den Stationsansatz	Halte das zu badende Gut im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte die Anwendungsportion im Bad auf Grad I	Halte die Badeinheit im Bad auf Grad I	BODY	STATION	YES	YES	WRITTEN_SAME_EVENT_COMPLEMENT_WORKING_RULE	Der im selben Ereignis rechts geschriebene Träger wird als gemeinsames Stationsansatz-Komplement der kurzen Verbkette gelesen; die ältere enge Hostanbindung bleibt als Rivale erhalten.	1	COLD_DEFAULT_COMPLETED_AT_OCCURRENCE_LEVEL	EXACT_COLD_ACTION_ONLY__SOURCE_PRIORITY_FILL_THEN_LATE_Y_THEN_CONTEXT__OLD_BADEGUT_AND_MAJOR_RIVALS_RETAINED__NO_GLOBAL_STEM_REDEFINITION
44	248	RUNNING:G407-E3718@1	G407-E3718	G407-S635	f83r	f83r.33	3	sheekchy	SH+EE+K+CH+Y	NO	NOT_APPLICABLE	1	RUNNING:G407-E3718@5	Stationsansatz	GDT582_EXACT_WRITTEN_LATE_Y	SAME_EVENT_LATE_Y_PACKET	PATIENT_WRITTEN_AFTER_COMPACT_ACTION_CHAIN	LEFTWARD_ANAPHORA	RUNNING:G407-E3714@3|RUNNING:G407-E3715@1	NEAREST_VISIBLE_NONMEDIUM_PARTICIPANT	STATION	Stationsansatz	denselben Stationsansatz	Halte das zu badende Gut im Bad auf Grad II	Halte denselben Stationsansatz im Bad auf Grad II	Halte das zu badende Gut im Bad auf Grad II	Halte den Körper im Bad auf Grad II	Halte den Stationsansatz im Bad auf Grad II	Halte die Anwendungsportion im Bad auf Grad II	Halte die Badeinheit im Bad auf Grad II	STATION	STATION	NO	YES	VISIBLE_SAME_SEGMENT_PARTICIPANT	AIIN/Stationsmaß bleibt gegebenenfalls Medium; der sichtbare linke Stationsansatz-Teilnehmer derselben Arbeitskette wird wiederaufgenommen.	1	COLD_DEFAULT_COMPLETED_AT_OCCURRENCE_LEVEL	EXACT_COLD_ACTION_ONLY__SOURCE_PRIORITY_FILL_THEN_LATE_Y_THEN_CONTEXT__OLD_BADEGUT_AND_MAJOR_RIVALS_RETAINED__NO_GLOBAL_STEM_REDEFINITION
