comparison_card_id	gdt501_frontier_priority_rank	gdt501_frontier_support_tier	target_matrix_cell_id	target_frame	target_action_root	target_action_recipe	target_register	target_portable_trace_de	target_owner_local_trace_de	target_current_default_phrase_de	support_channel	support_channel_basis	support_partial_candidate_id	support_recipe	support_register_relation	support_register	support_component_count	target_component_count	target_removed_position_sets	target_added_component_sets	ordered_action_pair	support_event_count	support_clause_form_count	selected_old_clause_de	selected_old_clause_carrier_count	all_old_clauses_de	support_event_ids	support_pages	support_page_count	support_surfaces	support_surface_count	support_roundtrip_exact	target_current_phrase_changed	target_evidence_status_retained	working_root_meaning_changed	surface_prediction_made	occurrence_prediction_made	guard
G502-F32	32	C_STRUCTURAL_PARTIAL_OR_ACTION_PAIR	G498-M369	@ACTION+OR+Y	CH	CH+OR+Y	CELESTIAL	NEHMEN · EINHEIT · POSTEN	POSITION AUFNEHMEN · POSITIONSEINHEIT · POSITIONSPOSTEN	Nimm die Positionseinheit und den Positionsposten auf.	CROSS_NEAR_ACTION_RECIPE	EXACT_COMPLETE_GDT416_PARTIAL_RECIPE	G501-C0010	CH+OR	CROSS_REGISTER	HERBAL	2	3	3	Y	NONE	14	1	Nimm die Arbeitseinheit.	14	Nimm die Arbeitseinheit.	G407-E0260|G407-E0278|G407-E0287|G407-E0392|G407-E0467|G407-E0480|G407-E0539|G407-E0546|G407-E0589|G407-E0642|G407-E0656|G407-E0822|G407-E0823|G407-E0854	f10r|f13r|f17r|f18r|f24v|f56r	6	chor	1	YES	NO	COMPOSED_WORKING	NO	NO	NO	COMPARISON_CARD_ONLY__CURRENT_TARGET_PHRASE_AND_COMPOSED_STATUS_RETAINED
G502-F33	33	C_STRUCTURAL_PARTIAL_OR_ACTION_PAIR	G498-M379	@ACTION+OR+Y	K	K+OR+Y	CELESTIAL	GEBEN · EINHEIT · POSTEN	WERT ZUORDNEN · POSITIONSEINHEIT · POSITIONSPOSTEN	Ordne die Positionseinheit und den Positionsposten zu.	CROSS_NEAR_ACTION_RECIPE	EXACT_COMPLETE_GDT416_PARTIAL_RECIPE	G501-C0035	K+Y	CROSS_REGISTER	HERBAL	2	3	2	OR	NONE	3	1	Gib den Pflanzenposten zu.	3	Gib den Pflanzenposten zu.	G407-E0336|G407-E0395|G407-E0441	f11r|f13r	2	kchy	1	YES	NO	COMPOSED_WORKING	NO	NO	NO	COMPARISON_CARD_ONLY__CURRENT_TARGET_PHRASE_AND_COMPOSED_STATUS_RETAINED
G502-F34	34	C_STRUCTURAL_PARTIAL_OR_ACTION_PAIR	G498-M202	@ACTION+AL+Y	S	S+AL+Y	HERBAL	WÄHLEN · ZIELORT · POSTEN	PFLANZENTEIL WÄHLEN · ZIELSTELLE · PFLANZENPOSTEN	Wähle den Pflanzenposten; zur Zielstelle.	CROSS_NEAR_ACTION_RECIPE	EXACT_COMPLETE_GDT416_PARTIAL_RECIPE	G501-C0058	S+AL	CROSS_REGISTER	BIOLOGICAL	2	3	3	Y	NONE	8	1	Wähle den Stationsposten [wie zuvor]; zur Zielstation.	8	Wähle den Stationsposten [wie zuvor]; zur Zielstation.	G407-E1502|G407-E1934|G407-E2328|G407-E2339|G407-E2411|G407-E2707|G407-E3145|G407-E3369	f75r|f76r|f77r|f81v|f82r	5	sal	1	YES	NO	COMPOSED_WORKING	NO	NO	NO	COMPARISON_CARD_ONLY__CURRENT_TARGET_PHRASE_AND_COMPOSED_STATUS_RETAINED
G502-F35	35	C_STRUCTURAL_PARTIAL_OR_ACTION_PAIR	G498-M201	@ACTION+AL+Y	S	S+AL+Y	SOURCE_SECTION_T	WÄHLEN · ZIELORT · POSTEN	AUSWÄHLEN · ZIELSPALTE · LAUFENDER EINTRAG	Wähle den laufenden Eintrag; zur Zielspalte.	CROSS_NEAR_ACTION_RECIPE	EXACT_COMPLETE_GDT416_PARTIAL_RECIPE	G501-C0061	S+AL	CROSS_REGISTER	BIOLOGICAL	2	3	3	Y	NONE	8	1	Wähle den Stationsposten [wie zuvor]; zur Zielstation.	8	Wähle den Stationsposten [wie zuvor]; zur Zielstation.	G407-E1502|G407-E1934|G407-E2328|G407-E2339|G407-E2411|G407-E2707|G407-E3145|G407-E3369	f75r|f76r|f77r|f81v|f82r	5	sal	1	YES	NO	COMPOSED_WORKING	NO	NO	NO	COMPARISON_CARD_ONLY__CURRENT_TARGET_PHRASE_AND_COMPOSED_STATUS_RETAINED
G502-F36	36	C_STRUCTURAL_PARTIAL_OR_ACTION_PAIR	G498-M192	@ACTION+AL+Y	SH	SH+AL+Y	HERBAL	HALTEN · ZIELORT · POSTEN	MATERIAL HALTEN · ZIELSTELLE · PFLANZENPOSTEN	Halte den Pflanzenposten; zur Zielstelle.	CROSS_NEAR_ACTION_RECIPE	EXACT_COMPLETE_GDT416_PARTIAL_RECIPE	G501-C0073	SH+AL	CROSS_REGISTER	BIOLOGICAL	2	3	3	Y	NONE	1	1	Halte den Stationsposten [wie zuvor]; zur Zielstation.	1	Halte den Stationsposten [wie zuvor]; zur Zielstation.	G407-E1576	f75r	1	shal	1	YES	NO	COMPOSED_WORKING	NO	NO	NO	COMPARISON_CARD_ONLY__CURRENT_TARGET_PHRASE_AND_COMPOSED_STATUS_RETAINED
G502-F37	37	C_STRUCTURAL_PARTIAL_OR_ACTION_PAIR	G498-M191	@ACTION+AL+Y	SH	SH+AL+Y	SOURCE_SECTION_T	HALTEN · ZIELORT · POSTEN	FESTHALTEN · ZIELSPALTE · LAUFENDER EINTRAG	Halte den laufenden Eintrag fest; zur Zielspalte.	CROSS_NEAR_ACTION_RECIPE	EXACT_COMPLETE_GDT416_PARTIAL_RECIPE	G501-C0076	SH+AL	CROSS_REGISTER	BIOLOGICAL	2	3	3	Y	NONE	1	1	Halte den Stationsposten [wie zuvor]; zur Zielstation.	1	Halte den Stationsposten [wie zuvor]; zur Zielstation.	G407-E1576	f75r	1	shal	1	YES	NO	COMPOSED_WORKING	NO	NO	NO	COMPARISON_CARD_ONLY__CURRENT_TARGET_PHRASE_AND_COMPOSED_STATUS_RETAINED
G502-F38	38	C_STRUCTURAL_PARTIAL_OR_ACTION_PAIR	G498-M222	@ACTION+AL+Y	P	P+AL+Y	HERBAL	EINSETZEN · ZIELORT · POSTEN	MATERIAL EINSETZEN · ZIELSTELLE · PFLANZENPOSTEN	Setze den Pflanzenposten ein; zur Zielstelle.	CROSS_NEAR_ACTION_RECIPE	EXACT_COMPLETE_GDT416_PARTIAL_RECIPE	G501-C0047	P+Y	CROSS_REGISTER	BIOLOGICAL	2	3	2	AL	NONE	1	1	Setze den Stationsposten ein.	1	Setze den Stationsposten ein.	G407-E1624	f75r	1	pchey	1	YES	NO	COMPOSED_WORKING	NO	NO	NO	COMPARISON_CARD_ONLY__CURRENT_TARGET_PHRASE_AND_COMPOSED_STATUS_RETAINED
G502-F39	39	C_STRUCTURAL_PARTIAL_OR_ACTION_PAIR	G498-M221	@ACTION+AL+Y	P	P+AL+Y	SOURCE_SECTION_T	EINSETZEN · ZIELORT · POSTEN	IN EINTRAG EINSETZEN · ZIELSPALTE · LAUFENDER EINTRAG	Setze den laufenden Eintrag ein; zur Zielspalte.	CROSS_NEAR_ACTION_RECIPE	EXACT_COMPLETE_GDT416_PARTIAL_RECIPE	G501-C0050	P+Y	CROSS_REGISTER	BIOLOGICAL	2	3	2	AL	NONE	1	1	Setze den Stationsposten ein.	1	Setze den Stationsposten ein.	G407-E1624	f75r	1	pchey	1	YES	NO	COMPOSED_WORKING	NO	NO	NO	COMPARISON_CARD_ONLY__CURRENT_TARGET_PHRASE_AND_COMPOSED_STATUS_RETAINED
G502-F40	40	C_STRUCTURAL_PARTIAL_OR_ACTION_PAIR	G498-M404	@ACTION+OR+Y	P	P+OR+Y	CELESTIAL	EINSETZEN · EINHEIT · POSTEN	EINTRAG EINSETZEN · POSITIONSEINHEIT · POSITIONSPOSTEN	Setze die Positionseinheit und den Positionsposten ein.	CROSS_NEAR_ACTION_RECIPE	EXACT_COMPLETE_GDT416_PARTIAL_RECIPE	G501-C0053	P+Y	CROSS_REGISTER	BIOLOGICAL	2	3	2	OR	NONE	1	1	Setze den Stationsposten ein.	1	Setze den Stationsposten ein.	G407-E1624	f75r	1	pchey	1	YES	NO	COMPOSED_WORKING	NO	NO	NO	COMPARISON_CARD_ONLY__CURRENT_TARGET_PHRASE_AND_COMPOSED_STATUS_RETAINED
G502-F41	41	C_STRUCTURAL_PARTIAL_OR_ACTION_PAIR	G498-M495	CH+@ACTION	P	CH+P	PHARMA	NEHMEN · EINSETZEN	DROGENPOSTEN NEHMEN · ZUTAT EINSETZEN	Nimm das zuvor Genannte und setze es ein.	ORDERED_PAIR_TARGET_REGISTER	EXACT_GDT416_CLAUSE_WITH_ATTESTED_GDT421_ORDERED_PAIR	NONE	CH+P+OL	SAME_REGISTER	PHARMA	3	2	NONE	NONE	CH+P	1	1	Weiter nimm den Drogenposten [wie zuvor] und setze den Drogenposten [wie zuvor] ein.	1	Weiter nimm den Drogenposten [wie zuvor] und setze den Drogenposten [wie zuvor] ein.	G407-E3844	f88r	1	cphol	1	YES	NO	COMPOSED_WORKING	NO	NO	NO	COMPARISON_CARD_ONLY__CURRENT_TARGET_PHRASE_AND_COMPOSED_STATUS_RETAINED
G502-F42	42	C_STRUCTURAL_PARTIAL_OR_ACTION_PAIR	G498-M491	CH+@ACTION	P	CH+P	SOURCE_SECTION_T	NEHMEN · EINSETZEN	ENTNEHMEN · IN EINTRAG EINSETZEN	Entnimm das zuvor Genannte und setze es ein.	ORDERED_PAIR_TARGET_REGISTER	EXACT_GDT416_CLAUSE_WITH_ATTESTED_GDT421_ORDERED_PAIR	NONE	CH+P+AR	SAME_REGISTER	SOURCE_SECTION_T	3	2	NONE	NONE	CH+P	1	1	Entnimm den Kennwert [wie zuvor] und setze den Kennwert [wie zuvor] ein; von der Ausgangszeile.	1	Entnimm den Kennwert [wie zuvor] und setze den Kennwert [wie zuvor] ein; von der Ausgangszeile.	G407-E0044	f1r	1	cphar	1	YES	NO	COMPOSED_WORKING	NO	NO	NO	COMPARISON_CARD_ONLY__CURRENT_TARGET_PHRASE_AND_COMPOSED_STATUS_RETAINED
G502-F43	43	C_STRUCTURAL_PARTIAL_OR_ACTION_PAIR	G498-M460	CH+@ACTION	CH	CH+CH	PHARMA	NEHMEN · NEHMEN	DROGENPOSTEN NEHMEN · DROGENPOSTEN NEHMEN	Nimm das zuvor Genannte zweimal.	ORDERED_PAIR_OTHER_REGISTER	EXACT_GDT416_CLAUSE_WITH_ATTESTED_GDT421_ORDERED_PAIR	NONE	CH+OR+CH+Y	CROSS_REGISTER	HERBAL	4	2	NONE	NONE	CH+CH	2	1	Nimm die Arbeitseinheit und den Pflanzenposten und nimm die Arbeitseinheit und den Pflanzenposten.	2	Nimm die Arbeitseinheit und den Pflanzenposten und nimm die Arbeitseinheit und den Pflanzenposten.	G407-E0218|G407-E0805	f10r|f56r	2	chorchy	1	YES	NO	COMPOSED_WORKING	NO	NO	NO	COMPARISON_CARD_ONLY__CURRENT_TARGET_PHRASE_AND_COMPOSED_STATUS_RETAINED
G502-F44	44	C_STRUCTURAL_PARTIAL_OR_ACTION_PAIR	G498-M456	CH+@ACTION	CH	CH+CH	SOURCE_SECTION_T	NEHMEN · NEHMEN	ENTNEHMEN · ENTNEHMEN	Entnimm das zuvor Genannte zweimal.	ORDERED_PAIR_OTHER_REGISTER	EXACT_GDT416_CLAUSE_WITH_ATTESTED_GDT421_ORDERED_PAIR	NONE	CH+OR+CH+Y	CROSS_REGISTER	HERBAL	4	2	NONE	NONE	CH+CH	2	1	Nimm die Arbeitseinheit und den Pflanzenposten und nimm die Arbeitseinheit und den Pflanzenposten.	2	Nimm die Arbeitseinheit und den Pflanzenposten und nimm die Arbeitseinheit und den Pflanzenposten.	G407-E0218|G407-E0805	f10r|f56r	2	chorchy	1	YES	NO	COMPOSED_WORKING	NO	NO	NO	COMPARISON_CARD_ONLY__CURRENT_TARGET_PHRASE_AND_COMPOSED_STATUS_RETAINED
G502-F45	45	C_STRUCTURAL_PARTIAL_OR_ACTION_PAIR	G498-M465	CH+@ACTION	SH	CH+SH	PHARMA	NEHMEN · HALTEN	DROGENPOSTEN NEHMEN · ANSATZ HALTEN	Nimm das zuvor Genannte und halte es.	ORDERED_PAIR_OTHER_REGISTER	EXACT_GDT416_CLAUSE_WITH_ATTESTED_GDT421_ORDERED_PAIR	NONE	CH+OL+D_ADDR+SH+Y	CROSS_REGISTER	HERBAL	5	2	NONE	NONE	CH+SH	1	1	Weiter nimm den Pflanzenposten und halte den Pflanzenposten; an der bezeichneten Stelle.	1	Weiter nimm den Pflanzenposten und halte den Pflanzenposten; an der bezeichneten Stelle.	G407-E0494	f17r	1	choldshy	1	YES	NO	COMPOSED_WORKING	NO	NO	NO	COMPARISON_CARD_ONLY__CURRENT_TARGET_PHRASE_AND_COMPOSED_STATUS_RETAINED
G502-F46	46	C_STRUCTURAL_PARTIAL_OR_ACTION_PAIR	G498-M461	CH+@ACTION	SH	CH+SH	SOURCE_SECTION_T	NEHMEN · HALTEN	ENTNEHMEN · FESTHALTEN	Entnimm das zuvor Genannte und halte es fest.	ORDERED_PAIR_OTHER_REGISTER	EXACT_GDT416_CLAUSE_WITH_ATTESTED_GDT421_ORDERED_PAIR	NONE	CH+OL+D_ADDR+SH+Y	CROSS_REGISTER	HERBAL	5	2	NONE	NONE	CH+SH	1	1	Weiter nimm den Pflanzenposten und halte den Pflanzenposten; an der bezeichneten Stelle.	1	Weiter nimm den Pflanzenposten und halte den Pflanzenposten; an der bezeichneten Stelle.	G407-E0494	f17r	1	choldshy	1	YES	NO	COMPOSED_WORKING	NO	NO	NO	COMPARISON_CARD_ONLY__CURRENT_TARGET_PHRASE_AND_COMPOSED_STATUS_RETAINED
