current_default_id	source_realization_cell_id	frame_id	frozen_frame	action_root	action_recipe	register	portable_component_trace_de	owner_local_slot_trace_de	state_requirement	previous_display_phrase_de	current_default_phrase_de	current_default_policy	editorial_change_type	generalized_inherited_noun_count	evidence_status_retained	display_phrase_provenance_retained	observed_event_count_retained	observed_clause_form_count_retained	observed_pages_retained	observed_event_ids_retained	all_observed_clause_forms_de_retained	observed_inherited_argument_roots_retained	context_argument_policy	all_recipe_value_cells_observed	new_slot_value_required	working_root_meaning_changed	formal_frame_changed	evidence_status_changed	surface_prediction_made	occurrence_prediction_made	guard
G497-D038	G493-C038	G493-F04	@ACTION+AL	R	R+AL	BIOLOGICAL	MARKIEREN · ZIELORT	R=STATION MARKIEREN · AL=ZIELSTATION	ACTIVE_ARGUMENT_REQUIRED	Markiere den Stationsposten [wie zuvor]; zur Zielstation.	Markiere den Stationsposten [wie zuvor]; zur Zielstation.	OBSERVED_CLAUSE_RETAINED	UNCHANGED_OBSERVED	0	OBSERVED_CLAUSE	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	1	1	f81v	G407-E3084	Markiere den Stationsposten [wie zuvor]; zur Zielstation.	Y	USE_EXACT_OBSERVED_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D039	G493-C039	G493-F04	@ACTION+AL	R	R+AL	CELESTIAL	MARKIEREN · ZIELORT	R=POSITION MARKIEREN · AL=ZIELPOSITION	ACTIVE_ARGUMENT_REQUIRED	Markiere den Positionsposten [wie zuvor]; zur Zielposition.	Markiere das zuvor Genannte; zur Zielposition.	COMPOSED_CONTEXT_SAFE_GENERALIZED	COMPOSED_CONTEXT_NOUN_GENERALIZED	1	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	INHERIT_LIVE_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D040	G493-C040	G493-F04	@ACTION+AL	R	R+AL	PHARMA	MARKIEREN · ZIELORT	R=POSTEN MARKIEREN · AL=ZIELGEFÄSS	ACTIVE_ARGUMENT_REQUIRED	Markiere die Ansatzeinheit [wie zuvor]; zum Zielgefäß.	Markiere die Ansatzeinheit [wie zuvor]; zum Zielgefäß.	OBSERVED_CLAUSE_RETAINED	UNCHANGED_OBSERVED	0	OBSERVED_CLAUSE	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	1	1	f88r	G407-E3804	Markiere die Ansatzeinheit [wie zuvor]; zum Zielgefäß.	OR	USE_EXACT_OBSERVED_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D041	G493-C041	G493-F05	@ACTION+AL+Y	T	T+AL+Y	SOURCE_SECTION_T	EINSTELLEN · ZIELORT · POSTEN	T=FESTLEGEN · AL=ZIELSPALTE · Y=LAUFENDER EINTRAG	SELF_CONTAINED_ARGUMENT	Lege den laufenden Eintrag fest; zur Zielspalte.	Lege den laufenden Eintrag fest; zur Zielspalte.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D042	G493-C042	G493-F05	@ACTION+AL+Y	T	T+AL+Y	HERBAL	EINSTELLEN · ZIELORT · POSTEN	T=ARBEITSSTUFE EINSTELLEN · AL=ZIELSTELLE · Y=PFLANZENPOSTEN	SELF_CONTAINED_ARGUMENT	Stelle den Pflanzenposten ein; zur Zielstelle.	Stelle den Pflanzenposten ein; zur Zielstelle.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D043	G493-C043	G493-F05	@ACTION+AL+Y	T	T+AL+Y	BIOLOGICAL	EINSTELLEN · ZIELORT · POSTEN	T=STATIONSWERT EINSTELLEN · AL=ZIELSTATION · Y=STATIONSPOSTEN	SELF_CONTAINED_ARGUMENT	Stelle den Stationsposten ein; zur Zielstation.	Stelle den Stationsposten ein; zur Zielstation.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D044	G493-C044	G493-F05	@ACTION+AL+Y	T	T+AL+Y	CELESTIAL	EINSTELLEN · ZIELORT · POSTEN	T=WERT EINSTELLEN · AL=ZIELPOSITION · Y=POSITIONSPOSTEN	SELF_CONTAINED_ARGUMENT	Stelle den Positionsposten ein; zur Zielposition.	Stelle den Positionsposten ein; zur Zielposition.	OBSERVED_CLAUSE_RETAINED	UNCHANGED_OBSERVED	0	OBSERVED_CLAUSE	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	1	1	f72r	G407-E1295	Stelle den Positionsposten ein; zur Zielposition.	NONE	USE_EXACT_OBSERVED_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D045	G493-C045	G493-F05	@ACTION+AL+Y	T	T+AL+Y	PHARMA	EINSTELLEN · ZIELORT · POSTEN	T=ANSATZWERT EINSTELLEN · AL=ZIELGEFÄSS · Y=DROGENPOSTEN	SELF_CONTAINED_ARGUMENT	Stelle den Drogenposten ein; zum Zielgefäß.	Stelle den Drogenposten ein; zum Zielgefäß.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D046	G493-C046	G493-F05	@ACTION+AL+Y	R	R+AL+Y	SOURCE_SECTION_T	MARKIEREN · ZIELORT · POSTEN	R=KENNZEICHNEN · AL=ZIELSPALTE · Y=LAUFENDER EINTRAG	SELF_CONTAINED_ARGUMENT	Kennzeichne den laufenden Eintrag; zur Zielspalte.	Kennzeichne den laufenden Eintrag; zur Zielspalte.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D047	G493-C047	G493-F05	@ACTION+AL+Y	R	R+AL+Y	HERBAL	MARKIEREN · ZIELORT · POSTEN	R=TEIL MARKIEREN · AL=ZIELSTELLE · Y=PFLANZENPOSTEN	SELF_CONTAINED_ARGUMENT	Markiere den Pflanzenposten; zur Zielstelle.	Markiere den Pflanzenposten; zur Zielstelle.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D048	G493-C048	G493-F05	@ACTION+AL+Y	R	R+AL+Y	BIOLOGICAL	MARKIEREN · ZIELORT · POSTEN	R=STATION MARKIEREN · AL=ZIELSTATION · Y=STATIONSPOSTEN	SELF_CONTAINED_ARGUMENT	Markiere den Stationsposten; zur Zielstation.	Markiere den Stationsposten; zur Zielstation.	OBSERVED_CLAUSE_RETAINED	UNCHANGED_OBSERVED	0	OBSERVED_CLAUSE	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	1	1	f83r	G407-E3782	Markiere den Stationsposten; zur Zielstation.	NONE	USE_EXACT_OBSERVED_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D049	G493-C049	G493-F05	@ACTION+AL+Y	R	R+AL+Y	CELESTIAL	MARKIEREN · ZIELORT · POSTEN	R=POSITION MARKIEREN · AL=ZIELPOSITION · Y=POSITIONSPOSTEN	SELF_CONTAINED_ARGUMENT	Markiere den Positionsposten; zur Zielposition.	Markiere den Positionsposten; zur Zielposition.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D050	G493-C050	G493-F05	@ACTION+AL+Y	R	R+AL+Y	PHARMA	MARKIEREN · ZIELORT · POSTEN	R=POSTEN MARKIEREN · AL=ZIELGEFÄSS · Y=DROGENPOSTEN	SELF_CONTAINED_ARGUMENT	Markiere den Drogenposten; zum Zielgefäß.	Markiere den Drogenposten; zum Zielgefäß.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D051	G493-C051	G493-F06	@ACTION+CH+E+Y	T	T+CH+E+Y	SOURCE_SECTION_T	EINSTELLEN · NEHMEN · GRAD I · POSTEN	T=FESTLEGEN · CH=ENTNEHMEN · E=GRAD I · Y=LAUFENDER EINTRAG	SELF_CONTAINED_ARGUMENT	Lege den laufenden Eintrag fest und entnimm den laufenden Eintrag; auf Grad I.	Lege den laufenden Eintrag fest und entnimm den laufenden Eintrag; auf Grad I.	OBSERVED_CLAUSE_RETAINED	UNCHANGED_OBSERVED	0	OBSERVED_CLAUSE	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	1	1	f1r	G407-E0129	Lege den laufenden Eintrag fest und entnimm den laufenden Eintrag; auf Grad I.	NONE	USE_EXACT_OBSERVED_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D052	G493-C052	G493-F06	@ACTION+CH+E+Y	T	T+CH+E+Y	HERBAL	EINSTELLEN · NEHMEN · GRAD I · POSTEN	T=ARBEITSSTUFE EINSTELLEN · CH=PFLANZENTEIL NEHMEN · E=GRAD I · Y=PFLANZENPOSTEN	SELF_CONTAINED_ARGUMENT	Stelle den Pflanzenposten ein und nimm den Pflanzenposten; auf Grad I.	Stelle den Pflanzenposten ein und nimm den Pflanzenposten; auf Grad I.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D053	G493-C053	G493-F06	@ACTION+CH+E+Y	T	T+CH+E+Y	BIOLOGICAL	EINSTELLEN · NEHMEN · GRAD I · POSTEN	T=STATIONSWERT EINSTELLEN · CH=POSTEN ENTNEHMEN · E=GRAD I · Y=STATIONSPOSTEN	SELF_CONTAINED_ARGUMENT	Stelle den Stationsposten ein und entnimm den Stationsposten; auf Grad I.	Stelle den Stationsposten ein und entnimm den Stationsposten; auf Grad I.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D054	G493-C054	G493-F06	@ACTION+CH+E+Y	T	T+CH+E+Y	CELESTIAL	EINSTELLEN · NEHMEN · GRAD I · POSTEN	T=WERT EINSTELLEN · CH=POSITION AUFNEHMEN · E=GRAD I · Y=POSITIONSPOSTEN	SELF_CONTAINED_ARGUMENT	Stelle den Positionsposten ein und nimm den Positionsposten auf; auf Grad I.	Stelle den Positionsposten ein und nimm den Positionsposten auf; auf Grad I.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D055	G493-C055	G493-F06	@ACTION+CH+E+Y	T	T+CH+E+Y	PHARMA	EINSTELLEN · NEHMEN · GRAD I · POSTEN	T=ANSATZWERT EINSTELLEN · CH=DROGENPOSTEN NEHMEN · E=GRAD I · Y=DROGENPOSTEN	SELF_CONTAINED_ARGUMENT	Stelle den Drogenposten ein und nimm den Drogenposten; auf Grad I.	Stelle den Drogenposten ein und nimm den Drogenposten; auf Grad I.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D056	G493-C056	G493-F06	@ACTION+CH+E+Y	R	R+CH+E+Y	SOURCE_SECTION_T	MARKIEREN · NEHMEN · GRAD I · POSTEN	R=KENNZEICHNEN · CH=ENTNEHMEN · E=GRAD I · Y=LAUFENDER EINTRAG	SELF_CONTAINED_ARGUMENT	Kennzeichne den laufenden Eintrag und entnimm den laufenden Eintrag; auf Grad I.	Kennzeichne den laufenden Eintrag und entnimm den laufenden Eintrag; auf Grad I.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D057	G493-C057	G493-F06	@ACTION+CH+E+Y	R	R+CH+E+Y	HERBAL	MARKIEREN · NEHMEN · GRAD I · POSTEN	R=TEIL MARKIEREN · CH=PFLANZENTEIL NEHMEN · E=GRAD I · Y=PFLANZENPOSTEN	SELF_CONTAINED_ARGUMENT	Markiere den Pflanzenposten und nimm den Pflanzenposten; auf Grad I.	Markiere den Pflanzenposten und nimm den Pflanzenposten; auf Grad I.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D058	G493-C058	G493-F06	@ACTION+CH+E+Y	R	R+CH+E+Y	BIOLOGICAL	MARKIEREN · NEHMEN · GRAD I · POSTEN	R=STATION MARKIEREN · CH=POSTEN ENTNEHMEN · E=GRAD I · Y=STATIONSPOSTEN	SELF_CONTAINED_ARGUMENT	Markiere den Stationsposten und entnimm den Stationsposten; auf Grad I.	Markiere den Stationsposten und entnimm den Stationsposten; auf Grad I.	OBSERVED_CLAUSE_RETAINED	UNCHANGED_OBSERVED	0	OBSERVED_CLAUSE	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	1	1	f82r	G407-E3246	Markiere den Stationsposten und entnimm den Stationsposten; auf Grad I.	NONE	USE_EXACT_OBSERVED_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D059	G493-C059	G493-F06	@ACTION+CH+E+Y	R	R+CH+E+Y	CELESTIAL	MARKIEREN · NEHMEN · GRAD I · POSTEN	R=POSITION MARKIEREN · CH=POSITION AUFNEHMEN · E=GRAD I · Y=POSITIONSPOSTEN	SELF_CONTAINED_ARGUMENT	Markiere den Positionsposten und nimm den Positionsposten auf; auf Grad I.	Markiere den Positionsposten und nimm den Positionsposten auf; auf Grad I.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D060	G493-C060	G493-F06	@ACTION+CH+E+Y	R	R+CH+E+Y	PHARMA	MARKIEREN · NEHMEN · GRAD I · POSTEN	R=POSTEN MARKIEREN · CH=DROGENPOSTEN NEHMEN · E=GRAD I · Y=DROGENPOSTEN	SELF_CONTAINED_ARGUMENT	Markiere den Drogenposten und nimm den Drogenposten; auf Grad I.	Markiere den Drogenposten und nimm den Drogenposten; auf Grad I.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D061	G493-C061	G493-F07	@ACTION+CHD+Y	T	T+CHD+Y	SOURCE_SECTION_T	EINSTELLEN · BEARBEITEN · POSTEN	T=FESTLEGEN · CHD=EINTRAG BEARBEITEN · Y=LAUFENDER EINTRAG	SELF_CONTAINED_ARGUMENT	Lege den laufenden Eintrag fest und bearbeite den laufenden Eintrag.	Lege den laufenden Eintrag fest und bearbeite den laufenden Eintrag.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D062	G493-C062	G493-F07	@ACTION+CHD+Y	T	T+CHD+Y	HERBAL	EINSTELLEN · BEARBEITEN · POSTEN	T=ARBEITSSTUFE EINSTELLEN · CHD=MATERIAL BEARBEITEN · Y=PFLANZENPOSTEN	SELF_CONTAINED_ARGUMENT	Stelle den Pflanzenposten ein und bearbeite den Pflanzenposten.	Stelle den Pflanzenposten ein und bearbeite den Pflanzenposten.	OBSERVED_CLAUSE_RETAINED	UNCHANGED_OBSERVED	0	OBSERVED_CLAUSE	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	1	1	f95v	G407-E4490	Stelle den Pflanzenposten ein und bearbeite den Pflanzenposten.	NONE	USE_EXACT_OBSERVED_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D063	G493-C063	G493-F07	@ACTION+CHD+Y	T	T+CHD+Y	BIOLOGICAL	EINSTELLEN · BEARBEITEN · POSTEN	T=STATIONSWERT EINSTELLEN · CHD=POSTEN BEARBEITEN · Y=STATIONSPOSTEN	SELF_CONTAINED_ARGUMENT	Stelle den Stationsposten ein und bearbeite den Stationsposten.	Stelle den Stationsposten ein und bearbeite den Stationsposten.	OBSERVED_CLAUSE_RETAINED	UNCHANGED_OBSERVED	0	OBSERVED_CLAUSE	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	4	1	f75r|f83r	G407-E1665|G407-E3455|G407-E3597|G407-E3659	Stelle den Stationsposten ein und bearbeite den Stationsposten.	NONE	USE_EXACT_OBSERVED_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D064	G493-C064	G493-F07	@ACTION+CHD+Y	T	T+CHD+Y	CELESTIAL	EINSTELLEN · BEARBEITEN · POSTEN	T=WERT EINSTELLEN · CHD=EINTRAG BEARBEITEN · Y=POSITIONSPOSTEN	SELF_CONTAINED_ARGUMENT	Stelle den Positionsposten ein und bearbeite den Positionsposten.	Stelle den Positionsposten ein und bearbeite den Positionsposten.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D065	G493-C065	G493-F07	@ACTION+CHD+Y	T	T+CHD+Y	PHARMA	EINSTELLEN · BEARBEITEN · POSTEN	T=ANSATZWERT EINSTELLEN · CHD=ANSATZ BEARBEITEN · Y=DROGENPOSTEN	SELF_CONTAINED_ARGUMENT	Stelle den Drogenposten ein und bearbeite den Drogenposten.	Stelle den Drogenposten ein und bearbeite den Drogenposten.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D066	G493-C066	G493-F07	@ACTION+CHD+Y	R	R+CHD+Y	SOURCE_SECTION_T	MARKIEREN · BEARBEITEN · POSTEN	R=KENNZEICHNEN · CHD=EINTRAG BEARBEITEN · Y=LAUFENDER EINTRAG	SELF_CONTAINED_ARGUMENT	Kennzeichne den laufenden Eintrag und bearbeite den laufenden Eintrag.	Kennzeichne den laufenden Eintrag und bearbeite den laufenden Eintrag.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D067	G493-C067	G493-F07	@ACTION+CHD+Y	R	R+CHD+Y	HERBAL	MARKIEREN · BEARBEITEN · POSTEN	R=TEIL MARKIEREN · CHD=MATERIAL BEARBEITEN · Y=PFLANZENPOSTEN	SELF_CONTAINED_ARGUMENT	Markiere den Pflanzenposten und bearbeite den Pflanzenposten.	Markiere den Pflanzenposten und bearbeite den Pflanzenposten.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D068	G493-C068	G493-F07	@ACTION+CHD+Y	R	R+CHD+Y	BIOLOGICAL	MARKIEREN · BEARBEITEN · POSTEN	R=STATION MARKIEREN · CHD=POSTEN BEARBEITEN · Y=STATIONSPOSTEN	SELF_CONTAINED_ARGUMENT	Markiere den Stationsposten und bearbeite den Stationsposten.	Markiere den Stationsposten und bearbeite den Stationsposten.	OBSERVED_CLAUSE_RETAINED	UNCHANGED_OBSERVED	0	OBSERVED_CLAUSE	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	2	1	f82r|f83r	G407-E3417|G407-E3499	Markiere den Stationsposten und bearbeite den Stationsposten.	NONE	USE_EXACT_OBSERVED_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D069	G493-C069	G493-F07	@ACTION+CHD+Y	R	R+CHD+Y	CELESTIAL	MARKIEREN · BEARBEITEN · POSTEN	R=POSITION MARKIEREN · CHD=EINTRAG BEARBEITEN · Y=POSITIONSPOSTEN	SELF_CONTAINED_ARGUMENT	Markiere den Positionsposten und bearbeite den Positionsposten.	Markiere den Positionsposten und bearbeite den Positionsposten.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D070	G493-C070	G493-F07	@ACTION+CHD+Y	R	R+CHD+Y	PHARMA	MARKIEREN · BEARBEITEN · POSTEN	R=POSTEN MARKIEREN · CHD=ANSATZ BEARBEITEN · Y=DROGENPOSTEN	SELF_CONTAINED_ARGUMENT	Markiere den Drogenposten und bearbeite den Drogenposten.	Markiere den Drogenposten und bearbeite den Drogenposten.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
