page	record_ordinal	locus	field_ordinal	event_count	visible_field	primary_role	secondary_roles	worksheet_roles	workshop_questions_German	complete_card_defaults	closure	field_status
f82r	1	f82r.19	1	4	okain char okain qokeedy	SAME_SOURCE	HEAT_REST+APPLICATION+MEDIUM_OR_INGREDIENT	SAME_SOURCE+HEAT_REST+APPLICATION+MEDIUM_OR_INGREDIENT	BLEIBT DIE QUELLE DIESELBE? | WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN? | WIE ANWENDEN, BADEN ODER BINDEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?	add one measured portion to the vessel / daraus, aus demselben Ansatz / add one measured portion to the vessel / bathe or immerse in the tempered warm liquid; end this instruction	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f82r	1	f82r.19	2	1	lchy	TRANSFER_CLEAN	APPLICATION+MEDIUM_OR_INGREDIENT	TRANSFER_CLEAN+APPLICATION+MEDIUM_OR_INGREDIENT	WIE SPÜLEN, SEIHEN ODER ABLASSEN? | WIE ANWENDEN, BADEN ODER BINDEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?	draw off the clear liquid	OPEN_FIELD_END	COMPLETE_DEFAULT_ROLE_NO_BLANK
f82r	1	f82r.23	1	7	cheey qcthey qokeey lcheey daiin chey qokeeedy	STATE_GATE	MEASURE+CURRENT_ITEM+HEAT_REST+APPLICATION+MEDIUM_OR_INGREDIENT	STATE_GATE+MEASURE+CURRENT_ITEM+HEAT_REST+APPLICATION+MEDIUM_OR_INGREDIENT	BIS WANN ODER BIS ZU WELCHEM ZUSTAND? | WIE VIEL ODER NACH WELCHEM MASS? | WELCHER POSTEN IST JETZT AKTIV? | WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN? | WIE ANWENDEN, BADEN ODER BINDEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?	bis die Flüssigkeit klar abläuft / under the same setting / temper the working liquid and keep it lukewarm / the immersed part / ein vorgeschriebenes Maß / diese aktive Portion / immerse fully; close the rubric	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f82r	1	f82r.23	2	1	lchedy	TRANSFER_CLEAN	MEDIUM_OR_INGREDIENT	TRANSFER_CLEAN+MEDIUM_OR_INGREDIENT	WIE SPÜLEN, SEIHEN ODER ABLASSEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?	let the spent liquid drain into the lower receiving vessel; end this instruction	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f82r	1	f82r.23	3	1	lar	TRANSFER_CLEAN	APPLICATION	TRANSFER_CLEAN+APPLICATION	WIE SPÜLEN, SEIHEN ODER ABLASSEN? | WIE ANWENDEN, BADEN ODER BINDEN?	close the lower outlet	OPEN_FIELD_END	COMPLETE_DEFAULT_ROLE_NO_BLANK
f82r	1	f82r.26	1	2	tshey qokeedy	HEAT_REST	APPLICATION+MEDIUM_OR_INGREDIENT	HEAT_REST+APPLICATION+MEDIUM_OR_INGREDIENT	WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN? | WIE ANWENDEN, BADEN ODER BINDEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?	begin the rinsing / bathe or immerse in the tempered warm liquid; end this instruction	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f82r	1	f82r.26	2	7	cheal lchedar ches aiin oteey qokaiin okey	DESTINATION	MEASURE+HEAT_REST+MEDIUM_OR_INGREDIENT	DESTINATION+MEASURE+HEAT_REST+MEDIUM_OR_INGREDIENT	WOHIN ODER AN WELCHES ZIEL? | WIE VIEL ODER NACH WELCHEM MASS? | WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?	an die bezeichnete Zielstelle führen / cool water / in equal portions / ein vorgeschriebenes Maß / the prepared oil / begin the next measured entry / warm water	OPEN_FIELD_END	COMPLETE_DEFAULT_ROLE_NO_BLANK
f82r	1	f82r.27	1	1	pchedy	PROCEDURE_DETAIL		PROCEDURE_DETAIL	WELCHER WEITERE ARBEITSSCHRITT?	draw it off; close the rubric	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f82r	1	f82r.27	2	2	rsheal daldy	HEAT_REST	APPLICATION+MEDIUM_OR_INGREDIENT	HEAT_REST+APPLICATION+MEDIUM_OR_INGREDIENT	WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN? | WIE ANWENDEN, BADEN ODER BINDEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?	pour in the warmed water / repeat at the second opening; close the rubric	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f82r	1	f82r.27	3	1	qokeedy	HEAT_REST	APPLICATION+MEDIUM_OR_INGREDIENT	HEAT_REST+APPLICATION+MEDIUM_OR_INGREDIENT	WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN? | WIE ANWENDEN, BADEN ODER BINDEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?	bathe or immerse in the tempered warm liquid; end this instruction	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f82r	1	f82r.27	4	1	rshedy	PROCEDURE_DETAIL		PROCEDURE_DETAIL	WELCHER WEITERE ARBEITSSCHRITT?	drink the stated portion; close the rubric	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f82r	1	f82r.27	5	1	qoteedy	APPLICATION	INDICATION	APPLICATION+INDICATION	WIE ANWENDEN, BADEN ODER BINDEN? | FÜR WELCHEN BESCHWERDE- ODER ANWENDUNGSFALL?	bind upon the place; close the rubric	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f82r	1	f82r.27	6	1	qokeedy	HEAT_REST	APPLICATION+MEDIUM_OR_INGREDIENT	HEAT_REST+APPLICATION+MEDIUM_OR_INGREDIENT	WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN? | WIE ANWENDEN, BADEN ODER BINDEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?	bathe or immerse in the tempered warm liquid; end this instruction	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f82r	1	f82r.27	7	1	lochedy	PROCEDURE_DETAIL		PROCEDURE_DETAIL	WELCHER WEITERE ARBEITSSCHRITT?	mix in equal shares; close the rubric	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	1	f83r.3	1	1	olkeedy	HEAT_REST	MEDIUM_OR_INGREDIENT	HEAT_REST+MEDIUM_OR_INGREDIENT	WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?	let the liquid settle; end this instruction	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	1	f83r.3	2	2	qotal chkeedy	TRANSFER_CLEAN	APPLICATION	TRANSFER_CLEAN+APPLICATION	WIE SPÜLEN, SEIHEN ODER ABLASSEN? | WIE ANWENDEN, BADEN ODER BINDEN?	toward the lower outlet / immerse fully; close the rubric	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	1	f83r.3	3	4	chey daiin chey lchedy	CURRENT_ITEM	MEASURE+TRANSFER_CLEAN+MEDIUM_OR_INGREDIENT	CURRENT_ITEM+MEASURE+TRANSFER_CLEAN+MEDIUM_OR_INGREDIENT	WELCHER POSTEN IST JETZT AKTIV? | WIE VIEL ODER NACH WELCHEM MASS? | WIE SPÜLEN, SEIHEN ODER ABLASSEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?	diese aktive Portion / ein vorgeschriebenes Maß / diese aktive Portion / let the spent liquid drain into the lower receiving vessel; end this instruction	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	1	f83r.3	4	3	qokaiin qotal dar	SAME_SOURCE	TRANSFER_CLEAN	SAME_SOURCE+TRANSFER_CLEAN	BLEIBT DIE QUELLE DIESELBE? | WIE SPÜLEN, SEIHEN ODER ABLASSEN?	begin the next measured entry / toward the lower outlet / daraus, aus demselben Ansatz	OPEN_FIELD_END	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	1	f83r.6	1	1	schedy	TRANSFER_CLEAN	APPLICATION	TRANSFER_CLEAN+APPLICATION	WIE SPÜLEN, SEIHEN ODER ABLASSEN? | WIE ANWENDEN, BADEN ODER BINDEN?	wash the used vessel or channel through once; end this instruction	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	1	f83r.6	2	3	chedchy qokal olchedy	HEAT_REST	APPLICATION+MEDIUM_OR_INGREDIENT	HEAT_REST+APPLICATION+MEDIUM_OR_INGREDIENT	WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN? | WIE ANWENDEN, BADEN ODER BINDEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?	pour in the warmed water / mix the two portions together / set the mixed liquid aside in a covered receiving vessel; end this instruction	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	1	f83r.6	3	3	qokaiin chedy qokeedy	HEAT_REST	APPLICATION+MEDIUM_OR_INGREDIENT	HEAT_REST+APPLICATION+MEDIUM_OR_INGREDIENT	WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN? | WIE ANWENDEN, BADEN ODER BINDEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?	begin the next measured entry / stir until evenly mixed / bathe or immerse in the tempered warm liquid; end this instruction	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	1	f83r.6	4	1	lchedy	TRANSFER_CLEAN	MEDIUM_OR_INGREDIENT	TRANSFER_CLEAN+MEDIUM_OR_INGREDIENT	WIE SPÜLEN, SEIHEN ODER ABLASSEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?	let the spent liquid drain into the lower receiving vessel; end this instruction	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	1	f83r.6	5	1	qoky	USE_OR_EXECUTE	APPLICATION	USE_OR_EXECUTE+APPLICATION	WAS IST JETZT AUSZUFÜHREN? | WIE ANWENDEN, BADEN ODER BINDEN?	die aktive Portion verwenden	OPEN_FIELD_END	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	1	f83r.8	1	2	pchedal otedy	APPLICATION		APPLICATION	WIE ANWENDEN, BADEN ODER BINDEN?	then fill the vessel / steep until clear; close the rubric	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	1	f83r.8	2	4	shecthedchy qoky chedy chary	USE_OR_EXECUTE	HEAT_REST+APPLICATION+INDICATION	USE_OR_EXECUTE+HEAT_REST+APPLICATION+INDICATION	WAS IST JETZT AUSZUFÜHREN? | WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN? | WIE ANWENDEN, BADEN ODER BINDEN? | FÜR WELCHEN BESCHWERDE- ODER ANWENDUNGSFALL?	apply at the marked place / die aktive Portion verwenden / stir until evenly mixed / and let it cool	OPEN_FIELD_END	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	1	f83r.11	1	2	sor shedy	WORKING_MATERIAL	HEAT_REST	WORKING_MATERIAL+HEAT_REST	WELCHES ARBEITSMATERIAL LIEGT VOR? | WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN?	die bereitete Arbeitsflüssigkeit / let it stand until ready; end this instruction	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	1	f83r.11	2	4	qokaiin chkain shcthey qokedy	TRANSFER_CLEAN	INDICATION	TRANSFER_CLEAN+INDICATION	WIE SPÜLEN, SEIHEN ODER ABLASSEN? | FÜR WELCHEN BESCHWERDE- ODER ANWENDUNGSFALL?	begin the next measured entry / one measured portion / under the same setting / rinse the indicated place once; end this instruction	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	1	f83r.11	3	2	okair sheedy	TRANSFER_CLEAN	APPLICATION	TRANSFER_CLEAN+APPLICATION	WIE SPÜLEN, SEIHEN ODER ABLASSEN? | WIE ANWENDEN, BADEN ODER BINDEN?	next open the upper channel / wash once; close the rubric	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	1	f83r.11	4	1	lchedy	TRANSFER_CLEAN	MEDIUM_OR_INGREDIENT	TRANSFER_CLEAN+MEDIUM_OR_INGREDIENT	WIE SPÜLEN, SEIHEN ODER ABLASSEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?	let the spent liquid drain into the lower receiving vessel; end this instruction	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	1	f83r.11	5	1	lo	TRANSFER_CLEAN	APPLICATION	TRANSFER_CLEAN+APPLICATION	WIE SPÜLEN, SEIHEN ODER ABLASSEN? | WIE ANWENDEN, BADEN ODER BINDEN?	close the lower outlet	OPEN_FIELD_END	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	1	f83r.14	1	1	qokchedy	HEAT_REST		HEAT_REST	WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN?	let it cool; close the rubric	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	1	f83r.14	2	1	qokeedy	HEAT_REST	APPLICATION+MEDIUM_OR_INGREDIENT	HEAT_REST+APPLICATION+MEDIUM_OR_INGREDIENT	WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN? | WIE ANWENDEN, BADEN ODER BINDEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?	bathe or immerse in the tempered warm liquid; end this instruction	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	1	f83r.14	3	1	shedy	HEAT_REST		HEAT_REST	WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN?	let it stand until ready; end this instruction	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	1	f83r.14	4	1	qokshedy	HEAT_REST	MEDIUM_OR_INGREDIENT	HEAT_REST+MEDIUM_OR_INGREDIENT	WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?	boil gently; close the rubric	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	1	f83r.14	5	2	dal lchedy	DESTINATION	TRANSFER_CLEAN+MEDIUM_OR_INGREDIENT	DESTINATION+TRANSFER_CLEAN+MEDIUM_OR_INGREDIENT	WOHIN ODER AN WELCHES ZIEL? | WIE SPÜLEN, SEIHEN ODER ABLASSEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?	an die bezeichnete Zielstelle führen / let the spent liquid drain into the lower receiving vessel; end this instruction	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	1	f83r.14	6	4	qokaiin shcthy dal sy	STATE_GATE	DESTINATION+CURRENT_ITEM+PROCEDURE_DETAIL	STATE_GATE+DESTINATION+CURRENT_ITEM+PROCEDURE_DETAIL	BIS WANN ODER BIS ZU WELCHEM ZUSTAND? | WOHIN ODER AN WELCHES ZIEL? | WELCHER POSTEN IST JETZT AKTIV? | WELCHER WEITERE ARBEITSSCHRITT?	begin the next measured entry / sobald die Zubereitung gebrauchsfertig ist / an die bezeichnete Zielstelle führen / diese aktive Portion	OPEN_FIELD_END	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	1	f83r.15	1	7	saiin shedal shecthy chey tal shcthy dalchdy	MEASURE	CURRENT_ITEM+DESTINATION+STATE_GATE+HEAT_REST+MEDIUM_OR_INGREDIENT	MEASURE+CURRENT_ITEM+DESTINATION+STATE_GATE+HEAT_REST+MEDIUM_OR_INGREDIENT	WIE VIEL ODER NACH WELCHEM MASS? | WELCHER POSTEN IST JETZT AKTIV? | WOHIN ODER AN WELCHES ZIEL? | BIS WANN ODER BIS ZU WELCHEM ZUSTAND? | WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?	ein vorgeschriebenes Maß / for one interval / warm water / diese aktive Portion / an die bezeichnete Zielstelle führen / sobald die Zubereitung gebrauchsfertig ist / retain the residue; close the rubric	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	1	f83r.15	2	1	qotchedy	PROCEDURE_DETAIL		PROCEDURE_DETAIL	WELCHER WEITERE ARBEITSSCHRITT?	mix in equal shares; close the rubric	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	1	f83r.15	3	1	lchedy	TRANSFER_CLEAN	MEDIUM_OR_INGREDIENT	TRANSFER_CLEAN+MEDIUM_OR_INGREDIENT	WIE SPÜLEN, SEIHEN ODER ABLASSEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?	let the spent liquid drain into the lower receiving vessel; end this instruction	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	1	f83r.16	1	1	tchedy	TRANSFER_CLEAN	APPLICATION	TRANSFER_CLEAN+APPLICATION	WIE SPÜLEN, SEIHEN ODER ABLASSEN? | WIE ANWENDEN, BADEN ODER BINDEN?	wash the used vessel or channel through once; end this instruction	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	1	f83r.16	2	1	qokchdy	HEAT_REST		HEAT_REST	WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN?	heat it once; end this instruction	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	1	f83r.16	3	6	cheedar chldaiin chedy qokain checthy chealror	STATE_GATE	APPLICATION+INDICATION	STATE_GATE+APPLICATION+INDICATION	BIS WANN ODER BIS ZU WELCHEM ZUSTAND? | WIE ANWENDEN, BADEN ODER BINDEN? | FÜR WELCHEN BESCHWERDE- ODER ANWENDUNGSFALL?	place the person at the basin / after settling / stir until evenly mixed / add one measured portion to the vessel / sobald die Zubereitung gebrauchsfertig ist / until the flow clears	OPEN_FIELD_END	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	1	f83r.20	1	1	solkeedy	HEAT_REST	MEDIUM_OR_INGREDIENT	HEAT_REST+MEDIUM_OR_INGREDIENT	WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?	let the liquid settle; end this instruction	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	1	f83r.20	2	1	qoteedy	APPLICATION	INDICATION	APPLICATION+INDICATION	WIE ANWENDEN, BADEN ODER BINDEN? | FÜR WELCHEN BESCHWERDE- ODER ANWENDUNGSFALL?	bind upon the place; close the rubric	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	1	f83r.20	3	2	qokeey qokedy	TRANSFER_CLEAN	HEAT_REST+MEDIUM_OR_INGREDIENT+INDICATION	TRANSFER_CLEAN+HEAT_REST+MEDIUM_OR_INGREDIENT+INDICATION	WIE SPÜLEN, SEIHEN ODER ABLASSEN? | WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ? | FÜR WELCHEN BESCHWERDE- ODER ANWENDUNGSFALL?	temper the working liquid and keep it lukewarm / rinse the indicated place once; end this instruction	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	1	f83r.20	4	3	sol cheeety qokedy	PRIOR_SOURCE	TRANSFER_CLEAN+INDICATION	PRIOR_SOURCE+TRANSFER_CLEAN+INDICATION	WORAUS ODER MIT WELCHEM VORANSATZ? | WIE SPÜLEN, SEIHEN ODER ABLASSEN? | FÜR WELCHEN BESCHWERDE- ODER ANWENDUNGSFALL?	mit der vorigen Zubereitung weiter / after the first rinse / rinse the indicated place once; end this instruction	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	1	f83r.20	5	2	qoky saiin	USE_OR_EXECUTE	MEASURE+APPLICATION	USE_OR_EXECUTE+MEASURE+APPLICATION	WAS IST JETZT AUSZUFÜHREN? | WIE VIEL ODER NACH WELCHEM MASS? | WIE ANWENDEN, BADEN ODER BINDEN?	die aktive Portion verwenden / ein vorgeschriebenes Maß	OPEN_FIELD_END	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	1	f83r.22	1	2	schedair otchedy	TRANSFER_CLEAN	APPLICATION+MEDIUM_OR_INGREDIENT	TRANSFER_CLEAN+APPLICATION+MEDIUM_OR_INGREDIENT	WIE SPÜLEN, SEIHEN ODER ABLASSEN? | WIE ANWENDEN, BADEN ODER BINDEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?	draw off the clear liquid / mix in equal shares; close the rubric	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	1	f83r.22	2	1	qokeedy	HEAT_REST	APPLICATION+MEDIUM_OR_INGREDIENT	HEAT_REST+APPLICATION+MEDIUM_OR_INGREDIENT	WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN? | WIE ANWENDEN, BADEN ODER BINDEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?	bathe or immerse in the tempered warm liquid; end this instruction	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	1	f83r.22	3	5	chedain chedy qotedaiin otaiin otedy	APPLICATION		APPLICATION	WIE ANWENDEN, BADEN ODER BINDEN?	begin the rinsing / stir until evenly mixed / the broad vessel / for the same interval as before / steep until clear; close the rubric	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	1	f83r.22	4	1	ldy	PROCEDURE_DETAIL		PROCEDURE_DETAIL	WELCHER WEITERE ARBEITSSCHRITT?	draw it off; close the rubric	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	1	f83r.24	1	6	soiiin checthy chety otaiin olsaly shedy	STATE_GATE	PROCESS+HEAT_REST	STATE_GATE+PROCESS+HEAT_REST	BIS WANN ODER BIS ZU WELCHEM ZUSTAND? | WIE WIRD ES BEARBEITET? | WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN?	until clear / sobald die Zubereitung gebrauchsfertig ist / gleichmäßig bearbeiten / for the same interval as before / the lower basin / let it stand until ready; end this instruction	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	2	f83r.25	1	1	qokeedy	HEAT_REST	APPLICATION+MEDIUM_OR_INGREDIENT	HEAT_REST+APPLICATION+MEDIUM_OR_INGREDIENT	WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN? | WIE ANWENDEN, BADEN ODER BINDEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?	bathe or immerse in the tempered warm liquid; end this instruction	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	2	f83r.25	2	3	qolchey qokeey qokedy	TRANSFER_CLEAN	HEAT_REST+APPLICATION+MEDIUM_OR_INGREDIENT+INDICATION	TRANSFER_CLEAN+HEAT_REST+APPLICATION+MEDIUM_OR_INGREDIENT+INDICATION	WIE SPÜLEN, SEIHEN ODER ABLASSEN? | WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN? | WIE ANWENDEN, BADEN ODER BINDEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ? | FÜR WELCHEN BESCHWERDE- ODER ANWENDUNGSFALL?	then fill the vessel / temper the working liquid and keep it lukewarm / rinse the indicated place once; end this instruction	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	2	f83r.25	3	2	chedy otal	TRANSFER_CLEAN		TRANSFER_CLEAN	WIE SPÜLEN, SEIHEN ODER ABLASSEN?	stir until evenly mixed / toward the lower outlet	OPEN_FIELD_END	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	2	f83r.26	1	5	otchey qokeey qoky tol shedy	TAKE_SELECTED	USE_OR_EXECUTE+PRIOR_SOURCE+HEAT_REST+APPLICATION+MEDIUM_OR_INGREDIENT	TAKE_SELECTED+USE_OR_EXECUTE+PRIOR_SOURCE+HEAT_REST+APPLICATION+MEDIUM_OR_INGREDIENT	WAS IST ZU NEHMEN? | WAS IST JETZT AUSZUFÜHREN? | WORAUS ODER MIT WELCHEM VORANSATZ? | WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN? | WIE ANWENDEN, BADEN ODER BINDEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?	nimm den bezeichneten Anteil / temper the working liquid and keep it lukewarm / die aktive Portion verwenden / mit der vorigen Zubereitung weiter / let it stand until ready; end this instruction	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	2	f83r.26	2	1	qokylddy	APPLICATION	INDICATION	APPLICATION+INDICATION	WIE ANWENDEN, BADEN ODER BINDEN? | FÜR WELCHEN BESCHWERDE- ODER ANWENDUNGSFALL?	bind upon the place; close the rubric	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	2	f83r.27	1	3	dain chedy qokeedy	TRANSFER_CLEAN	HEAT_REST+APPLICATION+MEDIUM_OR_INGREDIENT	TRANSFER_CLEAN+HEAT_REST+APPLICATION+MEDIUM_OR_INGREDIENT	WIE SPÜLEN, SEIHEN ODER ABLASSEN? | WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN? | WIE ANWENDEN, BADEN ODER BINDEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?	through a cloth / stir until evenly mixed / bathe or immerse in the tempered warm liquid; end this instruction	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	2	f83r.27	2	1	shckhedy	TRANSFER_CLEAN		TRANSFER_CLEAN	WIE SPÜLEN, SEIHEN ODER ABLASSEN?	strain it once through cloth; end this instruction	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	2	f83r.27	3	1	shckhedy	TRANSFER_CLEAN		TRANSFER_CLEAN	WIE SPÜLEN, SEIHEN ODER ABLASSEN?	strain it once through cloth; end this instruction	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	2	f83r.28	1	4	saiin cheeky sheey qokedy	MEASURE	TRANSFER_CLEAN+HEAT_REST+INDICATION	MEASURE+TRANSFER_CLEAN+HEAT_REST+INDICATION	WIE VIEL ODER NACH WELCHEM MASS? | WIE SPÜLEN, SEIHEN ODER ABLASSEN? | WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN? | FÜR WELCHEN BESCHWERDE- ODER ANWENDUNGSFALL?	ein vorgeschriebenes Maß / while still warm / the first opening / rinse the indicated place once; end this instruction	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	2	f83r.28	2	1	shedy	HEAT_REST		HEAT_REST	WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN?	let it stand until ready; end this instruction	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	2	f83r.28	3	1	oldy	HEAT_REST	MEDIUM_OR_INGREDIENT	HEAT_REST+MEDIUM_OR_INGREDIENT	WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?	boil gently; close the rubric	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	2	f83r.35	1	5	saiin cheky okeeol okain chdy	MEASURE	HEAT_REST	MEASURE+HEAT_REST	WIE VIEL ODER NACH WELCHEM MASS? | WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN?	ein vorgeschriebenes Maß / over a gentle heat / the broad vessel / add one measured portion to the vessel / stir until evenly mixed	OPEN_FIELD_END	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	2	f83r.37	1	2	sol lkedy	PRIOR_SOURCE	TRANSFER_CLEAN	PRIOR_SOURCE+TRANSFER_CLEAN	WORAUS ODER MIT WELCHEM VORANSATZ? | WIE SPÜLEN, SEIHEN ODER ABLASSEN?	mit der vorigen Zubereitung weiter / wash twice; close the rubric	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
f83r	2	f83r.37	2	1	lchedy	TRANSFER_CLEAN	MEDIUM_OR_INGREDIENT	TRANSFER_CLEAN+MEDIUM_OR_INGREDIENT	WIE SPÜLEN, SEIHEN ODER ABLASSEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?	let the spent liquid drain into the lower receiving vessel; end this instruction	DY	COMPLETE_DEFAULT_ROLE_NO_BLANK
