dictionary_entry_id	surfaces	component_recipe	abstract_composition_de	workshop_prose_composition_de	owner_address_composition_de	observed_events	physical_pages	registers	observed_channel	observed_channel_reading_de	composition_status
P912-D1298	ykain	Y+K+AIN	REFERENT → ZUORDNUNG → EINHEIT	dieser Arbeitsgegenstand; Material zugeben; Portion	dieser Bildplatz; Wert zuordnen; Einheit oder Index	3	f55v	HERBAL	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material zugeben; Portion	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1303	ykan	Y+K+AN	REFERENT → ZUORDNUNG → ZUSATZ	dieser Arbeitsgegenstand; Material zugeben; weiteren Posten zugeben	dieser Bildplatz; Wert zuordnen; zusätzlicher Eintrag	1	f55v	HERBAL	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material zugeben; weiteren Posten zugeben	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1237	talam	T+AL+AM_ADDR	EINSTELLUNG → ZIEL → INNENADRESSE	Arbeitsgang einstellen; Ziel- oder Anschlussstelle; Innenstelle	Platz oder Wert einstellen; Zielplatz; Innenplatz	1	f55v	HERBAL	WORKSHOP_PROSE	Arbeitsgang einstellen; Ziel- oder Anschlussstelle; Innenstelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1297	ykaiin	Y+K+AIIN	REFERENT → ZUORDNUNG → SOLLWERT	dieser Arbeitsgegenstand; Material zugeben; Sollmaß	dieser Bildplatz; Wert zuordnen; verzeichneter Sollwert	2	f55v	HERBAL	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material zugeben; Sollmaß	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1299	ykair	Y+K+AIR	REFERENT → ZUORDNUNG → LAUFWEG	dieser Arbeitsgegenstand; Material zugeben; Flüssigkeits- oder Stationslauf	dieser Bildplatz; Wert zuordnen; Ringlauf	1	f55v	HERBAL	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material zugeben; Flüssigkeits- oder Stationslauf	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0136	cheky	CHK+E+Y	BEHANDLUNG → GRAD_1 → REFERENT	Arbeitsgegenstand behandeln; kurz oder direkt; dieser Arbeitsgegenstand	Behandlungsklasse; erster Grad; dieser Bildplatz	2	f55v	HERBAL	WORKSHOP_PROSE	Arbeitsgegenstand behandeln; kurz oder direkt; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0294	daiiny	D_ADDR+AIIN+Y	UNTERADRESSE → SOLLWERT → REFERENT	bezeichneter Teil; Sollmaß; dieser Arbeitsgegenstand	Unterplatz; verzeichneter Sollwert; dieser Bildplatz	1	f55v	HERBAL	WORKSHOP_PROSE	bezeichneter Teil; Sollmaß; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0593	okchd	OK+CHD	AKTIVIEREN → WECHSEL	Arbeitsgang ansetzen; Arbeitsgut umsetzen	Bildplatz aktivieren; zu Gegen- oder Folgeplatz wechseln	1	f55v	HERBAL	WORKSHOP_PROSE	Arbeitsgang ansetzen; Arbeitsgut umsetzen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1152	sheokey	SH+E+OK+E+Y	HALTEN → GRAD_1 → AKTIVIEREN → GRAD_1 → REFERENT	Arbeitsgegenstand halten; kurz oder direkt; Arbeitsgang ansetzen; kurz oder direkt; dieser Arbeitsgegenstand	Bezug festhalten; erster Grad; Bildplatz aktivieren; erster Grad; dieser Bildplatz	1	f55v	HERBAL	WORKSHOP_PROSE	Arbeitsgegenstand halten; kurz oder direkt; Arbeitsgang ansetzen; kurz oder direkt; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0059	ch	CH	AUSWAHL_ENTNAHME	bezeichneten Anteil entnehmen	Klasse oder Figur kennzeichnen	1	f55v	HERBAL	WORKSHOP_PROSE	bezeichneten Anteil entnehmen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0422	kchdy	K+CHD+Y	ZUORDNUNG → WECHSEL → REFERENT	Material zugeben; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Wert zuordnen; zu Gegen- oder Folgeplatz wechseln; dieser Bildplatz	1	f55v	HERBAL	WORKSHOP_PROSE	Material zugeben; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0879	pchal	P+CH+AL	EINSETZUNG → AUSWAHL_ENTNAHME → ZIEL	Material einsetzen; bezeichneten Anteil entnehmen; Ziel- oder Anschlussstelle	Platz besetzen; Klasse oder Figur kennzeichnen; Zielplatz	1	f55v	HERBAL	WORKSHOP_PROSE	Material einsetzen; bezeichneten Anteil entnehmen; Ziel- oder Anschlussstelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0041	ar	AR	QUELLE	Entnahmestelle	Quell- oder Bezugsstelle	4	f55v	HERBAL	WORKSHOP_PROSE	Entnahmestelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0024	aldy	AL+D_ADDR+Y	ZIEL → UNTERADRESSE → REFERENT	Ziel- oder Anschlussstelle; bezeichneter Teil; dieser Arbeitsgegenstand	Zielplatz; Unterplatz; dieser Bildplatz	1	f55v	HERBAL	WORKSHOP_PROSE	Ziel- oder Anschlussstelle; bezeichneter Teil; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0333	dary	DA+R+Y	STUFE_2 → MARKE → REFERENT	zweite Arbeitsstufe; Zustand kennzeichnen; dieser Arbeitsgegenstand	zweite Bildstufe; Zustandsmarke; dieser Bildplatz	1	f55v	HERBAL	WORKSHOP_PROSE	zweite Arbeitsstufe; Zustand kennzeichnen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1240	tar	T+AR	EINSTELLUNG → QUELLE	Arbeitsgang einstellen; Entnahmestelle	Platz oder Wert einstellen; Quell- oder Bezugsstelle	1	f55v	HERBAL	WORKSHOP_PROSE	Arbeitsgang einstellen; Entnahmestelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0984	qol	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren	dieselbe Reihe fortführen	1	f55v	HERBAL	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0183	cho	HO	TEIL	Teil des sichtbaren Gegenstands	Teil oder Mitglied der Bildklasse	3	f55v,f56r	HERBAL	WORKSHOP_PROSE	Teil des sichtbaren Gegenstands	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1238	talody	T+AL+O+D_ADDR+Y	EINSTELLUNG → ZIEL → LAUF → UNTERADRESSE → REFERENT	Arbeitsgang einstellen; Ziel- oder Anschlussstelle; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	Platz oder Wert einstellen; Zielplatz; Reihe aufrufen; Unterplatz; dieser Bildplatz	1	f55v	HERBAL	WORKSHOP_PROSE	Arbeitsgang einstellen; Ziel- oder Anschlussstelle; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1301	ykaky	Y+K+A_ADDR+K+Y	REFERENT → ZUORDNUNG → ADRESSE → ZUORDNUNG → REFERENT	dieser Arbeitsgegenstand; Material zugeben; lokale Arbeitsstelle; Material zugeben; dieser Arbeitsgegenstand	dieser Bildplatz; Wert zuordnen; lokale Bildadresse; Wert zuordnen; dieser Bildplatz	1	f55v	HERBAL	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material zugeben; lokale Arbeitsstelle; Material zugeben; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0578	okal	OK+AL	AKTIVIEREN → ZIEL	Arbeitsgang ansetzen; Ziel- oder Anschlussstelle	Bildplatz aktivieren; Zielplatz	2	f55v	HERBAL	WORKSHOP_PROSE	Arbeitsgang ansetzen; Ziel- oder Anschlussstelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0167	chey	Y	REFERENT	dieser Arbeitsgegenstand	dieser Bildplatz	4	f55v,f56r	HERBAL	WORKSHOP_PROSE	dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0570	okaiin	OK+AIIN	AKTIVIEREN → SOLLWERT	Arbeitsgang ansetzen; Sollmaß	Bildplatz aktivieren; verzeichneter Sollwert	3	f55v,f56r	HERBAL	WORKSHOP_PROSE	Arbeitsgang ansetzen; Sollmaß	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0764	otaky	OT+A_ADDR+K+Y	NAECHSTER → ADRESSE → ZUORDNUNG → REFERENT	danach oder nächster Posten; lokale Arbeitsstelle; Material zugeben; dieser Arbeitsgegenstand	nächster Bildplatz; lokale Bildadresse; Wert zuordnen; dieser Bildplatz	1	f55v	HERBAL	WORKSHOP_PROSE	danach oder nächster Posten; lokale Arbeitsstelle; Material zugeben; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0509	oaiin	O+AIIN	LAUF → SOLLWERT	Arbeitsgang ausführen; Sollmaß	Reihe aufrufen; verzeichneter Sollwert	1	f55v	HERBAL	WORKSHOP_PROSE	Arbeitsgang ausführen; Sollmaß	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1356	ytaiin	Y+T+AIIN	REFERENT → EINSTELLUNG → SOLLWERT	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Sollmaß	dieser Bildplatz; Platz oder Wert einstellen; verzeichneter Sollwert	1	f55v	HERBAL	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Sollmaß	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0414	kal	K+AL	ZUORDNUNG → ZIEL	Material zugeben; Ziel- oder Anschlussstelle	Wert zuordnen; Zielplatz	1	f55v	HERBAL	WORKSHOP_PROSE	Material zugeben; Ziel- oder Anschlussstelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1304	ykar	Y+K+AR	REFERENT → ZUORDNUNG → QUELLE	dieser Arbeitsgegenstand; Material zugeben; Entnahmestelle	dieser Bildplatz; Wert zuordnen; Quell- oder Bezugsstelle	1	f55v	HERBAL	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material zugeben; Entnahmestelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0138	cheoar	CH+E+O+AR	AUSWAHL_ENTNAHME → GRAD_1 → LAUF → QUELLE	bezeichneten Anteil entnehmen; kurz oder direkt; Arbeitsgang ausführen; Entnahmestelle	Klasse oder Figur kennzeichnen; erster Grad; Reihe aufrufen; Quell- oder Bezugsstelle	1	f55v	HERBAL	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; kurz oder direkt; Arbeitsgang ausführen; Entnahmestelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0119	cheeky	CHK+EE+Y	BEHANDLUNG → GRAD_2 → REFERENT	Arbeitsgegenstand behandeln; länger oder gehalten; dieser Arbeitsgegenstand	Behandlungsklasse; zweiter Grad; dieser Bildplatz	1	f55v	HERBAL	WORKSHOP_PROSE	Arbeitsgegenstand behandeln; länger oder gehalten; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0717	oltchy	OL+T+Y	FORTSETZUNG → EINSTELLUNG → REFERENT	im selben Arbeitsgang fortfahren; Arbeitsgang einstellen; dieser Arbeitsgegenstand	dieselbe Reihe fortführen; Platz oder Wert einstellen; dieser Bildplatz	1	f55v	HERBAL	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren; Arbeitsgang einstellen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0741	orain	OR+AIN	EINTRAG → EINHEIT	Ansatz oder Zubereitung; Portion	Eintragsklasse; Einheit oder Index	1	f55v	HERBAL	WORKSHOP_PROSE	Ansatz oder Zubereitung; Portion	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0698	olkeechy	OL+K+EE+CH+Y	FORTSETZUNG → ZUORDNUNG → GRAD_2 → AUSWAHL_ENTNAHME → REFERENT	im selben Arbeitsgang fortfahren; Material zugeben; länger oder gehalten; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	dieselbe Reihe fortführen; Wert zuordnen; zweiter Grad; Klasse oder Figur kennzeichnen; dieser Bildplatz	1	f55v	HERBAL	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren; Material zugeben; länger oder gehalten; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1192	sl	S+L	AUSWAHL → VERBINDUNG	Arbeitsvariante auswählen; entlang des Arbeitswegs führen	Bildklasse auswählen; Bildverbindung	1	f55v	HERBAL	WORKSHOP_PROSE	Arbeitsvariante auswählen; entlang des Arbeitswegs führen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0782	otam	OT+AM_ADDR	NAECHSTER → INNENADRESSE	danach oder nächster Posten; Innenstelle	nächster Bildplatz; Innenplatz	1	f55v	HERBAL	WORKSHOP_PROSE	danach oder nächster Posten; Innenstelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0064	chal	CH+AL	AUSWAHL_ENTNAHME → ZIEL	bezeichneten Anteil entnehmen; Ziel- oder Anschlussstelle	Klasse oder Figur kennzeichnen; Zielplatz	1	f56r	HERBAL	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; Ziel- oder Anschlussstelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0070	chchs	CH+CH+S	AUSWAHL_ENTNAHME → AUSWAHL_ENTNAHME → AUSWAHL	bezeichneten Anteil entnehmen; bezeichneten Anteil entnehmen; Arbeitsvariante auswählen	Klasse oder Figur kennzeichnen; Klasse oder Figur kennzeichnen; Bildklasse auswählen	1	f56r	HERBAL	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; bezeichneten Anteil entnehmen; Arbeitsvariante auswählen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0868	oty	OT+Y	NAECHSTER → REFERENT	danach oder nächster Posten; dieser Arbeitsgegenstand	nächster Bildplatz; dieser Bildplatz	1	f56r	HERBAL	WORKSHOP_PROSE	danach oder nächster Posten; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0400	esedy	E+S+E+DY	GRAD_1 → AUSWAHL → GRAD_1 → ABSCHLUSS	kurz oder direkt; Arbeitsvariante auswählen; kurz oder direkt; Arbeitsschritt schließen	erster Grad; Bildklasse auswählen; erster Grad; Bildeintrag schließen	1	f56r	HERBAL	WORKSHOP_PROSE	kurz oder direkt; Arbeitsvariante auswählen; kurz oder direkt; Arbeitsschritt schließen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1282	ychocphy	Y+CH+O+CPH+Y	REFERENT → AUSWAHL_ENTNAHME → LAUF → GEGENLAUF → REFERENT	dieser Arbeitsgegenstand; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; umleiten; dieser Arbeitsgegenstand	dieser Bildplatz; Klasse oder Figur kennzeichnen; Reihe aufrufen; Gegenplatz; dieser Bildplatz	1	f56r	HERBAL	WORKSHOP_PROSE	dieser Arbeitsgegenstand; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; umleiten; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0205	chokchey	OK+CH+E+Y	AKTIVIEREN → AUSWAHL_ENTNAHME → GRAD_1 → REFERENT	Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	Bildplatz aktivieren; Klasse oder Figur kennzeichnen; erster Grad; dieser Bildplatz	1	f56r	HERBAL	WORKSHOP_PROSE	Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0222	choly	OL+Y	FORTSETZUNG → REFERENT	im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand	dieselbe Reihe fortführen; dieser Bildplatz	1	f56r	HERBAL	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0448	korchy	K+OR+CH+Y	ZUORDNUNG → EINTRAG → AUSWAHL_ENTNAHME → REFERENT	Material zugeben; Ansatz oder Zubereitung; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	Wert zuordnen; Eintragsklasse; Klasse oder Figur kennzeichnen; dieser Bildplatz	1	f56r	HERBAL	WORKSHOP_PROSE	Material zugeben; Ansatz oder Zubereitung; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0254	chykey	CH+Y+K+E+Y	AUSWAHL_ENTNAHME → REFERENT → ZUORDNUNG → GRAD_1 → REFERENT	bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand; Material zugeben; kurz oder direkt; dieser Arbeitsgegenstand	Klasse oder Figur kennzeichnen; dieser Bildplatz; Wert zuordnen; erster Grad; dieser Bildplatz	1	f56r	HERBAL	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand; Material zugeben; kurz oder direkt; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1171	shokaiin	SH+OK+AIIN	HALTEN → AKTIVIEREN → SOLLWERT	Arbeitsgegenstand halten; Arbeitsgang ansetzen; Sollmaß	Bezug festhalten; Bildplatz aktivieren; verzeichneter Sollwert	1	f56r	HERBAL	WORKSHOP_PROSE	Arbeitsgegenstand halten; Arbeitsgang ansetzen; Sollmaß	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0684	olchey	OL+Y	FORTSETZUNG → REFERENT	im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand	dieselbe Reihe fortführen; dieser Bildplatz	1	f56r	HERBAL	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0206	chokchol	OK+OL	AKTIVIEREN → FORTSETZUNG	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren	Bildplatz aktivieren; dieselbe Reihe fortführen	1	f56r	HERBAL	WORKSHOP_PROSE	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0436	keey	K+EE+Y	ZUORDNUNG → GRAD_2 → REFERENT	Material zugeben; länger oder gehalten; dieser Arbeitsgegenstand	Wert zuordnen; zweiter Grad; dieser Bildplatz	2	f56r	HERBAL	WORKSHOP_PROSE	Material zugeben; länger oder gehalten; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0963	qokeey	OK+EE+Y	AKTIVIEREN → GRAD_2 → REFERENT	Arbeitsgang ansetzen; länger oder gehalten; dieser Arbeitsgegenstand	Bildplatz aktivieren; zweiter Grad; dieser Bildplatz	1	f56r	HERBAL	WORKSHOP_PROSE	Arbeitsgang ansetzen; länger oder gehalten; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0209	chokeey	OK+EE+Y	AKTIVIEREN → GRAD_2 → REFERENT	Arbeitsgang ansetzen; länger oder gehalten; dieser Arbeitsgegenstand	Bildplatz aktivieren; zweiter Grad; dieser Bildplatz	2	f56r	HERBAL	WORKSHOP_PROSE	Arbeitsgang ansetzen; länger oder gehalten; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0212	choksy	OK+S+Y	AKTIVIEREN → AUSWAHL → REFERENT	Arbeitsgang ansetzen; Arbeitsvariante auswählen; dieser Arbeitsgegenstand	Bildplatz aktivieren; Bildklasse auswählen; dieser Bildplatz	1	f56r	HERBAL	WORKSHOP_PROSE	Arbeitsgang ansetzen; Arbeitsvariante auswählen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1005	qot	OT	NAECHSTER	danach oder nächster Posten	nächster Bildplatz	1	f56r	HERBAL	WORKSHOP_PROSE	danach oder nächster Posten	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0211	chokor	OK+OR	AKTIVIEREN → EINTRAG	Arbeitsgang ansetzen; Ansatz oder Zubereitung	Bildplatz aktivieren; Eintragsklasse	2	f56r	HERBAL	WORKSHOP_PROSE	Arbeitsgang ansetzen; Ansatz oder Zubereitung	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0179	chkor	CHK+OR	BEHANDLUNG → EINTRAG	Arbeitsgegenstand behandeln; Ansatz oder Zubereitung	Behandlungsklasse; Eintragsklasse	1	f56r	HERBAL	WORKSHOP_PROSE	Arbeitsgegenstand behandeln; Ansatz oder Zubereitung	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0087	chdy	CHD+Y	WECHSEL → REFERENT	Arbeitsgut umsetzen; dieser Arbeitsgegenstand	zu Gegen- oder Folgeplatz wechseln; dieser Bildplatz	1	f56r	HERBAL	WORKSHOP_PROSE	Arbeitsgut umsetzen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0189	chochor	HO+CH+OR	TEIL → AUSWAHL_ENTNAHME → EINTRAG	Teil des sichtbaren Gegenstands; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	Teil oder Mitglied der Bildklasse; Klasse oder Figur kennzeichnen; Eintragsklasse	1	f56r	HERBAL	WORKSHOP_PROSE	Teil des sichtbaren Gegenstands; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0194	chodaly	HO+AL+Y	TEIL → ZIEL → REFERENT	Teil des sichtbaren Gegenstands; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand	Teil oder Mitglied der Bildklasse; Zielplatz; dieser Bildplatz	1	f56r	HERBAL	WORKSHOP_PROSE	Teil des sichtbaren Gegenstands; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1311	ykcho	Y+K+CH+O	REFERENT → ZUORDNUNG → AUSWAHL_ENTNAHME → LAUF	dieser Arbeitsgegenstand; Material zugeben; bezeichneten Anteil entnehmen; Arbeitsgang ausführen	dieser Bildplatz; Wert zuordnen; Klasse oder Figur kennzeichnen; Reihe aufrufen	1	f56r	HERBAL	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material zugeben; bezeichneten Anteil entnehmen; Arbeitsgang ausführen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1168	sho	SH+O	HALTEN → LAUF	Arbeitsgegenstand halten; Arbeitsgang ausführen	Bezug festhalten; Reihe aufrufen	2	f56r	HERBAL	WORKSHOP_PROSE	Arbeitsgegenstand halten; Arbeitsgang ausführen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0213	choky	OK+Y	AKTIVIEREN → REFERENT	Arbeitsgang ansetzen; dieser Arbeitsgegenstand	Bildplatz aktivieren; dieser Bildplatz	2	f56r	HERBAL	WORKSHOP_PROSE	Arbeitsgang ansetzen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0307	dal	AL	ZIEL	Ziel- oder Anschlussstelle	Zielplatz	1	f56r	HERBAL	WORKSHOP_PROSE	Ziel- oder Anschlussstelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1106	schol	RESUME_CARD	WIEDERAUFNAHME	vorigen Posten wieder aufnehmen	vorigen Bildbezug wieder aufnehmen	1	f56r	HERBAL	WORKSHOP_PROSE	vorigen Posten wieder aufnehmen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0239	choy	HO+Y	TEIL → REFERENT	Teil des sichtbaren Gegenstands; dieser Arbeitsgegenstand	Teil oder Mitglied der Bildklasse; dieser Bildplatz	1	f56r	HERBAL	WORKSHOP_PROSE	Teil des sichtbaren Gegenstands; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0114	cheeckhody	CH+EE+CKH+O+DY	AUSWAHL_ENTNAHME → GRAD_2 → DURCHLASS → LAUF → ABSCHLUSS	bezeichneten Anteil entnehmen; länger oder gehalten; durch einen Durchlass führen; Arbeitsgang ausführen; Arbeitsschritt schließen	Klasse oder Figur kennzeichnen; zweiter Grad; Verbindung oder Durchlass; Reihe aufrufen; Bildeintrag schließen	1	f56r	HERBAL	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; länger oder gehalten; durch einen Durchlass führen; Arbeitsgang ausführen; Arbeitsschritt schließen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1247	tchoky	T+OK+Y	EINSTELLUNG → AKTIVIEREN → REFERENT	Arbeitsgang einstellen; Arbeitsgang ansetzen; dieser Arbeitsgegenstand	Platz oder Wert einstellen; Bildplatz aktivieren; dieser Bildplatz	1	f56r	HERBAL	WORKSHOP_PROSE	Arbeitsgang einstellen; Arbeitsgang ansetzen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0233	chotchey	CH+OT+CH+E+Y	AUSWAHL_ENTNAHME → NAECHSTER → AUSWAHL_ENTNAHME → GRAD_1 → REFERENT	bezeichneten Anteil entnehmen; danach oder nächster Posten; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	Klasse oder Figur kennzeichnen; nächster Bildplatz; Klasse oder Figur kennzeichnen; erster Grad; dieser Bildplatz	1	f56r	HERBAL	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; danach oder nächster Posten; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1354	yt	Y+T	REFERENT → EINSTELLUNG	dieser Arbeitsgegenstand; Arbeitsgang einstellen	dieser Bildplatz; Platz oder Wert einstellen	1	f56r	HERBAL	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Arbeitsgang einstellen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0802	otchy	OT+CH+Y	NAECHSTER → AUSWAHL_ENTNAHME → REFERENT	danach oder nächster Posten; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	nächster Bildplatz; Klasse oder Figur kennzeichnen; dieser Bildplatz	1	f56r	HERBAL	WORKSHOP_PROSE	danach oder nächster Posten; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0201	chok	OK	AKTIVIEREN	Arbeitsgang ansetzen	Bildplatz aktivieren	1	f56r	HERBAL	WORKSHOP_PROSE	Arbeitsgang ansetzen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
