event_id	dictionary_entry_id	physical_page	locus	surface	channel	visible_owner_de	component_recipe	abstract_composition_de	register_composition_de	current_fluent_or_address_de
P912-E0682	P912-D0962	f75r	f75r.28	qokeey	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+EE+Y	AKTIVIEREN → GRAD_2 → REFERENT	Arbeitsgang ansetzen; länger oder gehalten; dieser Arbeitsgegenstand	Diesen Posten länger ansetzen.
P912-E0683	P912-D1200	f75r	f75r.28	sol	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren	Weiter aus diesem Teil diesen Posten kurz halten und bereitstellen entlang des Laufs.
P912-E0684	P912-D0687	f75r	f75r.28	oldair	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OL+D_ADDR+AIR	FORTSETZUNG → UNTERADRESSE → LAUFWEG	im selben Arbeitsgang fortfahren; bezeichneter Teil; Flüssigkeits- oder Stationslauf	Weiter aus diesem Teil diesen Posten kurz halten und bereitstellen entlang des Laufs.
P912-E0685	P912-D1128	f75r	f75r.28	shecthy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	SH+E+CTH+Y	HALTEN → GRAD_1 → BEREITSTATUS → REFERENT	Arbeitsgegenstand halten; kurz oder direkt; bis bereit führen; dieser Arbeitsgegenstand	Weiter aus diesem Teil diesen Posten kurz halten und bereitstellen entlang des Laufs.
P912-E0686	P912-D0983	f75r	f75r.28	qol	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren	Weiter länger halten in den nächsten Lauf; fertig.
P912-E0687	P912-D0452	f75r	f75r.28	l	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	L	VERBINDUNG	entlang des Arbeitswegs führen	Weiter länger halten in den nächsten Lauf; fertig.
P912-E0688	P912-D1134	f75r	f75r.28	sheedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	SH+EE+DY	HALTEN → GRAD_2 → ABSCHLUSS	Arbeitsgegenstand halten; länger oder gehalten; Arbeitsschritt schließen	Weiter länger halten in den nächsten Lauf; fertig.
P912-E0689	P912-D0955	f75r	f75r.28	qokeedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+EE+DY	AKTIVIEREN → GRAD_2 → ABSCHLUSS	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsschritt schließen	Länger ansetzen; fertig.
P912-E0690	P912-D0488	f75r	f75r.28	lolchedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	L+OL+CHD+DY	VERBINDUNG → FORTSETZUNG → WECHSEL → ABSCHLUSS	entlang des Arbeitswegs führen; im selben Arbeitsgang fortfahren; Arbeitsgut umsetzen; Arbeitsschritt schließen	Weiter umsetzen in den nächsten Lauf; fertig.
P912-E0691	P912-D0297	f75r	f75r.29	dain	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	AIN	EINHEIT	Portion	Als eine Portion behandeln zur Ziel- oder Anschlussstelle.
P912-E0692	P912-D0172	f75r	f75r.29	chkal	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	CHK+AL	BEHANDLUNG → ZIEL	Arbeitsgegenstand behandeln; Ziel- oder Anschlussstelle	Als eine Portion behandeln zur Ziel- oder Anschlussstelle.
P912-E0693	P912-D0389	f75r	f75r.29	dy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	Y	REFERENT	dieser Arbeitsgegenstand	Diesen Posten ausführen in den nächsten Lauf.
P912-E0694	P912-D0485	f75r	f75r.29	lo	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	L+O	VERBINDUNG → LAUF	entlang des Arbeitswegs führen; Arbeitsgang ausführen	Diesen Posten ausführen in den nächsten Lauf.
P912-E0695	P912-D0475	f75r	f75r.29	lkaiin	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	L+K+AIIN	VERBINDUNG → ZUORDNUNG → SOLLWERT	entlang des Arbeitswegs führen; Material zugeben; Sollmaß	Nach Sollmaß zugeben in den nächsten Lauf.
P912-E0696	P912-D0673	f75r	f75r.29	ol	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren	Weiter länger ansetzen; fertig.
P912-E0697	P912-D0615	f75r	f75r.29	okeedyqol	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+EE+DY+OL	AKTIVIEREN → GRAD_2 → ABSCHLUSS → FORTSETZUNG	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsschritt schließen; im selben Arbeitsgang fortfahren	Weiter länger ansetzen; fertig.
P912-E0698	P912-D0297	f75r	f75r.29	dain	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	AIN	EINHEIT	Portion	Weiter als eine Portion diesen Posten länger ansetzen; fertig.
P912-E0699	P912-D0683	f75r	f75r.29	olchey	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OL+Y	FORTSETZUNG → REFERENT	im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand	Weiter als eine Portion diesen Posten länger ansetzen; fertig.
P912-E0700	P912-D0955	f75r	f75r.29	qokeedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+EE+DY	AKTIVIEREN → GRAD_2 → ABSCHLUSS	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsschritt schließen	Weiter als eine Portion diesen Posten länger ansetzen; fertig.
P912-E0701	P912-D0107	f75r	f75r.29	chedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	CHD+Y	WECHSEL → REFERENT	Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Diesen Posten umsetzen.
P912-E0702	P912-D1010	f75r	f75r.29	qotan	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OT+AN	NAECHSTER → ZUSATZ	danach oder nächster Posten; weiteren Posten zugeben	Danach ausführen.
P912-E0703	P912-D0911	f75r	f75r.30	qo	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	O	LAUF	Arbeitsgang ausführen	Danach ausführen.
P912-E0704	P912-D0297	f75r	f75r.30	dain	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	AIN	EINHEIT	Portion	Als eine Portion diesen Posten länger behandeln.
P912-E0705	P912-D0118	f75r	f75r.30	cheeky	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	CHK+EE+Y	BEHANDLUNG → GRAD_2 → REFERENT	Arbeitsgegenstand behandeln; länger oder gehalten; dieser Arbeitsgegenstand	Als eine Portion diesen Posten länger behandeln.
P912-E0706	P912-D0971	f75r	f75r.30	qokey	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+E+Y	AKTIVIEREN → GRAD_1 → REFERENT	Arbeitsgang ansetzen; kurz oder direkt; dieser Arbeitsgegenstand	Diesen Posten kurz ansetzen.
P912-E0707	P912-D0933	f75r	f75r.30	qokain	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+AIN	AKTIVIEREN → EINHEIT	Arbeitsgang ansetzen; Portion	Als eine Portion ansetzen.
P912-E0708	P912-D0135	f75r	f75r.30	cheky	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	CHK+E+Y	BEHANDLUNG → GRAD_1 → REFERENT	Arbeitsgegenstand behandeln; kurz oder direkt; dieser Arbeitsgegenstand	Diesen Posten kurz behandeln.
P912-E0709	P912-D0936	f75r	f75r.30	qokal	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+AL	AKTIVIEREN → ZIEL	Arbeitsgang ansetzen; Ziel- oder Anschlussstelle	Ansetzen zur Ziel- oder Anschlussstelle.
P912-E0710	P912-D0297	f75r	f75r.30	dain	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	AIN	EINHEIT	Portion	Als eine Portion diesen Posten umsetzen.
P912-E0711	P912-D0107	f75r	f75r.30	chedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	CHD+Y	WECHSEL → REFERENT	Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Als eine Portion diesen Posten umsetzen.
P912-E0712	P912-D0506	f75r	f75r.30	o	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	O	LAUF	Arbeitsgang ausführen	Ausführen.
P912-E0713	P912-D0415	f75r	f75r.30	kalol	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	K+AL+OL	ZUORDNUNG → ZIEL → FORTSETZUNG	Material zugeben; Ziel- oder Anschlussstelle; im selben Arbeitsgang fortfahren	Weiter zugeben zur Ziel- oder Anschlussstelle.
P912-E0714	P912-D1132	f75r	f75r.30	shedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	SHED+DY	ABSETZUNG → ABSCHLUSS	absetzen lassen; Arbeitsschritt schließen	Absetzen; fertig.
P912-E0715	P912-D0585	f75r	f75r.30	okar	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+AR	AKTIVIEREN → QUELLE	Arbeitsgang ansetzen; Entnahmestelle	Von der Entnahmestelle ansetzen.
P912-E0716	P912-D0706	f75r	f75r.30	olom	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OL+O+AM_ADDR	FORTSETZUNG → LAUF → INNENADRESSE	im selben Arbeitsgang fortfahren; Arbeitsgang ausführen; Innenstelle	Weiter ausführen zur Innenstelle.
P912-E0717	P912-D0384	f75r	f75r.31	dshedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	SH+E+DY	HALTEN → GRAD_1 → ABSCHLUSS	Arbeitsgegenstand halten; kurz oder direkt; Arbeitsschritt schließen	Kurz halten; fertig.
P912-E0718	P912-D0971	f75r	f75r.31	qokey	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+E+Y	AKTIVIEREN → GRAD_1 → REFERENT	Arbeitsgang ansetzen; kurz oder direkt; dieser Arbeitsgegenstand	Diesen Posten kurz ansetzen.
P912-E0719	P912-D0075	f75r	f75r.31	chckhy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	CKH+Y	DURCHLASS → REFERENT	durch einen Durchlass führen; dieser Arbeitsgegenstand	Von der Entnahmestelle diesen Posten ansetzen durch den Durchlass.
P912-E0720	P912-D0940	f75r	f75r.31	qokar	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+AR	AKTIVIEREN → QUELLE	Arbeitsgang ansetzen; Entnahmestelle	Von der Entnahmestelle diesen Posten ansetzen durch den Durchlass.
P912-E0721	P912-D1132	f75r	f75r.31	shedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	SHED+DY	ABSETZUNG → ABSCHLUSS	absetzen lassen; Arbeitsschritt schließen	Absetzen; fertig.
P912-E0722	P912-D0166	f75r	f75r.31	chey	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	Y	REFERENT	dieser Arbeitsgegenstand	Aus diesem Teil diesen Posten kurz ansetzen.
P912-E0723	P912-D0950	f75r	f75r.31	qoked	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+E+D_ADDR	AKTIVIEREN → GRAD_1 → UNTERADRESSE	Arbeitsgang ansetzen; kurz oder direkt; bezeichneter Teil	Aus diesem Teil diesen Posten kurz ansetzen.
P912-E0724	P912-D0952	f75r	f75r.31	qokedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+E+DY	AKTIVIEREN → GRAD_1 → ABSCHLUSS	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsschritt schließen	Kurz ansetzen; fertig.
P912-E0725	P912-D0316	f75r	f75r.31	daldy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	AL+DY	ZIEL → ABSCHLUSS	Ziel- oder Anschlussstelle; Arbeitsschritt schließen	Zur Ziel- oder Anschlussstelle weiterarbeiten; fertig.
P912-E0726	P912-D0895	f75r	f75r.32	polshy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	P+OL+SH+Y	EINSETZUNG → FORTSETZUNG → HALTEN → REFERENT	Material einsetzen; im selben Arbeitsgang fortfahren; Arbeitsgegenstand halten; dieser Arbeitsgegenstand	Weiter diesen Posten einsetzen und halten.
P912-E0727	P912-D0306	f75r	f75r.32	dal	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	AL	ZIEL	Ziel- oder Anschlussstelle	Absetzen zur Ziel- oder Anschlussstelle; fertig.
P912-E0728	P912-D1132	f75r	f75r.32	shedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	SHED+DY	ABSETZUNG → ABSCHLUSS	absetzen lassen; Arbeitsschritt schließen	Absetzen zur Ziel- oder Anschlussstelle; fertig.
P912-E0729	P912-D0933	f75r	f75r.32	qokain	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+AIN	AKTIVIEREN → EINHEIT	Arbeitsgang ansetzen; Portion	Als eine Portion ansetzen.
P912-E0730	P912-D0321	f75r	f75r.32	dar	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	D_ADDR+AR	UNTERADRESSE → QUELLE	bezeichneter Teil; Entnahmestelle	Aus diesem Teil von der Entnahmestelle entnehmen und wählen; fertig.
P912-E0731	P912-D0241	f75r	f75r.32	chsdy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	CH+S+DY	AUSWAHL_ENTNAHME → AUSWAHL → ABSCHLUSS	bezeichneten Anteil entnehmen; Arbeitsvariante auswählen; Arbeitsschritt schließen	Aus diesem Teil von der Entnahmestelle entnehmen und wählen; fertig.
P912-E0732	P912-D1132	f75r	f75r.32	shedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	SHED+DY	ABSETZUNG → ABSCHLUSS	absetzen lassen; Arbeitsschritt schließen	Absetzen; fertig.
P912-E0733	P912-D1011	f75r	f75r.32	qotar	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OT+AR	NAECHSTER → QUELLE	danach oder nächster Posten; Entnahmestelle	Danach von der Entnahmestelle absetzen; fertig.
P912-E0734	P912-D1132	f75r	f75r.32	shedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	SHED+DY	ABSETZUNG → ABSCHLUSS	absetzen lassen; Arbeitsschritt schließen	Danach von der Entnahmestelle absetzen; fertig.
P912-E0735	P912-D0474	f75r	f75r.32	ldy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	L+DY	VERBINDUNG → ABSCHLUSS	entlang des Arbeitswegs führen; Arbeitsschritt schließen	In den nächsten Lauf weiterarbeiten; fertig.
P912-E0736	P912-D0962	f75r	f75r.33	qokeey	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+EE+Y	AKTIVIEREN → GRAD_2 → REFERENT	Arbeitsgang ansetzen; länger oder gehalten; dieser Arbeitsgegenstand	Diesen Posten länger ansetzen.
P912-E0737	P912-D0452	f75r	f75r.33	l	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	L	VERBINDUNG	entlang des Arbeitswegs führen	Absetzen in den nächsten Lauf; fertig.
P912-E0738	P912-D1132	f75r	f75r.33	shedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	SHED+DY	ABSETZUNG → ABSCHLUSS	absetzen lassen; Arbeitsschritt schließen	Absetzen in den nächsten Lauf; fertig.
P912-E0739	P912-D0911	f75r	f75r.33	qo	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	O	LAUF	Arbeitsgang ausführen	Ausführen.
P912-E0740	P912-D0452	f75r	f75r.33	l	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	L	VERBINDUNG	entlang des Arbeitswegs führen	Diesen Posten umsetzen in den nächsten Lauf.
P912-E0741	P912-D0107	f75r	f75r.33	chedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	CHD+Y	WECHSEL → REFERENT	Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Diesen Posten umsetzen in den nächsten Lauf.
P912-E0742	P912-D0933	f75r	f75r.33	qokain	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+AIN	AKTIVIEREN → EINHEIT	Arbeitsgang ansetzen; Portion	Als eine Portion ansetzen.
P912-E0743	P912-D0078	f75r	f75r.33	chcthedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	CH+CTH+E+DY	AUSWAHL_ENTNAHME → BEREITSTATUS → GRAD_1 → ABSCHLUSS	bezeichneten Anteil entnehmen; bis bereit führen; kurz oder direkt; Arbeitsschritt schließen	Kurz entnehmen und bereitstellen; fertig.
P912-E0744	P912-D0503	f75r	f75r.33	ltedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	L+T+E+DY	VERBINDUNG → EINSTELLUNG → GRAD_1 → ABSCHLUSS	entlang des Arbeitswegs führen; Arbeitsgang einstellen; kurz oder direkt; Arbeitsschritt schließen	Kurz einstellen in den nächsten Lauf; fertig.
P912-E0745	P912-D0332	f75r	f75r.33	darom	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	D_ADDR+AR+O+AM_ADDR	UNTERADRESSE → QUELLE → LAUF → INNENADRESSE	bezeichneter Teil; Entnahmestelle; Arbeitsgang ausführen; Innenstelle	Aus diesem Teil von der Entnahmestelle ausführen zur Innenstelle.
P912-E0746	P912-D1058	f75r	f75r.34	s	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	S	AUSWAHL	Arbeitsvariante auswählen	Wählen.
P912-E0747	P912-D0697	f75r	f75r.34	olkedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	SOLK+E+DY	SAMMELSTELLE → GRAD_1 → ABSCHLUSS	auffangen; kurz oder direkt; Arbeitsschritt schließen	Kurz auffangen; fertig.
P912-E0748	P912-D0577	f75r	f75r.34	okal	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+AL	AKTIVIEREN → ZIEL	Arbeitsgang ansetzen; Ziel- oder Anschlussstelle	Ansetzen zur Ziel- oder Anschlussstelle.
P912-E0749	P912-D0321	f75r	f75r.34	dar	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	D_ADDR+AR	UNTERADRESSE → QUELLE	bezeichneter Teil; Entnahmestelle	Danach aus diesem Teil von der Entnahmestelle diesen Posten ansetzen.
P912-E0750	P912-D0867	f75r	f75r.34	oty	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OT+Y	NAECHSTER → REFERENT	danach oder nächster Posten; dieser Arbeitsgegenstand	Danach aus diesem Teil von der Entnahmestelle diesen Posten ansetzen.
P912-E0751	P912-D0585	f75r	f75r.34	okar	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+AR	AKTIVIEREN → QUELLE	Arbeitsgang ansetzen; Entnahmestelle	Danach aus diesem Teil von der Entnahmestelle diesen Posten ansetzen.
P912-E0752	P912-D0784	f75r	f75r.34	otar	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OT+AR	NAECHSTER → QUELLE	danach oder nächster Posten; Entnahmestelle	Danach weiter von der Entnahmestelle als eine Portion zugeben.
P912-E0753	P912-D0673	f75r	f75r.34	ol	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren	Danach weiter von der Entnahmestelle als eine Portion zugeben.
P912-E0754	P912-D0411	f75r	f75r.34	kain	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	K+AIN	ZUORDNUNG → EINHEIT	Material zugeben; Portion	Danach weiter von der Entnahmestelle als eine Portion zugeben.
P912-E0755	P912-D0718	f75r	f75r.34	oltedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OL+T+E+DY	FORTSETZUNG → EINSTELLUNG → GRAD_1 → ABSCHLUSS	im selben Arbeitsgang fortfahren; Arbeitsgang einstellen; kurz oder direkt; Arbeitsschritt schließen	Weiter kurz einstellen; fertig.
P912-E0756	P912-D0933	f75r	f75r.35	qokain	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+AIN	AKTIVIEREN → EINHEIT	Arbeitsgang ansetzen; Portion	Als eine Portion ansetzen.
P912-E0757	P912-D1141	f75r	f75r.35	sheety	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	SH+EE+T+Y	HALTEN → GRAD_2 → EINSTELLUNG → REFERENT	Arbeitsgegenstand halten; länger oder gehalten; Arbeitsgang einstellen; dieser Arbeitsgegenstand	Diesen Posten länger halten und einstellen.
P912-E0758	P912-D0933	f75r	f75r.35	qokain	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+AIN	AKTIVIEREN → EINHEIT	Arbeitsgang ansetzen; Portion	Als eine Portion ansetzen.
P912-E0759	P912-D0321	f75r	f75r.35	dar	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	D_ADDR+AR	UNTERADRESSE → QUELLE	bezeichneter Teil; Entnahmestelle	Aus diesem Teil von der Entnahmestelle absetzen; fertig.
P912-E0760	P912-D0321	f75r	f75r.35	dar	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	D_ADDR+AR	UNTERADRESSE → QUELLE	bezeichneter Teil; Entnahmestelle	Aus diesem Teil von der Entnahmestelle absetzen; fertig.
P912-E0761	P912-D1132	f75r	f75r.35	shedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	SHED+DY	ABSETZUNG → ABSCHLUSS	absetzen lassen; Arbeitsschritt schließen	Aus diesem Teil von der Entnahmestelle absetzen; fertig.
P912-E0762	P912-D0933	f75r	f75r.35	qokain	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+AIN	AKTIVIEREN → EINHEIT	Arbeitsgang ansetzen; Portion	Als eine Portion ansetzen.
P912-E0763	P912-D0690	f75r	f75r.35	oldy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OL+DY	FORTSETZUNG → ABSCHLUSS	im selben Arbeitsgang fortfahren; Arbeitsschritt schließen	Weiter weiterarbeiten; fertig.
P912-E0764	P912-D1200	f75r	f75r.36	sol	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren	Weiter länger zugeben; fertig.
P912-E0765	P912-D0434	f75r	f75r.36	keedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	K+EE+DY	ZUORDNUNG → GRAD_2 → ABSCHLUSS	Material zugeben; länger oder gehalten; Arbeitsschritt schließen	Weiter länger zugeben; fertig.
P912-E0766	P912-D0955	f75r	f75r.36	qokeedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+EE+DY	AKTIVIEREN → GRAD_2 → ABSCHLUSS	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsschritt schließen	Länger ansetzen; fertig.
P912-E0767	P912-D0971	f75r	f75r.36	qokey	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+E+Y	AKTIVIEREN → GRAD_1 → REFERENT	Arbeitsgang ansetzen; kurz oder direkt; dieser Arbeitsgegenstand	Diesen Posten kurz ansetzen.
P912-E0768	P912-D0585	f75r	f75r.36	okar	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+AR	AKTIVIEREN → QUELLE	Arbeitsgang ansetzen; Entnahmestelle	Von der Entnahmestelle ansetzen.
P912-E0769	P912-D0784	f75r	f75r.36	otar	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OT+AR	NAECHSTER → QUELLE	danach oder nächster Posten; Entnahmestelle	Danach von der Entnahmestelle aus diesem Teil weiterarbeiten; fertig.
P912-E0770	P912-D0329	f75r	f75r.36	dardardy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	D_ADDR+AR+D_ADDR+AR+DY	UNTERADRESSE → QUELLE → UNTERADRESSE → QUELLE → ABSCHLUSS	bezeichneter Teil; Entnahmestelle; bezeichneter Teil; Entnahmestelle; Arbeitsschritt schließen	Danach von der Entnahmestelle aus diesem Teil weiterarbeiten; fertig.
P912-E0771	P912-D0952	f75r	f75r.37	qokedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+E+DY	AKTIVIEREN → GRAD_1 → ABSCHLUSS	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsschritt schließen	Kurz ansetzen; fertig.
P912-E0772	P912-D0389	f75r	f75r.37	dy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	Y	REFERENT	dieser Arbeitsgegenstand	Diesen Posten länger halten und einstellen.
P912-E0773	P912-D1141	f75r	f75r.37	sheety	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	SH+EE+T+Y	HALTEN → GRAD_2 → EINSTELLUNG → REFERENT	Arbeitsgegenstand halten; länger oder gehalten; Arbeitsgang einstellen; dieser Arbeitsgegenstand	Diesen Posten länger halten und einstellen.
P912-E0774	P912-D0952	f75r	f75r.37	qokedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+E+DY	AKTIVIEREN → GRAD_1 → ABSCHLUSS	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsschritt schließen	Kurz ansetzen; fertig.
P912-E0775	P912-D0955	f75r	f75r.37	qokeedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+EE+DY	AKTIVIEREN → GRAD_2 → ABSCHLUSS	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsschritt schließen	Länger ansetzen; fertig.
P912-E0776	P912-D0949	f75r	f75r.37	qokechdy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+E+CHD+DY	AKTIVIEREN → GRAD_1 → WECHSEL → ABSCHLUSS	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsgut umsetzen; Arbeitsschritt schließen	Kurz ansetzen und umsetzen; fertig.
P912-E0777	P912-D0487	f75r	f75r.37	lol	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	L+OL	VERBINDUNG → FORTSETZUNG	entlang des Arbeitswegs führen; im selben Arbeitsgang fortfahren	Weiter länger ansetzen in den nächsten Lauf; fertig.
P912-E0778	P912-D0955	f75r	f75r.38	qokeedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+EE+DY	AKTIVIEREN → GRAD_2 → ABSCHLUSS	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsschritt schließen	Weiter länger ansetzen in den nächsten Lauf; fertig.
P912-E0779	P912-D0955	f75r	f75r.38	qokeedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+EE+DY	AKTIVIEREN → GRAD_2 → ABSCHLUSS	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsschritt schließen	Länger ansetzen; fertig.
