world	event	location	form	kind	E_object	R_object	E_second	R_second	E_before	R_before	E_after	R_after	E_status	R_status	state_values_differ	debts	assertion	alias_collision	physical_values_differ	beyond_target_introduction	row_status
R0018	10	f17v.5:2	chol	ACTION	f17v.5:4	f17v.4:1			"{""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED	True	UNREAD_BETWEEN:f17v.5:3	"{""axis"":""moisture"",""value"":""dry""}"	False	False	True	recorded
R0018	11	f17v.5:6	ckhy	ACTION	f17v.5:4	f17v.4:1			"{""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry""}"	NO_STATE_TRANSITION_MODELLED	NO_STATE_TRANSITION_MODELLED	True			False	False	True	recorded
R0019	20	f24r.11:5	qokain	MATERIAL	f24r.11:5	f24r.6:3			{}	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""warm""}"	{}	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""warm""}"	EXTERNAL_PORTION	RENAMED_EXISTING_PORTION	True			False	True	False	recorded
R0019	21	f24r.11:5	qokain	PROCESSED_NOMINAL	f24r.11:5	f24r.6:3			{}	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""warm""}"	INITIAL_CONSTRAINT	MATCH	True		PHYSICAL:thermal=warm	False	True	False	recorded
R0019	22	f24r.12:1	qokchy	ACTION	f24r.11:5	f24r.6:3			"{""PHYSICAL:thermal"":""warm""}"	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""warm""}"	NO_STATE_TRANSITION_MODELLED	NO_STATE_TRANSITION_MODELLED	True	IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT		False	False	True	recorded
R0020	20	f24r.11:5	qokain	MATERIAL	f24r.11:5	f24r.6:3			{}	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""warm""}"	{}	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""warm""}"	EXTERNAL_PORTION	RENAMED_EXISTING_PORTION	True			False	True	False	recorded
R0020	21	f24r.11:5	qokain	PROCESSED_NOMINAL	f24r.11:5	f24r.6:3			{}	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""warm""}"	INITIAL_CONSTRAINT	MATCH	True		PHYSICAL:thermal=warm	False	True	False	recorded
R0021	20	f24r.11:5	qokain	MATERIAL	f24r.11:5	f24r.6:3			{}	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""warm""}"	{}	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""warm""}"	EXTERNAL_PORTION	RENAMED_EXISTING_PORTION	True			False	True	False	recorded
R0021	21	f24r.11:5	qokain	PROCESSED_NOMINAL	f24r.11:5	f24r.6:3			{}	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""warm""}"	INITIAL_CONSTRAINT	MATCH	True		PHYSICAL:thermal=warm	False	True	False	recorded
R0022	21	f86v5.23:7	qokar	MATERIAL	f86v5.23:7	f86v5.20:6			{}	"{""PHYSICAL:thermal"":""warm""}"	{}	"{""PHYSICAL:thermal"":""warm""}"	EXTERNAL_PORTION	RENAMED_EXISTING_PORTION	True			False	True	False	recorded
R0022	22	f86v5.23:7	qokar	PROCESSED_NOMINAL	f86v5.23:7	f86v5.20:6			{}	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	INITIAL_CONSTRAINT	MATCH	True		PHYSICAL:thermal=warm	False	True	False	recorded
R0022	23	f86v5.23:8	cheey	ACTION	f86v5.23:7	f86v5.20:6			"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	NO_STATE_TRANSITION_MODELLED	NO_STATE_TRANSITION_MODELLED	False			False	False	True	recorded
R0023	21	f86v5.23:7	qokar	MATERIAL	f86v5.23:7	f86v5.20:6			{}	"{""PHYSICAL:thermal"":""warm""}"	{}	"{""PHYSICAL:thermal"":""warm""}"	EXTERNAL_PORTION	RENAMED_EXISTING_PORTION	True			False	True	False	recorded
R0023	22	f86v5.23:7	qokar	PROCESSED_NOMINAL	f86v5.23:7	f86v5.20:6			{}	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	INITIAL_CONSTRAINT	MATCH	True		PHYSICAL:thermal=warm	False	True	False	recorded
R0023	23	f86v5.23:8	cheey	ACTION	f86v5.23:7	f86v5.20:6			"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	NO_STATE_TRANSITION_MODELLED	NO_STATE_TRANSITION_MODELLED	False			False	False	True	recorded
R0024	21	f86v5.23:7	qokar	MATERIAL	f86v5.23:7	f86v5.20:6			{}	"{""PHYSICAL:thermal"":""warm""}"	{}	"{""PHYSICAL:thermal"":""warm""}"	EXTERNAL_PORTION	RENAMED_EXISTING_PORTION	True			False	True	False	recorded
R0024	22	f86v5.23:7	qokar	PROCESSED_NOMINAL	f86v5.23:7	f86v5.20:6			{}	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	INITIAL_CONSTRAINT	MATCH	True		PHYSICAL:thermal=warm	False	True	False	recorded
R0024	23	f86v5.23:8	cheey	ACTION	f86v5.23:7	f86v5.20:6			"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	NO_STATE_TRANSITION_MODELLED	NO_STATE_TRANSITION_MODELLED	False			False	False	True	recorded
R0025	3	f93r.3:6	chody	MATERIAL	f93r.3:6	f93r.2:6			{}	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	{}	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	EXTERNAL_PORTION	RENAMED_EXISTING_PORTION	True			False	True	False	recorded
R0025	4	f93r.3:6	chody	PROCESSED_NOMINAL	f93r.3:6	f93r.2:6			{}	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	INITIAL_CONSTRAINT	MATCH	True		PHYSICAL:moisture=dry	False	True	False	recorded
R0025	7	f93r.5:2	chody	MATERIAL	f93r.3:6	f93r.2:6			"{""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	SAME_FORM_REMENTION	SAME_FORM_REMENTION	True	SAME_FORM_IDENTITY_ASSUMED		False	False	True	recorded
R0025	8	f93r.5:2	chody	PROCESSED_NOMINAL	f93r.3:6	f93r.2:6			"{""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	MATCH	MATCH	True		PHYSICAL:moisture=dry	False	False	True	recorded
R0025	25	f93r.11:4	sheo	MATERIAL	f93r.2:6	f93r.2:6			"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	SAME_FORM_REMENTION	SAME_FORM_REMENTION	False	SAME_FORM_IDENTITY_ASSUMED		False	False	True	recorded
R0025	26	f93r.11:4	sheo	BARE_NOMINAL	f93r.2:6	f93r.2:6			"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	MATCH	MATCH	False		CONSTITUTION:moisture=wet	False	False	True	recorded
R0025	27	f93r.12:1	qokor	ACTION	f93r.2:6	f93r.2:6			"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED	False	UNREAD_BETWEEN:f93r.11:6;IMPLICIT_SUBJECT_CONTINUATION	"{""axis"":""thermal"",""value"":""hot""}"	False	False	True	recorded
R0026	3	f93r.3:6	chody	MATERIAL	f93r.3:6	f93r.2:6			{}	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	{}	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	EXTERNAL_PORTION	RENAMED_EXISTING_PORTION	True			False	True	False	recorded
R0026	4	f93r.3:6	chody	PROCESSED_NOMINAL	f93r.3:6	f93r.2:6			{}	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	INITIAL_CONSTRAINT	MATCH	True		PHYSICAL:moisture=dry	False	True	False	recorded
R0026	7	f93r.5:2	chody	MATERIAL	f93r.3:6	f93r.2:6			"{""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	SAME_FORM_REMENTION	SAME_FORM_REMENTION	True	SAME_FORM_IDENTITY_ASSUMED		False	False	True	recorded
R0026	8	f93r.5:2	chody	PROCESSED_NOMINAL	f93r.3:6	f93r.2:6			"{""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	MATCH	MATCH	True		PHYSICAL:moisture=dry	False	False	True	recorded
R0026	25	f93r.11:4	sheo	MATERIAL	f93r.2:6	f93r.2:6			"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	SAME_FORM_REMENTION	SAME_FORM_REMENTION	False	SAME_FORM_IDENTITY_ASSUMED		False	False	True	recorded
R0026	26	f93r.11:4	sheo	BARE_NOMINAL	f93r.2:6	f93r.2:6			"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	MATCH	MATCH	False		CONSTITUTION:moisture=wet	False	False	True	recorded
R0026	27	f93r.12:1	qokor	ACTION	f93r.2:6	f93r.2:6			"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED	False	UNREAD_BETWEEN:f93r.11:6;IMPLICIT_SUBJECT_CONTINUATION	"{""axis"":""thermal"",""value"":""hot""}"	False	False	True	recorded
R0027	3	f93r.3:6	chody	MATERIAL	f93r.3:6	f93r.2:6			{}	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	{}	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	EXTERNAL_PORTION	RENAMED_EXISTING_PORTION	True			False	True	False	recorded
R0027	4	f93r.3:6	chody	PROCESSED_NOMINAL	f93r.3:6	f93r.2:6			{}	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	INITIAL_CONSTRAINT	MATCH	True		PHYSICAL:moisture=dry	False	True	False	recorded
R0027	7	f93r.5:2	chody	MATERIAL	f93r.3:6	f93r.2:6			"{""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	SAME_FORM_REMENTION	SAME_FORM_REMENTION	True	SAME_FORM_IDENTITY_ASSUMED		False	False	True	recorded
R0027	8	f93r.5:2	chody	PROCESSED_NOMINAL	f93r.3:6	f93r.2:6			"{""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	MATCH	MATCH	True		PHYSICAL:moisture=dry	False	False	True	recorded
R0027	25	f93r.11:4	sheo	MATERIAL	f93r.2:6	f93r.2:6			"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	SAME_FORM_REMENTION	SAME_FORM_REMENTION	False	SAME_FORM_IDENTITY_ASSUMED		False	False	True	recorded
R0027	26	f93r.11:4	sheo	BARE_NOMINAL	f93r.2:6	f93r.2:6			"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	MATCH	MATCH	False		CONSTITUTION:moisture=wet	False	False	True	recorded
R0027	27	f93r.12:1	qokor	ACTION	f93r.2:6	f93r.2:6			"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	"{""CONSTITUTION:moisture"":""wet"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED	False	UNREAD_BETWEEN:f93r.11:6;IMPLICIT_SUBJECT_CONTINUATION	"{""axis"":""thermal"",""value"":""hot""}"	False	False	True	recorded
R0028	7	f17v.5:4	tchol	MATERIAL	f17v.5:4	f17v.4:1			{}	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry""}"	{}	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry""}"	EXTERNAL_PORTION	RENAMED_EXISTING_PORTION	True			False	True	False	recorded
R0028	8	f17v.5:4	tchol	PROCESSED_NOMINAL	f17v.5:4	f17v.4:1			{}	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry""}"	INITIAL_CONSTRAINT	MATCH	True		PHYSICAL:moisture=dry	False	True	False	recorded
R0028	9	f17v.5:2	chol	ACTION	f17v.5:4	f17v.4:1			"{""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED	True	UNREAD_BETWEEN:f17v.5:3	"{""axis"":""moisture"",""value"":""dry""}"	False	False	True	recorded
R0028	10	f17v.5:6	ckhy	ACTION	f17v.5:4	f17v.4:1			"{""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry""}"	NO_STATE_TRANSITION_MODELLED	NO_STATE_TRANSITION_MODELLED	True			False	False	True	recorded
R0029	7	f17v.5:4	tchol	MATERIAL	f17v.5:4	f17v.4:1			{}	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry""}"	{}	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry""}"	EXTERNAL_PORTION	RENAMED_EXISTING_PORTION	True			False	True	False	recorded
R0029	8	f17v.5:4	tchol	PROCESSED_NOMINAL	f17v.5:4	f17v.4:1			{}	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry""}"	INITIAL_CONSTRAINT	MATCH	True		PHYSICAL:moisture=dry	False	True	False	recorded
R0029	9	f17v.5:2	chol	ACTION	f17v.5:4	f17v.4:1			"{""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED	True	UNREAD_BETWEEN:f17v.5:3	"{""axis"":""moisture"",""value"":""dry""}"	False	False	True	recorded
R0029	10	f17v.5:6	ckhy	ACTION	f17v.5:4	f17v.4:1			"{""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry""}"	NO_STATE_TRANSITION_MODELLED	NO_STATE_TRANSITION_MODELLED	True			False	False	True	recorded
R0030	7	f17v.5:4	tchol	MATERIAL	f17v.5:4	f17v.4:1			{}	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry""}"	{}	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry""}"	EXTERNAL_PORTION	RENAMED_EXISTING_PORTION	True			False	True	False	recorded
R0030	8	f17v.5:4	tchol	PROCESSED_NOMINAL	f17v.5:4	f17v.4:1			{}	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry""}"	INITIAL_CONSTRAINT	MATCH	True		PHYSICAL:moisture=dry	False	True	False	recorded
R0030	9	f17v.5:2	chol	ACTION	f17v.5:4	f17v.4:1			"{""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED	True	UNREAD_BETWEEN:f17v.5:3	"{""axis"":""moisture"",""value"":""dry""}"	False	False	True	recorded
R0030	10	f17v.5:6	ckhy	ACTION	f17v.5:4	f17v.4:1			"{""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry""}"	NO_STATE_TRANSITION_MODELLED	NO_STATE_TRANSITION_MODELLED	True			False	False	True	recorded
R0031	14	f22v.9:4	tchol	MATERIAL	f22v.9:4	f22v.9:2			{}	"{""PHYSICAL:moisture"":""dry""}"	{}	"{""PHYSICAL:moisture"":""dry""}"	EXTERNAL_PORTION	RENAMED_EXISTING_PORTION	True			False	True	False	recorded
R0031	15	f22v.9:4	tchol	PROCESSED_NOMINAL	f22v.9:4	f22v.9:2			{}	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	INITIAL_CONSTRAINT	MATCH	True		PHYSICAL:moisture=dry	False	True	False	recorded
R0032	14	f22v.9:4	tchol	MATERIAL	f22v.9:4	f22v.9:2			{}	"{""PHYSICAL:moisture"":""dry""}"	{}	"{""PHYSICAL:moisture"":""dry""}"	EXTERNAL_PORTION	RENAMED_EXISTING_PORTION	True			False	True	False	recorded
R0032	15	f22v.9:4	tchol	PROCESSED_NOMINAL	f22v.9:4	f22v.9:2			{}	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	INITIAL_CONSTRAINT	MATCH	True		PHYSICAL:moisture=dry	False	True	False	recorded
R0033	14	f22v.9:4	tchol	MATERIAL	f22v.9:4	f22v.9:2			{}	"{""PHYSICAL:moisture"":""dry""}"	{}	"{""PHYSICAL:moisture"":""dry""}"	EXTERNAL_PORTION	RENAMED_EXISTING_PORTION	True			False	True	False	recorded
R0033	15	f22v.9:4	tchol	PROCESSED_NOMINAL	f22v.9:4	f22v.9:2			{}	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	INITIAL_CONSTRAINT	MATCH	True		PHYSICAL:moisture=dry	False	True	False	recorded
R0034	19	f24r.11:5	qokain	MATERIAL	f24r.11:5	f24r.6:3			{}	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""warm""}"	{}	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""warm""}"	EXTERNAL_PORTION	RENAMED_EXISTING_PORTION	True			False	True	False	recorded
R0034	20	f24r.11:5	qokain	PROCESSED_NOMINAL	f24r.11:5	f24r.6:3			{}	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""warm""}"	INITIAL_CONSTRAINT	MATCH	True		PHYSICAL:thermal=warm	False	True	False	recorded
R0034	21	f24r.12:1	qokchy	ACTION	f24r.11:5	f24r.6:3			"{""PHYSICAL:thermal"":""warm""}"	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""warm""}"	NO_STATE_TRANSITION_MODELLED	NO_STATE_TRANSITION_MODELLED	True	IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT		False	False	True	recorded
R0035	19	f24r.11:5	qokain	MATERIAL	f24r.11:5	f24r.6:3			{}	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""warm""}"	{}	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""warm""}"	EXTERNAL_PORTION	RENAMED_EXISTING_PORTION	True			False	True	False	recorded
R0035	20	f24r.11:5	qokain	PROCESSED_NOMINAL	f24r.11:5	f24r.6:3			{}	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""warm""}"	INITIAL_CONSTRAINT	MATCH	True		PHYSICAL:thermal=warm	False	True	False	recorded
R0036	19	f24r.11:5	qokain	MATERIAL	f24r.11:5	f24r.6:3			{}	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""warm""}"	{}	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""warm""}"	EXTERNAL_PORTION	RENAMED_EXISTING_PORTION	True			False	True	False	recorded
R0036	20	f24r.11:5	qokain	PROCESSED_NOMINAL	f24r.11:5	f24r.6:3			{}	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""warm""}"	INITIAL_CONSTRAINT	MATCH	True		PHYSICAL:thermal=warm	False	True	False	recorded
R0037	23	f86v5.23:7	qokar	MATERIAL	f86v5.23:7	f86v5.20:6			{}	"{""PHYSICAL:thermal"":""warm""}"	{}	"{""PHYSICAL:thermal"":""warm""}"	EXTERNAL_PORTION	RENAMED_EXISTING_PORTION	True			False	True	False	recorded
R0037	24	f86v5.23:7	qokar	PROCESSED_NOMINAL	f86v5.23:7	f86v5.20:6			{}	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	INITIAL_CONSTRAINT	MATCH	True		PHYSICAL:thermal=warm	False	True	False	recorded
