assignment_id	record_id	physical_page	register	surface_sequence	active_model_sequence	fluent_frame_class	structural_frame_id	event_boundary_shape	component_trace_de	functional_component_count	opaque_slot_count	fluent_reading_de	same_page_pair_degree	register_pair_degree	contrast_covered	source_record_preserved
G486-R092	G475-R092	f77r	BIOLOGICAL	otchdy	INSTRUCTION	INSTRUCTION_BEARBEITEN	G486-RF030	3:DOT|DOT	DANACH · BEARBEITEN · SCHLUSS	3	0	Bearbeite danach den Eintrag und schließe den Schritt.	0	0	NO	YES
G486-R093	G475-R093	f77r	BIOLOGICAL	otolaiin|o	COORDINATE	COORDINATE_MULTI	G486-RF022	3:DOT|DOT||1:NONE	DANACH · FORTSETZEN · WERT || AUSFÜHRUNG	4	0	Die erste Adressspur wird danach bis zum Stationswert fortgesetzt; die zweite bezeichnet den Ausführungspunkt.	0	0	NO	YES
G486-R094	G475-R094	f88v	PHARMA	okalyd	INSTRUCTION	INSTRUCTION_SETZEN	G486-RF045	3:DOT|DOT	SETZEN · ZIELORT · {N1}	2	1	Setze den Drogeneintrag »yd« als Ansatz am Zielgefäß an.	0	1	YES	YES
G486-R095	G475-R095	f88v	PHARMA	cheocthy	INSTRUCTION	INSTRUCTION_NEHMEN	G486-RF040	4:DOT|DOT|DOT	{N1} · NEHMEN · EINSTELLEN · POSTEN	3	1	Nimm den Drogeneintrag »cheo« sowie den Drogenposten und stelle beide ein.	0	1	YES	YES
G486-R096	G475-R096	f88v	PHARMA	cpheor	CATALOGUE	CATALOGUE_ENTRY	G486-RF001	2:DOT	{N1} · EINHEIT	1	1	Droge »cphe« mit Einheitsangabe.	0	3	YES	YES
G486-R097	G475-R097	f88v	PHARMA	otar|arody	CATALOGUE	CATALOGUE_SEQUENCE	G486-RF008	2:DOT||2:DOT	DANACH · AUSGANG || AUSGANG · {N1}	3	1	Katalogfolge: Eintrag »otar« mit Folgevermerk und Ausgangszuordnung; Droge »ody« mit Ausgangszuordnung.	0	0	NO	YES
G486-R098	G475-R098	f88v	PHARMA	otokol	INSTRUCTION	INSTRUCTION_SETZEN	G486-RF045	3:DOT|DOT	DANACH · SETZEN · FORTSETZEN	3	0	Setze den Eintrag danach als Ansatz an und führe das Setzen weiter.	0	0	NO	YES
G486-R099	G475-R099	f88v	PHARMA	otoram	CATALOGUE	CATALOGUE_ENTRY	G486-RF002	3:DOT|DOT	DANACH · {N1} · HIER	2	1	Droge »or« mit Folgevermerk und Hier-Vermerk.	0	1	YES	YES
G486-R100	G475-R100	f88v	PHARMA	otora	CATALOGUE	CATALOGUE_ENTRY	G486-RF001	2:DOT	DANACH · {N1}	1	1	Droge »ora« mit Folgevermerk.	0	0	NO	YES
G486-R101	G475-R101	f88v	PHARMA	cheosdy	CATALOGUE	CATALOGUE_ENTRY	G486-RF001	2:DOT	{F1}:NAMENSFAMILIE · {N1}	0	2	Droge »cheosdy« — Drogenfamilie »cheo«.	0	0	NO	YES
G486-R102	G475-R102	f88v	PHARMA	okaiin	INSTRUCTION	INSTRUCTION_SETZEN	G486-RF042	2:DOT	SETZEN · WERT	2	0	Setze den Mengenwert als Ansatz an.	0	1	YES	YES
G486-R103	G475-R103	f88v	PHARMA	daramdal	CATALOGUE	CATALOGUE_ENTRY	G486-RF003	4:DOT|DOT|DOT	{N1} · AUSGANG · {N2} · ZIELORT	2	2	Drogen »d« und »am« mit Ausgangs- beziehungsweise Zielzuordnung.	0	0	NO	YES
G486-R104	G475-R104	f88v	PHARMA	otydary	CATALOGUE	CATALOGUE_ENTRY	G486-RF004	5:DOT|DOT|DOT|DOT	DANACH · {N1} · HIER · AUSGANG · {N1}	3	2	Zweimal Droge »y«, mit Folgevermerk, Hier-Vermerk und Ausgangszuordnung.	0	0	NO	YES
G486-R105	G475-R105	f88v	PHARMA	otdordy	CATALOGUE	CATALOGUE_ENTRY	G486-RF001	2:DOT	DANACH · {N1}	1	1	Droge »dordy« mit Folgevermerk.	0	0	NO	YES
G486-R106	G475-R106	f88v	PHARMA	dararda	CATALOGUE	CATALOGUE_ENTRY	G486-RF003	4:DOT|DOT|DOT	{N1} · AUSGANG · AUSGANG · {N2}	2	2	Drogen »d« und »da« mit je einer Ausgangszuordnung.	0	0	NO	YES
G486-R107	G475-R107	f89r	PHARMA	okchshy|qkol|oldam	INSTRUCTION|INSTRUCTION|INSTRUCTION	MULTI_EVENT_INSTRUCTION|INSTRUCTION|INSTRUCTION	G486-RF052	3:DOT|DOT||2:DOT||3:DOT|DOT	SETZEN · NEHMEN · POSTEN || {N1} · FORTSETZEN || FORTSETZEN · {N1} · HIER	6	2	Setze den Drogenposten als Ansatz an und nimm ihn. Führe im selben Arbeitsgang den Bezug weiter: zuerst für Drogeneintrag »qk«, dann für Drogeneintrag »d« an der bezeichneten Stelle.	0	0	NO	YES
G486-R108	G475-R108	f89r	PHARMA	otoldy	CATALOGUE	CATALOGUE_ENTRY	G486-RF002	3:DOT|DOT	DANACH · FORTSETZEN · {N1}	2	1	Droge »dy« mit Folge- und Fortsetzungsvermerk.	0	0	NO	YES
G486-R109	G475-R109	f89r	PHARMA	ararchodaiin	CATALOGUE	CATALOGUE_ENTRY	G486-RF003	4:DOT|DOT|DOT	AUSGANG · AUSGANG · {N1} · WERT	3	1	Droge »cho« mit zweifacher Ausgangszuordnung und Wertangabe.	0	0	NO	YES
G486-R110	G475-R110	f89r	PHARMA	ykyd|chol|ches	INSTRUCTION|INSTRUCTION	MULTI_EVENT_INSTRUCTION|INSTRUCTION	G486-RF054	4:DOT|DOT|DOT||1:NONE||3:DOT|DOT	POSTEN · GEBEN · POSTEN · HIER || FORTSETZEN || NEHMEN · GRAD I · WÄHLEN	8	0	Gib die beiden Drogenposten — außen und innen — an der bezeichneten Stelle zu. Beziehe den Eintrag im selben Arbeitsgang weiter; nimm ihn dann auf und wähle ihn auf Grad I.	0	0	NO	YES
G486-R111	G475-R111	f89r	PHARMA	otorain	CATALOGUE	CATALOGUE_ENTRY	G486-RF002	3:DOT|DOT	DANACH · {N1} · ANTEIL	2	1	Droge »or« mit Folgevermerk und Anteilsangabe.	0	1	YES	YES
G486-R112	G475-R112	f89r	PHARMA	okaiin|dan	INSTRUCTION	INSTRUCTION_SETZEN	G486-RF043	2:DOT||1:NONE	SETZEN · WERT || ANTEIL	3	0	Setze den Mengenwert und im selben Gang den Drogenanteil als Ansatz an.	0	0	NO	YES
G486-R113	G475-R113	f89r	PHARMA	ykocfhy	INSTRUCTION	INSTRUCTION_NEHMEN	G486-RF040	4:DOT|DOT|DOT	{N1} · NEHMEN · HIER · POSTEN	3	1	Nimm den Drogeneintrag »yko« sowie den Drogenposten an der bezeichneten Stelle.	0	1	YES	YES
G486-R114	G475-R114	f89r	PHARMA	saldam	CATALOGUE	CATALOGUE_ENTRY	G486-RF003	4:DOT|DOT|DOT	{N1} · ZIELORT · {N2} · HIER	2	2	Drogen »s« und »d« mit Zielzuordnung beziehungsweise Hier-Vermerk.	0	0	NO	YES
G486-R115	G475-R115	f89r	PHARMA	sydarary	CATALOGUE	CATALOGUE_ENTRY	G486-RF004	5:DOT|DOT|DOT|DOT	{N1} · HIER · AUSGANG · AUSGANG · {N2}	3	2	Drogen »sy« und »y« mit Hier-Vermerk sowie zweifacher Ausgangszuordnung.	0	0	NO	YES
G486-R116	G475-R116	f89r	PHARMA	yddy	COORDINATE	COORDINATE_PATH	G486-RF025	3:DOT|DOT	POSTEN · HIER · POSTEN	3	0	Die Adressspur führt vom Drogenposten über die bezeichnete Stelle zurück zum Drogenposten.	0	0	NO	YES
G486-R117	G475-R117	f89r	PHARMA	odory|doly	CATALOGUE|CATALOGUE	MULTI_EVENT_CATALOGUE|CATALOGUE	G486-RF014	3:DOT|DOT||3:DOT|DOT	{N1} · EINHEIT · POSTEN || {N1} · FORTSETZEN · POSTEN	4	2	Droge »od« mit Einheits- und Postenangabe; fortgesetzter Katalogeintrag: Droge »d« mit Fortsetzungsvermerk und Postenangabe.	0	0	NO	YES
G486-R118	G475-R118	f89r	PHARMA	opchosam	CATALOGUE	CATALOGUE_ENTRY	G486-RF001	2:DOT	{N1} · HIER	1	1	Droge »opchos« mit Hier-Vermerk.	2	3	YES	YES
G486-R119	G475-R119	f89r	PHARMA	saloiinsheol	INSTRUCTION	INSTRUCTION_HALTEN	G486-RF038	6:DOT|DOT|DOT|DOT|DOT	{N1} · ZIELORT · {N2} · HALTEN · {N3} · FORTSETZEN	3	3	Führe das Halten der Drogeneinträge »s«, »oiin« und »e« zum Zielgefäß fort.	0	0	NO	YES
G486-R120	G475-R120	f89r	PHARMA	opcheor	INSTRUCTION	INSTRUCTION_EINSETZEN	G486-RF031	5:DOT|DOT|DOT|DOT	AUSFÜHRUNG · EINSETZEN · NEHMEN · GRAD I · EINHEIT	5	0	Setze die Ansatzeinheit ein und nimm sie als Ausführung auf Grad I.	0	0	NO	YES
G486-R121	G475-R121	f89r	PHARMA	otold|y	CATALOGUE	CATALOGUE_SEQUENCE	G486-RF011	3:DOT|DOT||1:NONE	DANACH · FORTSETZEN · {N1} || POSTEN	3	1	Katalogfolge: Droge »d« mit Folge- und Fortsetzungsvermerk; Eintrag »y« mit Postenangabe.	0	0	NO	YES
G486-R122	G475-R122	f89r	PHARMA	okol|shol|dy	INSTRUCTION	INSTRUCTION_SETZEN	G486-RF044	2:DOT||2:DOT||1:NONE	SETZEN · FORTSETZEN || HALTEN · FORTSETZEN || POSTEN	5	0	Führe das Ansetzen des Eintrags fort; führe auch sein Halten fort und halte im selben Gang den Drogenposten.	0	0	NO	YES
G486-R123	G475-R123	f89r	PHARMA	opchoroiin	CATALOGUE	CATALOGUE_ENTRY	G486-RF002	3:DOT|DOT	{N1} · AUSFÜHRUNG · STUFE	2	1	Droge »opchor« mit Ausführungs- und Stufenvermerk.	0	0	NO	YES
G486-R124	G475-R124	f89r	PHARMA	korainy	INSTRUCTION	INSTRUCTION_GEBEN	G486-RF033	4:DOT|DOT|DOT	GEBEN · EINHEIT · ANTEIL · POSTEN	4	0	Gib die Ansatzeinheit, den Drogenanteil und den Drogenposten zu.	0	0	NO	YES
G486-R125	G475-R125	f89r	PHARMA	sodar	INSTRUCTION	INSTRUCTION_WÄHLEN	G486-RF050	4:DOT|DOT|DOT	WÄHLEN · AUSFÜHRUNG · ZWEITE STUFE · MARKIEREN	4	0	Wähle den Eintrag und markiere ihn – als Ausführung auf der zweiten Stufe.	0	0	NO	YES
G486-R126	G475-R126	f89r	PHARMA	cheys	INSTRUCTION	INSTRUCTION_WÄHLEN	G486-RF048	2:DOT	POSTEN · WÄHLEN	2	0	Wähle den Drogenposten.	0	0	NO	YES
G486-R127	G475-R127	f89r	PHARMA	cheody	INSTRUCTION	INSTRUCTION_NEHMEN	G486-RF040	4:DOT|DOT|DOT	NEHMEN · GRAD I · AUSFÜHRUNG · POSTEN	4	0	Nimm den Drogenposten als Ausführung auf Grad I.	0	0	NO	YES
G486-R128	G475-R128	f89r	PHARMA	oporain	CATALOGUE	CATALOGUE_ENTRY	G486-RF001	2:DOT	{N1} · ANTEIL	1	1	Droge »opor« mit Anteilsangabe.	1	2	YES	YES
G486-R129	G475-R129	f89r	PHARMA	okshdchos	INSTRUCTION	INSTRUCTION_SETZEN	G486-RF045	3:DOT|DOT	SETZEN · HALTEN · {N1}	2	1	Setze den Drogeneintrag »dchos« als Ansatz an und halte ihn.	0	1	YES	YES
G486-R130	G475-R130	f89r	PHARMA	okain	INSTRUCTION	INSTRUCTION_SETZEN	G486-RF042	2:DOT	SETZEN · ANTEIL	2	0	Setze den Drogenanteil als Ansatz an.	0	1	YES	YES
G486-R131	G475-R131	f89r	PHARMA	yorain	CATALOGUE	CATALOGUE_ENTRY	G486-RF001	2:DOT	{N1} · ANTEIL	1	1	Droge »yor« mit Anteilsangabe.	1	2	YES	YES
G486-R132	G475-R132	f89r	PHARMA	ofakal	CATALOGUE	CATALOGUE_ENTRY	G486-RF003	4:DOT|DOT|DOT	AUSFÜHRUNG · HIER · {N1} · ZIELORT	3	1	Droge »ak« mit Ausführungsvermerk, Hier-Vermerk und Zielzuordnung.	0	0	NO	YES
G486-R133	G475-R133	f89r	PHARMA	otalsy	COORDINATE	COORDINATE_AFTER	G486-RF017	3:DOT|DOT	DANACH · ZIELORT · POSTEN	3	0	Danach führt die Adressspur vom Zielgefäß zum Drogenposten.	0	0	NO	YES
G486-R134	G475-R134	f89r	PHARMA	ytarem	CATALOGUE	CATALOGUE_ENTRY	G486-RF002	3:DOT|DOT	{N1} · AUSGANG · {N2}	1	2	Drogen »yt« und »em« mit Ausgangszuordnung.	0	0	NO	YES
G486-R135	G475-R135	f89r	PHARMA	otolarol	COORDINATE	COORDINATE_PATH	G486-RF026	4:DOT|DOT|DOT	DANACH · FORTSETZEN · AUSGANG · FORTSETZEN	4	0	Die Adressspur wird danach fortgesetzt, führt zum Ausgangsgefäß und wird dort nochmals fortgesetzt.	0	0	NO	YES
