pair_id	scope_class	source_record_id	target_record_id	source_physical_page	target_physical_page	register	active_model_sequence	fluent_frame_class	contrast_frame_id	wildcard_component_frame	changed_flat_component_ordinal	component_a	component_b	source_surface_sequence	target_surface_sequence	source_component_trace_de	target_component_trace_de	source_fluent_reading_de	target_fluent_reading_de	source_fluent_names_normalized_de	target_fluent_names_normalized_de	phrase_edit_block_count	phrase_edit_token_count	phrase_change_signature_de	component_a_cue_visible	component_b_cue_visible	meaning_change_visible	same_register	same_active_model	same_readable_frame_class	same_event_boundary_shape	single_functional_component_delta	source_support_tier	target_support_tier
G486-P037	SAME_PAGE_OWNER	G475-R059	G475-R079	f72r	f72r	CELESTIAL	CATALOGUE	CATALOGUE_ENTRY	G486-CFF6632C9BCD	{N1} · ZIELORT · *	3	POSTEN	ZIELORT	ainaly	opalal	{N1} · ZIELORT · POSTEN	{N1} · ZIELORT · ZIELORT	Sternstelle »ain« mit Zielzuordnung und Postenangabe.	Sternstelle »op« mit zweifacher Zielzuordnung.	Sternstelle »{NAME}« mit Zielzuordnung und Postenangabe.	Sternstelle »{NAME}« mit zweifacher Zielzuordnung.	2	3	∅=>zweifacher || und Postenangabe=>∅	YES	YES	YES	YES	YES	YES	YES	YES	RECURRENT_STRICT_WHOLE_RECORD	RECURRENT_STRICT_WHOLE_RECORD
G486-P038	SAME_PAGE_OWNER	G475-R061	G475-R081	f72r	f72r	CELESTIAL	CATALOGUE	CATALOGUE_ENTRY	G486-CF9C3A01AF2C	EINHEIT · {N1} · *	3	HIER	ZIELORT	oraiinam	oraiiral	EINHEIT · {N1} · HIER	EINHEIT · {N1} · ZIELORT	Sternstelle »aiin« mit Einheitsangabe und Hier-Vermerk.	Sternstelle »aiir« mit Einheitsangabe und Zielzuordnung.	Sternstelle »{NAME}« mit Einheitsangabe und Hier-Vermerk.	Sternstelle »{NAME}« mit Einheitsangabe und Zielzuordnung.	1	2	Hier-Vermerk=>Zielzuordnung	YES	YES	YES	YES	YES	YES	YES	YES	SAME_MODEL_COMPONENT_TILE	SAME_MODEL_COMPONENT_TILE
G486-P039	SAME_PAGE_OWNER	G475-R071	G475-R079	f72r	f72r	CELESTIAL	CATALOGUE	CATALOGUE_ENTRY	G486-CFD9E619A218	{N1} · * · ZIELORT	2	BAHN	ZIELORT	ytairal	opalal	{N1} · BAHN · ZIELORT	{N1} · ZIELORT · ZIELORT	Sternstelle »yt« mit Bahnvermerk und Zielzuordnung.	Sternstelle »op« mit zweifacher Zielzuordnung.	Sternstelle »{NAME}« mit Bahnvermerk und Zielzuordnung.	Sternstelle »{NAME}« mit zweifacher Zielzuordnung.	1	3	Bahnvermerk und=>zweifacher	YES	YES	YES	YES	YES	YES	YES	YES	RECURRENT_ROLE_WHOLE_RECORD	RECURRENT_STRICT_WHOLE_RECORD
G486-P040	SAME_REGISTER_CROSS_PAGE	G475-R129	G475-R094	f89r	f88v	PHARMA	INSTRUCTION	INSTRUCTION_SETZEN	G486-CFE47C6211C9	SETZEN · * · {N1}	2	HALTEN	ZIELORT	okshdchos	okalyd	SETZEN · HALTEN · {N1}	SETZEN · ZIELORT · {N1}	Setze den Drogeneintrag »dchos« als Ansatz an und halte ihn.	Setze den Drogeneintrag »yd« als Ansatz am Zielgefäß an.	Setze den Drogeneintrag »{NAME}« als Ansatz an und halte ihn.	Setze den Drogeneintrag »{NAME}« als Ansatz am Zielgefäß an.	2	5	∅=>am Zielgefäß || und halte ihn=>∅	YES	YES	YES	YES	YES	YES	YES	YES	SAME_MODEL_COMPONENT_TILE	RECURRENT_ROLE_WHOLE_RECORD
G486-P041	SAME_REGISTER_CROSS_PAGE	G475-R095	G475-R113	f88v	f89r	PHARMA	INSTRUCTION	INSTRUCTION_NEHMEN	G486-CF6AE32C784A	{N1} · NEHMEN · * · POSTEN	3	EINSTELLEN	HIER	cheocthy	ykocfhy	{N1} · NEHMEN · EINSTELLEN · POSTEN	{N1} · NEHMEN · HIER · POSTEN	Nimm den Drogeneintrag »cheo« sowie den Drogenposten und stelle beide ein.	Nimm den Drogeneintrag »yko« sowie den Drogenposten an der bezeichneten Stelle.	Nimm den Drogeneintrag »{NAME}« sowie den Drogenposten und stelle beide ein.	Nimm den Drogeneintrag »{NAME}« sowie den Drogenposten an der bezeichneten Stelle.	1	8	und stelle beide ein=>an der bezeichneten Stelle	YES	YES	YES	YES	YES	YES	YES	YES	SAME_MODEL_COMPONENT_TILE	SAME_MODEL_COMPONENT_TILE
G486-P042	SAME_REGISTER_CROSS_PAGE	G475-R096	G475-R118	f88v	f89r	PHARMA	CATALOGUE	CATALOGUE_ENTRY	G486-CF97F33A67C9	{N1} · *	2	EINHEIT	HIER	cpheor	opchosam	{N1} · EINHEIT	{N1} · HIER	Droge »cphe« mit Einheitsangabe.	Droge »opchos« mit Hier-Vermerk.	Droge »{NAME}« mit Einheitsangabe.	Droge »{NAME}« mit Hier-Vermerk.	1	2	Einheitsangabe=>Hier-Vermerk	YES	YES	YES	YES	YES	YES	YES	YES	RECURRENT_ROLE_WHOLE_RECORD	SAME_MODEL_COMPONENT_TILE
G486-P043	SAME_REGISTER_CROSS_PAGE	G475-R128	G475-R096	f89r	f88v	PHARMA	CATALOGUE	CATALOGUE_ENTRY	G486-CF97F33A67C9	{N1} · *	2	ANTEIL	EINHEIT	oporain	cpheor	{N1} · ANTEIL	{N1} · EINHEIT	Droge »opor« mit Anteilsangabe.	Droge »cphe« mit Einheitsangabe.	Droge »{NAME}« mit Anteilsangabe.	Droge »{NAME}« mit Einheitsangabe.	1	2	Anteilsangabe=>Einheitsangabe	YES	YES	YES	YES	YES	YES	YES	YES	RECURRENT_STRICT_WHOLE_RECORD	RECURRENT_ROLE_WHOLE_RECORD
G486-P044	SAME_REGISTER_CROSS_PAGE	G475-R131	G475-R096	f89r	f88v	PHARMA	CATALOGUE	CATALOGUE_ENTRY	G486-CF97F33A67C9	{N1} · *	2	ANTEIL	EINHEIT	yorain	cpheor	{N1} · ANTEIL	{N1} · EINHEIT	Droge »yor« mit Anteilsangabe.	Droge »cphe« mit Einheitsangabe.	Droge »{NAME}« mit Anteilsangabe.	Droge »{NAME}« mit Einheitsangabe.	1	2	Anteilsangabe=>Einheitsangabe	YES	YES	YES	YES	YES	YES	YES	YES	RECURRENT_STRICT_WHOLE_RECORD	RECURRENT_ROLE_WHOLE_RECORD
G486-P045	SAME_REGISTER_CROSS_PAGE	G475-R111	G475-R099	f89r	f88v	PHARMA	CATALOGUE	CATALOGUE_ENTRY	G486-CFCE473265D4	DANACH · {N1} · *	3	ANTEIL	HIER	otorain	otoram	DANACH · {N1} · ANTEIL	DANACH · {N1} · HIER	Droge »or« mit Folgevermerk und Anteilsangabe.	Droge »or« mit Folgevermerk und Hier-Vermerk.	Droge »{NAME}« mit Folgevermerk und Anteilsangabe.	Droge »{NAME}« mit Folgevermerk und Hier-Vermerk.	1	2	Anteilsangabe=>Hier-Vermerk	YES	YES	YES	YES	YES	YES	YES	YES	RECURRENT_ROLE_WHOLE_RECORD	SAME_MODEL_COMPONENT_TILE
G486-P046	SAME_REGISTER_CROSS_PAGE	G475-R130	G475-R102	f89r	f88v	PHARMA	INSTRUCTION	INSTRUCTION_SETZEN	G486-CFEEA004BC2B	SETZEN · *	2	ANTEIL	WERT	okain	okaiin	SETZEN · ANTEIL	SETZEN · WERT	Setze den Drogenanteil als Ansatz an.	Setze den Mengenwert als Ansatz an.	Setze den Drogenanteil als Ansatz an.	Setze den Mengenwert als Ansatz an.	1	2	Drogenanteil=>Mengenwert	YES	YES	YES	YES	YES	YES	YES	YES	RECURRENT_ROLE_WHOLE_RECORD	RECURRENT_ROLE_WHOLE_RECORD
G486-P047	SAME_PAGE_OWNER	G475-R128	G475-R118	f89r	f89r	PHARMA	CATALOGUE	CATALOGUE_ENTRY	G486-CF97F33A67C9	{N1} · *	2	ANTEIL	HIER	oporain	opchosam	{N1} · ANTEIL	{N1} · HIER	Droge »opor« mit Anteilsangabe.	Droge »opchos« mit Hier-Vermerk.	Droge »{NAME}« mit Anteilsangabe.	Droge »{NAME}« mit Hier-Vermerk.	1	2	Anteilsangabe=>Hier-Vermerk	YES	YES	YES	YES	YES	YES	YES	YES	RECURRENT_STRICT_WHOLE_RECORD	SAME_MODEL_COMPONENT_TILE
G486-P048	SAME_PAGE_OWNER	G475-R131	G475-R118	f89r	f89r	PHARMA	CATALOGUE	CATALOGUE_ENTRY	G486-CF97F33A67C9	{N1} · *	2	ANTEIL	HIER	yorain	opchosam	{N1} · ANTEIL	{N1} · HIER	Droge »yor« mit Anteilsangabe.	Droge »opchos« mit Hier-Vermerk.	Droge »{NAME}« mit Anteilsangabe.	Droge »{NAME}« mit Hier-Vermerk.	1	2	Anteilsangabe=>Hier-Vermerk	YES	YES	YES	YES	YES	YES	YES	YES	RECURRENT_STRICT_WHOLE_RECORD	SAME_MODEL_COMPONENT_TILE
