occurrence_id	held_form_id	form	opaque_head_id	eva_transcription_label	body	head_occupancy	page	locus	section	language	hand	token_index	token_ordinal	line_length	line_position	normalized_position	paragraph_start_line	paragraph_first_token	single_token_line	previous_surface	next_surface	surface_line	all_readers_exact	split_normalized_all_readers	reader_status	pair_axis	selected_occurrence_role	structural_render_de	exploratory_body_candidate_de	exploratory_candidate_render_de	body_candidate_renderer_license	literal_head_lexeme	literal_body_lexeme	component_export_credit
G737-O0181	G737-F190	solkedy	H2	s	olkedy	2	f108r	f108r.33	S	B	3	1	1	10	FIRST	0.000000	0	0	0	NONE	okchd	solkedy okchd qokedy okedy okeol chdy okar okedy okedy chlar	0	0	OTHER_VARIANT_OR_OMISSION	ENTRY_PAIR	LINE_ITEM_OR_SUBENTRY	Posten-/Untereintragsform: [solkedy]	erhitztes Materialergebnis, Form I	Posten-/Untereintragsform: [solkedy] — Kandidat: erhitztes Materialergebnis, Form I	0	UNRESOLVED	UNRESOLVED	0
G737-O0182	G737-F119	lkeey	H4	l	keey	2	f108r	f108r.37	S	B	3	4	4	12	MIDDLE	0.272727	1	0	0	okeey	chedy	tchedy qokey okeey lkeey chedy cheokeey qokeey chedl al lkair alkeedy ram	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lkeey]	erhitzte Form II	internes Feld: [lkeey] — Kandidat: erhitzte Form II	0	UNRESOLVED	UNRESOLVED	0
G737-O0183	G737-F168	lokeey	H4	l	okeey	3	f108r	f108r.43	S	B	3	3	3	11	MIDDLE	0.200000	0	0	0	okey	qokedy	olkey okey lokeey qokedy ol kechy chedar olal oedy qckhy cheam	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lokeey]	erhitzte Zubereitung, Form II	internes Feld: [lokeey] — Kandidat: erhitzte Zubereitung, Form II	0	UNRESOLVED	UNRESOLVED	0
G737-O0184	G737-F058	pcheedy	H1	p	cheedy	2	f108r	f108r.48	S	B	3	1	1	12	FIRST	0.000000	1	1	0	NONE	qokeo	pcheedy qokeo l okeol keol dain ar otedy qokedy qokeedy qokeedy lchdy	1	1	EXACT	ENTRY_PAIR	PARAGRAPH_OR_RECORD_OPENER	Absatz-/Recordöffner: [pcheedy]	getrocknetes Ergebnis, Form II	Absatz-/Recordöffner: [pcheedy] — Kandidat: getrocknetes Ergebnis, Form II	0	UNRESOLVED	UNRESOLVED	0
G737-O0185	G737-F103	lkaiin	H4	l	kaiin	2	f108r	f108r.50	S	B	3	3	3	10	MIDDLE	0.222222	0	0	0	lchedy	chdy	qokeedy lchedy lkaiin chdy qokey okedy okaram chdar ar okam	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lkaiin]	erhitzte Form: Index III	internes Feld: [lkaiin] — Kandidat: erhitzte Form: Index III	0	UNRESOLVED	UNRESOLVED	0
G737-O0186	G737-F053	pchedal	H1	p	chedal	2	f108v	f108v.1	S	B	3	1	1	12	FIRST	0.000000	1	1	0	NONE	qokeedar	pchedal qokeedar otedy qokeedy lky ltal aiin oteo fcheey otedar am ol	1	1	EXACT	ENTRY_PAIR	PARAGRAPH_OR_RECORD_OPENER	Absatz-/Recordöffner: [pchedal]	abgemessenes Trockenmaterial, Stufe I/Form I	Absatz-/Recordöffner: [pchedal] — Kandidat: abgemessenes Trockenmaterial, Stufe I/Form I	0	UNRESOLVED	UNRESOLVED	0
G737-O0187	G737-F124	lky	H4	l	ky	3	f108v	f108v.1	S	B	3	5	5	12	MIDDLE	0.363636	1	0	0	qokeedy	ltal	pchedal qokeedar otedy qokeedy lky ltal aiin oteo fcheey otedar am ol	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lky]	erhitzte Grundform	internes Feld: [lky] — Kandidat: erhitzte Grundform	0	UNRESOLVED	UNRESOLVED	0
G737-O0188	G737-F169	polaiin	H1	p	olaiin	2	f108v	f108v.5	S	B	3	1	1	11	FIRST	0.000000	1	1	0	NONE	okedain	polaiin okedain okal otchedy qokeedy raraiin o keedy qokar qokal dam	1	1	EXACT	ENTRY_PAIR	PARAGRAPH_OR_RECORD_OPENER	Absatz-/Recordöffner: [polaiin]	Materialträger: Wert III	Absatz-/Recordöffner: [polaiin] — Kandidat: Materialträger: Wert III	0	UNRESOLVED	UNRESOLVED	0
G737-O0189	G737-F023	raraiin	H3	r	araiin	2	f108v	f108v.5	S	B	3	6	6	11	MIDDLE	0.500000	1	0	0	qokeedy	o	polaiin okedain okal otchedy qokeedy raraiin o keedy qokar qokal dam	1	1	EXACT	INTERNAL_PAIR	INTERNAL_REFERENCE_FIELD	interner Bezug: [raraiin]	Teil-/Fraktionsstufe I: Wert III	interner Bezug: [raraiin] — Kandidat: Teil-/Fraktionsstufe I: Wert III	0	UNRESOLVED	UNRESOLVED	0
G737-O0190	G737-F168	lokeey	H4	l	okeey	3	f108v	f108v.6	S	B	3	3	3	10	MIDDLE	0.222222	0	0	0	chey	lchedy	oeeedain chey lokeey lchedy loety qokeedy qokeey qokar okeedy kedarxy	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lokeey]	erhitzte Zubereitung, Form II	internes Feld: [lokeey] — Kandidat: erhitzte Zubereitung, Form II	0	UNRESOLVED	UNRESOLVED	0
G737-O0191	G737-F011	sain	H2	s	ain	3	f108v	f108v.11	S	B	3	1	1	12	FIRST	0.000000	0	0	0	NONE	al	sain al keed ain olkeeed qokedy lkeedy cho lkain oteshy shedy deedy	1	1	EXACT	ENTRY_PAIR	LINE_ITEM_OR_SUBENTRY	Posten-/Untereintragsform: [sain]	Ordinal-/Wertstufe II	Posten-/Untereintragsform: [sain] — Kandidat: Ordinal-/Wertstufe II	0	UNRESOLVED	UNRESOLVED	0
G737-O0192	G737-F105	lkain	H4	l	kain	2	f108v	f108v.11	S	B	3	9	9	12	MIDDLE	0.727273	0	0	0	cho	oteshy	sain al keed ain olkeeed qokedy lkeedy cho lkain oteshy shedy deedy	0	0	OTHER_VARIANT_OR_OMISSION	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lkain]	erhitzte Form: Index II	internes Feld: [lkain] — Kandidat: erhitzte Form: Index II	0	UNRESOLVED	UNRESOLVED	0
G737-O0193	G737-F129	lo	H4	l	o	3	f108v	f108v.14	S	B	3	2	2	10	MIDDLE	0.111111	0	0	0	qokeey	r	qokeey lo r aiin chey keear a ral olaiin chedy	0	0	OTHER_VARIANT_OR_OMISSION	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lo]	Ansatz-/Zubereitungsrahmen	internes Feld: [lo] — Kandidat: Ansatz-/Zubereitungsrahmen	0	UNRESOLVED	UNRESOLVED	0
G737-O0194	G737-F066	pcheor	H1	p	cheor	2	f108v	f108v.15	S	B	3	1	1	10	FIRST	0.000000	1	1	0	NONE	okear	pcheor okear sheey qokeey ykeealkey rar aiin opsholal shedy ofaramoty	1	1	EXACT	ENTRY_PAIR	PARAGRAPH_OR_RECORD_OPENER	Absatz-/Recordöffner: [pcheor]	trockener Teil-/Portionsträger	Absatz-/Recordöffner: [pcheor] — Kandidat: trockener Teil-/Portionsträger	0	UNRESOLVED	UNRESOLVED	0
G737-O0195	G737-F119	lkeey	H4	l	keey	2	f108v	f108v.16	S	B	3	4	4	11	MIDDLE	0.300000	0	0	0	qokeeal	okeol	okeey lshey qokeeal lkeey okeol okedy qotal sholkeedy chedy qokain teedu	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lkeey]	erhitzte Form II	internes Feld: [lkeey] — Kandidat: erhitzte Form II	0	UNRESOLVED	UNRESOLVED	0
G737-O0196	G737-F027	raram	H3	r	aram	3	f108v	f108v.17	S	B	3	11	11	11	LAST	1.000000	0	0	0	otal	NONE	qokeey lkeed chedy qokeeos sheol tedy qopchdy qokeshdy kedar otal raram	1	1	EXACT	INTERNAL_PAIR	LATE_REFERENCE_OR_ITEM_CLOSE	Abschlussbezug: [raram]	Teil-/Fraktionsstufe I, Eintragsabschluss	Abschlussbezug: [raram] — Kandidat: Teil-/Fraktionsstufe I, Eintragsabschluss	0	UNRESOLVED	UNRESOLVED	0
G737-O0197	G737-F129	lo	H4	l	o	3	f108v	f108v.18	S	B	3	8	8	15	MIDDLE	0.500000	0	0	0	qoeedy	rair	okeey l keedy okeal okey cheykedy qoeedy lo rair cheey ol l s aiin am	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lo]	Ansatz-/Zubereitungsrahmen	internes Feld: [lo] — Kandidat: Ansatz-/Zubereitungsrahmen	0	UNRESOLVED	UNRESOLVED	0
G737-O0198	G737-F045	lcheam	H4	l	cheam	2	f108v	f108v.19	S	B	3	3	3	3	LAST	1.000000	0	0	0	olcheeey	NONE	qokeeol olcheeey lcheam	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lcheam]	Trockenform, Eintragsabschluss I	internes Feld: [lcheam] — Kandidat: Trockenform, Eintragsabschluss I	0	UNRESOLVED	UNRESOLVED	0
G737-O0199	G737-F124	lky	H4	l	ky	3	f108v	f108v.21	S	B	3	4	4	12	MIDDLE	0.272727	0	0	0	olkeeey	chedar	daiin shol olkeeey lky chedar chey kechey qotedy otedy oteedain cheody llod	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lky]	erhitzte Grundform	internes Feld: [lky] — Kandidat: erhitzte Grundform	0	UNRESOLVED	UNRESOLVED	0
G737-O0200	G737-F105	lkain	H4	l	kain	2	f108v	f108v.22	S	B	3	7	7	12	MIDDLE	0.545455	0	0	0	sheeo	shey	daiin shey sheey dain alsar sheeo lkain shey cheeegaiin oloeeedy otaiin al	0	0	OTHER_VARIANT_OR_OMISSION	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lkain]	erhitzte Form: Index II	internes Feld: [lkain] — Kandidat: erhitzte Form: Index II	0	UNRESOLVED	UNRESOLVED	0
G737-O0201	G737-F111	lkar	H4	l	kar	3	f108v	f108v.26	S	B	3	9	9	14	MIDDLE	0.615385	0	0	0	or	char	sair okeaiin cheol shedy qokeeey dlaiin ar or lkar char aiin okal ldyr ls	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lkar]	erhitzte Teil-/Fraktionsstufe I	internes Feld: [lkar] — Kandidat: erhitzte Teil-/Fraktionsstufe I	0	UNRESOLVED	UNRESOLVED	0
G737-O0202	G737-F011	sain	H2	s	ain	3	f108v	f108v.33	S	B	3	1	1	12	FIRST	0.000000	0	0	0	NONE	ain	sain ain chey lchs shed qokeedy oteey qokedy qokeedy cheedy qokeedar oldy	1	1	EXACT	ENTRY_PAIR	LINE_ITEM_OR_SUBENTRY	Posten-/Untereintragsform: [sain]	Ordinal-/Wertstufe II	Posten-/Untereintragsform: [sain] — Kandidat: Ordinal-/Wertstufe II	0	UNRESOLVED	UNRESOLVED	0
G737-O0203	G737-F093	lchs	H4	l	chs	2	f108v	f108v.33	S	B	3	4	4	12	MIDDLE	0.272727	0	0	0	chey	shed	sain ain chey lchs shed qokeedy oteey qokedy qokeedy cheedy qokeedar oldy	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lchs]	trockene Grundform oder Trockenposten	internes Feld: [lchs] — Kandidat: trockene Grundform oder Trockenposten	0	UNRESOLVED	UNRESOLVED	0
G737-O0204	G737-F011	sain	H2	s	ain	3	f108v	f108v.37	S	B	3	1	1	11	FIRST	0.000000	0	0	0	NONE	sheor	sain sheor sheey sheckhey qokey okey shey lkain shedy qokain dalam	1	1	EXACT	ENTRY_PAIR	LINE_ITEM_OR_SUBENTRY	Posten-/Untereintragsform: [sain]	Ordinal-/Wertstufe II	Posten-/Untereintragsform: [sain] — Kandidat: Ordinal-/Wertstufe II	0	UNRESOLVED	UNRESOLVED	0
G737-O0205	G737-F105	lkain	H4	l	kain	2	f108v	f108v.37	S	B	3	8	8	11	MIDDLE	0.700000	0	0	0	shey	shedy	sain sheor sheey sheckhey qokey okey shey lkain shedy qokain dalam	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lkain]	erhitzte Form: Index II	internes Feld: [lkain] — Kandidat: erhitzte Form: Index II	0	UNRESOLVED	UNRESOLVED	0
G737-O0206	G737-F011	sain	H2	s	ain	3	f108v	f108v.39	S	B	3	1	1	13	FIRST	0.000000	0	0	0	NONE	chey	sain chey lkedain chey rar ain al chear olor chedaiin oteey chedy rl	1	1	EXACT	ENTRY_PAIR	LINE_ITEM_OR_SUBENTRY	Posten-/Untereintragsform: [sain]	Ordinal-/Wertstufe II	Posten-/Untereintragsform: [sain] — Kandidat: Ordinal-/Wertstufe II	0	UNRESOLVED	UNRESOLVED	0
G737-O0207	G737-F126	rl	H3	r	l	2	f108v	f108v.39	S	B	3	13	13	13	LAST	1.000000	0	0	0	chedy	NONE	sain chey lkedain chey rar ain al chear olor chedaiin oteey chedy rl	1	1	EXACT	INTERNAL_PAIR	LATE_REFERENCE_OR_ITEM_CLOSE	Abschlussbezug: [rl]	verschachtelter H4-Kopf oder gebundenes Feld	Abschlussbezug: [rl] — Kandidat: verschachtelter H4-Kopf oder gebundenes Feld	0	UNRESOLVED	UNRESOLVED	0
G737-O0208	G737-F254	lsheey	H4	l	sheey	3	f108v	f108v.44	S	B	3	9	9	14	MIDDLE	0.615385	0	0	0	qokeey	oteey	y shey qol lchey shey qokear shey qokeey lsheey oteey sheey qol cheekeey lchg	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lsheey]	feuchte oder angeweichte Form II	internes Feld: [lsheey] — Kandidat: feuchte oder angeweichte Form II	0	UNRESOLVED	UNRESOLVED	0
G737-O0209	G737-F119	lkeey	H4	l	keey	2	f108v	f108v.47	S	B	3	8	8	10	MIDDLE	0.777778	0	0	0	okeol	lchedy	ycheey qokeeey shedain qokeedy qokeey okeedal okeol lkeey lchedy lchedy	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lkeey]	erhitzte Form II	internes Feld: [lkeey] — Kandidat: erhitzte Form II	0	UNRESOLVED	UNRESOLVED	0
G737-O0210	G737-F103	lkaiin	H4	l	kaiin	2	f108v	f108v.49	S	B	3	4	4	12	MIDDLE	0.272727	0	0	0	cheey	cheal	saiin okain cheey lkaiin cheal cheol keear qokeedy qokeey checkhedy qokal oam	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lkaiin]	erhitzte Form: Index III	internes Feld: [lkaiin] — Kandidat: erhitzte Form: Index III	0	UNRESOLVED	UNRESOLVED	0
G737-O0211	G737-F271	lshy	H4	l	shy	2	f108v	f108v.53	S	B	3	4	4	5	MIDDLE	0.750000	0	0	0	chedy	otedy	olchar ol chedy lshy otedy	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lshy]	feuchte oder angeweichte Grundform	internes Feld: [lshy] — Kandidat: feuchte oder angeweichte Grundform	0	UNRESOLVED	UNRESOLVED	0
G737-O0212	G737-F011	sain	H2	s	ain	3	f10v	f10v.1	H	A	1	9	9	9	LAST	1.000000	1	0	0	otydy	NONE	paiin daiin sheo pcheey qoty daiin cthor otydy sain	1	1	EXACT	ENTRY_PAIR	H2_WHOLE_OR_INTERNAL_FIELD	H2-Ganzform oder internes Feld: [sain]	Ordinal-/Wertstufe II	H2-Ganzform oder internes Feld: [sain] — Kandidat: Ordinal-/Wertstufe II	0	UNRESOLVED	UNRESOLVED	0
G737-O0213	G737-F065	lcheol	H4	l	cheol	2	f111r	f111r.2	S	B	3	11	11	12	MIDDLE	0.909091	0	0	0	chcthy	oteeam	daiin sheeky okeey okeey qaal shedy okeey oteey shedy chcthy lcheol oteeam	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lcheol]	Trockenmaterial	internes Feld: [lcheol] — Kandidat: Trockenmaterial	0	UNRESOLVED	UNRESOLVED	0
G737-O0214	G737-F121	lkey	H4	l	key	2	f111r	f111r.5	S	B	3	6	6	7	MIDDLE	0.833333	0	0	0	chokchey	otain	saiin sheekshy ol shedy chokchey lkey otain	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lkey]	erhitzte Form I	internes Feld: [lkey] — Kandidat: erhitzte Form I	0	UNRESOLVED	UNRESOLVED	0
G737-O0215	G737-F119	lkeey	H4	l	keey	2	f111r	f111r.8	S	B	3	11	11	12	MIDDLE	0.909091	0	0	0	lkeeol	qotchdy	daiin o chedain daiin cheedy qokeey qokedy chy otshedy lkeeol lkeey qotchdy	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lkeey]	erhitzte Form II	internes Feld: [lkeey] — Kandidat: erhitzte Form II	0	UNRESOLVED	UNRESOLVED	0
G737-O0216	G737-F117	lkeeody	H4	l	keeody	2	f111r	f111r.10	S	B	3	10	10	12	MIDDLE	0.818182	0	0	0	chedy	oraiin	ykeedaiin shekain shedy qokear ochey reeey qokeey olaiiin chedy lkeeody oraiin oty	0	0	OTHER_VARIANT_OR_OMISSION	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lkeeody]	vollständig erhitztes Zubereitungsergebnis	internes Feld: [lkeeody] — Kandidat: vollständig erhitztes Zubereitungsergebnis	0	UNRESOLVED	UNRESOLVED	0
G737-O0217	G737-F237	lr	H4	l	r	2	f111r	f111r.13	S	B	3	5	5	14	MIDDLE	0.307692	0	0	0	olkeeedy	al	qosheo lchdy lshedy olkeeedy lr al chr or dain shey arain chey teey cheodaiin	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lr]	verschachtelter H3-Kopf oder Bezugsslot	internes Feld: [lr] — Kandidat: verschachtelter H3-Kopf oder Bezugsslot	0	UNRESOLVED	UNRESOLVED	0
G737-O0218	G737-F119	lkeey	H4	l	keey	2	f111r	f111r.16	S	B	3	8	8	11	MIDDLE	0.700000	0	0	0	tey	sheedy	dchedshey qokeedy okeodain shet sheota oteal tey lkeey sheedy shtar keedy	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lkeey]	erhitzte Form II	internes Feld: [lkeey] — Kandidat: erhitzte Form II	0	UNRESOLVED	UNRESOLVED	0
G737-O0219	G737-F165	lokeedy	H4	l	okeedy	3	f111r	f111r.18	S	B	3	11	11	12	MIDDLE	0.909091	0	0	0	cheol	lched	daiin shecthey oteody qochey qokeey chey teey qokeedy qokeedy cheol lokeedy lched	0	0	OTHER_VARIANT_OR_OMISSION	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lokeedy]	erhitztes Zubereitungsergebnis, Form II	internes Feld: [lokeedy] — Kandidat: erhitztes Zubereitungsergebnis, Form II	0	UNRESOLVED	UNRESOLVED	0
G737-O0220	G737-F050	lched	H4	l	ched	3	f111r	f111r.18	S	B	3	12	12	12	LAST	1.000000	0	0	0	lokeedy	NONE	daiin shecthey oteody qochey qokeey chey teey qokeedy qokeedy cheol lokeedy lched	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lched]	getrocknetes Ergebnis, Mittel-/Schlussform	internes Feld: [lched] — Kandidat: getrocknetes Ergebnis, Mittel-/Schlussform	0	UNRESOLVED	UNRESOLVED	0
G737-O0221	G737-F231	loty	H4	l	oty	2	f111r	f111r.19	S	B	3	12	12	12	LAST	1.000000	0	0	0	l	NONE	saiin okeeol qokeedy lchey lcheoekam oaiin cheky qokeeodar checthdy qoted l loty	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [loty]	kalte oder abgekühlte Zubereitung, Grundform	internes Feld: [loty] — Kandidat: kalte oder abgekühlte Zubereitung, Grundform	0	UNRESOLVED	UNRESOLVED	0
G737-O0222	G737-F257	ssheo	H2	s	sheo	2	f111r	f111r.22	S	B	3	1	1	16	FIRST	0.000000	0	0	0	NONE	l	ssheo l keedy dal tched checkhey okey qo ain qo chedy qokeor okeey keo cthedy qokey	0	0	OTHER_VARIANT_OR_OMISSION	ENTRY_PAIR	LINE_ITEM_OR_SUBENTRY	Posten-/Untereintragsform: [ssheo]	feuchte oder angeweichte Zubereitung	Posten-/Untereintragsform: [ssheo] — Kandidat: feuchte oder angeweichte Zubereitung	0	UNRESOLVED	UNRESOLVED	0
G737-O0223	G737-F011	sain	H2	s	ain	3	f111r	f111r.24	S	B	3	1	1	12	FIRST	0.000000	0	0	0	NONE	chckhey	sain chckhey cheos lchal lkechey okeey lkechedy oteodain char lky lchr ainai	1	1	EXACT	ENTRY_PAIR	LINE_ITEM_OR_SUBENTRY	Posten-/Untereintragsform: [sain]	Ordinal-/Wertstufe II	Posten-/Untereintragsform: [sain] — Kandidat: Ordinal-/Wertstufe II	0	UNRESOLVED	UNRESOLVED	0
G737-O0224	G737-F034	lchal	H4	l	chal	2	f111r	f111r.24	S	B	3	4	4	12	MIDDLE	0.272727	0	0	0	cheos	lkechey	sain chckhey cheos lchal lkechey okeey lkechedy oteodain char lky lchr ainai	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lchal]	trockenes Material, Stufe I	internes Feld: [lchal] — Kandidat: trockenes Material, Stufe I	0	UNRESOLVED	UNRESOLVED	0
G737-O0225	G737-F124	lky	H4	l	ky	3	f111r	f111r.24	S	B	3	10	10	12	MIDDLE	0.818182	0	0	0	char	lchr	sain chckhey cheos lchal lkechey okeey lkechedy oteodain char lky lchr ainai	0	0	OTHER_VARIANT_OR_OMISSION	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lky]	erhitzte Grundform	internes Feld: [lky] — Kandidat: erhitzte Grundform	0	UNRESOLVED	UNRESOLVED	0
G737-O0226	G737-F091	lchr	H4	l	chr	2	f111r	f111r.24	S	B	3	11	11	12	MIDDLE	0.909091	0	0	0	lky	ainai	sain chckhey cheos lchal lkechey okeey lkechedy oteodain char lky lchr ainai	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lchr]	UNKNOWN	internes Feld: [lchr] — Kandidat: UNKNOWN	0	UNRESOLVED	UNRESOLVED	0
G737-O0227	G737-F127	so	H2	s	o	3	f111r	f111r.25	S	B	3	1	1	14	FIRST	0.000000	0	0	0	NONE	sheor	so sheor okeedy oteeey qokeey qokeeo s chedar alal oy oxar aiin odaiin chody	1	1	EXACT	ENTRY_PAIR	LINE_ITEM_OR_SUBENTRY	Posten-/Untereintragsform: [so]	Ansatz-/Zubereitungsrahmen	Posten-/Untereintragsform: [so] — Kandidat: Ansatz-/Zubereitungsrahmen	0	UNRESOLVED	UNRESOLVED	0
G737-O0228	G737-F119	lkeey	H4	l	keey	2	f111r	f111r.27	S	B	3	8	8	12	MIDDLE	0.636364	0	0	0	chl	daiin	dar sheod qokeey qokeody otey lkeedy chl lkeey daiin chedar chedyteedain olkal	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lkeey]	erhitzte Form II	internes Feld: [lkeey] — Kandidat: erhitzte Form II	0	UNRESOLVED	UNRESOLVED	0
G737-O0229	G737-F123	rky	H3	r	ky	3	f111r	f111r.29	S	B	3	4	4	13	MIDDLE	0.250000	0	0	0	chckhy	chey	salkeedy lkeedy chckhy rky chey okeeo chr al ar qokeedy qokedy qoteedy qod	1	1	EXACT	INTERNAL_PAIR	INTERNAL_REFERENCE_FIELD	interner Bezug: [rky]	erhitzte Grundform	interner Bezug: [rky] — Kandidat: erhitzte Grundform	0	UNRESOLVED	UNRESOLVED	0
G737-O0230	G737-F111	lkar	H4	l	kar	3	f111r	f111r.30	S	B	3	7	7	11	MIDDLE	0.600000	0	0	0	chkeey	aiin	qockhedy qokeechy qotchey chtar ar chkeey lkar aiin chedy qokeey qoirain	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lkar]	erhitzte Teil-/Fraktionsstufe I	internes Feld: [lkar] — Kandidat: erhitzte Teil-/Fraktionsstufe I	0	UNRESOLVED	UNRESOLVED	0
G737-O0231	G737-F033	pchal	H1	p	chal	2	f111r	f111r.36	S	B	3	10	10	10	LAST	1.000000	1	0	0	lfchedy	NONE	polal shedal pchedy qofchedy pykeor cheefy qopchey opchedal lfchedy pchal	0	0	OTHER_VARIANT_OR_OMISSION	ENTRY_PAIR	H1_WHOLE_OR_EXCEPTION	H1-Ganzform oder Ausnahme: [pchal]	trockenes Material, Stufe I	H1-Ganzform oder Ausnahme: [pchal] — Kandidat: trockenes Material, Stufe I	0	UNRESOLVED	UNRESOLVED	0
G737-O0232	G737-F273	ltain	H4	l	tain	2	f111r	f111r.38	S	B	3	12	12	12	LAST	1.000000	0	0	0	l	NONE	dched daiin al okeey kechedy chcthedy chedain otedy qokeedy key l ltain	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [ltain]	Kälte-/Abkühlindex II	internes Feld: [ltain] — Kandidat: Kälte-/Abkühlindex II	0	UNRESOLVED	UNRESOLVED	0
G737-O0233	G737-F055	pchedar	H1	p	chedar	3	f111r	f111r.44	S	B	3	1	1	11	FIRST	0.000000	1	1	0	NONE	oteeol	pchedar oteeol lkeedain okeam sheo teolkedain shal keey lteeal cheal oty	0	0	OTHER_VARIANT_OR_OMISSION	ENTRY_PAIR	PARAGRAPH_OR_RECORD_OPENER	Absatz-/Recordöffner: [pchedar]	abgemessene Trockenfraktion I, Form I	Absatz-/Recordöffner: [pchedar] — Kandidat: abgemessene Trockenfraktion I, Form I	0	UNRESOLVED	UNRESOLVED	0
G737-O0234	G737-F119	lkeey	H4	l	keey	2	f111r	f111r.45	S	B	3	10	10	13	MIDDLE	0.750000	0	0	0	okeeo	lkeey	oain ain keeey teed checkhed iir okeey lkeeey okeeo lkeey lkeey lkeedy qoky	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lkeey]	erhitzte Form II	internes Feld: [lkeey] — Kandidat: erhitzte Form II	0	UNRESOLVED	UNRESOLVED	0
G737-O0235	G737-F119	lkeey	H4	l	keey	2	f111r	f111r.45	S	B	3	11	11	13	MIDDLE	0.833333	0	0	0	lkeey	lkeedy	oain ain keeey teed checkhed iir okeey lkeeey okeeo lkeey lkeey lkeedy qoky	0	0	OTHER_VARIANT_OR_OMISSION	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lkeey]	erhitzte Form II	internes Feld: [lkeey] — Kandidat: erhitzte Form II	0	UNRESOLVED	UNRESOLVED	0
G737-O0236	G737-F119	lkeey	H4	l	keey	2	f111r	f111r.46	S	B	3	3	3	13	MIDDLE	0.166667	0	0	0	cheeo	oteed	y cheeo lkeey oteed lkeedy okeeshey chey lkar al olchal or aiin cheom	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lkeey]	erhitzte Form II	internes Feld: [lkeey] — Kandidat: erhitzte Form II	0	UNRESOLVED	UNRESOLVED	0
G737-O0237	G737-F111	lkar	H4	l	kar	3	f111r	f111r.46	S	B	3	8	8	13	MIDDLE	0.583333	0	0	0	chey	al	y cheeo lkeey oteed lkeedy okeeshey chey lkar al olchal or aiin cheom	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lkar]	erhitzte Teil-/Fraktionsstufe I	internes Feld: [lkar] — Kandidat: erhitzte Teil-/Fraktionsstufe I	0	UNRESOLVED	UNRESOLVED	0
