occurrence_id	page	locus	token_index	ordinal	line_length	surface	token_kind	position	section	language	hand	scope_mode	context_class	placement_class	attachment_class	left_surface	right_surface	left_fused_surface	left_fused_occurrences	right_fused_surface	right_fused_occurrences	working_gloss_de	working_render_de	strongest_rival_de	reader_exact	split_normalized	all_three_present	all_present_exact	zl3b_line	it2a_line	rf1b_line
G660-T068	f115r	f115r.23	6	6	13	s	P	MEDIAL	S	B	@	CONTEXT_SCOPED	S_MEDIAL	NONE	LEFT_ATTACHED	qokcho	checthy	qokchos	1	schecthy	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	dchey keey qokeod chody qokcho s checthy qokeeey keeey lol chedy qokchedy ldy	dchey keey qokeod chody qokchor checkhy qokeeey keeey lol chedy qokchedy ldy	dchey keey qokeod chody qokcho s checkhy qokeeey keeey lol che y qokchedy ldy
G660-T069	f115r	f115r.26	4	4	12	s	P	MEDIAL	S	B	@	CONTEXT_SCOPED	S_MEDIAL	NONE	BIDIRECTIONAL	qoteeo	ar	qoteeos	1	sar	62	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	ksheoary otchey qoteeo s ar aiiin chotchdy qodair sheol pchedy dal dalom	ksheoary otchey qoteeos ar aiiin chotchdy qodair sheol pchedy dal dalom	sheoary otchey qoteeo s ar aiiin chotch y qodair sheol pchedy dal dalom
G660-T070	f115r	f115r.35	12	12	12	dy	P	EOS	S	B	@	CONTEXT_SCOPED	DY_EOS	NONE	EOS	chcphy	<EOS>	chcphydy	0	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	1	1	1	0	posheos aral chaiin shkchedy otais chsi chpchar ar al odaiin chcphy dy	posheos aral chaiin shkchedy otais chs chpchar ar al odaiin chcfhy dy	posheos aral chaiin shkchedy otais chsi chpchar ar al daiin chcphy dy
G660-T078	f115v	f115v.40	4	4	9	s	P	MEDIAL	S	B	3	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	shedain	cho	shedains	0	scho	1	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	ycheeol kaiin shedain s cho r okas cheos qokchy	ycheealkaiin shedain or chor okas cheos qokchy	ycheeol kaiin shedain r chor okas cheos qokeey
G660-T079	f116r	f116r.14	6	6	7	s	P	MEDIAL	S	B	3	CONTEXT_SCOPED	S_MEDIAL	NONE	LEFT_ATTACHED	l	oleedy	ls	12	soleedy	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	sain cheychear ain chl l s oleedy	sain chey chear ain chll s oleedy	sain chey chear ain chll s oleedy
G660-T080	f116r	f116r.44	1	1	11	s	P	BOS	S	B	3	CONTEXT_SCOPED	S_BOS	NONE	RIGHT_SEED_HEAD	<BOS>	okeedy	NONE	0	sokeedy	2	Samen-/Saatgutposten	Samen-/Saatgutposten:	Salzposten oder bloßer Rubrikkopf	0	0	1	0	s okeedy qokain shckhy ol lcheor chky raiin chey qol okam	syokeedy qokain shckhy ol lcheor chky raiin chey qol okam	sq oteedy qokain shckhy ol lcheor chky raiin chey qol kam
G660-T081	f11r	f11r.4	4	4	5	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	kchy	daiin	kchydy	1	dydaiin	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	1	dchol chy kchy dy daiin	dchol chy kchy dy daiin	dchol chy kchy dy daiin
G660-T082	f11r	f11r.6	3	3	12	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	BIDIRECTIONAL	d	y	ds	2	sy	28	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	odl d s y otol chaiin ykchor dair chody cthy s daiin	odl ds y otol chaiin ykchor dair chody cthy s daiin	odl dsy otol chaiin ykchor dair chody cthy s daiin
G660-T083	f11r	f11r.6	11	11	12	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	cthy	daiin	cthys	0	sdaiin	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	odl d s y otol chaiin ykchor dair chody cthy s daiin	odl ds y otol chaiin ykchor dair chody cthy s daiin	odl dsy otol chaiin ykchor dair chody cthy s daiin
G660-T084	f11r	f11r.7	4	4	4	dy	P	EOS	H	A	1	CONTEXT_SCOPED	DY_EOS	NONE	EOS	cthy	<EOS>	cthydy	0	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	1	1	1	1	qotchy okchol cthy dy	qotchy okchol cthy dy	qotchy okchol cthy dy
G660-T085	f11v	f11v.2	2	2	9	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	shol	chckhy	sholdy	6	dychckhy	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	shol dy chckhy shcthy daiin dam ykchy dain dchy	shol dy chckhy shcthy daiin dam ykchy dain dchy	shol dy chckhy shcthy daiin dam ytchy dain dchy
G660-T086	f11v	f11v.3	2	2	9	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	otchor	kchy	otchordy	1	dykchy	2	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	otchor dy kchy tchy ar qokchd oky choldy dy	otchor dy kchy tchy ar qokchd oky chol dy dy	otchor dy kchy tchy ar qokchd oky choldydy
G660-T087	f11v	f11v.3	9	9	9	dy	P	EOS	H	A	1	CONTEXT_SCOPED	DY_EOS	NONE	EOS	choldy	<EOS>	choldydy	0	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	0	0	1	0	otchor dy kchy tchy ar qokchd oky choldy dy	otchor dy kchy tchy ar qokchd oky chol dy dy	otchor dy kchy tchy ar qokchd oky choldydy
G660-T088	f11v	f11v.6	5	5	9	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	chor	ddy	chordy	2	dyddy	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	soydy qoteey qot chor dy ddy cthor shy arg	soydy qoteey qotchor dy ddy cthor shy arg	soydy qoteey qot chor y ddy cthor shy arg
G660-T089	f11v	f11v.7	5	5	6	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	cthey	chold	ctheys	0	schold	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	ycheor ksho dor cthey s chold	ycheor ksho dor cthey schold	ycheor ksho dor cthey s chold
G660-T090	f13r	f13r.1	4	4	9	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	shol	qopchy	sholdy	6	dyqopchy	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	torshor opchy shol dy qopchy shol opchor dypchy dchg	torshor opchy shol dy qopchy shol opchor dypchy dchm	torshor opchy ol dy qopchy shol opchor dypchy dchg
G660-T091	f13r	f13r.2	10	10	11	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	BIDIRECTIONAL	daiin	y	daiins	1	sy	28	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	dchol chol dol shkchy ydal shy ykchy qoty daiin s y	dchol chol dol shkchy ydal shy ykchy qotey daiin s y	dchol chol dol shkchy ydal shy ykchy qothy aiin s y
G660-T092	f13r	f13r.3	1	1	11	s	P	BOS	H	A	1	CONTEXT_SCOPED	S_BOS	NONE	RIGHT_SEED_HEAD	<BOS>	y	NONE	0	sy	28	Samen-/Saatgutposten	Samen-/Saatgutposten:	Salzposten oder bloßer Rubrikkopf	1	1	1	0	s y dchor shaiin oeees ykor chor ytshy ykchy kchy dar	s y dchor shaiin oeees ykor chor ytshy ykchy kchy dar	s dchor shaiin oeees ykor chor ytshy ykchy kchy dar
G660-T093	f13r	f13r.7	4	4	9	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	chol	qoy	choldy	8	dyqoy	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	dchy qoky chol dy qoy d oldy okchor doaiin	dchy qoky chol dy qokhy d oldy okchor doaiin	dchy qoky chol dy qoy d oldy okchor doaiin
G660-T094	f13r	f13r.8	5	5	7	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	k	okchey	ks	0	sokchey	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	shochy qokchy torchy k s okchey daiin	shochy qokchy torchy kccky s okchey daiin	shochy qokchy torchy k s okchey daiin
G660-T096	f13v	f13v.4	3	3	8	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	BIDIRECTIONAL	l	chey	ls	12	schey	5	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	o l s chey okos oaiin okshy qo	ols chey okos oaiin okshy qocky	ols chey okos oaiin okshy qo
G660-T097	f13v	f13v.6	4	4	8	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	shol	oty	sholdy	6	dyoty	1	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	foldaiin olcphy shol dy oty shor qotyd dairod	foldaiin olcphy shol dy oty shor qotyd dairo d	foldaiin olcphy shol dy oty shor qotyd dairod
G660-T098	f14r	f14r.10	6	6	8	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	dol	dy	doldy	2	dydy	2	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	qotchor chod shoty chody dol dy dy okchydy	qotchor chod shoty chody dol dy dy okchy dy	qotchor chod shoty chody dol dy dy okchy dy
G660-T099	f14r	f14r.10	7	7	8	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	dy	okchydy	dydy	2	dyokchydy	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	qotchor chod shoty chody dol dy dy okchydy	qotchor chod shoty chody dol dy dy okchy dy	qotchor chod shoty chody dol dy dy okchy dy
G660-T100	f14r	f14r.11	3	3	7	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	schol	shey	scholdy	0	dyshey	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	dchokchy schol dy shey dar qoty ykeeyky	dchokchy schol dy shey dar qoty ykeey ky	dchokch schol dy shey dar qoty ykeey ky
G660-T102	f14r	f14r.8	6	6	6	s	P	EOS	H	A	1	CONTEXT_SCOPED	S_EOS	NONE	LEFT_OR_SPECIES_RIVAL	ykaiin	<EOS>	ykaiins	0	NONE	0	Samen-/Saatgutposten	Samen-/Saatgutposten.	links gebundene Species-/Drogenart	1	1	1	0	soshy chol shor cheos ykaiin s	soshy fchol shor cheor ykaiin s	soshy kchol shor cheor kaiin s
G660-T103	f14r	f14r.9	9	9	9	dy	P	EOS	H	A	1	CONTEXT_SCOPED	DY_EOS	NONE	EOS	ty	<EOS>	tydy	3	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	0	0	1	0	sody chody otchody qotchy koiin sy sho ty dy	sody chody otchody qotchy koiin sy shoty dy	sody chody otchody qotchykoiin sy sho tydy
G660-T104	f14v	f14v.1	4	4	8	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	otyshy	ypchor	otyshydy	0	dyypchor	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	pdychoiin yfodain otyshy dy ypchor daiin kol ydain	pdychoiin yfodain otyshy dy ypchor daiin kol ydain	pdychoiin yfodain otyy dy ypchor daiin kol ydain
G660-T105	f14v	f14v.3	2	2	10	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	ychy	daiin	ychydy	0	dydaiin	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	ychy dy daiin chcthy yk ykaiin dytchy y ky dy	ychy dy daiin chcthy ykykaiin dytchy ykchy ky dy	ychydy daiin chcthy ytykaiin dytchy y kydy
G660-T106	f14v	f14v.3	10	10	10	dy	P	EOS	H	A	1	CONTEXT_SCOPED	DY_EOS	NONE	EOS	ky	<EOS>	kydy	0	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	0	0	1	0	ychy dy daiin chcthy yk ykaiin dytchy y ky dy	ychy dy daiin chcthy ykykaiin dytchy ykchy ky dy	ychydy daiin chcthy ytykaiin dytchy y kydy
G660-T107	f14v	f14v.6	5	5	10	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	chokchy	dy	chokchydy	0	dydy	2	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	qoty choky cthy chokchy dy dy dy chckhy dchyd n	qoty choky cthy chokchy dydydy chckhy dchyd n	qo ty choky cthy chokchy dydydy chckhy dchyd n
G660-T108	f14v	f14v.6	6	6	10	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	dy	dy	dydy	2	dydy	2	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	qoty choky cthy chokchy dy dy dy chckhy dchyd n	qoty choky cthy chokchy dydydy chckhy dchyd n	qo ty choky cthy chokchy dydydy chckhy dchyd n
G660-T109	f14v	f14v.6	7	7	10	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	dy	chckhy	dydy	2	dychckhy	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	qoty choky cthy chokchy dy dy dy chckhy dchyd n	qoty choky cthy chokchy dydydy chckhy dchyd n	qo ty choky cthy chokchy dydydy chckhy dchyd n
G660-T110	f15r	f15r.5	7	7	7	dy	P	EOS	H	A	1	CONTEXT_SCOPED	DY_EOS	NONE	EOS	cthy	<EOS>	cthydy	0	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	1	1	1	1	qotchy r shor cthy daiin cthy dy	qotchy r shor cthy daiin cthy dy	qotchy r shor cthy daiin cthy dy
G660-T111	f15r	f15r.8	4	4	6	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	kaiin	dain	kaiins	0	sdain	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	shocthy tol kaiin s dain ctholy	shocthy tol kaiin s dain ctholy	shocthy tolkaiinr dain ctholy
G660-T112	f15r	f15r.9	6	6	7	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	cthl	y	cthls	0	sy	28	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	octhain qokaiin chos odaiin cthl s y	octhain qokaiin chos odaiin cthl s y	octhain qokaiin chos odaiin cthls y
G660-T113	f15v	f15v.5	6	6	6	s	P	EOS	H	A	1	CONTEXT_SCOPED	S_EOS	NONE	LEFT_OR_SPECIES_RIVAL	cthy	<EOS>	cthys	0	NONE	0	Samen-/Saatgutposten	Samen-/Saatgutposten.	links gebundene Species-/Drogenart	1	1	1	0	otchor chor chor ytchor cthy s	otchor chor chor ytchor cthy s	otchor chor char ytchor cthy s
G660-T114	f15v	f15v.7	5	5	8	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	chy	chy	chys	0	schy	2	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	y choiin sho chy s chy tor ols	coy choiin sho s chy s chy tor ols	y choiir sho n chy s chy tor ols
G660-T115	f16r	f16r.1	8	8	10	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	daiin	chor	daiindy	3	dychor	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	1	pocheody qopchey sykaiin opchy dor ychy daiin dy chor orom	pocheody qopchey sykaiin opchy dor ychy daiin dy chor orom	pocheody qopchey sykaiin opchy dor ychy daiin dy chor orom
G660-T116	f16r	f16r.12	1	1	7	dy	P	BOS	H	A	1	CONTEXT_SCOPED	DY_BOS_CLOSE	NONE	BOS	<BOS>	cho	NONE	0	dycho	0	voriges Qualitäts-/Wertfeld geschlossen	voriges Qualitäts-/Wertfeld geschlossen:	neuer Unterposten statt Rückschluss	0	0	1	0	dy cho kchy shcthy shtshy sho tchokyd	dychokchy shcthy shtshy sho tchokyd	dychokchy shcthy shtshy sho tchokyd
G660-T117	f16r	f16r.13	3	3	4	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	dl	shey	dldy	0	dyshey	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	qokor dl dy shey	qokchor dl dy shey	qokor dl dy shey
G660-T118	f16r	f16r.7	5	5	8	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	schy	aiin	schys	0	saiin	109	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	daiin dalchy dyky schy s aiin doal qoky	daiin dalchy dyky schy saiin doal qoky	daiin dalchy dyky schy s aiin doal qoky
G660-T119	f16v	f16v.1	5	5	6	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	chpchey	pchoy	chpcheys	0	spchoy	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	pchroiin otchor chpchol chpchey s pchoy	pchraiin otchor chpchol chpchey s pchocty	pchr iin otchor chpchol chpchey spchoy
G660-T120	f16v	f16v.10	3	3	8	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	chy	ykchy	chydy	0	dyykchy	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	qokchy chy dy ykchy chckhy otain cthor cthy	qokchy chydy ykchy chckhy otain cthor cthy	qokchy chydy ykchy chckhy otain cthor cthy
G660-T121	f16v	f16v.3	2	2	7	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	ykchy	choy	ykchydy	0	dychoy	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	ykchy dy choy qoty chy kchy koshet	ykchy dy choy qoty chy kchy koshet	ykchy dy choy qoty chykchy koshet
G660-T122	f17v	f17v.1	6	6	6	dy	P	EOS	H	A	1	CONTEXT_SCOPED	DY_EOS	NONE	EOS	odal	<EOS>	odaldy	0	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	0	0	1	0	pchodol chor pchy opydaiin odal dy	pchodol chor fchy opydaiin odaldy	pchodol chor fchy opydaiin odaldy
G660-T124	f17v	f17v.7	6	6	7	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	os	aiin	oss	0	saiin	109	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	1	sor chkeey poiis cheor os s aiin	sor chkeey poiis cheor os s aiin	sor chkeey poiis cheor os s aiin
G660-T125	f17v	f17v.8	4	4	6	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	ol	choldaiin	oldy	25	dycholdaiin	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	1	qokeey kchar ol dy choldaiin sy	qokeey kchar ol dy choldaiin sy	qokeey kchar ol dy choldaiin sy
G660-T126	f18r	f18r.2	6	6	8	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	daiin	chol	daiindy	3	dychol	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	otshol qokchol chykchy okchal daiin dy chol dain	otshol qokchol chykchy okchal daiin dy chol diiin	otshol qokchol chykchy okchal daiin dy chol diiin
G660-T127	f18r	f18r.3	7	7	8	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	qokchol	ytcharg	qokcholdy	0	dyytcharg	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	qokchor chor ey or chey qokchol dy ytcharg	qokchor chor chckhy orchey qokchol dy ytchar g	qokchor chor ckhy orchey qokchol dy ytcharg
G660-T129	f18r	f18r.8	5	5	6	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	okal	dary	okaldy	8	dydary	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	qokchor ckhol olody okal dy dary	qokchor ckhol olody okaldy dary	qokchor ckhol ol dy okal dy dary
G660-T130	f18v	f18v.2	8	8	9	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	qokchy	g	qokchys	0	sg	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	1	qoeees or oaiin shy okshy qokchy qokchy s g	qoeees or oaiin shy okshy qokchy qokchy s g	qoeees or oaiin shy okshy qokchy qokchy s g
G660-T131	f18v	f18v.6	6	6	8	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	chy	ar	chys	0	sar	62	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	1	qotor chor otchy qokeees chy s ar ykar	qotor chor otchy qokeees chy s ar ykar	qotor chor otchy qokeees chy s ar ykar
G660-T132	f18v	f18v.7	8	8	8	dy	P	EOS	H	A	1	CONTEXT_SCOPED	DY_EOS	NONE	EOS	dar	<EOS>	dardy	2	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	1	1	1	1	ychol dor chod qokol daiin qokol dar dy	ychol dor chod qokol daiin qokol dar dy	ychol dor chod qokol daiin qokol dar dy
G660-T133	f18v	f18v.9	6	6	6	dy	P	EOS	H	A	1	CONTEXT_SCOPED	DY_EOS	NONE	EOS	doky	<EOS>	dokydy	0	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	1	1	1	1	okchor qotchy qokchy ytol doky dy	okchor qotchy qokchy ytol doky dy	okchor qotchy qokchy ytol doky dy
G660-T134	f19r	f19r.1	4	4	9	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	qotshy	tchy	qotshydy	0	dytchy	2	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	pchor qodchy qotshy dy tchy qotchy qoky daiin dchydy	pchor qodchy qotshy dy tchy qotchy qoky daiin dchydy	pchor qodchy qotshy d tchy qotchy qok daiin dchydy
G660-T136	f19r	f19r.9	2	2	7	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	qotchor	dor	qotchordy	0	dydor	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	qotchor dy dor y tchy kchy shdaiin	qotchor dy dor y tchykchy shdaiin	qotchor dy dor y tchykchy shdaiin
G660-T139	f19v	f19v.6	5	5	5	s	P	EOS	H	A	1	CONTEXT_SCOPED	S_EOS	NONE	LEFT_OR_SPECIES_RIVAL	chocthy	<EOS>	chocthys	0	NONE	0	Samen-/Saatgutposten	Samen-/Saatgutposten.	links gebundene Species-/Drogenart	1	1	1	1	ychoy kchor cthol chocthy s	ychoy kchor cthol chocthy s	ychoy kchor cthol chocthy s
G660-T140	f20v	f20v.5	9	9	9	dy	P	EOS	H	A	1	CONTEXT_SCOPED	DY_EOS	NONE	EOS	chcphy	<EOS>	chcphydy	0	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	1	1	1	0	tshol folchol otor shol shor fshodchy otchy chcphy dy	tshol folchol otor shol shos fshodchy otchy chcphy dy	tshol folchol otor shol shos fshodchy otchy chcphy dy
G660-T141	f20v	f20v.7	7	7	8	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	tey	soaiin	teys	0	ssoaiin	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	shocthy sho cthy daiin sheoy tey s soaiin	shocthy sho cthy daiin sheoy tey s soaiin	shocthy o cthy daiin eoy tey s soaiin
G660-T142	f20v	f20v.8	8	8	8	s	P	EOS	H	A	1	CONTEXT_SCOPED	S_EOS	NONE	LEFT_OR_SPECIES_RIVAL	d	<EOS>	ds	2	NONE	0	Samen-/Saatgutposten	Samen-/Saatgutposten.	links gebundene Species-/Drogenart	1	1	1	0	shain choraly sho ar chy daiin d s	shain choraly sho ar chy daiin d s	ain choraly sho ar chy daiin d s
G660-T143	f21r	f21r.3	10	10	10	dy	P	EOS	H	A	1	CONTEXT_SCOPED	DY_EOS	NONE	EOS	keey	<EOS>	keeydy	0	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	1	1	1	0	qotol shy o l cheor chy qokchey chey keey dy	qotol shy ol cheor chy qokchey chey keey dy	qotolshy o l cheor chy qokchey chey keey dy
G660-T144	f21r	f21r.9	9	9	9	s	P	EOS	H	A	1	CONTEXT_SCOPED	S_EOS	NONE	LEFT_OR_SPECIES_RIVAL	cthy	<EOS>	cthys	0	NONE	0	Samen-/Saatgutposten	Samen-/Saatgutposten.	links gebundene Species-/Drogenart	1	1	1	0	okaiin sho tshaiin chkaiin sh cthey cthody cthy s	okaiin sho tshaiin chkaiin shcthey cthody cthy s	okaiin sho tshaiin chkaiin sh cthey cthody cthy s
