page	locus	section	language	hand	target_occurrences	target_ordinals	target_surfaces	context_or_placement_classes	zl3b_line	v36_token_glosses_de	v37_token_glosses_de	v36_working_translation_de	v37_working_translation_de	v36_unknown_tokens	v37_unknown_tokens	v37_complete
f114r	f114r.23	S	B	3	1	8	s	S_MEDIAL	or cheo al taiin qokedaiin oeain al s ain ches	Drogenportion | trocken angesetzte Zubereitung | Rohstoffklasse I | kalt, Grad III | [qokedaiin:?] | [oeain:?] | Rohstoffklasse I | [s:?] | Menge-/Klassenwert II | [ches:?]	Drogenportion | trocken angesetzte Zubereitung | Rohstoffklasse I | kalt, Grad III | [qokedaiin:?] | [oeain:?] | Rohstoffklasse I | Samen-/Saatgutposten | Menge-/Klassenwert II | [ches:?]	Drogenportion; trocken angesetzte Zubereitung; Rohstoffklasse I; kalt, Grad III; [qokedaiin:?]; [oeain:?]; Rohstoffklasse I; [s:?]; Menge-/Klassenwert II; [ches:?]	Drogenportion; trocken angesetzte Zubereitung; Rohstoffklasse I; kalt, Grad III; [qokedaiin:?]; [oeain:?]; Rohstoffklasse I; Samen-/Saatgutposten; Menge-/Klassenwert II; [ches:?]	4	3	0
f114v	f114v.13	S	B	3	1	3	s	S_MEDIAL	sheedy qoteeo s oiiin chcthain	feucht am Ende des Grades, abgeschlossen | [qoteeo:?] | [s:?] | [oiiin:?] | [chcthain:?]	feucht am Ende des Grades, abgeschlossen | [qoteeo:?] | Samen-/Saatgutposten | [oiiin:?] | [chcthain:?]	feucht am Ende des Grades, abgeschlossen; [qoteeo:?]; [s:?]; [oiiin:?]; [chcthain:?]	feucht am Ende des Grades, abgeschlossen; [qoteeo:?]; Samen-/Saatgutposten; [oiiin:?]; [chcthain:?]	4	3	0
f114v	f114v.26	S	B	3	1	4	s	S_MEDIAL	pcheodal chopcheod qoto s araiin qota l cheo pchdal qoeedy chcthey	[pcheodal:?] | [chopcheod:?] | [qoto:?] | [s:?] | [araiin:?] | [qota:?] | [l:?] | trocken angesetzte Zubereitung | [pchdal:?] | [qoeedy:?] | [chcthey:?]	[pcheodal:?] | [chopcheod:?] | [qoto:?] | Samen-/Saatgutposten | [araiin:?] | [qota:?] | [l:?] | trocken angesetzte Zubereitung | [pchdal:?] | [qoeedy:?] | [chcthey:?]	[pcheodal:?]; [chopcheod:?]; [qoto:?]; [s:?]; [araiin:?]; [qota:?]; [l:?]; trocken angesetzte Zubereitung; [pchdal:?]; [qoeedy:?]; [chcthey:?]	[pcheodal:?]; [chopcheod:?]; [qoto:?]; Samen-/Saatgutposten; [araiin:?]; [qota:?]; [l:?]; trocken angesetzte Zubereitung; [pchdal:?]; [qoeedy:?]; [chcthey:?]	10	9	0
f114v	f114v.7	S	B	3	1	5	s	S_MEDIAL	ytedshedy otaiin cheedar cheey s aiin chedky chedaiin shod chokchedy	[ytedshedy:?] | kalt im Zubereitungsrahmen, Grad III | [cheedar:?] | trocken am Ende des Grades | [s:?] | Menge III | [chedky:?] | [chedaiin:?] | [shod:?] | [chokchedy:?]	[ytedshedy:?] | kalt im Zubereitungsrahmen, Grad III | [cheedar:?] | trocken am Ende des Grades | Samen-/Saatgutposten | Menge III | [chedky:?] | [chedaiin:?] | [shod:?] | [chokchedy:?]	[ytedshedy:?]; kalt im Zubereitungsrahmen, Grad III; [cheedar:?]; trocken am Ende des Grades; [s:?]; Menge III; [chedky:?]; [chedaiin:?]; [shod:?]; [chokchedy:?]	[ytedshedy:?]; kalt im Zubereitungsrahmen, Grad III; [cheedar:?]; trocken am Ende des Grades; Samen-/Saatgutposten; Menge III; [chedky:?]; [chedaiin:?]; [shod:?]; [chokchedy:?]	7	6	0
f115r	f115r.23	S	B	@	1	6	s	S_MEDIAL	dchey keey qokeod chody qokcho s checthy qokeeey keeey lol chedy qokchedy ldy	[dchey:?] | heiß am Ende des Grades | [qokeod:?] | [chody:?] | [qokcho:?] | [s:?] | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut | [qokeeey:?] | [keeey:?] | Holzstoff | trocken in der Mitte des Grades, abgeschlossen | heiß und trocken in der Mitte des Grades, abgeschlossen | [ldy:?]	[dchey:?] | heiß am Ende des Grades | [qokeod:?] | [chody:?] | [qokcho:?] | Samen-/Saatgutposten | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut | [qokeeey:?] | [keeey:?] | Holzstoff | trocken in der Mitte des Grades, abgeschlossen | heiß und trocken in der Mitte des Grades, abgeschlossen | [ldy:?]	[dchey:?]; heiß am Ende des Grades; [qokeod:?]; [chody:?]; [qokcho:?]; [s:?]; trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut; [qokeeey:?]; [keeey:?]; Holzstoff; trocken in der Mitte des Grades, abgeschlossen; heiß und trocken in der Mitte des Grades, abgeschlossen; [ldy:?]	[dchey:?]; heiß am Ende des Grades; [qokeod:?]; [chody:?]; [qokcho:?]; Samen-/Saatgutposten; trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut; [qokeeey:?]; [keeey:?]; Holzstoff; trocken in der Mitte des Grades, abgeschlossen; heiß und trocken in der Mitte des Grades, abgeschlossen; [ldy:?]	8	7	0
f115r	f115r.26	S	B	@	1	4	s	S_MEDIAL	ksheoary otchey qoteeo s ar aiiin chotchdy qodair sheol pchedy dal dalom	[ksheoary:?] | kalt-trockener Ansatz in der Mitte des Grades | [qoteeo:?] | [s:?] | Drogenfraktion I | Menge-/Klassenwert IV | [chotchdy:?] | [qodair:?] | feuchtes Material | getrocknetes Pulver | abgemessene Rohstoffmenge I | [dalom:?]	[ksheoary:?] | kalt-trockener Ansatz in der Mitte des Grades | [qoteeo:?] | Samen-/Saatgutposten | Drogenfraktion I | Menge-/Klassenwert IV | [chotchdy:?] | [qodair:?] | feuchtes Material | getrocknetes Pulver | abgemessene Rohstoffmenge I | [dalom:?]	[ksheoary:?]; kalt-trockener Ansatz in der Mitte des Grades; [qoteeo:?]; [s:?]; Drogenfraktion I; Menge-/Klassenwert IV; [chotchdy:?]; [qodair:?]; feuchtes Material; getrocknetes Pulver; abgemessene Rohstoffmenge I; [dalom:?]	[ksheoary:?]; kalt-trockener Ansatz in der Mitte des Grades; [qoteeo:?]; Samen-/Saatgutposten; Drogenfraktion I; Menge-/Klassenwert IV; [chotchdy:?]; [qodair:?]; feuchtes Material; getrocknetes Pulver; abgemessene Rohstoffmenge I; [dalom:?]	6	5	0
f115r	f115r.35	S	B	@	1	12	dy	DY_EOS	posheos aral chaiin shkchedy otais chsi chpchar ar al odaiin chcphy dy	[posheos:?] | [aral:?] | trocken, Grad III | [shkchedy:?] | [otais:?] | [chsi:?] | [chpchar:?] | Drogenfraktion I | Rohstoffklasse I | Zubereitungsdosis III | [chcphy:?] | [dy:?]	[posheos:?] | [aral:?] | trocken, Grad III | [shkchedy:?] | [otais:?] | [chsi:?] | [chpchar:?] | Drogenfraktion I | Rohstoffklasse I | Zubereitungsdosis III | [chcphy:?] | Qualitäts-/Wertfeld geschlossen	[posheos:?]; [aral:?]; trocken, Grad III; [shkchedy:?]; [otais:?]; [chsi:?]; [chpchar:?]; Drogenfraktion I; Rohstoffklasse I; Zubereitungsdosis III; [chcphy:?]; [dy:?]	[posheos:?]; [aral:?]; trocken, Grad III; [shkchedy:?]; [otais:?]; [chsi:?]; [chpchar:?]; Drogenfraktion I; Rohstoffklasse I; Zubereitungsdosis III; [chcphy:?].	8	7	0
f115r	f115r.36	S	B	@	1	5	qodain	NONE	daiin cheey qoek chody qodain sheey dar oranol	Grad-/Maßwert III | trocken am Ende des Grades | [qoek:?] | [chody:?] | [qodain:?] | feucht am Ende des Grades | abgemessene Fraktion I | [oranol:?]	Grad-/Maßwert III | trocken am Ende des Grades | [qoek:?] | [chody:?] | Qualitätsgrad II | feucht am Ende des Grades | abgemessene Fraktion I | [oranol:?]	Grad-/Maßwert III; trocken am Ende des Grades; [qoek:?]; [chody:?]; [qodain:?]; feucht am Ende des Grades; abgemessene Fraktion I; [oranol:?]	Grad-/Maßwert III; trocken am Ende des Grades; [qoek:?]; [chody:?]; Qualitätsgrad II; feucht am Ende des Grades; abgemessene Fraktion I; [oranol:?]	4	3	0
f115r	f115r.39	S	B	@	1	4	qodain	NONE	y chey keey qodain cheody qokor	Eintrag: | trocken in der Mitte des Grades | heiß am Ende des Grades | [qodain:?] | getrockneter Ansatz | heiße Drogenportion	Eintrag: | trocken in der Mitte des Grades | heiß am Ende des Grades | Qualitätsgrad II | getrockneter Ansatz | heiße Drogenportion	Eintrag: trocken in der Mitte des Grades; heiß am Ende des Grades; [qodain:?]; getrockneter Ansatz; heiße Drogenportion	Eintrag: trocken in der Mitte des Grades; heiß am Ende des Grades; Qualitätsgrad II; getrockneter Ansatz; heiße Drogenportion	1	0	1
f115r	f115r.4	S	B	@	1	6	kchor	NONE	dchedain qokeedy olkeechdy chor chey kchor orchedar otar sheod qoteedy dardyr	[dchedain:?] | heiß am Ende des Grades, abgeschlossen | [olkeechdy:?] | Pflanzen-/Reproduktionsteil | trocken in der Mitte des Grades | [kchor:?] | [orchedar:?] | kalte Drogenfraktion I im Ansatz | [sheod:?] | kalt am Ende des Grades, abgeschlossen | [dardyr:?]	[dchedain:?] | heiß am Ende des Grades, abgeschlossen | [olkeechdy:?] | Pflanzen-/Reproduktionsteil | trocken in der Mitte des Grades | Drogenportion, heiß-trocken | [orchedar:?] | kalte Drogenfraktion I im Ansatz | [sheod:?] | kalt am Ende des Grades, abgeschlossen | [dardyr:?]	[dchedain:?]; heiß am Ende des Grades, abgeschlossen; [olkeechdy:?]; Pflanzen-/Reproduktionsteil; trocken in der Mitte des Grades; [kchor:?]; [orchedar:?]; kalte Drogenfraktion I im Ansatz; [sheod:?]; kalt am Ende des Grades, abgeschlossen; [dardyr:?]	[dchedain:?]; heiß am Ende des Grades, abgeschlossen; [olkeechdy:?]; Pflanzen-/Reproduktionsteil; trocken in der Mitte des Grades; Drogenportion, heiß-trocken; [orchedar:?]; kalte Drogenfraktion I im Ansatz; [sheod:?]; kalt am Ende des Grades, abgeschlossen; [dardyr:?]	6	5	0
f115r	f115r.5	S	B	@	1	5	qodain	NONE	ycheedy chedar olkees sheed qodain qoteedy qokedy qokeed lchedar qotchedy ro	[ycheedy:?] | [chedar:?] | [olkees:?] | [sheed:?] | [qodain:?] | kalt am Ende des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | [qokeed:?] | [lchedar:?] | kalt und trocken in der Mitte des Grades, abgeschlossen | [ro:?]	[ycheedy:?] | [chedar:?] | [olkees:?] | [sheed:?] | Qualitätsgrad II | kalt am Ende des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | [qokeed:?] | [lchedar:?] | kalt und trocken in der Mitte des Grades, abgeschlossen | [ro:?]	[ycheedy:?]; [chedar:?]; [olkees:?]; [sheed:?]; [qodain:?]; kalt am Ende des Grades, abgeschlossen; heiß in der Mitte des Grades, abgeschlossen; [qokeed:?]; [lchedar:?]; kalt und trocken in der Mitte des Grades, abgeschlossen; [ro:?]	[ycheedy:?]; [chedar:?]; [olkees:?]; [sheed:?]; Qualitätsgrad II; kalt am Ende des Grades, abgeschlossen; heiß in der Mitte des Grades, abgeschlossen; [qokeed:?]; [lchedar:?]; kalt und trocken in der Mitte des Grades, abgeschlossen; [ro:?]	8	7	0
f115v	f115v.17	S	B	3	1	4	lcho	NONE	okai chey keey lcho racthy	[okai:?] | trocken in der Mitte des Grades | heiß am Ende des Grades | [lcho:?] | [racthy:?]	[okai:?] | trocken in der Mitte des Grades | heiß am Ende des Grades | Trockenansatz aus Drogenholz | [racthy:?]	[okai:?]; trocken in der Mitte des Grades; heiß am Ende des Grades; [lcho:?]; [racthy:?]	[okai:?]; trocken in der Mitte des Grades; heiß am Ende des Grades; Trockenansatz aus Drogenholz; [racthy:?]	3	2	0
f115v	f115v.20	S	B	3	1	1	ysheey	YSHEEY_BOS_ENTRY	ysheey qoteey lkeey raiin cheo lor otal otchedy	[ysheey:?] | kalt am Ende des Grades | [lkeey:?] | Wurzel, Typ/Charge III | trocken angesetzte Zubereitung | Holzportion | Rohstoffklasse I im Ansatz, kalt am Gradanfang | kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	Eintrag: feucht am Gradende | kalt am Ende des Grades | [lkeey:?] | Wurzel, Typ/Charge III | trocken angesetzte Zubereitung | Holzportion | Rohstoffklasse I im Ansatz, kalt am Gradanfang | kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	[ysheey:?]; kalt am Ende des Grades; [lkeey:?]; Wurzel, Typ/Charge III; trocken angesetzte Zubereitung; Holzportion; Rohstoffklasse I im Ansatz, kalt am Gradanfang; kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	Eintrag: feucht am Gradende; kalt am Ende des Grades; [lkeey:?]; Wurzel, Typ/Charge III; trocken angesetzte Zubereitung; Holzportion; Rohstoffklasse I im Ansatz, kalt am Gradanfang; kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	2	1	0
f115v	f115v.28	S	B	3	1	3	lcho	NONE	y chey lcho lor chedy chol chedy chdy	Eintrag: | trocken in der Mitte des Grades | [lcho:?] | Holzportion | trocken in der Mitte des Grades, abgeschlossen | trocken; nominal trockenes Gut/Material | trocken in der Mitte des Grades, abgeschlossen | trocken am Anfang des Grades, abgeschlossen	Eintrag: | trocken in der Mitte des Grades | Trockenansatz aus Drogenholz | Holzportion | trocken in der Mitte des Grades, abgeschlossen | trocken; nominal trockenes Gut/Material | trocken in der Mitte des Grades, abgeschlossen | trocken am Anfang des Grades, abgeschlossen	Eintrag: trocken in der Mitte des Grades; [lcho:?]; Holzportion; trocken in der Mitte des Grades, abgeschlossen; trocken; nominal trockenes Gut/Material; trocken in der Mitte des Grades, abgeschlossen; trocken am Anfang des Grades, abgeschlossen	Eintrag: trocken in der Mitte des Grades; Trockenansatz aus Drogenholz; Holzportion; trocken in der Mitte des Grades, abgeschlossen; trocken; nominal trockenes Gut/Material; trocken in der Mitte des Grades, abgeschlossen; trocken am Anfang des Grades, abgeschlossen	1	0	1
f115v	f115v.40	S	B	3	1	4	s	S_MEDIAL	ycheeol kaiin shedain s cho r okas cheos qokchy	[ycheeol:?] | heiß, Grad III | [shedain:?] | [s:?] | [cho:?] | [r:?] | [okas:?] | [cheos:?] | heiß und trocken am Anfang des Grades	[ycheeol:?] | heiß, Grad III | [shedain:?] | Samen-/Saatgutposten | [cho:?] | [r:?] | [okas:?] | [cheos:?] | heiß und trocken am Anfang des Grades	[ycheeol:?]; heiß, Grad III; [shedain:?]; [s:?]; [cho:?]; [r:?]; [okas:?]; [cheos:?]; heiß und trocken am Anfang des Grades	[ycheeol:?]; heiß, Grad III; [shedain:?]; Samen-/Saatgutposten; [cho:?]; [r:?]; [okas:?]; [cheos:?]; heiß und trocken am Anfang des Grades	7	6	0
f116r	f116r.14	S	B	3	1	6	s	S_MEDIAL	sain cheychear ain chl l s oleedy	[sain:?] | [cheychear:?] | Menge-/Klassenwert II | [chl:?] | [l:?] | [s:?] | [oleedy:?]	[sain:?] | [cheychear:?] | Menge-/Klassenwert II | [chl:?] | [l:?] | Samen-/Saatgutposten | [oleedy:?]	[sain:?]; [cheychear:?]; Menge-/Klassenwert II; [chl:?]; [l:?]; [s:?]; [oleedy:?]	[sain:?]; [cheychear:?]; Menge-/Klassenwert II; [chl:?]; [l:?]; Samen-/Saatgutposten; [oleedy:?]	6	5	0
f116r	f116r.44	S	B	3	1	1	s	S_BOS	s okeedy qokain shckhy ol lcheor chky raiin chey qol okam	[s:?] | heißer Ansatz am Ende des Grades, abgeschlossen | heiß, Grad II | Arzneikompositum: feucht, Gradanfang | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [lcheor:?] | [chky:?] | Wurzel, Typ/Charge III | trocken in der Mitte des Grades | [qol:?] | [okam:?]	Samen-/Saatgutposten | heißer Ansatz am Ende des Grades, abgeschlossen | heiß, Grad II | Arzneikompositum: feucht, Gradanfang | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [lcheor:?] | [chky:?] | Wurzel, Typ/Charge III | trocken in der Mitte des Grades | [qol:?] | [okam:?]	[s:?]; heißer Ansatz am Ende des Grades, abgeschlossen; heiß, Grad II; Arzneikompositum: feucht, Gradanfang; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [lcheor:?]; [chky:?]; Wurzel, Typ/Charge III; trocken in der Mitte des Grades; [qol:?]; [okam:?]	Samen-/Saatgutposten:; heißer Ansatz am Ende des Grades, abgeschlossen; heiß, Grad II; Arzneikompositum: feucht, Gradanfang; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [lcheor:?]; [chky:?]; Wurzel, Typ/Charge III; trocken in der Mitte des Grades; [qol:?]; [okam:?]	5	4	0
f11r	f11r.4	H	A	1	1	4	dy	DY_MEDIAL	dchol chy kchy dy daiin	Maß trockenen Materials | trocken am Anfang des Grades | heiß und trocken am Anfang des Grades | [dy:?] | Grad-/Maßwert III	Maß trockenen Materials | trocken am Anfang des Grades | heiß und trocken am Anfang des Grades | Qualitäts-/Wertfeld geschlossen | Grad-/Maßwert III	Maß trockenen Materials; trocken am Anfang des Grades; heiß und trocken am Anfang des Grades; [dy:?]; Grad-/Maßwert III	Maß trockenen Materials; trocken am Anfang des Grades; heiß und trocken am Anfang des Grades; Grad-/Maßwert III	1	0	1
f11r	f11r.6	H	A	1	2	3|11	s|s	S_MEDIAL|S_MEDIAL	odl d s y otol chaiin ykchor dair chody cthy s daiin	[odl:?] | [d:?] | [s:?] | Eintragsteil abgeschlossen | kaltes Zubereitungsgut | trocken, Grad III | [ykchor:?] | abgemessene Fraktion II | [chody:?] | CTH-Drogenmaterial | [s:?] | Grad-/Maßwert III	[odl:?] | [d:?] | Samen-/Saatgutposten | Eintragsteil abgeschlossen | kaltes Zubereitungsgut | trocken, Grad III | [ykchor:?] | abgemessene Fraktion II | [chody:?] | CTH-Drogenmaterial | Samen-/Saatgutposten | Grad-/Maßwert III	[odl:?]; [d:?]; [s:?]; kaltes Zubereitungsgut; trocken, Grad III; [ykchor:?]; abgemessene Fraktion II; [chody:?]; CTH-Drogenmaterial; [s:?]; Grad-/Maßwert III	[odl:?]; [d:?]; Samen-/Saatgutposten; kaltes Zubereitungsgut; trocken, Grad III; [ykchor:?]; abgemessene Fraktion II; [chody:?]; CTH-Drogenmaterial; Samen-/Saatgutposten; Grad-/Maßwert III	6	4	0
f11r	f11r.7	H	A	1	1	4	dy	DY_EOS	qotchy okchol cthy dy	kalt und trocken am Anfang des Grades | [okchol:?] | CTH-Drogenmaterial | [dy:?]	kalt und trocken am Anfang des Grades | [okchol:?] | CTH-Drogenmaterial | Qualitäts-/Wertfeld geschlossen	kalt und trocken am Anfang des Grades; [okchol:?]; CTH-Drogenmaterial; [dy:?]	kalt und trocken am Anfang des Grades; [okchol:?]; CTH-Drogenmaterial.	2	1	0
f11v	f11v.2	H	A	1	1	2	dy	DY_MEDIAL	shol dy chckhy shcthy daiin dam ykchy dain dchy	feucht; nominal feuchtes Gut/Material | [dy:?] | Arzneikompositum: trocken, Gradanfang | feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut | Menge/Portion III | [dam:?] | [ykchy:?] | Grad-/Maßwert II | [dchy:?]	feucht; nominal feuchtes Gut/Material | Qualitäts-/Wertfeld geschlossen | Arzneikompositum: trocken, Gradanfang | feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut | Menge/Portion III | [dam:?] | [ykchy:?] | Grad-/Maßwert II | [dchy:?]	feucht; nominal feuchtes Gut/Material; [dy:?]; Arzneikompositum: trocken, Gradanfang; feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut; Menge/Portion III; [dam:?]; [ykchy:?]; Grad-/Maßwert II; [dchy:?]	feucht; nominal feuchtes Gut/Material; Arzneikompositum: trocken, Gradanfang; feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut; Menge/Portion III; [dam:?]; [ykchy:?]; Grad-/Maßwert II; [dchy:?]	4	3	0
f11v	f11v.3	H	A	1	2	2|9	dy|dy	DY_MEDIAL|DY_EOS	otchor dy kchy tchy ar qokchd oky choldy dy	kalt-trockene Drogenportion im Ansatz | [dy:?] | heiß und trocken am Anfang des Grades | kalt und trocken am Anfang des Grades | Drogenfraktion I | [qokchd:?] | heißer Ansatz am Anfang des Grades | [choldy:?] | [dy:?]	kalt-trockene Drogenportion im Ansatz | Qualitäts-/Wertfeld geschlossen | heiß und trocken am Anfang des Grades | kalt und trocken am Anfang des Grades | Drogenfraktion I | [qokchd:?] | heißer Ansatz am Anfang des Grades | [choldy:?] | Qualitäts-/Wertfeld geschlossen	kalt-trockene Drogenportion im Ansatz; [dy:?]; heiß und trocken am Anfang des Grades; kalt und trocken am Anfang des Grades; Drogenfraktion I; [qokchd:?]; heißer Ansatz am Anfang des Grades; [choldy:?]; [dy:?]	kalt-trockene Drogenportion im Ansatz; heiß und trocken am Anfang des Grades; kalt und trocken am Anfang des Grades; Drogenfraktion I; [qokchd:?]; heißer Ansatz am Anfang des Grades; [choldy:?].	4	2	0
f11v	f11v.6	H	A	1	1	5	dy	DY_MEDIAL	soydy qoteey qot chor dy ddy cthor shy arg	[soydy:?] | kalt am Ende des Grades | [qot:?] | Pflanzen-/Reproduktionsteil | [dy:?] | [ddy:?] | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | feucht am Anfang des Grades | [arg:?]	[soydy:?] | kalt am Ende des Grades | [qot:?] | Pflanzen-/Reproduktionsteil | Qualitäts-/Wertfeld geschlossen | [ddy:?] | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | feucht am Anfang des Grades | [arg:?]	[soydy:?]; kalt am Ende des Grades; [qot:?]; Pflanzen-/Reproduktionsteil; [dy:?]; [ddy:?]; Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge; feucht am Anfang des Grades; [arg:?]	[soydy:?]; kalt am Ende des Grades; [qot:?]; Pflanzen-/Reproduktionsteil; [ddy:?]; Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge; feucht am Anfang des Grades; [arg:?]	5	4	0
f11v	f11v.7	H	A	1	1	5	s	S_MEDIAL	ycheor ksho dor cthey s chold	[ycheor:?] | [ksho:?] | [dor:?] | CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I | [s:?] | [chold:?]	[ycheor:?] | [ksho:?] | [dor:?] | CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I | Samen-/Saatgutposten | [chold:?]	[ycheor:?]; [ksho:?]; [dor:?]; CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I; [s:?]; [chold:?]	[ycheor:?]; [ksho:?]; [dor:?]; CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I; Samen-/Saatgutposten; [chold:?]	5	4	0
f13r	f13r.1	H	A	1	1	4	dy	DY_MEDIAL	torshor opchy shol dy qopchy shol opchor dypchy dchg	[torshor:?] | [opchy:?] | feucht; nominal feuchtes Gut/Material | [dy:?] | [qopchy:?] | feucht; nominal feuchtes Gut/Material | [opchor:?] | [dypchy:?] | [dchg:?]	[torshor:?] | [opchy:?] | feucht; nominal feuchtes Gut/Material | Qualitäts-/Wertfeld geschlossen | [qopchy:?] | feucht; nominal feuchtes Gut/Material | [opchor:?] | [dypchy:?] | [dchg:?]	[torshor:?]; [opchy:?]; feucht; nominal feuchtes Gut/Material; [dy:?]; [qopchy:?]; feucht; nominal feuchtes Gut/Material; [opchor:?]; [dypchy:?]; [dchg:?]	[torshor:?]; [opchy:?]; feucht; nominal feuchtes Gut/Material; [qopchy:?]; feucht; nominal feuchtes Gut/Material; [opchor:?]; [dypchy:?]; [dchg:?]	7	6	0
f13r	f13r.2	H	A	1	1	10	s	S_MEDIAL	dchol chol dol shkchy ydal shy ykchy qoty daiin s y	Maß trockenen Materials | trocken; nominal trockenes Gut/Material | Materialmaß | [shkchy:?] | [ydal:?] | feucht am Anfang des Grades | [ykchy:?] | kalt am Anfang des Grades | Grad-/Maßwert III | [s:?] | Eintrag abgeschlossen	Maß trockenen Materials | trocken; nominal trockenes Gut/Material | Materialmaß | [shkchy:?] | [ydal:?] | feucht am Anfang des Grades | [ykchy:?] | kalt am Anfang des Grades | Grad-/Maßwert III | Samen-/Saatgutposten | Eintrag abgeschlossen	Maß trockenen Materials; trocken; nominal trockenes Gut/Material; Materialmaß; [shkchy:?]; [ydal:?]; feucht am Anfang des Grades; [ykchy:?]; kalt am Anfang des Grades; Grad-/Maßwert III; [s:?].	Maß trockenen Materials; trocken; nominal trockenes Gut/Material; Materialmaß; [shkchy:?]; [ydal:?]; feucht am Anfang des Grades; [ykchy:?]; kalt am Anfang des Grades; Grad-/Maßwert III; Samen-/Saatgutposten.	4	3	0
f13r	f13r.3	H	A	1	1	1	s	S_BOS	s y dchor shaiin oeees ykor chor ytshy ykchy kchy dar	[s:?] | Eintragsteil abgeschlossen | [dchor:?] | feucht, Grad III | [oeees:?] | [ykor:?] | Pflanzen-/Reproduktionsteil | [ytshy:?] | [ykchy:?] | heiß und trocken am Anfang des Grades | abgemessene Fraktion I	Samen-/Saatgutposten | Eintragsteil abgeschlossen | [dchor:?] | feucht, Grad III | [oeees:?] | [ykor:?] | Pflanzen-/Reproduktionsteil | [ytshy:?] | [ykchy:?] | heiß und trocken am Anfang des Grades | abgemessene Fraktion I	[s:?]; [dchor:?]; feucht, Grad III; [oeees:?]; [ykor:?]; Pflanzen-/Reproduktionsteil; [ytshy:?]; [ykchy:?]; heiß und trocken am Anfang des Grades; abgemessene Fraktion I	Samen-/Saatgutposten:; [dchor:?]; feucht, Grad III; [oeees:?]; [ykor:?]; Pflanzen-/Reproduktionsteil; [ytshy:?]; [ykchy:?]; heiß und trocken am Anfang des Grades; abgemessene Fraktion I	6	5	0
f13r	f13r.7	H	A	1	1	4	dy	DY_MEDIAL	dchy qoky chol dy qoy d oldy okchor doaiin	[dchy:?] | heiß am Anfang des Grades | trocken; nominal trockenes Gut/Material | [dy:?] | [qoy:?] | [d:?] | [oldy:?] | [okchor:?] | [doaiin:?]	[dchy:?] | heiß am Anfang des Grades | trocken; nominal trockenes Gut/Material | Qualitäts-/Wertfeld geschlossen | [qoy:?] | [d:?] | [oldy:?] | [okchor:?] | [doaiin:?]	[dchy:?]; heiß am Anfang des Grades; trocken; nominal trockenes Gut/Material; [dy:?]; [qoy:?]; [d:?]; [oldy:?]; [okchor:?]; [doaiin:?]	[dchy:?]; heiß am Anfang des Grades; trocken; nominal trockenes Gut/Material; [qoy:?]; [d:?]; [oldy:?]; [okchor:?]; [doaiin:?]	7	6	0
f13r	f13r.8	H	A	1	1	5	s	S_MEDIAL	shochy qokchy torchy k s okchey daiin	[shochy:?] | heiß und trocken am Anfang des Grades | [torchy:?] | [k:?] | [s:?] | heiß-trockener Ansatz in der Mitte des Grades | Grad-/Maßwert III	[shochy:?] | heiß und trocken am Anfang des Grades | [torchy:?] | [k:?] | Samen-/Saatgutposten | heiß-trockener Ansatz in der Mitte des Grades | Grad-/Maßwert III	[shochy:?]; heiß und trocken am Anfang des Grades; [torchy:?]; [k:?]; [s:?]; heiß-trockener Ansatz in der Mitte des Grades; Grad-/Maßwert III	[shochy:?]; heiß und trocken am Anfang des Grades; [torchy:?]; [k:?]; Samen-/Saatgutposten; heiß-trockener Ansatz in der Mitte des Grades; Grad-/Maßwert III	4	3	0
