occurrence_id	page	locus	ordinal	surface	position	reader_exact	split_normalized	all_present_exact	zl3b_line	it2a_line	rf1b_line	semantic_scope	claim_boundary
G660-T082	f11r	f11r.6	3	s	MEDIAL	1	1	0	odl d s y otol chaiin ykchor dair chody cthy s daiin	odl ds y otol chaiin ykchor dair chody cthy s daiin	odl dsy otol chaiin ykchor dair chody cthy s daiin	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T083	f11r	f11r.6	11	s	MEDIAL	0	0	0	odl d s y otol chaiin ykchor dair chody cthy s daiin	odl ds y otol chaiin ykchor dair chody cthy s daiin	odl dsy otol chaiin ykchor dair chody cthy s daiin	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T084	f11r	f11r.7	4	dy	EOS	1	1	1	qotchy okchol cthy dy	qotchy okchol cthy dy	qotchy okchol cthy dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T085	f11v	f11v.2	2	dy	MEDIAL	1	1	0	shol dy chckhy shcthy daiin dam ykchy dain dchy	shol dy chckhy shcthy daiin dam ykchy dain dchy	shol dy chckhy shcthy daiin dam ytchy dain dchy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T086	f11v	f11v.3	2	dy	MEDIAL	1	1	0	otchor dy kchy tchy ar qokchd oky choldy dy	otchor dy kchy tchy ar qokchd oky chol dy dy	otchor dy kchy tchy ar qokchd oky choldydy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T087	f11v	f11v.3	9	dy	EOS	0	0	0	otchor dy kchy tchy ar qokchd oky choldy dy	otchor dy kchy tchy ar qokchd oky chol dy dy	otchor dy kchy tchy ar qokchd oky choldydy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T088	f11v	f11v.6	5	dy	MEDIAL	0	0	0	soydy qoteey qot chor dy ddy cthor shy arg	soydy qoteey qotchor dy ddy cthor shy arg	soydy qoteey qot chor y ddy cthor shy arg	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T089	f11v	f11v.7	5	s	MEDIAL	0	0	0	ycheor ksho dor cthey s chold	ycheor ksho dor cthey schold	ycheor ksho dor cthey s chold	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T090	f13r	f13r.1	4	dy	MEDIAL	1	1	0	torshor opchy shol dy qopchy shol opchor dypchy dchg	torshor opchy shol dy qopchy shol opchor dypchy dchm	torshor opchy ol dy qopchy shol opchor dypchy dchg	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T091	f13r	f13r.2	10	s	MEDIAL	1	1	0	dchol chol dol shkchy ydal shy ykchy qoty daiin s y	dchol chol dol shkchy ydal shy ykchy qotey daiin s y	dchol chol dol shkchy ydal shy ykchy qothy aiin s y	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T092	f13r	f13r.3	1	s	BOS	1	1	0	s y dchor shaiin oeees ykor chor ytshy ykchy kchy dar	s y dchor shaiin oeees ykor chor ytshy ykchy kchy dar	s dchor shaiin oeees ykor chor ytshy ykchy kchy dar	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T093	f13r	f13r.7	4	dy	MEDIAL	1	1	0	dchy qoky chol dy qoy d oldy okchor doaiin	dchy qoky chol dy qokhy d oldy okchor doaiin	dchy qoky chol dy qoy d oldy okchor doaiin	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T094	f13r	f13r.8	5	s	MEDIAL	1	1	0	shochy qokchy torchy k s okchey daiin	shochy qokchy torchy kccky s okchey daiin	shochy qokchy torchy k s okchey daiin	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T095	f13v	f13v.10	5	kchor	MEDIAL	1	1	0	y ol chy kchey kchor dal	y ol chy kchey kchor dal	yol chy kchey kchor dal	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T096	f13v	f13v.4	3	s	MEDIAL	0	0	0	o l s chey okos oaiin okshy qo	ols chey okos oaiin okshy qocky	ols chey okos oaiin okshy qo	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T097	f13v	f13v.6	4	dy	MEDIAL	1	1	0	foldaiin olcphy shol dy oty shor qotyd dairod	foldaiin olcphy shol dy oty shor qotyd dairo d	foldaiin olcphy shol dy oty shor qotyd dairod	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T098	f14r	f14r.10	6	dy	MEDIAL	1	1	0	qotchor chod shoty chody dol dy dy okchydy	qotchor chod shoty chody dol dy dy okchy dy	qotchor chod shoty chody dol dy dy okchy dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T099	f14r	f14r.10	7	dy	MEDIAL	1	1	0	qotchor chod shoty chody dol dy dy okchydy	qotchor chod shoty chody dol dy dy okchy dy	qotchor chod shoty chody dol dy dy okchy dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T100	f14r	f14r.11	3	dy	MEDIAL	1	1	0	dchokchy schol dy shey dar qoty ykeeyky	dchokchy schol dy shey dar qoty ykeey ky	dchokch schol dy shey dar qoty ykeey ky	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T101	f14r	f14r.3	3	kchor	MEDIAL	1	1	1	ydaiin olchy kchor daiin olol	ydaiin olchy kchor daiin olol	ydaiin olchy kchor daiin olol	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T102	f14r	f14r.8	6	s	EOS	1	1	0	soshy chol shor cheos ykaiin s	soshy fchol shor cheor ykaiin s	soshy kchol shor cheor kaiin s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T103	f14r	f14r.9	9	dy	EOS	0	0	0	sody chody otchody qotchy koiin sy sho ty dy	sody chody otchody qotchy koiin sy shoty dy	sody chody otchody qotchykoiin sy sho tydy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T104	f14v	f14v.1	4	dy	MEDIAL	1	1	0	pdychoiin yfodain otyshy dy ypchor daiin kol ydain	pdychoiin yfodain otyshy dy ypchor daiin kol ydain	pdychoiin yfodain otyy dy ypchor daiin kol ydain	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T105	f14v	f14v.3	2	dy	MEDIAL	0	0	0	ychy dy daiin chcthy yk ykaiin dytchy y ky dy	ychy dy daiin chcthy ykykaiin dytchy ykchy ky dy	ychydy daiin chcthy ytykaiin dytchy y kydy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T106	f14v	f14v.3	10	dy	EOS	0	0	0	ychy dy daiin chcthy yk ykaiin dytchy y ky dy	ychy dy daiin chcthy ykykaiin dytchy ykchy ky dy	ychydy daiin chcthy ytykaiin dytchy y kydy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T107	f14v	f14v.6	5	dy	MEDIAL	0	0	0	qoty choky cthy chokchy dy dy dy chckhy dchyd n	qoty choky cthy chokchy dydydy chckhy dchyd n	qo ty choky cthy chokchy dydydy chckhy dchyd n	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T108	f14v	f14v.6	6	dy	MEDIAL	0	0	0	qoty choky cthy chokchy dy dy dy chckhy dchyd n	qoty choky cthy chokchy dydydy chckhy dchyd n	qo ty choky cthy chokchy dydydy chckhy dchyd n	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T109	f14v	f14v.6	7	dy	MEDIAL	0	0	0	qoty choky cthy chokchy dy dy dy chckhy dchyd n	qoty choky cthy chokchy dydydy chckhy dchyd n	qo ty choky cthy chokchy dydydy chckhy dchyd n	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T110	f15r	f15r.5	7	dy	EOS	1	1	1	qotchy r shor cthy daiin cthy dy	qotchy r shor cthy daiin cthy dy	qotchy r shor cthy daiin cthy dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T111	f15r	f15r.8	4	s	MEDIAL	0	0	0	shocthy tol kaiin s dain ctholy	shocthy tol kaiin s dain ctholy	shocthy tolkaiinr dain ctholy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T112	f15r	f15r.9	6	s	MEDIAL	0	0	0	octhain qokaiin chos odaiin cthl s y	octhain qokaiin chos odaiin cthl s y	octhain qokaiin chos odaiin cthls y	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T113	f15v	f15v.5	6	s	EOS	1	1	0	otchor chor chor ytchor cthy s	otchor chor chor ytchor cthy s	otchor chor char ytchor cthy s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T114	f15v	f15v.7	5	s	MEDIAL	1	1	0	y choiin sho chy s chy tor ols	coy choiin sho s chy s chy tor ols	y choiir sho n chy s chy tor ols	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T115	f16r	f16r.1	8	dy	MEDIAL	1	1	1	pocheody qopchey sykaiin opchy dor ychy daiin dy chor orom	pocheody qopchey sykaiin opchy dor ychy daiin dy chor orom	pocheody qopchey sykaiin opchy dor ychy daiin dy chor orom	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T116	f16r	f16r.12	1	dy	BOS	0	0	0	dy cho kchy shcthy shtshy sho tchokyd	dychokchy shcthy shtshy sho tchokyd	dychokchy shcthy shtshy sho tchokyd	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T117	f16r	f16r.13	3	dy	MEDIAL	1	1	0	qokor dl dy shey	qokchor dl dy shey	qokor dl dy shey	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T118	f16r	f16r.7	5	s	MEDIAL	0	0	0	daiin dalchy dyky schy s aiin doal qoky	daiin dalchy dyky schy saiin doal qoky	daiin dalchy dyky schy s aiin doal qoky	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T119	f16v	f16v.1	5	s	MEDIAL	0	0	0	pchroiin otchor chpchol chpchey s pchoy	pchraiin otchor chpchol chpchey s pchocty	pchr iin otchor chpchol chpchey spchoy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T120	f16v	f16v.10	3	dy	MEDIAL	0	0	0	qokchy chy dy ykchy chckhy otain cthor cthy	qokchy chydy ykchy chckhy otain cthor cthy	qokchy chydy ykchy chckhy otain cthor cthy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T121	f16v	f16v.3	2	dy	MEDIAL	1	1	0	ykchy dy choy qoty chy kchy koshet	ykchy dy choy qoty chy kchy koshet	ykchy dy choy qoty chykchy koshet	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T122	f17v	f17v.1	6	dy	EOS	0	0	0	pchodol chor pchy opydaiin odal dy	pchodol chor fchy opydaiin odaldy	pchodol chor fchy opydaiin odaldy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T123	f17v	f17v.4	1	kchor	BOS	1	1	1	kchor fchol cphol olcheol okeeey	kchor fchol cphol olcheol okeeey	kchor fchol cphol olcheol okeeey	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T124	f17v	f17v.7	6	s	MEDIAL	1	1	1	sor chkeey poiis cheor os s aiin	sor chkeey poiis cheor os s aiin	sor chkeey poiis cheor os s aiin	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T125	f17v	f17v.8	4	dy	MEDIAL	1	1	1	qokeey kchar ol dy choldaiin sy	qokeey kchar ol dy choldaiin sy	qokeey kchar ol dy choldaiin sy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T126	f18r	f18r.2	6	dy	MEDIAL	1	1	0	otshol qokchol chykchy okchal daiin dy chol dain	otshol qokchol chykchy okchal daiin dy chol diiin	otshol qokchol chykchy okchal daiin dy chol diiin	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T127	f18r	f18r.3	7	dy	MEDIAL	1	1	0	qokchor chor ey or chey qokchol dy ytcharg	qokchor chor chckhy orchey qokchol dy ytchar g	qokchor chor ckhy orchey qokchol dy ytcharg	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T128	f18r	f18r.6	2	kchor	MEDIAL	1	1	1	ychy kchor dair ytol chcthy dar dar dal	ychy kchor dair ytol chcthy dar dar dal	ychy kchor dair ytol chcthy dar dar dal	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T129	f18r	f18r.8	5	dy	MEDIAL	0	0	0	qokchor ckhol olody okal dy dary	qokchor ckhol olody okaldy dary	qokchor ckhol ol dy okal dy dary	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T130	f18v	f18v.2	8	s	MEDIAL	1	1	1	qoeees or oaiin shy okshy qokchy qokchy s g	qoeees or oaiin shy okshy qokchy qokchy s g	qoeees or oaiin shy okshy qokchy qokchy s g	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T131	f18v	f18v.6	6	s	MEDIAL	1	1	1	qotor chor otchy qokeees chy s ar ykar	qotor chor otchy qokeees chy s ar ykar	qotor chor otchy qokeees chy s ar ykar	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T132	f18v	f18v.7	8	dy	EOS	1	1	1	ychol dor chod qokol daiin qokol dar dy	ychol dor chod qokol daiin qokol dar dy	ychol dor chod qokol daiin qokol dar dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T133	f18v	f18v.9	6	dy	EOS	1	1	1	okchor qotchy qokchy ytol doky dy	okchor qotchy qokchy ytol doky dy	okchor qotchy qokchy ytol doky dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T134	f19r	f19r.1	4	dy	MEDIAL	0	0	0	pchor qodchy qotshy dy tchy qotchy qoky daiin dchydy	pchor qodchy qotshy dy tchy qotchy qoky daiin dchydy	pchor qodchy qotshy d tchy qotchy qok daiin dchydy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T135	f19r	f19r.4	5	kchor	EOS	1	1	1	qokorar daiin chckhy shy kchor	qokorar daiin chckhy shy kchor	qokorar daiin chckhy shy kchor	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T136	f19r	f19r.9	2	dy	MEDIAL	1	1	0	qotchor dy dor y tchy kchy shdaiin	qotchor dy dor y tchykchy shdaiin	qotchor dy dor y tchykchy shdaiin	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T137	f19v	f19v.10	6	okchan	EOS	1	1	0	daiin chor daiin qokor y okchan	daiin chor daiin qokor y okchan	daiin chor daiin qokor okchan	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T138	f19v	f19v.6	2	kchor	MEDIAL	1	1	1	ychoy kchor cthol chocthy s	ychoy kchor cthol chocthy s	ychoy kchor cthol chocthy s	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T139	f19v	f19v.6	5	s	EOS	1	1	1	ychoy kchor cthol chocthy s	ychoy kchor cthol chocthy s	ychoy kchor cthol chocthy s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T140	f20v	f20v.5	9	dy	EOS	1	1	0	tshol folchol otor shol shor fshodchy otchy chcphy dy	tshol folchol otor shol shos fshodchy otchy chcphy dy	tshol folchol otor shol shos fshodchy otchy chcphy dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T141	f20v	f20v.7	7	s	MEDIAL	1	1	0	shocthy sho cthy daiin sheoy tey s soaiin	shocthy sho cthy daiin sheoy tey s soaiin	shocthy o cthy daiin eoy tey s soaiin	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T142	f20v	f20v.8	8	s	EOS	1	1	0	shain choraly sho ar chy daiin d s	shain choraly sho ar chy daiin d s	ain choraly sho ar chy daiin d s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T143	f21r	f21r.3	10	dy	EOS	1	1	0	qotol shy o l cheor chy qokchey chey keey dy	qotol shy ol cheor chy qokchey chey keey dy	qotolshy o l cheor chy qokchey chey keey dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T144	f21r	f21r.9	9	s	EOS	1	1	0	okaiin sho tshaiin chkaiin sh cthey cthody cthy s	okaiin sho tshaiin chkaiin shcthey cthody cthy s	okaiin sho tshaiin chkaiin sh cthey cthody cthy s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T145	f21v	f21v.7	7	s	MEDIAL	1	1	0	ykcho lchol cho l chaiin otchy s sheaiin	ykcho lchol cholchaiin otchy s sheaiin	ykcho lchol cholchaiin otchy s sheaiin	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T146	f22r	f22r.1	10	s	MEDIAL	0	0	0	pol olshy fcholy shol dpchy oty okoly daiin opchy s ocphy	pol olshy fcholy shol dpchy oty okoly daiin opchy s ocphy	pol olshy fcholy shol dpchy oty okoly daiin opchys ocphy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T147	f22r	f22r.10	8	dy	MEDIAL	1	1	1	kchol chor daiin cthoiin dchor chey qokol dy opchol oldam	kchol chor daiin cthoiin dchor chey qokol dy opchol oldam	kchol chor daiin cthoiin dchor chey qokol dy opchol oldam	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T148	f22r	f22r.13	2	dy	MEDIAL	0	0	0	dchor dy dain qockhy ykol okain	dchor dydain qockhy ykalokain	dchor d dain qockhy ykolokain	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T149	f22v	f22v.10	3	s	MEDIAL	1	1	1	qokchy daiin s or ytal	qokchy daiin s or ytal	qokchy daiin s or ytal	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T150	f22v	f22v.11	3	dy	EOS	1	1	1	sokaiin oty dy	sokaiin oty dy	sokaiin oty dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T151	f23r	f23r.10	4	s	MEDIAL	1	1	0	qok okaiin chkchy s yteain odal chal dy dar ykain	qok okaiin chkchy s yteair odal chal dy dar ykain	qok okaiin chkchy s yteain odal chaldy dar ykain	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T152	f23r	f23r.10	8	dy	MEDIAL	0	0	0	qok okaiin chkchy s yteain odal chal dy dar ykain	qok okaiin chkchy s yteair odal chal dy dar ykain	qok okaiin chkchy s yteain odal chaldy dar ykain	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T153	f23r	f23r.8	8	s	MEDIAL	1	1	0	qokshy char daiir qokaiin olol qoaiin ykchy s dal okchy	qokshy char daiir qokaiin olol qoaiin ykchy s diil okchy	qokshy char daiir qokaiin olol qoaiin ykchy s dal okchy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T154	f23r	f23r.9	5	dy	MEDIAL	0	0	0	okol ok shy qokol dy dal dshe qokeees y oly daiin dal	okol ok shy qokol dy dal dshe qokeees y oly daiin dal	okol okshy qokoldy d l she qokeees y oly daiin dal	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T155	f23v	f23v.1	5	dy	MEDIAL	0	0	0	podairol odaiiily sho al dy opchol otol ol chcphy qotchar s	podairol odaiiily shoaldy opchol otol ol chcphy qotchar s	podairol odaiiily shoaldy opchol otol ol chcphy qotchar s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T156	f23v	f23v.1	11	s	EOS	1	1	0	podairol odaiiily sho al dy opchol otol ol chcphy qotchar s	podairol odaiiily shoaldy opchol otol ol chcphy qotchar s	podairol odaiiily shoaldy opchol otol ol chcphy qotchar s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T157	f24r	f24r.1	5	opchar	MEDIAL	1	1	0	por or y chor opchar she cheol daiin or	porory chor opchar she cheol daiin or	porory chor opchar she cheol daiin or	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T158	f24r	f24r.10	4	s	MEDIAL	1	1	0	qor cfhar chor s am chotaiin dy	qor cfhar chor s am chotaiin dy	q r cfhar chor s am chotaiin y	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T159	f24r	f24r.10	7	dy	EOS	0	0	0	qor cfhar chor s am chotaiin dy	qor cfhar chor s am chotaiin dy	q r cfhar chor s am chotaiin y	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T160	f24r	f24r.13	3	s	MEDIAL	1	1	0	oees ol s chey chcth s ar	oees ol s chey chcth sar	oees ol s chey chcth s r	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T161	f24r	f24r.13	6	s	MEDIAL	0	0	0	oees ol s chey chcth s ar	oees ol s chey chcth sar	oees ol s chey chcth s r	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T162	f24r	f24r.15	5	s	EOS	1	1	1	ockhoees oeees ol dal s	ockhoees oeees ol dal s	ockhoees oeees ol dal s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T163	f24r	f24r.18	5	s	EOS	1	1	0	ycheol chol daiin chol s	y cheol chol daiin chol s	ycheol chol daiin chol s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T164	f24r	f24r.7	4	s	MEDIAL	1	1	0	q kar chtar s cheor cthol qodol	qekar chtar s cheor cthol qodol	q kar chtar s cheor cthol qodol	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T165	f24r	f24r.8	2	s	MEDIAL	1	1	1	ychor s om qoear daiin qokeol	ychor s om qoear daiin qokeol	ychor s om qoear daiin qokeol	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T166	f24v	f24v.14	5	dy	EOS	1	1	0	doiir cheeodam sho sho dy	doiir cheekdam sho sho dy	doiir cheeodam sho sho dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T167	f25r	f25r.3	5	s	MEDIAL	1	1	0	qotchy qotshy cheesees sheear s chain daiin chain dan	qotchy qotshy cheesees sheear s chain daiin chain dein	qotchy qotshy cheesees sheear s chain daiin chain dein	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T168	f25r	f25r.4	5	s	MEDIAL	1	1	1	dchckhy shocthy ytchey cthor s chan chaiin qotchain	dchckhy shocthy ytchey cthor s chan chaiin qotchain	dchckhy shocthy ytchey cthor s chan chaiin qotchain	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T169	f25v	f25v.2	5	s	MEDIAL	1	1	1	dchor cthor chor daiin s okeeaiin daiin ckhey daiin	dchor cthor chor daiin s okeeaiin daiin ckhey daiin	dchor cthor chor daiin s okeeaiin daiin ckhey daiin	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T170	f25v	f25v.3	2	kchor	MEDIAL	1	1	0	orcho kchor chol daiin shcfho r daiin dshey daiity	orcho kchor chol daiin shcfhor daiin dshey daiity	o cho kchor chol daiin shcfhordaiin dshey daiity	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T171	f25v	f25v.6	9	s	EOS	1	1	0	qokcho r ochy qotchy qotoral cho chain deeaiir s	qokcho r ochy qotchy qokoral cho chain deeaiir s	qokcho ochy qotchy qokoral cho chain deeaiir s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T172	f26r	f26r.2	7	dy	MEDIAL	1	1	0	dchey aiin adeeody ykecthey chedy ytedy dy checthedy ls	dchey aiin adeeody ykecthhy chedy ytedy dy checthedy lr	dchey daiin deeody ykey che y ytedy dy checthe y lr	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T173	f26r	f26r.3	10	s	MEDIAL	1	1	0	oaiin shcthy cthedy oloy ykeedy olchedy dal y sheey s aiin s	oaiin shcthy eteeda oloy ykeedy olchedy gal y sheey saiin s	oaiin shcthy cthedy oloy ykee y olchedy al y sheey saiin s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T174	f26r	f26r.3	12	s	EOS	0	0	0	oaiin shcthy cthedy oloy ykeedy olchedy dal y sheey s aiin s	oaiin shcthy eteeda oloy ykeedy olchedy gal y sheey saiin s	oaiin shcthy cthedy oloy ykee y olchedy al y sheey saiin s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T175	f26r	f26r.4	9	s	MEDIAL	1	1	0	qokedy cheos ytedy qokedy ytedy chekedy daiin odam s aldy	qokedy cheos ytedy qokedy ytedy chekedy daiin odam s aldy	qokedy cheos ytedy qokedy yte y cheke y daiin odam s aldy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T176	f26r	f26r.5	5	s	MEDIAL	0	0	0	saiin shedy eedy eedy s chy daiin cthedy qokeedy qokedy cthey	haiin shedy eedy eedy schy daiin cthedy qokeedy qokedy cthhy	saiin shedy ch y chdy schy daiin cthedy qokeedy qoke y y	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T177	f26r	f26r.7	6	s	MEDIAL	1	1	0	pcho qokedy dar sheo ypchseds s aiin sha p chedyfchy dalchedy sar	pcho qokedy dar sheo ypchseds s aiin shapchedyfeey dalchedy sas	pcho qokedy dar sheo ypchseds s aiin shapchedyfchy dalchedy sar	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T178	f26r	f26r.8	5	s	MEDIAL	1	1	0	daiin shedy qokeedy qoteedar s ok ol ytedy qokeedy qokedy	daiin shedy qokeedy qoteedar s ok ol otedy qokchdy qokedy	daiin she y qokeedy qotee ar s ok ol yte y qokee y qoke y	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
