record	at	word	reading	expanded	row_status
F83_P5	f83r.33:1	sy	⟦sy⟧	⟦sy⟧	recorded
F83_P5	f83r.33:2	s	⟦s⟧	⟦s⟧	recorded
F83_P5	f83r.33:3	aiin	⟦aiin⟧	⟦aiin⟧	recorded
F83_P5	f83r.33:4	sheekchy	⟦sheekchy⟧	⟦sheekchy⟧	recorded
F83_P5	f83r.33:5	qokey	⟦qokey⟧	⟦qokey⟧	recorded
F83_P5	f83r.33:6	sain	⟦sain⟧	⟦sain⟧	recorded
F83_P5	f83r.34:1	shky	⟦shky⟧	⟦shky⟧	recorded
F83_P5	f83r.34:2	lchedy	Gefäß	Gefäß	recorded
F83_P5	f83r.34:3	dolshed	⟦dolshed⟧	⟦dolshed⟧	recorded
F83_P5	f83r.34:4	qokchy	⟦qokchy⟧	⟦qokchy⟧	recorded
F83_P5	f83r.35:1	saiin	⟦saiin⟧	⟦saiin⟧	recorded
F83_P5	f83r.35:2	cheky	⟦cheky⟧	⟦cheky⟧	recorded
F83_P5	f83r.35:3	okeeol	⟦okeeol⟧	⟦okeeol⟧	recorded
F83_P5	f83r.35:4	okain	⟦okain⟧	⟦okain⟧	recorded
F83_P5	f83r.35:5	chdy	⟦chdy⟧	⟦chdy⟧	recorded
F83_P5	f83r.36:1	sor	⟦sor⟧	⟦sor⟧	recorded
F83_P5	f83r.36:2	aiin	⟦aiin⟧	⟦aiin⟧	recorded
F83_P5	f83r.36:3	shy	⟦shy⟧	⟦shy⟧	recorded
F83_P5	f83r.36:4	shey	⟦shey⟧	⟦shey⟧	recorded
F83_P5	f83r.36:5	lshedy	⟦lshedy⟧	⟦lshedy⟧	recorded
F83_P5	f83r.36:6	qoky	Ansatz aus ? in Gefäß@f83r.34:2 [Materialbezug=; Gefäßbezug=f83r.34:2; offen=material; Ergebnisbeleg=]	Ansatz aus ? in Gefäß@f83r.34:2 [offen=material]	recorded
F83_P5	f83r.37:1	sol	⟦sol⟧	⟦sol⟧	recorded
F83_P5	f83r.37:2	lkedy	⟦lkedy⟧	⟦lkedy⟧	recorded
F83_P5	f83r.37:3	lchedy	Gefäß	Gefäß	recorded
F83_P5	f83r.37:4	qokol	⟦qokol⟧	⟦qokol⟧	recorded
F83_P5	f83r.37:5	shedy	Material B	Material B	recorded
F83_P5	f83r.38:1	or	⟦or⟧	⟦or⟧	recorded
F83_P5	f83r.38:2	chey	⟦chey⟧	⟦chey⟧	recorded
F83_P5	f83r.38:3	qockhey	⟦qockhey⟧	⟦qockhey⟧	recorded
F83_P5	f83r.38:4	dairydy	⟦dairydy⟧	⟦dairydy⟧	recorded
F83_P5	f83r.39:1	qokain	⟦qokain⟧	⟦qokain⟧	recorded
F83_P5	f83r.39:2	shey	⟦shey⟧	⟦shey⟧	recorded
F83_P5	f83r.39:3	kain	⟦kain⟧	⟦kain⟧	recorded
F83_P5	f83r.39:4	chckhal	⟦chckhal⟧	⟦chckhal⟧	recorded
F83_P5	f83r.40:1	solchedy	⟦solchedy⟧	⟦solchedy⟧	recorded
F83_P5	f83r.40:2	olchedy	⟦olchedy⟧	⟦olchedy⟧	recorded
F83_P5	f83r.40:3	chedaiin	⟦chedaiin⟧	⟦chedaiin⟧	recorded
F83_P5	f83r.41:1	solkey	⟦solkey⟧	⟦solkey⟧	recorded
F83_P5	f83r.41:2	lchedy	Gefäß	Gefäß	recorded
F83_P5	f83r.41:3	qolkain	⟦qolkain⟧	⟦qolkain⟧	recorded
F83_P5	f83r.41:4	dal	⟦dal⟧	⟦dal⟧	recorded
F83_P5	f83r.42:1	sol	⟦sol⟧	⟦sol⟧	recorded
F83_P5	f83r.42:2	ol	⟦ol⟧	⟦ol⟧	recorded
F83_P5	f83r.42:3	chcthdy	⟦chcthdy⟧	⟦chcthdy⟧	recorded
F83_P5	f83r.42:4	l	⟦l⟧	⟦l⟧	recorded
F83_P5	f83r.42:5	chedy	erhitze Material B [Materialbezug=f83r.37:5; Gefäßbezug=; offen=; Ergebnisbeleg=]	erhitze Material B [Materialbezug=f83r.37:5; Gefäßbezug=; offen=; Ergebnisbeleg=]	recorded
F83_P5	f83r.42:6	lchdy	⟦lchdy⟧	⟦lchdy⟧	recorded
F83_P5	f83r.43:1	daiin	⟦daiin⟧	⟦daiin⟧	recorded
F83_P5	f83r.43:2	sheol	⟦sheol⟧	⟦sheol⟧	recorded
F83_P5	f83r.43:3	chedy	erhitze Material B [Materialbezug=f83r.37:5; Gefäßbezug=; offen=; Ergebnisbeleg=]	erhitze Material B [Materialbezug=f83r.37:5; Gefäßbezug=; offen=; Ergebnisbeleg=]	recorded
F83_P5	f83r.43:4	qotal	⟦qotal⟧	⟦qotal⟧	recorded
F83_P5	f83r.43:5	sar	⟦sar⟧	⟦sar⟧	recorded
F83_P5	f83r.44:1	skar	⟦skar⟧	⟦skar⟧	recorded
F83_P5	f83r.44:2	shedy	Material B	Material B	recorded
F83_Q1	f83r.47:1	otchdy	⟦otchdy⟧	⟦otchdy⟧	recorded
F83_Q1	f83r.47:2	qokchdy	⟦qokchdy⟧	⟦qokchdy⟧	recorded
F83_Q1	f83r.47:3	shedal	⟦shedal⟧	⟦shedal⟧	recorded
F83_Q1	f83r.48:1	dal	⟦dal⟧	⟦dal⟧	recorded
F83_Q1	f83r.48:2	cheol	⟦cheol⟧	⟦cheol⟧	recorded
F83_Q1	f83r.48:3	lol	⟦lol⟧	⟦lol⟧	recorded
F83_Q1	f83r.48:4	chdal	⟦chdal⟧	⟦chdal⟧	recorded
F83_Q1	f83r.48:5	aiin	⟦aiin⟧	⟦aiin⟧	recorded
F83_Q1	f83r.49:1	sol	⟦sol⟧	⟦sol⟧	recorded
F83_Q1	f83r.49:2	daiiin	⟦daiiin⟧	⟦daiiin⟧	recorded
F83_Q1	f83r.49:3	chedy	erhitze ? [Materialbezug=; Gefäßbezug=; offen=material; Ergebnisbeleg=]	erhitze ? [Materialbezug=; Gefäßbezug=; offen=material; Ergebnisbeleg=]	recorded
F83_Q2	f83r.52:1	solkeey	⟦solkeey⟧	⟦solkeey⟧	recorded
F83_Q2	f83r.52:2	qekey	⟦qekey⟧	⟦qekey⟧	recorded
F83_Q2	f83r.52:3	raly	⟦raly⟧	⟦raly⟧	recorded
F83_Q2	f83r.52:4	ol	⟦ol⟧	⟦ol⟧	recorded
F83_Q2	f83r.53:1	solchkal	⟦solchkal⟧	⟦solchkal⟧	recorded
F83_Q2	f83r.53:2	cheol	⟦cheol⟧	⟦cheol⟧	recorded
F83_Q2	f83r.53:3	qotar	⟦qotar⟧	⟦qotar⟧	recorded
F83_Q2	f83r.53:4	ol	⟦ol⟧	⟦ol⟧	recorded
F83_Q2	f83r.54:1	daiin	⟦daiin⟧	⟦daiin⟧	recorded
F83_Q2	f83r.54:2	ol	⟦ol⟧	⟦ol⟧	recorded
F83_Q2	f83r.54:3	dain	⟦dain⟧	⟦dain⟧	recorded
F83_Q2	f83r.54:4	chey	⟦chey⟧	⟦chey⟧	recorded
F83_Q2	f83r.54:5	ldalor	⟦ldalor⟧	⟦ldalor⟧	recorded
F83_Q2	f83r.55:1	sol	⟦sol⟧	⟦sol⟧	recorded
F83_Q2	f83r.55:2	rtain	⟦rtain⟧	⟦rtain⟧	recorded
F83_Q2	f83r.55:3	cthal	⟦cthal⟧	⟦cthal⟧	recorded
