unified_serial	section	page	unit_id	local_statement_or_locus	local_event_id	surface_display_only	reader_layer	portable_or_local_value_de	silent_owner_or_namespace	complete_local_instruction_de	section_role	handoff_status	exact_source_binding
154	BIOLOGICAL	f81v	B1	B1-S016	E154	qol	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	fort	gemeinsame zweireihige Figuren-/Beckenstation	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: anlegen → wirken lassen → absetzen lassen. Angaben: fort.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
155	BIOLOGICAL	f81v	B1	B1-S016	E155	cheedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze ab · schließe	gemeinsame zweireihige Figuren-/Beckenstation	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: anlegen → wirken lassen → absetzen lassen. Angaben: fort.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
156	BIOLOGICAL	f81v	B1	B1-S017	E156	sal	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	dorthin	gemeinsame zweireihige Figuren-/Beckenstation	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: umfüllen. Angaben: Ziel | kurz · fort.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
157	BIOLOGICAL	f81v	B1	B1-S017	E157	teol	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	kurz · fort	gemeinsame zweireihige Figuren-/Beckenstation	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: umfüllen. Angaben: Ziel | kurz · fort.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
158	BIOLOGICAL	f81v	B1	B1-S017	E158	dchdy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze um · schließe	gemeinsame zweireihige Figuren-/Beckenstation	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: umfüllen. Angaben: Ziel | kurz · fort.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
159	BIOLOGICAL	f81v	B1	B1-S018	E159	ly	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	führe · dies	gemeinsame zweireihige Figuren-/Beckenstation	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: führen → stehen lassen → auffangen und stehen lassen. Angaben: Gang · Sollstufe.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
160	BIOLOGICAL	f81v	B1	B1-S018	E160	dsheol	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	halte · kurz · fort	gemeinsame zweireihige Figuren-/Beckenstation	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: führen → stehen lassen → auffangen und stehen lassen. Angaben: Gang · Sollstufe.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
161	BIOLOGICAL	f81v	B1	B1-S018	E161	oiiin	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	Gang · Grad	gemeinsame zweireihige Figuren-/Beckenstation	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: führen → stehen lassen → auffangen und stehen lassen. Angaben: Gang · Sollstufe.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
162	BIOLOGICAL	f81v	B1	B1-S018	E162	olkeedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	fange auf · länger · schließe	gemeinsame zweireihige Figuren-/Beckenstation	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: führen → stehen lassen → auffangen und stehen lassen. Angaben: Gang · Sollstufe.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
163	BIOLOGICAL	f81v	B1	B1-S019	E163	tedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze ab · schließe	gemeinsame zweireihige Figuren-/Beckenstation	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: absetzen lassen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
164	BIOLOGICAL	f81v	B1	B1-S020	E164	cheky	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	wärme · kurz · dies	gemeinsame zweireihige Figuren-/Beckenstation	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: warm halten → zurückhalten.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
165	BIOLOGICAL	f81v	B1	B1-S020	E165	shckhedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	halte · Durchlass · kurz · schließe	gemeinsame zweireihige Figuren-/Beckenstation	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: warm halten → zurückhalten.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
166	BIOLOGICAL	f81v	B1	B1-S021	E166	chal	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	dorthin	gemeinsame zweireihige Figuren-/Beckenstation	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: NO_EXPLICIT_ACTION_CARD. Angaben: Ziel.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
167	BIOLOGICAL	f82r	B2	B2-S001	E167	dchedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze um · schließe	oberes Beckenpaar mit Zylinder	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: führe zur nächsten Station.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
168	BIOLOGICAL	f82r	B2	B2-S002	E168	qolchedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	fort · setze um · schließe	oberes Beckenpaar mit Zylinder	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: führe zur nächsten Station.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
169	BIOLOGICAL	f82r	B2	B2-S003	E169	qokain	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · Teil	oberes Beckenpaar mit Zylinder	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: gib einen Teil hinein → einwirken lassen. Angaben: dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
170	BIOLOGICAL	f82r	B2	B2-S003	E170	dy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	dies	oberes Beckenpaar mit Zylinder	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: gib einen Teil hinein → einwirken lassen. Angaben: dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
171	BIOLOGICAL	f82r	B2	B2-S003	E171	qokeedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · länger · schließe	oberes Beckenpaar mit Zylinder	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: gib einen Teil hinein → einwirken lassen. Angaben: dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
172	BIOLOGICAL	f82r	B2	B2-S004	E172	qokal	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · dorthin	oberes Beckenpaar mit Zylinder	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → durchleiten → führen + umsetzen → wirken lassen → durchleiten.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
173	BIOLOGICAL	f82r	B2	B2-S004	E173	lcheckhy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	führe · Durchlass · dies	oberes Beckenpaar mit Zylinder	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → durchleiten → führen + umsetzen → wirken lassen → durchleiten.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
174	BIOLOGICAL	f82r	B2	B2-S004	E174	lched	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	führe · setze um	oberes Beckenpaar mit Zylinder	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → durchleiten → führen + umsetzen → wirken lassen → durchleiten.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
175	BIOLOGICAL	f82r	B2	B2-S004	E175	qokeey	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · länger · dies	oberes Beckenpaar mit Zylinder	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → durchleiten → führen + umsetzen → wirken lassen → durchleiten.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
176	BIOLOGICAL	f82r	B2	B2-S004	E176	lcheckhedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	führe · Durchlass · kurz · schließe	oberes Beckenpaar mit Zylinder	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → durchleiten → führen + umsetzen → wirken lassen → durchleiten.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
177	BIOLOGICAL	f82r	B2	B2-S005	E177	qokaly	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · dorthin · dies	oberes Beckenpaar mit Zylinder	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → bis zum Maß auffangen → einleiten → einleiten → warm halten → abführen. Angaben: Durchlass · dies | Gang · bereit · kurz · fort.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
178	BIOLOGICAL	f82r	B2	B2-S005	E178	solkaiin	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	fange auf · Maß	oberes Beckenpaar mit Zylinder	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → bis zum Maß auffangen → einleiten → einleiten → warm halten → abführen. Angaben: Durchlass · dies | Gang · bereit · kurz · fort.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
179	BIOLOGICAL	f82r	B2	B2-S005	E179	chckhy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	Durchlass · dies	oberes Beckenpaar mit Zylinder	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → bis zum Maß auffangen → einleiten → einleiten → warm halten → abführen. Angaben: Durchlass · dies | Gang · bereit · kurz · fort.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
180	BIOLOGICAL	f82r	B2	B2-S005	E180	qokaiin	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · Maß	oberes Beckenpaar mit Zylinder	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → bis zum Maß auffangen → einleiten → einleiten → warm halten → abführen. Angaben: Durchlass · dies | Gang · bereit · kurz · fort.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
181	BIOLOGICAL	f82r	B2	B2-S005	E181	qokaiin	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · Maß	oberes Beckenpaar mit Zylinder	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → bis zum Maß auffangen → einleiten → einleiten → warm halten → abführen. Angaben: Durchlass · dies | Gang · bereit · kurz · fort.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
182	BIOLOGICAL	f82r	B2	B2-S005	E182	octheol	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	Gang · bereit · kurz · fort	oberes Beckenpaar mit Zylinder	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → bis zum Maß auffangen → einleiten → einleiten → warm halten → abführen. Angaben: Durchlass · dies | Gang · bereit · kurz · fort.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
183	BIOLOGICAL	f82r	B2	B2-S005	E183	chkeey	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	wärme · länger · dies	oberes Beckenpaar mit Zylinder	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → bis zum Maß auffangen → einleiten → einleiten → warm halten → abführen. Angaben: Durchlass · dies | Gang · bereit · kurz · fort.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
184	BIOLOGICAL	f82r	B2	B2-S005	E184	ldy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	führe · schließe	oberes Beckenpaar mit Zylinder	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → bis zum Maß auffangen → einleiten → einleiten → warm halten → abführen. Angaben: Durchlass · dies | Gang · bereit · kurz · fort.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
185	BIOLOGICAL	f82r	B2	B2-S006	E185	oteey	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	danach · länger · dies	oberes Beckenpaar mit Zylinder	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → zurückhalten → setze dies ein. Angaben: danach · länger · dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
186	BIOLOGICAL	f82r	B2	B2-S006	E186	qokal	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · dorthin	oberes Beckenpaar mit Zylinder	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → zurückhalten → setze dies ein. Angaben: danach · länger · dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
187	BIOLOGICAL	f82r	B2	B2-S006	E187	sheckhy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	halte · kurz · Durchlass · dies	oberes Beckenpaar mit Zylinder	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → zurückhalten → setze dies ein. Angaben: danach · länger · dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
188	BIOLOGICAL	f82r	B2	B2-S006	E188	qoky	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · dies	oberes Beckenpaar mit Zylinder	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → zurückhalten → setze dies ein. Angaben: danach · länger · dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
189	BIOLOGICAL	f82r	B2	B2-S007	E189	dshedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	halte · kurz · schließe	mittleres linkes Handgerät mit Inline-Knoten	Bildbesitzer: mittleres linkes Handgerät mit Inline-Knoten. Folge: ruhen lassen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
190	BIOLOGICAL	f82r	B2	B2-S008	E190	sotaiin	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	danach · Maß	mittleres linkes Handgerät mit Inline-Knoten	Bildbesitzer: mittleres linkes Handgerät mit Inline-Knoten. Folge: gib davon nach Maß zu → absetzen lassen. Angaben: danach · Maß.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
191	BIOLOGICAL	f82r	B2	B2-S008	E191	qokar	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · davon	mittleres linkes Handgerät mit Inline-Knoten	Bildbesitzer: mittleres linkes Handgerät mit Inline-Knoten. Folge: gib davon nach Maß zu → absetzen lassen. Angaben: danach · Maß.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
192	BIOLOGICAL	f82r	B2	B2-S008	E192	shedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze ab · schließe	mittleres linkes Handgerät mit Inline-Knoten	Bildbesitzer: mittleres linkes Handgerät mit Inline-Knoten. Folge: gib davon nach Maß zu → absetzen lassen. Angaben: danach · Maß.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
193	BIOLOGICAL	f82r	B2	B2-S009	E193	solshedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	fort · halte · kurz · schließe	mittleres linkes Handgerät mit Inline-Knoten	Bildbesitzer: mittleres linkes Handgerät mit Inline-Knoten. Folge: ruhen lassen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
194	BIOLOGICAL	f82r	B2	B2-S010	E194	qokeey	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · länger · dies	mittleres linkes Handgerät mit Inline-Knoten	Bildbesitzer: mittleres linkes Handgerät mit Inline-Knoten. Folge: wirken lassen → setze dies ein → stehen lassen. Angaben: weiter.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
195	BIOLOGICAL	f82r	B2	B2-S010	E195	qoky	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · dies	mittleres linkes Handgerät mit Inline-Knoten	Bildbesitzer: mittleres linkes Handgerät mit Inline-Knoten. Folge: wirken lassen → setze dies ein → stehen lassen. Angaben: weiter.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
196	BIOLOGICAL	f82r	B2	B2-S010	E196	ls	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	fort	mittleres linkes Handgerät mit Inline-Knoten	Bildbesitzer: mittleres linkes Handgerät mit Inline-Knoten. Folge: wirken lassen → setze dies ein → stehen lassen. Angaben: weiter.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
197	BIOLOGICAL	f82r	B2	B2-S010	E197	cheey	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	halte · länger · dies	mittleres linkes Handgerät mit Inline-Knoten	Bildbesitzer: mittleres linkes Handgerät mit Inline-Knoten. Folge: wirken lassen → setze dies ein → stehen lassen. Angaben: weiter.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
198	BIOLOGICAL	f82r	B2	B2-S011	E198	okain	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · Teil	mittlere rechte unklare Station	Bildbesitzer: mittlere rechte unklare Station. Folge: gib einen Teil hinein → gib einen Teil hinein → einwirken lassen. Angaben: davon.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
199	BIOLOGICAL	f82r	B2	B2-S011	E199	char	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	davon	mittlere rechte unklare Station	Bildbesitzer: mittlere rechte unklare Station. Folge: gib einen Teil hinein → gib einen Teil hinein → einwirken lassen. Angaben: davon.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
200	BIOLOGICAL	f82r	B2	B2-S011	E200	okain	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · Teil	mittlere rechte unklare Station	Bildbesitzer: mittlere rechte unklare Station. Folge: gib einen Teil hinein → gib einen Teil hinein → einwirken lassen. Angaben: davon.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
201	BIOLOGICAL	f82r	B2	B2-S011	E201	qokeedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · länger · schließe	mittlere rechte unklare Station	Bildbesitzer: mittlere rechte unklare Station. Folge: gib einen Teil hinein → gib einen Teil hinein → einwirken lassen. Angaben: davon.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
202	BIOLOGICAL	f82r	B2	B2-S012	E202	lchy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	führe · ziehe ab · dies	mittlere rechte unklare Station	Bildbesitzer: mittlere rechte unklare Station. Folge: führen + abnehmen → stehen lassen → wirken lassen → führen → setze voll an; schließe. Angaben: bereit · kurz · dies | Maß | dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
203	BIOLOGICAL	f82r	B2	B2-S012	E203	cheey	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	halte · länger · dies	mittlere rechte unklare Station	Bildbesitzer: mittlere rechte unklare Station. Folge: führen + abnehmen → stehen lassen → wirken lassen → führen → setze voll an; schließe. Angaben: bereit · kurz · dies | Maß | dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
204	BIOLOGICAL	f82r	B2	B2-S012	E204	qcthey	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	bereit · kurz · dies	mittlere rechte unklare Station	Bildbesitzer: mittlere rechte unklare Station. Folge: führen + abnehmen → stehen lassen → wirken lassen → führen → setze voll an; schließe. Angaben: bereit · kurz · dies | Maß | dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
205	BIOLOGICAL	f82r	B2	B2-S012	E205	qokeey	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · länger · dies	mittlere rechte unklare Station	Bildbesitzer: mittlere rechte unklare Station. Folge: führen + abnehmen → stehen lassen → wirken lassen → führen → setze voll an; schließe. Angaben: bereit · kurz · dies | Maß | dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
206	BIOLOGICAL	f82r	B2	B2-S012	E206	lcheey	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	führe · länger · dies	mittlere rechte unklare Station	Bildbesitzer: mittlere rechte unklare Station. Folge: führen + abnehmen → stehen lassen → wirken lassen → führen → setze voll an; schließe. Angaben: bereit · kurz · dies | Maß | dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
207	BIOLOGICAL	f82r	B2	B2-S012	E207	daiin	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	Maß	mittlere rechte unklare Station	Bildbesitzer: mittlere rechte unklare Station. Folge: führen + abnehmen → stehen lassen → wirken lassen → führen → setze voll an; schließe. Angaben: bereit · kurz · dies | Maß | dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
208	BIOLOGICAL	f82r	B2	B2-S012	E208	chey	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	dies	mittlere rechte unklare Station	Bildbesitzer: mittlere rechte unklare Station. Folge: führen + abnehmen → stehen lassen → wirken lassen → führen → setze voll an; schließe. Angaben: bereit · kurz · dies | Maß | dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
209	BIOLOGICAL	f82r	B2	B2-S012	E209	qokeeedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · voll · schließe	mittlere rechte unklare Station	Bildbesitzer: mittlere rechte unklare Station. Folge: führen + abnehmen → stehen lassen → wirken lassen → führen → setze voll an; schließe. Angaben: bereit · kurz · dies | Maß | dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
210	BIOLOGICAL	f82r	B2	B2-S013	E210	lchedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	führe · setze um · schließe	unteres grünes Mehrfigurenbecken	Bildbesitzer: unteres grünes Mehrfigurenbecken. Folge: abführen + überführen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
