event_serial	statement_id	record_unit_id	page	visible_surface	master_card_id	visible_owner	card_value_de	teaching_layer	terminal_status
164	B1-S020	B1	f81v	cheky	MC147	gemeinsames zweireihiges Figuren-/Beckenfeld	kurz wärmen	SHARED_DECK	NONCLOSE
165	B1-S020	B1	f81v	shckhedy	MC143	gemeinsames zweireihiges Figuren-/Beckenfeld	durchlassen; Schluss	SHARED_DECK	TERMINAL
166	B1-S021	B1	f81v	chal	MC154	gemeinsames zweireihiges Figuren-/Beckenfeld	dorthin	SHARED_DECK	NONCLOSE
167	B2-S001	B2	f82r	dchedy	MC025	obere Paarbecken-/Zylinderstation	überführen; Schluss	SHARED_DECK	TERMINAL
168	B2-S002	B2	f82r	qolchedy	MC028	obere Paarbecken-/Zylinderstation	weiterführen; Schluss	SHARED_DECK	TERMINAL
169	B2-S003	B2	f82r	qokain	MC017	obere Paarbecken-/Zylinderstation	Anteil zugeben	SHARED_DECK	NONCLOSE
170	B2-S003	B2	f82r	dy	MC123	obere Paarbecken-/Zylinderstation	dies	SHARED_DECK	NONCLOSE
171	B2-S003	B2	f82r	qokeedy	MC082	obere Paarbecken-/Zylinderstation	lange einwirken; Schluss	SHARED_DECK	TERMINAL
172	B2-S004	B2	f82r	qokal	MC040	obere Paarbecken-/Zylinderstation	dorthin einsetzen	SHARED_DECK	NONCLOSE
173	B2-S004	B2	f82r	lcheckhy	MC168	obere Paarbecken-/Zylinderstation	Abführpassage	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
174	B2-S004	B2	f82r	lched	MC127	obere Paarbecken-/Zylinderstation	Abführung	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
175	B2-S004	B2	f82r	qokeey	MC002	obere Paarbecken-/Zylinderstation	lange einwirken	SHARED_DECK	NONCLOSE
176	B2-S004	B2	f82r	lcheckhedy	MC133	obere Paarbecken-/Zylinderstation	Trennabzug; Schluss	ATOMIC_LOCAL_NOMENCLATOR	TERMINAL
177	B2-S005	B2	f82r	qokaly	MC054	obere Paarbecken-/Zylinderstation	Zieleinsatz	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
178	B2-S005	B2	f82r	solkaiin	MC036	obere Paarbecken-/Zylinderstation	Sollsammlung	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
179	B2-S005	B2	f82r	chckhy	MC035	obere Paarbecken-/Zylinderstation	durchleiten	SHARED_DECK	NONCLOSE
180	B2-S005	B2	f82r	qokaiin	MC120	obere Paarbecken-/Zylinderstation	bemessen	SHARED_DECK	NONCLOSE
181	B2-S005	B2	f82r	qokaiin	MC120	obere Paarbecken-/Zylinderstation	bemessen	SHARED_DECK	NONCLOSE
182	B2-S005	B2	f82r	octheol	MC112	obere Paarbecken-/Zylinderstation	Fortsetzung vorbereiten	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
183	B2-S005	B2	f82r	chkeey	MC166	obere Paarbecken-/Zylinderstation	Langwärmen	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
184	B2-S005	B2	f82r	ldy	MC004	obere Paarbecken-/Zylinderstation	abziehen; Schluss	SHARED_DECK	TERMINAL
185	B2-S006	B2	f82r	oteey	MC063	obere Paarbecken-/Zylinderstation	Langfolge	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
186	B2-S006	B2	f82r	qokal	MC040	obere Paarbecken-/Zylinderstation	dorthin einsetzen	SHARED_DECK	NONCLOSE
187	B2-S006	B2	f82r	sheckhy	MC132	obere Paarbecken-/Zylinderstation	Kurzpassage	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
188	B2-S006	B2	f82r	qoky	MC026	obere Paarbecken-/Zylinderstation	einsetzen	SHARED_DECK	NONCLOSE
189	B2-S007	B2	f82r	dshedy	MC138	mittlere linke Geräte-/Inline-Knotenstation	Kurzabsetzen; Schluss	ATOMIC_LOCAL_NOMENCLATOR	TERMINAL
190	B2-S008	B2	f82r	sotaiin	MC060	mittlere linke Geräte-/Inline-Knotenstation	Folgemaß	SHARED_DECK	NONCLOSE
191	B2-S008	B2	f82r	qokar	MC044	mittlere linke Geräte-/Inline-Knotenstation	Quelleinsatz	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
192	B2-S008	B2	f82r	shedy	MC128	mittlere linke Geräte-/Inline-Knotenstation	kurz absetzen; Schluss	SHARED_DECK	TERMINAL
193	B2-S009	B2	f82r	solshedy	MC149	mittlere linke Geräte-/Inline-Knotenstation	Folgeabsetzen; Schluss	ATOMIC_LOCAL_NOMENCLATOR	TERMINAL
194	B2-S010	B2	f82r	qokeey	MC002	mittlere linke Geräte-/Inline-Knotenstation	lange einwirken	SHARED_DECK	NONCLOSE
195	B2-S010	B2	f82r	qoky	MC026	mittlere linke Geräte-/Inline-Knotenstation	einsetzen	SHARED_DECK	NONCLOSE
196	B2-S010	B2	f82r	ls	MC065	mittlere linke Geräte-/Inline-Knotenstation	Auslass	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
197	B2-S010	B2	f82r	cheey	MC119	mittlere linke Geräte-/Inline-Knotenstation	Klarauszug	SHARED_DECK	NONCLOSE
198	B2-S011	B2	f82r	okain	MC017	ungelöste mittlere rechte Linie-/Liegepodeststation	Anteil zugeben	SHARED_DECK	NONCLOSE
199	B2-S011	B2	f82r	char	MC055	ungelöste mittlere rechte Linie-/Liegepodeststation	davon	SHARED_DECK	NONCLOSE
200	B2-S011	B2	f82r	okain	MC017	ungelöste mittlere rechte Linie-/Liegepodeststation	Anteil zugeben	SHARED_DECK	NONCLOSE
201	B2-S011	B2	f82r	qokeedy	MC082	ungelöste mittlere rechte Linie-/Liegepodeststation	lange einwirken; Schluss	SHARED_DECK	TERMINAL
202	B2-S012	B2	f82r	lchy	MC008	ungelöste mittlere rechte Linie-/Liegepodeststation	Abführgut	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
203	B2-S012	B2	f82r	cheey	MC119	unteres grünes Mehrfigurenfeld	Klarauszug	SHARED_DECK	NONCLOSE
204	B2-S012	B2	f82r	qcthey	MC073	unteres grünes Mehrfigurenfeld	kurz vorbereiten	SHARED_DECK	NONCLOSE
205	B2-S012	B2	f82r	qokeey	MC002	unteres grünes Mehrfigurenfeld	lange einwirken	SHARED_DECK	NONCLOSE
206	B2-S012	B2	f82r	lcheey	MC066	unteres grünes Mehrfigurenfeld	Klarabzug	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
207	B2-S012	B2	f82r	daiin	MC039	unteres grünes Mehrfigurenfeld	Sollmaß	SHARED_DECK	NONCLOSE
208	B2-S012	B2	f82r	chey	MC123	unteres grünes Mehrfigurenfeld	dies	SHARED_DECK	NONCLOSE
209	B2-S012	B2	f82r	qokeeedy	MC140	unteres grünes Mehrfigurenfeld	Volleinsatz; Schluss	ATOMIC_LOCAL_NOMENCLATOR	TERMINAL
210	B2-S013	B2	f82r	lchedy	MC155	unteres grünes Mehrfigurenfeld	abführen; Schluss	SHARED_DECK	TERMINAL
211	B2-S014	B2	f82r	lar	MC029	unteres grünes Mehrfigurenfeld	Quellabzug	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
212	B2-S015	B2	f82r	tshey	MC141	lokale Randstationen des unteren Feldes	Klarlauf	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
213	B2-S015	B2	f82r	qokeedy	MC082	lokale Randstationen des unteren Feldes	lange einwirken; Schluss	SHARED_DECK	TERMINAL
214	B2-S016	B2	f82r	cheal	MC154	lokale Randstationen des unteren Feldes	dorthin	SHARED_DECK	NONCLOSE
215	B2-S016	B2	f82r	lchedar	MC011	lokale Randstationen des unteren Feldes	Quellabführung	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
216	B2-S016	B2	f82r	ches	MC152	lokale Randstationen des unteren Feldes	Teilen	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
217	B2-S016	B2	f82r	aiin	MC039	lokale Randstationen des unteren Feldes	Sollmaß	SHARED_DECK	NONCLOSE
218	B2-S016	B2	f82r	oteey	MC063	lokale Randstationen des unteren Feldes	Langfolge	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
219	B2-S016	B2	f82r	qokaiin	MC120	lokale Randstationen des unteren Feldes	bemessen	SHARED_DECK	NONCLOSE
220	B2-S016	B2	f82r	okey	MC007	lokale Randstationen des unteren Feldes	kurz einwirken	SHARED_DECK	NONCLOSE
221	B2-S016	B2	f82r	pchedy	MC070	lokale Randstationen des unteren Feldes	Zuführung; Schluss	ATOMIC_LOCAL_NOMENCLATOR	TERMINAL
222	B2-S017	B2	f82r	rsheal	MC102	lokale Randstationen des unteren Feldes	Kurzhalt am Ziel	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
223	B2-S017	B2	f82r	daldy	MC079	lokale Randstationen des unteren Feldes	Zielschluss	ATOMIC_LOCAL_NOMENCLATOR	TERMINAL
224	B2-S018	B2	f82r	qokeedy	MC082	lokale Randstationen des unteren Feldes	lange einwirken; Schluss	SHARED_DECK	TERMINAL
225	B2-S019	B2	f82r	rshedy	MC084	lokale Randstationen des unteren Feldes	Waschschluss	ATOMIC_LOCAL_NOMENCLATOR	TERMINAL
226	B2-S020	B2	f82r	qoteedy	MC173	lokale Randstationen des unteren Feldes	lange Folgestufe; Schluss	SHARED_DECK	TERMINAL
227	B2-S021	B2	f82r	qokeedy	MC082	lokale Randstationen des unteren Feldes	lange einwirken; Schluss	SHARED_DECK	TERMINAL
228	B2-S022	B2	f82r	lochedy	MC167	lokale Randstationen des unteren Feldes	Abführung; Schluss	ATOMIC_LOCAL_NOMENCLATOR	TERMINAL
229	B3-S001	B3	f83r	olkeedy	MC045	obere offene Fächer-Randstation	lange sammeln; Schluss	SHARED_DECK	TERMINAL
230	B3-S002	B3	f83r	qotal	MC093	obere offene Fächer-Randstation	danach dorthin	SHARED_DECK	NONCLOSE
231	B3-S002	B3	f83r	chkeedy	MC110	obere offene Fächer-Randstation	Langwärmen; Schluss	ATOMIC_LOCAL_NOMENCLATOR	TERMINAL
232	B3-S003	B3	f83r	chey	MC123	obere offene Fächer-Randstation	dies	SHARED_DECK	NONCLOSE
233	B3-S003	B3	f83r	daiin	MC039	obere offene Fächer-Randstation	Sollmaß	SHARED_DECK	NONCLOSE
234	B3-S003	B3	f83r	chey	MC123	obere offene Fächer-Randstation	dies	SHARED_DECK	NONCLOSE
235	B3-S003	B3	f83r	lchedy	MC155	obere offene Fächer-Randstation	abführen; Schluss	SHARED_DECK	TERMINAL
236	B3-S004	B3	f83r	qokaiin	MC120	obere offene Fächer-Randstation	bemessen	SHARED_DECK	NONCLOSE
237	B3-S004	B3	f83r	qotal	MC093	obere offene Fächer-Randstation	danach dorthin	SHARED_DECK	NONCLOSE
238	B3-S004	B3	f83r	dar	MC055	obere offene Fächer-Randstation	davon	SHARED_DECK	NONCLOSE
239	B3-S005	B3	f83r	schedy	MC025	mittlere runde Gefäß-Randstation	überführen; Schluss	SHARED_DECK	TERMINAL
240	B3-S006	B3	f83r	chedchy	MC064	mittlere runde Gefäß-Randstation	Postentransfer	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
241	B3-S006	B3	f83r	qokal	MC040	mittlere runde Gefäß-Randstation	dorthin einsetzen	SHARED_DECK	NONCLOSE
242	B3-S006	B3	f83r	olchedy	MC028	mittlere runde Gefäß-Randstation	weiterführen; Schluss	SHARED_DECK	TERMINAL
243	B3-S007	B3	f83r	qokaiin	MC120	mittlere runde Gefäß-Randstation	bemessen	SHARED_DECK	NONCLOSE
244	B3-S007	B3	f83r	chedy	MC074	mittlere runde Gefäß-Randstation	überführen	SHARED_DECK	NONCLOSE
245	B3-S007	B3	f83r	qokeedy	MC082	mittlere runde Gefäß-Randstation	lange einwirken; Schluss	SHARED_DECK	TERMINAL
246	B3-S008	B3	f83r	lchedy	MC155	mittlere runde Gefäß-Randstation	abführen; Schluss	SHARED_DECK	TERMINAL
247	B3-S009	B3	f83r	qoky	MC026	mittlere runde Gefäß-Randstation	einsetzen	SHARED_DECK	NONCLOSE
248	B3-S010	B3	f83r	pchedal	MC126	untere korbartige Gefäß-Randstation	Zielzuführung	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
249	B3-S010	B3	f83r	otedy	MC135	untere korbartige Gefäß-Randstation	Kurzfolge; Schluss	ATOMIC_LOCAL_NOMENCLATOR	TERMINAL
250	B3-S011	B3	f83r	shecthedchy	MC043	untere korbartige Gefäß-Randstation	Vorbereitungstransfer	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
251	B3-S011	B3	f83r	qoky	MC026	untere korbartige Gefäß-Randstation	einsetzen	SHARED_DECK	NONCLOSE
252	B3-S011	B3	f83r	chedy	MC074	untere korbartige Gefäß-Randstation	überführen	SHARED_DECK	NONCLOSE
253	B3-S011	B3	f83r	chary	MC009	untere korbartige Gefäß-Randstation	Quellposten	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
254	B3-S012	B3	f83r	sor	MC080	untere korbartige Gefäß-Randstation	Ansatz	SHARED_DECK	NONCLOSE
255	B3-S012	B3	f83r	shedy	MC128	untere korbartige Gefäß-Randstation	kurz absetzen; Schluss	SHARED_DECK	TERMINAL
256	B3-S013	B3	f83r	qokaiin	MC120	untere korbartige Gefäß-Randstation	bemessen	SHARED_DECK	NONCLOSE
257	B3-S013	B3	f83r	chkain	MC105	untere korbartige Gefäß-Randstation	Anteil	SHARED_DECK	NONCLOSE
258	B3-S013	B3	f83r	shcthey	MC073	untere korbartige Gefäß-Randstation	kurz vorbereiten	SHARED_DECK	NONCLOSE
259	B3-S013	B3	f83r	qokedy	MC083	untere korbartige Gefäß-Randstation	kurz einwirken; Schluss	SHARED_DECK	TERMINAL
260	B3-S014	B3	f83r	okair	MC081	untere korbartige Gefäß-Randstation	Laufeinsatz	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
261	B3-S014	B3	f83r	sheedy	MC003	untere korbartige Gefäß-Randstation	Langabsetzen; Schluss	ATOMIC_LOCAL_NOMENCLATOR	TERMINAL
262	B3-S015	B3	f83r	lchedy	MC155	untere korbartige Gefäß-Randstation	abführen; Schluss	SHARED_DECK	TERMINAL
263	B3-S016	B3	f83r	lo	MC030	untere korbartige Gefäß-Randstation	Abzug	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
264	B3-S016	B3	f83r	qokchedy	MC005	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	einführen; Schluss	SHARED_DECK	TERMINAL
265	B3-S017	B3	f83r	qokeedy	MC082	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	lange einwirken; Schluss	SHARED_DECK	TERMINAL
266	B3-S018	B3	f83r	shedy	MC128	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	kurz absetzen; Schluss	SHARED_DECK	TERMINAL
267	B3-S019	B3	f83r	qokshedy	MC151	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	Einsatzabsetzen; Schluss	ATOMIC_LOCAL_NOMENCLATOR	TERMINAL
268	B3-S020	B3	f83r	dal	MC154	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	dorthin	SHARED_DECK	NONCLOSE
269	B3-S020	B3	f83r	lchedy	MC155	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	abführen; Schluss	SHARED_DECK	TERMINAL
270	B3-S021	B3	f83r	qokaiin	MC120	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	bemessen	SHARED_DECK	NONCLOSE
271	B3-S021	B3	f83r	shcthy	MC161	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	bereit	SHARED_DECK	NONCLOSE
272	B3-S021	B3	f83r	dal	MC154	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	dorthin	SHARED_DECK	NONCLOSE
273	B3-S021	B3	f83r	sy	MC123	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	dies	SHARED_DECK	NONCLOSE
274	B3-S021	B3	f83r	saiin	MC039	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	Sollmaß	SHARED_DECK	NONCLOSE
275	B3-S021	B3	f83r	shedal	MC113	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	am Ziel absetzen	SHARED_DECK	NONCLOSE
276	B3-S021	B3	f83r	shecthy	MC137	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	Kurzvorbereitung	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
277	B3-S021	B3	f83r	chey	MC123	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	dies	SHARED_DECK	NONCLOSE
278	B3-S021	B3	f83r	tal	MC154	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	dorthin	SHARED_DECK	NONCLOSE
279	B3-S021	B3	f83r	shcthy	MC161	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	bereit	SHARED_DECK	NONCLOSE
280	B3-S021	B3	f83r	dalchdy	MC031	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	Zieltransfer; Schluss	ATOMIC_LOCAL_NOMENCLATOR	TERMINAL
281	B3-S022	B3	f83r	qotchedy	MC057	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	Folgetransfer; Schluss	ATOMIC_LOCAL_NOMENCLATOR	TERMINAL
282	B3-S023	B3	f83r	lchedy	MC155	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	abführen; Schluss	SHARED_DECK	TERMINAL
283	B3-S024	B3	f83r	tchedy	MC025	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	überführen; Schluss	SHARED_DECK	TERMINAL
284	B3-S025	B3	f83r	qokchdy	MC088	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	einführen; Schluss	SHARED_DECK	TERMINAL
285	B3-S026	B3	f83r	cheedar	MC042	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	Quelltransfer	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
286	B3-S026	B3	f83r	chldaiin	MC144	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	Sollabsetzung	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
287	B3-S026	B3	f83r	chedy	MC074	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	überführen	SHARED_DECK	NONCLOSE
288	B3-S026	B3	f83r	qokain	MC017	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	Anteil zugeben	SHARED_DECK	NONCLOSE
289	B3-S026	B3	f83r	checthy	MC161	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	bereit	SHARED_DECK	NONCLOSE
290	B3-S026	B3	f83r	chealror	MC146	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	Zielbereitung	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
291	B3-S026	B3	f83r	solkeedy	MC045	Hauptpaar am sichtbaren ungerichteten Bogen	lange sammeln; Schluss	SHARED_DECK	TERMINAL
292	B3-S027	B3	f83r	qoteedy	MC173	Hauptpaar am sichtbaren ungerichteten Bogen	lange Folgestufe; Schluss	SHARED_DECK	TERMINAL
293	B3-S028	B3	f83r	qokeey	MC002	Hauptpaar am sichtbaren ungerichteten Bogen	lange einwirken	SHARED_DECK	NONCLOSE
294	B3-S028	B3	f83r	qokedy	MC083	Hauptpaar am sichtbaren ungerichteten Bogen	kurz einwirken; Schluss	SHARED_DECK	TERMINAL
295	B3-S029	B3	f83r	sol	MC153	Hauptpaar am sichtbaren ungerichteten Bogen	weiter	SHARED_DECK	NONCLOSE
296	B3-S029	B3	f83r	cheeety	MC094	Hauptpaar am sichtbaren ungerichteten Bogen	Vollteil	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
297	B3-S029	B3	f83r	qokedy	MC083	Hauptpaar am sichtbaren ungerichteten Bogen	kurz einwirken; Schluss	SHARED_DECK	TERMINAL
298	B3-S030	B3	f83r	qoky	MC026	Hauptpaar am sichtbaren ungerichteten Bogen	einsetzen	SHARED_DECK	NONCLOSE
299	B3-S030	B3	f83r	saiin	MC039	Hauptpaar am sichtbaren ungerichteten Bogen	Sollmaß	SHARED_DECK	NONCLOSE
300	B3-S030	B3	f83r	schedair	MC116	Hauptpaar am sichtbaren ungerichteten Bogen	Weiterlauf	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
301	B3-S030	B3	f83r	otchedy	MC057	Hauptpaar am sichtbaren ungerichteten Bogen	Folgetransfer; Schluss	ATOMIC_LOCAL_NOMENCLATOR	TERMINAL
302	B3-S031	B3	f83r	qokeedy	MC082	Hauptpaar am sichtbaren ungerichteten Bogen	lange einwirken; Schluss	SHARED_DECK	TERMINAL
303	B3-S032	B3	f83r	chedain	MC145	Hauptpaar am sichtbaren ungerichteten Bogen	Anteilstransfer	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
304	B3-S032	B3	f83r	chedy	MC074	Hauptpaar am sichtbaren ungerichteten Bogen	überführen	SHARED_DECK	NONCLOSE
305	B3-S032	B3	f83r	qotedaiin	MC018	Hauptpaar am sichtbaren ungerichteten Bogen	Kurzsoll	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
306	B3-S032	B3	f83r	otaiin	MC060	Hauptpaar am sichtbaren ungerichteten Bogen	Folgemaß	SHARED_DECK	NONCLOSE
307	B3-S032	B3	f83r	otedy	MC135	Hauptpaar am sichtbaren ungerichteten Bogen	Kurzfolge; Schluss	ATOMIC_LOCAL_NOMENCLATOR	TERMINAL
308	B3-S033	B3	f83r	ldy	MC004	Hauptpaar am sichtbaren ungerichteten Bogen	abziehen; Schluss	SHARED_DECK	TERMINAL
309	B3-S034	B3	f83r	soiiin	MC033	Hauptpaar am sichtbaren ungerichteten Bogen	Arbeitsstufe	SHARED_DECK	NONCLOSE
310	B3-S034	B3	f83r	checthy	MC161	Hauptpaar am sichtbaren ungerichteten Bogen	bereit	SHARED_DECK	NONCLOSE
311	B3-S034	B3	f83r	chety	MC086	Hauptpaar am sichtbaren ungerichteten Bogen	Anteil	SHARED_DECK	NONCLOSE
312	B3-S034	B3	f83r	otaiin	MC060	Hauptpaar am sichtbaren ungerichteten Bogen	Folgemaß	SHARED_DECK	NONCLOSE
313	B3-S034	B3	f83r	olsaly	MC078	Hauptpaar am sichtbaren ungerichteten Bogen	Zwischenziel	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
314	B3-S034	B3	f83r	shedy	MC128	Hauptpaar am sichtbaren ungerichteten Bogen	kurz absetzen; Schluss	SHARED_DECK	TERMINAL
315	B4-S001	B4	f83r	qokeedy	MC082	Hauptpaar am sichtbaren ungerichteten Bogen	lange einwirken; Schluss	SHARED_DECK	TERMINAL
316	B4-S002	B4	f83r	qolchey	MC162	Hauptpaar am sichtbaren ungerichteten Bogen	Weiterposten	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
317	B4-S002	B4	f83r	qokeey	MC002	Hauptpaar am sichtbaren ungerichteten Bogen	lange einwirken	SHARED_DECK	NONCLOSE
318	B4-S002	B4	f83r	qokedy	MC083	Hauptpaar am sichtbaren ungerichteten Bogen	kurz einwirken; Schluss	SHARED_DECK	TERMINAL
319	B4-S003	B4	f83r	chedy	MC074	Hauptpaar am sichtbaren ungerichteten Bogen	überführen	SHARED_DECK	NONCLOSE
320	B4-S003	B4	f83r	otal	MC093	Hauptpaar am sichtbaren ungerichteten Bogen	danach dorthin	SHARED_DECK	NONCLOSE
321	B4-S003	B4	f83r	otchey	MC171	Hauptpaar am sichtbaren ungerichteten Bogen	das nächste	SHARED_DECK	NONCLOSE
322	B4-S003	B4	f83r	qokeey	MC002	Hauptpaar am sichtbaren ungerichteten Bogen	lange einwirken	SHARED_DECK	NONCLOSE
323	B4-S003	B4	f83r	qoky	MC026	Hauptpaar am sichtbaren ungerichteten Bogen	einsetzen	SHARED_DECK	NONCLOSE
324	B4-S003	B4	f83r	tol	MC153	Hauptpaar am sichtbaren ungerichteten Bogen	weiter	SHARED_DECK	NONCLOSE
325	B4-S003	B4	f83r	shedy	MC128	Hauptpaar am sichtbaren ungerichteten Bogen	kurz absetzen; Schluss	SHARED_DECK	TERMINAL
326	B4-S004	B4	f83r	qokylddy	MC164	Hauptpaar am sichtbaren ungerichteten Bogen	Festsetzen; Schluss	ATOMIC_LOCAL_NOMENCLATOR	TERMINAL
327	B4-S005	B4	f83r	dain	MC059	Hauptpaar am sichtbaren ungerichteten Bogen	Einlage	SHARED_DECK	NONCLOSE
328	B4-S005	B4	f83r	chedy	MC074	Hauptpaar am sichtbaren ungerichteten Bogen	überführen	SHARED_DECK	NONCLOSE
329	B4-S005	B4	f83r	qokeedy	MC082	Hauptpaar am sichtbaren ungerichteten Bogen	lange einwirken; Schluss	SHARED_DECK	TERMINAL
330	B4-S006	B4	f83r	shckhedy	MC143	Hauptpaar am sichtbaren ungerichteten Bogen	durchlassen; Schluss	SHARED_DECK	TERMINAL
331	B4-S007	B4	f83r	shckhedy	MC143	Hauptpaar am sichtbaren ungerichteten Bogen	durchlassen; Schluss	SHARED_DECK	TERMINAL
332	B4-S008	B4	f83r	saiin	MC039	Hauptpaar am sichtbaren ungerichteten Bogen	Sollmaß	SHARED_DECK	NONCLOSE
333	B4-S008	B4	f83r	cheeky	MC032	Hauptpaar am sichtbaren ungerichteten Bogen	länger bearbeiten	SHARED_DECK	NONCLOSE
334	B4-S008	B4	f83r	sheey	MC095	Hauptpaar am sichtbaren ungerichteten Bogen	Langhalt	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
335	B4-S008	B4	f83r	qokedy	MC083	Hauptpaar am sichtbaren ungerichteten Bogen	kurz einwirken; Schluss	SHARED_DECK	TERMINAL
336	B4-S009	B4	f83r	shedy	MC128	Hauptpaar am sichtbaren ungerichteten Bogen	kurz absetzen; Schluss	SHARED_DECK	TERMINAL
337	B4-S010	B4	f83r	oldy	MC019	Hauptpaar am sichtbaren ungerichteten Bogen	fertig	SHARED_DECK	TERMINAL
338	B4-S011	B4	f83r	saiin	MC039	linke offene Fransen-/Unterlaufstation	Sollmaß	SHARED_DECK	NONCLOSE
339	B4-S011	B4	f83r	cheky	MC147	linke offene Fransen-/Unterlaufstation	kurz wärmen	SHARED_DECK	NONCLOSE
340	B4-S011	B4	f83r	okeeol	MC150	linke offene Fransen-/Unterlaufstation	Langfortsetzung	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
341	B4-S011	B4	f83r	okain	MC017	linke offene Fransen-/Unterlaufstation	Anteil zugeben	SHARED_DECK	NONCLOSE
342	B4-S011	B4	f83r	chdy	MC074	linke offene Fransen-/Unterlaufstation	überführen	SHARED_DECK	NONCLOSE
343	B4-S011	B4	f83r	sol	MC153	linke offene Fransen-/Unterlaufstation	weiter	SHARED_DECK	NONCLOSE
344	B4-S011	B4	f83r	lkedy	MC124	linke offene Fransen-/Unterlaufstation	Kurzabzug; Schluss	ATOMIC_LOCAL_NOMENCLATOR	TERMINAL
345	B4-S012	B4	f83r	lchedy	MC155	linke offene Fransen-/Unterlaufstation	abführen; Schluss	SHARED_DECK	TERMINAL
346	B4-S013	B4	f83r	qokol	MC024	linke offene Fransen-/Unterlaufstation	Weiter einsetzen	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
347	B4-S013	B4	f83r	shedy	MC128	linke offene Fransen-/Unterlaufstation	kurz absetzen; Schluss	SHARED_DECK	TERMINAL
348	B4-S014	B4	f83r	or	MC080	linke offene Fransen-/Unterlaufstation	Ansatz	SHARED_DECK	NONCLOSE
349	B4-S014	B4	f83r	chey	MC123	linke offene Fransen-/Unterlaufstation	dies	SHARED_DECK	NONCLOSE
350	B4-S014	B4	f83r	qockhey	MC165	linke offene Fransen-/Unterlaufstation	Kurzdurchgang	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
