fold_id	context	pair_id	view_id	held_physical_folio	train_paragraphs	train_positive_paragraphs	train_negative_paragraphs	test_paragraphs	test_positive_paragraphs	test_negative_paragraphs	training_vocabulary_types	training_positive_vocabulary_tokens	training_negative_vocabulary_tokens	both_training_classes_present	empty_vocabulary_neutral_tie_policy	fold_scoreable	fold_status
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f100v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f100v	137	72	65	1	1	0	540	2154	1595	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f102v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f102v	135	70	65	3	3	0	535	2130	1591	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f103r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f103r	135	71	64	3	2	1	540	2151	1583	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f103v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f103v	136	72	64	2	1	1	535	2159	1567	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f104r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f104r	135	71	64	3	2	1	537	2135	1582	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f104v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f104v	137	72	65	1	1	0	541	2156	1596	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f105v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f105v	136	73	63	2	0	2	534	2169	1552	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f106r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f106r	135	70	65	3	3	0	535	2130	1591	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f106v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f106v	137	73	64	1	0	1	542	2173	1579	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f107r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f107r	135	73	62	3	0	3	536	2168	1552	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f107v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f107v	136	72	64	2	1	1	541	2161	1575	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f108r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f108r	133	71	62	5	2	3	534	2144	1542	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f108v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f108v	134	70	64	4	3	1	524	1958	1585	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f111r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f111r	137	72	65	1	1	0	523	1953	1590	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f112r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f112r	137	73	64	1	0	1	538	2171	1563	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f112v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f112v	135	72	63	3	1	2	534	2162	1551	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f113r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f113r	135	72	63	3	1	2	537	2149	1554	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f113v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f113v	134	70	64	4	3	1	533	2112	1574	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f114r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f114r	135	72	63	3	1	2	536	2149	1567	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f114v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f114v	136	72	64	2	1	1	536	2157	1573	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f115r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f115r	136	71	65	2	2	0	536	2130	1596	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f115v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f115v	137	73	64	1	0	1	540	2173	1586	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f116r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f116r	137	73	64	1	0	1	542	2173	1574	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f13v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f13v	137	73	64	1	0	1	541	2172	1583	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f20v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f20v	137	72	65	1	1	0	540	2154	1595	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f24v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f24v	137	72	65	1	1	0	539	2153	1594	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f26r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f26r	137	73	64	1	0	1	540	2173	1579	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f27r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f27r	137	73	64	1	0	1	538	2170	1570	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f2v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f2v	137	72	65	1	1	0	542	2156	1596	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f31r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f31r	137	72	65	1	1	0	541	2159	1595	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f33r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f33r	137	73	64	1	0	1	539	2171	1563	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f33v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f33v	136	72	64	2	1	1	538	2141	1556	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f34v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f34v	137	72	65	1	1	0	538	2135	1595	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f35v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f35v	137	72	65	1	1	0	533	2114	1591	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f37r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f37r	137	73	64	1	0	1	539	2171	1580	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f39v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f39v	137	73	64	1	0	1	538	2171	1555	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f3r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f3r	137	72	65	1	1	0	539	2165	1595	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f41r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f41r	137	73	64	1	0	1	540	2172	1572	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f44r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f44r	137	73	64	1	0	1	540	2171	1583	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f44v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f44v	135	71	64	3	2	1	537	2142	1578	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f45r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f45r	137	72	65	1	1	0	538	2159	1591	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f45v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f45v	137	72	65	1	1	0	541	2158	1596	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f48r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f48r	137	73	64	1	0	1	536	2170	1557	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f48v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f48v	137	73	64	1	0	1	535	2170	1550	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f49r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f49r	137	72	65	1	1	0	537	2145	1595	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f49v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f49v	137	72	65	1	1	0	538	2128	1594	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f50r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f50r	137	73	64	1	0	1	537	2172	1544	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f51r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f51r	137	73	64	1	0	1	538	2169	1561	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f51v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f51v	137	72	65	1	1	0	534	2135	1591	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f52v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f52v	137	72	65	1	1	0	539	2156	1594	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f54v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f54v	137	72	65	1	1	0	539	2132	1595	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f58r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f58r	135	72	63	3	1	2	516	2107	1501	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f58v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f58v	137	73	64	1	0	1	539	2172	1588	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f66r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f66r	137	72	65	1	1	0	537	2125	1595	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f66v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f66v	136	73	63	2	0	2	538	2172	1558	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f76r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f76r	136	72	64	2	1	1	526	1978	1543	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f76v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f76v	137	72	65	1	1	0	537	2153	1595	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f77r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f77r	136	71	65	2	2	0	538	2087	1595	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f77v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f77v	137	72	65	1	1	0	536	2118	1593	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f78r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f78r	137	73	64	1	0	1	534	2168	1506	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f79r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f79r	135	72	63	3	1	2	538	2162	1567	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f7v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f7v	137	72	65	1	1	0	538	2150	1595	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f80r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f80r	135	72	63	3	1	2	540	2152	1543	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f80v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f80v	137	73	64	1	0	1	541	2172	1574	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f81r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f81r	136	71	65	2	2	0	533	2099	1594	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f81v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f81v	137	72	65	1	1	0	538	2142	1594	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f82r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f82r	137	72	65	1	1	0	536	2098	1591	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f82v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f82v	137	73	64	1	0	1	541	2173	1570	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f83r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f83r	135	72	63	3	1	2	527	2129	1511	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f83v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f83v	137	72	65	1	1	0	540	2131	1595	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f85r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f85r	137	72	65	1	1	0	539	2144	1595	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f86v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f86v	130	72	58	8	1	7	509	2114	1355	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f87r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f87r	137	72	65	1	1	0	540	2161	1594	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f87v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f87v	137	72	65	1	1	0	540	2160	1596	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f88r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f88r	135	70	65	3	3	0	535	2127	1594	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f89v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f89v	137	72	65	1	1	0	542	2166	1596	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f93r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f93r	137	72	65	1	1	0	533	2097	1592	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f93v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f93v	137	73	64	1	0	1	534	2165	1555	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f95v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f95v	137	73	64	1	0	1	540	2171	1581	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f96r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f96r	137	72	65	1	1	0	534	2137	1593	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f9v	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f9v	137	73	64	1	0	1	538	2169	1567	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f100r	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f100r	127	67	60	2	1	1	498	2028	1409	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f100v	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f100v	128	67	61	1	1	0	499	2023	1421	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f102v	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f102v	126	65	61	3	3	0	492	1997	1416	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f103r	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f103r	126	66	60	3	2	1	498	2019	1408	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f103v	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f103v	127	67	60	2	1	1	493	2027	1392	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f104r	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f104r	126	66	60	3	2	1	494	2002	1407	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f104v	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f104v	128	67	61	1	1	0	499	2024	1421	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f105v	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f105v	127	68	59	2	0	2	493	2038	1378	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f106r	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f106r	127	66	61	2	2	0	495	2014	1417	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f106v	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f106v	128	68	60	1	0	1	500	2041	1404	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f107r	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f107r	126	68	58	3	0	3	494	2036	1378	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f107v	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f107v	127	67	60	2	1	1	498	2028	1400	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f108r	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f108r	124	66	58	5	2	3	490	2011	1366	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f108v	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f108v	125	65	60	4	3	1	485	1831	1412	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f111r	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f111r	128	67	61	1	1	0	480	1823	1415	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f112r	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f112r	127	67	60	2	1	1	496	2032	1390	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f112v	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f112v	126	67	59	3	1	2	493	2030	1378	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f113r	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f113r	126	67	59	3	1	2	495	2018	1379	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f113v	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f113v	127	66	61	2	2	0	496	1996	1419	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f114r	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f114r	126	67	59	3	1	2	493	2017	1391	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f114v	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f114v	127	67	60	2	1	1	494	2025	1398	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f115r	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f115r	127	66	61	2	2	0	495	2000	1421	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f115v	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f115v	128	68	60	1	0	1	498	2041	1411	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f116r	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f116r	128	68	60	1	0	1	500	2041	1399	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f13v	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f13v	128	68	60	1	0	1	499	2040	1408	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f20v	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f20v	128	67	61	1	1	0	497	2021	1420	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f24v	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f24v	128	67	61	1	1	0	497	2021	1419	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f26r	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f26r	128	68	60	1	0	1	498	2041	1404	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f27r	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f27r	128	68	60	1	0	1	496	2039	1395	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f2v	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f2v	128	67	61	1	1	0	500	2024	1421	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f31r	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f31r	128	67	61	1	1	0	500	2028	1421	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f33r	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f33r	128	68	60	1	0	1	496	2038	1388	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f33v	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f33v	127	67	60	2	1	1	496	2009	1382	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f34v	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f34v	128	67	61	1	1	0	496	2003	1420	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f35v	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f35v	128	67	61	1	1	0	493	1986	1417	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f37r	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f37r	128	68	60	1	0	1	498	2039	1407	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f3r	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f3r	128	67	61	1	1	0	497	2033	1420	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f41r	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f41r	128	68	60	1	0	1	497	2040	1396	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f44v	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f44v	126	66	60	3	2	1	494	2010	1403	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f45r	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f45r	128	67	61	1	1	0	496	2027	1416	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f48r	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f48r	128	68	60	1	0	1	493	2038	1381	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f48v	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f48v	128	68	60	1	0	1	491	2037	1374	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f49r	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f49r	128	67	61	1	1	0	497	2017	1420	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f49v	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f49v	128	67	61	1	1	0	495	1996	1418	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f50r	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f50r	128	68	60	1	0	1	497	2040	1373	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f51v	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f51v	128	67	61	1	1	0	492	2004	1416	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f52v	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f52v	128	67	61	1	1	0	497	2024	1419	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f54v	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f54v	128	67	61	1	1	0	497	2000	1420	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f55r	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f55r	128	68	60	1	0	1	499	2041	1398	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f58r	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f58r	126	67	59	3	1	2	471	1974	1324	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f58v	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f58v	128	68	60	1	0	1	497	2040	1413	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f66r	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f66r	128	67	61	1	1	0	495	1993	1420	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f66v	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f66v	127	68	59	2	0	2	496	2040	1383	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f76r	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f76r	127	67	60	2	1	1	481	1843	1368	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f76v	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f76v	128	67	61	1	1	0	496	2023	1420	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f77r	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f77r	127	66	61	2	2	0	496	1956	1420	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f77v	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f77v	128	67	61	1	1	0	495	1987	1419	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_ED1_SENSITIVITY:f78r	TARGET	G807-P01	STABLE_ED1_SENSITIVITY	f78r	128	68	60	1	0	1	492	2037	1331	1	0	1	SCOREABLE
