paragraph_id	paragraph_ordinal	page	physical_folio	paragraph_ordinal_on_page	start_locus	end_locus	start_line_number	end_line_number	section	language	hand	source_line_count	source_token_count	common_masked_line_count	common_masked_loci	surviving_line_count	surviving_loci	basis_retained_token_count	basis_nonempty_retained_lines	post_mask_length_bin	basis_eligible_12_tokens_2_lines	exact_feature_token_count	exact_feature_type_count	exact_feature_counts	ed1_feature_token_count	ed1_feature_type_count	ed1_feature_counts	raw_target_memberships	stable_target_memberships	lcs_audit_target_memberships	raw_target_membership_count	stable_target_membership_count	lcs_audit_target_membership_count	semantic_credit
G807-P0169	169	f45v	f45v	2	f45v.5	f45v.11	5	11	H	A	1	7	48	0	NONE	7	f45v.5|f45v.6|f45v.7|f45v.8|f45v.9|f45v.10|f45v.11	48	7	5	1	47	45	aiin=1|cheg=1|choiin=1|chol=1|chor=1|cphor=1|cthy=1|dar=1|dcholdy=1|doiin=1|dol=1|dshor=1|dshy=1|dy=3|kchol=1|o=1|oaiir=1|odal=1|okchar=1|oky=1|or=1|otor=1|otshy=1|oty=1|otytam=1|pchom=1|py=1|qok=1|qotol=1|s=1|sa=1|sho=1|shoto=1|sy=1|tchtcho=1|tod=1|tsholol=1|tyol=1|ychor=1|ykchom=1|yksheor=1|ytchdy=1|ytchom=1|ytchord=1|ytchy=1	41	39	aiin=1|cheg=1|choiin=1|chor=1|cphor=1|cthy=1|dar=1|dcholdy=1|doiin=1|dshor=1|dshy=1|dy=3|kchol=1|oaiir=1|okchar=1|oky=1|otor=1|otshy=1|oty=1|otytam=1|pchom=1|py=1|qok=1|s=1|sa=1|sho=1|shoto=1|sy=1|tchtcho=1|tod=1|tsholol=1|tyol=1|ychor=1|ykchom=1|yksheor=1|ytchdy=1|ytchom=1|ytchord=1|ytchy=1	NONE	NONE	NONE	0	0	0	0
G807-P0170	170	f46r	f46r	1	f46r.1	f46r.5	1	5	H	B	2	5	59	1	f46r.3	4	f46r.1|f46r.2|f46r.4|f46r.5	46	4	5	1	46	39	aiin=1|chckhy=3|chdy=1|chekal=1|cheor=1|chepchx=1|chety=1|chol=1|daiin=2|daloy=1|daly=1|dy=2|kaldy=1|okeedy=1|osaiin=1|pcheocphy=1|qokaldy=1|qoor=1|qotedy=1|qoteol=1|qotsheod=1|sh=1|sheckhy=1|shedy=2|shee=2|sheeoly=1|sheet=1|shekeey=1|sheky=2|sheo=1|shky=1|sodaiin=1|teoly=1|tshedar=1|xor=1|yfcheky=1|ykey=1|ytedy=1|ytey=1	43	36	aiin=1|chckhy=3|chdy=1|chekal=1|chepchx=1|chety=1|daiin=2|daloy=1|daly=1|dy=2|kaldy=1|okeedy=1|osaiin=1|pcheocphy=1|qokaldy=1|qoor=1|qotedy=1|qotsheod=1|sh=1|sheckhy=1|shedy=2|shee=2|sheeoly=1|sheet=1|shekeey=1|sheky=2|sheo=1|shky=1|sodaiin=1|teoly=1|tshedar=1|xor=1|yfcheky=1|ykey=1|ytedy=1|ytey=1	qokol	qokol	qokol	1	1	1	0
G807-P0171	171	f46r	f46r	2	f46r.6	f46r.8	6	8	H	B	2	3	37	0	NONE	3	f46r.6|f46r.7|f46r.8	37	3	5	1	37	36	aiin=1|ar=1|chckhy=1|chcthy=1|chdalor=1|chdam=1|chdy=1|chedy=1|cheos=1|chey=1|chky=1|chody=1|chy=1|cthdy=1|cthy=1|dsheol=1|dykedy=1|dytedy=1|keedy=1|m=1|odos=1|opchedy=1|otedy=1|qokaiin=1|qokar=1|qokchdy=1|s=2|shdy=1|shee=1|sheedy=1|shol=1|shy=1|tedy=1|xol=1|ypchedy=1|ytchdy=1	35	34	aiin=1|ar=1|chckhy=1|chcthy=1|chdalor=1|chdam=1|chdy=1|chedy=1|chey=1|chky=1|chody=1|chy=1|cthdy=1|cthy=1|dsheol=1|dykedy=1|dytedy=1|keedy=1|m=1|odos=1|opchedy=1|otedy=1|qokaiin=1|qokar=1|qokchdy=1|s=2|shdy=1|shee=1|sheedy=1|shol=1|shy=1|tedy=1|ypchedy=1|ytchdy=1	NONE	NONE	NONE	0	0	0	0
G807-P0172	172	f46r	f46r	3	f46r.9	f46r.10	9	10	H	B	2	2	22	0	NONE	2	f46r.9|f46r.10	22	2	4	1	22	21	adoldy=1|chd=1|chkal=1|dardam=1|dy=1|dyfchdy=1|fchdy=1|fchedy=1|karal=1|kees=1|olaiir=1|qokdy=1|shdy=2|sheol=1|shky=1|shol=1|shy=1|tchey=1|tshdy=1|ytaly=1|yty=1	21	20	adoldy=1|chd=1|chkal=1|dardam=1|dy=1|dyfchdy=1|fchdy=1|fchedy=1|karal=1|kees=1|olaiir=1|qokdy=1|shdy=2|shky=1|shol=1|shy=1|tchey=1|tshdy=1|ytaly=1|yty=1	NONE	NONE	NONE	0	0	0	0
G807-P0173	173	f46r	f46r	4	f46r.11	f46r.13	11	13	H	B	2	3	33	0	NONE	3	f46r.11|f46r.12|f46r.13	33	3	5	1	33	32	aiin=1|akaiin=1|ar=1|chckham=1|chdy=1|ches=1|choky=1|chol=1|daiin=2|dar=1|kar=1|lain=1|ldy=1|oedy=1|okeey=1|ols=1|opdarshdy=1|pchdair=1|qopchdy=1|r=1|s=1|shd=1|shdy=1|shear=1|sheckhy=1|sheockhy=1|shep=1|shey=1|shol=1|techy=1|y=1|yfchedy=1	31	30	aiin=1|akaiin=1|ar=1|chckham=1|chdy=1|ches=1|choky=1|daiin=2|dar=1|kar=1|lain=1|ldy=1|oedy=1|okeey=1|opdarshdy=1|pchdair=1|qopchdy=1|r=1|s=1|shd=1|shdy=1|shear=1|sheckhy=1|sheockhy=1|shep=1|shey=1|shol=1|techy=1|y=1|yfchedy=1	NONE	NONE	NONE	0	0	0	0
G807-P0174	174	f46r	f46r	5	f46r.14	f46r.15	14	15	H	B	2	2	12	1	f46r.14	1	f46r.15	4	1	2	0	4	4	alkeody=1|kal=1|qokar=1|shol=1	3	3	alkeody=1|qokar=1|shol=1	cheol|okal	cheol|okal	cheol|okal	2	2	2	0
G807-P0175	175	f46v	f46v	1	f46v.1	f46v.13	1	13	H	B	2	13	111	0	NONE	13	f46v.1|f46v.2|f46v.3|f46v.4|f46v.5|f46v.6|f46v.7|f46v.8|f46v.9|f46v.10|f46v.11|f46v.12|f46v.13	111	13	6	1	108	86	aiin=1|aiirchar=1|air=1|aiy=1|aly=1|ar=3|chckhdy=1|chckhy=1|chcthy=1|chdal=1|chdam=2|chdody=1|chdy=1|ched=1|chedy=4|cheedy=1|cheeky=1|chetedar=1|chey=1|chockhdy=1|chocpheod=1|chody=1|chotal=1|chtedy=1|cthey=1|cthy=1|daiin=5|daim=2|dair=1|dam=3|dchedy=1|doir=1|dykaly=1|kaiir=1|kedy=1|keody=1|lchedy=1|lodaiin=1|lshed=1|m=1|oepchol=1|okaiin=1|okalshdy=1|okaly=1|okas=1|okedy=1|okeedchsy=1|okeedy=1|okey=1|olaiin=1|olar=1|oldy=1|opchedy=1|or=1|otar=1|otchdy=1|otedy=2|oty=3|pody=1|qokaldy=1|qokar=1|qokedy=3|qokeedy=1|qotedy=1|qoty=1|s=1|shckhefy=1|shedy=5|sheedy=1|sheol=1|shy=1|tar=1|tochsy=1|tody=1|tolshey=1|tor=1|y=1|ydaiin=1|yfchey=1|ykar=1|ykchdy=1|ypdy=1|ytair=1|ytchey=1|ytedy=1|yteedy=1	103	81	aiin=1|aiirchar=1|air=1|aiy=1|aly=1|ar=3|chckhdy=1|chckhy=1|chcthy=1|chdal=1|chdam=2|chdody=1|chdy=1|ched=1|chedy=4|cheedy=1|cheeky=1|chetedar=1|chey=1|chockhdy=1|chocpheod=1|chody=1|chotal=1|chtedy=1|cthey=1|cthy=1|daiin=5|daim=2|dair=1|dam=3|dchedy=1|doir=1|dykaly=1|kaiir=1|kedy=1|keody=1|lchedy=1|lodaiin=1|lshed=1|m=1|oepchol=1|okaiin=1|okalshdy=1|okedy=1|okeedchsy=1|okeedy=1|okey=1|olaiin=1|olar=1|oldy=1|opchedy=1|otchdy=1|otedy=2|oty=3|pody=1|qokaldy=1|qokar=1|qokedy=3|qokeedy=1|qotedy=1|qoty=1|s=1|shckhefy=1|shedy=5|sheedy=1|shy=1|tar=1|tochsy=1|tody=1|tolshey=1|tor=1|y=1|ydaiin=1|yfchey=1|ykar=1|ykchdy=1|ypdy=1|ytair=1|ytchey=1|ytedy=1|yteedy=1	NONE	NONE	NONE	0	0	0	0
G807-P0176	176	f47r	f47r	1	f47r.1	f47r.5	1	5	H	A	1	5	29	0	NONE	5	f47r.1|f47r.2|f47r.3|f47r.4|f47r.5	29	5	4	1	29	24	aiin=1|chad=1|chaiin=1|chair=1|chdy=1|chokain=1|chokchol=1|chokolg=1|chol=4|choldy=1|chy=1|ckhey=1|cthey=1|daiin=2|dain=2|dair=1|dor=1|kchdal=1|okaiin=1|olshey=1|oly=1|qokcheo=1|sheaiin=1|shol=1	24	22	aiin=1|chad=1|chaiin=1|chair=1|chdy=1|chokain=1|chokchol=1|chokolg=1|choldy=1|chy=1|ckhey=1|cthey=1|daiin=2|dain=2|dair=1|dor=1|kchdal=1|okaiin=1|olshey=1|qokcheo=1|sheaiin=1|shol=1	NONE	NONE	NONE	0	0	0	0
G807-P0177	177	f47r	f47r	2	f47r.6	f47r.11	6	11	H	A	1	6	47	1	f47r.9	5	f47r.6|f47r.7|f47r.8|f47r.10|f47r.11	39	5	5	1	39	33	aiin=1|char=1|chdy=1|chey=2|chol=4|cholol=1|chor=1|choy=1|chtchy=1|chy=1|cphy=1|cthaiin=1|ctham=1|daiin=1|daiiny=1|dain=1|dam=1|dsho=1|ey=1|folr=1|kchor=1|keey=1|otcho=1|otchy=1|schesy=1|sho=1|shokeey=1|shol=3|shy=1|so=1|tchod=1|tchol=1|tor=1	35	32	aiin=1|char=1|chdy=1|chey=2|cholol=1|chor=1|choy=1|chtchy=1|chy=1|cphy=1|cthaiin=1|ctham=1|daiin=1|daiiny=1|dain=1|dam=1|dsho=1|ey=1|folr=1|kchor=1|keey=1|otcho=1|otchy=1|schesy=1|sho=1|shokeey=1|shol=3|shy=1|so=1|tchod=1|tchol=1|tor=1	okal	okal	okal	1	1	1	0
G807-P0178	178	f47v	f47v	1	f47v.1	f47v.6	1	6	H	A	1	6	39	0	NONE	6	f47v.1|f47v.2|f47v.3|f47v.4|f47v.5|f47v.6	39	6	5	1	39	36	char=1|cheor=2|chkchy=1|chody=1|chol=1|cholsho=1|chopchy=1|chor=1|chory=1|cphy=1|cthy=1|daiidy=1|daiin=1|daiiy=1|dochod=1|dor=1|dsheey=1|dsholy=1|keechy=1|kol=1|ody=1|otchey=1|otchol=1|oteol=1|psheot=1|qotol=1|qoty=1|saiin=1|sal=1|sary=2|shees=1|sheey=1|sho=1|shol=1|shy=2|sy=1	34	32	char=1|chkchy=1|chody=1|cholsho=1|chopchy=1|chor=1|chory=1|cphy=1|cthy=1|daiidy=1|daiin=1|daiiy=1|dochod=1|dor=1|dsheey=1|dsholy=1|keechy=1|ody=1|otchey=1|otchol=1|oteol=1|psheot=1|qoty=1|saiin=1|sal=1|sary=2|shees=1|sheey=1|sho=1|shol=1|shy=2|sy=1	NONE	NONE	NONE	0	0	0	0
G807-P0179	179	f47v	f47v	2	f47v.7	f47v.14	7	14	H	A	1	8	46	0	NONE	8	f47v.7|f47v.8|f47v.9|f47v.10|f47v.11|f47v.12|f47v.13|f47v.14	46	8	5	1	46	35	chaiin=1|chdlety=1|chdy=1|cheky=1|cheotar=1|chety=1|chey=1|cho=2|chochy=1|chodaly=1|chody=1|chol=4|chotcho=1|chy=5|chyky=1|daiin=4|dain=1|dair=1|dar=1|dcheey=1|dchy=1|dcthy=1|dshy=1|dy=1|keesy=1|key=1|ltchey=1|o=1|otald=1|oteey=1|pchodaiin=1|qotcheey=1|sal=1|tcho=1|tchy=1	40	32	chaiin=1|chdlety=1|chdy=1|cheky=1|cheotar=1|chety=1|chey=1|cho=2|chochy=1|chodaly=1|chody=1|chotcho=1|chy=5|chyky=1|daiin=4|dain=1|dair=1|dar=1|dcheey=1|dchy=1|dcthy=1|dshy=1|dy=1|keesy=1|key=1|ltchey=1|oteey=1|pchodaiin=1|qotcheey=1|sal=1|tcho=1|tchy=1	NONE	NONE	NONE	0	0	0	0
G807-P0180	180	f48r	f48r	1	f48r.1	f48r.9	1	9	H	B	5	9	89	2	f48r.6|f48r.7	7	f48r.1|f48r.2|f48r.3|f48r.4|f48r.5|f48r.8|f48r.9	67	7	6	1	67	67	aiin=1|ar=1|cheockhy=1|cheody=1|chet=1|chetedy=1|cholkar=1|chtaiin=1|ckhy=1|cthar=1|ctheety=1|daiin=1|dain=1|dal=1|dam=1|dol=1|dr=1|kechodshey=1|kedy=1|l=1|ldy=1|octhey=1|od=1|odal=1|ody=1|okain=1|okeoam=1|okeody=1|olaiin=1|olkey=1|olsheey=1|opaldy=1|opchety=1|opchey=1|otaiin=1|otchdain=1|otchdy=1|oteodaiin=1|oteol=1|oteoly=1|pshdaiin=1|qoekaiin=1|qokdy=1|qotar=1|qotedy=1|qoteo=1|r=1|she=1|sheodaiin=1|sheody=1|sheokeol=1|shol=1|tedain=1|tedy=1|teol=1|teoteey=1|tolkeol=1|tshdy=1|y=1|ykeedy=1|ykeeody=1|ykeey=1|ypchdy=1|yteched=1|ytedy=1|yteeol=1|yteey=1	62	62	aiin=1|ar=1|cheockhy=1|cheody=1|chet=1|chetedy=1|cholkar=1|chtaiin=1|ckhy=1|cthar=1|ctheety=1|daiin=1|dain=1|dal=1|dam=1|dr=1|kechodshey=1|kedy=1|ldy=1|octhey=1|ody=1|okain=1|okeoam=1|okeody=1|olaiin=1|olkey=1|olsheey=1|opaldy=1|opchety=1|opchey=1|otaiin=1|otchdain=1|otchdy=1|oteodaiin=1|oteol=1|oteoly=1|pshdaiin=1|qoekaiin=1|qokdy=1|qotedy=1|qoteo=1|r=1|she=1|sheodaiin=1|sheody=1|sheokeol=1|shol=1|tedain=1|tedy=1|teol=1|teoteey=1|tolkeol=1|tshdy=1|y=1|ykeedy=1|ykeeody=1|ykeey=1|ypchdy=1|yteched=1|ytedy=1|yteeol=1|yteey=1	otal|qokeol	otal|qokeol	otal|qokeol	2	2	2	0
G807-P0181	181	f48v	f48v	1	f48v.1	f48v.6	1	6	H	B	5	6	73	1	f48v.6	5	f48v.1|f48v.2|f48v.3|f48v.4|f48v.5	58	5	5	1	57	52	aiin=2|air=1|alchdy=1|alchey=1|am=1|chdy=1|chedy=1|chedyty=1|chety=1|chey=1|chody=1|choolkeey=1|cthdy=1|dain=1|daly=1|dchedy=1|dshedy=1|dy=1|fchedy=1|kedy=1|keody=1|kor=1|lkeey=1|los=1|m=1|okain=1|okeeor=1|okeey=1|olkeeey=1|otar=3|otchody=1|otedy=1|oteed=1|otsh=1|pcheodchy=1|qocthedy=1|qokar=1|shed=1|shey=1|taiin=1|tchddy=1|tedy=1|teedy=1|tolkain=1|ty=1|y=3|ykeedy=1|ykeeedy=1|yotedy=1|ypair=1|ypchedy=1|yteedy=1	54	51	aiin=2|air=1|alchdy=1|alchey=1|am=1|chdy=1|chedy=1|chedyty=1|chety=1|chey=1|chody=1|choolkeey=1|cthdy=1|dain=1|daly=1|dchedy=1|dshedy=1|dy=1|fchedy=1|kedy=1|keody=1|kor=1|lkeey=1|los=1|m=1|okain=1|okeeor=1|okeey=1|olkeeey=1|otchody=1|otedy=1|oteed=1|otsh=1|pcheodchy=1|qocthedy=1|qokar=1|shed=1|shey=1|taiin=1|tchddy=1|tedy=1|teedy=1|tolkain=1|ty=1|y=3|ykeedy=1|ykeeedy=1|yotedy=1|ypair=1|ypchedy=1|yteedy=1	ol|otal	ol|otal	ol|otal	2	2	2	0
G807-P0182	182	f48v	f48v	2	f48v.7	f48v.11	7	11	H	B	5	5	55	1	f48v.9	4	f48v.7|f48v.8|f48v.10|f48v.11	43	4	5	1	42	39	al=1|ar=1|ary=1|chckhedy=1|chckhy=1|chdor=1|chdy=2|chedy=1|cheedls=1|chey=2|chkey=1|chtol=1|cpheeg=1|cthey=1|eeedy=1|fcheodal=1|kaly=1|okar=1|okedy=1|oldy=1|or=1|otedy=2|oteody=1|otoly=1|pchedar=1|sary=1|shedy=1|shef=1|tam=1|tokar=1|tol=1|y=1|ykal=1|ykedy=1|ykeedal=1|ykeol=1|ypchedy=1|ytchedal=1|ytedy=1	36	33	ar=1|ary=1|chckhedy=1|chckhy=1|chdor=1|chdy=2|chedy=1|cheedls=1|chey=2|chkey=1|cpheeg=1|cthey=1|eeedy=1|fcheodal=1|kaly=1|okedy=1|oldy=1|otedy=2|oteody=1|otoly=1|pchedar=1|sary=1|shedy=1|shef=1|tam=1|tokar=1|y=1|ykedy=1|ykeedal=1|ykeol=1|ypchedy=1|ytchedal=1|ytedy=1	okal	okal	okal	1	1	1	0
G807-P0183	183	f49r	f49r	1	f49r.1	f49r.3	1	3	H	A	1	3	23	0	NONE	3	f49r.1|f49r.2|f49r.3	23	3	4	1	23	19	cheoraiin=1|choshy=1|chotchy=1|daiin=2|dchor=2|dor=2|dsho=1|dy=1|kchy=1|opchor=1|pychol=1|qo=1|qopchar=1|qotor=1|sho=1|shol=1|shor=2|shorpchor=1|shtchy=1	23	19	cheoraiin=1|choshy=1|chotchy=1|daiin=2|dchor=2|dor=2|dsho=1|dy=1|kchy=1|opchor=1|pychol=1|qo=1|qopchar=1|qotor=1|sho=1|shol=1|shor=2|shorpchor=1|shtchy=1	NONE	NONE	NONE	0	0	0	0
G807-P0184	184	f49r	f49r	2	f49r.4	f49r.11	4	11	H	A	1	8	35	1	f49r.6	7	f49r.4|f49r.5|f49r.7|f49r.8|f49r.9|f49r.10|f49r.11	30	7	4	1	30	27	cheet=1|cheey=1|chey=2|choiin=1|chor=2|choroiin=1|chot=1|chotcheol=1|chotshy=1|chy=1|dchol=1|dodar=1|kshey=1|ksho=1|oykeeey=1|qodain=1|qokchy=1|qokeor=1|qolsor=1|qotan=1|qotody=1|r=1|sheor=1|sho=1|shor=2|shy=1|teey=1	28	25	cheet=1|cheey=1|chey=2|choiin=1|chor=2|choroiin=1|chot=1|chotcheol=1|chotshy=1|chy=1|dchol=1|dodar=1|kshey=1|ksho=1|oykeeey=1|qodain=1|qokchy=1|qolsor=1|qotody=1|r=1|sheor=1|sho=1|shor=2|shy=1|teey=1	ol	NONE	NONE	1	0	0	0
G807-P0185	185	f49r	f49r	3	f49r.12	f49r.21	12	21	H	A	1	10	56	2	f49r.17|f49r.18	8	f49r.12|f49r.13|f49r.14|f49r.15|f49r.16|f49r.19|f49r.20|f49r.21	42	8	5	1	42	37	chcthy=1|cheey=2|cheo=1|cho=1|chochy=1|chods=1|chody=1|chokan=1|chokchol=1|chol=2|chor=1|chs=1|cthodd=1|d=1|daiin=4|dcheo=1|dchey=1|dchodaiin=1|ety=1|kcho=1|keolchey=1|ochol=1|odcho=1|oriin=1|otol=1|podaiin=1|qo=1|qocho=1|qotcho=1|qotchody=1|r=1|sheor=1|shol=1|shoqoky=1|shor=1|tcheol=1|y=1	37	33	chcthy=1|cheey=2|cho=1|chochy=1|chods=1|chody=1|chokan=1|chokchol=1|chor=1|chs=1|cthodd=1|d=1|daiin=4|dcheo=1|dchey=1|dchodaiin=1|ety=1|kcho=1|keolchey=1|ochol=1|odcho=1|oriin=1|podaiin=1|qo=1|qocho=1|qotcho=1|qotchody=1|r=1|sheor=1|shol=1|shoqoky=1|shor=1|y=1	cheol|ol	cheol	cheol	2	1	1	0
G807-P0186	186	f49v	f49v	1	f49v.2	f49v.26	2	26	H	A	1	25	62	1	f49v.26	24	f49v.2|f49v.3|f49v.4|f49v.5|f49v.6|f49v.7|f49v.8|f49v.9|f49v.10|f49v.11|f49v.12|f49v.13|f49v.14|f49v.15|f49v.16|f49v.17|f49v.18|f49v.19|f49v.20|f49v.21|f49v.22|f49v.23|f49v.24|f49v.25	55	22	5	1	55	46	chcthy=1|cheo=1|chodaiin=1|chokag=1|chokchy=1|choky=2|chotchy=2|chotshol=1|chy=1|ckhey=1|ckhy=1|cphokchol=1|cthey=1|cthol=1|daiin=4|dain=1|dam=1|dan=1|dar=1|dchol=1|dl=1|dol=1|e=2|k=1|koddy=1|ksheo=1|kshor=1|o=2|ochokeey=1|ochor=1|okeodsho=1|p=1|qokchod=1|qokchy=1|qoksho=1|qotchar=1|qotchy=1|qoteees=1|r=1|s=1|shckhy=1|sheeod=1|sho=1|shodaiin=1|shol=2|y=2	50	42	chcthy=1|chodaiin=1|chokag=1|chokchy=1|choky=2|chotchy=2|chotshol=1|chy=1|ckhey=1|ckhy=1|cphokchol=1|cthey=1|cthol=1|daiin=4|dain=1|dam=1|dan=1|dar=1|dchol=1|e=2|k=1|koddy=1|ksheo=1|kshor=1|ochokeey=1|ochor=1|okeodsho=1|p=1|qokchod=1|qokchy=1|qoksho=1|qotchar=1|qotchy=1|qoteees=1|r=1|s=1|shckhy=1|sheeod=1|sho=1|shodaiin=1|shol=2|y=2	qokeol	qokeol	qokeol	1	1	1	0
G807-P0187	187	f49v	f49v	2	f49v.28	f49v.34	28	34	H	A	1	7	25	0	NONE	7	f49v.28|f49v.29|f49v.30|f49v.31|f49v.32|f49v.33|f49v.34	25	6	4	1	25	23	chokchodaiin=1|chokchy=1|chokeeodol=1|chol=1|chotchy=1|choty=1|d=1|dcho=2|dchog=1|dchsy=1|fchochor=1|o=1|oaiin=1|okchokol=1|opcheodal=1|otchodar=1|p=1|rcheey=1|sheo=1|shocho=1|shol=1|tchol=2|tchotchey=1	23	21	chokchodaiin=1|chokchy=1|chokeeodol=1|chotchy=1|choty=1|d=1|dcho=2|dchog=1|dchsy=1|fchochor=1|oaiin=1|okchokol=1|opcheodal=1|otchodar=1|p=1|rcheey=1|sheo=1|shocho=1|shol=1|tchol=2|tchotchey=1	NONE	NONE	NONE	0	0	0	0
G807-P0188	188	f49v	f49v	3	f49v.36	f49v.52	36	52	H	A	1	17	74	1	f49v.36	16	f49v.37|f49v.38|f49v.39|f49v.40|f49v.41|f49v.42|f49v.43|f49v.44|f49v.45|f49v.46|f49v.47|f49v.48|f49v.49|f49v.50|f49v.51|f49v.52	66	15	6	1	66	47	chaiin=2|chain=1|chariin=1|chctho=1|cheey=1|cheky=1|cheo=1|cheokchet=1|cheor=1|ches=1|chetcho=1|chey=1|chkalchy=1|cho=3|chokaiin=1|chokaly=1|chokchy=1|chokeeoky=1|chokeo=1|chokoran=1|chol=2|chor=5|choteey=1|chy=1|d=2|daiin=5|dain=1|daisin=1|dal=1|dls=1|dy=3|e=2|k=1|kcheol=1|kchor=1|kshardy=1|oaiin=2|qokeaiin=1|qokg=1|qotcheol=1|r=1|rchseesy=1|s=1|sho=1|sol=1|y=3|ykchokeo=1	60	42	chaiin=2|chain=1|chariin=1|chctho=1|cheey=1|cheky=1|cheokchet=1|ches=1|chetcho=1|chey=1|chkalchy=1|cho=3|chokaiin=1|chokaly=1|chokchy=1|chokeeoky=1|chokeo=1|chokoran=1|chor=5|choteey=1|chy=1|d=2|daiin=5|dain=1|daisin=1|dal=1|dls=1|dy=3|e=2|k=1|kchor=1|kshardy=1|oaiin=2|qokeaiin=1|qokg=1|qotcheol=1|r=1|rchseesy=1|s=1|sho=1|y=3|ykchokeo=1	cheol	cheol	cheol	1	1	1	0
G807-P0189	189	f50r	f50r	1	f50r.1	f50r.10	1	10	H	B	2	10	93	2	f50r.6|f50r.7	8	f50r.1|f50r.2|f50r.3|f50r.4|f50r.5|f50r.8|f50r.9|f50r.10	73	8	6	1	72	60	ald=1|alol=2|alosam=1|ar=4|chckhy=2|chedy=1|chefchdy=1|chkaiin=1|chky=1|chody=1|daiiin=1|dair=1|dar=1|darin=1|dy=1|kaiin=1|kar=4|kchdy=1|kchedy=1|keodaiin=1|laiin=1|o=1|ockhody=1|odam=1|okain=1|okar=2|okeody=1|oky=1|olfchedy=1|olkair=1|ols=1|opalke=1|opchey=1|or=1|orolkain=1|orsheckhy=1|otchdy=1|pchdy=1|psheor=1|qokaiin=1|qokain=1|qokas=1|qokchdy=4|qokedy=1|qopeeedar=1|shedain=1|sheedy=1|sheekar=1|shos=1|solkaiin=1|solkchy=1|sor=1|taipar=1|tchdy=1|tshol=1|y=1|yk=1|ykaiin=1|ykeey=1|ytchdy=1	67	56	ald=1|alol=2|alosam=1|ar=4|chckhy=2|chedy=1|chefchdy=1|chkaiin=1|chky=1|chody=1|daiiin=1|dair=1|dar=1|darin=1|dy=1|kaiin=1|kar=4|kchdy=1|kchedy=1|keodaiin=1|laiin=1|ockhody=1|odam=1|okain=1|okeody=1|oky=1|olfchedy=1|olkair=1|opalke=1|opchey=1|orolkain=1|orsheckhy=1|otchdy=1|pchdy=1|psheor=1|qokaiin=1|qokain=1|qokas=1|qokchdy=4|qokedy=1|qopeeedar=1|shedain=1|sheedy=1|sheekar=1|shos=1|solkaiin=1|solkchy=1|sor=1|taipar=1|tchdy=1|tshol=1|y=1|yk=1|ykaiin=1|ykeey=1|ytchdy=1	okal|ol|otal|qotal	okal|otal|qotal	okal|otal|qotal	4	3	3	0
G807-P0190	190	f50v	f50v	1	f50v.1	f50v.11	1	11	H	B	2	11	100	3	f50v.1|f50v.3|f50v.6	8	f50v.2|f50v.4|f50v.5|f50v.7|f50v.8|f50v.9|f50v.10|f50v.11	71	8	6	1	71	62	aiin=1|ain=1|ar=1|arood=1|chckhey=1|chckhy=2|chdy=1|chedy=1|cheey=1|chkedy=1|choky=1|chy=1|daiin=1|dairam=1|dar=1|dchedy=1|echedy=1|k=1|kar=2|kchdy=2|keody=1|l=1|lchey=1|o=1|odaiin=1|oeeey=1|okaiin=4|okain=2|okair=1|okchdy=1|okedyd=1|okeedy=1|oky=2|olaiin=1|olchdy=1|olcheky=1|olkaiin=1|oloeedy=1|ols=1|or=2|otaiin=1|otar=1|otor=1|qekaiin=1|qoain=1|qod=1|qodaiin=1|qokaly=1|qokedy=1|qotchdy=1|shedy=1|sheshy=1|tair=1|tchodain=1|tedaiin=1|y=1|ykar=1|ykchol=1|ykchy=1|ykeeod=1|ykor=1|ytsheod=1	65	57	aiin=1|ain=1|ar=1|arood=1|chckhey=1|chckhy=2|chdy=1|chedy=1|cheey=1|chkedy=1|choky=1|chy=1|daiin=1|dairam=1|dar=1|dchedy=1|echedy=1|k=1|kar=2|kchdy=2|keody=1|lchey=1|odaiin=1|oeeey=1|okaiin=4|okain=2|okair=1|okchdy=1|okedyd=1|okeedy=1|oky=2|olaiin=1|olchdy=1|olcheky=1|olkaiin=1|oloeedy=1|otaiin=1|otor=1|qekaiin=1|qoain=1|qod=1|qodaiin=1|qokaly=1|qokedy=1|qotchdy=1|shedy=1|sheshy=1|tair=1|tchodain=1|tedaiin=1|y=1|ykar=1|ykchol=1|ykchy=1|ykeeod=1|ykor=1|ytsheod=1	okal|qokol	okal|qokol	okal|qokol	2	2	2	0
