group_serial	diagram_id	page	locus	event_index	opaque_local_id	surface	visible_owner	local_namespace	transfer_status	exact_prose_joint_tuple_id	selected_component_parse	candidate_workshop_value_de	parse_alternatives	owner_and_namespace_preserved	cross_instrument_join	previous_candidate_value_de	atomic_common_root_value_de	common_root_revision	ambiguity_resolution_rule	label_frame_resolution_rule	address_core_resolution_rule	nomenclator_resolution	previous_atomic_value_de	common_action_revision
57	A1	f67r2	f67r2.23	1	A1:G057	oparchy	A1_LEFT_LOCAL_FIELD_23	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O+P+AR+Y	Arbeitsgang + hinein + von dort + dies	NONE	YES	NONE	Arbeitsgang + hinein + von dort + dies	Arbeitsgang + hinein + von dort + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Arbeitsgang + hinein + von dort + dies	NO
58	A1	f67r2	f67r2.23	2	A1:G058	salsain	A1_LEFT_LOCAL_FIELD_23	A67_LEFT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	AL+S_ADDR+AIN	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Stelle + Sternbezug + Portion	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Stelle + Sternbezug + Portion	NO
59	A1	f67r2	f67r2.24	1	A1:G059	sodar	A1_LEFT_LOCAL_FIELD_24	A67_LEFT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	S_ADDR+O+AR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Sternbezug + Arbeitsgang + von dort	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Sternbezug + Arbeitsgang + von dort	NO
60	A1	f67r2	f67r2.24	2	A1:G060	ofar	A1_LEFT_LOCAL_FIELD_24	A67_LEFT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	O+F_ADDR+AR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Arbeitsgang + Aussenbezug + von dort	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Arbeitsgang + Aussenbezug + von dort	NO
61	A1	f67r2	f67r2.24	3	A1:G061	ar	A1_LEFT_LOCAL_FIELD_24	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	AR	von dort	NONE	YES	NONE	von dort	von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	von dort	NO
62	A1	f67r2	f67r2.25	1	A1:G062	ydam	A1_LEFT_LOCAL_FIELD_25	A67_LEFT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	Y+D_ADDR+AM_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	dies + Teiladresse + Gegenfeld	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	dies + Teiladresse + Gegenfeld	NO
63	A1	f67r2	f67r2.26	1	A1:G063	yteoor	A1_LEFT_LOCAL_FIELD_26	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+T+E+O+OR	dies + fuellen + kurz + Arbeitsgang + Ansatz	NONE	YES	NONE	dies + fuellen + kurz + Arbeitsgang + Ansatz	dies + eintragen + kurz + Arbeitsgang + Ansatz	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + eintragen + kurz + Arbeitsgang + Ansatz	NO
64	A1	f67r2	f67r2.26	2	A1:G064	yto	A1_LEFT_LOCAL_FIELD_26	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+T+O	dies + fuellen + Arbeitsgang	NONE	YES	NONE	dies + fuellen + Arbeitsgang	dies + eintragen + Arbeitsgang	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + eintragen + Arbeitsgang	NO
65	A1	f67r2	f67r2.26	3	A1:G065	ykor	A1_LEFT_LOCAL_FIELD_26	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+K+OR	dies + zufuehren + Ansatz	NONE	YES	NONE	dies + zufuehren + Ansatz	dies + zufuehren + Ansatz	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + zufuehren + Ansatz	NO
66	A1	f67r2	f67r2.27	1	A1:G066	okeo	A1_LEFT_LOCAL_FIELD_27	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+E+O	ansetzen + kurz + Arbeitsgang	NONE	YES	NONE	ansetzen + kurz + Arbeitsgang	ansetzen + kurz + Arbeitsgang	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	ansetzen + kurz + Arbeitsgang	NO
67	A1	f67r2	f67r2.27	2	A1:G067	r	A1_LEFT_LOCAL_FIELD_27	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	R	abkuehlen	NONE	YES	NONE	abkuehlen	senken	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	abkuehlen	YES
68	A1	f67r2	f67r2.27	3	A1:G068	aiin	A1_LEFT_LOCAL_FIELD_27	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	2f1c5e56e8f0ff459065	AIIN	Mass	NONE	YES	NONE	Mass	Mass	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Mass	NO
69	A1	f67r2	f67r2.27	4	A1:G069	am	A1_LEFT_LOCAL_FIELD_27	A67_LEFT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	AM_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Gegenfeld	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Gegenfeld	NO
70	A1	f67r2	f67r2.28	1	A1:G070	okain	A1_LEFT_LOCAL_FIELD_28	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	1645e612504fcef59ced	OK+AIN	eine Portion zugeben	NONE	YES	NONE	eine Portion zugeben	eine Portion zugeben	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	eine Portion zugeben	NO
71	A1	f67r2	f67r2.28	2	A1:G071	am	A1_LEFT_LOCAL_FIELD_28	A67_LEFT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	AM_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Gegenfeld	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Gegenfeld	NO
72	A1	f67r2	f67r2.29	1	A1:G072	ytody	A1_LEFT_LOCAL_FIELD_29	A67_LEFT_CELESTIAL_WHEEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	Y+T+O+Y	ASTRO_LOCAL_LABEL_PENDING_CHOICE	Y+T+O+DY || Y+T+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	dies + eintragen + Arbeitsgang + dies	NO	LOCUS_INTERNAL_GROUP_KEEPS_CURRENT_ITEM	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + eintragen + Arbeitsgang + dies	NO
73	A1	f67r2	f67r2.29	2	A1:G073	saiin	A1_LEFT_LOCAL_FIELD_29	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	2f1c5e56e8f0ff459065	AIIN	Mass	NONE	YES	NONE	Mass	Mass	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Mass	NO
74	A1	f67r2	f67r2.30	1	A1:G074	ochol	A1_LEFT_LOCAL_FIELD_30	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O+OL	Arbeitsgang + fortsetzen	NONE	YES	NONE	Arbeitsgang + fortsetzen	Arbeitsgang + fortsetzen	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Arbeitsgang + fortsetzen	NO
75	A1	f67r2	f67r2.30	2	A1:G075	olol	A1_LEFT_LOCAL_FIELD_30	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OL+OL	fortsetzen + fortsetzen	NONE	YES	NONE	fortsetzen + fortsetzen	fortsetzen + fortsetzen	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	fortsetzen + fortsetzen	NO
76	A1	f67r2	f67r2.31	1	A1:G076	opcholdy	A1_LEFT_LOCAL_FIELD_31	A67_LEFT_CELESTIAL_WHEEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	O+P+OL+DY	ASTRO_LOCAL_LABEL_PENDING_CHOICE	O+P+OL+DY || O+P+OL+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	Arbeitsgang + hinein + fortsetzen + Schluss	NO	LOCUS_FINAL_OR_SINGLETON_TAKES_LICENSED_ENDPOINT	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Arbeitsgang + hinein + fortsetzen + Schluss	NO
77	A1	f67r2	f67r2.32	1	A1:G077	dosar	A1_LEFT_LOCAL_FIELD_32	A67_LEFT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	D_ADDR+O+AR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Teiladresse + Arbeitsgang + von dort	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Teiladresse + Arbeitsgang + von dort	NO
78	A1	f67r2	f67r2.32	2	A1:G078	odas	A1_LEFT_LOCAL_FIELD_32	A67_LEFT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	O+D_ADDR+A_ADDR+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Arbeitsgang + Teiladresse + Nebenadresse + Sternbezug	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Arbeitsgang + Teiladresse + Nebenadresse + Sternbezug	NO
79	A1	f67r2	f67r2.32	3	A1:G079	air	A1_LEFT_LOCAL_FIELD_32	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	AIR	Wasser	NONE	YES	NONE	Wasser	Lauf	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Lauf	NO
80	A1	f67r2	f67r2.32	4	A1:G080	alaiin	A1_LEFT_LOCAL_FIELD_32	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	AL+AIIN	Stelle + Mass	NONE	YES	NONE	Stelle + Mass	Stelle + Mass	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Stelle + Mass	NO
81	A1	f67r2	f67r2.33	1	A1:G081	dokan	A1_LEFT_LOCAL_FIELD_33	A67_LEFT_CELESTIAL_WHEEL	ASTRO_COUNT_SECTION_RESOLVED_SEQUENCE	NONE	D_ADDR+OK+AN_SECTION	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Teiladresse + ansetzen + Abschnitt	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NEW_RECURRENT_CORE	Teiladresse + ansetzen + Abschnitt	NO
82	A1	f67r2	f67r2.33	2	A1:G082	oear	A1_LEFT_LOCAL_FIELD_33	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O+E+AR	Arbeitsgang + kurz + von dort	NONE	YES	NONE	Arbeitsgang + kurz + von dort	Arbeitsgang + kurz + von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Arbeitsgang + kurz + von dort	NO
83	A1	f67r2	f67r2.33	3	A1:G083	odal	A1_LEFT_LOCAL_FIELD_33	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O+AL	Arbeitsgang + Stelle	NONE	YES	NONE	Arbeitsgang + Stelle	Arbeitsgang + Stelle	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Arbeitsgang + Stelle	NO
84	A1	f67r2	f67r2.34	1	A1:G084	ofar	A1_LEFT_LOCAL_FIELD_34	A67_LEFT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	O+F_ADDR+AR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Arbeitsgang + Aussenbezug + von dort	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Arbeitsgang + Aussenbezug + von dort	NO
85	A1	f67r2	f67r2.34	2	A1:G085	oeoldan	A1_LEFT_LOCAL_FIELD_34	A67_LEFT_CELESTIAL_WHEEL	ASTRO_COUNT_SECTION_RESOLVED_SEQUENCE	NONE	O+E+OL+D_ADDR+AN_SECTION	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Arbeitsgang + kurz + fortsetzen + Teiladresse + Abschnitt	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NEW_RECURRENT_CORE	Arbeitsgang + kurz + fortsetzen + Teiladresse + Abschnitt	NO
86	A1	f67r2	f67r2.35	1	A1:G086	chol	A1_LEFT_LOCAL_FIELD_35	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	dcda95c81a5460feb191	OL	fortsetzen	NONE	YES	NONE	fortsetzen	fortsetzen	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	fortsetzen	NO
87	A1	f67r2	f67r2.35	2	A1:G087	giin	A1_LEFT_LOCAL_FIELD_35	A67_LEFT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	G_ADDR+IIN	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Strahlmarke + Sollstufe	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Strahlmarke + Sollstufe	NO
88	A1	f67r2	f67r2.35	3	A1:G088	okol	A1_LEFT_LOCAL_FIELD_35	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+OL	ansetzen + fortsetzen	NONE	YES	NONE	ansetzen + fortsetzen	ansetzen + fortsetzen	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	ansetzen + fortsetzen	NO
89	A1	f67r2	f67r2.36	1	A1:G089	ytor	A1_LEFT_LOCAL_FIELD_36	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+T+OR	dies + fuellen + Ansatz	NONE	YES	NONE	dies + fuellen + Ansatz	dies + eintragen + Ansatz	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + eintragen + Ansatz	NO
90	A1	f67r2	f67r2.36	2	A1:G090	daiin	A1_LEFT_LOCAL_FIELD_36	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	2f1c5e56e8f0ff459065	AIIN	Mass	NONE	YES	NONE	Mass	Mass	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Mass	NO
91	A1	f67r2	f67r2.36	3	A1:G091	or	A1_LEFT_LOCAL_FIELD_36	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	7a4bb8136330ee4e6e56	OR	Ansatz	NONE	YES	NONE	Ansatz	Ansatz	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Ansatz	NO
92	A1	f67r2	f67r2.37	1	A1:G092	ytoaiin	A1_LEFT_LOCAL_FIELD_37	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+T+O+AIIN	dies + fuellen + Arbeitsgang + Mass	NONE	YES	NONE	dies + fuellen + Arbeitsgang + Mass	dies + eintragen + Arbeitsgang + Mass	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + eintragen + Arbeitsgang + Mass	NO
93	A1	f67r2	f67r2.38	1	A1:G093	otoldos	A1_LEFT_LOCAL_FIELD_38	A67_LEFT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	OT+OL+D_ADDR+O+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	danach + fortsetzen + Teiladresse + Arbeitsgang + Sternbezug	NO	NOT_REQUIRED	NOT_APPLIED	KNOWN_OT_SEQUENCE_PRIORITY	NOT_REQUIRED	danach + fortsetzen + Teiladresse + Arbeitsgang + Sternbezug	NO
94	A1	f67r2	f67r2.38	2	A1:G094	octhole	A1_LEFT_LOCAL_FIELD_38	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O+CTH+OL+E	Arbeitsgang + bereit + fortsetzen + kurz	NONE	YES	NONE	Arbeitsgang + bereit + fortsetzen + kurz	Arbeitsgang + bereit + fortsetzen + kurz	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Arbeitsgang + bereit + fortsetzen + kurz	NO
95	A1	f67r2	f67r2.39	1	A1:G095	sor	A1_LEFT_LOCAL_FIELD_39	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	7a4bb8136330ee4e6e56	OR	Ansatz	NONE	YES	NONE	Ansatz	Ansatz	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Ansatz	NO
96	A1	f67r2	f67r2.39	2	A1:G096	chedaiin	A1_LEFT_LOCAL_FIELD_39	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	CHD+AIIN	umsetzen + Mass	NONE	YES	NONE	umsetzen + Mass	umsetzen + Mass	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	umsetzen + Mass	NO
97	A1	f67r2	f67r2.39	3	A1:G097	dy	A1_LEFT_LOCAL_FIELD_39	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies	NO
98	A1	f67r2	f67r2.40	1	A1:G098	yteos	A1_LEFT_LOCAL_FIELD_40	A67_LEFT_CELESTIAL_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	Y+T+E+O+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	dies + eintragen + kurz + Arbeitsgang + Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	dies + eintragen + kurz + Arbeitsgang + Sternbezug	NO
99	A1	f67r2	f67r2.40	2	A1:G099	oiin	A1_LEFT_LOCAL_FIELD_40	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O+IIN	Arbeitsgang + Sollstufe	NONE	YES	NONE	Arbeitsgang + Sollstufe	Arbeitsgang + Sollstufe	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Arbeitsgang + Sollstufe	NO
100	A1	f67r2	f67r2.40	3	A1:G100	og	A1_LEFT_LOCAL_FIELD_40	A67_LEFT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	O+G_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Arbeitsgang + Strahlmarke	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Arbeitsgang + Strahlmarke	NO
101	A1	f67r2	f67r2.41	1	A1:G101	ytoeopchey	A1_LEFT_LOCAL_FIELD_41	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+T+O+E+O+P+Y	dies + fuellen + Arbeitsgang + kurz + Arbeitsgang + hinein + dies	NONE	YES	NONE	dies + fuellen + Arbeitsgang + kurz + Arbeitsgang + hinein + dies	dies + eintragen + Arbeitsgang + kurz + Arbeitsgang + hinein + dies	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + eintragen + Arbeitsgang + kurz + Arbeitsgang + hinein + dies	NO
102	A1	f67r2	f67r2.41	2	A1:G102	chekody	A1_LEFT_LOCAL_FIELD_41	A67_LEFT_CELESTIAL_WHEEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	CH+E+K+O+DY	ASTRO_LOCAL_LABEL_PENDING_CHOICE	CH+E+K+O+DY || CH+E+K+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	entnehmen + kurz + zufuehren + Arbeitsgang + Schluss	NO	LOCUS_FINAL_OR_SINGLETON_TAKES_LICENSED_ENDPOINT	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	abziehen + kurz + zufuehren + Arbeitsgang + Schluss	YES
103	A1	f67r2	f67r2.42	1	A1:G103	sosho	A1_LEFT_LOCAL_FIELD_42	A67_LEFT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	S_ADDR+O+HO	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Sternbezug + Arbeitsgang + Gabe	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Sternbezug + Arbeitsgang + Gabe	NO
104	A1	f67r2	f67r2.42	2	A1:G104	chos	A1_LEFT_LOCAL_FIELD_42	A67_LEFT_CELESTIAL_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	HO+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Gabe + Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	Gabe + Sternbezug	NO
105	A1	f67r2	f67r2.42	3	A1:G105	ockhy	A1_LEFT_LOCAL_FIELD_42	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O+CKH+Y	Arbeitsgang + Durchlass + dies	NONE	YES	NONE	Arbeitsgang + Durchlass + dies	Arbeitsgang + Durchgang + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Arbeitsgang + Durchlass + dies	YES
106	A1	f67r2	f67r2.43	1	A1:G106	daiin	A1_LEFT_LOCAL_FIELD_43	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	2f1c5e56e8f0ff459065	AIIN	Mass	NONE	YES	NONE	Mass	Mass	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Mass	NO
107	A1	f67r2	f67r2.43	2	A1:G107	aiin	A1_LEFT_LOCAL_FIELD_43	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	2f1c5e56e8f0ff459065	AIIN	Mass	NONE	YES	NONE	Mass	Mass	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Mass	NO
108	A1	f67r2	f67r2.43	3	A1:G108	os	A1_LEFT_LOCAL_FIELD_43	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	df1098831679a8ad1b39	OS	Gefäß	NONE	YES	NONE	Gefäß	Fach	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Fach	NO
109	A1	f67r2	f67r2.43	4	A1:G109	qsg	A1_LEFT_LOCAL_FIELD_43	A67_LEFT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	S_ADDR+G_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Sternbezug + Strahlmarke	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Sternbezug + Strahlmarke	NO
110	A1	f67r2	f67r2.44	1	A1:G110	ofydy	A1_LEFT_LOCAL_FIELD_44	A67_LEFT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	O+F_ADDR+Y+Y	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Arbeitsgang + Aussenbezug + dies + dies	NO	NOT_REQUIRED	NOT_APPLIED	LOCUS_INTERNAL_CURRENT_ITEM	NOT_REQUIRED	Arbeitsgang + Aussenbezug + dies + dies	NO
111	A1	f67r2	f67r2.44	2	A1:G111	sheody	A1_LEFT_LOCAL_FIELD_44	A67_LEFT_CELESTIAL_WHEEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	SH+E+O+Y	ASTRO_LOCAL_LABEL_PENDING_CHOICE	SH+E+O+DY || SH+E+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	halten + kurz + Arbeitsgang + dies	NO	LOCUS_INTERNAL_GROUP_KEEPS_CURRENT_ITEM	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	halten + kurz + Arbeitsgang + dies	NO
112	A1	f67r2	f67r2.44	3	A1:G112	aiin	A1_LEFT_LOCAL_FIELD_44	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	2f1c5e56e8f0ff459065	AIIN	Mass	NONE	YES	NONE	Mass	Mass	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Mass	NO
