occurrence_id	page	locus	token_index	ordinal	line_length	surface	token_kind	position	section	language	hand	family	card_type	scope_mode	rendering_class	left_surface	right_surface	working_gloss_de	working_render_de	composition	strongest_rival_de	reader_exact	split_normalized	all_three_present	all_present_exact	zl3b_line	it2a_line	rf1b_line	v38_gloss_de	v39_gloss_de	v38_scope_state	v39_scope_state	v39_working_translation_de	exact_surface_dispatch	substring_dispatch
G662-T0149	f112v	f112v.14	3	3	7	a	P	MEDIAL	S	B	3	FUNCTION_WORD	LEARNED_FUNCTION_WORD	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	A_EQUAL_PARTS	air	ykeedain	je, zu gleichen Teilen	je zu gleichen Teilen	LEARNED_EQUAL_PARTS_SIGN	davon/mit als Mengenanschluss	0	0	1	0	sain air a ykeedain qokeedy chedaiin aloin	sain ain am ykeedain qokeedy chedaiin alain	sain air am ykee ain qokee y che aiin alain	[a:?]	je, zu gleichen Teilen	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	Saatgut, Typ/Charge II; [air:?]; je zu gleichen Teilen; [ykeedain:?]; heiß am Ende des Grades, abgeschlossen; [chedaiin:?]; [aloin:?]	1	0
G662-T0150	f112v	f112v.18	6	6	10	qokeeey	P	MEDIAL	S	B	3	Q_COMMAND	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	PRACTICAL_ACTION	qokeedy	qokeeody	stark erhitzt, Endstufe III	erhitze bis Endstufe III	QO_FRAME+K_HOT+EEE_END_III+Y	Bindungsstufe III	1	1	1	1	saiin or aiin chey qokeedy qokeeey qokeeody qotam olaiin am	saiin or aiin chey qokeedy qokeeey qokeeody qotam olaiin am	saiin or aiin chey qokeedy qokeeey qokeeody qotam olaiin am	[qokeeey:?]	stark erhitzt, Endstufe III	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	Samen/Saatgut, Typ/Charge III; Drogenportion; Menge III; trocken in der Mitte des Grades; heiß am Ende des Grades, abgeschlossen; erhitze bis Endstufe III; [qokeeody:?]; [qotam:?]; [olaiin:?]; Maßeinheit I	1	0
G662-T0151	f112v	f112v.25	5	5	11	qokeeey	P	MEDIAL	S	B	3	Q_COMMAND	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	PRACTICAL_ACTION	cheedy	l	stark erhitzt, Endstufe III	erhitze bis Endstufe III	QO_FRAME+K_HOT+EEE_END_III+Y	Bindungsstufe III	1	1	1	0	pchdaiin shedy otaiin cheedy qokeeey l keeedy cheey lor eeedy qokeey	pchdaiin shedy otaiin cheedy qokeeey lkeeedy cheey lor eeedy qokeey	pchdaiin shedy otaiin cheedy qokeeey lkeeedy cheey lor eee y qokeey	[qokeeey:?]	stark erhitzt, Endstufe III	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[pchdaiin:?]; feucht in der Mitte des Grades, abgeschlossen; kalt im Zubereitungsrahmen, Grad III; trocken am Ende des Grades, abgeschlossen; erhitze bis Endstufe III; [l:?]; [keeedy:?]; trocken am Ende des Grades; Holzportion; [eeedy:?]; heiß am Ende des Grades	1	0
G662-T0152	f112v	f112v.28	8	8	11	qokeeey	P	MEDIAL	S	B	3	Q_COMMAND	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	PRACTICAL_ACTION	ykeey	ykeey	stark erhitzt, Endstufe III	erhitze bis Endstufe III	QO_FRAME+K_HOT+EEE_END_III+Y	Bindungsstufe III	1	1	1	0	shey keedal aiin cheol keeeody qoiin ykeey qokeeey ykeey qoeey qokaim	shey keedal aiin cheol keeeody qoiin ykeey qokeeey ykeey qoeey qokaim	shey keedal aiin che l keeeo y qoiin ykeey qokeeey ykeey qoeey qokaim	[qokeeey:?]	stark erhitzt, Endstufe III	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	feucht in der Mitte des Grades; [keedal:?]; Menge III; trockener Drogenstoff; [keeeody:?]; [qoiin:?]; [ykeey:?]; erhitze bis Endstufe III; [ykeey:?]; [qoeey:?]; [qokaim:?]	1	0
G662-T0153	f112v	f112v.30	10	10	10	opchdy	P	EOS	S	B	3	DRY	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	dalkedy	<EOS>	fertiges Trockenpulverpräparat	fertiges Trockenpulverpräparat	O_PREP+P_POWDER+CHDY_DRY_FINISHED	Trockenansatz mit P-Kopf	0	0	1	0	polor sheedy okeedey sal aiin sheedar okedy qopchedy dalkedy opchdy	polor sheedy okeedey sal aiin sheedar okedy qopchedy dalkedy opchdy	polor sheedy okee ey salaiin sheedar okedy qopche dalkedy pchdy	[opchdy:?]	fertiges Trockenpulverpräparat	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[polor:?]; feucht am Ende des Grades, abgeschlossen; [okeedey:?]; Saat-Rohstoff I; Menge III; [sheedar:?]; heißer Ansatz in der Mitte des Grades, abgeschlossen; [qopchedy:?]; [dalkedy:?]; fertiges Trockenpulverpräparat	1	0
G662-T0154	f112v	f112v.32	11	11	11	a	P	EOS	S	B	3	FUNCTION_WORD	LEARNED_FUNCTION_WORD	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	A_EQUAL_PARTS_CONTINUATION	r	<EOS>	je, zu gleichen Teilen	zu gleichen Teilen mit Folgendem:	LEARNED_EQUAL_PARTS_SIGN	davon/mit als Mengenanschluss	0	0	1	0	tchedor shee keedy otedar checphey qopchedy qopcheey kar opcheeo r a	tchedor shee keedy otedar checphey qopchedy qopcheey kar opcheeo raify	tchedor shee keedy otedar checphey qopchedy qopcheey kar opcheeora	[a:?]	je, zu gleichen Teilen	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[tchedor:?]; [shee:?]; heiß am Ende des Grades, abgeschlossen; [otedar:?]; [checphey:?]; [qopchedy:?]; [qopcheey:?]; heiße Drogenfraktion I; [opcheeo:?]; Wurzel; zu gleichen Teilen mit Folgendem:	1	0
G662-T0155	f112v	f112v.4	2	2	9	qo	P	MEDIAL	S	B	3	FUNCTION_WORD	LEARNED_FUNCTION_WORD	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	QO_TAKE_NEXT	shody	oeeeody	nehmen	nimm Folgendes:	LEARNED_RECIPE_COMMAND	Rezept- oder Qualitätsrahmen	1	1	1	0	shody qo oeeeody oteey qokeedy okeey qokeedy qoky am	shody qo oeeeody oteey qokeedy okeey qokeedy qoky am	shody qo oeeeo y teey qokeedy okeey qokeedy qo y am	[qo:?]	nehmen	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[shody:?]; nimm Folgendes: [oeeeody:?]; kalter Ansatz am Ende des Grades; heiß am Ende des Grades, abgeschlossen; heißer Ansatz am Ende des Grades; heiß am Ende des Grades, abgeschlossen; heiß am Anfang des Grades; Maßeinheit I	1	0
G662-T0156	f112v	f112v.43	6	6	12	chl	P	MEDIAL	S	B	3	LEARNED_WHOLE	LEARNED_WHOLE	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	CHL_DRY_NEXT	chol	olchedy	trocknen	trockne Folgendes:	LEARNED_DRY_COMMAND	trockenes Drogenholz/Kurzform	1	1	1	0	ooeeor oeeal olkeol al chol chl olchedy ykeedy chtal kar opchy famam	ooeeor oeeal olkeol ol chol chl alchedy ykeedy chtal kar opchy famom	ooeeor oeeal olkeol ol chol chl alchedy ykeedy chtal kar opchy fagam	[chl:?]	trocknen	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[ooeeor:?]; Rohstoffklasse I im Ansatz, am Gradende; [olkeol:?]; Rohstoffklasse I; trocken; nominal trockenes Gut/Material; trockne Folgendes: [olchedy:?]; Eintrag/Bezug: heiß am Gradende, abgeschlossen; Rohstoffklasse I, trocken-kalt am Gradanfang; heiße Drogenfraktion I; [opchy:?]; [famam:?]	1	0
G662-T0157	f112v	f112v.5	9	9	9	cheeoldy	P	EOS	S	B	3	DRY	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	okaiin	<EOS>	vollständig getrockneter Drogenstoff, fertig	vollständig getrockneter Drogenstoff, fertig	CH_DRY+EE_END+OL_MATERIAL+DY_FINISHED	zweite Bindungsstufe	0	0	1	0	sain aiiin okey daiin otal chear okedy okaiin cheeoldy	sain aiiin okey daiin otal chear okedy okaiin cheeoldy	sain aiiin okey daiin otal chear okedy okaiin cheeol y	[cheeoldy:?]	vollständig getrockneter Drogenstoff, fertig	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	Saatgut, Typ/Charge II; Menge-/Klassenwert IV; heißer Ansatz in der Mitte des Grades; Grad-/Maßwert III; Rohstoffklasse I im Ansatz, kalt am Gradanfang; trockene Fraktion I; heißer Ansatz in der Mitte des Grades, abgeschlossen; heiß, Grad III, im Ansatzrahmen; vollständig getrockneter Drogenstoff, fertig	1	0
G662-T0158	f113r	f113r.13	6	6	12	keeol	P	MEDIAL	S	B	3	DRY	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	l	lkcheol	stark erhitzter Drogenstoff	stark erhitzter Drogenstoff	K_HOT+EE_END+OL_MATERIAL	heißer Stoff am Gradende	0	0	1	0	polchor cheody qotedy lkeches l keeol lkcheol lkchedy kotchy lpchedy qopchedy ro	folchor cheody qotedy lkeches lkeeol lkcheol lkchedy kotchy lpchedy qopchedy ro	folchor cheody qotedy lkeches l keeol lkcheol lkche y kotchy lpchedy qopchedy ro	[keeol:?]	stark erhitzter Drogenstoff	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[polchor:?]; getrockneter Ansatz; kalt in der Mitte des Grades, abgeschlossen; [lkeches:?]; [l:?]; stark erhitzter Drogenstoff; [lkcheol:?]; [lkchedy:?]; [kotchy:?]; [lpchedy:?]; [qopchedy:?]; [ro:?]	1	0
G662-T0159	f113r	f113r.17	2	2	13	shar	P	MEDIAL	S	B	3	MOIST	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	dor	shol	angefeuchtete Drogenfraktion I	angefeuchtete Drogenfraktion I	SH_MOIST+AR_FRACTION_I	Feuchtfraktion ohne Zubereitungswert	1	1	1	0	dor shar shol qokeey qok chol chedaiin qoky chokain chotar chokar char alom	dor shar shol qokeey qokchol chedaiin qoky chokain chotar chokar char alom	dor shar shol qokeey qok chol che aiin qoky chokain chotar chokar char alom	[shar:?]	angefeuchtete Drogenfraktion I	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[dor:?]; angefeuchtete Drogenfraktion I; feucht; nominal feuchtes Gut/Material; heiß am Ende des Grades; [qok:?]; trocken; nominal trockenes Gut/Material; [chedaiin:?]; heiß am Anfang des Grades; [chokain:?]; [chotar:?]; [chokar:?]; [char:?]; [alom:?]	1	0
G662-T0160	f113r	f113r.26	8	8	10	oteeo	P	MEDIAL	S	B	3	COLD_PREP	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	lkeeody	loaiin	zweiter Kaltansatz	zweiter Kaltansatz	O_PREP+T_COLD+EE_STAGE_II+O_MEDIUM	kalte Zubereitung am Gradende	1	1	1	0	tol cheshy lkchedy lchod chal char lkeeody oteeo loaiin okeedy	tol cheshy lkchedy lchod chal char lkeeody oteeo loaiin okeedy	tol cheshy lkchedy lchod chal charlkeeo y oteeo loaiin okeedy	[oteeo:?]	zweiter Kaltansatz	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	kalt; nominal kaltes Gut/Material; [cheshy:?]; [lkchedy:?]; [lchod:?]; Rohstoffklasse I, trocken am Gradanfang; [char:?]; [lkeeody:?]; zweiter Kaltansatz; Drogenholzzubereitung, Charge III; heißer Ansatz am Ende des Grades, abgeschlossen	1	0
G662-T0161	f113r	f113r.27	1	1	13	tchol	P	BOS	S	B	3	DRY	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	<BOS>	chol	kalt-trockenes Drogenmaterial	kalt-trockenes Drogenmaterial	T_COLD+CHOL_DRY_MATERIAL	reine Qualitätsangabe	1	1	1	0	tchol chol lsheol shor kcheey y raiin sheol tcheody tchey sheoky lpchedy qokam	tchol chol lsheol shor kcheey yraiin sheol tcheody tchey sheoky lpchedy qokam	tchol chol lsheol shar kcheey yraiin sheol tcheody tchey sheoky lpchedy qokam	[tchol:?]	kalt-trockenes Drogenmaterial	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	kalt-trockenes Drogenmaterial; trocken; nominal trockenes Gut/Material; [lsheol:?]; Blüten-/Fruchtstand; reproduktiver Teil; heiß und trocken am Ende des Grades; hierzu: Wurzel, Typ/Charge III; feuchtes Material; [tcheody:?]; kalt und trocken in der Mitte des Grades; feucht angesetzte heiße Zubereitung am Gradanfang; [lpchedy:?]; [qokam:?]	1	0
G662-T0162	f113r	f113r.40	10	10	12	qo	P	MEDIAL	S	B	3	FUNCTION_WORD	LEARNED_FUNCTION_WORD	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	QO_TAKE_NEXT	shee	tchey	nehmen	nimm Folgendes:	LEARNED_RECIPE_COMMAND	Rezept- oder Qualitätsrahmen	0	0	1	0	tarar cheey cheokeol chcheey cthes aiin ctheey ctharad shee qo tchey taram	tarar cheey cheokeol chcheey cthes aiin ctheey ctharad shee qotchey taram	tarar cheey cheokeol chcheey cthes aiin ctheey ctharaj shee qo tchey taram	[qo:?]	nehmen	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[tarar:?]; trocken am Ende des Grades; [cheokeol:?]; [chcheey:?]; [cthes:?]; Menge III; CTH-Drogenmaterial, Form II; [ctharad:?]; [shee:?]; nimm Folgendes: kalt und trocken in der Mitte des Grades; [taram:?]	1	0
G662-T0163	f113r	f113r.42	10	10	10	aral	P	EOS	S	B	3	MEASURE	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	pchor	<EOS>	Rohdrogenfraktion I	Rohdrogenfraktion I	AR_FRACTION_I+AL_RAW_I	Fraktion neben separater Rohstoffklasse	1	1	1	0	pcheodaiin sholkeechy ar alkar otchedy cheol tcheor qokchedy pchor aral	pcheodaiin sholkeechy or alkar otchedy cheol tcheor qokchedy pchor aral	pcheodaiin sholkeechy or alkar otchedy cheol tcheor qokche y pchor aral	[aral:?]	Rohdrogenfraktion I	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[pcheodaiin:?]; [sholkeechy:?]; Drogenfraktion I; [alkar:?]; kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen; trockener Drogenstoff; kalt-trockener Drogenteil; heiß und trocken in der Mitte des Grades, abgeschlossen; [pchor:?]; Rohdrogenfraktion I	1	0
G662-T0164	f113v	f113v.10	4	4	14	aral	P	MEDIAL	S	B	3	MEASURE	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	otedyar	kedy	Rohdrogenfraktion I	Rohdrogenfraktion I	AR_FRACTION_I+AL_RAW_I	Fraktion neben separater Rohstoffklasse	0	1	1	0	polaiin oteol otedyar aral kedy qokeedy olar aiin kchey dal otor ar opchey ro	polaiin oteol otedy ar ar al kedy qokeedy olar aiin kchey dal otor ar opchey ro	polaiin oteol ote yar ar al ke y qokee y olaraiin kchey dal otor ar opchey ro	[aral:?]	Rohdrogenfraktion I	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[polaiin:?]; [oteol:?]; [otedyar:?]; Rohdrogenfraktion I; heiß in der Mitte des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; [olar:?]; Menge III; heiß und trocken in der Mitte des Grades; abgemessene Rohstoffmenge I; kalte Drogenportion im Ansatz; Drogenfraktion I; [opchey:?]; [ro:?]	1	0
G662-T0165	f113v	f113v.11	2	2	12	oteeo	P	MEDIAL	S	B	3	COLD_PREP	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	orsheor	cheey	zweiter Kaltansatz	zweiter Kaltansatz	O_PREP+T_COLD+EE_STAGE_II+O_MEDIUM	kalte Zubereitung am Gradende	1	1	1	0	orsheor oteeo cheey olkeey otal chotair otar qotar okar oko lkedal ram	or sheor oteeo cheey olkeey otol chotair otar qotar okar oko lkedal ram	orsheor oteeo cheey olkeey ot l chotair otar qotar okar oko lkedal ram	[oteeo:?]	zweiter Kaltansatz	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[orsheor:?]; zweiter Kaltansatz; trocken am Ende des Grades; [olkeey:?]; Rohstoffklasse I im Ansatz, kalt am Gradanfang; [chotair:?]; kalte Drogenfraktion I im Ansatz; kalte Drogenfraktion I; heiße Drogenfraktion I im Ansatz; [oko:?]; [lkedal:?]; Wurzel/Wurzeldroge: Maß-/Einheitsform I	1	0
G662-T0166	f113v	f113v.15	8	8	12	pcheol	P	MEDIAL	S	B	3	DRY	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	tchdy	kcheor	getrockneter Pulverstoff	getrockneter Pulverstoff	P_POWDER+CHEOL_DRY_MATERIAL	Pulver aus Trockendroge	1	1	1	0	ar ar okeey oeky otcheedaiin ol tchdy pcheol kcheor aiin cheey qokaram	ar ar okeey oeky otcheedaiin ol tchdy pcheol kcheor raiin cheey qokaram	arar okeey oeky tcheedaiin ol tch y pcheol kcheor aiin cheey qokaram	[pcheol:?]	getrockneter Pulverstoff	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	Drogenfraktion I; Drogenfraktion I; heißer Ansatz am Ende des Grades; [oeky:?]; [otcheedaiin:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; kalt und trocken am Anfang des Grades, abgeschlossen; getrockneter Pulverstoff; [kcheor:?]; Menge III; trocken am Ende des Grades; [qokaram:?]	1	0
G662-T0167	f113v	f113v.16	2	2	12	chl	P	MEDIAL	S	B	3	LEARNED_WHOLE	LEARNED_WHOLE	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	CHL_DRY_NEXT	daiin	l	trocknen	trockne Folgendes:	LEARNED_DRY_COMMAND	trockenes Drogenholz/Kurzform	1	1	1	0	daiin chl l keey lkaiin chdain qokain eor okalchedy qokar olkam ar	daiin chl lkeey lkaiin chdain qokain sheor okalchedy qokar olkam ar	daiin chl lkeey lkaiin ch eiin qokain eor okalche y qokar olkam ar	[chl:?]	trocknen	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	Grad-/Maßwert III; trockne Folgendes: [l:?]; heiß am Ende des Grades; [lkaiin:?]; [chdain:?]; heiß, Grad II; [eor:?]; [okalchedy:?]; heiße Drogenfraktion I; heißes Material [terminal-M]; Drogenfraktion I	1	0
G662-T0168	f113v	f113v.25	5	5	12	pcheol	P	MEDIAL	S	B	3	DRY	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	otey	qopchey	getrockneter Pulverstoff	getrockneter Pulverstoff	P_POWDER+CHEOL_DRY_MATERIAL	Pulver aus Trockendroge	1	1	1	0	tokary lkchey lkeedy otey pcheol qopchey cthol opaiin ol keeor opshedy qotam	tokary lkchey lkeedy otey pcheol qopchey cthol opaiin ol keeor opshedy qotam	tokary lkchey lkeedy otey pcheol qopchey cthol opaiin ol keeor opedy qotam	[pcheol:?]	getrockneter Pulverstoff	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[tokary:?]; [lkchey:?]; Drogenholz, heiß am Gradende, abgeschlossen; kalter Ansatz in der Mitte des Grades; getrockneter Pulverstoff; [qopchey:?]; CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge; [opaiin:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [keeor:?]; [opshedy:?]; [qotam:?]	1	0
G662-T0169	f113v	f113v.29	6	6	13	a	P	MEDIAL	S	B	3	FUNCTION_WORD	LEARNED_FUNCTION_WORD	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	A_EQUAL_PARTS	okaiin	r	je, zu gleichen Teilen	je zu gleichen Teilen	LEARNED_EQUAL_PARTS_SIGN	davon/mit als Mengenanschluss	0	0	1	0	ykeeol chedy qokeey olkeeey okaiin a r cthey okaiin al lor air aralg	ykeeol chedy qokeey olkeeey okaiin ar cthey okaiin al lor air arald	ykeeol chedy qokeey olkeeey okaiin ar cthey okaiin al lor air aralg	[a:?]	je, zu gleichen Teilen	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[ykeeol:?]; trocken in der Mitte des Grades, abgeschlossen; heiß am Ende des Grades; [olkeeey:?]; heiß, Grad III, im Ansatzrahmen; je zu gleichen Teilen; Wurzel; CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I; heiß, Grad III, im Ansatzrahmen; Rohstoffklasse I; Holzportion; [air:?]; [aralg:?]	1	0
G662-T0170	f113v	f113v.37	1	1	8	qol	P	BOS	S	B	3	Q_COMMAND	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	QOL_ADD_NEXT	<BOS>	aiin	Drogenstoff zugeben	gib Folgendes hinzu:	QO_FRAME+L_MATERIAL_AS_LEARNED_ACTION	Rezeptgrundlage / Trägerdroge	1	1	1	0	qol aiin olaiin oteeey lchedy qokair y daiin	qol aiin olaiin oteeey lchedy qokair ydaiin	qol aiin olaiin oteee lchedy qokair ydaiin	[qol:?]	Drogenstoff zugeben	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	gib Folgendes hinzu: Menge III; [olaiin:?]; [oteeey:?]; getrocknetes Drogenholz; [qokair:?]; hierzu: Grad-/Maßwert III	1	0
G662-T0171	f113v	f113v.40	10	10	12	qo	P	MEDIAL	S	B	3	FUNCTION_WORD	LEARNED_FUNCTION_WORD	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	QO_TAKE_NEXT	lkeeedy	oeeey	nehmen	nimm Folgendes:	LEARNED_RECIPE_COMMAND	Rezept- oder Qualitätsrahmen	0	0	1	0	oraiin cheor alkain oteey ar aiin otaiin okeey lkeeedy qo oeeey aiin	oraiin cheor alkain oteey ar aiin otaiin okeey lkeeedy qoeeeey aiin	oraiin cheor alkain oteey ar aiin otaiin okeey lkeeedy qo eeeey aiin	[qo:?]	nehmen	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	Portion III; trockener Drogenteil; [alkain:?]; kalter Ansatz am Ende des Grades; Drogenfraktion I; Menge III; kalt im Zubereitungsrahmen, Grad III; heißer Ansatz am Ende des Grades; [lkeeedy:?]; nimm Folgendes: [oeeey:?]; Menge III	1	0
G662-T0172	f113v	f113v.41	4	4	7	a	P	MEDIAL	S	B	3	FUNCTION_WORD	LEARNED_FUNCTION_WORD	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	A_EQUAL_PARTS	okain	r	je, zu gleichen Teilen	je zu gleichen Teilen	LEARNED_EQUAL_PARTS_SIGN	davon/mit als Mengenanschluss	0	0	1	0	dair aiin okain a r aiin cheody	dair aiin okain ar aiin cheody	dair aiin okain ar aiin cheody	[a:?]	je, zu gleichen Teilen	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	abgemessene Fraktion II; Menge III; heiß im Zubereitungsrahmen, Grad II; je zu gleichen Teilen; Wurzel; Menge III; getrockneter Ansatz	1	0
G662-T0173	f113v	f113v.46	4	4	6	lain	P	MEDIAL	S	B	3	WOOD	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	cheey	al	Drogenholz, Charge II	Drogenholz, Charge II	L_WOOD+A_VALUE+IN_II	Flüssigkeit oder Auszug, Klasse II	1	1	1	0	o lkaiin cheey lain al cheey	olkaiin cheey lain al cheey	o lkaiin cheey lain al cheey	[lain:?]	Drogenholz, Charge II	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[o:?]; [lkaiin:?]; trocken am Ende des Grades; Drogenholz, Charge II; Rohstoffklasse I; trocken am Ende des Grades	1	0
G662-T0174	f113v	f113v.48	4	4	12	qol	P	MEDIAL	S	B	3	Q_COMMAND	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	QOL_ADD_NEXT	cheey	lsheedy	Drogenstoff zugeben	gib Folgendes hinzu:	QO_FRAME+L_MATERIAL_AS_LEARNED_ACTION	Rezeptgrundlage / Trägerdroge	1	1	1	0	y cheol cheey qol lsheedy qokaiin chedy kain qokeeedy lkaiin okal dy	ycheol cheey qol lsheedy qokaiin chedy kain qokeeedy lkaiin okal dy	y cheol cheey qol lshee y qokaiin che y kain qokeee y lkaiin okal dy	[qol:?]	Drogenstoff zugeben	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	Eintrag: trockener Drogenstoff; trocken am Ende des Grades; gib Folgendes hinzu: [lsheedy:?]; heiß, Grad III; trocken in der Mitte des Grades, abgeschlossen; heiß, Grad II; heißer Zustand, Bindungsstufe III; [lkaiin:?]; Rohstoffklasse I im Ansatz, heiß am Gradanfang.	1	0
G662-T0175	f114r	f114r.18	6	6	7	qodaiin	P	MEDIAL	S	B	3	Q_COMMAND	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	qoeeody	daildain	Qualitätsgrad III	Qualitätsgrad III	QO_FRAME+DAIIN_GRADE_III	Ansatzdosis III	1	1	1	1	lcheos okar y cheodeeey qoeeody qodaiin daildain	lcheos okar y cheodeeey qoeeody qodaiin daildain	lcheos okar y cheodeeey qoeeody qodaiin daildain	[qodaiin:?]	Qualitätsgrad III	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[lcheos:?]; heiße Drogenfraktion I im Ansatz; [cheodeeey:?]; [qoeeody:?]; Qualitätsgrad III; [daildain:?]	1	0
