occurrence_id	page	locus	ordinal	surface	position	reader_exact	split_normalized	all_present_exact	zl3b_line	it2a_line	rf1b_line	claim_boundary
G662-T0163	f113r	f113r.42	10	aral	EOS	1	1	0	pcheodaiin sholkeechy ar alkar otchedy cheol tcheor qokchedy pchor aral	pcheodaiin sholkeechy or alkar otchedy cheol tcheor qokchedy pchor aral	pcheodaiin sholkeechy or alkar otchedy cheol tcheor qokche y pchor aral	reader agreement conditions confidence only; it does not identify plaintext
G662-T0164	f113v	f113v.10	4	aral	MEDIAL	0	1	0	polaiin oteol otedyar aral kedy qokeedy olar aiin kchey dal otor ar opchey ro	polaiin oteol otedy ar ar al kedy qokeedy olar aiin kchey dal otor ar opchey ro	polaiin oteol ote yar ar al ke y qokee y olaraiin kchey dal otor ar opchey ro	reader agreement conditions confidence only; it does not identify plaintext
G662-T0165	f113v	f113v.11	2	oteeo	MEDIAL	1	1	0	orsheor oteeo cheey olkeey otal chotair otar qotar okar oko lkedal ram	or sheor oteeo cheey olkeey otol chotair otar qotar okar oko lkedal ram	orsheor oteeo cheey olkeey ot l chotair otar qotar okar oko lkedal ram	reader agreement conditions confidence only; it does not identify plaintext
G662-T0166	f113v	f113v.15	8	pcheol	MEDIAL	1	1	0	ar ar okeey oeky otcheedaiin ol tchdy pcheol kcheor aiin cheey qokaram	ar ar okeey oeky otcheedaiin ol tchdy pcheol kcheor raiin cheey qokaram	arar okeey oeky tcheedaiin ol tch y pcheol kcheor aiin cheey qokaram	reader agreement conditions confidence only; it does not identify plaintext
G662-T0167	f113v	f113v.16	2	chl	MEDIAL	1	1	0	daiin chl l keey lkaiin chdain qokain eor okalchedy qokar olkam ar	daiin chl lkeey lkaiin chdain qokain sheor okalchedy qokar olkam ar	daiin chl lkeey lkaiin ch eiin qokain eor okalche y qokar olkam ar	reader agreement conditions confidence only; it does not identify plaintext
G662-T0168	f113v	f113v.25	5	pcheol	MEDIAL	1	1	0	tokary lkchey lkeedy otey pcheol qopchey cthol opaiin ol keeor opshedy qotam	tokary lkchey lkeedy otey pcheol qopchey cthol opaiin ol keeor opshedy qotam	tokary lkchey lkeedy otey pcheol qopchey cthol opaiin ol keeor opedy qotam	reader agreement conditions confidence only; it does not identify plaintext
G662-T0169	f113v	f113v.29	6	a	MEDIAL	0	0	0	ykeeol chedy qokeey olkeeey okaiin a r cthey okaiin al lor air aralg	ykeeol chedy qokeey olkeeey okaiin ar cthey okaiin al lor air arald	ykeeol chedy qokeey olkeeey okaiin ar cthey okaiin al lor air aralg	reader agreement conditions confidence only; it does not identify plaintext
G662-T0170	f113v	f113v.37	1	qol	BOS	1	1	0	qol aiin olaiin oteeey lchedy qokair y daiin	qol aiin olaiin oteeey lchedy qokair ydaiin	qol aiin olaiin oteee lchedy qokair ydaiin	reader agreement conditions confidence only; it does not identify plaintext
G662-T0171	f113v	f113v.40	10	qo	MEDIAL	0	0	0	oraiin cheor alkain oteey ar aiin otaiin okeey lkeeedy qo oeeey aiin	oraiin cheor alkain oteey ar aiin otaiin okeey lkeeedy qoeeeey aiin	oraiin cheor alkain oteey ar aiin otaiin okeey lkeeedy qo eeeey aiin	reader agreement conditions confidence only; it does not identify plaintext
G662-T0172	f113v	f113v.41	4	a	MEDIAL	0	0	0	dair aiin okain a r aiin cheody	dair aiin okain ar aiin cheody	dair aiin okain ar aiin cheody	reader agreement conditions confidence only; it does not identify plaintext
G662-T0173	f113v	f113v.46	4	lain	MEDIAL	1	1	0	o lkaiin cheey lain al cheey	olkaiin cheey lain al cheey	o lkaiin cheey lain al cheey	reader agreement conditions confidence only; it does not identify plaintext
G662-T0174	f113v	f113v.48	4	qol	MEDIAL	1	1	0	y cheol cheey qol lsheedy qokaiin chedy kain qokeeedy lkaiin okal dy	ycheol cheey qol lsheedy qokaiin chedy kain qokeeedy lkaiin okal dy	y cheol cheey qol lshee y qokaiin che y kain qokeee y lkaiin okal dy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0175	f114r	f114r.18	6	qodaiin	MEDIAL	1	1	1	lcheos okar y cheodeeey qoeeody qodaiin daildain	lcheos okar y cheodeeey qoeeody qodaiin daildain	lcheos okar y cheodeeey qoeeody qodaiin daildain	reader agreement conditions confidence only; it does not identify plaintext
G662-T0176	f114r	f114r.19	4	dchedy	MEDIAL	1	1	0	pairody shedar qopchdy dchedy dol qopchedy daiin ofchedaiin chodaiin opair dar oty	pairody shedar qopchdy dchedy dol qopchedy daiin ofchedaiin chodaiin opair dar oty	pairody shedar qopchd dchedy dol qopchedy daiin ofche aiin chodaiin opair dar oty	reader agreement conditions confidence only; it does not identify plaintext
G662-T0177	f114r	f114r.27	4	qodaiin	MEDIAL	1	1	0	cheeo daiin sheedy qodaiin ksam chodal olchedy	cheeo daiin sheedy qodaiin ksam chodal olchedy	cheeo daiin sheedy qodaiin sam chodal olchedy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0178	f114r	f114r.42	3	qodaiin	MEDIAL	1	1	0	poedair qotol qodaiin otaiin qotar qotchey qotaiin cheopy qopaiin cheody	poedair qotol qodaiin otaiin qotar qotchey qotaiin cheopy qopoiin cheody	poedair qotol qodaiin otaiin qotar qotchey qotaiin cheopy qopaiin cheody	reader agreement conditions confidence only; it does not identify plaintext
G662-T0179	f114r	f114r.44	1	ydaiin	BOS	1	1	0	ydaiin chedy qoal cheey qokair okeedy chotal chol okain ar da opaiin	ydaiin chedy qoal cheey qokair okeedy chotal chol okain ar dor opaiin	ydaiin che y qoal cheey qokair okeedy chotal chol okain ar das opaiin	reader agreement conditions confidence only; it does not identify plaintext
G662-T0180	f114r	f114r.7	2	dchedy	MEDIAL	0	0	0	cheol dchedy dkchs aiin chdedy qodaiin okchedaiin chain	cheol dchedy dkchs aiin chdedy qodaiin okchedaiin chain	cheol dched dkchs aiin chdedy qodaiin okchedaiin chain	reader agreement conditions confidence only; it does not identify plaintext
G662-T0181	f114r	f114r.7	6	qodaiin	MEDIAL	1	1	0	cheol dchedy dkchs aiin chdedy qodaiin okchedaiin chain	cheol dchedy dkchs aiin chdedy qodaiin okchedaiin chain	cheol dched dkchs aiin chdedy qodaiin okchedaiin chain	reader agreement conditions confidence only; it does not identify plaintext
G662-T0182	f114r	f114r.9	2	qodaiin	MEDIAL	1	1	0	dcheod qodaiin daiin chey kal dody chdairod okchdy chody daiin dar oarorold	dcheod qodaiin daiin chey kal dody chdairod okchdy chody daiin dar oar orold	dcheod qodaiin daiin chey kaldody chdairod okchdy chody daiin dar oar or old	reader agreement conditions confidence only; it does not identify plaintext
G662-T0183	f114v	f114v.1	6	dchedy	MEDIAL	0	0	0	pchdol dar chedain chodalr fcheey dchedy qocphdy otdady qotedar daiin	pchdol dar chedain chodalr fcheey dchedy qocphdy otdady qotedar daiin	pchdol dar chedain chodalr fcheey dched qocphdy otdady qotedar daiin	reader agreement conditions confidence only; it does not identify plaintext
G662-T0184	f114v	f114v.15	6	qokol	MEDIAL	1	1	0	ochedain chedy okal chaiin qokod qokol cheedy qotody cheol kchedy ldy	ochedain chedy okal chaiin qokod qokol cheedy qotody cheol kchedy ldy	ochedain che y okal chaiin qokod qokol cheedy qotody cheol kchedy ldy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0185	f114v	f114v.20	3	qokol	MEDIAL	1	1	1	tshedain qotchody qokol shedy qokchedy daiin qofchdar chdor chdy dary	tshedain qotchody qokol shedy qokchedy daiin qofchdar chdor chdy dary	tshedain qotchody qokol shedy qokchedy daiin qofchdar chdor chdy dary	reader agreement conditions confidence only; it does not identify plaintext
G662-T0186	f114v	f114v.21	10	aral	EOS	1	1	0	dair cheeo chy chdaiin qokedy otcheodaiin qokchdy otedal dain aral	dair cheeo chy chdaiin qokedy otcheodaiin qokchdy otedal dain aral	dair cheeo chy chdaiin qoke y otcheodaiin qokchdy otedal ain aral	reader agreement conditions confidence only; it does not identify plaintext
G662-T0187	f114v	f114v.22	6	olkedy	MEDIAL	0	0	0	ychedar shod qokaiin qotchey chockhy olkedy otechy ykedckhy	ychedar shod qokaiin qotchey chockhy olkedy otechy ykedckhy	ychedar shod qokaiin qotchey chockhy olke y otechy yke ckhy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0188	f114v	f114v.29	9	opchdy	MEDIAL	1	1	0	pchdair sho qopchey otcheed chedy qopcheo r ocpheody opchdy qopairam	pchdair sho qopchey otcheed chedy qopcheos ocpheody opchdy qopairam	pchdair sho qopchey otcheed che y qopcheo s ocpheody opchdy qopairam	reader agreement conditions confidence only; it does not identify plaintext
G662-T0189	f114v	f114v.3	9	choty	MEDIAL	1	1	0	oeos qotcheo odain qotain otar qotchd dol qotchedy choty ol lchdaiin dal	oeos qotcheo odain qotain otar qotchd dol qotchedy choty ol lchdain dal	oeos qotcheo o ain qotain otar qotchd ol qotchedy choty ol lch aiin dal	reader agreement conditions confidence only; it does not identify plaintext
G662-T0190	f114v	f114v.30	9	oteeo	MEDIAL	1	1	0	y cheey qooeey qolcheey qoteey qotaiin otal otaiin oteeo teey rain	ycheey qoochy qolcheey qoteey qotaiin otal otaiin oteeo teey rain	ycheey qooeey qolcheey qoteey qotaiin otal otaiin oteeo teey rain	reader agreement conditions confidence only; it does not identify plaintext
G662-T0191	f114v	f114v.35	2	kair	MEDIAL	1	1	1	yshey kair yteeey qokaiin chckhy chodaiin olkaim	yshey kair yteeey qokaiin chckhy chodaiin olkaim	yshey kair yteeey qokaiin chckhy chodaiin olkaim	reader agreement conditions confidence only; it does not identify plaintext
G662-T0192	f114v	f114v.39	1	qo	BOS	0	0	0	qo eecheedy o kecheokeo oteo daiin okaiin choty odaiin otam	qoleechedy o kecheokeo oteo daiin okaiin choty odaiin otam	qo oeecheedy o kecheokeo oteo daiin okaiin choty odaiin otam	reader agreement conditions confidence only; it does not identify plaintext
G662-T0193	f114v	f114v.39	8	choty	MEDIAL	1	1	0	qo eecheedy o kecheokeo oteo daiin okaiin choty odaiin otam	qoleechedy o kecheokeo oteo daiin okaiin choty odaiin otam	qo oeecheedy o kecheokeo oteo daiin okaiin choty odaiin otam	reader agreement conditions confidence only; it does not identify plaintext
G662-T0194	f114v	f114v.41	9	choty	EOS	1	1	0	yaiin ooy okeey cheody qokaiin otain al kain choty	yaiin oeeoy okeey cheody qokaiin otain al kain choty	yaiin oeeoy kee cheod qokaiin otain al kain choty	reader agreement conditions confidence only; it does not identify plaintext
G662-T0195	f115r	f115r.12	4	qodaiin	MEDIAL	0	0	0	dsheo qokeedaiin qokechdy qodaiin or chol o ro chey	dsheo qokeedain qokechdy qodaiin or choloro chey	dsheo qokeedaiin qokechdy qo aiin or cholo ro chey	reader agreement conditions confidence only; it does not identify plaintext
G662-T0196	f115r	f115r.14	1	ycheeo	BOS	1	1	0	ycheeo rcheeo qo lkain cheey saiin cheedy tcheo lodar chtar as kaiin dam	ycheeo rcheeo qo lkain cheey saiin cheedy tcheo lodar chtar as kain dam	ycheeo r cheeo qo lkain cheey saiin cheedy tcheo lodar chtar as kaiin dam	reader agreement conditions confidence only; it does not identify plaintext
G662-T0197	f115r	f115r.14	3	qo	MEDIAL	1	1	0	ycheeo rcheeo qo lkain cheey saiin cheedy tcheo lodar chtar as kaiin dam	ycheeo rcheeo qo lkain cheey saiin cheedy tcheo lodar chtar as kain dam	ycheeo r cheeo qo lkain cheey saiin cheedy tcheo lodar chtar as kaiin dam	reader agreement conditions confidence only; it does not identify plaintext
G662-T0198	f115r	f115r.17	1	qol	BOS	1	1	1	qol cheey qotchy daiin daiin cheocthy dolkeedy qotaiin chol oteeedchey okeedain	qol cheey qotchy daiin daiin cheocthy dolkeedy qotaiin chol oteeedchey okeedain	qol cheey qotchy daiin daiin cheocthy dolkeedy qotaiin chol oteeedchey okeedain	reader agreement conditions confidence only; it does not identify plaintext
G662-T0199	f115r	f115r.20	11	qol	MEDIAL	1	1	0	lcheod lkchedy chockhy chedy qokchedy qoky chor al alor cheey qol keo r shey	lcheod lkchedy chockhy chedy qokchedy qoky chor al alor cheey qol keor shey	lcheod lkchedy chockhy chedy qokchedy qoky chor al alor cheey qol keor shey	reader agreement conditions confidence only; it does not identify plaintext
G662-T0200	f115r	f115r.23	8	qokeeey	MEDIAL	1	1	0	dchey keey qokeod chody qokcho s checthy qokeeey keeey lol chedy qokchedy ldy	dchey keey qokeod chody qokchor checkhy qokeeey keeey lol chedy qokchedy ldy	dchey keey qokeod chody qokcho s checkhy qokeeey keeey lol che y qokchedy ldy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0201	f115r	f115r.24	9	chl	MEDIAL	1	1	0	dcheol qokeol or ar aiin cheey okeeeo or chl lor ol otlaiin cheeor ary	dcheol qokeol or ar aiin cheey okeeeo ar chl lor ol otlaiin cheeor ary	dcheol qokeol or ar aiin cheey okeeeo ar chl lor ol otlaiin cheeor ary	reader agreement conditions confidence only; it does not identify plaintext
G662-T0202	f115r	f115r.27	2	los	MEDIAL	1	1	0	ysheeo los ar chey qoky chol kchedshedy qokaiin shey qoetar chol qokaram	ysheeo los ar chey qoky cholkched shedy qokain shey qoetar chol qokaram	ysheeo los ar chey qoky chol kched she y qokaiin shey qoetar chol qokaram	reader agreement conditions confidence only; it does not identify plaintext
G662-T0203	f115r	f115r.3	1	qol	BOS	1	1	0	qol cheol chor od qol chedy qockheos cholor daar oraro	qolcheol chor od qol chedy qockheos cholor daar oraro	qol che l chor od qol che y qockheos cholor daar oraro	reader agreement conditions confidence only; it does not identify plaintext
G662-T0204	f115r	f115r.3	5	qol	MEDIAL	0	0	0	qol cheol chor od qol chedy qockheos cholor daar oraro	qolcheol chor od qol chedy qockheos cholor daar oraro	qol che l chor od qol che y qockheos cholor daar oraro	reader agreement conditions confidence only; it does not identify plaintext
G662-T0205	f115r	f115r.35	2	aral	MEDIAL	1	1	0	posheos aral chaiin shkchedy otais chsi chpchar ar al odaiin chcphy dy	posheos aral chaiin shkchedy otais chs chpchar ar al odaiin chcfhy dy	posheos aral chaiin shkchedy otais chsi chpchar ar al daiin chcphy dy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0206	f115r	f115r.42	4	qokol	MEDIAL	1	1	0	tcheodl raiin chkar qokol lchdy qorshy qokain qokain chep chotchdy	tcheodl raiin chkar qokol lchdy qorshy qokain qokain chep chotchdy	tcheodl raiin chkar qokol lch y qorshy qotain qokain chep chotchdy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0207	f115r	f115r.45	2	dchedy	MEDIAL	1	1	0	y dchedy kody qokeedy chols	y dchedy kody qokeedy chols	y dchedy kody qokeed chols	reader agreement conditions confidence only; it does not identify plaintext
G662-T0208	f115r	f115r.5	9	lchedar	MEDIAL	1	1	0	ycheedy chedar olkees sheed qodain qoteedy qokedy qokeed lchedar qotchedy ro	ycheedy chedar olkees sheed qodain qoteedy qokedy qokeed lchedar qotchedy ro	ycheedy chedar olkees sheed qodain qoteedy qoked qokeed lchedar qotche y ro	reader agreement conditions confidence only; it does not identify plaintext
G662-T0209	f115r	f115r.6	7	chl	MEDIAL	1	1	0	cheo ckhdy qotchdy qokedy qokar okeeeosaiin chl chedar chody qotar chedam chd	cheockhdy qotchdy qokedy qokar okeeeosaiin chl chedar chody qotar chedam chd	cheo ckh y qotchdy qokedy qokar okeeeoraiin chl che ar cho y qotar chedam chd	reader agreement conditions confidence only; it does not identify plaintext
G662-T0210	f115v	f115v.10	6	oteeo	MEDIAL	1	1	1	saiin sho sheody okaiin dalchedy oteeo chedy	saiin sho sheody okaiin dalchedy oteeo chedy	saiin sho sheody okaiin dalchedy oteeo chedy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0211	f115v	f115v.15	5	chl	MEDIAL	1	1	0	saiin chol qotain qokain chl lr chdain qoteey rcheey r ar rodam	saiin chol qotain qokain chl lr chdain qoteey rcheey rar rodam	saiin chol qotain qokain chl lr chdain qoteey rcheey r ar rodam	reader agreement conditions confidence only; it does not identify plaintext
G662-T0212	f115v	f115v.38	13	sham	EOS	1	1	0	oiiin chees otairos loedy cheo keeo llchs o l r aiiin chkain sham	oiiin chees otainos losdy cheokeeo llchs olr aiiin chkain sham	oiiin chees otainos oledy cheokeeo llchs o l r aiiin chkain sham	reader agreement conditions confidence only; it does not identify plaintext
G662-T0213	f115v	f115v.5	5	chl	MEDIAL	1	1	0	dair cheky qoteey otar chl oleed	dair cheky qoteey otar chl oleed	dair cheky qoteey otar chl olchd	reader agreement conditions confidence only; it does not identify plaintext
G662-T0214	f115v	f115v.7	1	dchedy	BOS	1	1	0	dchedy tedy qokeey roiin shedy okor air cheoor olkchedy chotam	dchedy tedy qokeey roiin shedy okor air cheoor olkchedy chotam	dchedy tedy qokeey roiin she y okor air cheoor olkche y chotam	reader agreement conditions confidence only; it does not identify plaintext
G662-T0215	f116r	f116r.13	10	shety	MEDIAL	1	1	0	sar ain tey chetain shtey okey chedy qoteedy qokain shety okeedam	sar ain tey chetain shtshy okey chedy qoteedy qokain shety okeedam	sar ain tey chetain shtey okey chedy qotee y qokain shety okeedam	reader agreement conditions confidence only; it does not identify plaintext
G662-T0216	f116r	f116r.14	4	chl	MEDIAL	0	0	0	sain cheychear ain chl l s oleedy	sain chey chear ain chll s oleedy	sain chey chear ain chll s oleedy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0217	f116r	f116r.17	5	lain	MEDIAL	1	1	1	dain chey qokeey okeey lain okeey qol chedy	dain chey qokeey okeey lain okeey qol chedy	dain chey qokeey okeey lain okeey qol chedy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0218	f116r	f116r.17	7	qol	MEDIAL	1	1	1	dain chey qokeey okeey lain okeey qol chedy	dain chey qokeey okeey lain okeey qol chedy	dain chey qokeey okeey lain okeey qol chedy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0219	f116r	f116r.21	5	qol	MEDIAL	1	1	0	sairol sheey qokain chal qol chl l rain okain shckhy dtal orchcthdy lty	sairol sheey qokain chal qol chl lrain okain shckhy dtal orchcthdy lty	sairol sheey qokain chal qol chl lrain okain shckhy dtal orchcthdy lty	reader agreement conditions confidence only; it does not identify plaintext
G662-T0220	f116r	f116r.21	6	chl	MEDIAL	1	1	0	sairol sheey qokain chal qol chl l rain okain shckhy dtal orchcthdy lty	sairol sheey qokain chal qol chl lrain okain shckhy dtal orchcthdy lty	sairol sheey qokain chal qol chl lrain okain shckhy dtal orchcthdy lty	reader agreement conditions confidence only; it does not identify plaintext
G662-T0221	f116r	f116r.29	5	chl	MEDIAL	1	1	0	cthan cheey lkeeal lshey chl l lkain chear aiin chl l keedy raraiin ory	cthan cheey lkeeal lshey chll lkain chear aiin chl l keedy raraiin ory	cthan cheey lkeeal lshey chll lkain chear aiin chl l keedy raraiin ory	reader agreement conditions confidence only; it does not identify plaintext
G662-T0222	f116r	f116r.29	10	chl	MEDIAL	0	0	0	cthan cheey lkeeal lshey chl l lkain chear aiin chl l keedy raraiin ory	cthan cheey lkeeal lshey chll lkain chear aiin chl l keedy raraiin ory	cthan cheey lkeeal lshey chll lkain chear aiin chl l keedy raraiin ory	reader agreement conditions confidence only; it does not identify plaintext
G662-T0223	f116r	f116r.3	2	chl	MEDIAL	1	1	0	dain chl lshey cthy lshedy oteor shey qo saly	dain chl lshey cthy lshedy oteor shey qo saly	dain chl lshey cthy lshedy oteor ey qo saly	reader agreement conditions confidence only; it does not identify plaintext
G662-T0224	f116r	f116r.3	8	qo	MEDIAL	1	1	0	dain chl lshey cthy lshedy oteor shey qo saly	dain chl lshey cthy lshedy oteor shey qo saly	dain chl lshey cthy lshedy oteor ey qo saly	reader agreement conditions confidence only; it does not identify plaintext
G662-T0225	f116r	f116r.32	12	oly	EOS	1	1	0	olkeey rain shey qor aiin shey ol lchedy rshey qokeedy chtain oly	olkeey rain shey qor oiin shey ol lchedy rshey qokeedy chtain oly	olkeey rain shey qor aiin shey ol lchedy rshey qokeedy chtain oly	reader agreement conditions confidence only; it does not identify plaintext
G662-T0226	f116r	f116r.33	7	qol	MEDIAL	1	1	0	soraiin ykeey arain sheeky qokain sheey qol cheds ar r rsheg	soraiin ykeey orain sheeky qokain sheey qol cheds ar r arsheg	soraiin ykeey rain sheeky qokain sheey qol chedr ar r arsheg	reader agreement conditions confidence only; it does not identify plaintext
G662-T0227	f116r	f116r.37	13	sham	EOS	1	1	0	pairain sheek l y oiin cheey lkeey olkeey lchey qoky lshedy cheam sham	pairain sheekly oiin cheey lkeey olkeey lchey qoky lshedy cheam sham	pairain sheekly oiin cheey lkeey olkeey lchey qoky lshedy cheam sham	reader agreement conditions confidence only; it does not identify plaintext
G662-T0228	f116r	f116r.4	4	qol	MEDIAL	1	1	0	padar shey osheeky qol laiin chckhy okam chedy oteedy qotar aralar y	padar shey osheeky qol loiin chckhy okam chedy oteedy qotar aralary	padar shey osheeky qol l iin chckhy okam che y oteedy qotar aral ar y	reader agreement conditions confidence only; it does not identify plaintext
G662-T0229	f116r	f116r.40	1	dsheey	BOS	1	1	0	dsheey shey qokey shey qokain shckhy chery ol chedy l chey lchy	dsheey shey qokey shey qokain shckhy chery ol chedy lcheylchy	dsheey shey qokey ey qokain shckhy chery l chedy lcheylchy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0230	f116r	f116r.41	2	shar	MEDIAL	1	1	0	dlar shar shar r ain sheain okain shey qokchy chckhy orain	dlar shar shar rain sheain okain shey qokchy chckhy orain	dlar shar shar r ain sheain okain shey qokchy chckhy orain	reader agreement conditions confidence only; it does not identify plaintext
G662-T0231	f116r	f116r.41	3	shar	MEDIAL	1	1	0	dlar shar shar r ain sheain okain shey qokchy chckhy orain	dlar shar shar rain sheain okain shey qokchy chckhy orain	dlar shar shar r ain sheain okain shey qokchy chckhy orain	reader agreement conditions confidence only; it does not identify plaintext
G662-T0232	f116r	f116r.42	1	qo	BOS	1	1	1	qo qokain sheckhy qokain shekain shkain shedy shey qokan cham	qo qokain sheckhy qokain shekain shkain shedy shey qokan cham	qo qokain sheckhy qokain shekain shkain shedy shey qokan cham	reader agreement conditions confidence only; it does not identify plaintext
G662-T0233	f116r	f116r.44	10	qol	MEDIAL	1	1	0	s okeedy qokain shckhy ol lcheor chky raiin chey qol okam	syokeedy qokain shckhy ol lcheor chky raiin chey qol okam	sq oteedy qokain shckhy ol lcheor chky raiin chey qol kam	reader agreement conditions confidence only; it does not identify plaintext
G662-T0234	f116r	f116r.48	11	oly	EOS	1	1	0	sykar ain olkeey dainchey qokar chey dain y otan otain oly	sykar ain olkeey dain choy qokar chey dain y otan otain oly	sykar ain lokeey dain che qokar chey dain y otan otain oly	reader agreement conditions confidence only; it does not identify plaintext
G662-T0235	f116r	f116r.49	6	qol	MEDIAL	1	1	0	sysor shey qokey okeolan chey qol or cheey qor arom ol lkan	sosar shey qokey okeolan chey qol or cheey qor aram ol lkan	s s r shey qokey okeolan chey qol or cheey qor aram ol lkan	reader agreement conditions confidence only; it does not identify plaintext
G662-T0236	f116r	f116r.5	13	oly	EOS	1	1	0	dain sheed qokchdy otal chedy lkain oteedy otor aiin oty lol rol oly	dain sheed qokchdy otal chedy lkain oteedy otor aiin oty lol rol oly	deiin sheed qokchdy otal chedy lkain otee y otor aiin oty lol rol oly	reader agreement conditions confidence only; it does not identify plaintext
G662-T0237	f116r	f116r.50	6	qol	MEDIAL	1	1	0	sodal ch al chcthy chckhy qol ain ary	sodal chal chcthy chckhy qol ain ary	s dal chal chcthy chckhy qol ain ary	reader agreement conditions confidence only; it does not identify plaintext
G662-T0238	f116r	f116r.6	7	lain	MEDIAL	0	0	0	sain ol lchedy chedy otey chedy lain otedy oteey	sain ol lchedy chedy otey chedy ykoloin otedy oteey	s in ol lchedy chedy otey chedy lain otedy oteey	reader agreement conditions confidence only; it does not identify plaintext
G662-T0239	f116r	f116r.7	4	qo	MEDIAL	1	1	0	pcholchdy teody otey qo qokain qoteey tokain otedy totol rotydy	pchol chdy teody otey qo qokain qoteey tokain otedy totol rotydy	pchol chdy teody otey qo qokain qoteey tokain otedy totol rotydy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0240	f11r	f11r.3	6	choty	MEDIAL	1	1	0	qoty chol cthy dor ykychy choty dain chaiin daiin dod	qoty chol cthy dor ykychy choty dain chaiin daiin ded	qoty chol cthy dor ykychy choty dain chaiin daiin dod	reader agreement conditions confidence only; it does not identify plaintext
G662-T0241	f11r	f11r.5	1	tchol	BOS	1	1	0	tchol shor shor dky y daiin cthy d y chodl daiin	tchol shor shor dky shcphy daiin cthy dy chodl daiin	tchol shor shor dky y daiin cthy dy chodldaiin	reader agreement conditions confidence only; it does not identify plaintext
G662-T0242	f11v	f11v.2	9	dchy	EOS	1	1	0	shol dy chckhy shcthy daiin dam ykchy dain dchy	shol dy chckhy shcthy daiin dam ykchy dain dchy	shol dy chckhy shcthy daiin dam ytchy dain dchy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0243	f11v	f11v.3	8	choldy	MEDIAL	0	0	0	otchor dy kchy tchy ar qokchd oky choldy dy	otchor dy kchy tchy ar qokchd oky chol dy dy	otchor dy kchy tchy ar qokchd oky choldydy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0244	f11v	f11v.4	4	dchy	MEDIAL	1	1	0	qokchor cholol chyky dchy qoky ctho tchey tu	qokchor chololer chyky dchy qoky ctho tchey tan	qokchor cholol chyky dchy qoky ctho tchey tu	reader agreement conditions confidence only; it does not identify plaintext
G662-T0245	f11v	f11v.4	6	ctho	MEDIAL	1	1	0	qokchor cholol chyky dchy qoky ctho tchey tu	qokchor chololer chyky dchy qoky ctho tchey tan	qokchor cholol chyky dchy qoky ctho tchey tu	reader agreement conditions confidence only; it does not identify plaintext
G662-T0246	f13r	f13r.6	1	tchor	BOS	1	1	0	tchor dor daiin qotchol okchy okchor oiin chckhy d	tchor dor daiin qotchol okchy okchor oiin chckhy d	tchor dor daiin qotchol okchy okchoroiin chckhy d	reader agreement conditions confidence only; it does not identify plaintext
G662-T0247	f13r	f13r.7	1	dchy	BOS	1	1	0	dchy qoky chol dy qoy d oldy okchor doaiin	dchy qoky chol dy qokhy d oldy okchor doaiin	dchy qoky chol dy qoy d oldy okchor doaiin	reader agreement conditions confidence only; it does not identify plaintext
G662-T0248	f13r	f13r.7	7	oldy	MEDIAL	1	1	0	dchy qoky chol dy qoy d oldy okchor doaiin	dchy qoky chol dy qokhy d oldy okchor doaiin	dchy qoky chol dy qoy d oldy okchor doaiin	reader agreement conditions confidence only; it does not identify plaintext
G662-T0249	f13r	f13r.9	1	oldy	BOS	1	1	0	oldy shey chol doiin ykoly okchal daldy	oldy shey chol doiin ykoly okchal daldy	oldy shey chal doiin ykoly okchal daldy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0250	f13v	f13v.2	2	qokol	MEDIAL	1	1	1	oko qokol chodal otchol cphol choty	oko qokol chodal otchol cphol choty	oko qokol chodal otchol cphol choty	reader agreement conditions confidence only; it does not identify plaintext
G662-T0251	f13v	f13v.2	6	choty	EOS	1	1	1	oko qokol chodal otchol cphol choty	oko qokol chodal otchol cphol choty	oko qokol chodal otchol cphol choty	reader agreement conditions confidence only; it does not identify plaintext
G662-T0252	f13v	f13v.4	8	qo	EOS	0	0	0	o l s chey okos oaiin okshy qo	ols chey okos oaiin okshy qocky	ols chey okos oaiin okshy qo	reader agreement conditions confidence only; it does not identify plaintext
G662-T0253	f13v	f13v.7	5	dchy	MEDIAL	1	1	0	dain okal chy qokchory dchy kokydaiin shon	dain okal chy qokchory dchy koky daiin shoin	dain okal chy qokchory dchy kokydaiin shon	reader agreement conditions confidence only; it does not identify plaintext
G662-T0254	f14r	f14r.3	1	ydaiin	BOS	1	1	1	ydaiin olchy kchor daiin olol	ydaiin olchy kchor daiin olol	ydaiin olchy kchor daiin olol	reader agreement conditions confidence only; it does not identify plaintext
