statement_id	record_unit_id	page	loci	field_ids	event_ids	event_count	application_revised_event_count	surface_sequence	card_sequence_de	event_slot_trace	canonical_slots_present	workshop_sentence_de	physical_line_note
B2-S013	B2	f82r	f82r.23	F060	E210	1	0	lchedy	hinausführen; Schluss	E210[OPERATION+FLOW_TRANSFER+CLOSE]	OPERATION>FLOW_TRANSFER>CLOSE	Hinausführen; Schluss	CONTINUES_ACROSS_LINE
B2-S014	B2	f82r	f82r.23	F061	E211	1	0	lar	unterer Ablauf	E211[OPERATION]	OPERATION	Schließe den unteren Ablauf	CONTINUES_ACROSS_LINE
B2-S015	B2	f82r	f82r.26	F062	E212|E213	2	1	tshey · qokeedy	Spülflüssigkeit · länger einwirken; Schluss	E212[PREPARATION] | E213[OPERATION+STATE_GRADE+CLOSE]	PREPARATION>OPERATION>STATE_GRADE>CLOSE	Spülflüssigkeit; Länger einwirken; Schluss	CONTINUES_ACROSS_LINE
B2-S016	B2	f82r	f82r.26|f82r.27	F063|F064	E214|E215|E216|E217|E218|E219|E220|E221	8	2	cheal · lchedar · ches · aiin · oteey · qokaiin · okey · pchedy	Stelle · aus der Quelle hinausführen · gleiche Anteile · vorgeschriebenes Maß · den nächsten Posten länger einwirken lassen · auf das vorgeschriebene Maß einstellen · kurz anlegen · hineinführen; Schluss	E214[TARGET] | E215[SOURCE+OPERATION+FLOW_TRANSFER] | E216[OWNER_ITEM] | E217[QUANTITY] | E218[OWNER_ITEM+STATE_GRADE] | E219[QUANTITY+OPERATION] | E220[OWNER_ITEM+OPERATION+STATE_GRADE] | E221[OPERATION+FLOW_TRANSFER+CLOSE]	OWNER_ITEM>SOURCE>QUANTITY>TARGET>OPERATION>FLOW_TRANSFER>STATE_GRADE>CLOSE	Stelle; Aus der Quelle hinausführen; Zu gleichen Anteilen; Vorgeschriebenes Maß; Den nächsten Posten länger einwirken lassen; Auf das vorgeschriebene Maß einstellen; Kurz anlegen; Hineinführen; Schluss	CONTINUES_ACROSS_LINE
B2-S017	B2	f82r	f82r.27	F065	E222|E223	2	0	rsheal · daldy	warmes Wasser · zweite Öffnung; Ende	E222[STATE_GRADE] | E223[CLOSE]	STATE_GRADE>CLOSE	Gieße das erwärmte Wasser ein; Wiederhole es an der zweiten Öffnung und beende den Schritt	CONTINUES_ACROSS_LINE
B2-S018	B2	f82r	f82r.27	F066	E224	1	1	qokeedy	länger einwirken; Schluss	E224[OPERATION+STATE_GRADE+CLOSE]	OPERATION>STATE_GRADE>CLOSE	Länger einwirken; Schluss	CONTINUES_ACROSS_LINE
B2-S019	B2	f82r	f82r.27	F067	E225	1	1	rshedy	Waschung; Schluss	E225[OPERATION+CLOSE]	OPERATION>CLOSE	Führe die Waschung aus; Schluss	CONTINUES_ACROSS_LINE
B2-S020	B2	f82r	f82r.27	F068	E226	1	0	qoteedy	danach länger einwirken lassen; Schluss	E226[CLOSE+STATE_GRADE]	STATE_GRADE>CLOSE	Danach länger einwirken lassen; Schluss	CONTINUES_ACROSS_LINE
B2-S021	B2	f82r	f82r.27	F069	E227	1	1	qokeedy	länger einwirken; Schluss	E227[OPERATION+STATE_GRADE+CLOSE]	OPERATION>STATE_GRADE>CLOSE	Länger einwirken; Schluss	CONTINUES_ACROSS_LINE
B2-S022	B2	f82r	f82r.27	F070	E228	1	0	lochedy	den Rest hinausführen; Schluss	E228[OPERATION+FLOW_TRANSFER+CLOSE]	OPERATION>FLOW_TRANSFER>CLOSE	Den Rest hinausführen; Schluss	CONTINUES_ACROSS_LINE
B3-S001	B3	f83r	f83r.3	F071	E229	1	0	olkeedy	länger auffangen; Schluss	E229[TARGET+STATE_GRADE+CLOSE]	TARGET>STATE_GRADE>CLOSE	Länger auffangen; Schluss	CONTINUES_ACROSS_LINE
B3-S002	B3	f83r	f83r.3	F072	E230|E231	2	1	qotal · chkeedy	danach zur Stelle · länger warm halten; Schluss	E230[TARGET] | E231[CLOSE+STATE_GRADE]	TARGET>STATE_GRADE>CLOSE	Danach zur Stelle; Länger warm halten; Schluss	CONTINUES_ACROSS_LINE
B3-S003	B3	f83r	f83r.3	F073	E232|E233|E234|E235	4	0	chey · daiin · chey · lchedy	dieser Arbeitsposten · vorgeschriebenes Maß · dieser Arbeitsposten · hinausführen; Schluss	E232[OWNER_ITEM] | E233[QUANTITY] | E234[OWNER_ITEM] | E235[OPERATION+FLOW_TRANSFER+CLOSE]	OWNER_ITEM>QUANTITY>OPERATION>FLOW_TRANSFER>CLOSE	Dieser Arbeitsposten; Vorgeschriebenes Maß; Dieser Arbeitsposten; Hinausführen; Schluss	CONTINUES_ACROSS_LINE
B3-S004	B3	f83r	f83r.3	F074	E236|E237|E238	3	1	qokaiin · qotal · dar	auf das vorgeschriebene Maß einstellen · danach zur Stelle · aus demselben Vorrat	E236[QUANTITY+OPERATION] | E237[TARGET] | E238[SOURCE]	SOURCE>QUANTITY>TARGET>OPERATION	Auf das vorgeschriebene Maß einstellen; Danach zur Stelle; Aus demselben Vorrat	CONTINUES_ACROSS_LINE
B3-S005	B3	f83r	f83r.6	F075	E239	1	0	schedy	Arbeitsbewegung abschließen	E239[OPERATION+CLOSE]	OPERATION>CLOSE	Arbeitsbewegung abschließen	CONTINUES_ACROSS_LINE
B3-S006	B3	f83r	f83r.6	F076	E240|E241|E242	3	1	chedchy · qokal · olchedy	den laufenden Posten zuführen oder umsetzen · an die Stelle setzen · weiterführen; Schluss	E240[OWNER_ITEM+OPERATION] | E241[TARGET+OPERATION] | E242[OPERATION+FLOW_TRANSFER+CLOSE]	OWNER_ITEM>TARGET>OPERATION>FLOW_TRANSFER>CLOSE	Den laufenden Posten zuführen oder umsetzen; An die Stelle setzen; Weiterführen; Schluss	CONTINUES_ACROSS_LINE
B3-S007	B3	f83r	f83r.6	F077	E243|E244|E245	3	1	qokaiin · chedy · qokeedy	auf das vorgeschriebene Maß einstellen · den laufenden Posten umsetzen oder durcharbeiten · länger einwirken; Schluss	E243[QUANTITY+OPERATION] | E244[OWNER_ITEM+OPERATION] | E245[OPERATION+STATE_GRADE+CLOSE]	OWNER_ITEM>QUANTITY>OPERATION>STATE_GRADE>CLOSE	Auf das vorgeschriebene Maß einstellen; Den laufenden Posten umsetzen oder durcharbeiten; Länger einwirken; Schluss	CONTINUES_ACROSS_LINE
B3-S008	B3	f83r	f83r.6	F078	E246	1	0	lchedy	hinausführen; Schluss	E246[OPERATION+FLOW_TRANSFER+CLOSE]	OPERATION>FLOW_TRANSFER>CLOSE	Hinausführen; Schluss	CONTINUES_ACROSS_LINE
B3-S009	B3	f83r	f83r.6	F079	E247	1	0	qoky	den laufenden Posten einsetzen	E247[OWNER_ITEM+OPERATION]	OWNER_ITEM>OPERATION	Den laufenden Posten einsetzen	CONTINUES_ACROSS_LINE
B3-S010	B3	f83r	f83r.8	F080	E248|E249	2	1	pchedal · otedy	Einfüllstelle · danach kurz einwirken lassen; Schluss	E248[TARGET] | E249[CLOSE+STATE_GRADE]	TARGET>STATE_GRADE>CLOSE	Einfüllstelle; Danach kurz einwirken lassen; Schluss	CONTINUES_ACROSS_LINE
B3-S011	B3	f83r	f83r.8	F081	E250|E251|E252|E253	4	1	shecthedchy · qoky · chedy · chary	aufstreichen · den laufenden Posten einsetzen · den laufenden Posten umsetzen oder durcharbeiten · abkühlen	E250[OPERATION] | E251[OWNER_ITEM+OPERATION] | E252[OWNER_ITEM+OPERATION] | E253[OPERATION]	OWNER_ITEM>OPERATION	Streiche den Posten auf; Den laufenden Posten einsetzen; Den laufenden Posten umsetzen oder durcharbeiten; Und lasse es abkühlen	CONTINUES_ACROSS_LINE
B3-S012	B3	f83r	f83r.11	F082	E254|E255	2	0	sor · shedy	Zubereitung · ruhen oder absetzen; Schluss	E254[PREPARATION] | E255[STATE_GRADE+CLOSE]	PREPARATION>STATE_GRADE>CLOSE	Zubereitung; Ruhen oder absetzen; Schluss	CONTINUES_ACROSS_LINE
B3-S013	B3	f83r	f83r.11	F083	E256|E257|E258|E259	4	0	qokaiin · chkain · shcthey · qokedy	auf das vorgeschriebene Maß einstellen · eine Portion · den laufenden Posten gebrauchsfertig halten · kurz benetzen; Schluss	E256[QUANTITY+OPERATION] | E257[QUANTITY] | E258[OWNER_ITEM+STATE_GRADE] | E259[OPERATION+FLOW_TRANSFER+CLOSE+STATE_GRADE]	OWNER_ITEM>QUANTITY>OPERATION>FLOW_TRANSFER>STATE_GRADE>CLOSE	Auf das vorgeschriebene Maß einstellen; Eine Portion; Den laufenden Posten gebrauchsfertig halten; Kurz benetzen; Schluss	CONTINUES_ACROSS_LINE
B3-S014	B3	f83r	f83r.11	F084	E260|E261	2	0	okair · sheedy	Flüssigkeit in den Lauf bringen · länger ruhen oder absetzen; Schluss	E260[OPERATION+FLOW_TRANSFER] | E261[STATE_GRADE+CLOSE]	OPERATION>FLOW_TRANSFER>STATE_GRADE>CLOSE	Flüssigkeit in den Lauf bringen; Länger ruhen oder absetzen; Schluss	CONTINUES_ACROSS_LINE
B3-S015	B3	f83r	f83r.11	F085	E262	1	0	lchedy	hinausführen; Schluss	E262[OPERATION+FLOW_TRANSFER+CLOSE]	OPERATION>FLOW_TRANSFER>CLOSE	Hinausführen; Schluss	CONTINUES_ACROSS_LINE
B3-S016	B3	f83r	f83r.11|f83r.14	F086|F087	E263|E264	2	0	lo · qokchedy	unterer Ablauf · Ansatz umsetzen; Schluss	E263[OPERATION] | E264[PREPARATION+OPERATION+CLOSE]	PREPARATION>OPERATION>CLOSE	Schließe den unteren Ablauf; Ansatz umsetzen; Schluss	CONTINUES_ACROSS_LINE
B3-S017	B3	f83r	f83r.14	F088	E265	1	1	qokeedy	länger einwirken; Schluss	E265[OPERATION+STATE_GRADE+CLOSE]	OPERATION>STATE_GRADE>CLOSE	Länger einwirken; Schluss	CONTINUES_ACROSS_LINE
B3-S018	B3	f83r	f83r.14	F089	E266	1	0	shedy	ruhen oder absetzen; Schluss	E266[STATE_GRADE+CLOSE]	STATE_GRADE>CLOSE	Ruhen oder absetzen; Schluss	CONTINUES_ACROSS_LINE
B3-S019	B3	f83r	f83r.14	F090	E267	1	0	qokshedy	zur Ruhe setzen; Schluss	E267[PREPARATION+OPERATION+STATE_GRADE+CLOSE]	PREPARATION>OPERATION>STATE_GRADE>CLOSE	Zur Ruhe setzen; Schluss	CONTINUES_ACROSS_LINE
B3-S020	B3	f83r	f83r.14	F091	E268|E269	2	1	dal · lchedy	Stelle · hinausführen; Schluss	E268[TARGET] | E269[OPERATION+FLOW_TRANSFER+CLOSE]	TARGET>OPERATION>FLOW_TRANSFER>CLOSE	Stelle; Hinausführen; Schluss	CONTINUES_ACROSS_LINE
B3-S021	B3	f83r	f83r.14|f83r.15	F092|F093	E270|E271|E272|E273|E274|E275|E276|E277|E278|E279|E280	11	3	qokaiin · shcthy · dal · sy · saiin · shedal · shecthy · chey · tal · shcthy · dalchdy	auf das vorgeschriebene Maß einstellen · gebrauchsfertig · Stelle · dieser Arbeitsposten · vorgeschriebenes Maß · Ruhe-/Absetzstelle · warmes Wasser · dieser Arbeitsposten · Stelle · gebrauchsfertig · lokal umsetzen; Schluss	E270[QUANTITY+OPERATION] | E271[STATE_GRADE] | E272[TARGET] | E273[OWNER_ITEM] | E274[QUANTITY] | E275[TARGET+STATE_GRADE] | E276[STATE_GRADE] | E277[OWNER_ITEM] | E278[TARGET] | E279[STATE_GRADE] | E280[OPERATION+CLOSE]	OWNER_ITEM>QUANTITY>TARGET>OPERATION>STATE_GRADE>CLOSE	Auf das vorgeschriebene Maß einstellen; Gebrauchsfertig; Stelle; Dieser Arbeitsposten; Vorgeschriebenes Maß; Ruhe-/Absetzstelle; Warmes Wasser; Dieser Arbeitsposten; Stelle; Gebrauchsfertig; Lokal umsetzen; Schluss	CONTINUES_ACROSS_LINE
B3-S022	B3	f83r	f83r.15	F094	E281	1	0	qotchedy	danach oder erneut umsetzen; Schluss	E281[OPERATION+CLOSE]	OPERATION>CLOSE	Danach oder erneut umsetzen; Schluss	CONTINUES_ACROSS_LINE
B3-S023	B3	f83r	f83r.15	F095	E282	1	0	lchedy	hinausführen; Schluss	E282[OPERATION+FLOW_TRANSFER+CLOSE]	OPERATION>FLOW_TRANSFER>CLOSE	Hinausführen; Schluss	CONTINUES_ACROSS_LINE
B3-S024	B3	f83r	f83r.16	F096	E283	1	0	tchedy	Arbeitsbewegung abschließen	E283[OPERATION+CLOSE]	OPERATION>CLOSE	Arbeitsbewegung abschließen	CONTINUES_ACROSS_LINE
B3-S025	B3	f83r	f83r.16	F097	E284	1	0	qokchdy	Ansatz umsetzen; Schluss	E284[PREPARATION+OPERATION+CLOSE]	PREPARATION>OPERATION>CLOSE	Ansatz umsetzen; Schluss	CONTINUES_ACROSS_LINE
B3-S026	B3	f83r	f83r.16|f83r.20	F098|F099	E285|E286|E287|E288|E289|E290|E291	7	0	cheedar · chldaiin · chedy · qokain · checthy · chealror · solkeedy	Beckenstation · bis zum vorgeschriebenen Stand absetzen lassen · den laufenden Posten umsetzen oder durcharbeiten · eine Portion zugeben · gebrauchsfertig · bis klar · länger auffangen; Schluss	E285[OPERATION] | E286[QUANTITY+STATE_GRADE] | E287[OWNER_ITEM+OPERATION] | E288[QUANTITY+OPERATION] | E289[STATE_GRADE] | E290[STATE_GRADE] | E291[TARGET+STATE_GRADE+CLOSE]	OWNER_ITEM>QUANTITY>TARGET>OPERATION>STATE_GRADE>CLOSE	Richte die bezeichnete Beckenstation ein; Bis zum vorgeschriebenen Stand absetzen lassen; Den laufenden Posten umsetzen oder durcharbeiten; Eine Portion zugeben; Gebrauchsfertig; Bis der Strom klar wird; Länger auffangen; Schluss	CONTINUES_ACROSS_LINE
B3-S027	B3	f83r	f83r.20	F100	E292	1	0	qoteedy	danach länger einwirken lassen; Schluss	E292[CLOSE+STATE_GRADE]	STATE_GRADE>CLOSE	Danach länger einwirken lassen; Schluss	CONTINUES_ACROSS_LINE
B3-S028	B3	f83r	f83r.20	F101	E293|E294	2	1	qokeey · qokedy	länger halten · kurz benetzen; Schluss	E293[OWNER_ITEM+OPERATION+STATE_GRADE] | E294[OPERATION+FLOW_TRANSFER+CLOSE+STATE_GRADE]	OWNER_ITEM>OPERATION>FLOW_TRANSFER>STATE_GRADE>CLOSE	Länger halten; Kurz benetzen; Schluss	CONTINUES_ACROSS_LINE
B3-S029	B3	f83r	f83r.20	F102	E295|E296|E297	3	0	sol · cheeety · qokedy	mit Vorigem weiter · erste Spülung · kurz benetzen; Schluss	E295[OPERATION] | E296[OPERATION] | E297[OPERATION+FLOW_TRANSFER+CLOSE+STATE_GRADE]	OPERATION>FLOW_TRANSFER>STATE_GRADE>CLOSE	Und mit dem vorigen Ansatz weiter; Nach der ersten Spülung; Kurz benetzen; Schluss	CONTINUES_ACROSS_LINE
B3-S030	B3	f83r	f83r.20|f83r.22	F103|F104	E298|E299|E300|E301	4	0	qoky · saiin · schedair · otchedy	den laufenden Posten einsetzen · vorgeschriebenes Maß · fließende Flüssigkeit durch den Lauf führen · danach oder erneut umsetzen; Schluss	E298[OWNER_ITEM+OPERATION] | E299[QUANTITY] | E300[OPERATION+FLOW_TRANSFER] | E301[OPERATION+CLOSE]	OWNER_ITEM>QUANTITY>OPERATION>FLOW_TRANSFER>CLOSE	Den laufenden Posten einsetzen; Vorgeschriebenes Maß; Fließende Flüssigkeit durch den Lauf führen; Danach oder erneut umsetzen; Schluss	CONTINUES_ACROSS_LINE
B3-S031	B3	f83r	f83r.22	F105	E302	1	1	qokeedy	länger einwirken; Schluss	E302[OPERATION+STATE_GRADE+CLOSE]	OPERATION>STATE_GRADE>CLOSE	Länger einwirken; Schluss	CONTINUES_ACROSS_LINE
B3-S032	B3	f83r	f83r.22	F106	E303|E304|E305|E306|E307	5	0	chedain · chedy · qotedaiin · otaiin · otedy	eine Portion umsetzen · den laufenden Posten umsetzen oder durcharbeiten · breites Gefäß · das nächste Maß · danach kurz einwirken lassen; Schluss	E303[QUANTITY+OPERATION] | E304[OWNER_ITEM+OPERATION] | E305[OPERATION] | E306[QUANTITY] | E307[CLOSE+STATE_GRADE]	OWNER_ITEM>QUANTITY>OPERATION>STATE_GRADE>CLOSE	Eine Portion umsetzen; Den laufenden Posten umsetzen oder durcharbeiten; Das breite Gefäß; Das nächste Maß; Danach kurz einwirken lassen; Schluss	CONTINUES_ACROSS_LINE
B3-S033	B3	f83r	f83r.22	F107	E308	1	0	ldy	abziehen; Ende	E308[CLOSE]	CLOSE	Ziehe es ab und beende den Schritt	CONTINUES_ACROSS_LINE
B3-S034	B3	f83r	f83r.24	F108	E309|E310|E311|E312|E313|E314	6	1	soiiin · checthy · chety · otaiin · olsaly · shedy	Sollstufe · gebrauchsfertig · zerkleinern · das nächste Maß · untere Stelle · ruhen oder absetzen; Schluss	E309[QUANTITY+STATE_GRADE] | E310[STATE_GRADE] | E311[OPERATION] | E312[QUANTITY] | E313[TARGET] | E314[STATE_GRADE+CLOSE]	QUANTITY>TARGET>OPERATION>STATE_GRADE>CLOSE	Sollstufe; Gebrauchsfertig; Gleichmäßig bearbeiten; Das nächste Maß; Untere Stelle; Ruhen oder absetzen; Schluss	CONTINUES_ACROSS_LINE
B4-S001	B4	f83r	f83r.25	F109	E315	1	1	qokeedy	länger einwirken; Schluss	E315[OPERATION+STATE_GRADE+CLOSE]	OPERATION>STATE_GRADE>CLOSE	Länger einwirken; Schluss	CONTINUES_ACROSS_LINE
B4-S002	B4	f83r	f83r.25	F110	E316|E317|E318	3	1	qolchey · qokeey · qokedy	Gefäß füllen · länger halten · kurz benetzen; Schluss	E316[OPERATION] | E317[OWNER_ITEM+OPERATION+STATE_GRADE] | E318[OPERATION+FLOW_TRANSFER+CLOSE+STATE_GRADE]	OWNER_ITEM>OPERATION>FLOW_TRANSFER>STATE_GRADE>CLOSE	Fülle danach das Gefäß; Länger halten; Kurz benetzen; Schluss	CONTINUES_ACROSS_LINE
B4-S003	B4	f83r	f83r.25|f83r.26	F111|F112	E319|E320|E321|E322|E323|E324|E325	7	2	chedy · otal · otchey · qokeey · qoky · tol · shedy	den laufenden Posten umsetzen oder durcharbeiten · danach zur Stelle · den nächsten Posten wählen · länger halten · den laufenden Posten einsetzen · mit Vorigem weiter · ruhen oder absetzen; Schluss	E319[OWNER_ITEM+OPERATION] | E320[TARGET] | E321[OWNER_ITEM] | E322[OWNER_ITEM+OPERATION+STATE_GRADE] | E323[OWNER_ITEM+OPERATION] | E324[OPERATION] | E325[STATE_GRADE+CLOSE]	OWNER_ITEM>TARGET>OPERATION>STATE_GRADE>CLOSE	Den laufenden Posten umsetzen oder durcharbeiten; Danach zur Stelle; Den nächsten Posten wählen; Länger halten; Den laufenden Posten einsetzen; und mit dem vorigen Ansatz weiter; Ruhen oder absetzen; Schluss	CONTINUES_ACROSS_LINE
B4-S004	B4	f83r	f83r.26	F113	E326	1	1	qokylddy	Posten befestigen; Schluss	E326[OWNER_ITEM+OPERATION+CLOSE]	OWNER_ITEM>OPERATION>CLOSE	Befestige den laufenden Posten; Schluss	CONTINUES_ACROSS_LINE
B4-S005	B4	f83r	f83r.27	F114	E327|E328|E329	3	1	dain · chedy · qokeedy	Tuch · den laufenden Posten umsetzen oder durcharbeiten · länger einwirken; Schluss	E327[OPERATION] | E328[OWNER_ITEM+OPERATION] | E329[OPERATION+STATE_GRADE+CLOSE]	OWNER_ITEM>OPERATION>STATE_GRADE>CLOSE	Tuch; Den laufenden Posten umsetzen oder durcharbeiten; Länger einwirken; Schluss	CONTINUES_ACROSS_LINE
B4-S006	B4	f83r	f83r.27	F115	E330	1	0	shckhedy	seihen; Schluss	E330[FLOW_TRANSFER+CLOSE]	FLOW_TRANSFER>CLOSE	Seihen; Schluss	CONTINUES_ACROSS_LINE
B4-S007	B4	f83r	f83r.27	F116	E331	1	0	shckhedy	seihen; Schluss	E331[FLOW_TRANSFER+CLOSE]	FLOW_TRANSFER>CLOSE	Seihen; Schluss	CONTINUES_ACROSS_LINE
B4-S008	B4	f83r	f83r.28	F117	E332|E333|E334|E335	4	0	saiin · cheeky · sheey · qokedy	vorgeschriebenes Maß · länger warm halten · erste Öffnung · kurz benetzen; Schluss	E332[QUANTITY] | E333[STATE_GRADE] | E334[OPERATION] | E335[OPERATION+FLOW_TRANSFER+CLOSE+STATE_GRADE]	QUANTITY>OPERATION>FLOW_TRANSFER>STATE_GRADE>CLOSE	Vorgeschriebenes Maß; Länger warm halten; Die erste Öffnung; Kurz benetzen; Schluss	CONTINUES_ACROSS_LINE
B4-S009	B4	f83r	f83r.28	F118	E336	1	0	shedy	ruhen oder absetzen; Schluss	E336[STATE_GRADE+CLOSE]	STATE_GRADE>CLOSE	Ruhen oder absetzen; Schluss	CONTINUES_ACROSS_LINE
B4-S010	B4	f83r	f83r.28	F119	E337	1	0	oldy	weiterführen; Ende	E337[CLOSE]	CLOSE	Erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt	CONTINUES_ACROSS_LINE
B4-S011	B4	f83r	f83r.35|f83r.37	F120|F121	E338|E339|E340|E341|E342|E343|E344	7	0	saiin · cheky · okeeol · okain · chdy · sol · lkedy	vorgeschriebenes Maß · kurz oder mild erwärmen · länger mit dem Vorigen fortführen · eine Portion zugeben · den laufenden Posten umsetzen oder durcharbeiten · mit Vorigem weiter · zweimal waschen; Ende	E338[QUANTITY] | E339[STATE_GRADE] | E340[OPERATION+STATE_GRADE] | E341[QUANTITY+OPERATION] | E342[OWNER_ITEM+OPERATION] | E343[OPERATION] | E344[FLOW_TRANSFER+CLOSE]	OWNER_ITEM>QUANTITY>OPERATION>FLOW_TRANSFER>STATE_GRADE>CLOSE	Vorgeschriebenes Maß; Kurz oder mild erwärmen; Länger mit dem Vorigen fortführen; Eine Portion zugeben; Den laufenden Posten umsetzen oder durcharbeiten; und mit dem vorigen Ansatz weiter; Wasche zweimal und beende den Schritt	CONTINUES_ACROSS_LINE
B4-S012	B4	f83r	f83r.37	F122	E345	1	0	lchedy	hinausführen; Schluss	E345[OPERATION+FLOW_TRANSFER+CLOSE]	OPERATION>FLOW_TRANSFER>CLOSE	Hinausführen; Schluss	CONTINUES_ACROSS_LINE
B4-S013	B4	f83r	f83r.37	F123	E346|E347	2	0	qokol · shedy	vorigen Arbeitsgang weiterführen · ruhen oder absetzen; Schluss	E346[OPERATION] | E347[STATE_GRADE+CLOSE]	OPERATION>STATE_GRADE>CLOSE	Vorigen Arbeitsgang weiterführen; Ruhen oder absetzen; Schluss	CONTINUES_ACROSS_LINE
B4-S014	B4	f83r	f83r.38	F124	E348|E349|E350|E351	4	0	or · chey · qockhey · dairydy	Zubereitung · dieser Arbeitsposten · über der Stelle · den Flüssigkeitslauf abschließen	E348[PREPARATION] | E349[OWNER_ITEM] | E350[OPERATION] | E351[OWNER_ITEM+FLOW_TRANSFER+CLOSE]	OWNER_ITEM>PREPARATION>OPERATION>FLOW_TRANSFER>CLOSE	Zubereitung; Dieser Arbeitsposten; Über der örtlich bezeichneten Stelle; Den Flüssigkeitslauf abschließen	CONTINUES_ACROSS_LINE
B4-S015	B4	f83r	f83r.39|f83r.41	F125|F126	E352|E353|E354|E355|E356|E357	6	0	qokain · shey · kain · chckhal · solkey · lchedy	eine Portion zugeben · Klarauszug · eine Portion · Dauer · kurz auffangen · hinausführen; Schluss	E352[QUANTITY+OPERATION] | E353[PREPARATION] | E354[QUANTITY] | E355[OPERATION] | E356[TARGET+STATE_GRADE] | E357[OPERATION+FLOW_TRANSFER+CLOSE]	QUANTITY>PREPARATION>TARGET>OPERATION>FLOW_TRANSFER>STATE_GRADE>CLOSE	Eine Portion zugeben; Klarauszug; Eine Portion; Für die angegebene Dauer; Kurz auffangen; Hinausführen; Schluss	CONTINUES_ACROSS_LINE
B4-S016	B4	f83r	f83r.41|f83r.44	F127|F128	E358|E359|E360|E361	4	1	qolkain · dal · skar · shedy	eine weitere Portion zugeben · Stelle · erwärmtes Medium ausgießen · ruhen oder absetzen; Schluss	E358[QUANTITY+OPERATION] | E359[TARGET] | E360[SOURCE] | E361[STATE_GRADE+CLOSE]	SOURCE>QUANTITY>TARGET>OPERATION>STATE_GRADE>CLOSE	Eine weitere Portion zugeben; Stelle; Erwärmtes Medium ausgießen; Ruhen oder absetzen; Schluss	CONTINUES_ACROSS_LINE
B5-S001	B5	f83r	f83r.47	F129	E362	1	0	otchdy	danach umsetzen; Schluss	E362[OPERATION+CLOSE]	OPERATION>CLOSE	Danach umsetzen; Schluss	CONTINUES_ACROSS_LINE
B5-S002	B5	f83r	f83r.47	F130	E363	1	0	qokchdy	Ansatz umsetzen; Schluss	E363[PREPARATION+OPERATION+CLOSE]	PREPARATION>OPERATION>CLOSE	Ansatz umsetzen; Schluss	CONTINUES_ACROSS_LINE
B5-S003	B5	f83r	f83r.47|f83r.48|f83r.49	F131|F132|F133	E364|E365|E366|E367|E368|E369|E370|E371|E372	9	3	shedal · dal · cheol · lol · chdal · aiin · sol · daiiin · chedy	Ruhe-/Absetzstelle · Stelle · mit Vorigem weiter · bis warm · an der Stelle umsetzen · vorgeschriebenes Maß · mit Vorigem weiter · zweite Öffnungsstufe · den laufenden Posten umsetzen oder durcharbeiten	E364[TARGET+STATE_GRADE] | E365[TARGET] | E366[OPERATION] | E367[STATE_GRADE] | E368[TARGET+OPERATION] | E369[QUANTITY] | E370[OPERATION] | E371[QUANTITY+STATE_GRADE] | E372[OWNER_ITEM+OPERATION]	OWNER_ITEM>QUANTITY>TARGET>OPERATION>STATE_GRADE	Ruhe-/Absetzstelle; Stelle; und mit dem vorigen Ansatz weiter; Bis es warm ist; An der Stelle umsetzen; Vorgeschriebenes Maß; und mit dem vorigen Ansatz weiter; Zweite Öffnungsstufe; Den laufenden Posten umsetzen oder durcharbeiten	CONTINUES_ACROSS_LINE
B6-S001	B6	f83r	f83r.52|f83r.54	F134|F135	E373|E374|E375|E376|E377|E378|E379|E380|E381	9	1	solkeey · qekey · raly · ol · daiin · ol · dain · chey · ldalor	länger auffangen · ungekocht · erste Öffnung · mit Vorigem weiter · vorgeschriebenes Maß · mit Vorigem weiter · Tuch · dieser Arbeitsposten · bezeichnete Stelle	E373[TARGET+STATE_GRADE] | E374[STATE_GRADE] | E375[OPERATION] | E376[OPERATION] | E377[QUANTITY] | E378[OPERATION] | E379[OPERATION] | E380[OWNER_ITEM] | E381[TARGET]	OWNER_ITEM>QUANTITY>TARGET>OPERATION>STATE_GRADE	Länger auffangen; Ohne Kochen; Die erste Öffnung; und mit dem vorigen Ansatz weiter; Vorgeschriebenes Maß; und mit dem vorigen Ansatz weiter; Tuch; Dieser Arbeitsposten; Bezeichnete Stelle	CONTINUES_ACROSS_LINE
