clause_id	physical_page	register	start_event	end_event	events	phase_blocks	phase_sequence	end_reason	scribe_style_translation_de
P915-C072	f75r	BIOLOGICAL	P912-E0729	P912-E0731	3	2	PREPARE>SELECT	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Auswahl — entnehmen und auswählen. Damit ist dieser Arbeitszug beendet.
P915-C073	f75r	BIOLOGICAL	P912-E0732	P912-E0732	1	1	CONDITION	LICENSED_DY_CLOSE	Zustand — absetzen lassen. Damit ist dieser Arbeitszug beendet.
P915-C074	f75r	BIOLOGICAL	P912-E0733	P912-E0734	2	1	CONDITION	LICENSED_DY_CLOSE	Zustand — absetzen lassen. Damit ist dieser Arbeitszug beendet.
P915-C075	f75r	BIOLOGICAL	P912-E0735	P912-E0735	1	1	CONTEXT	LICENSED_DY_CLOSE	Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C076	f75r	BIOLOGICAL	P912-E0736	P912-E0738	3	2	PREPARE>CONDITION	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Zustand — absetzen lassen. Damit ist dieser Arbeitszug beendet.
P915-C077	f75r	BIOLOGICAL	P912-E0739	P912-E0743	5	4	EXECUTE>TRANSFER>PREPARE>SELECT	LICENSED_DY_CLOSE	Arbeitsgang — bearbeiten. Weitergabe — umsetzen. Vorbereitung — ansetzen. Auswahl — entnehmen und bis bereit führen. Damit ist dieser Arbeitszug beendet.
P915-C078	f75r	BIOLOGICAL	P912-E0744	P912-E0744	1	1	EXECUTE	LICENSED_DY_CLOSE	Arbeitsgang — einstellen. Damit ist dieser Arbeitszug beendet.
P915-C079	f75r	BIOLOGICAL	P912-E0745	P912-E0747	3	3	EXECUTE>SELECT>TRANSFER	LICENSED_DY_CLOSE	Arbeitsgang — bearbeiten. Auswahl — auswählen. Weitergabe — auffangen. Damit ist dieser Arbeitszug beendet.
P915-C080	f75r	BIOLOGICAL	P912-E0748	P912-E0755	8	2	PREPARE>EXECUTE	LICENSED_DY_CLOSE	Vorbereitung — zweimal ansetzen und zugeben. Arbeitsgang — einstellen. Damit ist dieser Arbeitszug beendet.
P915-C081	f75r	BIOLOGICAL	P912-E0756	P912-E0761	6	4	PREPARE>CONDITION>PREPARE>CONDITION	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Zustand — halten und einstellen. Vorbereitung — ansetzen. Zustand — absetzen lassen. Damit ist dieser Arbeitszug beendet.
P915-C082	f75r	BIOLOGICAL	P912-E0762	P912-E0763	2	2	PREPARE>CONTEXT	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C083	f75r	BIOLOGICAL	P912-E0764	P912-E0765	2	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — zugeben. Damit ist dieser Arbeitszug beendet.
P915-C084	f75r	BIOLOGICAL	P912-E0766	P912-E0766	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C085	f75r	BIOLOGICAL	P912-E0767	P912-E0770	4	2	PREPARE>CONTEXT	LICENSED_DY_CLOSE	Vorbereitung — zweimal ansetzen. Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C086	f75r	BIOLOGICAL	P912-E0771	P912-E0771	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C087	f75r	BIOLOGICAL	P912-E0772	P912-E0774	3	2	CONDITION>PREPARE	LICENSED_DY_CLOSE	Zustand — halten und einstellen. Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C088	f75r	BIOLOGICAL	P912-E0775	P912-E0775	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C089	f75r	BIOLOGICAL	P912-E0776	P912-E0776	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen und umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C090	f75r	BIOLOGICAL	P912-E0777	P912-E0778	2	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C091	f75r	BIOLOGICAL	P912-E0779	P912-E0779	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C092	f75r	BIOLOGICAL	P912-E0780	P912-E0780	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C093	f75r	BIOLOGICAL	P912-E0781	P912-E0781	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C094	f75r	BIOLOGICAL	P912-E0782	P912-E0782	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C095	f75r	BIOLOGICAL	P912-E0783	P912-E0783	1	1	CONTEXT	LICENSED_DY_CLOSE	Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C096	f75r	BIOLOGICAL	P912-E0784	P912-E0784	1	1	CONDITION	LICENSED_DY_CLOSE	Zustand — halten. Damit ist dieser Arbeitszug beendet.
P915-C097	f75r	BIOLOGICAL	P912-E0785	P912-E0785	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C098	f75r	BIOLOGICAL	P912-E0786	P912-E0786	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C099	f75r	BIOLOGICAL	P912-E0787	P912-E0787	1	1	TRANSFER	LICENSED_DY_CLOSE	Weitergabe — auffangen. Damit ist dieser Arbeitszug beendet.
P915-C100	f75r	BIOLOGICAL	P912-E0788	P912-E0789	2	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — zugeben. Damit ist dieser Arbeitszug beendet.
P915-C101	f75r	BIOLOGICAL	P912-E0790	P912-E0791	2	1	CONDITION	LICENSED_DY_CLOSE	Zustand — absetzen lassen. Damit ist dieser Arbeitszug beendet.
P915-C102	f75r	BIOLOGICAL	P912-E0792	P912-E0793	2	2	PREPARE>CONDITION	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Zustand — absetzen lassen. Damit ist dieser Arbeitszug beendet.
P915-C103	f75r	BIOLOGICAL	P912-E0794	P912-E0795	2	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — zugeben. Damit ist dieser Arbeitszug beendet.
P915-C104	f75r	BIOLOGICAL	P912-E0796	P912-E0796	1	1	CONDITION	LICENSED_DY_CLOSE	Zustand — markieren und absetzen lassen. Damit ist dieser Arbeitszug beendet.
P915-C105	f75r	BIOLOGICAL	P912-E0797	P912-E0797	1	1	SELECT	LICENSED_DY_CLOSE	Auswahl — auswählen und ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C106	f75r	BIOLOGICAL	P912-E0798	P912-E0798	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C107	f75r	BIOLOGICAL	P912-E0799	P912-E0799	1	1	CONTEXT	LICENSED_DY_CLOSE	Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C108	f75r	BIOLOGICAL	P912-E0800	P912-E0802	3	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen und zugeben. Damit ist dieser Arbeitszug beendet.
P915-C109	f75r	BIOLOGICAL	P912-E0803	P912-E0804	2	1	CONDITION	LICENSED_DY_CLOSE	Zustand — halten. Damit ist dieser Arbeitszug beendet.
P915-C110	f75r	BIOLOGICAL	P912-E0805	P912-E0805	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C111	f75r	BIOLOGICAL	P912-E0806	P912-E0806	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C112	f75r	BIOLOGICAL	P912-E0807	P912-E0808	2	1	CONTEXT	LICENSED_DY_CLOSE	Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C113	f75r	BIOLOGICAL	P912-E0809	P912-E0810	2	1	CONDITION	LICENSED_DY_CLOSE	Zustand — halten. Damit ist dieser Arbeitszug beendet.
P915-C114	f75r	BIOLOGICAL	P912-E0811	P912-E0812	2	2	CONDITION>CONTEXT	LICENSED_DY_CLOSE	Zustand — behandeln. Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C115	f75r	BIOLOGICAL	P912-E0813	P912-E0816	4	3	PREPARE>CONDITION>CONTEXT	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Zustand — behandeln. Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C116	f75r	BIOLOGICAL	P912-E0817	P912-E0819	3	3	TRANSFER>SELECT>PREPARE	LICENSED_DY_CLOSE	Weitergabe — umsetzen. Auswahl — auswählen. Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C117	f75r	BIOLOGICAL	P912-E0820	P912-E0820	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C118	f75r	BIOLOGICAL	P912-E0821	P912-E0821	1	1	CONTEXT	LICENSED_DY_CLOSE	Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C119	f75r	BIOLOGICAL	P912-E0822	P912-E0822	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C120	f75r	BIOLOGICAL	P912-E0823	P912-E0829	7	1	SELECT	LICENSED_DY_CLOSE	Auswahl — entnehmen, auswählen und halten. Damit ist dieser Arbeitszug beendet.
P915-C121	f75r	BIOLOGICAL	P912-E0830	P912-E0832	3	2	CONDITION>PREPARE	LICENSED_DY_CLOSE	Zustand — halten. Vorbereitung — zweimal ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C122	f75r	BIOLOGICAL	P912-E0833	P912-E0835	3	2	SELECT>CONTEXT	LICENSED_DY_CLOSE	Auswahl — auswählen. Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C123	f75r	BIOLOGICAL	P912-E0836	P912-E0836	1	1	CONTEXT	LICENSED_DY_CLOSE	Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C124	f75r	BIOLOGICAL	P912-E0837	P912-E0837	1	1	CONTEXT	LICENSED_DY_CLOSE	Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C125	f75r	BIOLOGICAL	P912-E0838	P912-E0840	3	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — in drei Stufen ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C126	f75r	BIOLOGICAL	P912-E0841	P912-E0842	2	2	CONDITION>PREPARE	LICENSED_DY_CLOSE	Zustand — halten. Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C127	f75r	BIOLOGICAL	P912-E0843	P912-E0844	2	1	CONDITION	LICENSED_DY_CLOSE	Zustand — absetzen lassen. Damit ist dieser Arbeitszug beendet.
P915-C128	f75r	BIOLOGICAL	P912-E0845	P912-E0847	3	2	TRANSFER>CONTEXT	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	Weitergabe — umsetzen. Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten.
P915-C129	f81v	BIOLOGICAL	P912-E0858	P912-E0860	3	3	PREPARE>CONDITION>PREPARE	LICENSED_DY_CLOSE	Vorbereitung — einsetzen. Zustand — halten. Vorbereitung — zugeben. Damit ist dieser Arbeitszug beendet.
P915-C130	f81v	BIOLOGICAL	P912-E0861	P912-E0865	5	2	CONDITION>PREPARE	LICENSED_DY_CLOSE	Zustand — halten und anschließend zugeben. Vorbereitung — einsetzen und umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C131	f81v	BIOLOGICAL	P912-E0866	P912-E0869	4	3	CONDITION>EXECUTE>PREPARE	LICENSED_DY_CLOSE	Zustand — halten und anschließend zugeben. Arbeitsgang — bearbeiten, spülen und zugeben. Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C132	f81v	BIOLOGICAL	P912-E0870	P912-E0883	14	6	PREPARE>SELECT>PREPARE>CONDITION>SELECT>TRANSFER	LICENSED_DY_CLOSE	Vorbereitung — ansetzen und zugeben und ansetzen. Auswahl — auswählen. Vorbereitung — zweimal zugeben. Zustand — markieren. Auswahl — auswählen. Weitergabe — auffangen. Damit ist dieser Arbeitszug beendet.
P915-C133	f81v	BIOLOGICAL	P912-E0884	P912-E0884	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C134	f81v	BIOLOGICAL	P912-E0885	P912-E0889	5	4	PREPARE>CONDITION>TRANSFER>CONTEXT	LICENSED_DY_CLOSE	Vorbereitung — zugeben. Zustand — halten und anschließend zugeben. Weitergabe — umsetzen. Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C135	f81v	BIOLOGICAL	P912-E0890	P912-E0904	15	5	PREPARE>CONDITION>PREPARE>SELECT>PREPARE	LICENSED_DY_CLOSE	Vorbereitung — zweimal ansetzen. Zustand — behandeln. Vorbereitung — zugeben. Auswahl — entnehmen und bis bereit führen. Vorbereitung — zweimal ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C136	f81v	BIOLOGICAL	P912-E0905	P912-E0919	15	6	PREPARE>TRANSFER>PREPARE>SELECT>PREPARE>CONTEXT	LICENSED_DY_CLOSE	Vorbereitung — ansetzen und zugeben und in drei Stufen ansetzen. Weitergabe — umsetzen. Vorbereitung — zugeben. Auswahl — auswählen. Vorbereitung — ansetzen. Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C137	f81v	BIOLOGICAL	P912-E0920	P912-E0927	8	3	CONDITION>PREPARE>TRANSFER	LICENSED_DY_CLOSE	Zustand — halten. Vorbereitung — ansetzen. Weitergabe — umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C138	f81v	BIOLOGICAL	P912-E0928	P912-E0931	4	2	PREPARE>CONDITION	LICENSED_DY_CLOSE	Vorbereitung — zugeben. Zustand — absetzen lassen. Damit ist dieser Arbeitszug beendet.
P915-C139	f81v	BIOLOGICAL	P912-E0932	P912-E0932	1	1	CONDITION	LICENSED_DY_CLOSE	Zustand — halten. Damit ist dieser Arbeitszug beendet.
P915-C140	f81v	BIOLOGICAL	P912-E0933	P912-E0936	4	3	TRANSFER>PREPARE>TRANSFER	LICENSED_DY_CLOSE	Weitergabe — auffangen. Vorbereitung — zugeben. Weitergabe — umleiten. Damit ist dieser Arbeitszug beendet.
P915-C141	f81v	BIOLOGICAL	P912-E0937	P912-E0937	1	1	CONTEXT	LICENSED_DY_CLOSE	Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C142	f81v	BIOLOGICAL	P912-E0938	P912-E0945	8	3	PREPARE>SELECT>CONTEXT	LICENSED_DY_CLOSE	Vorbereitung — zugeben und ansetzen. Auswahl — entnehmen. Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C143	f81v	BIOLOGICAL	P912-E0946	P912-E0949	4	4	PREPARE>CONDITION>EXECUTE>PREPARE	LICENSED_DY_CLOSE	Vorbereitung — einsetzen und halten. Zustand — halten und einstellen. Arbeitsgang — bearbeiten und einsetzen. Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C144	f81v	BIOLOGICAL	P912-E0950	P912-E0950	1	1	CONTEXT	LICENSED_DY_CLOSE	Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C145	f81v	BIOLOGICAL	P912-E0951	P912-E0951	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen und halten. Damit ist dieser Arbeitszug beendet.
P915-C146	f81v	BIOLOGICAL	P912-E0952	P912-E0968	17	7	CONDITION>PREPARE>SELECT>PREPARE>CONDITION>TRANSFER>CONDITION	LICENSED_DY_CLOSE	Zustand — halten. Vorbereitung — in drei Stufen ansetzen, zugeben, zweimal ansetzen und zugeben. Auswahl — entnehmen. Vorbereitung — zugeben. Zustand — halten. Weitergabe — umsetzen. Zustand — absetzen lassen. Damit ist dieser Arbeitszug beendet.
P915-C147	f81v	BIOLOGICAL	P912-E0969	P912-E0969	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C148	f81v	BIOLOGICAL	P912-E0970	P912-E0970	1	1	EXECUTE	LICENSED_DY_CLOSE	Arbeitsgang — einstellen. Damit ist dieser Arbeitszug beendet.
P915-C149	f81v	BIOLOGICAL	P912-E0971	P912-E0973	3	3	SELECT>PREPARE>EXECUTE	LICENSED_DY_CLOSE	Auswahl — entnehmen und einstellen. Vorbereitung — zugeben. Arbeitsgang — einstellen. Damit ist dieser Arbeitszug beendet.
P915-C150	f81v	BIOLOGICAL	P912-E0974	P912-E0976	3	3	PREPARE>SELECT>EXECUTE	LICENSED_DY_CLOSE	Vorbereitung — zugeben und halten. Auswahl — entnehmen und auswählen. Arbeitsgang — einstellen. Damit ist dieser Arbeitszug beendet.
P915-C151	f81v	BIOLOGICAL	P912-E0977	P912-E0977	1	1	EXECUTE	LICENSED_DY_CLOSE	Arbeitsgang — einstellen. Damit ist dieser Arbeitszug beendet.
P915-C152	f81v	BIOLOGICAL	P912-E0978	P912-E0981	4	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — zweimal zugeben. Damit ist dieser Arbeitszug beendet.
P915-C153	f81v	BIOLOGICAL	P912-E0982	P912-E0983	2	2	PREPARE>CONDITION	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Zustand — halten. Damit ist dieser Arbeitszug beendet.
P915-C154	f81v	BIOLOGICAL	P912-E0984	P912-E0987	4	3	PREPARE>CONDITION>PREPARE	LICENSED_DY_CLOSE	Vorbereitung — zugeben. Zustand — halten und anschließend zugeben. Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C155	f81v	BIOLOGICAL	P912-E0988	P912-E0989	2	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — zweimal ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C156	f81v	BIOLOGICAL	P912-E0990	P912-E1001	12	10	SELECT>PREPARE>TRANSFER>CONDITION>SELECT>EXECUTE>CONDITION>TRANSFER>EXECUTE>CONDITION	LICENSED_DY_CLOSE	Auswahl — entnehmen, einsetzen und umsetzen. Vorbereitung — ansetzen. Weitergabe — umsetzen. Zustand — halten. Auswahl — auswählen, spülen und bis bereit führen. Arbeitsgang — bearbeiten und umsetzen. Zustand — markieren. Weitergabe — umsetzen. Arbeitsgang — einstellen. Zustand — absetzen lassen. Damit ist dieser Arbeitszug beendet.
P915-C157	f81v	BIOLOGICAL	P912-E1002	P912-E1006	5	3	EXECUTE>CONDITION>TRANSFER	LICENSED_DY_CLOSE	Arbeitsgang — bearbeiten. Zustand — markieren und halten. Weitergabe — spülen. Damit ist dieser Arbeitszug beendet.
P915-C158	f81v	BIOLOGICAL	P912-E1007	P912-E1010	4	3	TRANSFER>PREPARE>CONDITION	LICENSED_DY_CLOSE	Weitergabe — umsetzen. Vorbereitung — einsetzen und umsetzen. Zustand — halten und anschließend zugeben und umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C159	f81v	BIOLOGICAL	P912-E1011	P912-E1013	3	2	TRANSFER>CONDITION	LICENSED_DY_CLOSE	Weitergabe — umsetzen. Zustand — absetzen lassen. Damit ist dieser Arbeitszug beendet.
P915-C160	f81v	BIOLOGICAL	P912-E1014	P912-E1014	1	1	TRANSFER	LICENSED_DY_CLOSE	Weitergabe — umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C161	f81v	BIOLOGICAL	P912-E1015	P912-E1019	5	3	PREPARE>CONDITION>PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Zustand — markieren. Vorbereitung — ansetzen und umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C162	f81v	BIOLOGICAL	P912-E1020	P912-E1024	5	1	CONDITION	LICENSED_DY_CLOSE	Zustand — behandeln und absetzen lassen. Damit ist dieser Arbeitszug beendet.
P915-C163	f81v	BIOLOGICAL	P912-E1025	P912-E1025	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C164	f81v	BIOLOGICAL	P912-E1026	P912-E1026	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C165	f81v	BIOLOGICAL	P912-E1027	P912-E1031	5	3	PREPARE>TRANSFER>CONDITION	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Weitergabe — auffangen. Zustand — absetzen lassen. Damit ist dieser Arbeitszug beendet.
P915-C166	f81v	BIOLOGICAL	P912-E1032	P912-E1034	3	3	PREPARE>CONDITION>CONTEXT	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Zustand — halten. Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C167	f81v	BIOLOGICAL	P912-E1035	P912-E1042	8	5	PREPARE>EXECUTE>CONDITION>TRANSFER>PREPARE	LICENSED_DY_CLOSE	Vorbereitung — zweimal ansetzen. Arbeitsgang — bis zur Bereitschaft bearbeiten. Zustand — behandeln. Weitergabe — umsetzen. Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C168	f81v	BIOLOGICAL	P912-E1043	P912-E1044	2	2	TRANSFER>CONTEXT	LICENSED_DY_CLOSE	Weitergabe — spülen und einstellen. Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C169	f81v	BIOLOGICAL	P912-E1045	P912-E1045	1	1	EXECUTE	LICENSED_DY_CLOSE	Arbeitsgang — einstellen. Damit ist dieser Arbeitszug beendet.
P915-C170	f81v	BIOLOGICAL	P912-E1046	P912-E1049	4	3	TRANSFER>PREPARE>TRANSFER	LICENSED_DY_CLOSE	Weitergabe — spülen und bearbeiten. Vorbereitung — ansetzen. Weitergabe — spülen. Damit ist dieser Arbeitszug beendet.
P915-C171	f81v	BIOLOGICAL	P912-E1050	P912-E1050	1	1	TRANSFER	LICENSED_DY_CLOSE	Weitergabe — spülen. Damit ist dieser Arbeitszug beendet.
P915-C172	f81v	BIOLOGICAL	P912-E1051	P912-E1061	11	5	TRANSFER>PREPARE>EXECUTE>CONDITION>TRANSFER	LICENSED_DY_CLOSE	Weitergabe — umsetzen, auffangen und umsetzen. Vorbereitung — ansetzen. Arbeitsgang — bearbeiten. Zustand — halten. Weitergabe — umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C173	f81v	BIOLOGICAL	P912-E1062	P912-E1068	7	6	TRANSFER>SELECT>CONDITION>EXECUTE>PREPARE>CONDITION	LICENSED_DY_CLOSE	Weitergabe — umsetzen. Auswahl — auswählen, entnehmen und zweimal einstellen. Zustand — halten. Arbeitsgang — einstellen und entnehmen. Vorbereitung — zweimal zugeben. Zustand — absetzen lassen. Damit ist dieser Arbeitszug beendet.
P915-C174	f81v	BIOLOGICAL	P912-E1069	P912-E1074	6	5	PREPARE>TRANSFER>CONDITION>EXECUTE>PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Weitergabe — umsetzen. Zustand — markieren und bis bereit führen. Arbeitsgang — einstellen. Vorbereitung — ansetzen und umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C175	f81v	BIOLOGICAL	P912-E1075	P912-E1081	7	3	PREPARE>SELECT>TRANSFER	LICENSED_DY_CLOSE	Vorbereitung — zweimal ansetzen. Auswahl — entnehmen und auswählen. Weitergabe — umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C176	f81v	BIOLOGICAL	P912-E1082	P912-E1084	3	2	EXECUTE>CONTEXT	LICENSED_DY_CLOSE	Arbeitsgang — bearbeiten und absetzen lassen. Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C177	f81v	BIOLOGICAL	P912-E1085	P912-E1098	14	9	CONDITION>TRANSFER>CONDITION>TRANSFER>EXECUTE>PREPARE>SELECT>EXECUTE>PREPARE	LICENSED_DY_CLOSE	Zustand — halten. Weitergabe — umsetzen. Zustand — halten. Weitergabe — umsetzen. Arbeitsgang — einstellen und umsetzen. Vorbereitung — ansetzen. Auswahl — entnehmen und einstellen. Arbeitsgang — bearbeiten. Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C178	f81v	BIOLOGICAL	P912-E1099	P912-E1102	4	3	CONDITION>PREPARE>TRANSFER	LICENSED_DY_CLOSE	Zustand — halten. Vorbereitung — zugeben. Weitergabe — auffangen. Damit ist dieser Arbeitszug beendet.
P915-C179	f81v	BIOLOGICAL	P912-E1103	P912-E1106	4	4	PREPARE>CONDITION>EXECUTE>TRANSFER	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Zustand — halten. Arbeitsgang — bearbeiten. Weitergabe — auffangen. Damit ist dieser Arbeitszug beendet.
P915-C180	f81v	BIOLOGICAL	P912-E1107	P912-E1107	1	1	EXECUTE	LICENSED_DY_CLOSE	Arbeitsgang — einstellen. Damit ist dieser Arbeitszug beendet.
P915-C181	f81v	BIOLOGICAL	P912-E1108	P912-E1109	2	1	CONDITION	LICENSED_DY_CLOSE	Zustand — behandeln und halten. Damit ist dieser Arbeitszug beendet.
P915-C182	f81v	BIOLOGICAL	P912-E1110	P912-E1110	1	1	SELECT	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	Auswahl — entnehmen.
P915-C183	f82r	BIOLOGICAL	P912-E1113	P912-E1122	10	6	EXECUTE>PREPARE>CONDITION>PREPARE>CONDITION>TRANSFER	LICENSED_DY_CLOSE	Arbeitsgang — bearbeiten und halten. Vorbereitung — ansetzen. Zustand — halten. Vorbereitung — ansetzen. Zustand — zweimal halten. Weitergabe — zweimal umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C184	f82r	BIOLOGICAL	P912-E1123	P912-E1125	3	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — zweimal ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C185	f82r	BIOLOGICAL	P912-E1126	P912-E1130	5	4	PREPARE>TRANSFER>PREPARE>CONTEXT	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Weitergabe — umsetzen. Vorbereitung — ansetzen. Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
