structural_template_id	signature	event_count	recipe_count	recipe_context_cell_count	physical_page_count	register_count	example_microphrases_de
GDT565-T094	OL || ACTION_CHAIN || A+A || SINGLE || NONE	30	15	19	18	5	Weiter: gib den Posten und bearbeite den Posten. || Weiter: gib den Posten und setze den Posten ein. || Weiter: halte den Posten und halte den Posten. || Weiter: halte die Einheit und stelle die Einheit ein. || Weiter: nimm den Posten und gib den Posten. || Weiter: nimm den Posten und setze den Posten ein. || Weiter: nimm den Posten und stelle den Posten ein. || Weiter: nimm den Wert und gib den Wert. || Weiter: nimm den Wert und stelle den Wert ein. || Weiter: nimm die Einheit und gib die Einheit. || Weiter: nimm die Einheit und stelle die Einheit ein. || Weiter: setze den Anteil ein und halte den Anteil. || Weiter: setze den Posten ein und bearbeite den Posten. || Weiter: setze den Posten ein und halte den Posten. || Weiter: stelle den Posten ein und bearbeite den Posten. || Weiter: stelle den Posten ein und halte den Posten. || Weiter: wähle den Posten und bearbeite den Posten.
GDT565-T095	OL || ACTION_CHAIN || A+A || SINGLE || RELATION	2	2	2	2	2	Weiter: nimm die Einheit und wähle die Einheit; zum Zielort. || Weiter: stelle den Posten ein und halte den Posten; über die Verbindung.
GDT565-T096	OL || ACTION_CHAIN || A+A || SINGLE || RELATION+GRADE+FORMAL_CONTROL	1	1	1	1	1	Weiter: gib den Posten und setze den Posten ein; über die Verbindung; auf Grad I; zur Ausführung.
GDT565-T097	OL || ACTION_CHAIN || A+A+A || NONE || FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN	1	1	1	1	1	Weiter: setze ein und markiere und nimm; zur Ausführung; hier.
GDT565-T098	OL || ACTION_CHAIN || A+A+A || SINGLE || GRADE	1	1	1	1	1	Weiter: halte den Posten und setze den Posten ein und nimm den Posten; auf Grad I.
GDT565-T099	OL || ACTION_CHAIN || A+A+A || SINGLE || NONE	1	1	1	1	1	Weiter: nimm den Posten und stelle den Posten ein und wähle den Posten.
GDT565-T100	OL || ACTION_CHAIN || A+A+A || SINGLE || RELATION	1	1	1	1	1	Weiter: wähle den Posten und nimm den Posten und gib den Posten; zum Zielort.
GDT565-T101	OL || ACTION_CHAIN || A+A+A+A || DOUBLE_Y || NONE	1	1	1	1	1	Weiter: nimm die beiden Posten und gib die beiden Posten und nimm die beiden Posten und gib die beiden Posten.
GDT565-T102	OL || ACTION_CHAIN || Ax2+A || SINGLE || NONE	1	1	1	1	1	Weiter: nimm die Einheit zweimal und stelle die Einheit ein.
GDT565-T103	OL || ARGUMENT_REFERENCE || NO_ACTION || SINGLE || NONE	1	1	1	1	1	Weiter: Bezug auf den Posten.
GDT565-T104	OL || EMPTY_BASE || NO_ACTION || NONE || NONE	1	1	1	1	1	Weiter.
GDT565-T105	OL+DY || ACTION_CHAIN || A || NONE || GRADE	1	1	1	1	1	Weiter: gib; auf Grad II; abschließen.
GDT565-T106	OL+DY || ACTION_CHAIN || A || SINGLE || FORMAL_CONTROL	1	1	1	1	1	Weiter: gib die Einheit; zur Ausführung; abschließen.
GDT565-T107	OL+DY || ACTION_CHAIN || A || SINGLE || GRADE	25	7	16	8	2	Weiter: gib den Anteil; auf Grad I; abschließen. || Weiter: gib den Posten; auf Grad I; abschließen. || Weiter: gib den Posten; auf Grad II; abschließen. || Weiter: gib den Wert; auf Grad II; abschließen. || Weiter: gib die Einheit; auf Grad II; abschließen. || Weiter: halte den Anteil; auf Grad I; abschließen. || Weiter: halte den Anteil; auf Grad II; abschließen. || Weiter: halte den Posten; auf Grad I; abschließen. || Weiter: halte den Posten; auf Grad II; abschließen. || Weiter: halte den Wert; auf Grad I; abschließen. || Weiter: halte den Wert; auf Grad II; abschließen. || Weiter: nimm den Anteil; auf Grad II; abschließen. || Weiter: stelle den Anteil ein; auf Grad I; abschließen. || Weiter: stelle den Anteil ein; auf Grad II; abschließen. || Weiter: stelle den Posten ein; auf Grad I; abschließen. || Weiter: stelle den Posten ein; auf Grad II; abschließen.
GDT565-T108	OL+DY || ACTION_CHAIN || A || SINGLE || GRADE+FORMAL_CONTROL	3	1	2	3	2	Weiter: nimm den Posten; auf Grad I; zur Ausführung; abschließen. || Weiter: nimm den Wert; auf Grad I; zur Ausführung; abschließen.
GDT565-T109	OL+DY || ACTION_CHAIN || A || SINGLE || LOCAL_OR_CLASS_SIGN	1	1	1	1	1	Weiter: nimm den Posten; hier; abschließen.
GDT565-T110	OL+DY || ACTION_CHAIN || A || SINGLE || NONE	35	4	17	12	4	Weiter: bearbeite den Posten; abschließen. || Weiter: bearbeite den Wert; abschließen. || Weiter: gib den Anteil; abschließen. || Weiter: gib den Posten; abschließen. || Weiter: gib den Wert; abschließen. || Weiter: halte den Posten; abschließen. || Weiter: nimm den Posten; abschließen. || Weiter: setze den Anteil ein; abschließen. || Weiter: setze den Anteil; abschließen. || Weiter: setze den Posten; abschließen. || Weiter: setze den Wert; abschließen. || Weiter: stelle den Posten ein; abschließen. || Weiter: wähle den Posten; abschließen.
GDT565-T111	OL+DY || ACTION_CHAIN || A || SINGLE || RELATION	1	1	1	1	1	Weiter: bearbeite den Posten; über die Verbindung; abschließen.
GDT565-T112	OL+DY || ACTION_CHAIN || A+A || NONE || FORMAL_CONTROL	1	1	1	1	1	Weiter: gib und halte; zur Ausführung; abschließen.
GDT565-T113	OL+DY || ACTION_CHAIN || A+A || NONE || NONE	1	1	1	1	1	Weiter: setze ein und bearbeite; abschließen.
GDT565-T114	OL+DY || ACTION_CHAIN || A+A || NONE || RELATION	1	1	1	1	1	Weiter: setze ein und bearbeite; zum Zielort; abschließen.
GDT565-T115	OL+DY || ACTION_CHAIN || A+A || SINGLE || NONE	4	3	4	3	3	Weiter: nimm den Posten und setze den Posten ein; abschließen. || Weiter: setze den Posten ein und bearbeite den Posten; abschließen. || Weiter: setze die Einheit ein und bearbeite die Einheit; abschließen. || Weiter: stelle den Posten ein und bearbeite den Posten; abschließen.
GDT565-T116	OL+OL || ACTION_CHAIN || A || NONE || LOCAL_OR_CLASS_SIGN	1	1	1	1	1	Weiter: halte; hier; nochmals weiterführen.
GDT565-T117	OL+OL || ACTION_CHAIN || A || SINGLE || GRADE	7	3	3	7	4	Weiter: gib den Posten; auf Grad I; nochmals weiterführen. || Weiter: gib den Posten; auf Grad II; nochmals weiterführen.
GDT565-T118	OL+OL || ACTION_CHAIN || A || SINGLE || NONE	2	1	2	2	1	Weiter: nimm den Wert; nochmals weiterführen. || Weiter: wähle den Wert; nochmals weiterführen.
GDT565-T119	OL+OL || ACTION_CHAIN || A || SINGLE || RELATION	3	2	3	2	1	Weiter: bearbeite den Posten; über die Verbindung; nochmals weiterführen. || Weiter: gib den Posten; über die Verbindung; nochmals weiterführen. || Weiter: wähle den Posten; vom Ausgang; nochmals weiterführen.
GDT565-T120	OL+OL || ACTION_CHAIN || A+A+A+A || SINGLE || LOCAL_OR_CLASS_SIGN+GRADE	1	1	1	1	1	Weiter: nimm den Posten und wähle den Posten und nimm den Posten und gib den Posten; hier; auf Grad I; nochmals weiterführen.
GDT565-T121	OL+OT || ACTION_CHAIN || A || SINGLE || NONE	1	1	1	1	1	Weiter: markiere den Posten; danach nächsten Gang eröffnen.
GDT565-T122	OT || ACTION_CHAIN || A || NONE || GRADE+FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN	1	1	1	1	1	Danach: nimm; auf Grad II; zur Ausführung; hier.
GDT565-T123	OT || ACTION_CHAIN || A || SINGLE || FORMAL_CONTROL	5	4	5	4	2	Danach: markiere die Einheit; auf der Stufe. || Danach: nimm die Einheit; zur Ausführung. || Danach: setze den Posten; zur Ausführung. || Danach: wähle den Wert; zur Ausführung.
GDT565-T124	OT || ACTION_CHAIN || A || SINGLE || FORMAL_CONTROL+FORMAL_CONTROL	1	1	1	1	1	Danach: nimm den Wert; zur Ausführung; auf der Stufe.
GDT565-T125	OT || ACTION_CHAIN || A || SINGLE || FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN	1	1	1	1	1	Danach: nimm den Posten; zur Ausführung; hier.
GDT565-T126	OT || ACTION_CHAIN || A || SINGLE || FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN+LOCAL_OR_CLASS_SIGN	1	1	1	1	1	Danach: wähle den Posten; zur Ausführung; hier; als Klasse.
GDT565-T127	OT || ACTION_CHAIN || A || SINGLE || GRADE	53	11	24	16	5	Danach: bearbeite den Posten; auf Grad I. || Danach: bearbeite den Wert; auf Grad I. || Danach: bearbeite die Einheit; auf Grad I. || Danach: gib den Posten; auf Grad I. || Danach: gib den Posten; auf Grad II. || Danach: halte den Posten; auf Grad I. || Danach: halte den Posten; auf Grad II. || Danach: nimm den Posten; auf Grad I. || Danach: nimm den Posten; auf Grad II. || Danach: nimm die Einheit; auf Grad I. || Danach: nimm die Einheit; auf Grad II. || Danach: setze den Posten; auf Grad I. || Danach: setze den Posten; auf Grad II. || Danach: setze die Einheit; auf Grad I. || Danach: stelle den Posten ein; auf Grad I. || Danach: stelle den Posten ein; auf Grad II. || Danach: wähle den Posten; auf Grad I. || Danach: wähle den Posten; auf Grad II. || Danach: wähle den Wert; auf Grad II.
GDT565-T128	OT || ACTION_CHAIN || A || SINGLE || GRADE+FORMAL_CONTROL	9	2	8	3	3	Danach: gib den Posten; auf Grad I; zur Ausführung. || Danach: halte den Anteil; auf Grad I; zur Ausführung. || Danach: halte den Posten; auf Grad I; zur Ausführung. || Danach: nimm den Posten; auf Grad I; zur Ausführung. || Danach: nimm den Wert; auf Grad I; zur Ausführung. || Danach: setze den Posten; auf Grad I; zur Ausführung. || Danach: stelle den Posten ein; auf Grad I; zur Ausführung. || Danach: stelle die Einheit ein; auf Grad I; zur Ausführung.
GDT565-T129	OT || ACTION_CHAIN || A || SINGLE || GRADE+FORMAL_CONTROL+GRADE	3	2	2	3	2	Danach: gib den Posten; auf Grad I; zur Ausführung; auf Grad II. || Danach: nimm den Posten; auf Grad I; zur Ausführung; auf Grad I.
GDT565-T130	OT || ACTION_CHAIN || A || SINGLE || GRADE+FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN	8	3	8	5	3	Danach: gib den Posten; auf Grad I; zur Ausführung; hier. || Danach: halte den Posten; auf Grad II; zur Ausführung; hier. || Danach: nimm den Anteil; auf Grad I; zur Ausführung; hier. || Danach: setze den Posten; auf Grad I; zur Ausführung; hier. || Danach: setze den Wert ein; auf Grad II; zur Ausführung; hier. || Danach: setze die Einheit; auf Grad I; zur Ausführung; hier. || Danach: wähle den Posten; auf Grad I; zur Ausführung; hier. || Danach: wähle den Wert; auf Grad I; zur Ausführung; hier.
GDT565-T131	OT || ACTION_CHAIN || A || SINGLE || GRADE+FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN+RELATION	3	2	3	2	1	Danach: halte den Posten; auf Grad I; zur Ausführung; hier; vom Ausgang. || Danach: nimm den Posten; auf Grad I; zur Ausführung; hier; zum Zielort. || Danach: setze den Posten; auf Grad I; zur Ausführung; hier; vom Ausgang.
GDT565-T132	OT || ACTION_CHAIN || A || SINGLE || GRADE+FORMAL_CONTROL+RELATION	1	1	1	1	1	Danach: halte den Wert; auf Grad I; zur Ausführung; vom Ausgang.
GDT565-T133	OT || ACTION_CHAIN || A || SINGLE || GRADE+LOCAL_OR_CLASS_SIGN	2	2	2	2	2	Danach: nimm den Posten; auf Grad III; hier. || Danach: setze die Einheit ein; auf Grad I; hier.
GDT565-T134	OT || ACTION_CHAIN || A || SINGLE || GRADE+LOCAL_OR_CLASS_SIGN+RELATION	1	1	1	1	1	Danach: nimm den Wert; auf Grad I; hier; vom Ausgang.
GDT565-T135	OT || ACTION_CHAIN || A || SINGLE || GRADE+RELATION	2	2	2	2	2	Danach: bearbeite den Posten; auf Grad I; zum Zielort. || Danach: nimm den Posten; auf Grad I; vom Ausgang.
GDT565-T136	OT || ACTION_CHAIN || A || SINGLE || LOCAL_OR_CLASS_SIGN	12	5	10	8	5	Danach: bearbeite den Posten; als Klasse. || Danach: bearbeite den Posten; hier. || Danach: gib den Posten; hier. || Danach: halte den Posten; hier. || Danach: nimm den Posten; hier. || Danach: nimm den Wert; hier. || Danach: setze den Anteil; hier. || Danach: setze den Wert; hier. || Danach: wähle den Wert; hier. || Danach: wähle die Einheit; hier.
GDT565-T137	OT || ACTION_CHAIN || A || SINGLE || LOCAL_OR_CLASS_SIGN+GRADE	1	1	1	1	1	Danach: wähle den Posten; hier; auf Grad II.
GDT565-T138	OT || ACTION_CHAIN || A || SINGLE || LOCAL_OR_CLASS_SIGN+LOCAL_OR_CLASS_SIGN+RELATION	1	1	1	1	1	Danach: halte den Posten; hier; hier; vom Ausgang.
GDT565-T139	OT || ACTION_CHAIN || A || SINGLE || NONE	108	12	34	22	4	Danach: bearbeite den Anteil. || Danach: bearbeite den Posten. || Danach: bearbeite den Wert. || Danach: gib den Anteil. || Danach: gib den Posten. || Danach: gib den Wert. || Danach: halte den Anteil. || Danach: halte den Posten. || Danach: halte den Wert. || Danach: halte die Einheit. || Danach: markiere den Wert. || Danach: nimm den Posten. || Danach: nimm den Wert. || Danach: nimm die Einheit. || Danach: setze den Anteil. || Danach: setze den Posten ein. || Danach: setze den Posten. || Danach: setze den Wert. || Danach: setze die Einheit ein. || Danach: stelle den Anteil ein. || Danach: stelle den Posten ein. || Danach: stelle den Wert ein. || Danach: stelle die Einheit ein. || Danach: wähle den Anteil. || Danach: wähle den Posten. || Danach: wähle den Wert.
GDT565-T140	OT || ACTION_CHAIN || A || SINGLE || RELATION	48	7	28	15	4	Danach: bearbeite den Anteil; zum Zielort. || Danach: bearbeite den Posten; vom Ausgang. || Danach: bearbeite den Posten; zum Zielort. || Danach: gib den Anteil; vom Ausgang. || Danach: gib den Anteil; zum Zielort. || Danach: gib den Posten; zum Zielort. || Danach: gib den Wert; vom Ausgang. || Danach: gib die Einheit; zum Zielort. || Danach: halte den Anteil; vom Ausgang. || Danach: halte den Posten; zum Zielort. || Danach: halte den Wert; vom Ausgang. || Danach: halte die Einheit; vom Ausgang. || Danach: halte die Einheit; zum Zielort. || Danach: nimm den Posten; vom Ausgang. || Danach: nimm den Posten; über die Verbindung. || Danach: setze den Anteil; vom Ausgang. || Danach: setze den Posten; vom Ausgang. || Danach: setze den Posten; zum Zielort. || Danach: setze den Wert; vom Ausgang. || Danach: setze den Wert; zum Zielort. || Danach: stelle den Posten ein; vom Ausgang. || Danach: stelle den Posten ein; zum Zielort. || Danach: stelle den Wert ein; vom Ausgang. || Danach: stelle die Einheit ein; vom Ausgang. || Danach: wähle den Wert; vom Ausgang.
GDT565-T141	OT || ACTION_CHAIN || A || SINGLE || RELATION+FORMAL_CONTROL	1	1	1	1	1	Danach: halte den Posten; entlang der Bahn; auf der Stufe.
GDT565-T142	OT || ACTION_CHAIN || A || SINGLE || RELATION+LOCAL_OR_CLASS_SIGN	1	1	1	1	1	Danach: stelle den Posten ein; zum Zielort; hier.
GDT565-T143	OT || ACTION_CHAIN || A || SINGLE || RELATION+LOCAL_OR_CLASS_SIGN+RELATION	1	1	1	1	1	Danach: nimm den Posten; zum Zielort; hier; vom Ausgang.
GDT565-T144	OT || ACTION_CHAIN || A+A || SINGLE || FORMAL_CONTROL	2	2	2	2	1	Danach: nimm die Einheit und halte die Einheit; zur Ausführung. || Danach: nimm die Einheit und wähle die Einheit; zur Ausführung.
GDT565-T145	OT || ACTION_CHAIN || A+A || SINGLE || GRADE	3	3	3	2	1	Danach: halte den Posten und halte den Posten; auf Grad I. || Danach: nimm den Posten und nimm den Posten; auf Grad I. || Danach: nimm den Wert und wähle den Wert; auf Grad I.
GDT565-T146	OT || ACTION_CHAIN || A+A || SINGLE || NONE	1	1	1	1	1	Danach: nimm den Posten und markiere den Posten.
GDT565-T147	OT || ACTION_CHAIN || A+A+A || SINGLE || NONE	1	1	1	1	1	Danach: setze die Einheit ein und nimm die Einheit und setze die Einheit.
GDT565-T148	OT || ARGUMENT_REFERENCE || NO_ACTION || SINGLE || GRADE	4	2	2	3	3	Danach: Bezug auf den Posten; auf Grad I. || Danach: Bezug auf den Posten; auf Grad II.
GDT565-T149	OT || EMPTY_BASE || NO_ACTION || NONE || FORMAL_CONTROL+RELATION	1	1	1	1	1	Danach: zur Ausführung; vom Ausgang.
GDT565-T150	OT || EMPTY_BASE || NO_ACTION || NONE || GRADE+FORMAL_CONTROL	1	1	1	1	1	Danach: auf Grad II; zur Ausführung.
GDT565-T151	OT || EMPTY_BASE || NO_ACTION || NONE || GRADE+FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN	1	1	1	1	1	Danach: auf Grad I; zur Ausführung; hier.
GDT565-T152	OT || EMPTY_BASE || NO_ACTION || NONE || GRADE+FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN+RELATION	1	1	1	1	1	Danach: auf Grad I; zur Ausführung; hier; vom Ausgang.
GDT565-T153	OT+DY || ACTION_CHAIN || A || NONE || FORMAL_CONTROL	2	2	2	2	2	Danach: bearbeite; zur Ausführung; abschließen. || Danach: halte; zur Ausführung; abschließen.
GDT565-T154	OT+DY || ACTION_CHAIN || A || NONE || GRADE+LOCAL_OR_CLASS_SIGN+GRADE	1	1	1	1	1	Danach: halte; auf Grad I; hier; auf Grad I; abschließen.
GDT565-T155	OT+DY || ACTION_CHAIN || A || NONE || NONE	2	1	1	1	1	Danach: bearbeite; abschließen.
GDT565-T156	OT+DY || ACTION_CHAIN || A || SINGLE || FORMAL_CONTROL	3	1	3	3	3	Danach: nimm den Posten; zur Ausführung; abschließen. || Danach: setze den Posten; zur Ausführung; abschließen. || Danach: setze den Wert; zur Ausführung; abschließen.
GDT565-T157	OT+DY || ACTION_CHAIN || A || SINGLE || GRADE	63	3	27	10	4	Danach: bearbeite den Posten; auf Grad I; abschließen. || Danach: bearbeite den Posten; auf Grad II; abschließen. || Danach: bearbeite den Wert; auf Grad I; abschließen. || Danach: bearbeite die Einheit; auf Grad II; abschließen. || Danach: gib den Posten; auf Grad I; abschließen. || Danach: gib den Posten; auf Grad II; abschließen. || Danach: gib den Posten; auf Grad III; abschließen. || Danach: halte den Anteil; auf Grad II; abschließen. || Danach: halte den Posten; auf Grad I; abschließen. || Danach: halte den Posten; auf Grad II; abschließen. || Danach: halte den Wert; auf Grad I; abschließen. || Danach: halte die Einheit; auf Grad II; abschließen. || Danach: nimm den Posten; auf Grad I; abschließen. || Danach: nimm den Wert; auf Grad I; abschließen. || Danach: nimm den Wert; auf Grad II; abschließen. || Danach: setze den Anteil ein; auf Grad I; abschließen. || Danach: setze den Anteil; auf Grad I; abschließen. || Danach: setze den Anteil; auf Grad II; abschließen. || Danach: setze den Posten; auf Grad I; abschließen. || Danach: setze den Posten; auf Grad II; abschließen. || Danach: setze den Wert ein; auf Grad II; abschließen. || Danach: setze den Wert; auf Grad I; abschließen. || Danach: setze den Wert; auf Grad II; abschließen. || Danach: stelle den Anteil ein; auf Grad II; abschließen. || Danach: stelle den Posten ein; auf Grad II; abschließen. || Danach: wähle den Posten; auf Grad I; abschließen. || Danach: wähle den Posten; auf Grad II; abschließen.
GDT565-T158	OT+DY || ACTION_CHAIN || A || SINGLE || GRADE+FORMAL_CONTROL	3	2	3	2	2	Danach: gib den Wert; auf Grad I; zur Ausführung; abschließen. || Danach: halte den Posten; auf Grad II; zur Ausführung; abschließen. || Danach: stelle den Posten ein; auf Grad II; zur Ausführung; abschließen.
GDT565-T159	OT+DY || ACTION_CHAIN || A || SINGLE || GRADE+RELATION	1	1	1	1	1	Danach: bearbeite den Posten; auf Grad I; über die Verbindung; abschließen.
GDT565-T160	OT+DY || ACTION_CHAIN || A || SINGLE || NONE	6	1	1	3	3	Danach: bearbeite den Posten; abschließen.
GDT565-T161	OT+DY || ACTION_CHAIN || A || SINGLE || RELATION	2	2	2	1	1	Danach: gib den Anteil; vom Ausgang; abschließen. || Danach: halte den Posten; zum Zielort; abschließen.
GDT565-T162	OT+DY || EMPTY_BASE || NO_ACTION || NONE || GRADE	3	2	2	2	2	Danach: auf Grad I; abschließen. || Danach: auf Grad II; abschließen.
GDT565-T163	OT+OL || ACTION_CHAIN || A || SINGLE || FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN+RELATION	1	1	1	1	1	Danach: halte die Einheit; zur Ausführung; hier; zum Zielort; weiterführen.
GDT565-T164	OT+OL || ACTION_CHAIN || A || SINGLE || GRADE	9	4	7	7	4	Danach: halte den Posten; auf Grad I; weiterführen. || Danach: nimm den Posten; auf Grad I; weiterführen. || Danach: setze den Posten; auf Grad I; weiterführen. || Danach: stelle den Posten ein; auf Grad II; weiterführen. || Danach: wähle den Posten; auf Grad I; weiterführen. || Danach: wähle die Einheit; auf Grad I; weiterführen.
GDT565-T165	OT+OL || ACTION_CHAIN || A || SINGLE || LOCAL_OR_CLASS_SIGN	1	1	1	1	1	Danach: gib den Wert; hier; weiterführen.
GDT565-T166	OT+OL || ACTION_CHAIN || A || SINGLE || LOCAL_OR_CLASS_SIGN+FORMAL_CONTROL	1	1	1	1	1	Danach: wähle die Einheit; hier; zur Ausführung; weiterführen.
GDT565-T167	OT+OL || ACTION_CHAIN || A || SINGLE || NONE	24	4	14	16	4	Danach: gib den Posten; weiterführen. || Danach: halte den Anteil; weiterführen. || Danach: halte den Posten; weiterführen. || Danach: halte den Wert; weiterführen. || Danach: halte die Einheit; weiterführen. || Danach: nimm den Anteil; weiterführen. || Danach: nimm den Posten; weiterführen. || Danach: nimm den Wert; weiterführen. || Danach: nimm die Einheit; weiterführen. || Danach: stelle den Posten ein; weiterführen. || Danach: wähle den Posten; weiterführen.
GDT565-T168	OT+OL || ACTION_CHAIN || A+A || SINGLE || NONE	2	2	2	2	2	Danach: setze den Posten ein und nimm den Posten; weiterführen. || Danach: stelle den Posten ein und nimm den Posten; weiterführen.
