statement_id	record_unit_id	page	loci	field_ids	event_ids	event_count	revised_event_count	surface_sequence	stem_consistent_card_sequence_de	compact_stem_consistent_reading_de	physical_line_note
B3-S030	B3	f83r	f83r.20|f83r.22	F103|F104	E298|E299|E300|E301	4	3	qoky · saiin · schedair · otchedy	aktiven Ansatz einsetzen oder anwenden · Maß · Flüssigkeitsstrom führen oder abziehen · danach oder erneut umsetzen; Schluss	Aktiven Ansatz einsetzen oder anwenden; Maß; Flüssigkeitsstrom führen oder abziehen; danach oder erneut umsetzen; Schluss	CONTINUES_ACROSS_LINE
B3-S031	B3	f83r	f83r.22	F105	E302	1	1	qokeedy	eintauchen oder einweichen und den Schritt abschließen	Eintauchen oder einweichen und den Schritt abschließen	CONTINUES_ACROSS_LINE
B3-S032	B3	f83r	f83r.22	F106	E303|E304|E305|E306|E307	5	3	chedain · chedy · qotedaiin · otaiin · otedy	eine Portion in Arbeit nehmen · Ansatz umsetzen oder durcharbeiten · breites Gefäß · voriges Maß wiederholen · danach kurz oder gewöhnlich einwirken lassen und abschließen	Eine Portion in Arbeit nehmen; Ansatz umsetzen oder durcharbeiten; breites Gefäß; voriges Maß wiederholen; danach kurz oder gewöhnlich einwirken lassen und abschließen	CONTINUES_ACROSS_LINE
B3-S033	B3	f83r	f83r.22	F107	E308	1	0	ldy	abziehen; Ende	Abziehen; Ende	CONTINUES_ACROSS_LINE
B3-S034	B3	f83r	f83r.24	F108	E309|E310|E311|E312|E313|E314	6	1	soiiin · checthy · chety · otaiin · olsaly · shedy	klar · bereit · zerkleinern · voriges Maß wiederholen · untere Stelle · kurz oder gewöhnlich halten oder ruhen lassen; Ende	Klar; bereit; zerkleinern; voriges Maß wiederholen; untere Stelle; kurz oder gewöhnlich halten oder ruhen lassen; Ende	CONTINUES_ACROSS_LINE
B4-S001	B4	f83r	f83r.25	F109	E315	1	1	qokeedy	eintauchen oder einweichen und den Schritt abschließen	Eintauchen oder einweichen und den Schritt abschließen	CONTINUES_ACROSS_LINE
B4-S002	B4	f83r	f83r.25	F110	E316|E317|E318	3	2	qolchey · qokeey · qokedy	Gefäß füllen · aktiven Ansatz anhaltend in Kontakt halten · kurz spülen oder benetzen und den Schritt abschließen	Gefäß füllen; aktiven Ansatz anhaltend in Kontakt halten; kurz spülen oder benetzen und den Schritt abschließen	CONTINUES_ACROSS_LINE
B4-S003	B4	f83r	f83r.25|f83r.26	F111|F112	E319|E320|E321|E322|E323|E324|E325	7	4	chedy · otal · otchey · qokeey · qoky · tol · shedy	Ansatz umsetzen oder durcharbeiten · danach zur Ablaufstelle · Teil auswählen · aktiven Ansatz anhaltend in Kontakt halten · aktiven Ansatz einsetzen oder anwenden · mit Vorigem weiter · kurz oder gewöhnlich halten oder ruhen lassen; Ende	Ansatz umsetzen oder durcharbeiten; danach zur Ablaufstelle; Teil auswählen; aktiven Ansatz anhaltend in Kontakt halten; aktiven Ansatz einsetzen oder anwenden; mit Vorigem weiter; kurz oder gewöhnlich halten oder ruhen lassen; Ende	CONTINUES_ACROSS_LINE
B4-S004	B4	f83r	f83r.26	F113	E326	1	1	qokylddy	Ansatz auflegen oder anwenden; Schritt schließen	Ansatz auflegen oder anwenden; Schritt schließen	CONTINUES_ACROSS_LINE
B4-S005	B4	f83r	f83r.27	F114	E327|E328|E329	3	2	dain · chedy · qokeedy	durch Tuch · Ansatz umsetzen oder durcharbeiten · eintauchen oder einweichen und den Schritt abschließen	Durch Tuch; Ansatz umsetzen oder durcharbeiten; eintauchen oder einweichen und den Schritt abschließen	CONTINUES_ACROSS_LINE
B4-S006	B4	f83r	f83r.27	F115	E330	1	0	shckhedy	durch Tuch seihen; Ende	Durch Tuch seihen; Ende	CONTINUES_ACROSS_LINE
B4-S007	B4	f83r	f83r.27	F116	E331	1	0	shckhedy	durch Tuch seihen; Ende	Durch Tuch seihen; Ende	CONTINUES_ACROSS_LINE
B4-S008	B4	f83r	f83r.28	F117	E332|E333|E334|E335	4	2	saiin · cheeky · sheey · qokedy	Maß · längere oder festgelegte Zustands- beziehungsweise Haltestufe · erste Öffnung · kurz spülen oder benetzen und den Schritt abschließen	Maß; längere oder festgelegte Zustands- beziehungsweise Haltestufe; erste Öffnung; kurz spülen oder benetzen und den Schritt abschließen	CONTINUES_ACROSS_LINE
B4-S009	B4	f83r	f83r.28	F118	E336	1	1	shedy	kurz oder gewöhnlich halten oder ruhen lassen; Ende	Kurz oder gewöhnlich halten oder ruhen lassen; Ende	CONTINUES_ACROSS_LINE
B4-S010	B4	f83r	f83r.28	F119	E337	1	0	oldy	weiterführen; Ende	Weiterführen; Ende	CONTINUES_ACROSS_LINE
B4-S011	B4	f83r	f83r.35|f83r.37	F120|F121	E338|E339|E340|E341|E342|E343|E344	7	4	saiin · cheky · okeeol · okain · chdy · sol · lkedy	Maß · kurze oder milde Zustands- beziehungsweise Haltestufe · anhaltende Anwendung mit dem Vorigen fortführen · eine Portion einsetzen oder zugeben · Ansatz umsetzen oder durcharbeiten · mit Vorigem weiter · zweimal waschen; Ende	Maß; kurze oder milde Zustands- beziehungsweise Haltestufe; anhaltende Anwendung mit dem Vorigen fortführen; eine Portion einsetzen oder zugeben; Ansatz umsetzen oder durcharbeiten; mit Vorigem weiter; zweimal waschen; Ende	CONTINUES_ACROSS_LINE
B4-S012	B4	f83r	f83r.37	F122	E345	1	1	lchedy	abführen; Schluss	Abführen; Schluss	CONTINUES_ACROSS_LINE
B4-S013	B4	f83r	f83r.37	F123	E346|E347	2	2	qokol · shedy	vorigen Arbeitsgang weiterführen · kurz oder gewöhnlich halten oder ruhen lassen; Ende	Vorigen Arbeitsgang weiterführen; kurz oder gewöhnlich halten oder ruhen lassen; Ende	CONTINUES_ACROSS_LINE
B4-S014	B4	f83r	f83r.38	F124	E348|E349|E350|E351	4	0	or · chey · qockhey · dairydy	Zubereitung · Ansatz · über der Stelle · sofort gebrauchen; Ende	Zubereitung; Ansatz; über der Stelle; sofort gebrauchen; Ende	CONTINUES_ACROSS_LINE
B4-S015	B4	f83r	f83r.39|f83r.41	F125|F126	E352|E353|E354|E355|E356|E357	6	2	qokain · shey · kain · chckhal · solkey · lchedy	eine Portion einsetzen oder zugeben · klare Flüssigkeit · abgemessener Teil · Dauer · oberen Lauf öffnen · abführen; Schluss	Eine Portion einsetzen oder zugeben; klare Flüssigkeit; abgemessener Teil; Dauer; oberen Lauf öffnen; abführen; Schluss	CONTINUES_ACROSS_LINE
B4-S016	B4	f83r	f83r.41|f83r.44	F127|F128	E358|E359|E360|E361	4	1	qolkain · dal · skar · shedy	unteres Becken · an der Stelle · warmes Wasser ausgießen · kurz oder gewöhnlich halten oder ruhen lassen; Ende	Unteres Becken; an der Stelle; warmes Wasser ausgießen; kurz oder gewöhnlich halten oder ruhen lassen; Ende	CONTINUES_ACROSS_LINE
B5-S001	B5	f83r	f83r.47	F129	E362	1	1	otchdy	danach umsetzen; Schluss	Danach umsetzen; Schluss	CONTINUES_ACROSS_LINE
B5-S002	B5	f83r	f83r.47	F130	E363	1	1	qokchdy	Ansatz umsetzen; Schluss	Ansatz umsetzen; Schluss	CONTINUES_ACROSS_LINE
B5-S003	B5	f83r	f83r.47|f83r.48|f83r.49	F131|F132|F133	E364|E365|E366|E367|E368|E369|E370|E371|E372	9	2	shedal · dal · cheol · lol · chdal · aiin · sol · daiiin · chedy	Zeitabschnitt · an der Stelle · mit Vorigem weiter · bis warm · an der Stelle umsetzen · Maß · mit Vorigem weiter · zweite Öffnung · Ansatz umsetzen oder durcharbeiten	Zeitabschnitt; an der Stelle; mit Vorigem weiter; bis warm; an der Stelle umsetzen; Maß; mit Vorigem weiter; zweite Öffnung; Ansatz umsetzen oder durcharbeiten	CONTINUES_ACROSS_LINE
B6-S001	B6	f83r	f83r.52|f83r.54	F134|F135	E373|E374|E375|E376|E377|E378|E379|E380|E381	9	0	solkeey · qekey · raly · ol · daiin · ol · dain · chey · ldalor	Beckenstation · ungekocht · erste Öffnung · mit Vorigem weiter · Maß · mit Vorigem weiter · durch Tuch · Ansatz · bezeichnete Stelle	Beckenstation; ungekocht; erste Öffnung; mit Vorigem weiter; Maß; mit Vorigem weiter; durch Tuch; Ansatz; bezeichnete Stelle	CONTINUES_ACROSS_LINE
