instruction_id	record	article_sentence_no	source_statement_ids	visible_event_ids	original_instruction_de	anaphoric_sentence_de	pronoun_replacements	connector	end_type	component_values_unchanged
I061	B3	15	B3-S018	E266	Bei unverbundener Zwischenbereich, dann den Posten absetzen und den Schritt schließen.	Anschließend ihn absetzen und den Schritt schließen.	1	Anschließend	COMMITTED_CLOSE	YES
I062	B3	16	B3-S019	E267	Bei unverbundener Zwischenbereich, dann den Posten kurz ansetzen und halten und den Schritt schließen.	Sodann ihn kurz ansetzen und halten und den Schritt schließen.	1	Sodann	COMMITTED_CLOSE	YES
I063	B3	17	B3-S020	E268|E269	Bei unverbundener Zwischenbereich, dann die Zielstelle setzen, dann den Posten führen und umsetzen und den Schritt schließen.	Danach die Zielstelle setzen, dann ihn führen und umsetzen und den Schritt schließen.	1	Danach	COMMITTED_CLOSE	YES
I064	B3	18	B3-S021	E270|E271|E272|E273|E274|E275|E276|E277|E278|E279|E280	Bei unverbundener Zwischenbereich, dann den Posten nach Maß ansetzen, dann diesen Posten bis bereit halten, dann die Zielstelle setzen, dann diesen Posten übernehmen, dann das Maß setzen, dann den Posten an der Zielstelle absetzen, dann diesen Posten bis bereit kurz halten, dann diesen Posten übernehmen, dann die Zielstelle setzen, dann diesen Posten bis bereit halten, dann den Posten an der Zielstelle umsetzen und den Schritt schließen.	Anschließend ihn nach Maß ansetzen, dann ihn bis bereit halten, dann die Zielstelle setzen, dann ihn übernehmen, dann das Maß setzen, dann ihn an der Zielstelle absetzen, dann ihn bis bereit kurz halten, dann ihn übernehmen, dann die Zielstelle setzen, dann ihn bis bereit halten, dann ihn an der Zielstelle umsetzen und den Schritt schließen.	8	Anschließend	COMMITTED_CLOSE	YES
I065	B3	19	B3-S022	E281	Bei unverbundener Zwischenbereich, dann danach den Posten umsetzen und den Schritt schließen.	Sodann ihn umsetzen und den Schritt schließen.	1	Sodann	COMMITTED_CLOSE	YES
I066	B3	20	B3-S023	E282	Bei unverbundener Zwischenbereich, dann den Posten führen und umsetzen und den Schritt schließen.	Danach ihn führen und umsetzen und den Schritt schließen.	1	Danach	COMMITTED_CLOSE	YES
I067	B3	21	B3-S024	E283	Bei unverbundener Zwischenbereich, dann den Posten umsetzen und den Schritt schließen.	Anschließend ihn umsetzen und den Schritt schließen.	1	Anschließend	COMMITTED_CLOSE	YES
I068	B3	22	B3-S025	E284	Bei unverbundener Zwischenbereich, dann den Posten ansetzen und umsetzen und den Schritt schließen.	Sodann ihn ansetzen und umsetzen und den Schritt schließen.	1	Sodann	COMMITTED_CLOSE	YES
I069	B3	23	B3-S026	E285|E286|E287|E288|E289|E290|E291	Bei unverbundener Zwischenbereich, dann von dort nehmen, dann den Posten nach Maß führen, dann diesen Posten umsetzen, dann eine Portion ansetzen, dann diesen Posten bis bereit halten, dann den Ansatz an der Zielstelle abkühlen, dann ohne sichtbare Bildkante zu sichtbares Figurenpaar mit gemeinsamem Bogen in B3 wechseln, dann den Posten länger auffangen und den Schritt schließen.	Danach von dort nehmen, dann ihn nach Maß führen, dann ihn umsetzen, dann eine Portion ansetzen, dann ihn bis bereit halten, dann den Ansatz an der Zielstelle abkühlen, dann ohne sichtbare Bildkante zu sichtbares Figurenpaar mit gemeinsamem Bogen in B3 wechseln, dann ihn länger auffangen und den Schritt schließen.	4	Danach	COMMITTED_CLOSE	YES
I070	B3	24	B3-S027	E292	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B3, dann danach den Posten bearbeiten und den Schritt schließen.	Anschließend ihn bearbeiten und den Schritt schließen.	1	Anschließend	COMMITTED_CLOSE	YES
I071	B3	25	B3-S028	E293|E294	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B3, dann diesen Posten länger ansetzen, dann den Posten kurz ansetzen und den Schritt schließen.	Sodann ihn länger ansetzen, dann ihn kurz ansetzen und den Schritt schließen.	2	Sodann	COMMITTED_CLOSE	YES
I072	B3	26	B3-S029	E295|E296|E297	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B3, dann den Posten fortsetzen, dann diesen Posten vollständig eintragen, dann den Posten kurz ansetzen und den Schritt schließen.	Danach ihn fortsetzen, dann ihn vollständig eintragen, dann ihn kurz ansetzen und den Schritt schließen.	3	Danach	COMMITTED_CLOSE	YES
I073	B3	27	B3-S030	E298|E299|E300|E301	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B3, dann diesen Posten ansetzen, dann das Maß setzen, dann den Posten im Lauf umsetzen, dann danach den Posten umsetzen und den Schritt schließen.	Anschließend ihn ansetzen, dann das Maß setzen, dann ihn im Lauf umsetzen, danach ihn umsetzen und den Schritt schließen.	3	Anschließend	COMMITTED_CLOSE	YES
I074	B3	28	B3-S031	E302	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B3, dann den Posten länger ansetzen und den Schritt schließen.	Sodann ihn länger ansetzen und den Schritt schließen.	1	Sodann	COMMITTED_CLOSE	YES
I075	B3	29	B3-S032	E303|E304|E305|E306|E307	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B3, dann eine Portion umsetzen, dann diesen Posten umsetzen, dann danach das Maß setzen, dann danach das Maß setzen, dann danach den Posten bearbeiten und den Schritt schließen.	Danach eine Portion umsetzen, dann ihn umsetzen, danach das Maß setzen, danach das Maß setzen, danach ihn bearbeiten und den Schritt schließen.	2	Danach	COMMITTED_CLOSE	YES
I076	B3	30	B3-S033	E308	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B3, dann den Posten führen und den Schritt schließen.	Anschließend ihn führen und den Schritt schließen.	1	Anschließend	COMMITTED_CLOSE	YES
I077	B3	31	B3-S034	E309|E310|E311|E312|E313|E314	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B3, dann die Sollstufe einstellen, dann diesen Posten bis bereit halten, dann diesen Posten eintragen, dann danach das Maß setzen, dann diesen Posten an der Zielstelle fortsetzen, dann den Posten absetzen und den Schritt schließen.	Sodann die Sollstufe einstellen, dann ihn bis bereit halten, dann ihn eintragen, danach das Maß setzen, dann ihn an der Zielstelle fortsetzen, dann ihn absetzen und den Schritt schließen.	4	Sodann	COMMITTED_CLOSE	YES
I078	B4	1	B4-S001	E315	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B4, dann den Posten länger ansetzen und den Schritt schließen.	Zuerst den Posten länger ansetzen und den Schritt schließen.	0	Zuerst	COMMITTED_CLOSE	YES
I079	B4	2	B4-S002	E316|E317|E318	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B4, dann diesen Posten fortsetzen, dann diesen Posten länger ansetzen, dann den Posten kurz ansetzen und den Schritt schließen.	Danach ihn fortsetzen, dann ihn länger ansetzen, dann ihn kurz ansetzen und den Schritt schließen.	3	Danach	COMMITTED_CLOSE	YES
I080	B4	3	B4-S003	E319|E320|E321|E322|E323|E324|E325	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B4, dann diesen Posten umsetzen, dann danach die Zielstelle setzen, dann danach diesen Posten übernehmen, dann diesen Posten länger ansetzen, dann diesen Posten ansetzen, dann den Posten fortsetzen, dann den Posten absetzen und den Schritt schließen.	Anschließend ihn umsetzen, danach die Zielstelle setzen, danach ihn übernehmen, dann ihn länger ansetzen, dann ihn ansetzen, dann ihn fortsetzen, dann ihn absetzen und den Schritt schließen.	6	Anschließend	COMMITTED_CLOSE	YES
I081	B4	4	B4-S004	E326	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B4, dann diesen Posten ansetzen und befestigen und den Schritt schließen.	Sodann ihn ansetzen und befestigen und den Schritt schließen.	1	Sodann	COMMITTED_CLOSE	YES
I082	B4	5	B4-S005	E327|E328|E329	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B4, dann eine Portion nehmen, dann diesen Posten umsetzen, dann den Posten länger ansetzen und den Schritt schließen.	Danach eine Portion nehmen, dann ihn umsetzen, dann ihn länger ansetzen und den Schritt schließen.	2	Danach	COMMITTED_CLOSE	YES
I083	B4	6	B4-S006	E330	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B4, dann den Posten am Durchlass kurz halten und den Schritt schließen.	Anschließend ihn am Durchlass kurz halten und den Schritt schließen.	1	Anschließend	COMMITTED_CLOSE	YES
I084	B4	7	B4-S007	E331	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B4, dann den Posten am Durchlass kurz halten und den Schritt schließen.	Sodann ihn am Durchlass kurz halten und den Schritt schließen.	1	Sodann	COMMITTED_CLOSE	YES
I085	B4	8	B4-S008	E332|E333|E334|E335	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B4, dann das Maß setzen, dann diesen Posten länger wärmen, dann diesen Posten länger halten, dann den Posten kurz ansetzen und den Schritt schließen.	Danach das Maß setzen, dann ihn länger wärmen, dann ihn länger halten, dann ihn kurz ansetzen und den Schritt schließen.	3	Danach	COMMITTED_CLOSE	YES
I086	B4	9	B4-S009	E336	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B4, dann den Posten absetzen und den Schritt schließen.	Anschließend ihn absetzen und den Schritt schließen.	1	Anschließend	COMMITTED_CLOSE	YES
I087	B4	10	B4-S010	E337	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B4, dann den Posten fortsetzen und den Schritt schließen.	Sodann ihn fortsetzen und den Schritt schließen.	1	Sodann	COMMITTED_CLOSE	YES
I088	B4	11	B4-S011	E338|E339|E340|E341|E342|E343|E344	Bei linke Hauptstation mit offenem Fransenlauf, dann das Maß setzen, dann diesen Posten kurz wärmen, dann den Posten länger ansetzen und fortsetzen, dann eine Portion ansetzen, dann diesen Posten umsetzen, dann den Posten fortsetzen, dann den Posten kurz führen und zuführen und den Schritt schließen.	Danach das Maß setzen, dann ihn kurz wärmen, dann ihn länger ansetzen und fortsetzen, dann eine Portion ansetzen, dann ihn umsetzen, dann ihn fortsetzen, dann ihn kurz führen und zuführen und den Schritt schließen.	5	Danach	COMMITTED_CLOSE	YES
I089	B4	12	B4-S012	E345	Bei linke Hauptstation mit offenem Fransenlauf, dann den Posten führen und umsetzen und den Schritt schließen.	Anschließend ihn führen und umsetzen und den Schritt schließen.	1	Anschließend	COMMITTED_CLOSE	YES
I090	B4	13	B4-S013	E346|E347	Bei linke Hauptstation mit offenem Fransenlauf, dann den Posten ansetzen und fortsetzen, dann den Posten absetzen und den Schritt schließen.	Sodann ihn ansetzen und fortsetzen, dann ihn absetzen und den Schritt schließen.	2	Sodann	COMMITTED_CLOSE	YES
I091	B4	14	B4-S014	E348|E349|E350|E351	Bei linke Hauptstation mit offenem Fransenlauf, dann den Ansatz verwenden, dann diesen Posten übernehmen, dann diesen Posten übernehmen, dann den Lauf wählen und den Schritt schließen.	Danach den Ansatz verwenden, dann ihn übernehmen, dann ihn übernehmen, dann den Lauf wählen und den Schritt schließen.	2	Danach	COMMITTED_CLOSE	YES
I092	B4	15	B4-S015	E352|E353|E354|E355|E356|E357	Bei linke Hauptstation mit offenem Fransenlauf, dann eine Portion ansetzen, dann diesen Posten länger halten, dann eine Portion zuführen, dann den Posten an der Zielstelle am Durchlass abziehen, dann ohne sichtbare Bildkante zu rechte Hauptstation mit S-Lauf und Mehrarmknoten wechseln, dann diesen Posten kurz auffangen, dann den Posten führen und umsetzen und den Schritt schließen.	Anschließend eine Portion ansetzen, dann ihn länger halten, dann eine Portion zuführen, dann ihn an der Zielstelle am Durchlass abziehen, dann ohne sichtbare Bildkante zu rechte Hauptstation mit S-Lauf und Mehrarmknoten wechseln, dann ihn kurz auffangen, dann ihn führen und umsetzen und den Schritt schließen.	4	Anschließend	COMMITTED_CLOSE	YES
I093	B4	16	B4-S016	E358|E359|E360|E361	Bei rechte Hauptstation mit S-Lauf und Mehrarmknoten, dann eine Portion fortsetzen und zuführen, dann die Zielstelle setzen, dann den Posten von dort zuführen, dann den Posten absetzen und den Schritt schließen.	Sodann eine Portion fortsetzen und zuführen, dann die Zielstelle setzen, dann ihn von dort zuführen, dann ihn absetzen und den Schritt schließen.	2	Sodann	COMMITTED_CLOSE	YES
I094	B5	1	B5-S001	E362	Bei linke Fransenstation im B5-Nachtrag, dann danach den Posten umsetzen und den Schritt schließen.	Zuerst den Posten umsetzen und den Schritt schließen.	0	Zuerst	COMMITTED_CLOSE	YES
I095	B5	2	B5-S002	E363	Bei linke Fransenstation im B5-Nachtrag, dann den Posten ansetzen und umsetzen und den Schritt schließen.	Danach ihn ansetzen und umsetzen und den Schritt schließen.	1	Danach	COMMITTED_CLOSE	YES
I096	B5	3	B5-S003	E364|E365|E366|E367|E368|E369|E370|E371|E372	Bei linke Fransenstation im B5-Nachtrag, dann den Posten an der Zielstelle absetzen, dann die Zielstelle setzen, dann den Posten fortsetzen, dann den Posten führen und fortsetzen, dann den Posten an der Zielstelle umsetzen, dann das Maß setzen, dann den Posten fortsetzen, dann die zweite Sollstufe einstellen, dann diesen Posten umsetzen.	Anschließend ihn an der Zielstelle absetzen, dann die Zielstelle setzen, dann ihn fortsetzen, dann ihn führen und fortsetzen, dann ihn an der Zielstelle umsetzen, dann das Maß setzen, dann ihn fortsetzen, dann die zweite Sollstufe einstellen, dann ihn umsetzen.	6	Anschließend	RECORD_FINAL_OPEN	YES
I097	B6	1	B6-S001	E373|E374|E375|E376|E377|E378|E379|E380|E381	Bei rechter S-Lauf im B6-Nachtrag, dann diesen Posten länger auffangen, dann diesen Posten kurz zuführen, dann diesen Posten an der Zielstelle abkühlen, dann den Posten fortsetzen, dann das Maß setzen, dann den Posten fortsetzen, dann eine Portion nehmen, dann diesen Posten übernehmen, dann den Ansatz an der Zielstelle führen.	Zuerst diesen Posten länger auffangen, dann ihn kurz zuführen, dann ihn an der Zielstelle abkühlen, dann ihn fortsetzen, dann das Maß setzen, dann ihn fortsetzen, dann eine Portion nehmen, dann ihn übernehmen, dann den Ansatz an der Zielstelle führen.	5	Zuerst	RECORD_FINAL_OPEN	YES
