label_locus_order	physical_page	source_page	locus	register	namespace	role_family	role_detail	concrete_owner_or_name_de	groups	surfaces	recipes	creative_label_reading_de
53	f67r2	f67r2	f67r2.60	ZODIAC	A1_LEFT_WHEEL_ONLY	OUTER_STAR_POSITION	LEFT_WHEEL_OUTER_STAR_POSITION	äußerer Sternplatz 09 des linken f67r2-Rades	1	octhys	O+CTH+Y+S	äußerer Sternplatz 09 des linken f67r2-Rades: LOKALEN GANG / KREISLESUNG AUFRUFEN; CTH; AKTUELL GEMEINTER BESITZER; KLASSEN- ODER KONTEXTMARKER
54	f67r2	f67r2	f67r2.61	ZODIAC	A1_LEFT_WHEEL_ONLY	OUTER_STAR_POSITION	LEFT_WHEEL_OUTER_STAR_POSITION	äußerer Sternplatz 10 des linken f67r2-Rades	1	ytokar	Y+T+OK+AR	äußerer Sternplatz 10 des linken f67r2-Rades: AKTUELL GEMEINTER BESITZER; PLATZ MARKIEREN; PLATZ AKTIVIEREN; QUELL- ODER BEZUGSPLATZ
55	f67r2	f67r2	f67r2.62	ZODIAC	A1_LEFT_WHEEL_ONLY	OUTER_STAR_POSITION	LEFT_WHEEL_OUTER_STAR_POSITION	äußerer Sternplatz 11 des linken f67r2-Rades	1	otolor	OT+OL+OR	äußerer Sternplatz 11 des linken f67r2-Rades: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; GLEICHE REIHE FORTSETZEN; LOKALER EINTRAG ODER ANSATZKLASSE
56	f67r2	f67r2	f67r2.63	ZODIAC	A1_LEFT_WHEEL_ONLY	OUTER_STAR_POSITION	LEFT_WHEEL_OUTER_STAR_POSITION	äußerer Sternplatz 12 des linken f67r2-Rades	1	okodar	OK+O+DA+R	äußerer Sternplatz 12 des linken f67r2-Rades: PLATZ AKTIVIEREN; LOKALEN GANG / KREISLESUNG AUFRUFEN; ZWEITER ODER MARKIERTER UNTERPLATZ; MARKIERTER ZUSTAND
57	f67r2	f67r2	f67r2.64	ZODIAC	A1_RIGHT_WHEEL_ONLY	PHASE_OR_CONDITION_SLOT	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	lokaler Scheiben-/Bedingungsplatz 01 des rechten f67r2-Rades	2	s · air	S | AIR	lokaler Scheiben-/Bedingungsplatz 01 des rechten f67r2-Rades: KLASSEN- ODER KONTEXTMARKER / lokaler Scheiben-/Bedingungsplatz 01 des rechten f67r2-Rades: AIR
58	f67r2	f67r2	f67r2.65	ZODIAC	A1_RIGHT_WHEEL_ONLY	PHASE_OR_CONDITION_SLOT	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	lokaler Scheiben-/Bedingungsplatz 02 des rechten f67r2-Rades	1	soear	S+O+E+AR	lokaler Scheiben-/Bedingungsplatz 02 des rechten f67r2-Rades: KLASSEN- ODER KONTEXTMARKER; LOKALEN GANG / KREISLESUNG AUFRUFEN; KURZER / ERSTER GRAD; QUELL- ODER BEZUGSPLATZ
59	f67r2	f67r2	f67r2.66	ZODIAC	A1_RIGHT_WHEEL_ONLY	PHASE_OR_CONDITION_SLOT	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	lokaler Scheiben-/Bedingungsplatz 03 des rechten f67r2-Rades	1	cpheey	CPH+EE+Y	lokaler Scheiben-/Bedingungsplatz 03 des rechten f67r2-Rades: GEGEN- ODER EMPFANGSPLATZ; LÄNGERER / ZWEITER GRAD; AKTUELL GEMEINTER BESITZER
60	f67r2	f67r2	f67r2.67	ZODIAC	A1_RIGHT_WHEEL_ONLY	PHASE_OR_CONDITION_SLOT	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	lokaler Scheiben-/Bedingungsplatz 04 des rechten f67r2-Rades	1	okodar	OK+O+DA+R	lokaler Scheiben-/Bedingungsplatz 04 des rechten f67r2-Rades: PLATZ AKTIVIEREN; LOKALEN GANG / KREISLESUNG AUFRUFEN; ZWEITER ODER MARKIERTER UNTERPLATZ; MARKIERTER ZUSTAND
61	f67r2	f67r2	f67r2.68	ZODIAC	A1_RIGHT_WHEEL_ONLY	PHASE_OR_CONDITION_SLOT	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	lokaler Scheiben-/Bedingungsplatz 05 des rechten f67r2-Rades	1	oepchod	O+E+P+CH+O+D_ADDR	lokaler Scheiben-/Bedingungsplatz 05 des rechten f67r2-Rades: LOKALEN GANG / KREISLESUNG AUFRUFEN; KURZER / ERSTER GRAD; P; KENNUNG ABLESEN; LOKALEN GANG / KREISLESUNG AUFRUFEN; UNTER- ODER TEILADRESSE
62	f67r2	f67r2	f67r2.69	ZODIAC	A1_RIGHT_WHEEL_ONLY	PHASE_OR_CONDITION_SLOT	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	lokaler Scheiben-/Bedingungsplatz 06 des rechten f67r2-Rades	2	s · ay	S | A_ADDR+Y	lokaler Scheiben-/Bedingungsplatz 06 des rechten f67r2-Rades: KLASSEN- ODER KONTEXTMARKER / lokaler Scheiben-/Bedingungsplatz 06 des rechten f67r2-Rades: LOKALE ADRESSE; AKTUELL GEMEINTER BESITZER
63	f67r2	f67r2	f67r2.70	ZODIAC	A1_RIGHT_WHEEL_ONLY	PHASE_OR_CONDITION_SLOT	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	lokaler Scheiben-/Bedingungsplatz 07 des rechten f67r2-Rades	1	osar	O+S+AR	lokaler Scheiben-/Bedingungsplatz 07 des rechten f67r2-Rades: LOKALEN GANG / KREISLESUNG AUFRUFEN; KLASSEN- ODER KONTEXTMARKER; QUELL- ODER BEZUGSPLATZ
64	f67r2	f67r2	f67r2.71	ZODIAC	A1_RIGHT_WHEEL_ONLY	PHASE_OR_CONDITION_SLOT	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	lokaler Scheiben-/Bedingungsplatz 08 des rechten f67r2-Rades	1	oran	OR+AN	lokaler Scheiben-/Bedingungsplatz 08 des rechten f67r2-Rades: LOKALER EINTRAG ODER ANSATZKLASSE; AN
65	f68r1	f68r1	f68r1.8	ZODIAC	A2_LOCAL_OWNER_UNRESOLVED	CENTRE_OR_FACE_SLOT	FACE_CENTRE_IDENTITY_UNRESOLVED	eines der sichtbaren Gesichtmedaillons; genaue Wahl nur aus dem Exemplar	1	okodaly	OK+O+DA+L+Y	eines der sichtbaren Gesichtmedaillons; genaue Wahl nur aus dem Exemplar: PLATZ AKTIVIEREN; LOKALEN GANG / KREISLESUNG AUFRUFEN; ZWEITER ODER MARKIERTER UNTERPLATZ; L; AKTUELL GEMEINTER BESITZER
66	f68r1	f68r1	f68r1.9	ZODIAC	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	STAR_OR_RAY_STATION	LOCAL_STAR_OR_ASTERISM_STATION	sichtbarer lokal beschrifteter Sternplatz 01 im f68r1-Atlas	1	odchecthy	O+D_ADDR+CH+E+CTH+Y	sichtbarer lokal beschrifteter Sternplatz 01 im f68r1-Atlas: LOKALEN GANG / KREISLESUNG AUFRUFEN; UNTER- ODER TEILADRESSE; KENNUNG ABLESEN; KURZER / ERSTER GRAD; CTH; AKTUELL GEMEINTER BESITZER
67	f68r1	f68r1	f68r1.10	ZODIAC	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	STAR_OR_RAY_STATION	LOCAL_STAR_OR_ASTERISM_STATION	sichtbarer lokal beschrifteter Sternplatz 02 im f68r1-Atlas	1	otcheody	OT+CHEO+D_ADDR+Y	sichtbarer lokal beschrifteter Sternplatz 02 im f68r1-Atlas: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; CHEO; UNTER- ODER TEILADRESSE; AKTUELL GEMEINTER BESITZER
68	f68r1	f68r1	f68r1.11	ZODIAC	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	STAR_OR_RAY_STATION	LOCAL_STAR_OR_ASTERISM_STATION	sichtbarer lokal beschrifteter Sternplatz 03 im f68r1-Atlas	1	okoaly	OK+O+AL+Y	sichtbarer lokal beschrifteter Sternplatz 03 im f68r1-Atlas: PLATZ AKTIVIEREN; LOKALEN GANG / KREISLESUNG AUFRUFEN; ZIEL- ODER ZUGEWIESENER PLATZ; AKTUELL GEMEINTER BESITZER
69	f68r1	f68r1	f68r1.12	ZODIAC	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	STAR_OR_RAY_STATION	LOCAL_STAR_OR_ASTERISM_STATION	sichtbarer lokal beschrifteter Sternplatz 04 im f68r1-Atlas	1	chocfhy	CH+O+CFH+Y	sichtbarer lokal beschrifteter Sternplatz 04 im f68r1-Atlas: KENNUNG ABLESEN; LOKALEN GANG / KREISLESUNG AUFRUFEN; CFH; AKTUELL GEMEINTER BESITZER
70	f68r1	f68r1	f68r1.13	ZODIAC	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	STAR_OR_RAY_STATION	LOCAL_STAR_OR_ASTERISM_STATION	sichtbarer lokal beschrifteter Sternplatz 05 im f68r1-Atlas	1	octhey	O+CTH+E+Y	sichtbarer lokal beschrifteter Sternplatz 05 im f68r1-Atlas: LOKALEN GANG / KREISLESUNG AUFRUFEN; CTH; KURZER / ERSTER GRAD; AKTUELL GEMEINTER BESITZER
71	f68r1	f68r1	f68r1.14	ZODIAC	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	STAR_OR_RAY_STATION	LOCAL_STAR_OR_ASTERISM_STATION	sichtbarer lokal beschrifteter Sternplatz 06 im f68r1-Atlas	1	otshey	OT+SH+E+Y	sichtbarer lokal beschrifteter Sternplatz 06 im f68r1-Atlas: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; SH; KURZER / ERSTER GRAD; AKTUELL GEMEINTER BESITZER
72	f68r1	f68r1	f68r1.15	ZODIAC	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	STAR_OR_RAY_STATION	LOCAL_STAR_OR_ASTERISM_STATION	sichtbarer lokal beschrifteter Sternplatz 07 im f68r1-Atlas	1	otydy	OT+Y+D_ADDR+Y	sichtbarer lokal beschrifteter Sternplatz 07 im f68r1-Atlas: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; AKTUELL GEMEINTER BESITZER; UNTER- ODER TEILADRESSE; AKTUELL GEMEINTER BESITZER
73	f68r1	f68r1	f68r1.16	ZODIAC	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	STAR_OR_RAY_STATION	LOCAL_STAR_OR_ASTERISM_STATION	sichtbarer lokal beschrifteter Sternplatz 08 im f68r1-Atlas	1	okear	OK+E+AR	sichtbarer lokal beschrifteter Sternplatz 08 im f68r1-Atlas: PLATZ AKTIVIEREN; KURZER / ERSTER GRAD; QUELL- ODER BEZUGSPLATZ
74	f68r1	f68r1	f68r1.17	ZODIAC	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	STAR_OR_RAY_STATION	LOCAL_STAR_OR_ASTERISM_STATION	sichtbarer lokal beschrifteter Sternplatz 09 im f68r1-Atlas	1	cphocthy	CPH+O+CTH+Y	sichtbarer lokal beschrifteter Sternplatz 09 im f68r1-Atlas: GEGEN- ODER EMPFANGSPLATZ; LOKALEN GANG / KREISLESUNG AUFRUFEN; CTH; AKTUELL GEMEINTER BESITZER
75	f68r1	f68r1	f68r1.18	ZODIAC	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	STAR_OR_RAY_STATION	LOCAL_STAR_OR_ASTERISM_STATION	sichtbarer lokal beschrifteter Sternplatz 10 im f68r1-Atlas	1	ytchody	Y+T+CH+O+D_ADDR+Y	sichtbarer lokal beschrifteter Sternplatz 10 im f68r1-Atlas: AKTUELL GEMEINTER BESITZER; PLATZ MARKIEREN; KENNUNG ABLESEN; LOKALEN GANG / KREISLESUNG AUFRUFEN; UNTER- ODER TEILADRESSE; AKTUELL GEMEINTER BESITZER
76	f68r1	f68r1	f68r1.19	ZODIAC	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	STAR_OR_RAY_STATION	LOCAL_STAR_OR_ASTERISM_STATION	sichtbarer lokal beschrifteter Sternplatz 11 im f68r1-Atlas	1	otys	OT+Y+S	sichtbarer lokal beschrifteter Sternplatz 11 im f68r1-Atlas: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; AKTUELL GEMEINTER BESITZER; KLASSEN- ODER KONTEXTMARKER
77	f68r1	f68r1	f68r1.20	ZODIAC	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	STAR_OR_RAY_STATION	LOCAL_STAR_OR_ASTERISM_STATION	sichtbarer lokal beschrifteter Sternplatz 12 im f68r1-Atlas	1	olor	OL+OR	sichtbarer lokal beschrifteter Sternplatz 12 im f68r1-Atlas: GLEICHE REIHE FORTSETZEN; LOKALER EINTRAG ODER ANSATZKLASSE
78	f68r1	f68r1	f68r1.21	ZODIAC	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	STAR_OR_RAY_STATION	LOCAL_STAR_OR_ASTERISM_STATION	sichtbarer lokal beschrifteter Sternplatz 13 im f68r1-Atlas	1	ockhy	O+CKH+Y	sichtbarer lokal beschrifteter Sternplatz 13 im f68r1-Atlas: LOKALEN GANG / KREISLESUNG AUFRUFEN; CKH; AKTUELL GEMEINTER BESITZER
79	f68r1	f68r1	f68r1.22	ZODIAC	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	STAR_OR_RAY_STATION	LOCAL_STAR_OR_ASTERISM_STATION	sichtbarer lokal beschrifteter Sternplatz 14 im f68r1-Atlas	1	ofcheor	O+LOCAL_CHAR_F+CHEO+R	sichtbarer lokal beschrifteter Sternplatz 14 im f68r1-Atlas: LOKALEN GANG / KREISLESUNG AUFRUFEN; LOCAL_CHAR_F; CHEO; MARKIERTER ZUSTAND
80	f68r1	f68r1	f68r1.23	ZODIAC	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	STAR_OR_RAY_STATION	LOCAL_STAR_OR_ASTERISM_STATION	sichtbarer lokal beschrifteter Sternplatz 15 im f68r1-Atlas	1	otchdy	OT+CHD+DY	sichtbarer lokal beschrifteter Sternplatz 15 im f68r1-Atlas: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; CHD; GEBUNDENER ODER ABGESCHLOSSENER EINTRAG
81	f68r1	f68r1	f68r1.24	ZODIAC	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	STAR_OR_RAY_STATION	LOCAL_STAR_OR_ASTERISM_STATION	sichtbarer lokal beschrifteter Sternplatz 16 im f68r1-Atlas	1	otykchs	OT+Y+K+CH+S	sichtbarer lokal beschrifteter Sternplatz 16 im f68r1-Atlas: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; AKTUELL GEMEINTER BESITZER; WERT ZUORDNEN; KENNUNG ABLESEN; KLASSEN- ODER KONTEXTMARKER
82	f68r1	f68r1	f68r1.25	ZODIAC	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	STAR_OR_RAY_STATION	LOCAL_STAR_OR_ASTERISM_STATION	sichtbarer lokal beschrifteter Sternplatz 17 im f68r1-Atlas	1	otol	OT+OL	sichtbarer lokal beschrifteter Sternplatz 17 im f68r1-Atlas: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; GLEICHE REIHE FORTSETZEN
83	f68r1	f68r1	f68r1.26	ZODIAC	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	STAR_OR_RAY_STATION	LOCAL_STAR_OR_ASTERISM_STATION	sichtbarer lokal beschrifteter Sternplatz 18 im f68r1-Atlas	1	otor	OT+OR	sichtbarer lokal beschrifteter Sternplatz 18 im f68r1-Atlas: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; LOKALER EINTRAG ODER ANSATZKLASSE
84	f68r1	f68r1	f68r1.27	ZODIAC	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	STAR_OR_RAY_STATION	LOCAL_STAR_OR_ASTERISM_STATION	sichtbarer lokal beschrifteter Sternplatz 19 im f68r1-Atlas	1	oiinar	O+IIN+AR	sichtbarer lokal beschrifteter Sternplatz 19 im f68r1-Atlas: LOKALEN GANG / KREISLESUNG AUFRUFEN; STUFE ODER INDEX; QUELL- ODER BEZUGSPLATZ
85	f68r1	f68r1	f68r1.28	ZODIAC	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	STAR_OR_RAY_STATION	LOCAL_STAR_OR_ASTERISM_STATION	sichtbarer lokal beschrifteter Sternplatz 20 im f68r1-Atlas	1	okoldy	OK+OL+DY	sichtbarer lokal beschrifteter Sternplatz 20 im f68r1-Atlas: PLATZ AKTIVIEREN; GLEICHE REIHE FORTSETZEN; GEBUNDENER ODER ABGESCHLOSSENER EINTRAG
86	f68r1	f68r1	f68r1.29	ZODIAC	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	STAR_OR_RAY_STATION	LOCAL_STAR_OR_ASTERISM_STATION	sichtbarer lokal beschrifteter Sternplatz 21 im f68r1-Atlas	1	ykchdy	Y+K+CHD+Y	sichtbarer lokal beschrifteter Sternplatz 21 im f68r1-Atlas: AKTUELL GEMEINTER BESITZER; WERT ZUORDNEN; CHD; AKTUELL GEMEINTER BESITZER
87	f68r1	f68r1	f68r1.30	ZODIAC	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	STAR_OR_RAY_STATION	LOCAL_STAR_OR_ASTERISM_STATION	sichtbarer lokal beschrifteter Sternplatz 22 im f68r1-Atlas	1	oeeody	O+EE+O+D_ADDR+Y	sichtbarer lokal beschrifteter Sternplatz 22 im f68r1-Atlas: LOKALEN GANG / KREISLESUNG AUFRUFEN; LÄNGERER / ZWEITER GRAD; LOKALEN GANG / KREISLESUNG AUFRUFEN; UNTER- ODER TEILADRESSE; AKTUELL GEMEINTER BESITZER
88	f68r1	f68r1	f68r1.31	ZODIAC	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	STAR_OR_RAY_STATION	LOCAL_STAR_OR_ASTERISM_STATION	sichtbarer lokal beschrifteter Sternplatz 23 im f68r1-Atlas	1	ocphy	O+CPH+Y	sichtbarer lokal beschrifteter Sternplatz 23 im f68r1-Atlas: LOKALEN GANG / KREISLESUNG AUFRUFEN; GEGEN- ODER EMPFANGSPLATZ; AKTUELL GEMEINTER BESITZER
89	f68r1	f68r1	f68r1.32	ZODIAC	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	STAR_OR_RAY_STATION	LOCAL_STAR_OR_ASTERISM_STATION	sichtbarer lokal beschrifteter Sternplatz 24 im f68r1-Atlas	1	okeeodal	OK+EE+O+DA+L	sichtbarer lokal beschrifteter Sternplatz 24 im f68r1-Atlas: PLATZ AKTIVIEREN; LÄNGERER / ZWEITER GRAD; LOKALEN GANG / KREISLESUNG AUFRUFEN; ZWEITER ODER MARKIERTER UNTERPLATZ; L
90	f68r1	f68r1	f68r1.33	ZODIAC	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	STAR_OR_RAY_STATION	LOCAL_STAR_OR_ASTERISM_STATION	sichtbarer lokal beschrifteter Sternplatz 25 im f68r1-Atlas	1	okshor	OK+SH+OR	sichtbarer lokal beschrifteter Sternplatz 25 im f68r1-Atlas: PLATZ AKTIVIEREN; SH; LOKALER EINTRAG ODER ANSATZKLASSE
91	f68r1	f68r1	f68r1.34	ZODIAC	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	STAR_OR_RAY_STATION	LOCAL_STAR_OR_ASTERISM_STATION	sichtbarer lokal beschrifteter Sternplatz 26 im f68r1-Atlas	1	osdaiin	O+S+D_ADDR+AIIN	sichtbarer lokal beschrifteter Sternplatz 26 im f68r1-Atlas: LOKALEN GANG / KREISLESUNG AUFRUFEN; KLASSEN- ODER KONTEXTMARKER; UNTER- ODER TEILADRESSE; SOLLZAHL ODER MASSINDEX
92	f68r1	f68r1	f68r1.35	ZODIAC	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	STAR_OR_RAY_STATION	LOCAL_STAR_OR_ASTERISM_STATION	sichtbarer lokal beschrifteter Sternplatz 27 im f68r1-Atlas	1	otochedy	OT+O+CHD+Y	sichtbarer lokal beschrifteter Sternplatz 27 im f68r1-Atlas: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; LOKALEN GANG / KREISLESUNG AUFRUFEN; CHD; AKTUELL GEMEINTER BESITZER
93	f68r1	f68r1	f68r1.36	ZODIAC	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	STAR_OR_RAY_STATION	LOCAL_STAR_OR_ASTERISM_STATION	sichtbarer lokal beschrifteter Sternplatz 28 im f68r1-Atlas	1	dolchedy	D_ADDR+OL+CHD+Y	sichtbarer lokal beschrifteter Sternplatz 28 im f68r1-Atlas: UNTER- ODER TEILADRESSE; GLEICHE REIHE FORTSETZEN; CHD; AKTUELL GEMEINTER BESITZER
94	f70v	f70v1	f70v1.2	ZODIAC	ARIES_OUTER_BAND	ZODIAC_OUTER_FIGURE	ARIES_OUTER_FIGURE_01	aries outer figure 01	4	otalchy · tar · am · dy	OT+AL+Y | T+AR | AM_ADDR | Y	aries outer figure 01: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; ZIEL- ODER ZUGEWIESENER PLATZ; AKTUELL GEMEINTER BESITZER / aries outer figure 01: PLATZ MARKIEREN; QUELL- ODER BEZUGSPLATZ / aries outer figure 01: GEGEN- ODER INNENFELD / aries outer figure 01: AKTUELL GEMEINTER BESITZER
95	f70v	f70v1	f70v1.3	ZODIAC	ARIES_OUTER_BAND	ZODIAC_OUTER_FIGURE	ARIES_OUTER_FIGURE_02	aries outer figure 02	2	opchey · sal	O+P+Y | S+AL	aries outer figure 02: LOKALEN GANG / KREISLESUNG AUFRUFEN; P; AKTUELL GEMEINTER BESITZER / aries outer figure 02: KLASSEN- ODER KONTEXTMARKER; ZIEL- ODER ZUGEWIESENER PLATZ
96	f70v	f70v1	f70v1.4	ZODIAC	ARIES_OUTER_BAND	ZODIAC_OUTER_FIGURE	ARIES_OUTER_FIGURE_03	aries outer figure 03	1	otakaizan	OT+A_ADDR+K+AIN+Z_ADDR+AN	aries outer figure 03: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; LOKALE ADRESSE; WERT ZUORDNEN; EINHEIT ODER EINZELPLATZ; LOKALER Z-BEZUG; AN
97	f70v	f70v1	f70v1.5	ZODIAC	ARIES_OUTER_BAND	ZODIAC_OUTER_FIGURE	ARIES_OUTER_FIGURE_04	aries outer figure 04	1	okalal	OK+AL+AL	aries outer figure 04: PLATZ AKTIVIEREN; ZIEL- ODER ZUGEWIESENER PLATZ; ZIEL- ODER ZUGEWIESENER PLATZ
98	f70v	f70v1	f70v1.6	ZODIAC	ARIES_OUTER_BAND	ZODIAC_OUTER_FIGURE	ARIES_OUTER_FIGURE_05	aries outer figure 05	1	otaly	OT+AL+Y	aries outer figure 05: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; ZIEL- ODER ZUGEWIESENER PLATZ; AKTUELL GEMEINTER BESITZER
99	f70v	f70v1	f70v1.7	ZODIAC	ARIES_OUTER_BAND	ZODIAC_OUTER_FIGURE	ARIES_OUTER_FIGURE_06	aries outer figure 06	1	oalcheg	O+AL+CH+E+G_LABEL	aries outer figure 06: LOKALEN GANG / KREISLESUNG AUFRUFEN; ZIEL- ODER ZUGEWIESENER PLATZ; KENNUNG ABLESEN; KURZER / ERSTER GRAD; LOKALES G-KLASSENZEICHEN
100	f70v	f70v1	f70v1.8	ZODIAC	ARIES_OUTER_BAND	ZODIAC_OUTER_FIGURE	ARIES_OUTER_FIGURE_07	aries outer figure 07	1	otchodals	OT+CH+O+AL+S_ADDR	aries outer figure 07: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; KENNUNG ABLESEN; LOKALEN GANG / KREISLESUNG AUFRUFEN; ZIEL- ODER ZUGEWIESENER PLATZ; S-ADRESSE / STERNBEZUG
101	f70v	f70v1	f70v1.9	ZODIAC	ARIES_OUTER_BAND	ZODIAC_OUTER_FIGURE	ARIES_OUTER_FIGURE_08	aries outer figure 08	1	okolshy	OK+OL+SH+Y	aries outer figure 08: PLATZ AKTIVIEREN; GLEICHE REIHE FORTSETZEN; SH; AKTUELL GEMEINTER BESITZER
102	f70v	f70v1	f70v1.10	ZODIAC	ARIES_OUTER_BAND	ZODIAC_OUTER_FIGURE	ARIES_OUTER_FIGURE_09	aries outer figure 09	1	otshshdy	OT+SH+SH+DY	aries outer figure 09: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; SH; SH; GEBUNDENER ODER ABGESCHLOSSENER EINTRAG
103	f70v	f70v1	f70v1.11	ZODIAC	ARIES_OUTER_BAND	ZODIAC_OUTER_FIGURE	ARIES_OUTER_FIGURE_10	aries outer figure 10	2	otal · ypsharal	OT+AL | Y+P+SH+AR+AL	aries outer figure 10: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; ZIEL- ODER ZUGEWIESENER PLATZ / aries outer figure 10: AKTUELL GEMEINTER BESITZER; P; SH; QUELL- ODER BEZUGSPLATZ; ZIEL- ODER ZUGEWIESENER PLATZ
104	f70v	f70v1	f70v1.13	ZODIAC	ARIES_INNER_BAND	ZODIAC_INNER_FIGURE	ARIES_INNER_FIGURE_01	aries inner figure 01	1	okoly	OK+OL+Y	aries inner figure 01: PLATZ AKTIVIEREN; GLEICHE REIHE FORTSETZEN; AKTUELL GEMEINTER BESITZER
105	f70v	f70v1	f70v1.14	ZODIAC	ARIES_INNER_BAND	ZODIAC_INNER_FIGURE	ARIES_INNER_FIGURE_02	aries inner figure 02	1	otalaiin	OT+AL+AIIN	aries inner figure 02: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; ZIEL- ODER ZUGEWIESENER PLATZ; SOLLZAHL ODER MASSINDEX
106	f70v	f70v1	f70v1.15	ZODIAC	ARIES_INNER_BAND	ZODIAC_INNER_FIGURE	ARIES_INNER_FIGURE_03	aries inner figure 03	3	oteo · alals · araly	OT+E+O | AL+AL+S_ADDR | AR+AL+Y	aries inner figure 03: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; KURZER / ERSTER GRAD; LOKALEN GANG / KREISLESUNG AUFRUFEN / aries inner figure 03: ZIEL- ODER ZUGEWIESENER PLATZ; ZIEL- ODER ZUGEWIESENER PLATZ; S-ADRESSE / STERNBEZUG / aries inner figure 03: QUELL- ODER BEZUGSPLATZ; ZIEL- ODER ZUGEWIESENER PLATZ; AKTUELL GEMEINTER BESITZER
107	f70v	f70v1	f70v1.16	ZODIAC	ARIES_INNER_BAND	ZODIAC_INNER_FIGURE	ARIES_INNER_FIGURE_04	aries inner figure 04	3	oteoeey · otal · okealar	OT+E+O+EE+Y | OT+AL | OK+E+AL+AR	aries inner figure 04: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; KURZER / ERSTER GRAD; LOKALEN GANG / KREISLESUNG AUFRUFEN; LÄNGERER / ZWEITER GRAD; AKTUELL GEMEINTER BESITZER / aries inner figure 04: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; ZIEL- ODER ZUGEWIESENER PLATZ / aries inner figure 04: PLATZ AKTIVIEREN; KURZER / ERSTER GRAD; ZIEL- ODER ZUGEWIESENER PLATZ; QUELL- ODER BEZUGSPLATZ
