occurrence_id	page	locus	token_index	surface	prefix	prefix_surface	cth_root	remainder	bare_counterpart_surface	section	hand	triple_exact_token_stable	triple_boundary_normalized	in_inherited_cth_surface_deck	working_composition_de	surface_line
G631-O0142	f18r	f18r.6	5	chcthy	CH	ch	cth	y	cthy	H	1	1	1	1	trockene cth-Pflanzenteilform	ychy kchor dair ytol chcthy dar dar dal
G631-O0143	f18r	f18r.7	3	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	oshor shaiin cthy sholdy doldy doldaiin
G631-O0144	f18r	f18r.9	2	chcthal	CH	ch	cth	al	cthal	H	1	1	1	1	trockene cth-Pflanzenteilform	chol chcthal okshal chykald
G631-O0145	f18r	f18r.12	2	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ychair cthol daiin qokchy cthy
G631-O0146	f18r	f18r.12	5	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ychair cthol daiin qokchy cthy
G631-O0147	f18r	f18r.13	3	cthar	BARE	NONE	cth	ar	cthar	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	or shaiin cthar cthal okal dar
G631-O0148	f18r	f18r.13	4	cthal	BARE	NONE	cth	al	cthal	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	or shaiin cthar cthal okal dar
G631-O0149	f19r	f19r.7	4	cthar	BARE	NONE	cth	ar	cthar	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qok cho ky cthar dor chan dar
G631-O0150	f19r	f19r.10	2	cthor	BARE	NONE	cth	or	cthor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	daiin cthor chol ykchor chordy
G631-O0151	f19r	f19r.11	4	cthyd	BARE	NONE	cth	yd	cthyd	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qotchy qolody choldy cthyd
G631-O0152	f19v	f19v.1	2	cthor	BARE	NONE	cth	or	cthor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	pochaiin cthor chpcheos opchey py kchy
G631-O0153	f19v	f19v.4	2	chcthy	CH	ch	cth	y	cthy	H	1	1	1	1	trockene cth-Pflanzenteilform	ytch chcthy qotol daiin daiin
G631-O0154	f19v	f19v.6	3	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ychoy kchor cthol chocthy s
G631-O0155	f19v	f19v.7	4	cthor	BARE	NONE	cth	or	cthor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ycho r chaiin cthor
G631-O0156	f19v	f19v.11	5	cthor	BARE	NONE	cth	or	cthor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qotol dor okchor daiin cthor otam
G631-O0157	f19v	f19v.14	3	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	otchol cheaiin cthol
G631-O0158	f20r	f20r.2	3	cthey	BARE	NONE	cth	ey	cthey	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	chod ey cthey chotol odaiir qotchy cthody chodchy
G631-O0159	f20r	f20r.2	7	cthody	BARE	NONE	cth	ody	cthody	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	chod ey cthey chotol odaiir qotchy cthody chodchy
G631-O0160	f20v	f20v.3	5	chcthy	CH	ch	cth	y	cthy	H	1	1	1	1	trockene cth-Pflanzenteilform	okchy sho kchol shol chcthy qoty chy tolshy qotchy
G631-O0161	f20v	f20v.7	3	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	shocthy sho cthy daiin sheoy tey s soaiin
G631-O0162	f20v	f20v.9	4	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ykchy keody cho cthy chol shd qoty d
G631-O0163	f21r	f21r.2	8	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	saiin chcphy oky sheaiin qotchol oteos sheey cthy daiin
G631-O0164	f21r	f21r.4	3	cthain	BARE	NONE	cth	ain	cthain	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	pchofychy daiin cthain o tolosheey qocthey tolchory
G631-O0165	f21r	f21r.7	5	cthor	BARE	NONE	cth	or	cthor	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	shoeor cheor chokeody cho cthor shy
G631-O0166	f21r	f21r.8	7	cthodaiin	BARE	NONE	cth	odaiin	cthodaiin	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	fcho kshy otor sheol ocphal opsheas cthodaiin oty
G631-O0167	f21r	f21r.9	6	cthey	BARE	NONE	cth	ey	cthey	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	okaiin sho tshaiin chkaiin sh cthey cthody cthy s
G631-O0168	f21r	f21r.9	7	cthody	BARE	NONE	cth	ody	cthody	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	okaiin sho tshaiin chkaiin sh cthey cthody cthy s
G631-O0169	f21r	f21r.9	8	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	okaiin sho tshaiin chkaiin sh cthey cthody cthy s
G631-O0170	f21r	f21r.10	8	ctheey	BARE	NONE	cth	eey	ctheey	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	totchy keor chy ky qotaiin qotchol ty ctheey otaiin
G631-O0171	f21r	f21r.11	5	chcthy	CH	ch	cth	y	cthy	H	1	1	1	1	trockene cth-Pflanzenteilform	shol chol shol tchol chcthy otyky shey yteol shody
G631-O0172	f21v	f21v.5	3	ctho	BARE	NONE	cth	o	ctho	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	osho deey ctho l sho cthy daiin dait oky
G631-O0173	f21v	f21v.5	6	cthy	BARE	NONE	cth	y	cthy	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	osho deey ctho l sho cthy daiin dait oky
G631-O0174	f22r	f22r.2	9	cthor	BARE	NONE	cth	or	cthor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ol oiin shol o kor qokchol daiin okaiin cthor dain ckhy dom
G631-O0175	f22r	f22r.3	6	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qokol dykaiin o kchy daiin cthol ctholo dar shain
G631-O0176	f22r	f22r.3	7	ctholo	BARE	NONE	cth	olo	ctholo	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qokol dykaiin o kchy daiin cthol ctholo dar shain
G631-O0177	f22r	f22r.6	3	ctheeb	BARE	NONE	cth	eeb	ctheeb	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	y chokshchy ctheeb
G631-O0178	f22r	f22r.8	4	ctholy	BARE	NONE	cth	oly	ctholy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	dchor oty daiin ctholy qoky chotaiin chocthy do iin dchor
G631-O0179	f22r	f22r.9	3	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	odaiin dain cthy ctheo r oraiino
G631-O0180	f22r	f22r.9	4	ctheo	BARE	NONE	cth	eo	ctheo	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	odaiin dain cthy ctheo r oraiino
G631-O0181	f22r	f22r.10	4	cthoiin	BARE	NONE	cth	oiin	cthoiin	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	kchol chor daiin cthoiin dchor chey qokol dy opchol oldam
G631-O0182	f22r	f22r.12	2	cthy	BARE	NONE	cth	y	cthy	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	odchaiin cthy okchy kchy dchol daiin ydaiin
G631-O0183	f22v	f22v.3	4	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qoky kchorl otchy cthy otchyky ytchol otam
G631-O0184	f22v	f22v.8	2	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qotchy cthy qokol daiin dam
G631-O0185	f22v	f22v.12	3	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ychky daiin cthy
G631-O0186	f22v	f22v.15	2	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	sho cthy chocthy qokchy dory
G631-O0187	f23r	f23r.3	6	cth	BARE	NONE	cth	BARE	cth	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	dchar ykor y kaiin daiin cth g
G631-O0188	f23v	f23v.10	5	ctho	BARE	NONE	cth	o	ctho	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	dor chy kshol chol ctho otol oloiir
G631-O0189	f24r	f24r.3	2	cthal	BARE	NONE	cth	al	cthal	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ycthar cthal okol qotar ckhy
G631-O0190	f24r	f24r.4	3	cthar	BARE	NONE	cth	ar	cthar	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	or chckhaly cthar eeor chees da
G631-O0191	f24r	f24r.5	5	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qodar cho r chey cthy cthe keom
G631-O0192	f24r	f24r.5	6	cthe	BARE	NONE	cth	e	cthe	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	qodar cho r chey cthy cthe keom
G631-O0193	f24r	f24r.6	2	cthor	BARE	NONE	cth	or	cthor	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	oeeeos cthor otal qocthol qoky
G631-O0194	f24r	f24r.7	6	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	q kar chtar s cheor cthol qodol
G631-O0195	f24r	f24r.13	5	chcth	CH	ch	cth	BARE	cth	H	1	1	1	1	trockene cth-Pflanzenteilform	oees ol s chey chcth s ar
G631-O0196	f24r	f24r.14	5	cthal	BARE	NONE	cth	al	cthal	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qor cheey qod char cthal
G631-O0197	f24r	f24r.17	4	cthoj	BARE	NONE	cth	oj	cthoj	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	sshey otam sham cthoj oky
G631-O0198	f24v	f24v.3	5	chcth	CH	ch	cth	BARE	cth	H	1	1	1	1	trockene cth-Pflanzenteilform	octhyl odchees oesearies okam chcth
G631-O0199	f24v	f24v.8	2	chcthy	CH	ch	cth	y	cthy	H	1	1	1	1	trockene cth-Pflanzenteilform	kochky chcthy shol sain
G631-O0200	f24v	f24v.10	2	ctheod	BARE	NONE	cth	eod	ctheod	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	okoeor ctheod choy keol
G631-O0201	f25r	f25r.4	4	cthor	BARE	NONE	cth	or	cthor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	dchckhy shocthy ytchey cthor s chan chaiin qotchain
G631-O0202	f25r	f25r.5	3	cthain	BARE	NONE	cth	ain	cthain	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qotcheaiin dchain cthain daiin daiin cthain qotaiin
G631-O0203	f25r	f25r.5	6	cthain	BARE	NONE	cth	ain	cthain	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qotcheaiin dchain cthain daiin daiin cthain qotaiin
G631-O0204	f25v	f25v.2	2	cthor	BARE	NONE	cth	or	cthor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	dchor cthor chor daiin s okeeaiin daiin ckhey daiin
G631-O0205	f26r	f26r.3	2	shcthy	SH	sh	cth	y	cthy	H	2	1	1	1	feuchte cth-Pflanzenteilform	oaiin shcthy cthedy oloy ykeedy olchedy dal y sheey s aiin s
G631-O0206	f26r	f26r.3	3	cthedy	BARE	NONE	cth	edy	cthedy	H	2	0	0	1	unmarkierte cth-Pflanzenteilform	oaiin shcthy cthedy oloy ykeedy olchedy dal y sheey s aiin s
G631-O0207	f26r	f26r.5	8	cthedy	BARE	NONE	cth	edy	cthedy	H	2	1	1	1	unmarkierte cth-Pflanzenteilform	saiin shedy eedy eedy s chy daiin cthedy qokeedy qokedy cthey
G631-O0208	f26r	f26r.5	11	cthey	BARE	NONE	cth	ey	cthey	H	2	0	0	1	unmarkierte cth-Pflanzenteilform	saiin shedy eedy eedy s chy daiin cthedy qokeedy qokedy cthey
G631-O0209	f27r	f27r.2	8	cthey	BARE	NONE	cth	ey	cthey	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	dy ain shol dain dar shokyd dchol cthey ds
G631-O0210	f27r	f27r.4	8	cthody	BARE	NONE	cth	ody	cthody	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qokey chor char chy dchy keey chos cthody
G631-O0211	f27r	f27r.5	3	ctho	BARE	NONE	cth	o	ctho	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	dor chees ctho shy ar y daiin dair
G631-O0212	f27r	f27r.12	4	cthey	BARE	NONE	cth	ey	cthey	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	dain cheokeey chey cthey otal
G631-O0213	f28r	f28r.2	3	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	otchor otchor cthol y ctheol dy dchar chakod dly
G631-O0214	f28r	f28r.2	5	ctheol	BARE	NONE	cth	eol	ctheol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	otchor otchor cthol y ctheol dy dchar chakod dly
G631-O0215	f28r	f28r.3	3	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qotchaiin shor cthol cthol shor chotchy tchodar
G631-O0216	f28r	f28r.3	4	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qotchaiin shor cthol cthol shor chotchy tchodar
G631-O0217	f28r	f28r.4	5	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	choty chtol otol chotchy cthol otol choky qoty
G631-O0218	f28r	f28r.5	6	cthody	BARE	NONE	cth	ody	cthody	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	oksho otorchy kchoror chodaiin sho cthody okoy
G631-O0219	f28v	f28v.8	4	cthor	BARE	NONE	cth	or	cthor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	okain chan chain cthor dain yk chy daiin cthol
G631-O0220	f28v	f28v.8	9	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	okain chan chain cthor dain yk chy daiin cthol
G631-O0221	f29r	f29r.3	5	cthor	BARE	NONE	cth	or	cthor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qokchy qoty kchaiin shear cthor dchor choly
G631-O0222	f29r	f29r.8	8	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	shor chor shosheky shy qoty kody daiin cthy
G631-O0223	f29v	f29v.1	7	cthy	BARE	NONE	cth	y	cthy	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	kooiin shor chetchy ol ls shytchy cthy shy cho shy daiin
G631-O0224	f29v	f29v.2	5	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qotcheaiin s chol chol cthy chey cthold ytchor dary
G631-O0225	f29v	f29v.2	7	cthold	BARE	NONE	cth	old	cthold	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qotcheaiin s chol chol cthy chey cthold ytchor dary
G631-O0226	f29v	f29v.4	4	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ysho otshy okaiin cthy oltchy s shot sho okaiin
G631-O0227	f29v	f29v.6	5	cthod	BARE	NONE	cth	od	cthod	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	dchor chol chaiin shaiin cthod dar chs shody
G631-O0228	f29v	f29v.8	7	cthody	BARE	NONE	cth	ody	cthody	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	otol shotchor cholody dain ch chy cthody dol
G631-O0229	f2r	f2r.2	5	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	dorchory chkar s shor cthy
G631-O0230	f2r	f2r.3	2	cthey	BARE	NONE	cth	ey	cthey	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qotaiin cthey y chor chy ydy chaiin
G631-O0231	f2r	f2r.6	9	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	saiin dain d dkol sor ytoldy dchol dchy cthy
G631-O0232	f2r	f2r.10	6	cthey	BARE	NONE	cth	ey	cthey	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qoky cholaiin shol sheky daiin cthey keol saiin eaiin
G631-O0233	f2r	f2r.12	4	cthor	BARE	NONE	cth	or	cthor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	okol chy chor cthor yor an chan saiin chety chyky sal
G631-O0234	f2r	f2r.13	5	chcthy	CH	ch	cth	y	cthy	H	1	1	1	1	trockene cth-Pflanzenteilform	sho ykeey chey daiin chcthy
G631-O0235	f2v	f2v.3	7	chcthy	CH	ch	cth	y	cthy	H	1	1	1	1	trockene cth-Pflanzenteilform	otchy chor lshy chol chody chodain chcthy daiin
G631-O0236	f30r	f30r.7	3	cthorchy	BARE	NONE	cth	orchy	cthorchy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qor chain cthorchy
G631-O0237	f30r	f30r.9	5	chcthey	CH	ch	cth	ey	cthey	H	1	1	1	1	trockene cth-Pflanzenteilform	dchey qochar chol keeaiin chcthey chor cheky
G631-O0238	f30r	f30r.10	5	chctho	CH	ch	cth	o	ctho	H	1	1	1	1	trockene cth-Pflanzenteilform	chokchaiin dchor chkchean qotchy chctho rchody
G631-O0239	f30v	f30v.2	10	ctholdy	BARE	NONE	cth	oldy	ctholdy	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	qotchor chy she kchor chory keor ol chy daiin ctholdy
G631-O0240	f30v	f30v.3	3	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	chotchol daiin cthol doiin daiin chokeor dal chtoy
G631-O0241	f30v	f30v.7	5	ctho	BARE	NONE	cth	o	ctho	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	chakchy sho kcho tcho ctho sos
G631-O0242	f31r	f31r.9	3	shcthey	SH	sh	cth	ey	cthey	H	2	1	1	1	feuchte cth-Pflanzenteilform	daiir sheeo shcthey okeol
G631-O0243	f32r	f32r.3	3	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qokchor chor cthol chol dol dcheodain daiin
G631-O0244	f32r	f32r.10	2	ctho	BARE	NONE	cth	o	ctho	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	dchor ctho daiin
G631-O0245	f32r	f32r.13	5	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	otcho rol dain daiin cthy
G631-O0246	f32r	f32r.14	5	cths	BARE	NONE	cth	s	cths	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	schey qot shey daiin cths
G631-O0247	f32v	f32v.8	4	ctho	BARE	NONE	cth	o	ctho	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	otchol daiin daiin ctho daiin qotaiin otchy d shan
G631-O0248	f32v	f32v.9	6	cthaiin	BARE	NONE	cth	aiin	cthaiin	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qotchy cfhy skey chocthy daiin cthaiin daiin
G631-O0249	f32v	f32v.10	8	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	sho keol chor chol daiin cpho l cthol da ar
G631-O0250	f33v	f33v.1	5	cthey	BARE	NONE	cth	ey	cthey	H	2	1	1	1	unmarkierte cth-Pflanzenteilform	tar ar daiin ydain cthey dols sheky ar aiin
G631-O0251	f33v	f33v.5	7	cthy	BARE	NONE	cth	y	cthy	H	2	1	1	1	unmarkierte cth-Pflanzenteilform	tchdy chody okaiin chckhy dor arl cthy dy ty dy ykar cheky dy
G631-O0252	f34r	f34r.11	5	cthdaly	BARE	NONE	cth	daly	cthdaly	H	2	1	1	1	unmarkierte cth-Pflanzenteilform	qokeey sh kaldaiin cheky cthdaly otchedy chty s aiin
G631-O0253	f34r	f34r.14	11	chcthedy	CH	ch	cth	edy	cthedy	H	2	1	1	1	trockene cth-Pflanzenteilform	or ar y kar ol al oky chody qokal chedy chcthedy cheky daram
G631-O0254	f34v	f34v.1	9	chcthdy	CH	ch	cth	dy	cthdy	H	2	0	0	1	trockene cth-Pflanzenteilform	kechdy chdy chefchy shdy qopchdy shdydy chdalchdy ypchdy chcthdy spaiin
G631-O0255	f34v	f34v.3	9	chcthy	CH	ch	cth	y	cthy	H	2	1	1	1	trockene cth-Pflanzenteilform	ytal shor chdal olchdy char or ol kedaiiin chcthy okchdy chckhy dasam
G631-O0256	f35r	f35r.3	2	cthey	BARE	NONE	cth	ey	cthey	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	dchaiin cthey qotchey taiin cthory
G631-O0257	f35r	f35r.3	5	cthory	BARE	NONE	cth	ory	cthory	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	dchaiin cthey qotchey taiin cthory
G631-O0258	f35r	f35r.11	3	cthaiin	BARE	NONE	cth	aiin	cthaiin	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	sheaiin chol cthaiin l chaiin lchal dal dair aldy n
G631-O0259	f35r	f35r.14	1	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	cthol chol aiin qotchy otchor daiin shol qotaiin
G631-O0260	f35v	f35v.4	4	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ytchy qotchy dchy cthy
G631-O0261	f35v	f35v.6	4	chcthaiin	CH	ch	cth	aiin	cthaiin	H	1	1	1	1	trockene cth-Pflanzenteilform	shol tcheey chkcheeu chcthaiin
G631-O0262	f36r	f36r.1	8	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	pcha dan qorain chcfhal soiin cphor shaiin cthy dair
G631-O0263	f36r	f36r.5	4	ctholy	BARE	NONE	cth	oly	ctholy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	daiin qor chol ctholy s o r chy sy chytaroiin
G631-O0264	f36r	f36r.6	2	cthor	BARE	NONE	cth	or	cthor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	okaiin cthor y kaiiin s dain an dan
G631-O0265	f36r	f36r.7	2	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qotol cthol okol dy okchy ytorory sold
G631-O0266	f36r	f36r.8	2	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ytchor cthol chaiin yd
G631-O0267	f36v	f36v.4	7	cthor	BARE	NONE	cth	or	cthor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qotchor y ky ty dy daiin cthor
G631-O0268	f36v	f36v.6	2	cthor	BARE	NONE	cth	or	cthor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	daiin cthor daiin dal dys
G631-O0269	f36v	f36v.11	2	chcthy	CH	ch	cth	y	cthy	H	1	1	1	1	trockene cth-Pflanzenteilform	oty chcthy ytoryd
G631-O0270	f36v	f36v.13	3	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	oky she cthol oty
G631-O0271	f37r	f37r.2	2	cthor	BARE	NONE	cth	or	cthor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ykoiin cthor okaiin qo tchy ytody qokaiin sho ytaiin
G631-O0272	f37r	f37r.3	4	cthol	BARE	NONE	cth	ol	cthol	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	qo shy qokaiin cthol dy ckhor oky dy
G631-O0273	f37v	f37v.2	3	cthor	BARE	NONE	cth	or	cthor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	dor chol cthor orchochor daiin
G631-O0274	f37v	f37v.11	3	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qotoiin choror cthol daiin
G631-O0275	f37v	f37v.21	4	cthols	BARE	NONE	cth	ols	cthols	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	oshctho do daiin cthols
G631-O0276	f38r	f38r.2	6	cthar	BARE	NONE	cth	ar	cthar	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	okshey chodys ytoiin otaiin otaiin cthar
G631-O0277	f38r	f38r.5	6	ctho	BARE	NONE	cth	o	ctho	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	o kor chey kain chor ctho dain ckholdy
G631-O0278	f3r	f3r.1	4	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	tsheos qopal chol cthol daimg
G631-O0279	f3r	f3r.3	5	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ochor qocheor chol daiin cthy
G631-O0280	f3r	f3r.5	5	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qokol chololy s cham cthol
G631-O0281	f3r	f3r.6	3	cthom	BARE	NONE	cth	om	cthom	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ychtaiin chor cthom otaldam
G631-O0282	f3r	f3r.19	9	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	otchor ol cheor qoeor dair qoteol qosaiin chor cthy
G631-O0283	f3v	f3v.9	3	cthodoaly	BARE	NONE	cth	odoaly	cthodoaly	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ytcheear okeol cthodoaly chor cthy
G631-O0284	f3v	f3v.9	5	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ytcheear okeol cthodoaly chor cthy
G631-O0285	f3v	f3v.13	5	cthal	BARE	NONE	cth	al	cthal	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	shar shkaiin qokchy yty cthal chky
G631-O0286	f42r	f42r.1	3	cthay	BARE	NONE	cth	ay	cthay	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	o ofaiin cthay otcheey pchear
G631-O0287	f42r	f42r.4	5	cthaiin	BARE	NONE	cth	aiin	cthaiin	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	shor chetar chotais dar cthaiin
G631-O0288	f42r	f42r.8	3	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	yshol chees cthol shor shol ety char y
G631-O0289	f42r	f42r.9	3	ctho	BARE	NONE	cth	o	ctho	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qotchar otchol ctho kchodan chkchory
G631-O0290	f42r	f42r.10	4	cthor	BARE	NONE	cth	or	cthor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	choty dol ksheo cthor otol cthol chol shol dain
G631-O0291	f42r	f42r.10	6	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	choty dol ksheo cthor otol cthol chol shol dain
G631-O0292	f42r	f42r.11	6	ctheey	BARE	NONE	cth	eey	ctheey	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qotor cho chody daiin shol ctheey dar chy daiidy
G631-O0293	f42r	f42r.18	2	cthochy	BARE	NONE	cth	ochy	cthochy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qody cthochy otaiin shy kshes chorain
