clause_id	physical_page	register	start_event	end_event	events	learned_card_events	composed_events	spoken_units	end_reason	hybrid_card_translation_de	event_ids
P915-C173	f81v	BIOLOGICAL	P912-E1062	P912-E1068	7	3	4	7	LICENSED_DY_CLOSE	Merkformel: diesen posten umsetzen; dann gebildete Karte: Arbeitsvariante auswählen, Ziel- oder Anschlussstelle, bezeichneten Anteil entnehmen, Arbeitsgang einstellen, kurz oder direkt, bezeichneter Teil, dieser Arbeitsgegenstand, Arbeitsgang einstellen, Entnahmestelle; dann Merkformel: weiter halten; dann gebildete Karte: neuen Kartenblock beginnen, kurz oder direkt, Arbeitsgang einstellen, bezeichneten Anteil entnehmen, dieser Arbeitsgegenstand; dann gebildete Karte: dieser Arbeitsgegenstand, Material zugeben, Sollmaß; dann gebildete Karte: im selben Arbeitsgang fortfahren, Material zugeben, Portion; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E1062|P912-E1063|P912-E1064|P912-E1065|P912-E1066|P912-E1067|P912-E1068
P915-C174	f81v	BIOLOGICAL	P912-E1069	P912-E1074	6	1	5	6	LICENSED_DY_CLOSE	Merkformel: diesen posten ansetzen; dann gebildete Karte: bezeichneter Teil, Arbeitsgut umsetzen, dieser Arbeitsgegenstand; dann gebildete Karte: Zustand kennzeichnen, im selben Arbeitsgang fortfahren; dann gebildete Karte: im selben Arbeitsgang fortfahren, bis bereit führen, bezeichneter Teil, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsgang einstellen, kurz oder direkt, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsgang ansetzen, Arbeitsgut umsetzen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1069|P912-E1070|P912-E1071|P912-E1072|P912-E1073|P912-E1074
P915-C175	f81v	BIOLOGICAL	P912-E1075	P912-E1081	7	4	3	7	LICENSED_DY_CLOSE	Merkformel: an der zielstelle ansetzen; dann Merkformel: länger ansetzen; dann Merkformel: damit weiter; dann gebildete Karte: bezeichneten Anteil entnehmen, länger oder gehalten, bezeichneter Teil, dieser Arbeitsgegenstand; dann Merkformel: zielstelle wählen; dann gebildete Karte: kurz oder direkt, im selben Arbeitsgang fortfahren; dann gebildete Karte: Arbeitsgut umsetzen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1075|P912-E1076|P912-E1077|P912-E1078|P912-E1079|P912-E1080|P912-E1081
P915-C176	f81v	BIOLOGICAL	P912-E1082	P912-E1084	3	1	2	3	LICENSED_DY_CLOSE	gebildete Karte: entlang des Arbeitswegs führen, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsgang ausführen, absetzen lassen, dieser Arbeitsgegenstand; dann Merkformel: nächsten schritt kurz; ende. Arbeitszug beendet.	P912-E1082|P912-E1083|P912-E1084
P915-C177	f81v	BIOLOGICAL	P912-E1085	P912-E1098	14	10	4	14	LICENSED_DY_CLOSE	Merkformel: weiter halten; dann Merkformel: diesen posten umsetzen; dann Merkformel: dieser posten; dann gebildete Karte: Arbeitsgegenstand halten, dieser Arbeitsgegenstand; dann Merkformel: damit weiter; dann Merkformel: dieser posten; dann Merkformel: damit weiter; dann Merkformel: diesen posten umsetzen; dann gebildete Karte: Arbeitsgang einstellen, Arbeitsgut umsetzen; dann Merkformel: diesen posten ansetzen; dann Merkformel: damit weiter; dann gebildete Karte: bezeichneten Anteil entnehmen, kurz oder direkt, im selben Arbeitsgang fortfahren, Arbeitsgang einstellen, Entnahmestelle; dann gebildete Karte: Arbeitsgang ausführen, Arbeitsstufe; dann Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E1085|P912-E1086|P912-E1087|P912-E1088|P912-E1089|P912-E1090|P912-E1091|P912-E1092|P912-E1093|P912-E1094|P912-E1095|P912-E1096|P912-E1097|P912-E1098
P915-C178	f81v	BIOLOGICAL	P912-E1099	P912-E1102	4	2	2	4	LICENSED_DY_CLOSE	Merkformel: zur zielstelle; dann Merkformel: kurz halten; dann gebildete Karte: im selben Arbeitsgang fortfahren, Material zugeben, kurz oder direkt, im selben Arbeitsgang fortfahren; dann gebildete Karte: auffangen, länger oder gehalten, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1099|P912-E1100|P912-E1101|P912-E1102
P915-C179	f81v	BIOLOGICAL	P912-E1103	P912-E1106	4	0	4	4	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgang ansetzen, kurz oder direkt, im selben Arbeitsgang fortfahren; dann gebildete Karte: Arbeitsgegenstand halten, kurz oder direkt, im selben Arbeitsgang fortfahren; dann gebildete Karte: Arbeitsgang ausführen, Arbeitsstufe; dann gebildete Karte: auffangen, länger oder gehalten, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1103|P912-E1104|P912-E1105|P912-E1106
P915-C180	f81v	BIOLOGICAL	P912-E1107	P912-E1107	1	0	1	1	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgang einstellen, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1107
P915-C181	f81v	BIOLOGICAL	P912-E1108	P912-E1109	2	1	1	2	LICENSED_DY_CLOSE	Merkformel: kurz behandeln; dann gebildete Karte: Arbeitsgegenstand halten, durch einen Durchlass führen, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1108|P912-E1109
P915-C182	f81v	BIOLOGICAL	P912-E1110	P912-E1110	1	0	1	1	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	gebildete Karte: bezeichneten Anteil entnehmen, Ziel- oder Anschlussstelle. Zur Fortsetzung offen.	P912-E1110
P915-C183	f82r	BIOLOGICAL	P912-E1113	P912-E1122	10	4	6	10	LICENSED_DY_CLOSE	gebildete Karte: neuen Kartenblock beginnen, Arbeitsgang ausführen, Arbeitsgegenstand halten, länger oder gehalten, bezeichneter Teil, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsgang ansetzen, kurz oder direkt, im selben Arbeitsgang fortfahren; dann Merkformel: nach sollmaß; dann gebildete Karte: Arbeitsgegenstand halten, durch einen Durchlass führen, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsgang ansetzen, länger oder gehalten, Ansatz oder Zubereitung; dann Merkformel: länger halten; dann Merkformel: nach sollmaß; dann Merkformel: kurz halten; dann gebildete Karte: bezeichneter Teil, Arbeitsgut umsetzen, dieser Arbeitsgegenstand; dann gebildete Karte: im selben Arbeitsgang fortfahren, Arbeitsgut umsetzen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1113|P912-E1114|P912-E1115|P912-E1116|P912-E1117|P912-E1118|P912-E1119|P912-E1120|P912-E1121|P912-E1122
P915-C184	f82r	BIOLOGICAL	P912-E1123	P912-E1125	3	3	0	3	LICENSED_DY_CLOSE	Merkformel: eine portion ansetzen; dann Merkformel: dieser posten; dann Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E1123|P912-E1124|P912-E1125
P915-C185	f82r	BIOLOGICAL	P912-E1126	P912-E1130	5	2	3	5	LICENSED_DY_CLOSE	Merkformel: an der zielstelle ansetzen; dann gebildete Karte: entlang des Arbeitswegs führen, durch einen Durchlass führen, dieser Arbeitsgegenstand; dann gebildete Karte: entlang des Arbeitswegs führen, Arbeitsgut umsetzen; dann Merkformel: länger ansetzen; dann gebildete Karte: entlang des Arbeitswegs führen, durch einen Durchlass führen, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1126|P912-E1127|P912-E1128|P912-E1129|P912-E1130
P915-C186	f82r	BIOLOGICAL	P912-E1131	P912-E1138	8	3	5	7	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgang ansetzen, Ziel- oder Anschlussstelle, dieser Arbeitsgegenstand; dann gebildete Karte: auffangen, Sollmaß; dann Merkformel: durch den durchlass führen; dann Merkformel: nach sollmaß ansetzen (2×); dann gebildete Karte: Arbeitsgang ausführen, bis bereit führen, kurz oder direkt, im selben Arbeitsgang fortfahren; dann gebildete Karte: Arbeitsgegenstand behandeln, länger oder gehalten, dieser Arbeitsgegenstand; dann gebildete Karte: entlang des Arbeitswegs führen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1131|P912-E1132|P912-E1133|P912-E1134|P912-E1135|P912-E1136|P912-E1137|P912-E1138
P915-C187	f82r	BIOLOGICAL	P912-E1139	P912-E1145	7	5	2	7	LICENSED_DY_CLOSE	Merkformel: nächsten posten länger halten; dann Merkformel: an der zielstelle ansetzen; dann gebildete Karte: Arbeitsgegenstand halten, kurz oder direkt, durch einen Durchlass führen, dieser Arbeitsgegenstand; dann Merkformel: diesen posten ansetzen; dann Merkformel: damit weiter; dann gebildete Karte: entlang des Arbeitswegs führen, Material zugeben, Arbeitsgut umsetzen, dieser Arbeitsgegenstand; dann Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E1139|P912-E1140|P912-E1141|P912-E1142|P912-E1143|P912-E1144|P912-E1145
P915-C188	f82r	BIOLOGICAL	P912-E1146	P912-E1149	4	3	1	4	LICENSED_DY_CLOSE	Merkformel: an der zielstelle ansetzen; dann gebildete Karte: bis bereit führen, im selben Arbeitsgang fortfahren; dann Merkformel: diesen posten umsetzen; dann Merkformel: nächsten schritt länger; ende. Arbeitszug beendet.	P912-E1146|P912-E1147|P912-E1148|P912-E1149
P915-C189	f82r	BIOLOGICAL	P912-E1150	P912-E1152	3	3	0	3	LICENSED_DY_CLOSE	Merkformel: an der zielstelle ansetzen; dann Merkformel: quelle wählen; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E1150|P912-E1151|P912-E1152
P915-C190	f82r	BIOLOGICAL	P912-E1153	P912-E1160	8	2	6	8	LICENSED_DY_CLOSE	Merkformel: damit weiter; dann gebildete Karte: absetzen lassen, Sollmaß; dann gebildete Karte: Arbeitsgegenstand halten, kurz oder direkt, durch einen Durchlass führen, dieser Arbeitsgegenstand; dann Merkformel: an der zielstelle ansetzen; dann gebildete Karte: Arbeitsgegenstand halten, kurz oder direkt, Material zugeben, dieser Arbeitsgegenstand; dann gebildete Karte: danach oder nächster Posten, Sollmaß; dann gebildete Karte: Arbeitsgut umsetzen, im selben Arbeitsgang fortfahren; dann gebildete Karte: Arbeitsgegenstand halten, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1153|P912-E1154|P912-E1155|P912-E1156|P912-E1157|P912-E1158|P912-E1159|P912-E1160
P915-C191	f82r	BIOLOGICAL	P912-E1161	P912-E1163	3	2	1	3	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsvariante auswählen, danach oder nächster Posten, Sollmaß; dann Merkformel: aus der quelle ansetzen; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E1161|P912-E1162|P912-E1163
P915-C192	f82r	BIOLOGICAL	P912-E1164	P912-E1164	1	0	1	1	LICENSED_DY_CLOSE	gebildete Karte: im selben Arbeitsgang fortfahren, Arbeitsgegenstand halten, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1164
P915-C193	f82r	BIOLOGICAL	P912-E1165	P912-E1170	6	5	1	6	LICENSED_DY_CLOSE	Merkformel: länger ansetzen; dann Merkformel: diesen posten ansetzen; dann Merkformel: damit weiter; dann Merkformel: länger halten; dann gebildete Karte: neuen Kartenblock beginnen, kurz oder direkt, Material zugeben, länger oder gehalten, dieser Arbeitsgegenstand; dann Merkformel: länger halten; ende. Arbeitszug beendet.	P912-E1165|P912-E1166|P912-E1167|P912-E1168|P912-E1169|P912-E1170
P915-C194	f82r	BIOLOGICAL	P912-E1171	P912-E1171	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E1171
P915-C195	f82r	BIOLOGICAL	P912-E1172	P912-E1184	13	6	7	13	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	gebildete Karte: entlang des Arbeitswegs führen, bezeichneten Anteil entnehmen, Arbeitsgang ausführen; dann Merkformel: zustand markieren; dann Merkformel: länger halten; dann Merkformel: kurz ansetzen; dann gebildete Karte: danach oder nächster Posten, Ziel- oder Anschlussstelle; dann Merkformel: diesen posten umsetzen; dann gebildete Karte: danach oder nächster Posten, kurz oder direkt, Ansatz oder Zubereitung; dann gebildete Karte: Arbeitsvariante auswählen, Arbeitsgegenstand halten, Arbeitsgang ausführen, spülen, kurz oder direkt, bis bereit führen, dieser Arbeitsgegenstand; dann Merkformel: nach sollmaß ansetzen; dann gebildete Karte: Arbeitsgegenstand behandeln, kurz oder direkt, bezeichneter Teil, dieser Arbeitsgegenstand; dann gebildete Karte: Zustand kennzeichnen, bezeichneten Anteil entnehmen, kurz oder direkt, dieser Arbeitsgegenstand; dann gebildete Karte: bezeichneter Teil, Flüssigkeits- oder Stationslauf, bezeichneten Anteil entnehmen, kurz oder direkt, dieser Arbeitsgegenstand; dann Merkformel: nach sollmaß ansetzen. Zur Fortsetzung offen.	P912-E1172|P912-E1173|P912-E1174|P912-E1175|P912-E1176|P912-E1177|P912-E1178|P912-E1179|P912-E1180|P912-E1181|P912-E1182|P912-E1183|P912-E1184
P915-C196	f82r	BIOLOGICAL	P912-E1186	P912-E1187	2	1	1	2	LICENSED_DY_CLOSE	gebildete Karte: Material zugeben, im selben Arbeitsgang fortfahren, Arbeitsgut umsetzen, dieser Arbeitsgegenstand; dann Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E1186|P912-E1187
P915-C197	f82r	BIOLOGICAL	P912-E1188	P912-E1194	7	2	5	7	LICENSED_DY_CLOSE	gebildete Karte: neuen Kartenblock beginnen, Arbeitsgang ausführen, Material einsetzen, im selben Arbeitsgang fortfahren; dann gebildete Karte: danach oder nächster Posten, kurz oder direkt, bezeichneter Teil, Ansatz oder Zubereitung; dann gebildete Karte: bezeichneten Anteil entnehmen, Arbeitsgang ausführen, Material einsetzen, Arbeitsgut umsetzen, dieser Arbeitsgegenstand; dann gebildete Karte: danach oder nächster Posten, Ziel- oder Anschlussstelle; dann Merkformel: diesen posten umsetzen; dann gebildete Karte: Material zugeben, Innenstelle; dann Merkformel: nächsten schritt kurz; ende. Arbeitszug beendet.	P912-E1188|P912-E1189|P912-E1190|P912-E1191|P912-E1192|P912-E1193|P912-E1194
P915-C198	f82r	BIOLOGICAL	P912-E1195	P912-E1203	9	2	7	9	LICENSED_DY_CLOSE	gebildete Karte: neuen Kartenblock beginnen, Arbeitsgang ausführen, bezeichneter Teil, Arbeitsgut umsetzen; dann gebildete Karte: im selben Arbeitsgang fortfahren, neuen Kartenblock beginnen, Arbeitsgang ausführen; dann Merkformel: aus dem bezeichneten teil; dann gebildete Karte: bezeichneten Anteil entnehmen, kurz oder direkt, durch einen Durchlass führen, Arbeitsgang ausführen; dann gebildete Karte: entlang des Arbeitswegs führen, im selben Arbeitsgang fortfahren, im selben Arbeitsgang fortfahren; dann Merkformel: an der zielstelle ansetzen; dann gebildete Karte: Arbeitsgang ansetzen, Entnahmestelle, Arbeitsgut umsetzen, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsgang einstellen, Auszug, entlang des Arbeitswegs führen; dann gebildete Karte: im selben Arbeitsgang fortfahren, Arbeitsgut umsetzen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1195|P912-E1196|P912-E1197|P912-E1198|P912-E1199|P912-E1200|P912-E1201|P912-E1202|P912-E1203
P915-C199	f82r	BIOLOGICAL	P912-E1204	P912-E1204	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E1204
P915-C200	f82r	BIOLOGICAL	P912-E1205	P912-E1205	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: nächsten schritt kurz; ende. Arbeitszug beendet.	P912-E1205
P915-C201	f82r	BIOLOGICAL	P912-E1206	P912-E1218	13	7	6	13	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgut umsetzen, Entnahmestelle; dann Merkformel: länger halten; dann gebildete Karte: entlang des Arbeitswegs führen, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsvariante auswählen, im selben Arbeitsgang fortfahren, Entnahmestelle, im selben Arbeitsgang fortfahren; dann Merkformel: zustand markieren; dann gebildete Karte: im selben Arbeitsgang fortfahren, bezeichneten Anteil entnehmen, dieser Arbeitsgegenstand; dann Merkformel: an der zielstelle ansetzen; dann Merkformel: dieser posten; dann Merkformel: eine portion ansetzen; dann gebildete Karte: bezeichneter Teil, vollständig, bezeichneter Teil, dieser Arbeitsgegenstand; dann Merkformel: länger ansetzen; dann Merkformel: nach sollmaß ansetzen; dann gebildete Karte: im selben Arbeitsgang fortfahren, Arbeitsgut umsetzen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1206|P912-E1207|P912-E1208|P912-E1209|P912-E1210|P912-E1211|P912-E1212|P912-E1213|P912-E1214|P912-E1215|P912-E1216|P912-E1217|P912-E1218
P915-C202	f82r	BIOLOGICAL	P912-E1219	P912-E1219	1	0	1	1	LICENSED_DY_CLOSE	gebildete Karte: Material zugeben, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1219
P915-C203	f82r	BIOLOGICAL	P912-E1220	P912-E1220	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: weiter umsetzen; ende. Arbeitszug beendet.	P912-E1220
P915-C204	f82r	BIOLOGICAL	P912-E1221	P912-E1221	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E1221
P915-C205	f82r	BIOLOGICAL	P912-E1222	P912-E1222	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E1222
P915-C206	f82r	BIOLOGICAL	P912-E1223	P912-E1229	7	6	1	7	LICENSED_DY_CLOSE	gebildete Karte: entlang des Arbeitswegs führen, Material zugeben, länger oder gehalten, bezeichneter Teil, dieser Arbeitsgegenstand; dann Merkformel: nach sollmaß ansetzen; dann Merkformel: dieser posten; dann Merkformel: nach sollmaß; dann Merkformel: diesen posten umsetzen; dann Merkformel: dieser posten; dann Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E1223|P912-E1224|P912-E1225|P912-E1226|P912-E1227|P912-E1228|P912-E1229
P915-C207	f82r	BIOLOGICAL	P912-E1230	P912-E1230	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: weiter umsetzen; ende. Arbeitszug beendet.	P912-E1230
P915-C208	f82r	BIOLOGICAL	P912-E1231	P912-E1231	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E1231
P915-C209	f82r	BIOLOGICAL	P912-E1232	P912-E1241	10	7	3	10	LICENSED_DY_CLOSE	Merkformel: länger halten; dann Merkformel: zustand markieren; dann Merkformel: der ansatz; dann Merkformel: damit weiter; dann Merkformel: variante wählen; dann Merkformel: nach sollmaß; dann Merkformel: dieser posten; dann gebildete Karte: Zustand kennzeichnen, lokale Arbeitsstelle; dann gebildete Karte: zweite Arbeitsstufe, Innenstelle; dann gebildete Karte: Arbeitsgegenstand halten, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1232|P912-E1233|P912-E1234|P912-E1235|P912-E1236|P912-E1237|P912-E1238|P912-E1239|P912-E1240|P912-E1241
P915-C210	f82r	BIOLOGICAL	P912-E1242	P912-E1245	4	3	1	4	LICENSED_DY_CLOSE	Merkformel: nächsten posten länger halten; dann Merkformel: diesen posten umsetzen; dann gebildete Karte: Arbeitsgang ansetzen, vollständig, dieser Arbeitsgegenstand; dann Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E1242|P912-E1243|P912-E1244|P912-E1245
P915-C211	f82r	BIOLOGICAL	P912-E1246	P912-E1247	2	1	1	2	LICENSED_DY_CLOSE	gebildete Karte: entlang des Arbeitswegs führen, Arbeitsgang einstellen, länger oder gehalten, bezeichneter Teil, dieser Arbeitsgegenstand; dann Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E1246|P912-E1247
P915-C212	f82r	BIOLOGICAL	P912-E1248	P912-E1251	4	1	3	4	LICENSED_DY_CLOSE	gebildete Karte: Zustand kennzeichnen, Ziel- oder Anschlussstelle, bezeichneten Anteil entnehmen, kurz oder direkt, dieser Arbeitsgegenstand; dann gebildete Karte: Material einsetzen, im selben Arbeitsgang fortfahren, Arbeitsgut umsetzen; dann gebildete Karte: danach oder nächster Posten, Portion; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E1248|P912-E1249|P912-E1250|P912-E1251
P915-C213	f82r	BIOLOGICAL	P912-E1252	P912-E1252	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E1252
P915-C214	f82r	BIOLOGICAL	P912-E1253	P912-E1264	12	7	5	12	LICENSED_DY_CLOSE	Merkformel: zur zielstelle; dann gebildete Karte: Arbeitsgut umsetzen, Entnahmestelle; dann Merkformel: länger ansetzen; dann gebildete Karte: dieser Arbeitsgegenstand, Material zugeben, länger oder gehalten, dieser Arbeitsgegenstand; dann gebildete Karte: entlang des Arbeitswegs führen; dann Merkformel: variante wählen; dann gebildete Karte: Entnahmestelle, Sollmaß; dann gebildete Karte: Ansatz oder Zubereitung, dieser Arbeitsgegenstand; dann Merkformel: eine portion ansetzen; dann Merkformel: aus der quelle; dann Merkformel: eine portion ansetzen; dann Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E1253|P912-E1254|P912-E1255|P912-E1256|P912-E1257|P912-E1258|P912-E1259|P912-E1260|P912-E1261|P912-E1262|P912-E1263|P912-E1264
P915-C215	f82r	BIOLOGICAL	P912-E1265	P912-E1267	3	1	2	3	LICENSED_DY_CLOSE	gebildete Karte: entlang des Arbeitswegs führen, bezeichneten Anteil entnehmen, dieser Arbeitsgegenstand; dann gebildete Karte: Material einsetzen, Arbeitsgang ausführen, Arbeitsvariante auswählen, lokale Arbeitsstelle, spülen, dieser Arbeitsgegenstand; dann Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E1265|P912-E1266|P912-E1267
P915-C216	f82r	BIOLOGICAL	P912-E1268	P912-E1269	2	1	1	2	LICENSED_DY_CLOSE	gebildete Karte: umleiten, Ziel- oder Anschlussstelle; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E1268|P912-E1269
P915-C217	f82r	BIOLOGICAL	P912-E1270	P912-E1273	4	1	3	4	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgegenstand halten, kurz oder direkt, im selben Arbeitsgang fortfahren; dann gebildete Karte: Material zugeben, vollständig, bezeichneter Teil, dieser Arbeitsgegenstand; dann gebildete Karte: entlang des Arbeitswegs führen, Material zugeben, Sollmaß; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E1270|P912-E1271|P912-E1272|P912-E1273
P915-C218	f82r	BIOLOGICAL	P912-E1274	P912-E1277	4	1	3	4	LICENSED_DY_CLOSE	gebildete Karte: im selben Arbeitsgang fortfahren, dieser Arbeitsgegenstand; dann Merkformel: nach sollmaß; dann gebildete Karte: Auszug, Material zugeben, dieser Arbeitsgegenstand; dann gebildete Karte: entlang des Arbeitswegs führen, Material zugeben, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1274|P912-E1275|P912-E1276|P912-E1277
P915-C219	f82r	BIOLOGICAL	P912-E1278	P912-E1300	23	15	8	23	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsvariante auswählen, lokale Arbeitsstelle, spülen, kurz oder direkt, dieser Arbeitsgegenstand; dann Merkformel: nach sollmaß; dann Merkformel: dieser posten; dann Merkformel: damit weiter; dann Merkformel: diesen posten umsetzen; dann Merkformel: länger ansetzen; dann Merkformel: zur zielstelle; dann Merkformel: nach sollmaß ansetzen; dann Merkformel: auszug markieren; dann Merkformel: länger halten; dann Merkformel: nach sollmaß ansetzen; dann gebildete Karte: Arbeitsgegenstand halten, durch einen Durchlass führen, kurz oder direkt, dieser Arbeitsgegenstand; dann Merkformel: damit weiter; dann gebildete Karte: Material zugeben, vollständig, bezeichneter Teil, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsgang ansetzen, vollständig, dieser Arbeitsgegenstand; dann gebildete Karte: Zustand kennzeichnen, lokale Arbeitsstelle, Arbeitsvariante auswählen, dieser Arbeitsgegenstand; dann Merkformel: länger halten; dann gebildete Karte: bis bereit führen, kurz oder direkt, dieser Arbeitsgegenstand; dann Merkformel: länger ansetzen; dann gebildete Karte: entlang des Arbeitswegs führen, länger oder gehalten, dieser Arbeitsgegenstand; dann Merkformel: nach sollmaß; dann Merkformel: dieser posten; dann gebildete Karte: Arbeitsgang ansetzen, vollständig, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1278|P912-E1279|P912-E1280|P912-E1281|P912-E1282|P912-E1283|P912-E1284|P912-E1285|P912-E1286|P912-E1287|P912-E1288|P912-E1289|P912-E1290|P912-E1291|P912-E1292|P912-E1293|P912-E1294|P912-E1295|P912-E1296|P912-E1297|P912-E1298|P912-E1299|P912-E1300
P915-C220	f82r	BIOLOGICAL	P912-E1301	P912-E1301	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: weiter umsetzen; ende. Arbeitszug beendet.	P912-E1301
P915-C221	f82r	BIOLOGICAL	P912-E1302	P912-E1303	2	1	1	2	LICENSED_DY_CLOSE	gebildete Karte: entlang des Arbeitswegs führen, Entnahmestelle; dann Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E1302|P912-E1303
P915-C222	f82r	BIOLOGICAL	P912-E1304	P912-E1312	9	3	6	9	LICENSED_DY_CLOSE	gebildete Karte: entlang des Arbeitswegs führen, bezeichneten Anteil entnehmen, länger oder gehalten, bezeichneter Teil, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsgang ansetzen, kurz oder direkt, Arbeitsgang ausführen, dieser Arbeitsgegenstand; dann Merkformel: zielstelle wählen; dann gebildete Karte: Zustand kennzeichnen, Sollmaß; dann Merkformel: länger ansetzen; dann gebildete Karte: entlang des Arbeitswegs führen, Material zugeben, länger oder gehalten, dieser Arbeitsgegenstand; dann Merkformel: länger ansetzen; dann gebildete Karte: Zustand kennzeichnen, Sollmaß; dann gebildete Karte: dieser Arbeitsgegenstand, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1304|P912-E1305|P912-E1306|P912-E1307|P912-E1308|P912-E1309|P912-E1310|P912-E1311|P912-E1312
P915-C223	f82r	BIOLOGICAL	P912-E1313	P912-E1314	2	0	2	2	LICENSED_DY_CLOSE	gebildete Karte: bezeichneter Teil, im selben Arbeitsgang fortfahren; dann gebildete Karte: neuen Kartenblock beginnen, Arbeitsgang ausführen, kurz oder direkt, Arbeitsvariante auswählen, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1313|P912-E1314
P915-C224	f82r	BIOLOGICAL	P912-E1315	P912-E1316	2	1	1	2	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgegenstand halten, länger oder gehalten, Ziel- oder Anschlussstelle; dann Merkformel: länger halten; ende. Arbeitszug beendet.	P912-E1315|P912-E1316
P915-C225	f82r	BIOLOGICAL	P912-E1317	P912-E1319	3	1	2	3	LICENSED_DY_CLOSE	gebildete Karte: entlang des Arbeitswegs führen, absetzen lassen; dann gebildete Karte: Arbeitsgang ausführen, durch einen Durchlass führen, kurz oder direkt, dieser Arbeitsgegenstand; dann Merkformel: weiter umsetzen; ende. Arbeitszug beendet.	P912-E1317|P912-E1318|P912-E1319
