record_id	plaintext	units	unit_names
618	quam	92,2,96	j C z
619	in	1	y
620	conspectum	13,89,85,42,86,9,46	S I P r n ok T
621	agminis	2,90,96,56,5,56,87	C x z N s N g
622	nostri	5,27,89,9,49,56	s p I ok a N
623	venissent	23,42,5,56,89,89,6	l r s N I I aN
624	in	1	y
625	eo	42,27	r p
626	proelio	85,49,27,42,94,56,27	P a p r c N p
627	ex	10	ot
628	equitibus	42,0,56,9,56,7,93,87	r ol N ok N d u g
629	nostris	5,27,89,9,49,56,87	s p I ok a N g
630	iiii	56,56,56,56	N N N N
631	et	22	E
632	in	1	y
633	vir	23,56,49	l N a
634	piso	85,56,89,27	P N I p
635	aquitanus	2,0,56,9,2,5,93,87	C ol N ok C s u g
636	amplissimo	2,96,85,94,56,89,89,56,96,27	C z P c N I I N z p
637	genere	90,42,5,8	x r s o
638	natus	5,2,9,93,87	s C ok u g
639	cuius	20,93,56,93,97,87	e u N u v g
640	avus	2,23,93,87	C l u g
641	in	1	y
642	civitate	20,56,23,56,9,2,9,42	e N l N ok C ok r
643	sua	89,93,2	I u C
644	regnum	49,42,90,5,46	a r x s T
645	obtinuerat	27,7,9,56,5,93,71,2,9	p d ok N s u q C ok
646	amicus	2,96,56,86,93,87	C z N n u g
647	a	2	C
648	senatu	89,42,5,2,9,93	I r s C ok u
649	nostro	5,27,89,9,49,27	s p I ok a p
650	appellatus	2,85,85,42,94,94,2,9,93,87	C P P r c c C ok u g
651	cum	20,95	e h
652	intercluso	56,5,9,71,86,94,93,89,27	N s ok q n c u I p
653	ab	2,7	C d
654	illum	56,94,94,46	N c c T
655	ex	10	ot
656	periculo	85,71,56,86,93,94,27	P q N n u c p
657	eripuit	71,56,85,93,56,9	q N P u N ok
658	ipse	56,85,89,42	N P I r
659	equo	42,0,27	r ol p
660	vulnerato	23,93,94,5,71,2,9,27	l u c s q C ok p
661	deiectus	11,42,56,42,86,9,93,87	k r N r n ok u g
662	quoad	92,27,2,11	j p C k
663	potuit	85,27,9,93,56,9	P p ok u N ok
664	restitit	49,42,89,9,56,9,56,9	a r I ok N ok N ok
665	cum	20,95	e h
666	circumventus	20,56,49,86,95,23,6,93,87	e N a n h l aN u g
667	multis	96,93,94,9,56,87	z u c ok N g
668	vulneribus	23,93,94,5,71,56,7,93,87	l u c s q N d u g
669	acceptis	2,86,86,42,85,9,56,87	C n n r P ok N g
670	cecidisset	20,42,86,56,11,56,89,89,42,9	e r n N k N I I r ok
671	atque	2,9,91	C ok b
672	id	56,11	N k
673	qui	3	ar
674	iam	56,2,96	N C z
675	proelio	85,49,27,42,94,56,27	P a p r c N p
676	procul	85,49,27,86,93,94	P a p n u c
677	animadvertisset	2,5,56,96,2,11,23,71,9,56,89,89,42,9	C s N z C k l q ok N I I r ok
678	incitato	56,5,86,56,9,2,9,27	N s n N ok C ok p
679	equo	42,0,27	r ol p
680	se	15	Ce
681	obtulit	27,7,9,93,94,56,9	p d ok u c N ok
682	atque	2,9,91	C ok b
683	est	42,89,9	r I ok
684	proelio	85,49,27,42,94,56,27	P a p r c N p
685	caesar	20,2,42,89,2,49	e C r I C a
686	neque	5,42,91	s r b
687	iam	56,2,96	N C z
688	sibi	89,56,7,56	I N d N
689	legatos	94,42,90,2,9,27,87	c r x C ok p g
690	audiendos	2,93,11,56,42,5,11,27,87	C u k N r s k p g
691	neque	5,42,91	s r b
692	condiciones	13,11,56,86,56,27,5,42,87	S k N n N p s r g
693	accipiendas	2,86,86,56,85,56,42,5,11,2,87	C n n N P N r s k C g
694	arbitrabatur	2,49,7,56,9,49,2,7,2,9,93,49	C a d N ok a C d C ok u a
695	ab	2,7	C d
696	iis	56,56,87	N N g
697	qui	3	ar
698	per	85,71	P q
699	dolum	11,27,94,46	k p c T
700	atque	2,9,91	C ok b
701	insidias	56,5,89,56,11,56,2,87	N s I N k N C g
702	petita	85,42,9,56,9,2	P r ok N ok C
703	pace	85,2,86,42	P C n r
704	ultro	93,94,9,49,27	u c ok a p
705	bellum	7,42,94,94,46	d r c c T
706	intulissent	56,5,9,93,94,56,89,89,6	N s ok u c N I I aN
707	vero	23,71,27	l q p
708	dum	11,46	k T
709	copiae	20,27,85,56,2,42	e p P N C r
710	augerentur	2,93,90,71,6,93,49	C u x q aN u a
711	equitatus	42,0,56,9,2,9,93,87	r ol N ok C ok u g
712	reverteretur	49,42,23,71,9,8,9,93,49	a r l q ok o ok u a
713	summae	89,95,96,2,42	I h z C r
714	dementiae	11,42,96,6,56,2,42	k r z aN N C r
715	esse	42,89,89,42	r I I r
716	iudicabat	56,93,11,56,86,2,7,2,9	N u k N n C d C ok
717	et	22	E
718	cognita	20,27,90,5,56,9,2	e p x s N ok C
719	gallorum	90,2,94,94,27,49,46	x C c c p a T
720	quantum	92,2,5,9,46	j C s ok T
721	iam	56,2,96,97	N C z v
722	apud	2,85,93,11	C P u k
723	eos	42,27,87	r p g
724	uno	93,5,27	u s p
725	proelio	85,49,27,42,94,56,27	P a p r c N p
726	auctoritatis	2,93,86,9,27,49,56,9,2,9,56,87	C u n ok p a N ok C ok N g
727	essent	42,89,89,6	r I I aN
728	consecuti	13,89,42,86,93,9,56	S I r n u ok N
729	sentiebat	89,6,56,42,7,2,9	I aN N r d C ok
730	quibus	92,56,7,93,87	j N d u g
731	ad	2,11	C k
732	consilia	13,89,56,94,56,2	S I N c N C
733	capienda	20,2,85,56,42,5,11,2	e C P N r s k C
734	spatii	89,85,2,9,56,56	I P C ok N N
735	dandum	11,2,5,11,46	k C s k T
736	constitutis	13,89,9,56,9,93,9,56,87	S I ok N ok u ok N g
737	rebus	49,42,7,93,87	a r d u g
738	et	22	E
739	consilio	13,89,56,94,56,27	S I N c N p
740	cum	20,95	e h
741	legatis	94,42,90,2,9,56,87	c r x C ok N g
742	et	22	E
743	quaestore	92,2,42,89,9,27,49,42	j C r I ok p a r
744	communicato	20,27,96,96,93,5,56,86,2,9,27	e p z z u s N n C ok p
745	ne	5,42	s r
746	quem	14,96	t z
747	diem	11,56,42,96	k N r z
748	pugnae	85,93,90,5,2,42	P u x s C r
749	praetermitteret	85,49,2,42,9,71,96,56,9,9,8,9	P a C r ok q z N ok ok o ok
750	oportunissima	27,85,27,49,9,93,5,56,89,89,56,96,2	p P p a ok u s N I I N z C
751	res	49,42,87	a r g
752	accidit	2,86,86,56,11,56,9	C n n N k N ok
753	quod	92,27,11	j p k
754	postridie	85,27,89,9,49,56,11,56,42	P p I ok a N k N r
755	eius	42,56,93,87	r N u g
756	diei	11,56,42,56	k N r N
757	mane	96,2,5,42	z C s r
758	eadem	42,2,11,42,96	r C k r z
759	et	22	E
760	et	22	E
761	simulatione	89,56,96,93,94,2,9,56,27,5,42	I N z u c C ok N p s r
762	usi	93,89,56	u I N
763	germani	90,71,96,2,5,56	x q z C s N
764	omnibus	27,96,5,56,7,93,87	p z s N d u g
765	principibus	85,49,56,5,86,56,85,56,7,93,87	P a N s n N P N d u g
766	maioribusque	96,2,56,27,49,56,7,93,89,91	z C N p a N d u I b
767	natu	5,2,9,93	s C ok u
768	ad	2,11	C k
769	eum	42,46	r T
770	in	1	y
771	castra	20,2,89,9,49,2	e C I ok a C
772	venerunt	23,42,5,71,93,5,9	l r s q u s ok
773	simul	89,56,96,93,94	I N z u c
774	ut	12	al
775	dicebatur	11,56,86,42,7,2,9,93,49	k N n r d C ok u a
776	sui	89,93,56	I u N
777	purgandi	85,93,49,90,2,5,11,56	P u a x C s k N
778	causa	20,2,93,89,2	e C u I C
779	quod	92,27,11	j p k
780	contra	13,9,49,2	S ok a C
781	atque	2,9,91	C ok b
782	esset	42,89,89,42,9	r I I r ok
783	dictum	11,56,86,9,46	k N n ok T
784	et	22	E
785	ipsi	56,85,89,56	N P I N
786	petissent	85,42,9,56,89,89,6	P r ok N I I aN
787	proelium	85,49,27,42,94,56,46	P a p r c N T
788	pridie	85,49,56,11,56,42	P a N k N r
789	commisissent	20,27,96,96,56,89,56,89,89,6	e p z z N I N I I aN
790	simul	89,56,96,93,94	I N z u c
791	ut	12	al
792	si	89,56	I N
793	quid	92,56,11	j N k
794	possent	85,27,89,89,6	P p I I aN
795	de	11,42	k r
796	indutiis	56,5,11,93,9,56,56,87	N s k u ok N N g
797	impetrarent	56,96,85,42,9,49,2,49,6	N z P r ok a C a aN
798	quos	92,27,87	j p g
799	sibi	89,56,7,56	I N d N
800	caesar	20,2,42,89,2,49	e C r I C a
801	oblatos	27,7,94,2,9,27,87	p d c C ok p g
802	gavisus	90,2,23,56,89,93,87	x C l N I u g
803	illos	56,94,94,27,87	N c c p g
804	retineri	49,42,9,56,5,71,56	a r ok N s q N
805	iussit	56,93,89,89,56,9	N u I I N ok
806	ipse	56,85,89,42	N P I r
807	omnes	27,96,5,42,87	p z s r g
808	copias	20,27,85,56,2,87	e p P N C g
809	castris	20,2,89,9,49,56,87	e C I ok a N g
810	d	97,11	v k
811	equitatumque	42,0,56,9,2,9,95,91	r ol N ok C ok h b
812	quod	92,27,11	j p k
813	recenti	49,42,86,6,56	a r n aN N
814	proelio	85,49,27,42,94,56,27	P a p r c N p
815	perterritum	85,71,9,71,49,56,9,46	P q ok q a N ok T
816	esse	42,89,89,42	r I I r
817	agmen	2,90,96,42,5	C x z r s
818	subsequi	89,93,7,89,42,0,56	I u d I r ol N
819	iussit	56,93,89,89,56,9	N u I I N ok
820	acie	2,86,56,42	C n N r
821	triplici	9,49,56,85,94,56,86,56	ok a N P c N n N
822	instituta	56,5,89,9,56,9,93,9,2	N s I ok N ok u ok C
823	et	22	E
824	celeriter	20,42,94,71,56,9,71	e r c q N ok q
825	viii	23,56,56,56	l N N N
826	milium	96,56,94,56,46	z N c N T
827	itinere	56,9,56,5,8	N ok N s o
828	prius	85,49,56,93,87	P a N u g
829	ad	2,11	C k
830	castra	20,2,89,9,49,2	e C I ok a C
831	pervenit	85,71,23,42,5,56,9	P q l r s N ok
832	quam	92,2,96	j C z
833	quid	92,56,11	j N k
834	ageretur	2,90,8,9,93,49	C x o ok u a
835	germani	90,71,96,2,5,56	x q z C s N
836	sentire	89,6,56,49,42	I aN N a r
837	possent	85,27,89,89,6	P p I I aN
838	qui	3	ar
839	omnibus	27,96,5,56,7,93,87	p z s N d u g
840	rebus	49,42,7,93,87	a r d u g
841	subito	89,93,7,56,9,27	I u d N ok p
842	perterriti	85,71,9,71,49,56,9,56	P q ok q a N ok N
843	et	22	E
844	celeritate	20,42,94,71,56,9,2,9,42	e r c q N ok C ok r
845	adventus	2,11,23,6,93,87	C k l aN u g
846	nostri	5,27,89,9,49,56	s p I ok a N
847	et	22	E
848	discessu	11,56,89,86,42,89,89,93	k N I n r I I u
849	suorum	89,93,27,49,46	I u p a T
850	neque	5,42,91	s r b
851	consilii	13,89,56,94,56,56	S I N c N N
852	neque	5,42,91	s r b
853	arma	2,49,96,2	C a z C
854	capiendi	20,2,85,56,42,5,11,56	e C P N r s k N
855	spatio	89,85,2,9,56,27	I P C ok N p
856	dato	11,2,9,27	k C ok p
857	perturbantur	85,71,9,93,49,7,2,5,9,93,49	P q ok u a d C s ok u a
858	copiasne	20,27,85,56,2,89,5,42	e p P N C I s r
859	adversus	2,11,23,71,89,93,87	C k l q I u g
860	ducere	11,93,86,8	k u n o
861	an	2,5	C s
862	castra	20,2,89,9,49,2	e C I ok a C
863	an	2,5	C s
864	salutem	89,2,94,93,9,42,96	I C c u ok r z
865	petere	85,42,9,8	P r ok o
866	praestaret	85,49,2,42,89,9,2,49,42,9	P a C r I ok C a r ok
867	quorum	92,27,49,46	j p a T
868	timor	9,56,96,27,49	ok N z p a
869	cum	20,95	e h
870	et	22	E
871	concursu	13,86,93,49,89,93	S n u a I u
872	milites	96,56,94,56,9,42,87	z N c N ok r g
873	nostri	5,27,89,9,49,56	s p I ok a N
874	pristini	85,49,56,89,9,56,5,56	P a N I ok N s N
875	diei	11,56,42,56	k N r N
876	incitati	56,5,86,56,9,2,9,56	N s n N ok C ok N
877	in	1	y
878	castra	20,2,89,9,49,2	e C I ok a C
879	inruperunt	56,5,49,93,85,71,93,5,9	N s a u P q u s ok
880	quo	92,27	j p
881	loco	94,27,86,27	c p n p
882	qui	3	ar
883	celeriter	20,42,94,71,56,9,71	e r c q N ok q
884	arma	2,49,96,2	C a z C
885	capere	20,2,85,8	e C P o
886	potuerunt	85,27,9,93,71,93,5,9	P p ok u q u s ok
887	paulisper	85,2,93,94,56,89,85,71	P C u c N I P q
888	nostris	5,27,89,9,49,56,87	s p I ok a N g
889	restiterunt	49,42,89,9,56,9,71,93,5,9	a r I ok N ok q u s ok
890	atque	2,9,91	C ok b
891	inter	56,5,9,71	N s ok q
892	carros	20,2,49,49,27,87	e C a a p g
893	impedimenta	56,96,85,42,11,56,96,6,2	N z P r k N z aN C
894	proelium	85,49,27,42,94,56,46	P a p r c N T
895	commiserunt	20,27,96,96,56,89,71,93,5,9	e p z z N I q u s ok
896	at	2,97,9	C v ok
897	reliqua	49,42,94,56,0,2	a r c N ol C
898	multitudo	96,93,94,9,56,9,93,11,27	z u c ok N ok u k p
899	puerorum	85,93,71,27,49,46	P u q p a T
900	mulierum	96,93,94,56,71,46	z u c N q T
901	nam	5,2,96	s C z
902	eum	42,46	r T
903	omnibus	27,96,5,56,7,93,87	p z s N d u g
904	suis	89,93,56,87	I u N g
905	domo	11,27,96,27	k p z p
906	transierant	9,49,2,5,89,56,71,2,5,9	ok a C s I N q C s ok
907	passim	85,2,89,89,56,96	P C I I N z
908	coepit	20,27,42,85,56,9	e p r P N ok
909	ad	2,11	C k
910	quos	92,27,87	j p g
911	consectandos	13,89,42,86,9,2,5,11,27,87	S I r n ok C s k p g
912	caesar	20,2,42,89,2,49	e C r I C a
913	equitatum	42,0,56,9,2,9,46	r ol N ok C ok T
914	misit	96,56,89,56,9	z N I N ok
915	germani	90,71,96,2,5,56	x q z C s N
916	post	85,27,89,9	P p I ok
917	tergum	9,71,90,46	ok q x T
918	clamore	20,94,2,96,27,49,42	e c C z p a r
919	audito	2,93,11,56,9,27	C u k N ok p
920	eum	42,46	r T
921	suos	89,93,27,87	I u p g
922	viderent	23,56,11,71,6	l N k q aN
923	armis	2,49,96,56,87	C a z N g
924	abiectis	2,7,56,42,86,9,56,87	C d N r n ok N g
925	signis	89,56,90,5,56,87	I N x s N g
926	militaribus	96,56,94,56,9,2,49,56,7,93,87	z N c N ok C a N d u g
927	relictis	49,42,94,56,86,9,56,87	a r c N n ok N g
928	se	15	Ce
929	ex	10	ot
930	castris	20,2,89,9,49,56,87	e C I ok a N g
931	eiecerunt	42,56,42,86,71,93,5,9	r N r n q u s ok
932	et	22	E
933	eum	42,46	r T
934	ad	2,11	C k
935	mosae	96,27,89,2,42	z p I C r
936	et	22	E
937	pervenissent	85,71,23,42,5,56,89,89,6	P q l r s N I I aN
938	reliqua	49,42,94,56,0,2	a r c N ol C
939	desperata	11,42,89,85,71,2,9,2	k r I P q C ok C
940	magno	96,2,90,5,27	z C x s p
941	numero	5,95,71,27	s h q p
942	reliqui	49,42,94,56,0,56	a r c N ol N
943	se	15	Ce
944	in	1	y
945	praecipitaverunt	85,49,2,42,86,56,85,56,9,2,23,71,93,5,9	P a C r n N P N ok C l q u s ok
946	atque	2,9,91	C ok b
947	ibi	56,7,56	N d N
948	timore	9,56,96,27,49,42	ok N z p a r
949	lassitudine	94,2,89,89,56,9,93,11,56,5,42	c C I I N ok u k N s r
950	vi	23,56	l N
951	oppressi	27,85,85,49,42,89,89,56	p P P a r I I N
952	perierunt	85,71,56,71,93,5,9	P q N q u s ok
953	nostri	5,27,89,9,49,56	s p I ok a N
954	ad	2,11	C k
955	unum	93,5,46	u s T
956	omnes	27,96,5,42,87	p z s r g
957	incolumes	56,5,86,27,94,95,42,87	N s n p c h r g
958	perpaucis	85,71,85,2,93,86,56,87	P q P C u n N g
959	vulneratis	23,93,94,5,71,2,9,56,87	l u c s q C ok N g
960	ex	10	ot
961	tanti	9,2,5,9,56	ok C s ok N
962	belli	7,42,94,94,56	d r c c N
963	timore	9,56,96,27,49,42	ok N z p a r
964	cum	20,95	e h
965	numerus	5,95,71,93,87	s h q u g
966	capitum	20,2,85,56,9,46	e C P N ok T
967	milium	96,56,94,56,46	z N c N T
968	se	15	Ce
969	in	1	y
970	castra	20,2,89,9,49,2	e C I ok a C
971	receperunt	49,42,86,42,85,71,93,5,9	a r n r P q u s ok
972	caesar	20,2,42,89,2,49	e C r I C a
973	iis	56,56,87	N N g
974	quos	92,27,87	j p g
975	in	1	y
976	castris	20,2,89,9,49,56,87	e C I ok a N g
977	retinuerat	49,42,9,56,5,93,71,2,9	a r ok N s u q C ok
978	discedendi	11,56,89,86,42,11,42,5,11,56	k N I n r k r s k N
979	potestatem	85,27,9,42,89,9,2,9,42,96	P p ok r I ok C ok r z
980	illi	56,94,94,56	N c c N
981	supplicia	89,93,85,85,94,56,86,56,2	I u P P c N n N C
982	cruciatusque	20,49,93,86,56,2,9,93,89,91	e a u n N C ok u I b
983	gallorum	90,2,94,94,27,49,46	x C c c p a T
984	veriti	23,71,56,9,56	l q N ok N
985	quorum	92,27,49,46	j p a T
986	agros	2,90,49,27,87	C x a p g
987	remanere	49,42,96,2,5,8	a r z C s o
988	se	15	Ce
989	apud	2,85,93,11	C P u k
990	eum	42,46	r T
991	velle	23,42,94,94,42	l r c c r
992	caesar	20,2,42,89,2,49	e C r I C a
993	libertatem	94,56,7,71,9,2,9,42,96	c N d q ok C ok r z
994	concessit	13,86,42,89,89,56,9	S n r I I N ok
995	germanico	90,71,96,2,5,56,86,27	x q z C s N n p
996	bello	7,42,94,94,27	d r c c p
997	multis	96,93,94,9,56,87	z u c ok N g
998	de	11,42	k r
999	causis	20,2,93,89,56,87	e C u I N g
1000	caesar	20,2,42,89,2,49	e C r I C a
1001	statuit	89,9,2,9,93,56,9	I ok C ok u N ok
1002	sibi	89,56,7,56	I N d N
1003	esse	42,89,89,42	r I I r
1004	transeundum	9,49,2,5,89,42,93,5,11,46	ok a C s I r u s k T
1005	quarum	92,2,49,46	j C a T
1006	illa	56,94,94,2	N c c C
1007	iustissima	56,93,89,9,56,89,89,56,96,2	N u I ok N I I N z C
1008	quod	92,27,11	j p k
1009	cum	20,95	e h
1010	videret	23,56,11,8,9	l N k o ok
1011	germanos	90,71,96,2,5,27,87	x q z C s p g
1012	tam	9,2,96	ok C z
1013	impelli	56,96,85,42,94,94,56	N z P r c c N
1014	ut	12	al
1015	in	1	y
1016	galliam	90,2,94,94,56,2,96	x C c c N C z
1017	venirent	23,42,5,56,49,6	l r s N a aN
1018	suis	89,93,56,87	I u N g
1019	quoque	92,27,91	j p b
1020	rebus	49,42,7,93,87	a r d u g
1021	eos	42,27,87	r p g
1022	timere	9,56,96,8	ok N z o
1023	voluit	23,27,94,93,56,9	l p c u N ok
1024	cum	20,95	e h
1025	intellegerent	56,5,9,42,94,94,42,90,71,6	N s ok r c c r x q aN
1026	et	22	E
1027	posse	85,27,89,89,42	P p I I r
1028	et	22	E
1029	audere	2,93,11,8	C u k o
1030	populi	85,27,85,93,94,56	P p P u c N
1031	romani	49,27,96,2,5,56	a p z C s N
1032	transire	9,49,2,5,89,56,49,42	ok a C s I N a r
1033	accessit	2,86,86,42,89,89,56,9	C n n r I I N ok
1034	etiam	42,9,56,2,96	r ok N C z
1035	quod	92,27,11	j p k
1036	illa	56,94,94,2	N c c C
1037	pars	85,2,49,87	P C a g
1038	equitatus	42,0,56,9,2,9,93,87	r ol N ok C ok u g
1039	usipetum	93,89,56,85,42,9,46	u I N P r ok T
1040	et	22	E
1041	tencterorum	9,42,5,86,9,71,27,49,46	ok r s n ok q p a T
1042	quam	92,2,96	j C z
1043	supra	89,93,85,49,2	I u P a C
1044	commemoravi	20,27,96,96,42,96,27,49,2,23,56	e p z z r z p a C l N
1045	praedandi	85,49,2,42,11,2,5,11,56	P a C r k C s k N
1046	causa	20,2,93,89,2	e C u I C
1047	mosam	96,27,89,2,96	z p I C z
1048	transisse	9,49,2,5,89,56,89,89,42	ok a C s I N I I r
1049	neque	5,42,91	s r b
1050	proelio	85,49,27,42,94,56,27	P a p r c N p
1051	post	85,27,89,9	P p I ok
1052	suorum	89,93,27,49,46	I u p a T
1053	se	15	Ce
1054	trans	9,49,2,5,87	ok a C s g
1055	in	1	y
1056	sugambrorum	89,93,90,2,96,7,49,27,49,46	I u x C z d a p a T
1057	receperat	49,42,86,42,85,71,2,9	a r n r P q C ok
1058	seque	89,42,91	I r b
1059	cum	20,95	e h
1060	ad	97,2,11	v C k
1061	quos	92,27,87	j p g
1062	cum	20,95	e h
1063	caesar	20,2,42,89,2,49	e C r I C a
1064	nuntios	5,93,5,9,56,27,87	s u s ok N p g
1065	misisset	96,56,89,56,89,89,42,9	z N I N I I r ok
1066	qui	3	ar
1067	postularent	85,27,89,9,93,94,2,49,6	P p I ok u c C a aN
1068	eos	42,27,87	r p g
1069	qui	3	ar
1070	sibi	89,56,7,56	I N d N
1071	galliae	90,2,94,94,56,2,42	x C c c N C r
1072	bellum	7,42,94,94,46	d r c c T
1073	intulissent	56,5,9,93,94,56,89,89,6	N s ok u c N I I aN
1074	sibi	89,56,7,56	I N d N
1075	dederent	11,42,11,71,6	k r k q aN
1076	responderunt	49,42,89,85,27,5,11,71,93,5,9	a r I P p s k q u s ok
1077	populi	85,27,85,93,94,56	P p P u c N
1078	romani	49,27,96,2,5,56	a p z C s N
1079	imperium	56,96,85,71,56,46	N z P q N T
1080	si	89,56	I N
1081	se	15	Ce
1082	invito	56,5,23,56,9,27	N s l N ok p
1083	germanos	90,71,96,2,5,27,87	x q z C s p g
1084	in	1	y
1085	galliam	90,2,94,94,56,2,96	x C c c N C z
1086	transire	9,49,2,5,89,56,49,42	ok a C s I N a r
1087	non	5,27,5	s p s
1088	aequum	2,42,0,46	C r ol T
1089	cur	20,93,49	e u a
1090	sui	89,93,56	I u N
1091	quicquam	92,56,86,0,2,96	j N n ol C z
1092	esse	42,89,89,42	r I I r
1093	imperii	56,96,85,71,56,56	N z P q N N
1094	aut	2,93,9	C u ok
1095	potestatis	85,27,9,42,89,9,2,9,56,87	P p ok r I ok C ok N g
1096	trans	9,49,2,5,87	ok a C s g
1097	postularet	85,27,89,9,93,94,2,49,42,9	P p I ok u c C a r ok
1098	ubii	93,7,56,56	u d N N
1099	autem	2,93,9,42,96	C u ok r z
1100	qui	3	ar
1101	uni	93,5,56	u s N
1102	ex	10	ot
1103	ad	2,11	C k
1104	caesarem	20,2,42,89,2,49,42,96	e C r I C a r z
1105	legatos	94,42,90,2,9,27,87	c r x C ok p g
1106	miserant	96,56,89,71,2,5,9	z N I q C s ok
1107	amicitiam	2,96,56,86,56,9,56,2,96	C z N n N ok N C z
1108	obsides	27,7,89,56,11,42,87	p d I N k r g
1109	dederant	11,42,11,71,2,5,9	k r k q C s ok
1110	magnopere	96,2,90,5,27,85,8	z C x s p P o
1111	orabant	27,49,2,7,2,5,9	p a C d C s ok
1112	ut	12	al
1113	sibi	89,56,7,56	I N d N
1114	quod	92,27,11	j p k
1115	graviter	90,49,2,23,56,9,71	x a C l N ok q
1116	ab	2,7	C d
1117	suebis	89,93,42,7,56,87	I u r d N g
1118	premerentur	85,49,42,96,71,6,93,49	P a r z q aN u a
1119	vel	23,42,94	l r c
1120	si	89,56	I N
1121	id	56,11	N k
1122	occupationibus	27,86,86,93,85,2,9,56,27,5,56,7,93,87	p n n u P C ok N p s N d u g
1123	rei	49,42,56	a r N
1124	publicae	85,93,7,94,56,86,2,42	P u d c N n C r
1125	modo	96,27,11,27	z p k p
1126	transportaret	9,49,2,5,89,85,27,49,9,2,49,42,9	ok a C s I P p a ok C a r ok
1127	id	56,11	N k
1128	sibi	89,56,7,56	I N d N
1129	ad	2,11	C k
1130	spemque	89,85,42,96,91	I P r z b
1131	reliqui	49,42,94,56,0,56	a r c N ol N
1132	temporis	9,42,96,85,27,49,56,87	ok r z P p a N g
1133	satis	89,2,9,56,87	I C ok N g
1134	tantum	9,2,5,9,46	ok C s ok T
1135	esse	42,89,89,42	r I I r
1136	nomen	5,27,96,42,5	s p z r s
1137	atque	2,9,91	C ok b
1138	opinionem	27,85,56,5,56,27,5,42,96	p P N s N p s r z
1139	eius	42,56,93,87	r N u g
1140	ariovisto	2,49,56,27,23,56,89,9,27	C a N p l N I ok p
1141	pulso	85,93,94,89,27	P u c I p
1142	et	97,22	v E
1143	novissimo	5,27,23,56,89,89,56,96,27	s p l N I I N z p
1144	proelio	85,49,27,42,94,56,27	P a p r c N p
1145	etiam	42,9,56,2,96	r ok N C z
1146	ad	2,11	C k
1147	ultimas	93,94,9,56,96,2,87	u c ok N z C g
1148	germanorum	90,71,96,2,5,27,49,46	x q z C s p a T
1149	nationes	5,2,9,56,27,5,42,87	s C ok N p s r g
1150	uti	93,9,56	u ok N
1151	opinione	27,85,56,5,56,27,5,42	p P N s N p s r
1152	et	22	E
1153	amicitia	2,96,56,86,56,9,56,2	C z N n N ok N C
1154	populi	85,27,85,93,94,56	P p P u c N
1155	romani	49,27,96,2,5,56	a p z C s N
1156	tuti	9,93,9,56	ok u ok N
1157	esse	42,89,89,42	r I I r
1158	possint	85,27,89,89,56,5,9	P p I I N s ok
1159	navium	5,2,23,56,46	s C l N T
1160	magnam	96,2,90,5,2,96	z C x s C z
1161	copiam	20,27,85,56,2,96	e p P N C z
1162	ad	2,11	C k
1163	transportandum	9,49,2,5,89,85,27,49,9,2,5,11,46	ok a C s I P p a ok C s k T
1164	pollicebantur	85,27,94,94,56,86,42,7,2,5,9,93,49	P p c c N n r d C s ok u a
1165	caesar	20,2,42,89,2,49	e C r I C a
1166	de	11,42	k r
1167	causis	20,2,93,89,56,87	e C u I N g
1168	quas	92,2,87	j C g
1169	commemoravi	20,27,96,96,42,96,27,49,2,23,56	e p z z r z p a C l N
1170	transire	9,49,2,5,89,56,49,42	ok a C s I N a r
1171	decrevat	11,42,86,49,42,23,2,9	k r n a r l C ok
1172	sed	89,42,11	I r k
1173	navibus	5,2,23,56,7,93,87	s C l N d u g
1174	transire	9,49,2,5,89,56,49,42	ok a C s I N a r
1175	neque	5,42,91	s r b
1176	satis	89,2,9,56,87	I C ok N g
1177	tutum	9,93,9,46	ok u ok T
1178	esse	42,89,89,42	r I I r
1179	arbitrabatur	2,49,7,56,9,49,2,7,2,9,93,49	C a d N ok a C d C ok u a
1180	neque	5,42,91	s r b
1181	suae	89,93,2,42	I u C r
1182	neque	5,42,91	s r b
1183	populi	85,27,85,93,94,56	P p P u c N
1184	romani	49,27,96,2,5,56	a p z C s N
1185	dignitatis	11,56,90,5,56,9,2,9,56,87	k N x s N ok C ok N g
1186	esse	42,89,89,42	r I I r
1187	statuebat	89,9,2,9,93,42,7,2,9	I ok C ok u r d C ok
1188	itaque	56,9,2,91	N ok C b
1189	etsi	42,9,89,56	r ok I N
1190	summa	89,95,96,2	I h z C
1191	pontis	85,27,5,9,56,87	P p s ok N g
1192	proponebatur	85,49,27,85,27,5,42,7,2,9,93,49	P a p P p s r d C ok u a
1193	propter	85,49,27,85,9,71	P a p P ok q
1194	latitudinem	94,2,9,56,9,93,11,56,5,42,96	c C ok N ok u k N s r z
1195	rapiditatem	49,2,85,56,11,56,9,2,9,42,96	a C P N k N ok C ok r z
1196	altitudinemque	2,94,9,56,9,93,11,56,5,42,96,91	C c ok N ok u k N s r z b
1197	tamen	9,2,96,42,5	ok C z r s
1198	id	56,11	N k
1199	sibi	89,56,7,56	I N d N
1200	contendendum	13,9,42,5,11,42,5,11,46	S ok r s k r s k T
1201	aut	2,93,9	C u ok
1202	aliter	2,94,56,9,71	C c N ok q
1203	non	5,27,5	s p s
1204	traducendum	9,49,2,11,93,86,42,5,11,46	ok a C k u n r s k T
