carrier	component_id	component_size	seq_len	entry_flag	closure_flag	k_flag	train_n	held_n	train_folios	held_folios	train_sections	held_sections	train_line_initial_rate	held_line_initial_rate	train_logodds_H	held_logodds_H	train_logodds_PB	held_logodds_PB	train_logodds_B	held_logodds_B	train_logodds_P	held_logodds_P	train_logodds_T	held_logodds_T
ok+Ey	X001	200	2	0	1	1	58	77	23	11	B:11;C:0;H:11;P:8;S:26;T:2	B:4;C:0;H:1;P:0;S:71;T:1	0.051724	0.103896	-1.116894	-2.166526	0.214153	-0.596325	-0.260164	0.280568	1.250490	-2.216377	-0.691033	-1.063244
ok+aI	X001	200	2	0	0	1	77	53	20	11	B:29;C:0;H:14;P:0;S:27;T:7	B:5;C:0;H:4;P:0;S:43;T:1	0.103896	0.037736	-1.176428	-0.627256	0.423977	0.023934	0.664701	0.901957	-2.020967	-1.843180	0.188499	-0.684172
ok+am	X001	200	2	0	0	1	17	9	12	7	B:0;C:0;H:12;P:0;S:4;T:1	B:0;C:0;H:2;P:0;S:6;T:1	0.000000	0.000000	1.126182	0.675632	-2.637076	-0.744385	-2.397454	0.126946	-0.529789	-0.110040	0.030558	1.141314
ok+ar	X001	200	2	0	0	1	72	33	24	12	B:11;C:0;H:29;P:1;S:18;T:13	B:2;C:0;H:5;P:0;S:24;T:2	0.055556	0.030303	-0.084449	0.128694	-0.659536	-0.334090	-0.519379	0.539947	-0.840399	-1.372882	0.950176	0.341652
ok+edy	X001	200	2	0	1	1	51	34	21	8	B:16;C:0;H:23;P:0;S:4;T:8	B:3;C:0;H:1;P:0;S:27;T:3	0.019608	0.000000	0.111607	-1.335635	0.153623	0.003404	0.393856	0.878728	-1.610926	-1.402404	0.798572	0.680037
ok+eol	X001	200	2	0	0	1	33	10	14	6	B:2;C:0;H:7;P:18;S:6;T:0	B:1;C:0;H:1;P:1;S:7;T:0	0.030303	0.000000	-0.959417	-0.072521	1.339739	0.978433	-1.376297	1.227857	3.221918	0.990407	-1.777757	-0.170727
ok+ey	X001	200	2	0	1	1	27	13	16	4	B:4;C:0;H:10;P:7;S:5;T:1	B:0;C:0;H:0;P:0;S:13;T:0	0.037037	0.076923	-0.206882	-1.523708	0.559227	-1.096235	-0.494593	-0.224878	2.027353	-0.461869	-0.443762	-0.422364
ok+ol	X001	200	2	0	0	1	32	15	23	8	B:6;C:0;H:16;P:7;S:2;T:1	B:0;C:0;H:3;P:7;S:4;T:1	0.125000	0.133333	0.304725	0.501386	0.552655	2.082168	-0.246795	-0.363241	1.808842	2.722259	-0.616872	0.606587
okaN	X001	200	1	0	1	0	119	80	39	17	B:26;C:0;H:48;P:1;S:37;T:7	B:3;C:0;H:9;P:3;S:61;T:4	0.084034	0.062500	-0.084405	-0.246882	-0.295260	-0.240177	-0.102483	-0.026482	-1.348050	-0.264952	-0.281100	0.041104
okal	X001	200	1	0	0	0	86	24	30	13	B:16;C:0;H:28;P:2;S:35;T:5	B:3;C:0;H:4;P:1;S:15;T:1	0.046512	0.000000	-0.416604	0.257753	-0.391199	0.686550	-0.294493	1.261729	-0.496236	0.083189	-0.268456	0.122767
oky	X001	200	1	0	1	0	61	22	37	13	B:8;C:0;H:38;P:4;S:3;T:8	B:4;C:0;H:8;P:1;S:8;T:1	0.049180	0.045455	0.800340	1.243547	-0.458106	1.046809	-0.682404	1.665960	0.480048	0.172353	0.591115	0.211930
ol	X001	200	1	0	0	0	220	102	44	16	B:113;C:0;H:51;P:13;S:26;T:17	B:24;C:4;H:9;P:5;S:56;T:4	0.063636	0.068627	-0.895654	-0.517788	1.226572	1.309923	1.229906	1.956273	0.297184	-0.041021	-0.025311	-0.214046
ol+Cedy	X001	200	2	0	1	0	26	13	9	7	B:21;C:0;H:1;P:0;S:1;T:3	B:2;C:1;H:0;P:0;S:9;T:1	0.076923	0.000000	-2.530998	-1.523708	2.286032	0.675813	2.526307	1.549719	-0.945197	-0.461869	0.525057	0.755222
ol+Cey	X001	200	2	0	1	0	13	6	9	6	B:8;C:0;H:3;P:0;S:2;T:0	B:1;C:1;H:0;P:0;S:4;T:0	0.230769	0.000000	-0.794882	-0.791988	1.355797	0.902243	1.595636	1.774826	-0.270071	0.269773	-0.867830	0.309276
ol+Sedy	X001	200	2	0	1	0	16	7	9	3	B:12;C:0;H:1;P:0;S:2;T:1	B:0;C:0;H:0;P:0;S:5;T:2	0.125000	0.000000	-2.032304	-0.935208	1.942890	-0.507771	2.182859	0.363548	-0.470897	0.126564	0.093132	2.089689
ol+aN	X001	200	2	0	1	0	30	13	19	9	B:4;C:0;H:9;P:3;S:8;T:6	B:1;C:2;H:1;P:1;S:8;T:0	0.066667	0.076923	-0.513276	-0.347315	-0.223030	0.675813	-0.614932	0.953101	0.966815	0.715647	1.104196	-0.422364
ol+y	X001	200	2	0	1	0	37	13	19	6	B:19;C:0;H:10;P:0;S:2;T:6	B:4;C:0;H:2;P:0;S:7;T:0	0.027027	0.000000	-0.659724	0.247712	0.974130	1.456927	1.214392	2.333398	-1.292961	-0.461869	0.852506	-0.422364
olk+Edy	X001	200	2	0	1	1	28	12	13	6	B:11;C:0;H:3;P:0;S:10;T:4	B:3;C:0;H:0;P:0;S:7;T:2	0.142857	0.000000	-1.683468	-1.446628	0.500318	1.204589	0.740307	2.079769	-1.018060	-0.384800	0.735253	1.442524
olk+Ey	X001	200	2	0	1	1	23	13	11	9	B:13;C:0;H:1;P:0;S:5;T:4	B:1;C:0;H:0;P:1;S:10;T:1	0.173913	0.230769	-2.405578	-1.523708	1.172314	0.675813	1.412341	0.953101	-0.824898	0.715647	0.963780	0.755222
olk+aN	X001	200	2	0	1	1	20	14	14	6	B:5;C:0;H:5;P:0;S:6;T:4	B:3;C:1;H:0;P:0;S:10;T:0	0.000000	0.142857	-0.732557	-1.595286	-0.116819	1.013308	0.122961	1.888500	-0.688167	-0.533436	1.130994	-0.493930
olk+edy	X001	200	2	0	1	1	16	7	8	4	B:12;C:0;H:1;P:0;S:1;T:2	B:3;C:0;H:0;P:0;S:4;T:0	0.000000	0.000000	-2.032304	-0.935208	1.942890	1.952368	2.182859	2.827515	-0.470897	0.126564	0.671310	0.166068
op+Cedy	X001	200	2	0	1	0	26	19	16	8	B:10;C:1;H:4;P:0;S:7;T:4	B:1;C:0;H:0;P:0;S:18;T:0	0.000000	0.000000	-1.306618	-1.892148	0.468082	-0.312249	0.708034	0.560420	-0.945197	-0.830240	0.820518	-0.790734
op+Cey	X001	200	2	0	1	0	16	9	13	6	B:3;C:0;H:5;P:1;S:4;T:3	B:0;C:0;H:0;P:0;S:8;T:1	0.000000	0.000000	-0.433722	-1.171834	-0.102344	-0.744385	-0.191156	0.126946	0.691352	-0.110040	1.079903	1.141314
or	X001	200	1	0	0	0	170	56	46	16	B:30;C:4;H:85;P:11;S:17;T:23	B:1;C:5;H:12;P:4;S:26;T:8	0.100000	0.071429	0.306843	0.507112	-0.220360	-0.036425	-0.371378	-0.542143	0.400273	0.380381	0.598038	1.143546
or+aI	X001	200	2	0	0	0	15	8	10	6	B:5;C:0;H:4;P:2;S:4;T:0	B:2;C:0;H:1;P:0;S:5;T:0	0.266667	0.250000	-0.634509	0.164105	0.794937	1.246923	0.512749	2.120796	1.341496	0.001293	-1.006087	0.040797
or+aN	X001	200	2	0	1	0	31	19	18	9	B:1;C:0;H:10;P:1;S:13;T:6	B:0;C:3;H:1;P:1;S:9;T:5	0.096774	0.105263	-0.413077	-0.740072	-1.550309	-0.312249	-1.855003	-0.593242	0.013691	0.322958	1.064137	1.913525
os	X001	200	1	0	0	0	13	6	10	6	B:1;C:0;H:8;P:2;S:1;T:1	B:0;C:1;H:1;P:1;S:2;T:1	0.076923	0.000000	0.740056	0.474498	-0.179340	0.902243	-0.961841	0.506755	1.501941	1.537381	0.308404	1.576955
ot+Cdy	X001	200	2	0	1	0	13	11	11	5	B:3;C:0;H:7;P:0;S:2;T:1	B:0;C:1;H:0;P:0;S:7;T:3	0.153846	0.000000	0.447637	-1.363128	-0.179340	-0.935667	0.060352	-0.064322	-0.270071	-0.301311	0.308404	1.992433
ot+Cedy	X001	200	2	0	1	0	14	18	10	7	B:4;C:2;H:2;P:0;S:5;T:1	B:0;C:3;H:1;P:0;S:11;T:3	0.071429	0.055556	-1.305994	-0.684383	0.072147	-1.411882	0.311872	-0.540491	-0.341582	-0.777489	0.231390	1.390906
ot+Cey	X001	200	2	0	1	0	14	11	12	9	B:3;C:2;H:6;P:0;S:3;T:0	B:0;C:0;H:3;P:0;S:7;T:1	0.142857	0.090909	0.035985	0.887524	-0.270381	-0.935667	-0.030684	-0.064322	-0.341582	-0.301311	-0.939342	0.929790
ot+Col	X001	200	2	0	0	0	17	8	12	8	B:0;C:0;H:17;P:0;S:0;T:0	B:0;C:0;H:5;P:1;S:0;T:2	0.470588	0.000000	3.861557	2.228812	-2.637076	0.591862	-2.397454	0.238278	-0.529789	1.227011	-1.127555	1.922527
ot+Cy	X001	200	2	0	1	0	32	7	22	6	B:1;C:0;H:27;P:0;S:3;T:1	B:0;C:0;H:3;P:0;S:2;T:2	0.156250	0.000000	1.916381	1.523989	-2.127042	-0.507771	-1.887329	0.363548	-1.149602	0.126564	-0.616872	2.089689
ot+Edy	X001	200	2	0	1	0	44	43	16	9	B:19;C:2;H:4;P:0;S:15;T:4	B:0;C:1;H:0;P:0;S:42;T:0	0.045455	0.046512	-1.895947	-2.697358	0.652740	-2.269704	0.893031	-1.398149	-1.464471	-1.635178	0.231767	-1.595666
ot+Ey	X001	200	2	0	1	0	48	47	19	12	B:12;C:3;H:7;P:4;S:20;T:2	B:3;C:2;H:2;P:0;S:39;T:1	0.083333	0.085106	-1.409251	-1.131709	0.242123	-0.343571	0.087554	0.531839	0.737016	-1.723579	-0.495708	-0.562164
ot+aI	X001	200	2	0	0	0	51	43	19	8	B:20;C:2;H:11;P:0;S:12;T:6	B:2;C:0;H:0;P:0;S:41;T:0	0.019608	0.023256	-0.956866	-2.697358	0.491201	-0.610930	0.731551	0.263173	-1.610926	-1.635178	0.484031	-1.595666
ot+aN	X001	200	2	0	1	0	90	44	32	9	B:12;C:3;H:28;P:0;S:39;T:8	B:0;C:1;H:2;P:0;S:40;T:1	0.044444	0.000000	-0.483088	-1.063142	-0.921235	-2.292546	-0.680956	-1.420984	-2.176712	-1.658014	0.156441	-0.495149
ot+am	X001	200	2	0	0	0	28	15	18	10	B:2;C:1;H:11;P:0;S:7;T:7	B:0;C:0;H:3;P:1;S:10;T:1	0.000000	0.000000	-0.115795	0.501386	-1.442857	-0.068175	-1.203131	-0.363241	-1.018060	0.567011	1.378687	0.606587
ot+ar	X001	200	2	0	0	0	59	45	22	13	B:14;C:1;H:16;P:0;S:19;T:9	B:1;C:1;H:2;P:2;S:35;T:4	0.016949	0.022222	-0.666989	-1.086518	-0.224803	-0.297359	0.015404	-0.320073	-1.755734	-0.022067	0.760820	0.656483
ot+edy	X001	200	2	0	1	0	73	55	22	10	B:33;C:0;H:22;P:0;S:14;T:4	B:4;C:2;H:0;P:0;S:43;T:6	0.082192	0.000000	-0.525644	-2.942415	0.732639	-0.238120	0.973466	0.638627	-1.967767	-1.880098	-0.309814	0.850908
ot+eol	X001	200	2	0	0	0	16	11	14	8	B:1;C:0;H:10;P:3;S:2;T:0	B:1;C:0;H:1;P:1;S:7;T:1	0.250000	0.000000	0.784457	-0.172724	-0.102344	0.867094	-1.177146	1.127667	1.679034	0.890216	-1.068661	0.929790
ot+ey	X001	200	2	0	1	0	22	16	15	8	B:9;C:1;H:4;P:1;S:4;T:3	B:2;C:0;H:1;P:0;S:13;T:0	0.000000	0.000000	-1.110531	-0.562784	0.745990	0.443672	0.808609	1.317598	0.363829	-0.662863	0.711857	-0.623357
ot+ol	X001	200	2	0	0	0	40	16	29	10	B:8;C:0;H:23;P:1;S:5;T:3	B:0;C:0;H:7;P:1;S:6;T:2	0.125000	0.187500	0.600251	1.541132	-0.279834	-0.134979	-0.182602	-0.425868	-0.245348	0.500212	0.056966	1.119321
ot+or	X001	200	2	0	0	0	23	9	18	8	B:4;C:0;H:13;P:1;S:4;T:1	B:0;C:0;H:4;P:0;S:4;T:1	0.173913	0.111111	0.556204	1.575216	-0.293956	-0.744385	-0.307749	0.126946	0.318315	-0.110040	-0.279918	1.141314
otal	X001	200	1	0	0	0	72	30	31	10	B:15;C:0;H:20;P:2;S:23;T:12	B:0;C:0;H:2;P:0;S:27;T:1	0.041667	0.000000	-0.638284	-0.661870	-0.235593	-1.913196	-0.152549	-1.041727	-0.314372	-1.278739	0.855883	-0.105269
oty	X001	200	1	0	1	0	67	26	33	11	B:13;C:1;H:35;P:1;S:12;T:5	B:1;C:0;H:11;P:0;S:14;T:0	0.044776	0.038462	0.393855	1.481133	-0.387325	-0.633949	-0.237333	0.238766	-0.767645	-1.137726	-0.001999	-1.098217
p+Cedy	X001	200	2	0	1	0	17	11	14	7	B:9;C:0;H:2;P:0;S:3;T:3	B:2;C:0;H:0;P:0;S:8;T:1	0.470588	0.363636	-1.521362	-1.363128	1.031671	0.867094	1.271556	1.740987	-0.529789	-0.301311	1.008390	0.929790
qo	X001	200	1	1	0	0	17	7	10	5	B:4;C:0;H:8;P:0;S:1;T:4	B:0;C:0;H:1;P:0;S:6;T:0	0.176471	0.285714	0.193170	0.307325	-0.179374	-0.507771	0.060364	0.363548	-0.529789	0.126564	1.331826	0.166068
qo+aN	X001	200	2	1	1	0	12	9	10	8	B:0;C:0;H:6;P:0;S:4;T:2	B:0;C:0;H:2;P:1;S:6;T:0	0.333333	0.111111	0.304420	0.675632	-2.300259	0.466586	-2.060659	0.126946	-0.193058	1.101740	0.994298	-0.070536
qo+daN	X001	200	2	1	1	0	26	15	11	8	B:0;C:3;H:11;P:0;S:11;T:1	B:0;C:2;H:3;P:1;S:7;T:2	0.038462	0.000000	0.005737	0.501386	-3.052639	-0.068175	-2.812980	-0.363241	-0.945197	0.567011	-0.405242	1.190887
qo+p+Cedy	X001	200	3	1	1	0	15	15	9	8	B:5;C:0;H:0;P:0;S:7;T:3	B:1;C:0;H:0;P:0;S:13;T:1	0.000000	0.066667	-3.131032	-1.662097	0.272990	-0.068175	0.512749	0.804468	-0.408325	-0.600235	1.156918	0.606587
qok+Cdy	X001	200	2	1	1	0	37	12	19	8	B:9;C:1;H:15;P:0;S:8;T:4	B:1;C:0;H:0;P:0;S:7;T:4	0.054054	0.083333	-0.068580	-1.446628	-0.179544	0.163966	0.060424	1.036589	-1.292961	-0.384800	0.421898	2.245663
qok+Cedy	X001	200	2	1	1	0	18	20	10	5	B:4;C:1;H:2;P:0;S:10;T:1	B:1;C:0;H:0;P:0;S:19;T:0	0.111111	0.050000	-1.583968	-1.942277	-0.250902	-0.365006	-0.011160	0.507669	-0.585410	-0.880359	-0.028336	-0.840852
qok+Cey	X001	200	2	1	1	0	16	9	10	4	B:3;C:1;H:4;P:0;S:7;T:1	B:0;C:0;H:1;P:0;S:8;T:0	0.187500	0.000000	-0.717976	0.038823	-0.430861	-0.744385	-0.191156	0.126946	-0.470897	-0.110040	0.093132	-0.070536
qok+Cy	X001	200	2	1	1	0	47	14	30	8	B:3;C:0;H:33;P:0;S:9;T:2	B:0;C:0;H:9;P:1;S:4;T:0	0.255319	0.071429	1.144267	2.325949	-1.625797	0.003397	-1.385962	-0.296443	-1.529867	0.638578	-0.473915	-0.493930
qok+E+ey	X001	200	3	1	1	0	17	9	9	5	B:4;C:0;H:2;P:1;S:9;T:1	B:0;C:0;H:0;P:0;S:9;T:0	0.176471	0.111111	-1.521362	-1.171834	0.098499	-0.744385	0.060364	0.126946	0.628780	-0.110040	0.030558	-0.070536
qok+am	X001	200	2	1	0	0	18	7	14	6	B:5;C:1;H:6;P:0;S:6;T:0	B:0;C:0;H:1;P:0;S:6;T:0	0.000000	0.000000	-0.350019	0.307325	0.021469	-0.507771	0.261241	0.363548	-0.585410	0.126564	-1.183179	0.166068
qok+ar	X001	200	2	1	0	0	106	39	27	11	B:38;C:1;H:27;P:1;S:18;T:21	B:3;C:1;H:3;P:3;S:26;T:3	0.056604	0.025641	-0.760974	-0.573059	0.385746	0.563733	0.586268	0.730870	-1.231174	0.492452	1.056510	0.532173
qok+e+ody	X001	200	3	1	1	0	14	12	7	5	B:0;C:0;H:4;P:5;S:1;T:4	B:0;C:1;H:0;P:8;S:3;T:0	0.071429	0.083333	-0.543451	-1.446628	0.373142	2.844800	-2.209208	-0.147810	2.484759	3.485700	1.583301	-0.345295
qok+eol	X001	200	2	1	0	0	26	11	14	7	B:1;C:0;H:5;P:14;S:6;T:0	B:0;C:0;H:1;P:3;S:7;T:0	0.000000	0.272727	-1.060284	-0.172724	1.219769	1.315928	-1.675631	-0.064322	3.189235	1.952718	-1.542981	-0.261806
qok+ey	X001	200	2	1	1	0	59	31	21	8	B:23;C:0;H:8;P:7;S:12;T:9	B:2;C:0;H:0;P:1;S:28;T:0	0.101695	0.032258	-1.500718	-2.373152	0.955970	0.103828	0.721099	0.605757	1.085312	-0.178292	0.760820	-1.271599
qok+ol	X001	200	2	1	0	0	61	20	29	11	B:18;C:0;H:22;P:7;S:10;T:4	B:1;C:0;H:6;P:9;S:4;T:0	0.114754	0.100000	-0.259334	0.973875	0.562651	2.210192	0.304933	0.507669	1.047821	2.659764	-0.119628	-0.840852
qok+or	X001	200	2	1	0	0	19	9	13	7	B:1;C:0;H:10;P:1;S:7;T:0	B:1;C:0;H:1;P:1;S:5;T:1	0.263158	0.000000	0.404711	0.038823	-1.027293	1.103709	-1.354271	1.339189	0.514266	1.101740	-1.235876	1.141314
qok+y	X001	200	2	1	1	0	93	33	36	11	B:43;C:1;H:27;P:3;S:12;T:7	B:4;C:0;H:7;P:2;S:20;T:0	0.053763	0.030303	-0.581301	0.513253	0.902893	0.761772	1.015437	1.198168	-0.227607	0.302003	-0.016893	-1.333372
qokEdy	X001	200	1	0	0	0	187	102	21	10	B:132;C:1;H:11;P:0;S:34;T:9	B:2;C:0;H:0;P:0;S:99;T:1	0.128342	0.049020	-2.440613	-3.561535	1.808884	-1.502108	2.053183	-0.627613	-2.910177	-2.498678	-0.508686	-1.348723
qokEy	X001	200	1	0	0	0	144	131	31	14	B:60;C:2;H:18;P:7;S:45;T:12	B:5;C:0;H:3;P:5;S:117;T:1	0.138889	0.061069	-1.626971	-1.842721	0.787606	-0.250971	0.831872	-0.065094	0.118098	-0.304569	0.068071	-1.603190
qokaI	X001	200	1	0	0	0	198	74	20	8	B:150;C:1;H:7;P:0;S:32;T:8	B:3;C:0;H:0;P:1;S:70;T:0	0.090909	0.054054	-2.951390	-3.239108	2.074749	-0.554311	2.319653	0.054741	-2.967760	-1.062504	-0.686234	-2.137053
qokaN	X001	200	1	0	1	0	189	68	28	13	B:75;C:3;H:29;P:1;S:62;T:19	B:1;C:0;H:4;P:1;S:61;T:1	0.116402	0.088235	-1.400066	-0.893744	0.530324	-1.085278	0.750719	-0.739172	-1.815873	-0.976695	0.262844	-0.937108
qokal	X001	200	1	0	0	0	139	32	24	9	B:87;C:2;H:12;P:1;S:24;T:13	B:5;C:2;H:0;P:0;S:24;T:1	0.086331	0.062500	-2.027670	-2.404524	1.472645	0.593692	1.684526	1.471577	-1.505045	-1.342469	0.192308	-0.171082
qokedy	X001	200	1	0	0	0	182	61	25	11	B:120;C:1;H:39;P:0;S:14;T:8	B:11;C:1;H:1;P:0;S:45;T:3	0.076923	0.065574	-0.993563	-1.929961	1.592568	0.727066	1.836477	1.612968	-2.882889	-1.983402	-0.597642	0.058084
qol	X001	200	1	1	0	0	72	28	13	8	B:64;C:0;H:1;P:0;S:4;T:3	B:10;C:0;H:1;P:0;S:17;T:0	0.111111	0.142857	-3.565964	-1.137560	2.956592	1.642892	3.198338	2.527261	-1.954016	-1.210701	-0.561737	-1.171192
qot+Cdy	X001	200	2	1	1	0	12	8	8	5	B:1;C:0;H:4;P:0;S:6;T:1	B:0;C:1;H:0;P:0;S:5;T:2	0.000000	0.000000	-0.331971	-1.060490	-1.118024	-0.633047	-0.878394	0.238278	-0.193058	0.001293	0.391839	1.922527
qot+Cy	X001	200	2	1	1	0	50	11	31	6	B:4;C:0;H:45;P:0;S:1;T:0	B:0;C:0;H:4;P:1;S:6;T:0	0.340000	0.090909	2.422001	1.264823	-1.418411	0.255051	-1.178535	-0.064322	-1.591265	0.890216	-2.189097	-0.261806
qot+Edy	X001	200	2	1	1	0	50	22	15	9	B:36;C:0;H:2;P:0;S:10;T:2	B:1;C:0;H:0;P:0;S:21;T:0	0.160000	0.000000	-2.664913	-2.035606	1.847871	-0.462871	2.088690	0.409818	-1.591265	-0.973665	-0.537927	-0.934157
qot+Ey	X001	200	2	1	1	0	26	14	16	7	B:6;C:2;H:8;P:1;S:8;T:1	B:0;C:0;H:0;P:0;S:14;T:0	0.153846	0.000000	-0.474079	-1.595286	-0.036169	-1.167807	0.010313	-0.296443	0.192997	-0.533436	-0.405242	-0.493930
qot+aI	X001	200	2	1	0	0	34	25	11	8	B:17;C:0;H:0;P:0;S:13;T:4	B:2;C:0;H:0;P:0;S:23;T:0	0.088235	0.000000	-3.932778	-2.161127	0.921209	-0.040197	1.161400	0.833787	-1.209425	-1.099152	0.515878	-1.059643
qot+aN	X001	200	2	1	1	0	55	23	22	7	B:13;C:3;H:14;P:0;S:20;T:5	B:0;C:1;H:0;P:0;S:21;T:1	0.090909	0.000000	-0.749193	-2.079211	-0.228020	-1.651677	0.012141	-0.780254	-1.685934	-1.017258	0.211838	0.166360
qot+al	X001	200	2	1	0	0	40	14	17	8	B:22;C:0;H:6;P:0;S:6;T:6	B:1;C:0;H:0;P:0;S:12;T:1	0.000000	0.071429	-1.367133	-1.595286	1.117750	0.003397	1.358113	0.876033	-1.370077	-0.533436	0.761373	0.678153
qot+ar	X001	200	2	1	0	0	36	23	17	9	B:13;C:1;H:8;P:0;S:7;T:7	B:0;C:0;H:1;P:0;S:21;T:1	0.027778	0.000000	-0.907068	-0.936293	0.365793	-1.651677	0.605875	-0.780254	-1.265881	-1.017258	1.061921	0.166360
qot+edy	X001	200	2	1	1	0	56	21	19	8	B:33;C:0;H:12;P:0;S:7;T:4	B:3;C:0;H:0;P:0;S:17;T:1	0.035714	0.047619	-0.967898	-1.990025	1.278113	0.537093	1.518868	1.412331	-1.703843	-0.928095	-0.028388	0.259665
qot+ol	X001	200	2	1	0	0	29	10	17	9	B:6;C:0;H:14;P:2;S:5;T:2	B:0;C:0;H:4;P:1;S:4;T:1	0.172414	0.200000	0.237887	1.408043	-0.008609	0.355247	-0.126457	0.026756	0.629277	0.990407	0.030577	1.029981
qot+y	X001	200	2	1	1	0	55	21	26	10	B:21;C:2;H:22;P:0;S:6;T:4	B:2;C:0;H:8;P:0;S:11;T:0	0.072727	0.000000	-0.094064	1.315125	0.447824	0.146841	0.688220	1.020799	-1.685934	-0.928095	-0.009103	-0.888587
r	X001	200	1	0	0	0	46	19	31	10	B:17;C:0;H:25;P:0;S:1;T:3	B:1;C:0;H:2;P:0;S:15;T:1	0.086957	0.000000	0.475967	-0.172856	0.398193	-0.312249	0.638434	0.560420	-1.508538	-0.830240	-0.091776	0.362535
r+aN	X001	200	2	0	1	0	35	25	15	9	B:10;C:1;H:3;P:2;S:17;T:2	B:0;C:0;H:1;P:0;S:23;T:1	0.000000	0.000000	-1.926630	-1.021689	0.288659	-1.733582	0.272134	-0.862145	0.431608	-1.099152	-0.167104	0.080987
r+ol	X001	200	2	0	0	0	15	6	8	5	B:11;C:0;H:1;P:0;S:0;T:3	B:2;C:0;H:0;P:0;S:4;T:0	0.000000	0.000000	-1.965527	-0.791988	1.859336	1.614874	2.099271	2.488733	-0.408325	0.269773	1.156918	0.309276
s	X001	200	1	0	0	0	129	26	50	17	B:7;C:0;H:99;P:8;S:9;T:6	B:1;C:0;H:10;P:4;S:9;T:2	0.069767	0.038462	1.495636	1.326816	-1.085573	0.840504	-1.640686	0.238766	0.368873	1.230919	-0.518691	0.593721
s+aI	X001	200	2	0	0	0	42	20	18	10	B:18;C:1;H:5;P:1;S:9;T:8	B:1;C:1;H:2;P:1;S:15;T:0	0.428571	0.800000	-1.617942	-0.228545	0.734556	0.199598	0.880251	0.507669	-0.294844	0.270207	1.030857	-0.840852
s+aN	X001	200	2	0	1	0	88	39	36	14	B:28;C:1;H:36;P:1;S:16;T:6	B:1;C:0;H:3;P:7;S:26;T:2	0.409091	0.487179	-0.059537	-0.573059	0.218805	0.895836	0.408151	-0.174601	-1.043169	1.378497	-0.113042	0.166652
s+al	X001	200	2	0	0	0	28	9	18	7	B:15;C:0;H:7;P:2;S:1;T:3	B:1;C:0;H:3;P:1;S:4;T:0	0.250000	0.333333	-0.749897	1.156026	1.341476	1.103709	1.299396	1.339189	0.666370	1.101740	0.443271	-0.070536
s+ar	X001	200	2	0	0	0	42	11	22	8	B:12;C:1;H:9;P:4;S:14;T:2	B:3;C:0;H:1;P:2;S:4;T:1	0.404762	0.545455	-0.957796	-0.172724	0.446632	2.038451	0.267528	2.191101	0.882157	1.503071	-0.357236	0.929790
s+ol	X001	200	2	0	0	0	36	6	17	6	B:23;C:0;H:8;P:2;S:2;T:1	B:1;C:0;H:2;P:1;S:2;T:0	0.583333	0.500000	-0.907068	1.186815	1.719338	1.614874	1.717209	1.774826	0.402142	1.537381	-0.736632	0.309276
s+or	X001	200	2	0	0	0	31	7	24	7	B:10;C:0;H:15;P:2;S:2;T:2	B:1;C:0;H:2;P:1;S:3;T:0	0.645161	0.571429	0.242088	0.986025	0.475521	1.414090	0.443018	1.607666	0.558969	1.370220	-0.039735	0.166068
t+Cedy	X001	200	2	0	1	0	22	9	16	5	B:10;C:2;H:7;P:0;S:3;T:0	B:0;C:1;H:0;P:0;S:7;T:1	0.772727	0.777778	-0.422170	-1.171834	0.745990	-0.744385	0.985925	0.126946	-0.781361	-0.110040	-1.379137	1.141314
t+aN	X001	200	2	0	1	0	24	10	16	8	B:2;C:1;H:10;P:0;S:10;T:1	B:1;C:0;H:1;P:1;S:7;T:0	0.375000	0.400000	-0.018573	-0.072521	-1.278952	0.978433	-1.039242	1.227857	-0.866622	0.990407	-0.323457	-0.170727
t+ar	X001	200	2	0	0	0	18	9	13	7	B:2;C:0;H:8;P:0;S:4;T:4	B:0;C:0;H:1;P:0;S:7;T:1	0.444444	0.333333	0.093001	0.038823	-0.968383	-0.744385	-0.728699	0.126946	-0.585410	-0.110040	1.260313	1.141314
t+edy	X001	200	2	0	1	0	18	8	12	6	B:11;C:0;H:6;P:0;S:1;T:0	B:2;C:1;H:0;P:0;S:4;T:1	0.055556	0.000000	-0.350019	-1.060490	1.348304	1.246923	1.588251	2.120796	-0.585410	0.001293	-1.183179	1.266585
y+CEy	X001	200	2	0	0	0	12	11	9	9	B:1;C:0;H:4;P:1;S:6;T:0	B:0;C:0;H:1;P:0;S:9;T:1	0.833333	0.909091	-0.331971	-0.172724	-0.515985	-0.935667	-0.878394	-0.064322	0.990051	-0.301311	-0.790815	0.929790
yk+Edy	X001	200	2	0	1	1	15	8	13	6	B:5;C:0;H:7;P:0;S:2;T:1	B:1;C:1;H:0;P:0;S:5;T:1	0.200000	0.125000	0.179202	-1.060490	0.272990	0.591862	0.512749	1.464459	-0.408325	0.001293	0.159877	1.266585
yk+Ey	X001	200	2	0	1	1	30	15	21	10	B:7;C:1;H:12;P:3;S:5;T:2	B:1;C:0;H:3;P:3;S:8;T:0	0.166667	0.333333	-0.087952	0.501386	0.250743	1.265646	0.016850	0.804468	0.966815	1.566625	-0.005195	-0.560729
