statement_id	page	record	events	surface_sequence	component_sequence	compact_atomic_sequence_de	image_owner	owner_noun_de	owner_context_de	owner_kind	owner_break_inside_statement	owner_supplied_expansions_de	compact_owner_reading_de	closes
B2-S004	f82r	B2	5	qokal lcheckhy lched qokeey lcheckhedy	OK+AL | L+CKH+Y | L+CHD | OK+EE+Y | L+CKH+E+DY	ANSETZEN · ZIEL | WEITERLEITEN · DURCHLASS · DIES | WEITERLEITEN · UMSETZEN | ANSETZEN · LANG · DIES | WEITERLEITEN · DURCHLASS · KURZ · SCHLUSS	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	die oberen Paarbecken mit Zylinder	an den oberen Paarbecken mit Zylinder	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	DIES=aktueller Posten an den oberen Paarbecken mit Zylinder | ZIEL=bezeichnetes Ziel an den oberen Paarbecken mit Zylinder	An den oberen Paarbecken mit Zylinder: Am Ziel ansetzen; den Posten durch den Durchlass weiterleiten und umsetzen, laenger ansetzen, danach kurz durch den Durchlass weiterleiten und schliessen.	YES
B2-S005	f82r	B2	8	qokaly solkaiin chckhy qokaiin qokaiin octheol chkeey ldy	OK+AL+Y | SOLK+AIIN | CKH+Y | OK+AIIN | OK+AIIN | O+CTH+E+OL | CHK+EE+Y | L+DY	ANSETZEN · ZIEL · DIES | AUFFANGEN · MASS | DURCHLASS · DIES | ANSETZEN · MASS | ANSETZEN · MASS | GANG · BEREIT · KURZ · FORTSETZEN | WAERMEN · LANG · DIES | WEITERLEITEN · SCHLUSS	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	die oberen Paarbecken mit Zylinder	an den oberen Paarbecken mit Zylinder	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	DIES=aktueller Posten an den oberen Paarbecken mit Zylinder | ZIEL=bezeichnetes Ziel an den oberen Paarbecken mit Zylinder	An den oberen Paarbecken mit Zylinder: Den Posten am Ziel ansetzen und nach Mass auffangen. Ihn durch den Durchlass fuehren, zweimal nach Mass ansetzen, im Gang kurz bis zur Bereitschaft fortsetzen, laenger erwaermen, weiterleiten und schliessen.	YES
B2-S006	f82r	B2	4	oteey qokal sheckhy qoky	OT+EE+Y | OK+AL | SH+E+CKH+Y | OK+Y	DANACH · LANG · DIES | ANSETZEN · ZIEL | HALTEN · KURZ · DURCHLASS · DIES | ANSETZEN · DIES	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	die oberen Paarbecken mit Zylinder	an den oberen Paarbecken mit Zylinder	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	DIES=aktueller Posten an den oberen Paarbecken mit Zylinder | ZIEL=bezeichnetes Ziel an den oberen Paarbecken mit Zylinder	An den oberen Paarbecken mit Zylinder: Danach laenger den laufenden Posten; dann zum Ziel ansetzen; dann ihn kurz durch den Durchlass halten; dann ihn ansetzen.	NO
B2-S007	f82r	B2	1	dshedy	SH+E+DY	HALTEN · KURZ · SCHLUSS	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	die linke Mittelstation mit Zwischenknoten	an der linken Mittelstation mit Zwischenknoten	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	An der linken Mittelstation mit Zwischenknoten: Kurz halten; den Schritt schliessen.	YES
B2-S008	f82r	B2	3	sotaiin qokar shedy	OT+AIIN | OK+AR | SHED+DY	DANACH · MASS | ANSETZEN · QUELLE | ABSETZEN · SCHLUSS	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	die linke Mittelstation mit Zwischenknoten	an der linken Mittelstation mit Zwischenknoten	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	QUELLE=lokaler Ausgang an der linken Mittelstation mit Zwischenknoten	An der linken Mittelstation mit Zwischenknoten: Danach nach Mass; dann aus der Quelle ansetzen; dann absetzen lassen; den Schritt schliessen.	YES
B2-S009	f82r	B2	1	solshedy	OL+SH+E+DY	FORTSETZEN · HALTEN · KURZ · SCHLUSS	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	die linke Mittelstation mit Zwischenknoten	an der linken Mittelstation mit Zwischenknoten	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	An der linken Mittelstation mit Zwischenknoten: Kurz weiter halten; den Schritt schliessen.	YES
B2-S010	f82r	B2	4	qokeey qoky ls cheey	OK+EE+Y | OK+Y | OL | SH+EE+Y	ANSETZEN · LANG · DIES | ANSETZEN · DIES | FORTSETZEN | HALTEN · LANG · DIES	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	die linke Mittelstation mit Zwischenknoten	an der linken Mittelstation mit Zwischenknoten	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	DIES=aktueller Posten an der linken Mittelstation mit Zwischenknoten	An der linken Mittelstation mit Zwischenknoten: Laenger den laufenden Posten ansetzen; dann ihn ansetzen; dann fortsetzen; dann ihn laenger halten.	NO
B2-S011	f82r	B2	4	okain char okain qokeedy	OK+AIN | AR | OK+AIN | OK+EE+DY	ANSETZEN · PORTION | QUELLE | ANSETZEN · PORTION | ANSETZEN · LANG · SCHLUSS	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	die rechte unklare Mittelstation	an der rechten unklaren Mittelstation	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	QUELLE=lokaler Ausgang an der rechten unklaren Mittelstation	An der rechten unklaren Mittelstation: Eine Portion ansetzen, aus der Quelle eine zweite Portion ansetzen, laenger ansetzen und schliessen.	YES
B2-S012	f82r	B2	8	lchy cheey qcthey qokeey lcheey daiin chey qokeeedy	L+CH+Y | SH+EE+Y | CTH+E+Y | OK+EE+Y | L+EE+Y | AIIN | Y | OK+EEE+DY	WEITERLEITEN · ABNEHMEN · DIES | HALTEN · LANG · DIES | BEREIT · KURZ · DIES | ANSETZEN · LANG · DIES | WEITERLEITEN · LANG · DIES | MASS | DIES | ANSETZEN · VOLL · SCHLUSS	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION|B2_LOWER_GREEN_MULTI_FIGURE_POOL	die rechte unklare Mittelstation und das untere gruene Figurenbecken	an der rechten unklaren Mittelstation und am unteren gruenen Figurenbecken	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	YES	DIES=aktueller Posten an der rechten unklaren Mittelstation und am unteren gruenen Figurenbecken	An der rechten unklaren Mittelstation und am unteren gruenen Figurenbecken: Den Posten weiterleiten und abnehmen; laenger halten, kurz bereithalten, laenger ansetzen und laenger weiterleiten; nach Mass beibehalten, vollstaendig ansetzen und schliessen.	YES
B2-S013	f82r	B2	1	lchedy	L+CHD+DY	WEITERLEITEN · UMSETZEN · SCHLUSS	B2_LOWER_GREEN_MULTI_FIGURE_POOL	das untere gruene Figurenbecken	am unteren gruenen Figurenbecken	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	Am unteren gruenen Figurenbecken: Weiterleiten und umsetzen; den Schritt schliessen.	YES
B2-S014	f82r	B2	1	lar	L+AR	WEITERLEITEN · QUELLE	B2_LOWER_GREEN_MULTI_FIGURE_POOL	das untere gruene Figurenbecken	am unteren gruenen Figurenbecken	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	QUELLE=lokaler Ausgang am unteren gruenen Figurenbecken	Am unteren gruenen Figurenbecken: Aus der Quelle weiterleiten.	NO
B2-S015	f82r	B2	2	tshey qokeedy	SH+E+Y | OK+EE+DY	HALTEN · KURZ · DIES | ANSETZEN · LANG · SCHLUSS	B2_LOWER_POOL_EDGE_STATIONS	die Randstationen des unteren Beckens	an den Randstationen des unteren Beckens	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	DIES=aktueller Posten an den Randstationen des unteren Beckens	An den Randstationen des unteren Beckens: Kurz den laufenden Posten halten; dann laenger ansetzen; den Schritt schliessen.	YES
B2-S016	f82r	B2	8	cheal lchedar ches aiin oteey qokaiin okey pchedy	AL | L+CHD+AR | CH+E+S | AIIN | OT+EE+Y | OK+AIIN | OK+E+Y | P+CHD+DY	ZIEL | WEITERLEITEN · UMSETZEN · QUELLE | ABNEHMEN · KURZ · TEILEN | MASS | DANACH · LANG · DIES | ANSETZEN · MASS | ANSETZEN · KURZ · DIES | EINFUELLEN · UMSETZEN · SCHLUSS	B2_LOWER_POOL_EDGE_STATIONS	die Randstationen des unteren Beckens	an den Randstationen des unteren Beckens	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	DIES=aktueller Posten an den Randstationen des unteren Beckens | ZIEL=bezeichnetes Ziel an den Randstationen des unteren Beckens | QUELLE=lokaler Ausgang an den Randstationen des unteren Beckens	An den Randstationen des unteren Beckens: Am Ziel aus der Quelle weiterleiten und umsetzen. Kurz abnehmen und teilen; nach Mass den naechsten Posten laenger fuehren, nach Mass und kurz ansetzen, einfuellen, umsetzen und schliessen.	YES
B2-S017	f82r	B2	2	rsheal daldy	R+SH+E+AL | AL+DY	KUEHLEN · HALTEN · KURZ · ZIEL | ZIEL · SCHLUSS	B2_LOWER_POOL_EDGE_STATIONS	die Randstationen des unteren Beckens	an den Randstationen des unteren Beckens	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	ZIEL=bezeichnetes Ziel an den Randstationen des unteren Beckens	An den Randstationen des unteren Beckens: Am Ziel kurz kuehlen und halten, dann den Zielschritt schliessen.	YES
B2-S018	f82r	B2	1	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	B2_LOWER_POOL_EDGE_STATIONS	die Randstationen des unteren Beckens	an den Randstationen des unteren Beckens	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	An den Randstationen des unteren Beckens: Laenger ansetzen; den Schritt schliessen.	YES
B2-S019	f82r	B2	1	rshedy	R+SHED+DY	KUEHLEN · ABSETZEN · SCHLUSS	B2_LOWER_POOL_EDGE_STATIONS	die Randstationen des unteren Beckens	an den Randstationen des unteren Beckens	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	An den Randstationen des unteren Beckens: Kuehlen und absetzen lassen; den Schritt schliessen.	YES
B2-S020	f82r	B2	1	qoteedy	OT+EE+DY	DANACH · LANG · SCHLUSS	B2_LOWER_POOL_EDGE_STATIONS	die Randstationen des unteren Beckens	an den Randstationen des unteren Beckens	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	An den Randstationen des unteren Beckens: Danach laenger; den Schritt schliessen.	YES
B2-S021	f82r	B2	1	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	B2_LOWER_POOL_EDGE_STATIONS	die Randstationen des unteren Beckens	an den Randstationen des unteren Beckens	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	An den Randstationen des unteren Beckens: Laenger ansetzen; den Schritt schliessen.	YES
B2-S022	f82r	B2	1	lochedy	L+O+CHD+DY	WEITERLEITEN · GANG · UMSETZEN · SCHLUSS	B2_LOWER_POOL_EDGE_STATIONS	die Randstationen des unteren Beckens	an den Randstationen des unteren Beckens	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	An den Randstationen des unteren Beckens: Im Gang weiterleiten und umsetzen; den Schritt schliessen.	YES
B3-S001	f83r	B3	1	olkeedy	SOLK+EE+DY	AUFFANGEN · LANG · SCHLUSS	B3_UPPER_MARGIN_OPEN_FAN_STATION	die obere offene Faecherstation	an der oberen offenen Faecherstation	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	An der oberen offenen Faecherstation: Laenger auffangen und den Schritt schliessen.	YES
B3-S002	f83r	B3	2	qotal chkeedy	OT+AL | CHK+EE+DY	DANACH · ZIEL | WAERMEN · LANG · SCHLUSS	B3_UPPER_MARGIN_OPEN_FAN_STATION	die obere offene Faecherstation	an der oberen offenen Faecherstation	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	ZIEL=bezeichnetes Ziel an der oberen offenen Faecherstation	An der oberen offenen Faecherstation: Danach zum Ziel; dann laenger erwaermen; den Schritt schliessen.	YES
B3-S003	f83r	B3	4	chey daiin chey lchedy	Y | AIIN | Y | L+CHD+DY	DIES | MASS | DIES | WEITERLEITEN · UMSETZEN · SCHLUSS	B3_UPPER_MARGIN_OPEN_FAN_STATION	die obere offene Faecherstation	an der oberen offenen Faecherstation	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	DIES=aktueller Posten an der oberen offenen Faecherstation	An der oberen offenen Faecherstation: Den laufenden Posten nach Mass beibehalten, anschliessend weiterleiten und umsetzen, dann schliessen.	YES
B3-S004	f83r	B3	3	qokaiin qotal dar	OK+AIIN | OT+AL | AR	ANSETZEN · MASS | DANACH · ZIEL | QUELLE	B3_UPPER_MARGIN_OPEN_FAN_STATION	die obere offene Faecherstation	an der oberen offenen Faecherstation	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	ZIEL=bezeichnetes Ziel an der oberen offenen Faecherstation | QUELLE=lokaler Ausgang an der oberen offenen Faecherstation	An der oberen offenen Faecherstation: Nach Mass ansetzen; danach zum Ziel wechseln und aus der Quelle weiterarbeiten.	NO
B3-S005	f83r	B3	1	schedy	CHD+DY	UMSETZEN · SCHLUSS	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	das runde Mittelgefaess	am runden Mittelgefaess	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	Am runden Mittelgefaess: Umsetzen; den Schritt schliessen.	YES
B3-S006	f83r	B3	3	chedchy qokal olchedy	CHD+Y | OK+AL | OL+CHD+DY	UMSETZEN · DIES | ANSETZEN · ZIEL | FORTSETZEN · UMSETZEN · SCHLUSS	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	das runde Mittelgefaess	am runden Mittelgefaess	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	DIES=aktueller Posten am runden Mittelgefaess | ZIEL=bezeichnetes Ziel am runden Mittelgefaess	Am runden Mittelgefaess: Den laufenden Posten umsetzen; dann zum Ziel ansetzen; dann weiter umsetzen; den Schritt schliessen.	YES
B3-S007	f83r	B3	3	qokaiin chedy qokeedy	OK+AIIN | CHD+Y | OK+EE+DY	ANSETZEN · MASS | UMSETZEN · DIES | ANSETZEN · LANG · SCHLUSS	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	das runde Mittelgefaess	am runden Mittelgefaess	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	DIES=aktueller Posten am runden Mittelgefaess	Am runden Mittelgefaess: Nach Mass ansetzen; dann den laufenden Posten umsetzen; dann laenger ansetzen; den Schritt schliessen.	YES
B3-S008	f83r	B3	1	lchedy	L+CHD+DY	WEITERLEITEN · UMSETZEN · SCHLUSS	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	das runde Mittelgefaess	am runden Mittelgefaess	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	Am runden Mittelgefaess: Weiterleiten und umsetzen; den Schritt schliessen.	YES
B3-S009	f83r	B3	1	qoky	OK+Y	ANSETZEN · DIES	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	das runde Mittelgefaess	am runden Mittelgefaess	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	DIES=aktueller Posten am runden Mittelgefaess	Am runden Mittelgefaess: Den laufenden Posten ansetzen.	NO
B3-S010	f83r	B3	2	pchedal otedy	P+CHD+AL | OT+E+DY	EINFUELLEN · UMSETZEN · ZIEL | DANACH · KURZ · SCHLUSS	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	das untere Korbgefaess	am unteren Korbgefaess	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	ZIEL=bezeichnetes Ziel am unteren Korbgefaess	Am unteren Korbgefaess: Am Ziel einfuellen und umsetzen; danach den kurzen Folgeschritt schliessen.	YES
B3-S011	f83r	B3	4	shecthedchy qoky chedy chary	SH+E+CTH+CHD+Y | OK+Y | CHD+Y | AR+Y	HALTEN · KURZ · BEREIT · UMSETZEN · DIES | ANSETZEN · DIES | UMSETZEN · DIES | QUELLE · DIES	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	das untere Korbgefaess	am unteren Korbgefaess	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	DIES=aktueller Posten am unteren Korbgefaess | QUELLE=lokaler Ausgang am unteren Korbgefaess	Am unteren Korbgefaess: Kurz bis bereit den laufenden Posten halten und umsetzen; dann ihn ansetzen; dann ihn umsetzen; dann ihn aus der Quelle.	NO
B3-S012	f83r	B3	2	sor shedy	OR | SHED+DY	ANSATZ | ABSETZEN · SCHLUSS	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	das untere Korbgefaess	am unteren Korbgefaess	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	Am unteren Korbgefaess: Den Ansatz absetzen lassen und den Schritt schliessen.	YES
B3-S013	f83r	B3	4	qokaiin chkain shcthey qokedy	OK+AIIN | K+AIN | CTH+E+Y | OK+E+DY	ANSETZEN · MASS | ZUDOSIEREN · PORTION | BEREIT · KURZ · DIES | ANSETZEN · KURZ · SCHLUSS	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	das untere Korbgefaess	am unteren Korbgefaess	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	DIES=aktueller Posten am unteren Korbgefaess	Am unteren Korbgefaess: Nach Mass ansetzen; dann als Portion zudosieren; dann kurz den laufenden Posten bereithalten; dann kurz ansetzen; den Schritt schliessen.	YES
B3-S014	f83r	B3	2	okair sheedy	OK+AIR | SH+EE+DY	ANSETZEN · LAUF | HALTEN · LANG · SCHLUSS	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	das untere Korbgefaess	am unteren Korbgefaess	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	LAUF=lokaler Lauf am unteren Korbgefaess	Am unteren Korbgefaess: Die laufende Fluessigkeit ansetzen; dann laenger halten; den Schritt schliessen.	YES
B3-S015	f83r	B3	1	lchedy	L+CHD+DY	WEITERLEITEN · UMSETZEN · SCHLUSS	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	das untere Korbgefaess	am unteren Korbgefaess	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	Am unteren Korbgefaess: Weiterleiten und umsetzen; den Schritt schliessen.	YES
B3-S016	f83r	B3	2	lo qokchedy	L+O | OK+CHD+DY	WEITERLEITEN · GANG | ANSETZEN · UMSETZEN · SCHLUSS	B3_LOWER_MARGIN_BASKET_VESSEL_STATION|B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	das untere Korbgefaess und der bildlich unverbundene Zwischenabschnitt	am unteren Korbgefaess und im bildlich unverbundenen Zwischenabschnitt	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	YES	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	Am unteren Korbgefaess und im bildlich unverbundenen Zwischenabschnitt: Im Gang weiterleiten; dann ansetzen und umsetzen; den Schritt schliessen.	YES
B3-S017	f83r	B3	1	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	der bildlich unverbundene Zwischenabschnitt	im bildlich unverbundenen Zwischenabschnitt	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	Im bildlich unverbundenen Zwischenabschnitt: Laenger ansetzen; den Schritt schliessen.	YES
B3-S018	f83r	B3	1	shedy	SHED+DY	ABSETZEN · SCHLUSS	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	der bildlich unverbundene Zwischenabschnitt	im bildlich unverbundenen Zwischenabschnitt	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	Im bildlich unverbundenen Zwischenabschnitt: Absetzen lassen; den Schritt schliessen.	YES
B3-S019	f83r	B3	1	qokshedy	OK+SH+E+DY	ANSETZEN · HALTEN · KURZ · SCHLUSS	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	der bildlich unverbundene Zwischenabschnitt	im bildlich unverbundenen Zwischenabschnitt	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	Im bildlich unverbundenen Zwischenabschnitt: Kurz ansetzen und halten; den Schritt schliessen.	YES
B3-S020	f83r	B3	2	dal lchedy	AL | L+CHD+DY	ZIEL | WEITERLEITEN · UMSETZEN · SCHLUSS	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	der bildlich unverbundene Zwischenabschnitt	im bildlich unverbundenen Zwischenabschnitt	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	ZIEL=bezeichnetes Ziel im bildlich unverbundenen Zwischenabschnitt	Im bildlich unverbundenen Zwischenabschnitt: Am Ziel weiterleiten, umsetzen und den Schritt schliessen.	YES
B3-S021	f83r	B3	11	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	OK+AIIN | CTH+Y | AL | Y | AIIN | SHED+AL | SH+E+CTH+Y | Y | AL | CTH+Y | AL+CHD+DY	ANSETZEN · MASS | BEREIT · DIES | ZIEL | DIES | MASS | ABSETZEN · ZIEL | HALTEN · KURZ · BEREIT · DIES | DIES | ZIEL | BEREIT · DIES | ZIEL · UMSETZEN · SCHLUSS	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	der bildlich unverbundene Zwischenabschnitt	im bildlich unverbundenen Zwischenabschnitt	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	DIES=aktueller Posten im bildlich unverbundenen Zwischenabschnitt | ZIEL=bezeichnetes Ziel im bildlich unverbundenen Zwischenabschnitt	Im bildlich unverbundenen Zwischenabschnitt: Nach Mass ansetzen und den Posten bereithalten. Am Ziel nach Mass absetzen und kurz bis zur Bereitschaft halten. Den Posten beibehalten, am Ziel erneut bereithalten, umsetzen und schliessen.	YES
B3-S022	f83r	B3	1	qotchedy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	der bildlich unverbundene Zwischenabschnitt	im bildlich unverbundenen Zwischenabschnitt	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	Im bildlich unverbundenen Zwischenabschnitt: Danach umsetzen; den Schritt schliessen.	YES
B3-S023	f83r	B3	1	lchedy	L+CHD+DY	WEITERLEITEN · UMSETZEN · SCHLUSS	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	der bildlich unverbundene Zwischenabschnitt	im bildlich unverbundenen Zwischenabschnitt	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	Im bildlich unverbundenen Zwischenabschnitt: Weiterleiten und umsetzen; den Schritt schliessen.	YES
B3-S024	f83r	B3	1	tchedy	CHD+DY	UMSETZEN · SCHLUSS	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	der bildlich unverbundene Zwischenabschnitt	im bildlich unverbundenen Zwischenabschnitt	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	Im bildlich unverbundenen Zwischenabschnitt: Umsetzen; den Schritt schliessen.	YES
B3-S025	f83r	B3	1	qokchdy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	der bildlich unverbundene Zwischenabschnitt	im bildlich unverbundenen Zwischenabschnitt	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	Im bildlich unverbundenen Zwischenabschnitt: Ansetzen und umsetzen; den Schritt schliessen.	YES
B3-S026	f83r	B3	7	cheedar chldaiin chedy qokain checthy chealror solkeedy	EE+AR | L+AIIN | CHD+Y | OK+AIN | CTH+Y | AL+R+OR | SOLK+EE+DY	LANG · QUELLE | WEITERLEITEN · MASS | UMSETZEN · DIES | ANSETZEN · PORTION | BEREIT · DIES | ZIEL · KUEHLEN · ANSATZ | AUFFANGEN · LANG · SCHLUSS	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED|B3_MAIN_ARCH_LINKED_PAIR	der bildlich unverbundene Zwischenabschnitt und das durch den Bogen verbundene Hauptpaar	im bildlich unverbundenen Zwischenabschnitt und am durch den Bogen verbundenen Hauptpaar	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	YES	DIES=aktueller Posten im bildlich unverbundenen Zwischenabschnitt und am durch den Bogen verbundenen Hauptpaar | ZIEL=bezeichnetes Ziel im bildlich unverbundenen Zwischenabschnitt und am durch den Bogen verbundenen Hauptpaar | QUELLE=lokaler Ausgang im bildlich unverbundenen Zwischenabschnitt und am durch den Bogen verbundenen Hauptpaar	Im bildlich unverbundenen Zwischenabschnitt und am durch den Bogen verbundenen Hauptpaar: Laenger aus der Quelle arbeiten; nach Mass weiterleiten, den Posten umsetzen, eine Portion ansetzen und bereithalten; den Ansatz am Ziel kuehlen, laenger auffangen und schliessen.	YES
B3-S027	f83r	B3	1	qoteedy	OT+EE+DY	DANACH · LANG · SCHLUSS	B3_MAIN_ARCH_LINKED_PAIR	das durch den Bogen verbundene Hauptpaar	am durch den Bogen verbundenen Hauptpaar	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	Am durch den Bogen verbundenen Hauptpaar: Danach laenger; den Schritt schliessen.	YES
B3-S028	f83r	B3	2	qokeey qokedy	OK+EE+Y | OK+E+DY	ANSETZEN · LANG · DIES | ANSETZEN · KURZ · SCHLUSS	B3_MAIN_ARCH_LINKED_PAIR	das durch den Bogen verbundene Hauptpaar	am durch den Bogen verbundenen Hauptpaar	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	DIES=aktueller Posten am durch den Bogen verbundenen Hauptpaar	Am durch den Bogen verbundenen Hauptpaar: Laenger den laufenden Posten ansetzen; dann kurz ansetzen; den Schritt schliessen.	YES
B3-S029	f83r	B3	3	sol cheeety qokedy	OL | EEE+T+Y | OK+E+DY	FORTSETZEN | VOLL · EINTRAGEN · DIES | ANSETZEN · KURZ · SCHLUSS	B3_MAIN_ARCH_LINKED_PAIR	das durch den Bogen verbundene Hauptpaar	am durch den Bogen verbundenen Hauptpaar	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	DIES=aktueller Posten am durch den Bogen verbundenen Hauptpaar	Am durch den Bogen verbundenen Hauptpaar: Fortsetzen; dann vollstaendig den laufenden Posten eintragen; dann kurz ansetzen; den Schritt schliessen.	YES
