event_id	page	record	statement_id	locus	silent_owner_de	observed_surface	card_no	component_parse	abstract_component_reading_de	context_selection	owner_slot_fill	contextual_card_reading_de	concrete_frame_verb_de	whole_card_gloss_lookup	complete
E100	f56r	H5	H5-S006	f56r.19	abgebildete mehrköpfige stachelige Pflanze	daiin	PROC009	AIIN	vorgeschriebenes Maß	PORTABLE_COMPONENT_READING	NOT_REQUIRED	vorgeschriebenes Maß	NOT_AN_ACTION_CARD	NO	YES
E101	f81v	B1	B1-S001	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	qokedy	PROC067	OK+E+DY	ansetzen · kurz · Schluss [Rahmen: einwirken lassen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten kurz ansetzen; Schritt schließen	einwirken lassen	NO	YES
E102	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	okaiin	PROC038	OK+AIIN	ansetzen · vorgeschriebenes Maß [Rahmen: einleiten, einsetzen]	OWNER_SLOT_FILL	BASE_OPERATION	den laufenden Posten nach Sollmaß ansetzen	einsetzen	NO	YES
E103	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	kair	PROC068	K+AIR	zuführen · laufender Bestand [Rahmen: einspeisen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten durch laufender Bestand zuführen	einspeisen	NO	YES
E104	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	okal	PROC048	OK+AL	ansetzen · bezeichnete Stelle [Rahmen: anlegen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten an bezeichnete Stelle ansetzen	anlegen	NO	YES
E105	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	sar	PROC003	AR	von dort	PORTABLE_COMPONENT_READING	NOT_REQUIRED	von dort	NOT_AN_ACTION_CARD	NO	YES
E106	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	ol	PROC013	OL	fortsetzen	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen	NOT_AN_ACTION_CARD	NO	YES
E107	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	kain	PROC069	K+AIN	zuführen · Portion [Rahmen: dosiert zugeben]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten nach Portion zuführen	dosiert zugeben	NO	YES
E108	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	olkain	PROC070	OL+K+AIN	fortsetzen · zuführen · Portion [Rahmen: dosiert zugeben]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen den laufenden Posten nach Portion zuführen	dosiert zugeben	NO	YES
E109	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	al	PROC055	AL	bezeichnete Stelle	PORTABLE_COMPONENT_READING	NOT_REQUIRED	bezeichnete Stelle	NOT_AN_ACTION_CARD	NO	YES
E110	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	ol	PROC013	OL	fortsetzen	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen	NOT_AN_ACTION_CARD	NO	YES
E111	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	rol	PROC071	R+OL	abkühlen · fortsetzen [Rahmen: abkühlen lassen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen den laufenden Posten abkühlen	abkühlen lassen	NO	YES
E112	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	dl	PROC072	L	führen [Rahmen: führen, durchleiten]	OWNER_SLOT_FILL	BASE_OPERATION	den laufenden Posten entlangführen	führen	NO	YES
E113	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	olor	PROC022	OL+OR	fortsetzen · Ansatz	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen · Ansatz	NOT_AN_ACTION_CARD	NO	YES
E114	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	ol	PROC013	OL	fortsetzen	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen	NOT_AN_ACTION_CARD	NO	YES
E115	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	sheckhal	PROC073	SH+E+CKH+AL	halten · kurz · Durchlass · bezeichnete Stelle [Rahmen: zurückhalten]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten an bezeichnete Stelle durch Durchlass kurz halten	zurückhalten	NO	YES
E116	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	daiin	PROC009	AIIN	vorgeschriebenes Maß	PORTABLE_COMPONENT_READING	NOT_REQUIRED	vorgeschriebenes Maß	NOT_AN_ACTION_CARD	NO	YES
E117	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	qokeedal	PROC074	OK+EE+AL	ansetzen · länger · bezeichnete Stelle [Rahmen: anlegen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten an bezeichnete Stelle länger ansetzen	anlegen	NO	YES
E118	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	daiin	PROC009	AIIN	vorgeschriebenes Maß	PORTABLE_COMPONENT_READING	NOT_REQUIRED	vorgeschriebenes Maß	NOT_AN_ACTION_CARD	NO	YES
E119	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	chckhy	PROC075	CKH+Y	Durchlass · dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	Durchlass · dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E120	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	schedy	PROC076	CHD+DY	umsetzen · Schluss [Rahmen: überführen, durchleiten, umfüllen]	OWNER_SLOT_FILL	VISIBLE_PATH_OR_FLOW	den laufenden Posten überführen; Schritt schließen	durchleiten	NO	YES
E121	f81v	B1	B1-S003	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	qol	PROC013	OL	fortsetzen	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen	NOT_AN_ACTION_CARD	NO	YES
E122	f81v	B1	B1-S003	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	sshkchdy	PROC077	SH+K+CHD+DY	halten · zuführen · umsetzen · Schluss [Rahmen: überführen, zugeben, halten]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten halten und zuführen und umsetzen; Schritt schließen	halten + zugeben + überführen	NO	YES
E123	f81v	B1	B1-S004	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	chedy	PROC042	CHD+Y	umsetzen · dieser Posten [Rahmen: abmessen und umsetzen, umsetzen]	OWNER_SLOT_FILL	BASE_OPERATION	diesen Posten umsetzen	umsetzen	NO	YES
E124	f81v	B1	B1-S004	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	ol	PROC013	OL	fortsetzen	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen	NOT_AN_ACTION_CARD	NO	YES
E125	f81v	B1	B1-S004	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	shedy	PROC078	SHED+DY	absetzen · Schluss [Rahmen: absetzen lassen, ablagern]	OWNER_SLOT_FILL	BASE_OPERATION	den laufenden Posten absetzen; Schritt schließen	absetzen lassen	NO	YES
E126	f81v	B1	B1-S005	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	qolchedy	PROC079	OL+CHD+DY	fortsetzen · umsetzen · Schluss [Rahmen: überführen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen den laufenden Posten umsetzen; Schritt schließen	überführen	NO	YES
E127	f81v	B1	B1-S006	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	qokain	PROC080	OK+AIN	ansetzen · Portion [Rahmen: einsetzen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten nach Portion ansetzen	einsetzen	NO	YES
E128	f81v	B1	B1-S006	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	shckhy	PROC075	CKH+Y	Durchlass · dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	Durchlass · dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E129	f81v	B1	B1-S006	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	dl	PROC072	L	führen [Rahmen: führen, durchleiten]	OWNER_SLOT_FILL	VISIBLE_PATH_OR_FLOW	den laufenden Posten entlangführen	durchleiten	NO	YES
E130	f81v	B1	B1-S006	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	ral	PROC081	R+AL	abkühlen · bezeichnete Stelle [Rahmen: abkühlen lassen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten an bezeichnete Stelle abkühlen	abkühlen lassen	NO	YES
E131	f81v	B1	B1-S007	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	qokchdy	PROC082	OK+CHD+DY	ansetzen · umsetzen · Schluss [Rahmen: überführen, einsetzen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten ansetzen und umsetzen; Schritt schließen	einsetzen + überführen	NO	YES
E132	f81v	B1	B1-S008	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	chey	PROC019	Y	dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E133	f81v	B1	B1-S008	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	ol	PROC013	OL	fortsetzen	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen	NOT_AN_ACTION_CARD	NO	YES
E134	f81v	B1	B1-S008	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	cheky	PROC083	CHK+E+Y	wärmen · kurz · dieser Posten [Rahmen: warm halten]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten kurz wärmen	warm halten	NO	YES
E135	f81v	B1	B1-S008	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	ol	PROC013	OL	fortsetzen	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen	NOT_AN_ACTION_CARD	NO	YES
E136	f81v	B1	B1-S008	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	shedy	PROC078	SHED+DY	absetzen · Schluss [Rahmen: absetzen lassen, ablagern]	OWNER_SLOT_FILL	BASE_OPERATION	den laufenden Posten absetzen; Schritt schließen	absetzen lassen	NO	YES
E137	f81v	B1	B1-S009	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	qokedy	PROC067	OK+E+DY	ansetzen · kurz · Schluss [Rahmen: einwirken lassen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten kurz ansetzen; Schritt schließen	einwirken lassen	NO	YES
E138	f81v	B1	B1-S010	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	qokedy	PROC067	OK+E+DY	ansetzen · kurz · Schluss [Rahmen: einwirken lassen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten kurz ansetzen; Schritt schließen	einwirken lassen	NO	YES
E139	f81v	B1	B1-S011	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	chckhy	PROC075	CKH+Y	Durchlass · dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	Durchlass · dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E140	f81v	B1	B1-S011	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	qoky	PROC008	OK+Y	ansetzen · dieser Posten [Rahmen: einsetzen, einleiten, anlegen]	OWNER_SLOT_FILL	VISIBLE_PATH_OR_FLOW	diesen Posten in Einsatz bringen	einleiten	NO	YES
E141	f81v	B1	B1-S012	f81v.21	gemeinsame zweireihige Figuren-/Beckenstation	lsho	PROC084	LSH+O	waschen · Arbeitsgang [Rahmen: waschen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den Arbeitsgang waschen	waschen	NO	YES
E142	f81v	B1	B1-S012	f81v.21	gemeinsame zweireihige Figuren-/Beckenstation	qokey	PROC085	OK+E+Y	ansetzen · kurz · dieser Posten [Rahmen: wirken lassen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten kurz ansetzen	wirken lassen	NO	YES
E143	f81v	B1	B1-S012	f81v.21	gemeinsame zweireihige Figuren-/Beckenstation	lshedy	PROC086	LSH+E+DY	waschen · kurz · Schluss [Rahmen: durchwaschen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten kurz waschen; Schritt schließen	durchwaschen	NO	YES
E144	f81v	B1	B1-S013	f81v.21	gemeinsame zweireihige Figuren-/Beckenstation	lshedy	PROC086	LSH+E+DY	waschen · kurz · Schluss [Rahmen: durchwaschen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten kurz waschen; Schritt schließen	durchwaschen	NO	YES
E145	f81v	B1	B1-S014	f81v.21	gemeinsame zweireihige Figuren-/Beckenstation	chedy	PROC042	CHD+Y	umsetzen · dieser Posten [Rahmen: abmessen und umsetzen, umsetzen]	OWNER_SLOT_FILL	BASE_OPERATION	diesen Posten umsetzen	umsetzen	NO	YES
E146	f81v	B1	B1-S014	f81v.21	gemeinsame zweireihige Figuren-/Beckenstation	qolky	PROC087	SOLK+Y	auffangen · dieser Posten [Rahmen: auffangen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten auffangen	auffangen	NO	YES
E147	f81v	B1	B1-S014	f81v.21	gemeinsame zweireihige Figuren-/Beckenstation	lchedal	PROC088	L+CHD+AL	führen · umsetzen · bezeichnete Stelle [Rahmen: umfüllen, hinleiten]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten an bezeichnete Stelle führen und umsetzen	hinleiten + umfüllen	NO	YES
E148	f81v	B1	B1-S014	f81v.21	gemeinsame zweireihige Figuren-/Beckenstation	qol	PROC013	OL	fortsetzen	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen	NOT_AN_ACTION_CARD	NO	YES
E149	f81v	B1	B1-S014	f81v.21	gemeinsame zweireihige Figuren-/Beckenstation	otar	PROC089	OT+AR	danach · von dort	PORTABLE_COMPONENT_READING	NOT_REQUIRED	danach · von dort	NOT_AN_ACTION_CARD	NO	YES
E150	f81v	B1	B1-S015	f81v.24	gemeinsame zweireihige Figuren-/Beckenstation	ytey	PROC090	T+E+Y	eintragen · kurz · dieser Posten [Rahmen: übertragen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten kurz eintragen	übertragen	NO	YES
E151	f81v	B1	B1-S015	f81v.24	gemeinsame zweireihige Figuren-/Beckenstation	okchedy	PROC091	OK+CHD+DY	ansetzen · umsetzen · Schluss [Rahmen: überführen, einsetzen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten ansetzen und umsetzen; Schritt schließen	einsetzen + überführen	NO	YES
E152	f81v	B1	B1-S016	f81v.24	gemeinsame zweireihige Figuren-/Beckenstation	qokal	PROC048	OK+AL	ansetzen · bezeichnete Stelle [Rahmen: anlegen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten an bezeichnete Stelle ansetzen	anlegen	NO	YES
E153	f81v	B1	B1-S016	f81v.24	gemeinsame zweireihige Figuren-/Beckenstation	okeey	PROC092	OK+EE+Y	ansetzen · länger · dieser Posten [Rahmen: wirken lassen, anlegen]	OWNER_SLOT_FILL	CONTACT_OR_APPLICATION_OWNER	den laufenden Posten länger in Einsatz halten	wirken lassen	NO	YES
E154	f81v	B1	B1-S016	f81v.24	gemeinsame zweireihige Figuren-/Beckenstation	qol	PROC013	OL	fortsetzen	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen	NOT_AN_ACTION_CARD	NO	YES
E155	f81v	B1	B1-S016	f81v.24	gemeinsame zweireihige Figuren-/Beckenstation	cheedy	PROC078	SHED+DY	absetzen · Schluss [Rahmen: absetzen lassen, ablagern]	OWNER_SLOT_FILL	BASE_OPERATION	den laufenden Posten absetzen; Schritt schließen	absetzen lassen	NO	YES
E156	f81v	B1	B1-S017	f81v.24	gemeinsame zweireihige Figuren-/Beckenstation	sal	PROC055	AL	bezeichnete Stelle	PORTABLE_COMPONENT_READING	NOT_REQUIRED	bezeichnete Stelle	NOT_AN_ACTION_CARD	NO	YES
E157	f81v	B1	B1-S017	f81v.24	gemeinsame zweireihige Figuren-/Beckenstation	teol	PROC093	E+OL	kurz · fortsetzen	PORTABLE_COMPONENT_READING	NOT_REQUIRED	kurz · fortsetzen	NOT_AN_ACTION_CARD	NO	YES
E158	f81v	B1	B1-S017	f81v.24	gemeinsame zweireihige Figuren-/Beckenstation	dchdy	PROC094	CHD+DY	umsetzen · Schluss [Rahmen: umfüllen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten umsetzen; Schritt schließen	umfüllen	NO	YES
E159	f81v	B1	B1-S018	f81v.24	gemeinsame zweireihige Figuren-/Beckenstation	ly	PROC095	L+Y	führen · dieser Posten [Rahmen: führen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten führen	führen	NO	YES
E160	f81v	B1	B1-S018	f81v.27	gemeinsame zweireihige Figuren-/Beckenstation	dsheol	PROC096	SH+E+OL	halten · kurz · fortsetzen [Rahmen: halten]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen den laufenden Posten kurz halten	halten	NO	YES
E161	f81v	B1	B1-S018	f81v.27	gemeinsame zweireihige Figuren-/Beckenstation	oiiin	PROC097	O+IIN	Arbeitsgang · Sollstufe	PORTABLE_COMPONENT_READING	NOT_REQUIRED	Arbeitsgang · Sollstufe	NOT_AN_ACTION_CARD	NO	YES
E162	f81v	B1	B1-S018	f81v.27	gemeinsame zweireihige Figuren-/Beckenstation	olkeedy	PROC098	SOLK+EE+DY	auffangen · länger · Schluss [Rahmen: auffangen und stehen lassen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten länger auffangen; Schritt schließen	auffangen und stehen lassen	NO	YES
E163	f81v	B1	B1-S019	f81v.27	gemeinsame zweireihige Figuren-/Beckenstation	tedy	PROC078	SHED+DY	absetzen · Schluss [Rahmen: absetzen lassen, ablagern]	OWNER_SLOT_FILL	BASE_OPERATION	den laufenden Posten absetzen; Schritt schließen	absetzen lassen	NO	YES
E164	f81v	B1	B1-S020	f81v.27	gemeinsame zweireihige Figuren-/Beckenstation	cheky	PROC083	CHK+E+Y	wärmen · kurz · dieser Posten [Rahmen: warm halten]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten kurz wärmen	warm halten	NO	YES
E165	f81v	B1	B1-S020	f81v.27	gemeinsame zweireihige Figuren-/Beckenstation	shckhedy	PROC099	SH+CKH+E+DY	halten · Durchlass · kurz · Schluss [Rahmen: zurückhalten]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten durch Durchlass kurz halten; Schritt schließen	zurückhalten	NO	YES
E166	f81v	B1	B1-S021	f81v.27	gemeinsame zweireihige Figuren-/Beckenstation	chal	PROC055	AL	bezeichnete Stelle	PORTABLE_COMPONENT_READING	NOT_REQUIRED	bezeichnete Stelle	NOT_AN_ACTION_CARD	NO	YES
E167	f82r	B2	B2-S001	f82r.2	oberes Beckenpaar mit Zylinder	dchedy	PROC076	CHD+DY	umsetzen · Schluss [Rahmen: überführen, durchleiten, umfüllen]	OWNER_SLOT_FILL	BASE_OPERATION	den laufenden Posten überführen; Schritt schließen	überführen	NO	YES
E168	f82r	B2	B2-S002	f82r.2	oberes Beckenpaar mit Zylinder	qolchedy	PROC079	OL+CHD+DY	fortsetzen · umsetzen · Schluss [Rahmen: überführen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen den laufenden Posten umsetzen; Schritt schließen	überführen	NO	YES
E169	f82r	B2	B2-S003	f82r.2	oberes Beckenpaar mit Zylinder	qokain	PROC080	OK+AIN	ansetzen · Portion [Rahmen: einsetzen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten nach Portion ansetzen	einsetzen	NO	YES
E170	f82r	B2	B2-S003	f82r.2	oberes Beckenpaar mit Zylinder	dy	PROC019	Y	dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E171	f82r	B2	B2-S003	f82r.2	oberes Beckenpaar mit Zylinder	qokeedy	PROC100	OK+EE+DY	ansetzen · länger · Schluss [Rahmen: einwirken lassen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	NO	YES
E172	f82r	B2	B2-S004	f82r.2	oberes Beckenpaar mit Zylinder	qokal	PROC048	OK+AL	ansetzen · bezeichnete Stelle [Rahmen: anlegen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten an bezeichnete Stelle ansetzen	anlegen	NO	YES
E173	f82r	B2	B2-S004	f82r.2	oberes Beckenpaar mit Zylinder	lcheckhy	PROC101	L+CKH+Y	führen · Durchlass · dieser Posten [Rahmen: durchleiten]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten durch Durchlass führen	durchleiten	NO	YES
E174	f82r	B2	B2-S004	f82r.2	oberes Beckenpaar mit Zylinder	lched	PROC102	L+CHD	führen · umsetzen [Rahmen: umsetzen, führen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten führen und umsetzen	führen + umsetzen	NO	YES
E175	f82r	B2	B2-S004	f82r.3	oberes Beckenpaar mit Zylinder	qokeey	PROC092	OK+EE+Y	ansetzen · länger · dieser Posten [Rahmen: wirken lassen, anlegen]	OWNER_SLOT_FILL	CONTACT_OR_APPLICATION_OWNER	den laufenden Posten länger in Einsatz halten	wirken lassen	NO	YES
E176	f82r	B2	B2-S004	f82r.3	oberes Beckenpaar mit Zylinder	lcheckhedy	PROC103	L+CKH+E+DY	führen · Durchlass · kurz · Schluss [Rahmen: durchleiten]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten durch Durchlass kurz führen; Schritt schließen	durchleiten	NO	YES
E177	f82r	B2	B2-S005	f82r.3	oberes Beckenpaar mit Zylinder	qokaly	PROC104	OK+AL+Y	ansetzen · bezeichnete Stelle · dieser Posten [Rahmen: anlegen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten an bezeichnete Stelle ansetzen	anlegen	NO	YES
E178	f82r	B2	B2-S005	f82r.3	oberes Beckenpaar mit Zylinder	solkaiin	PROC105	SOLK+AIIN	auffangen · vorgeschriebenes Maß [Rahmen: bis zum Maß auffangen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten nach vorgeschriebenes Maß auffangen	bis zum Maß auffangen	NO	YES
E179	f82r	B2	B2-S005	f82r.3	oberes Beckenpaar mit Zylinder	chckhy	PROC075	CKH+Y	Durchlass · dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	Durchlass · dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E180	f82r	B2	B2-S005	f82r.3	oberes Beckenpaar mit Zylinder	qokaiin	PROC038	OK+AIIN	ansetzen · vorgeschriebenes Maß [Rahmen: einleiten, einsetzen]	OWNER_SLOT_FILL	VISIBLE_PATH_OR_FLOW	den laufenden Posten nach Sollmaß ansetzen	einleiten	NO	YES
E181	f82r	B2	B2-S005	f82r.4	oberes Beckenpaar mit Zylinder	qokaiin	PROC038	OK+AIIN	ansetzen · vorgeschriebenes Maß [Rahmen: einleiten, einsetzen]	OWNER_SLOT_FILL	VISIBLE_PATH_OR_FLOW	den laufenden Posten nach Sollmaß ansetzen	einleiten	NO	YES
E182	f82r	B2	B2-S005	f82r.4	oberes Beckenpaar mit Zylinder	octheol	PROC106	O+CTH+E+OL	Arbeitsgang · bereit · kurz · fortsetzen	PORTABLE_COMPONENT_READING	NOT_REQUIRED	Arbeitsgang · bereit · kurz · fortsetzen	NOT_AN_ACTION_CARD	NO	YES
E183	f82r	B2	B2-S005	f82r.4	oberes Beckenpaar mit Zylinder	chkeey	PROC107	CHK+EE+Y	wärmen · länger · dieser Posten [Rahmen: warm halten]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten länger wärmen	warm halten	NO	YES
E184	f82r	B2	B2-S005	f82r.4	oberes Beckenpaar mit Zylinder	ldy	PROC108	L+DY	führen · Schluss [Rahmen: abführen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten führen; Schritt schließen	abführen	NO	YES
E185	f82r	B2	B2-S006	f82r.4	oberes Beckenpaar mit Zylinder	oteey	PROC109	OT+EE+Y	danach · länger · dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	danach · länger · dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E186	f82r	B2	B2-S006	f82r.4	oberes Beckenpaar mit Zylinder	qokal	PROC048	OK+AL	ansetzen · bezeichnete Stelle [Rahmen: anlegen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten an bezeichnete Stelle ansetzen	anlegen	NO	YES
E187	f82r	B2	B2-S006	f82r.4	oberes Beckenpaar mit Zylinder	sheckhy	PROC110	SH+E+CKH+Y	halten · kurz · Durchlass · dieser Posten [Rahmen: zurückhalten]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten durch Durchlass kurz halten	zurückhalten	NO	YES
E188	f82r	B2	B2-S006	f82r.4	oberes Beckenpaar mit Zylinder	qoky	PROC008	OK+Y	ansetzen · dieser Posten [Rahmen: einsetzen, einleiten, anlegen]	OWNER_SLOT_FILL	BASE_OPERATION	diesen Posten in Einsatz bringen	einsetzen	NO	YES
E189	f82r	B2	B2-S007	f82r.7	mittleres linkes Handgerät mit Inline-Knoten	dshedy	PROC111	SH+E+DY	halten · kurz · Schluss [Rahmen: ruhen lassen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten kurz halten; Schritt schließen	ruhen lassen	NO	YES
E190	f82r	B2	B2-S008	f82r.7	mittleres linkes Handgerät mit Inline-Knoten	sotaiin	PROC112	OT+AIIN	danach · vorgeschriebenes Maß	PORTABLE_COMPONENT_READING	NOT_REQUIRED	danach · vorgeschriebenes Maß	NOT_AN_ACTION_CARD	NO	YES
E191	f82r	B2	B2-S008	f82r.7	mittleres linkes Handgerät mit Inline-Knoten	qokar	PROC113	OK+AR	ansetzen · von dort [Rahmen: einsetzen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten von dort ansetzen	einsetzen	NO	YES
E192	f82r	B2	B2-S008	f82r.7	mittleres linkes Handgerät mit Inline-Knoten	shedy	PROC078	SHED+DY	absetzen · Schluss [Rahmen: absetzen lassen, ablagern]	OWNER_SLOT_FILL	BASE_OPERATION	den laufenden Posten absetzen; Schritt schließen	absetzen lassen	NO	YES
E193	f82r	B2	B2-S009	f82r.7	mittleres linkes Handgerät mit Inline-Knoten	solshedy	PROC114	OL+SH+E+DY	fortsetzen · halten · kurz · Schluss [Rahmen: ruhen lassen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen den laufenden Posten kurz halten; Schritt schließen	ruhen lassen	NO	YES
E194	f82r	B2	B2-S010	f82r.7	mittleres linkes Handgerät mit Inline-Knoten	qokeey	PROC092	OK+EE+Y	ansetzen · länger · dieser Posten [Rahmen: wirken lassen, anlegen]	OWNER_SLOT_FILL	CONTACT_OR_APPLICATION_OWNER	den laufenden Posten länger in Einsatz halten	wirken lassen	NO	YES
