statement_id	page	record	first_locus	silent_owner_de	event_count	card_sequence	abstract_composition_sequence_de	contextual_card_sequence_de	owner_filled_workshop_instruction_de	instruction_status	all_events_complete
B2-S011	f82r	B2	f82r.19	mittlere rechte unklare Station	4	PROC080 > PROC003 > PROC080 > PROC100	ansetzen · Portion [Rahmen: einsetzen] | von dort | ansetzen · Portion [Rahmen: einsetzen] | ansetzen · länger · Schluss [Rahmen: einwirken lassen]	den laufenden Posten nach Portion ansetzen | von dort | den laufenden Posten nach Portion ansetzen | den laufenden Posten länger ansetzen; Schritt schließen	eine Portion einsetzen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B2-S012	f82r	B2	f82r.19	mittlere rechte unklare Station	8	PROC116 > PROC031 > PROC117 > PROC092 > PROC118 > PROC009 > PROC019 > PROC119	führen · abziehen · dieser Posten [Rahmen: abnehmen, führen] | halten · länger · dieser Posten [Rahmen: halten] | bereit · kurz · dieser Posten | ansetzen · länger · dieser Posten [Rahmen: wirken lassen, anlegen] | führen · länger · dieser Posten [Rahmen: führen] | vorgeschriebenes Maß | dieser Posten | ansetzen · vollständig · Schluss [Rahmen: einsetzen]	diesen Posten führen und abziehen | diesen Posten länger halten | bereit · kurz · dieser Posten | den laufenden Posten länger in Einsatz halten | diesen Posten länger führen | vorgeschriebenes Maß | dieser Posten | den laufenden Posten vollständig ansetzen; Schritt schließen	den laufenden Posten führen und abnehmen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B2-S013	f82r	B2	f82r.23	unteres grünes Mehrfigurenbecken	1	PROC120	führen · umsetzen · Schluss [Rahmen: überführen, abmessen und umsetzen, umfüllen, abführen, hinleiten]	den laufenden Posten weiterleiten und überführen; Schritt schließen	den laufenden Posten abführen und überführen und den Schritt schließen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B2-S014	f82r	B2	f82r.23	unteres grünes Mehrfigurenbecken	1	PROC121	führen · von dort [Rahmen: ableiten]	den laufenden Posten von dort führen	den laufenden Posten von dort ableiten	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B2-S015	f82r	B2	f82r.26	kleine Randstationen des unteren Beckens	2	PROC122 > PROC100	halten · kurz · dieser Posten [Rahmen: halten] | ansetzen · länger · Schluss [Rahmen: einwirken lassen]	diesen Posten kurz halten | den laufenden Posten länger ansetzen; Schritt schließen	den laufenden Posten kurz halten	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B2-S016	f82r	B2	f82r.26	kleine Randstationen des unteren Beckens	8	PROC055 > PROC123 > PROC124 > PROC009 > PROC109 > PROC038 > PROC085 > PROC125	bezeichnete Stelle | führen · umsetzen · von dort [Rahmen: umfüllen, ableiten] | abziehen · kurz · teilen [Rahmen: abnehmen, abteilen] | vorgeschriebenes Maß | danach · länger · dieser Posten | ansetzen · vorgeschriebenes Maß [Rahmen: einleiten, einsetzen] | ansetzen · kurz · dieser Posten [Rahmen: wirken lassen] | hineingeben · umsetzen · Schluss [Rahmen: überführen, einfüllen]	bezeichnete Stelle | den laufenden Posten von dort führen und umsetzen | den laufenden Posten kurz abziehen und teilen | vorgeschriebenes Maß | danach · länger · dieser Posten | den laufenden Posten nach Sollmaß ansetzen | diesen Posten kurz ansetzen | den laufenden Posten hineingeben und umsetzen; Schritt schließen	den laufenden Posten von dort an der bezeichneten Stelle ableiten und umfüllen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B2-S017	f82r	B2	f82r.27	kleine Randstationen des unteren Beckens	2	PROC126 > PROC127	abkühlen · halten · kurz · bezeichnete Stelle [Rahmen: abkühlen lassen, ruhen lassen] | bezeichnete Stelle · Schluss	den laufenden Posten an bezeichnete Stelle kurz abkühlen und halten | bezeichnete Stelle; Schritt schließen	den laufenden Posten an der bezeichneten Stelle kurz abkühlen lassen und ruhen lassen und den Schritt schließen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B2-S018	f82r	B2	f82r.27	kleine Randstationen des unteren Beckens	1	PROC100	ansetzen · länger · Schluss [Rahmen: einwirken lassen]	den laufenden Posten länger ansetzen; Schritt schließen	den laufenden Posten länger einwirken lassen und den Schritt schließen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B2-S019	f82r	B2	f82r.27	kleine Randstationen des unteren Beckens	1	PROC128	abkühlen · absetzen · Schluss [Rahmen: auskühlen lassen, absetzen lassen]	den laufenden Posten abkühlen und absetzen; Schritt schließen	den laufenden Posten auskühlen lassen und absetzen lassen und den Schritt schließen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B2-S020	f82r	B2	f82r.27	kleine Randstationen des unteren Beckens	1	PROC129	danach · länger · Schluss	danach · länger; Schritt schließen	danach länger einwirken lassen und den Schritt schließen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B2-S021	f82r	B2	f82r.27	kleine Randstationen des unteren Beckens	1	PROC100	ansetzen · länger · Schluss [Rahmen: einwirken lassen]	den laufenden Posten länger ansetzen; Schritt schließen	den laufenden Posten länger einwirken lassen und den Schritt schließen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B2-S022	f82r	B2	f82r.27	kleine Randstationen des unteren Beckens	1	PROC130	führen · Arbeitsgang · umsetzen · Schluss [Rahmen: überführen, abführen]	den Arbeitsgang führen und umsetzen; Schritt schließen	den laufenden Posten im Arbeitsgang abführen und überführen und den Schritt schließen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B3-S001	f83r	B3	f83r.3	obere offene Fächerstation am Rand	1	PROC098	auffangen · länger · Schluss [Rahmen: auffangen und stehen lassen]	den laufenden Posten länger auffangen; Schritt schließen	den laufenden Posten länger auffangen und stehen lassen und den Schritt schließen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B3-S002	f83r	B3	f83r.3	obere offene Fächerstation am Rand	2	PROC131 > PROC132	danach · bezeichnete Stelle | wärmen · länger · Schluss [Rahmen: anwärmen]	danach · bezeichnete Stelle | den laufenden Posten länger wärmen; Schritt schließen	danach den laufenden Posten an der bezeichneten Stelle länger anwärmen und den Schritt schließen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B3-S003	f83r	B3	f83r.3	obere offene Fächerstation am Rand	4	PROC019 > PROC009 > PROC019 > PROC120	dieser Posten | vorgeschriebenes Maß | dieser Posten | führen · umsetzen · Schluss [Rahmen: überführen, abmessen und umsetzen, umfüllen, abführen, hinleiten]	dieser Posten | vorgeschriebenes Maß | dieser Posten | den laufenden Posten weiterleiten und überführen; Schritt schließen	den laufenden Posten nach vorgeschriebenem Maß abführen und abmessen und umsetzen und den Schritt schließen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B3-S004	f83r	B3	f83r.3	obere offene Fächerstation am Rand	3	PROC038 > PROC131 > PROC003	ansetzen · vorgeschriebenes Maß [Rahmen: einleiten, einsetzen] | danach · bezeichnete Stelle | von dort	den laufenden Posten nach Sollmaß ansetzen | danach · bezeichnete Stelle | von dort	den laufenden Posten nach vorgeschriebenem Maß einsetzen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B3-S005	f83r	B3	f83r.6	mittlere Randfigur im runden Gefäß	1	PROC076	umsetzen · Schluss [Rahmen: überführen, durchleiten, umfüllen]	den laufenden Posten überführen; Schritt schließen	danach den laufenden Posten von dort an der bezeichneten Stelle umfüllen und den Schritt schließen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B3-S006	f83r	B3	f83r.6	mittlere Randfigur im runden Gefäß	3	PROC133 > PROC048 > PROC079	umsetzen · dieser Posten [Rahmen: umsetzen] | ansetzen · bezeichnete Stelle [Rahmen: anlegen] | fortsetzen · umsetzen · Schluss [Rahmen: überführen]	diesen Posten umsetzen | den laufenden Posten an bezeichnete Stelle ansetzen | fortsetzen den laufenden Posten umsetzen; Schritt schließen	den laufenden Posten umsetzen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B3-S007	f83r	B3	f83r.6	mittlere Randfigur im runden Gefäß	3	PROC038 > PROC042 > PROC100	ansetzen · vorgeschriebenes Maß [Rahmen: einleiten, einsetzen] | umsetzen · dieser Posten [Rahmen: abmessen und umsetzen, umsetzen] | ansetzen · länger · Schluss [Rahmen: einwirken lassen]	den laufenden Posten nach Sollmaß ansetzen | diesen Posten umsetzen | den laufenden Posten länger ansetzen; Schritt schließen	den laufenden Posten nach vorgeschriebenem Maß einsetzen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B3-S008	f83r	B3	f83r.6	mittlere Randfigur im runden Gefäß	1	PROC120	führen · umsetzen · Schluss [Rahmen: überführen, abmessen und umsetzen, umfüllen, abführen, hinleiten]	den laufenden Posten weiterleiten und überführen; Schritt schließen	den laufenden Posten abführen und überführen und den Schritt schließen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B3-S009	f83r	B3	f83r.6	mittlere Randfigur im runden Gefäß	1	PROC008	ansetzen · dieser Posten [Rahmen: einsetzen, einleiten, anlegen]	diesen Posten in Einsatz bringen	den laufenden Posten einsetzen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B3-S010	f83r	B3	f83r.8	untere Randfigur im korbartigen Gefäß	2	PROC134 > PROC135	hineingeben · umsetzen · bezeichnete Stelle [Rahmen: umfüllen, einfüllen] | danach · kurz · Schluss	den laufenden Posten an bezeichnete Stelle hineingeben und umsetzen | danach · kurz; Schritt schließen	danach den laufenden Posten an der bezeichneten Stelle kurz einfüllen und umfüllen und den Schritt schließen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B3-S011	f83r	B3	f83r.8	untere Randfigur im korbartigen Gefäß	4	PROC136 > PROC008 > PROC042 > PROC137	halten · kurz · bereit · umsetzen · dieser Posten [Rahmen: umsetzen, halten] | ansetzen · dieser Posten [Rahmen: einsetzen, einleiten, anlegen] | umsetzen · dieser Posten [Rahmen: abmessen und umsetzen, umsetzen] | von dort · dieser Posten	diesen Posten kurz halten und umsetzen bis bereit | diesen Posten in Einsatz bringen | diesen Posten umsetzen | von dort · dieser Posten	den laufenden Posten kurz bis bereit halten und umsetzen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B3-S012	f83r	B3	f83r.11	untere Randfigur im korbartigen Gefäß	2	PROC016 > PROC078	Ansatz | absetzen · Schluss [Rahmen: absetzen lassen, ablagern]	Ansatz | den laufenden Posten absetzen; Schritt schließen	den laufenden Posten von dort absetzen lassen und den Schritt schließen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B3-S013	f83r	B3	f83r.11	untere Randfigur im korbartigen Gefäß	4	PROC038 > PROC069 > PROC117 > PROC067	ansetzen · vorgeschriebenes Maß [Rahmen: einleiten, einsetzen] | zuführen · Portion [Rahmen: dosiert zugeben] | bereit · kurz · dieser Posten | ansetzen · kurz · Schluss [Rahmen: einwirken lassen]	den laufenden Posten nach Sollmaß ansetzen | den laufenden Posten nach Portion zuführen | bereit · kurz · dieser Posten | den laufenden Posten kurz ansetzen; Schritt schließen	den laufenden Posten nach vorgeschriebenem Maß einsetzen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B3-S014	f83r	B3	f83r.11	untere Randfigur im korbartigen Gefäß	2	PROC138 > PROC139	ansetzen · laufender Bestand [Rahmen: einleiten] | halten · länger · Schluss [Rahmen: ruhen lassen]	den laufenden Posten durch laufender Bestand ansetzen | den laufenden Posten länger halten; Schritt schließen	den laufenden Posten im Lauf einleiten	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B3-S015	f83r	B3	f83r.11	untere Randfigur im korbartigen Gefäß	1	PROC120	führen · umsetzen · Schluss [Rahmen: überführen, abmessen und umsetzen, umfüllen, abführen, hinleiten]	den laufenden Posten weiterleiten und überführen; Schritt schließen	den laufenden Posten abführen und überführen und den Schritt schließen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B3-S016	f83r	B3	f83r.11	untere Randfigur im korbartigen Gefäß	2	PROC140 > PROC091	führen · Arbeitsgang [Rahmen: führen] | ansetzen · umsetzen · Schluss [Rahmen: überführen, einsetzen]	den Arbeitsgang führen | den laufenden Posten ansetzen und umsetzen; Schritt schließen	den laufenden Posten im Arbeitsgang führen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B3-S017	f83r	B3	f83r.14	unverbundener Zwischenbereich	1	PROC100	ansetzen · länger · Schluss [Rahmen: einwirken lassen]	den laufenden Posten länger ansetzen; Schritt schließen	den laufenden Posten länger einwirken lassen und den Schritt schließen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B3-S018	f83r	B3	f83r.14	unverbundener Zwischenbereich	1	PROC078	absetzen · Schluss [Rahmen: absetzen lassen, ablagern]	den laufenden Posten absetzen; Schritt schließen	den laufenden Posten absetzen lassen und den Schritt schließen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B3-S019	f83r	B3	f83r.14	unverbundener Zwischenbereich	1	PROC141	ansetzen · halten · kurz · Schluss [Rahmen: einwirken lassen, ruhen lassen]	den laufenden Posten kurz ansetzen und halten; Schritt schließen	den laufenden Posten kurz einwirken lassen und ruhen lassen und den Schritt schließen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B3-S020	f83r	B3	f83r.14	unverbundener Zwischenbereich	2	PROC055 > PROC120	bezeichnete Stelle | führen · umsetzen · Schluss [Rahmen: überführen, abmessen und umsetzen, umfüllen, abführen, hinleiten]	bezeichnete Stelle | den laufenden Posten weiterleiten und überführen; Schritt schließen	den laufenden Posten an der bezeichneten Stelle hinleiten und umfüllen und den Schritt schließen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B3-S021	f83r	B3	f83r.14	unverbundener Zwischenbereich	11	PROC038 > PROC014 > PROC055 > PROC019 > PROC009 > PROC142 > PROC143 > PROC019 > PROC055 > PROC014 > PROC144	ansetzen · vorgeschriebenes Maß [Rahmen: einleiten, einsetzen] | bereit · dieser Posten | bezeichnete Stelle | dieser Posten | vorgeschriebenes Maß | absetzen · bezeichnete Stelle [Rahmen: ablagern] | halten · kurz · bereit · dieser Posten [Rahmen: halten] | dieser Posten | bezeichnete Stelle | bereit · dieser Posten | bezeichnete Stelle · umsetzen · Schluss [Rahmen: umfüllen]	den laufenden Posten nach Sollmaß ansetzen | bereit · dieser Posten | bezeichnete Stelle | dieser Posten | vorgeschriebenes Maß | den laufenden Posten an bezeichnete Stelle absetzen | diesen Posten kurz halten bis bereit | dieser Posten | bezeichnete Stelle | bereit · dieser Posten | den laufenden Posten an bezeichnete Stelle umsetzen; Schritt schließen	den laufenden Posten nach vorgeschriebenem Maß einsetzen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B3-S022	f83r	B3	f83r.15	unverbundener Zwischenbereich	1	PROC145	danach · umsetzen · Schluss [Rahmen: überführen]	danach den laufenden Posten umsetzen; Schritt schließen	danach den laufenden Posten überführen und den Schritt schließen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B3-S023	f83r	B3	f83r.15	unverbundener Zwischenbereich	1	PROC120	führen · umsetzen · Schluss [Rahmen: überführen, abmessen und umsetzen, umfüllen, abführen, hinleiten]	den laufenden Posten weiterleiten und überführen; Schritt schließen	den laufenden Posten abführen und überführen und den Schritt schließen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B3-S024	f83r	B3	f83r.16	unverbundener Zwischenbereich	1	PROC076	umsetzen · Schluss [Rahmen: überführen, durchleiten, umfüllen]	den laufenden Posten überführen; Schritt schließen	den laufenden Posten überführen und den Schritt schließen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B3-S025	f83r	B3	f83r.16	unverbundener Zwischenbereich	1	PROC082	ansetzen · umsetzen · Schluss [Rahmen: überführen, einsetzen]	den laufenden Posten ansetzen und umsetzen; Schritt schließen	den laufenden Posten einsetzen und überführen und den Schritt schließen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B3-S026	f83r	B3	f83r.16	unverbundener Zwischenbereich	7	PROC146 > PROC147 > PROC042 > PROC080 > PROC014 > PROC148 > PROC098	länger · von dort | führen · vorgeschriebenes Maß [Rahmen: ableiten] | umsetzen · dieser Posten [Rahmen: abmessen und umsetzen, umsetzen] | ansetzen · Portion [Rahmen: einsetzen] | bereit · dieser Posten | bezeichnete Stelle · abkühlen · Ansatz [Rahmen: abkühlen lassen] | auffangen · länger · Schluss [Rahmen: auffangen und stehen lassen]	länger · von dort | den laufenden Posten nach vorgeschriebenes Maß führen | diesen Posten umsetzen | den laufenden Posten nach Portion ansetzen | bereit · dieser Posten | den Ansatz an bezeichnete Stelle abkühlen | den laufenden Posten länger auffangen; Schritt schließen	den laufenden Posten von dort nach vorgeschriebenem Maß länger ableiten	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B3-S027	f83r	B3	f83r.20	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	1	PROC129	danach · länger · Schluss	danach · länger; Schritt schließen	danach länger einwirken lassen und den Schritt schließen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B3-S028	f83r	B3	f83r.20	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	2	PROC092 > PROC067	ansetzen · länger · dieser Posten [Rahmen: wirken lassen, anlegen] | ansetzen · kurz · Schluss [Rahmen: einwirken lassen]	den laufenden Posten länger in Einsatz halten | den laufenden Posten kurz ansetzen; Schritt schließen	den laufenden Posten länger wirken lassen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B3-S029	f83r	B3	f83r.20	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	3	PROC013 > PROC149 > PROC067	fortsetzen | vollständig · eintragen · dieser Posten [Rahmen: eintragen] | ansetzen · kurz · Schluss [Rahmen: einwirken lassen]	fortsetzen | diesen Posten vollständig eintragen | den laufenden Posten kurz ansetzen; Schritt schließen	den laufenden Posten weiter vollständig eintragen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B3-S030	f83r	B3	f83r.20	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	4	PROC008 > PROC009 > PROC150 > PROC145	ansetzen · dieser Posten [Rahmen: einsetzen, einleiten, anlegen] | vorgeschriebenes Maß | umsetzen · laufender Bestand [Rahmen: durchleiten] | danach · umsetzen · Schluss [Rahmen: überführen]	diesen Posten in Einsatz bringen | vorgeschriebenes Maß | den laufenden Posten durch laufender Bestand umsetzen | danach den laufenden Posten umsetzen; Schritt schließen	den laufenden Posten einsetzen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B3-S031	f83r	B3	f83r.22	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	1	PROC100	ansetzen · länger · Schluss [Rahmen: einwirken lassen]	den laufenden Posten länger ansetzen; Schritt schließen	den laufenden Posten länger einwirken lassen und den Schritt schließen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B3-S032	f83r	B3	f83r.22	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	5	PROC151 > PROC042 > PROC152 > PROC112 > PROC135	umsetzen · Portion [Rahmen: abmessen und umsetzen] | umsetzen · dieser Posten [Rahmen: abmessen und umsetzen, umsetzen] | danach · kurz · vorgeschriebenes Maß | danach · vorgeschriebenes Maß | danach · kurz · Schluss	den laufenden Posten nach Portion umsetzen | diesen Posten umsetzen | danach · kurz · vorgeschriebenes Maß | danach · vorgeschriebenes Maß | danach · kurz; Schritt schließen	eine Portion abmessen und umsetzen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B3-S033	f83r	B3	f83r.22	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	1	PROC108	führen · Schluss [Rahmen: abführen]	den laufenden Posten führen; Schritt schließen	den laufenden Posten abführen und den Schritt schließen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B3-S034	f83r	B3	f83r.24	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	6	PROC097 > PROC014 > PROC004 > PROC112 > PROC153 > PROC078	Arbeitsgang · Sollstufe | bereit · dieser Posten | eintragen · dieser Posten [Rahmen: eintragen, übertragen] | danach · vorgeschriebenes Maß | fortsetzen · bezeichnete Stelle · dieser Posten | absetzen · Schluss [Rahmen: absetzen lassen, ablagern]	Arbeitsgang · Sollstufe | bereit · dieser Posten | diesen Posten in das aktive Fach übernehmen | danach · vorgeschriebenes Maß | fortsetzen · bezeichnete Stelle · dieser Posten | den laufenden Posten absetzen; Schritt schließen	den laufenden Posten im Arbeitsgang bis bereit bis zur Sollstufe eintragen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B4-S001	f83r	B4	f83r.25	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	1	PROC100	ansetzen · länger · Schluss [Rahmen: einwirken lassen]	den laufenden Posten länger ansetzen; Schritt schließen	den laufenden Posten länger einwirken lassen und den Schritt schließen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B4-S002	f83r	B4	f83r.25	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	3	PROC154 > PROC092 > PROC067	fortsetzen · dieser Posten | ansetzen · länger · dieser Posten [Rahmen: wirken lassen, anlegen] | ansetzen · kurz · Schluss [Rahmen: einwirken lassen]	fortsetzen · dieser Posten | den laufenden Posten länger in Einsatz halten | den laufenden Posten kurz ansetzen; Schritt schließen	den laufenden Posten weiter länger wirken lassen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B4-S003	f83r	B4	f83r.25	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	7	PROC042 > PROC131 > PROC065 > PROC092 > PROC008 > PROC013 > PROC078	umsetzen · dieser Posten [Rahmen: abmessen und umsetzen, umsetzen] | danach · bezeichnete Stelle | danach · dieser Posten | ansetzen · länger · dieser Posten [Rahmen: wirken lassen, anlegen] | ansetzen · dieser Posten [Rahmen: einsetzen, einleiten, anlegen] | fortsetzen | absetzen · Schluss [Rahmen: absetzen lassen, ablagern]	diesen Posten umsetzen | danach · bezeichnete Stelle | danach · dieser Posten | den laufenden Posten länger in Einsatz halten | diesen Posten in Einsatz bringen | fortsetzen | den laufenden Posten absetzen; Schritt schließen	den laufenden Posten umsetzen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B4-S004	f83r	B4	f83r.26	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	1	PROC155	ansetzen · dieser Posten · befestigen · Schluss [Rahmen: festbinden, einsetzen]	diesen Posten ansetzen und befestigen; Schritt schließen	den laufenden Posten einsetzen und festbinden und den Schritt schließen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B4-S005	f83r	B4	f83r.27	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	3	PROC156 > PROC042 > PROC100	Portion | umsetzen · dieser Posten [Rahmen: abmessen und umsetzen, umsetzen] | ansetzen · länger · Schluss [Rahmen: einwirken lassen]	Portion | diesen Posten umsetzen | den laufenden Posten länger ansetzen; Schritt schließen	den laufenden Posten als Portion abmessen und umsetzen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B4-S006	f83r	B4	f83r.27	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	1	PROC099	halten · Durchlass · kurz · Schluss [Rahmen: zurückhalten]	den laufenden Posten durch Durchlass kurz halten; Schritt schließen	den laufenden Posten durch den Durchlass kurz zurückhalten und den Schritt schließen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B4-S007	f83r	B4	f83r.27	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	1	PROC099	halten · Durchlass · kurz · Schluss [Rahmen: zurückhalten]	den laufenden Posten durch Durchlass kurz halten; Schritt schließen	den laufenden Posten durch den Durchlass kurz zurückhalten und den Schritt schließen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B4-S008	f83r	B4	f83r.28	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	4	PROC009 > PROC046 > PROC157 > PROC067	vorgeschriebenes Maß | wärmen · länger · dieser Posten [Rahmen: temperieren, warm halten] | halten · länger · dieser Posten [Rahmen: halten] | ansetzen · kurz · Schluss [Rahmen: einwirken lassen]	vorgeschriebenes Maß | diesen Posten länger temperieren | diesen Posten länger halten | den laufenden Posten kurz ansetzen; Schritt schließen	den laufenden Posten nach vorgeschriebenem Maß länger warm halten	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B4-S009	f83r	B4	f83r.28	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	1	PROC078	absetzen · Schluss [Rahmen: absetzen lassen, ablagern]	den laufenden Posten absetzen; Schritt schließen	den laufenden Posten absetzen lassen und den Schritt schließen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B4-S010	f83r	B4	f83r.28	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	1	PROC047	fortsetzen · Schluss	fortsetzen; Schritt schließen	weiterarbeiten und den Schritt schließen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B4-S011	f83r	B4	f83r.35	linke Hauptstation mit offenem Fransenlauf	7	PROC009 > PROC083 > PROC158 > PROC080 > PROC042 > PROC013 > PROC159	vorgeschriebenes Maß | wärmen · kurz · dieser Posten [Rahmen: warm halten] | ansetzen · länger · fortsetzen [Rahmen: wirken lassen] | ansetzen · Portion [Rahmen: einsetzen] | umsetzen · dieser Posten [Rahmen: abmessen und umsetzen, umsetzen] | fortsetzen | führen · zuführen · kurz · Schluss [Rahmen: zugeben, abführen]	vorgeschriebenes Maß | diesen Posten kurz wärmen | fortsetzen den laufenden Posten länger ansetzen | den laufenden Posten nach Portion ansetzen | diesen Posten umsetzen | fortsetzen | den laufenden Posten kurz führen und zuführen; Schritt schließen	den laufenden Posten nach vorgeschriebenem Maß kurz warm halten	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B4-S012	f83r	B4	f83r.37	linke Hauptstation mit offenem Fransenlauf	1	PROC120	führen · umsetzen · Schluss [Rahmen: überführen, abmessen und umsetzen, umfüllen, abführen, hinleiten]	den laufenden Posten weiterleiten und überführen; Schritt schließen	den laufenden Posten abführen und überführen und den Schritt schließen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B4-S013	f83r	B4	f83r.37	linke Hauptstation mit offenem Fransenlauf	2	PROC160 > PROC078	ansetzen · fortsetzen [Rahmen: einsetzen] | absetzen · Schluss [Rahmen: absetzen lassen, ablagern]	fortsetzen den laufenden Posten ansetzen | den laufenden Posten absetzen; Schritt schließen	den laufenden Posten weiter einsetzen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
B4-S014	f83r	B4	f83r.38	linke Hauptstation mit offenem Fransenlauf	4	PROC016 > PROC019 > PROC161 > PROC162	Ansatz | dieser Posten | Arbeitsgang · Durchlass · kurz · dieser Posten | laufender Bestand · dieser Posten · Schluss	Ansatz | dieser Posten | Arbeitsgang · Durchlass · kurz · dieser Posten | laufender Bestand · dieser Posten; Schritt schließen	den Ansatz mit dem laufenden Bestand kurz durch den Durchlass führen und den Schritt schließen	COMPOSITION_PLUS_VISIBLE_OWNER_PARAPHRASE	YES
