overlay_id	page	locus	token_ordinal	surface	reading_id	current_layer	dispatch_scope	active_position_id	old_v99r4_meaning_de	new_v99r5_spoken_render_de	formal_stage_sequence	workflow_closure	modality_class	renderer_mode	inherited_v48_gloss_de	working_model_score_0_100_not_probability	working_model_level	positive_evidence_de	counterevidence_de	semantic_scope	historical_confirmation	component_relation_credit	token_retained	ordinal_retained
G732-P0242	f105r	f105r.12	6	kchedy	kchedy#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	heiß und trocken in der Mitte des Grades, abgeschlossen	heiß und trocken, Mittelstufe erreicht; abgeschlossen	MIDDLE	CLOSED	HEISS>TROCKEN	MIXED_NEUTRAL_STAGE	heiß und trocken in der Mitte des Grades, abgeschlossen	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 22 exakte ZL3b-Vorkommen auf 18 Seiten und 21 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0243	f105r	f105r.12	7	qotchdy	qotchdy#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	kalt und trocken am Anfang des Grades, abgeschlossen	kalt und trocken, Anfangsstufe erreicht; abgeschlossen	BEGIN	CLOSED	KALT>TROCKEN	MIXED_NEUTRAL_STAGE	kalt und trocken am Anfang des Grades, abgeschlossen	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 21 exakte ZL3b-Vorkommen auf 17 Seiten und 21 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0244	f105r	f105r.12	8	otcheey	otcheey#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	kalt-trockener Ansatz am Ende des Grades	kalt-trockener Ansatz, Endstufe	END	OPEN	KALT>TROCKEN	MIXED_NEUTRAL_STAGE	kalt-trockener Ansatz am Ende des Grades	61	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 3 exakte ZL3b-Vorkommen auf 3 Seiten und 3 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0245	f105r	f105r.13	2	qokdy	qokdy#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	heiß am Anfang des Grades, abgeschlossen	leicht erhitzt, abgeschlossen	BEGIN	CLOSED	HEISS	SINGLE_DIRECT	heiß am Anfang des Grades, abgeschlossen	61	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 4 exakte ZL3b-Vorkommen auf 4 Seiten und 4 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0246	f105r	f105r.13	9	cheedy	cheedy#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	trocken am Ende des Grades, abgeschlossen	vollständig getrocknet, abgeschlossen	END	CLOSED	TROCKEN	SINGLE_DIRECT	trocken am Ende des Grades, abgeschlossen	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 56 exakte ZL3b-Vorkommen auf 29 Seiten und 54 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0247	f105r	f105r.14	12	lkeey	lkeey#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	Drogenholz, heiß am Gradende	Drogenholz, vollständig erhitzt	END	OPEN	HEISS	SINGLE_DIRECT	Drogenholz, heiß am Gradende	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT661:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 38 exakte ZL3b-Vorkommen auf 19 Seiten und 37 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0248	f105r	f105r.15	5	okeedy	okeedy#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	heißer Ansatz am Ende des Grades, abgeschlossen	vollständig erhitzter Ansatz, abgeschlossen	END	CLOSED	HEISS	SINGLE_DIRECT	heißer Ansatz am Ende des Grades, abgeschlossen	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 94 exakte ZL3b-Vorkommen auf 46 Seiten und 90 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0249	f105r	f105r.16	6	okeedy	okeedy#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	heißer Ansatz am Ende des Grades, abgeschlossen	vollständig erhitzter Ansatz, abgeschlossen	END	CLOSED	HEISS	SINGLE_DIRECT	heißer Ansatz am Ende des Grades, abgeschlossen	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 94 exakte ZL3b-Vorkommen auf 46 Seiten und 90 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0250	f105r	f105r.17	12	ky	ky#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	heiß am Anfang des Grades	leicht erhitzt	BEGIN	OPEN	HEISS	SINGLE_DIRECT	heiß am Anfang des Grades	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 29 exakte ZL3b-Vorkommen auf 27 Seiten und 29 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0251	f105r	f105r.18	1	sheoy	sheoy#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	feucht angesetzte Zubereitung am Gradanfang	feucht angesetzte Zubereitung, Anfangsstufe	BEGIN	OPEN	FEUCHT	SINGLE_COMPOSITE_NEUTRAL_STAGE	feucht angesetzte Zubereitung am Gradanfang	56	W2_PROVISIONAL_WORKING	V48-Quelle GDT661:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 3 exakte ZL3b-Vorkommen auf 3 Seiten und 3 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0252	f105r	f105r.18	9	cheoty	cheoty#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	trocken angesetzte kalte Zubereitung am Gradanfang	trocken angesetzte kalte Zubereitung, Anfangsstufe	BEGIN	OPEN	TROCKEN>KALT	MIXED_NEUTRAL_STAGE	trocken angesetzte kalte Zubereitung am Gradanfang	56	W2_PROVISIONAL_WORKING	V48-Quelle GDT660:EXACT_WHOLE mit Staerke PROVISIONAL_CONCRETE_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 4 exakte ZL3b-Vorkommen auf 4 Seiten und 4 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0253	f105r	f105r.18	11	oteey	oteey#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	kalter Ansatz am Ende des Grades	vollständig abgekühlter Ansatz	END	OPEN	KALT	SINGLE_DIRECT	kalter Ansatz am Ende des Grades	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 100 exakte ZL3b-Vorkommen auf 42 Seiten und 93 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0254	f105r	f105r.2	3	cheey	cheey#1	ACTIVE_V99_LEXICAL_CORE	ACTIVE_EXACT_POSITION	P014	trocken am Ende des Grades	vollständig getrocknet	END	OPEN	TROCKEN	SINGLE_DIRECT	trocken am Ende des Grades	53	W2_PROVISIONAL_WORKING	5 aktive exakte Positionen auf 4 Seiten und 4 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR	ACTIVE_EXACT_WHOLE_READING	H0_NONE	0	1	1
G732-P0255	f105r	f105r.2	9	cheey	cheey#1	ACTIVE_V99_LEXICAL_CORE	ACTIVE_EXACT_POSITION	P020	trocken am Ende des Grades	vollständig getrocknet	END	OPEN	TROCKEN	SINGLE_DIRECT	trocken am Ende des Grades	53	W2_PROVISIONAL_WORKING	5 aktive exakte Positionen auf 4 Seiten und 4 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR	ACTIVE_EXACT_WHOLE_READING	H0_NONE	0	1	1
G732-P0256	f105r	f105r.24	3	ckheey	ckheey#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	Arzneikompositum am Gradende	Arzneikompositum, Endstufe	END	OPEN	NONE	NO_MODALITY_NEUTRAL_STAGE	Arzneikompositum am Gradende	58	W2_PROVISIONAL_WORKING	V48-Quelle GDT652:STRONG_NEUTRAL_CKH_FAMILY mit Staerke EXACT_WHOLE_FAMILY_EXTENSION und Scope KNOWN_EXACT_WHOLE; 8 exakte ZL3b-Vorkommen auf 8 Seiten und 8 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0257	f105r	f105r.28	4	qoteedy	qoteedy#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	kalt am Ende des Grades, abgeschlossen	vollständig abgekühlt, abgeschlossen	END	CLOSED	KALT	SINGLE_DIRECT	kalt am Ende des Grades, abgeschlossen	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 74 exakte ZL3b-Vorkommen auf 37 Seiten und 70 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0258	f105r	f105r.3	11	qokeey	qokeey#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	heiß am Ende des Grades	vollständig erhitzt	END	OPEN	HEISS	SINGLE_DIRECT	heiß am Ende des Grades	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 280 exakte ZL3b-Vorkommen auf 70 Seiten und 247 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0259	f105r	f105r.30	6	teey	teey#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	kalt am Ende des Grades	vollständig abgekühlt	END	OPEN	KALT	SINGLE_DIRECT	kalt am Ende des Grades	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 17 exakte ZL3b-Vorkommen auf 12 Seiten und 17 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0260	f105r	f105r.31	7	okal	okal#1	ACTIVE_V99_LEXICAL_CORE	ACTIVE_EXACT_POSITION	P031	Rohstoffklasse I im heißen Ansatz, Gradanfang	Rohstoffklasse I im leicht erhitzten Ansatz	BEGIN	OPEN	HEISS	SINGLE_DIRECT	Rohstoffklasse I im Ansatz, heiß am Gradanfang	50	W2_PROVISIONAL_WORKING	4 aktive exakte Positionen auf 3 Seiten und 3 Zeilen; letzte semantische Entscheidung GDT691: Rollen-Dispatch der Zubereitungskoepfe; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: Rohstoffklasse I im Ansatz, heiß am Gradanfang; lebender Rivale: Rohstoffklasse I der Heißzubereitung	ACTIVE_EXACT_WHOLE_READING	H0_NONE	0	1	1
G732-P0261	f105r	f105r.33	2	oteey	oteey#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	kalter Ansatz am Ende des Grades	vollständig abgekühlter Ansatz	END	OPEN	KALT	SINGLE_DIRECT	kalter Ansatz am Ende des Grades	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 100 exakte ZL3b-Vorkommen auf 42 Seiten und 93 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0262	f105r	f105r.33	3	lkeey	lkeey#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	Drogenholz, heiß am Gradende	Drogenholz, vollständig erhitzt	END	OPEN	HEISS	SINGLE_DIRECT	Drogenholz, heiß am Gradende	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT661:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 38 exakte ZL3b-Vorkommen auf 19 Seiten und 37 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0263	f105r	f105r.4	10	teedy	teedy#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	kalt am Ende des Grades, abgeschlossen	vollständig abgekühlt, abgeschlossen	END	CLOSED	KALT	SINGLE_DIRECT	kalt am Ende des Grades, abgeschlossen	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 13 exakte ZL3b-Vorkommen auf 11 Seiten und 13 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0264	f105r	f105r.5	9	otey	otey#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	kalter Ansatz in der Mitte des Grades	bis zur Mittelstufe abgekühlter Ansatz	MIDDLE	OPEN	KALT	SINGLE_DIRECT	kalter Ansatz in der Mitte des Grades	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 42 exakte ZL3b-Vorkommen auf 28 Seiten und 42 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0265	f105r	f105r.7	8	qokeey	qokeey#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	heiß am Ende des Grades	vollständig erhitzt	END	OPEN	HEISS	SINGLE_DIRECT	heiß am Ende des Grades	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 280 exakte ZL3b-Vorkommen auf 70 Seiten und 247 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0266	f105r	f105r.9	4	okchey	okchey#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	heiß-trockener Ansatz in der Mitte des Grades	heiß-trockener Ansatz, Mittelstufe	MIDDLE	OPEN	HEISS>TROCKEN	MIXED_NEUTRAL_STAGE	heiß-trockener Ansatz in der Mitte des Grades	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 29 exakte ZL3b-Vorkommen auf 26 Seiten und 29 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0267	f105v	f105v.10	2	ky	ky#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	heiß am Anfang des Grades	leicht erhitzt	BEGIN	OPEN	HEISS	SINGLE_DIRECT	heiß am Anfang des Grades	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 29 exakte ZL3b-Vorkommen auf 27 Seiten und 29 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0268	f105v	f105v.11	8	qoteedy	qoteedy#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	kalt am Ende des Grades, abgeschlossen	vollständig abgekühlt, abgeschlossen	END	CLOSED	KALT	SINGLE_DIRECT	kalt am Ende des Grades, abgeschlossen	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 74 exakte ZL3b-Vorkommen auf 37 Seiten und 70 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0269	f105v	f105v.22	3	chedal	chedal#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	trockener abgewogener Rohstoffposten I in der Gradmitte	bis zur Mittelstufe getrockneter abgewogener Rohstoffposten I	MIDDLE	OPEN	TROCKEN	SINGLE_DIRECT	trockene abgemessene Rohstoffmenge I in der Gradmitte	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT655:NEW_EXACT_WHOLE mit Staerke EXACT_WHOLE_DAL_AL_CONSOLIDATION und Scope KNOWN_EXACT_WHOLE; 22 exakte ZL3b-Vorkommen auf 15 Seiten und 22 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0270	f105v	f105v.30	7	okeedy	okeedy#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	heißer Ansatz am Ende des Grades, abgeschlossen	vollständig erhitzter Ansatz, abgeschlossen	END	CLOSED	HEISS	SINGLE_DIRECT	heißer Ansatz am Ende des Grades, abgeschlossen	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 94 exakte ZL3b-Vorkommen auf 46 Seiten und 90 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0271	f105v	f105v.33	3	oteey	oteey#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	kalter Ansatz am Ende des Grades	vollständig abgekühlter Ansatz	END	OPEN	KALT	SINGLE_DIRECT	kalter Ansatz am Ende des Grades	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 100 exakte ZL3b-Vorkommen auf 42 Seiten und 93 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0272	f105v	f105v.35	5	otcheedy	otcheedy#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	kalt-trockener Ansatz am Ende des Grades, abgeschlossen	kalt-trockener Ansatz, Endstufe erreicht; abgeschlossen	END	CLOSED	KALT>TROCKEN	MIXED_NEUTRAL_STAGE	kalt-trockener Ansatz am Ende des Grades, abgeschlossen	26	W1_WEAK_WORKING	V48-Quelle GDT647:FAMILY_MIGRATION_READER_WARNING mit Staerke ZL3B_QUALITY_SUBDEGREE_READER_WARNING und Scope KNOWN_READER_VARIANT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; kein seitenuebergreifender Bedeutungsbeleg; Form-/Bedeutungsscope KNOWN_READER_VARIANT_WHOLE ist nicht global exakt	KNOWN_READER_VARIANT_WHOLE	H0_NONE	0	1	1
G732-P0273	f105v	f105v.36	7	chdal	chdal#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	trockener abgewogener Rohstoffposten I am Gradanfang	leicht getrockneter abgewogener Rohstoffposten I	BEGIN	OPEN	TROCKEN	SINGLE_DIRECT	trockene abgemessene Rohstoffmenge I am Gradanfang	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT655:NEW_EXACT_WHOLE mit Staerke EXACT_WHOLE_DAL_AL_CONSOLIDATION und Scope KNOWN_EXACT_WHOLE; 19 exakte ZL3b-Vorkommen auf 15 Seiten und 18 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0274	f105v	f105v.38	4	okshey	okshey#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	heiß-feuchter Ansatz in der Mitte des Grades	heiß-feuchter Ansatz, Mittelstufe	MIDDLE	OPEN	HEISS>FEUCHT	MIXED_NEUTRAL_STAGE	heiß-feuchter Ansatz in der Mitte des Grades	68	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 9 exakte ZL3b-Vorkommen auf 8 Seiten und 9 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0275	f105v	f105v.6	3	ckheey	ckheey#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	Arzneikompositum am Gradende	Arzneikompositum, Endstufe	END	OPEN	NONE	NO_MODALITY_NEUTRAL_STAGE	Arzneikompositum am Gradende	58	W2_PROVISIONAL_WORKING	V48-Quelle GDT652:STRONG_NEUTRAL_CKH_FAMILY mit Staerke EXACT_WHOLE_FAMILY_EXTENSION und Scope KNOWN_EXACT_WHOLE; 8 exakte ZL3b-Vorkommen auf 8 Seiten und 8 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0276	f105v	f105v.9	6	otchedy	otchedy#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	kalt-trockener Ansatz, Mittelstufe erreicht; abgeschlossen	MIDDLE	CLOSED	KALT>TROCKEN	MIXED_NEUTRAL_STAGE	kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 34 exakte ZL3b-Vorkommen auf 21 Seiten und 33 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0277	f105v	f105v.9	7	ockhedy	ockhedy#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	Ansatz eines Arzneikompositums in der Gradmitte, abgeschlossen	Ansatz eines Arzneikompositums, Mittelstufe erreicht; abgeschlossen	MIDDLE	CLOSED	NONE	NO_MODALITY_NEUTRAL_STAGE	Ansatz eines Arzneikompositums in der Gradmitte, abgeschlossen	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT652:PROVISIONAL_LOW_N_BOUNDARY_COMPOUND mit Staerke EXACT_WHOLE_FAMILY_EXTENSION und Scope KNOWN_EXACT_WHOLE; 5 exakte ZL3b-Vorkommen auf 5 Seiten und 5 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0278	f106r	f106r.1	7	otchedy	otchedy#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	kalt-trockener Ansatz, Mittelstufe erreicht; abgeschlossen	MIDDLE	CLOSED	KALT>TROCKEN	MIXED_NEUTRAL_STAGE	kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 34 exakte ZL3b-Vorkommen auf 21 Seiten und 33 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
