page	locus	section	language	hand	token_count	unknown_tokens	complete_v48	target_count	global_target_count	active_target_count	target_ordinals	target_surfaces	target_reading_ids	formal_grade_tags	zl3b_line	v99r4_projected_token_glosses_de	v99r5_spoken_token_glosses_de	v99r4_target_glosses_de	v99r5_spoken_target_glosses_de	v99r4_render_de	v99r5_spoken_render_de	non_target_cells_unchanged	exact_tokens_and_ordinals_retained
f106v	f106v.22	S	B	3	9	3	0	1	1	0	4	okshy	okshy#GLOBAL	BEGIN|OPEN	tshod qokchy qokaiin okshy qokar shedy shey qopshedy shdykairylam	[tshod:?] | heiß und trocken am Anfang des Grades | heiß, Grad III | heiß-feuchter Ansatz am Anfang des Grades | heiße Drogenfraktion I | feucht in der Mitte des Grades, abgeschlossen | feucht in der Mitte des Grades | [qopshedy:?] | [shdykairylam:?]	[tshod:?] | heiß und trocken am Anfang des Grades | heiß, Grad III | heiß-feuchter Ansatz, Anfangsstufe | heiße Drogenfraktion I | feucht in der Mitte des Grades, abgeschlossen | feucht in der Mitte des Grades | [qopshedy:?] | [shdykairylam:?]	heiß-feuchter Ansatz am Anfang des Grades	heiß-feuchter Ansatz, Anfangsstufe	[tshod:?]; heiß und trocken am Anfang des Grades; heiß, Grad III; heiß-feuchter Ansatz am Anfang des Grades; heiße Drogenfraktion I; feucht in der Mitte des Grades, abgeschlossen; feucht in der Mitte des Grades; [qopshedy:?]; [shdykairylam:?]	[tshod:?]; heiß und trocken am Anfang des Grades; heiß, Grad III; heiß-feuchter Ansatz, Anfangsstufe; heiße Drogenfraktion I; feucht in der Mitte des Grades, abgeschlossen; feucht in der Mitte des Grades; [qopshedy:?]; [shdykairylam:?]	8	1
f106v	f106v.23	S	B	3	13	0	1	1	1	0	12	okeedy	okeedy#GLOBAL	END|CLOSED	ol kalol shar chor okal chdy chol chedy qotaiin or aiin okeedy qokain	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heißer Rohstoff der ersten Klasse | angefeuchtete Drogenfraktion I | Pflanzen-/Reproduktionsteil | Rohstoffklasse I im Ansatz, heiß am Gradanfang | trocken am Anfang des Grades, abgeschlossen | trocken; nominal trockenes Gut/Material | trocken in der Mitte des Grades, abgeschlossen | kalt, Grad III | Drogenportion | Menge III | heißer Ansatz am Ende des Grades, abgeschlossen | heiß, Grad II	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heißer Rohstoff der ersten Klasse | angefeuchtete Drogenfraktion I | Pflanzen-/Reproduktionsteil | Rohstoffklasse I im Ansatz, heiß am Gradanfang | trocken am Anfang des Grades, abgeschlossen | trocken; nominal trockenes Gut/Material | trocken in der Mitte des Grades, abgeschlossen | kalt, Grad III | Drogenportion | Menge III | vollständig erhitzter Ansatz, abgeschlossen | heiß, Grad II	heißer Ansatz am Ende des Grades, abgeschlossen	vollständig erhitzter Ansatz, abgeschlossen	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; heißer Rohstoff der ersten Klasse; angefeuchtete Drogenfraktion I; Pflanzen-/Reproduktionsteil; Rohstoffklasse I im Ansatz, heiß am Gradanfang; trocken am Anfang des Grades, abgeschlossen; trocken; nominal trockenes Gut/Material; trocken in der Mitte des Grades, abgeschlossen; kalt, Grad III; Drogenportion; Menge III; heißer Ansatz am Ende des Grades, abgeschlossen; heiß, Grad II	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; heißer Rohstoff der ersten Klasse; angefeuchtete Drogenfraktion I; Pflanzen-/Reproduktionsteil; Rohstoffklasse I im Ansatz, heiß am Gradanfang; trocken am Anfang des Grades, abgeschlossen; trocken; nominal trockenes Gut/Material; trocken in der Mitte des Grades, abgeschlossen; kalt, Grad III; Drogenportion; Menge III; vollständig erhitzter Ansatz, abgeschlossen; heiß, Grad II	12	1
f106v	f106v.24	S	B	3	10	4	0	1	1	0	6	chdal	chdal#GLOBAL	BEGIN|OPEN	soraiin solshedy qokchdy qokol chdaiin chdal air odl charain okay	Samenportion III | [solshedy:?] | heiß und trocken am Anfang des Grades, abgeschlossen | erhitzen | [chdaiin:?] | trockener abgewogener Rohstoffposten I am Gradanfang | zweite Drogenfraktion | Holzdroge im Ansatz abmessen | [charain:?] | [okay:?]	Samenportion III | [solshedy:?] | heiß und trocken am Anfang des Grades, abgeschlossen | erhitzen | [chdaiin:?] | leicht getrockneter abgewogener Rohstoffposten I | zweite Drogenfraktion | Holzdroge im Ansatz abmessen | [charain:?] | [okay:?]	trockener abgewogener Rohstoffposten I am Gradanfang	leicht getrockneter abgewogener Rohstoffposten I	Samenportion III; [solshedy:?]; heiß und trocken am Anfang des Grades, abgeschlossen; erhitzen; [chdaiin:?]; trockener abgewogener Rohstoffposten I am Gradanfang; zweite Drogenfraktion; Holzdroge im Ansatz abmessen; [charain:?]; [okay:?]	Samenportion III; [solshedy:?]; heiß und trocken am Anfang des Grades, abgeschlossen; erhitzen; [chdaiin:?]; leicht getrockneter abgewogener Rohstoffposten I; zweite Drogenfraktion; Holzdroge im Ansatz abmessen; [charain:?]; [okay:?]	9	1
f106v	f106v.27	S	B	3	6	3	0	2	2	0	3|5	sheotal|qokeey	sheotal#GLOBAL|qokeey#GLOBAL	BEGIN|OPEN | END|OPEN	olcheo odaiin sheotal shoor qokeey oarar	[olcheo:?] | Zubereitungsdosis III | feucht angesetzte Zubereitung aus kaltem Rohstoff Klasse I am Gradanfang | [shoor:?] | heiß am Ende des Grades | [oarar:?]	[olcheo:?] | Zubereitungsdosis III | feucht angesetzte Zubereitung aus kaltem Rohstoff Klasse I, Anfangsstufe | [shoor:?] | vollständig erhitzt | [oarar:?]	feucht angesetzte Zubereitung aus kaltem Rohstoff Klasse I am Gradanfang | heiß am Ende des Grades	feucht angesetzte Zubereitung aus kaltem Rohstoff Klasse I, Anfangsstufe | vollständig erhitzt	[olcheo:?]; Zubereitungsdosis III; feucht angesetzte Zubereitung aus kaltem Rohstoff Klasse I am Gradanfang; [shoor:?]; heiß am Ende des Grades; [oarar:?]	[olcheo:?]; Zubereitungsdosis III; feucht angesetzte Zubereitung aus kaltem Rohstoff Klasse I, Anfangsstufe; [shoor:?]; vollständig erhitzt; [oarar:?]	4	1
f106v	f106v.32	S	B	3	11	5	0	1	1	0	4	keedy	keedy#GLOBAL	END|CLOSED	polos shdair sheky keedy qoeedy qofchedy sair al pchedy ypodaiin saram	[polos:?] | [shdair:?] | bis zur Mittelstufe einweichen, erhitzen und abschließen | heiß am Ende des Grades, abgeschlossen | nimm den vollständig fertiggestellten Ansatz | [qofchedy:?] | Samenfraktion II | Rohstoffklasse I | getrocknetes Pulver | [ypodaiin:?] | [saram:?]	[polos:?] | [shdair:?] | bis zur Mittelstufe einweichen, erhitzen und abschließen | vollständig erhitzt, abgeschlossen | nimm den vollständig fertiggestellten Ansatz | [qofchedy:?] | Samenfraktion II | Rohstoffklasse I | getrocknetes Pulver | [ypodaiin:?] | [saram:?]	heiß am Ende des Grades, abgeschlossen	vollständig erhitzt, abgeschlossen	[polos:?]; [shdair:?]; bis zur Mittelstufe einweichen, erhitzen und abschließen; heiß am Ende des Grades, abgeschlossen; nimm den vollständig fertiggestellten Ansatz; [qofchedy:?]; Samenfraktion II; Rohstoffklasse I; getrocknetes Pulver; [ypodaiin:?]; [saram:?]	[polos:?]; [shdair:?]; bis zur Mittelstufe einweichen, erhitzen und abschließen; vollständig erhitzt, abgeschlossen; nimm den vollständig fertiggestellten Ansatz; [qofchedy:?]; Samenfraktion II; Rohstoffklasse I; getrocknetes Pulver; [ypodaiin:?]; [saram:?]	10	1
f106v	f106v.34	S	B	3	12	5	0	1	1	0	4	ky	ky#GLOBAL	BEGIN|OPEN	pchodaiin kcheeor al ky shcthy otos ar odal pcheody qotaiin otor alodam	[pchodaiin:?] | [kcheeor:?] | Rohstoffklasse I | heiß am Anfang des Grades | feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut | [otos:?] | Drogenfraktion I | abgemessene Rohstoffmenge I im Ansatz | [pcheody:?] | kalt, Grad III | kalte Drogenportion im Ansatz | [alodam:?]	[pchodaiin:?] | [kcheeor:?] | Rohstoffklasse I | leicht erhitzt | feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut | [otos:?] | Drogenfraktion I | abgemessene Rohstoffmenge I im Ansatz | [pcheody:?] | kalt, Grad III | kalte Drogenportion im Ansatz | [alodam:?]	heiß am Anfang des Grades	leicht erhitzt	[pchodaiin:?]; [kcheeor:?]; Rohstoffklasse I; heiß am Anfang des Grades; feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut; [otos:?]; Drogenfraktion I; abgemessene Rohstoffmenge I im Ansatz; [pcheody:?]; kalt, Grad III; kalte Drogenportion im Ansatz; [alodam:?]	[pchodaiin:?]; [kcheeor:?]; Rohstoffklasse I; leicht erhitzt; feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut; [otos:?]; Drogenfraktion I; abgemessene Rohstoffmenge I im Ansatz; [pcheody:?]; kalt, Grad III; kalte Drogenportion im Ansatz; [alodam:?]	11	1
f106v	f106v.35	S	B	3	12	0	1	4	4	0	2|3|6|8	shockhy|qokeey|kchedy|kchedy	shockhy#GLOBAL|qokeey#GLOBAL|kchedy#GLOBAL|kchedy#GLOBAL	BEGIN|OPEN | END|OPEN | MIDDLE|CLOSED | MIDDLE|CLOSED	shody shockhy qokeey qokcho l kchedy shdy kchedy chedy qockhey okaiin al	vollständig eingeweichter Ansatz | Arzneikompositum im Feuchtansatz am Gradanfang | heiß am Ende des Grades | erhitze, trockne und setze an | heiß-trockenes Drogenmaterial | heiß und trocken in der Mitte des Grades, abgeschlossen | feucht am Anfang des Grades, abgeschlossen | heiß und trocken in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten | heiß, Grad III, im Ansatzrahmen | Rohstoffklasse I	vollständig eingeweichter Ansatz | Arzneikompositum im Feuchtansatz, Anfangsstufe | vollständig erhitzt | erhitze, trockne und setze an | heiß-trockenes Drogenmaterial | heiß und trocken, Mittelstufe erreicht; abgeschlossen | feucht am Anfang des Grades, abgeschlossen | heiß und trocken, Mittelstufe erreicht; abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten | heiß, Grad III, im Ansatzrahmen | Rohstoffklasse I	Arzneikompositum im Feuchtansatz am Gradanfang | heiß am Ende des Grades | heiß und trocken in der Mitte des Grades, abgeschlossen | heiß und trocken in der Mitte des Grades, abgeschlossen	Arzneikompositum im Feuchtansatz, Anfangsstufe | vollständig erhitzt | heiß und trocken, Mittelstufe erreicht; abgeschlossen | heiß und trocken, Mittelstufe erreicht; abgeschlossen	vollständig eingeweichter Ansatz; Arzneikompositum im Feuchtansatz am Gradanfang; heiß am Ende des Grades; erhitze, trockne und setze an; heiß-trockenes Drogenmaterial; heiß und trocken in der Mitte des Grades, abgeschlossen; feucht am Anfang des Grades, abgeschlossen; heiß und trocken in der Mitte des Grades, abgeschlossen; trocken in der Mitte des Grades, abgeschlossen; Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten; heiß, Grad III, im Ansatzrahmen; Rohstoffklasse I	vollständig eingeweichter Ansatz; Arzneikompositum im Feuchtansatz, Anfangsstufe; vollständig erhitzt; erhitze, trockne und setze an; heiß-trockenes Drogenmaterial; heiß und trocken, Mittelstufe erreicht; abgeschlossen; feucht am Anfang des Grades, abgeschlossen; heiß und trocken, Mittelstufe erreicht; abgeschlossen; trocken in der Mitte des Grades, abgeschlossen; Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten; heiß, Grad III, im Ansatzrahmen; Rohstoffklasse I	8	1
f106v	f106v.38	S	B	3	10	3	0	2	2	0	2|4	qokeey|qokeey	qokeey#GLOBAL|qokeey#GLOBAL	END|OPEN | END|OPEN	okcheody qokeey otchey qokeey qokeedal qotchkeey qol rody raiin oty	[okcheody:?] | heiß am Ende des Grades | kalt-trockener Ansatz in der Mitte des Grades | heiß am Ende des Grades | [qokeedal:?] | [qotchkeey:?] | Drogenstoff zugeben | Wurzel/Wurzeldroge, fertig aufbereitet | Wurzel, Typ/Charge III | kalter Ansatz am Anfang des Grades	[okcheody:?] | vollständig erhitzt | kalt-trockener Ansatz in der Mitte des Grades | vollständig erhitzt | [qokeedal:?] | [qotchkeey:?] | Drogenstoff zugeben | Wurzel/Wurzeldroge, fertig aufbereitet | Wurzel, Typ/Charge III | kalter Ansatz am Anfang des Grades	heiß am Ende des Grades | heiß am Ende des Grades	vollständig erhitzt | vollständig erhitzt	[okcheody:?]; heiß am Ende des Grades; kalt-trockener Ansatz in der Mitte des Grades; heiß am Ende des Grades; [qokeedal:?]; [qotchkeey:?]; Drogenstoff zugeben; Wurzel/Wurzeldroge, fertig aufbereitet; Wurzel, Typ/Charge III; kalter Ansatz am Anfang des Grades	[okcheody:?]; vollständig erhitzt; kalt-trockener Ansatz in der Mitte des Grades; vollständig erhitzt; [qokeedal:?]; [qotchkeey:?]; Drogenstoff zugeben; Wurzel/Wurzeldroge, fertig aufbereitet; Wurzel, Typ/Charge III; kalter Ansatz am Anfang des Grades	8	1
f106v	f106v.4	S	B	3	8	3	0	1	1	0	6	chdal	chdal#GLOBAL	BEGIN|OPEN	ycheoto lsheo aiin chcthy okain chdal chdam charam	[ycheoto:?] | [lsheo:?] | Menge III | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | heiß im Zubereitungsrahmen, Grad II | trockener abgewogener Rohstoffposten I am Gradanfang | ein Maß Trockendroge abmessen | [charam:?]	[ycheoto:?] | [lsheo:?] | Menge III | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | heiß im Zubereitungsrahmen, Grad II | leicht getrockneter abgewogener Rohstoffposten I | ein Maß Trockendroge abmessen | [charam:?]	trockener abgewogener Rohstoffposten I am Gradanfang	leicht getrockneter abgewogener Rohstoffposten I	[ycheoto:?]; [lsheo:?]; Menge III; trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut; heiß im Zubereitungsrahmen, Grad II; trockener abgewogener Rohstoffposten I am Gradanfang; ein Maß Trockendroge abmessen; [charam:?]	[ycheoto:?]; [lsheo:?]; Menge III; trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut; heiß im Zubereitungsrahmen, Grad II; leicht getrockneter abgewogener Rohstoffposten I; ein Maß Trockendroge abmessen; [charam:?]	7	1
f106v	f106v.41	S	B	3	9	0	1	2	2	0	7|8	oteey|qoteedy	oteey#GLOBAL|qoteedy#GLOBAL	END|OPEN | END|CLOSED	otedy qoar cheey kaiin qokeeody okaiin oteey qoteedy choty	kalter Ansatz in der Mitte des Grades, abgeschlossen | Drogenfraktion I | trocken am Ende des Grades | heiß, Grad III | vollständig ausgekochter Ansatz | heiß, Grad III, im Ansatzrahmen | kalter Ansatz am Ende des Grades | kalt am Ende des Grades, abgeschlossen | kalter Trockenansatz	kalter Ansatz in der Mitte des Grades, abgeschlossen | Drogenfraktion I | trocken am Ende des Grades | heiß, Grad III | vollständig ausgekochter Ansatz | heiß, Grad III, im Ansatzrahmen | vollständig abgekühlter Ansatz | vollständig abgekühlt, abgeschlossen | kalter Trockenansatz	kalter Ansatz am Ende des Grades | kalt am Ende des Grades, abgeschlossen	vollständig abgekühlter Ansatz | vollständig abgekühlt, abgeschlossen	kalter Ansatz in der Mitte des Grades, abgeschlossen; Drogenfraktion I; trocken am Ende des Grades; heiß, Grad III; vollständig ausgekochter Ansatz; heiß, Grad III, im Ansatzrahmen; kalter Ansatz am Ende des Grades; kalt am Ende des Grades, abgeschlossen; kalter Trockenansatz	kalter Ansatz in der Mitte des Grades, abgeschlossen; Drogenfraktion I; trocken am Ende des Grades; heiß, Grad III; vollständig ausgekochter Ansatz; heiß, Grad III, im Ansatzrahmen; vollständig abgekühlter Ansatz; vollständig abgekühlt, abgeschlossen; kalter Trockenansatz	7	1
f106v	f106v.42	S	B	3	12	2	0	2	2	0	4|11	qoteedy|keedy	qoteedy#GLOBAL|keedy#GLOBAL	END|CLOSED | END|CLOSED	py chal shedy qoteedy cheyky okedaiin otedy odaiin chdy chy keedy lkey	Pulver in Grundform | Rohstoffklasse I, trocken am Gradanfang | feucht in der Mitte des Grades, abgeschlossen | kalt am Ende des Grades, abgeschlossen | [cheyky:?] | [okedaiin:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | Zubereitungsdosis III | trocken am Anfang des Grades, abgeschlossen | trocken am Anfang des Grades | heiß am Ende des Grades, abgeschlossen | Holzdroge bis zur mittleren Heizstufe	Pulver in Grundform | Rohstoffklasse I, trocken am Gradanfang | feucht in der Mitte des Grades, abgeschlossen | vollständig abgekühlt, abgeschlossen | [cheyky:?] | [okedaiin:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | Zubereitungsdosis III | trocken am Anfang des Grades, abgeschlossen | trocken am Anfang des Grades | vollständig erhitzt, abgeschlossen | Holzdroge bis zur mittleren Heizstufe	kalt am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen	vollständig abgekühlt, abgeschlossen | vollständig erhitzt, abgeschlossen	Pulver in Grundform; Rohstoffklasse I, trocken am Gradanfang; feucht in der Mitte des Grades, abgeschlossen; kalt am Ende des Grades, abgeschlossen; [cheyky:?]; [okedaiin:?]; kalter Ansatz in der Mitte des Grades, abgeschlossen; Zubereitungsdosis III; trocken am Anfang des Grades, abgeschlossen; trocken am Anfang des Grades; heiß am Ende des Grades, abgeschlossen; Holzdroge bis zur mittleren Heizstufe	Pulver in Grundform; Rohstoffklasse I, trocken am Gradanfang; feucht in der Mitte des Grades, abgeschlossen; vollständig abgekühlt, abgeschlossen; [cheyky:?]; [okedaiin:?]; kalter Ansatz in der Mitte des Grades, abgeschlossen; Zubereitungsdosis III; trocken am Anfang des Grades, abgeschlossen; trocken am Anfang des Grades; vollständig erhitzt, abgeschlossen; Holzdroge bis zur mittleren Heizstufe	10	1
f106v	f106v.45	S	B	3	11	4	0	1	1	0	9	oteey	oteey#GLOBAL	END|OPEN	ysair okeey cheodain chey tchar oqotaiin oty rasal oteey sar aildy	[ysair:?] | heißer Ansatz am Ende des Grades | Trockenansatz, Dosis II | trocken in der Mitte des Grades | erste Drogenfraktion abkühlen und trocknen | [oqotaiin:?] | kalter Ansatz am Anfang des Grades | [rasal:?] | kalter Ansatz am Ende des Grades | Samenfraktion I | [aildy:?]	[ysair:?] | heißer Ansatz am Ende des Grades | Trockenansatz, Dosis II | trocken in der Mitte des Grades | erste Drogenfraktion abkühlen und trocknen | [oqotaiin:?] | kalter Ansatz am Anfang des Grades | [rasal:?] | vollständig abgekühlter Ansatz | Samenfraktion I | [aildy:?]	kalter Ansatz am Ende des Grades	vollständig abgekühlter Ansatz	[ysair:?]; heißer Ansatz am Ende des Grades; Trockenansatz, Dosis II; trocken in der Mitte des Grades; erste Drogenfraktion abkühlen und trocknen; [oqotaiin:?]; kalter Ansatz am Anfang des Grades; [rasal:?]; kalter Ansatz am Ende des Grades; Samenfraktion I; [aildy:?]	[ysair:?]; heißer Ansatz am Ende des Grades; Trockenansatz, Dosis II; trocken in der Mitte des Grades; erste Drogenfraktion abkühlen und trocknen; [oqotaiin:?]; kalter Ansatz am Anfang des Grades; [rasal:?]; vollständig abgekühlter Ansatz; Samenfraktion I; [aildy:?]	10	1
f106v	f106v.6	S	B	3	10	3	0	1	1	0	3	kchedy	kchedy#GLOBAL	MIDDLE|CLOSED	daiin shody kchedy sheody olkaiin shkar chody talshdy qokain kararo	Grad-/Maßwert III | vollständig eingeweichter Ansatz | heiß und trocken in der Mitte des Grades, abgeschlossen | angefeuchteter Ansatz, abgeschlossen | heiße Drogenbasis, Stufe III | [shkar:?] | Trockenansatz, abgeschlossen | [talshdy:?] | heiß, Grad II | [kararo:?]	Grad-/Maßwert III | vollständig eingeweichter Ansatz | heiß und trocken, Mittelstufe erreicht; abgeschlossen | angefeuchteter Ansatz, abgeschlossen | heiße Drogenbasis, Stufe III | [shkar:?] | Trockenansatz, abgeschlossen | [talshdy:?] | heiß, Grad II | [kararo:?]	heiß und trocken in der Mitte des Grades, abgeschlossen	heiß und trocken, Mittelstufe erreicht; abgeschlossen	Grad-/Maßwert III; vollständig eingeweichter Ansatz; heiß und trocken in der Mitte des Grades, abgeschlossen; angefeuchteter Ansatz, abgeschlossen; heiße Drogenbasis, Stufe III; [shkar:?]; Trockenansatz, abgeschlossen; [talshdy:?]; heiß, Grad II; [kararo:?]	Grad-/Maßwert III; vollständig eingeweichter Ansatz; heiß und trocken, Mittelstufe erreicht; abgeschlossen; angefeuchteter Ansatz, abgeschlossen; heiße Drogenbasis, Stufe III; [shkar:?]; Trockenansatz, abgeschlossen; [talshdy:?]; heiß, Grad II; [kararo:?]	9	1
f107r	f107r.1	S	B	3	10	5	0	1	1	0	8	oteey	oteey#GLOBAL	END|OPEN	pchdlar sheolor ykeeol qokchy otor okeesodar tarair oteey otaiin ytar	[pchdlar:?] | [sheolor:?] | [ykeeol:?] | heiß und trocken am Anfang des Grades | kalte Drogenportion im Ansatz | [okeesodar:?] | [tarair:?] | kalter Ansatz am Ende des Grades | kalt im Zubereitungsrahmen, Grad III | nimm hiervon die erste gekühlte Drogenfraktion	[pchdlar:?] | [sheolor:?] | [ykeeol:?] | heiß und trocken am Anfang des Grades | kalte Drogenportion im Ansatz | [okeesodar:?] | [tarair:?] | vollständig abgekühlter Ansatz | kalt im Zubereitungsrahmen, Grad III | nimm hiervon die erste gekühlte Drogenfraktion	kalter Ansatz am Ende des Grades	vollständig abgekühlter Ansatz	[pchdlar:?]; [sheolor:?]; [ykeeol:?]; heiß und trocken am Anfang des Grades; kalte Drogenportion im Ansatz; [okeesodar:?]; [tarair:?]; kalter Ansatz am Ende des Grades; kalt im Zubereitungsrahmen, Grad III; nimm hiervon die erste gekühlte Drogenfraktion	[pchdlar:?]; [sheolor:?]; [ykeeol:?]; heiß und trocken am Anfang des Grades; kalte Drogenportion im Ansatz; [okeesodar:?]; [tarair:?]; vollständig abgekühlter Ansatz; kalt im Zubereitungsrahmen, Grad III; nimm hiervon die erste gekühlte Drogenfraktion	9	1
f107r	f107r.10	S	B	3	12	2	0	1	1	0	7	sheal	sheal#GLOBAL	MIDDLE|OPEN	yteedy qokeedy okeol lchedy qokal lor sheal cheedaiin chey sair alo m	kühle hiervon vollständig ab und schließe | heiß am Ende des Grades, abgeschlossen | Grundansatz bis zur mittleren Heizstufe erwärmt | getrocknetes Drogenholz | Rohstoffklasse I, heiß am Gradanfang | Holzportion | Rohstoffklasse I, feucht in der Gradmitte | [cheedaiin:?] | trocken in der Mitte des Grades | Samenfraktion II | [alo:?] | eine Handvoll alo	kühle hiervon vollständig ab und schließe | heiß am Ende des Grades, abgeschlossen | Grundansatz bis zur mittleren Heizstufe erwärmt | getrocknetes Drogenholz | Rohstoffklasse I, heiß am Gradanfang | Holzportion | Rohstoffklasse I, bis zur Mittelstufe angefeuchtet | [cheedaiin:?] | trocken in der Mitte des Grades | Samenfraktion II | [alo:?] | eine Handvoll alo	Rohstoffklasse I, feucht in der Gradmitte	Rohstoffklasse I, bis zur Mittelstufe angefeuchtet	kühle hiervon vollständig ab und schließe; heiß am Ende des Grades, abgeschlossen; Grundansatz bis zur mittleren Heizstufe erwärmt; getrocknetes Drogenholz; Rohstoffklasse I, heiß am Gradanfang; Holzportion; Rohstoffklasse I, feucht in der Gradmitte; [cheedaiin:?]; trocken in der Mitte des Grades; Samenfraktion II; [alo:?]; eine Handvoll alo	kühle hiervon vollständig ab und schließe; heiß am Ende des Grades, abgeschlossen; Grundansatz bis zur mittleren Heizstufe erwärmt; getrocknetes Drogenholz; Rohstoffklasse I, heiß am Gradanfang; Holzportion; Rohstoffklasse I, bis zur Mittelstufe angefeuchtet; [cheedaiin:?]; trocken in der Mitte des Grades; Samenfraktion II; [alo:?]; eine Handvoll alo	11	1
f107r	f107r.2	S	B	3	13	4	0	1	0	1	11	chey	chey#1	MIDDLE|OPEN	dchey qoteos aiin shedy oteed qor aiin cheockhy olkeey qotain chey qeeey lor	[dchey:?] | [qoteos:?] | Menge III | feucht in der Mitte des Grades, abgeschlossen | [oteed:?] | nimm eine Drogenportion | Menge III | trocken angesetztes Arzneikompositum am Gradanfang | Holzdrogenansatz vollständig erhitzt | kalt im qo-Rahmen, Grad II | trocken in der Mitte des Grades | [qeeey:?] | Holzportion	[dchey:?] | [qoteos:?] | Menge III | feucht in der Mitte des Grades, abgeschlossen | [oteed:?] | nimm eine Drogenportion | Menge III | trocken angesetztes Arzneikompositum am Gradanfang | Holzdrogenansatz vollständig erhitzt | kalt im qo-Rahmen, Grad II | bis zur Mittelstufe getrocknet | [qeeey:?] | Holzportion	trocken in der Mitte des Grades	bis zur Mittelstufe getrocknet	[dchey:?]; [qoteos:?]; Menge III; feucht in der Mitte des Grades, abgeschlossen; [oteed:?]; nimm eine Drogenportion; Menge III; trocken angesetztes Arzneikompositum am Gradanfang; Holzdrogenansatz vollständig erhitzt; kalt im qo-Rahmen, Grad II; trocken in der Mitte des Grades; [qeeey:?]; Holzportion	[dchey:?]; [qoteos:?]; Menge III; feucht in der Mitte des Grades, abgeschlossen; [oteed:?]; nimm eine Drogenportion; Menge III; trocken angesetztes Arzneikompositum am Gradanfang; Holzdrogenansatz vollständig erhitzt; kalt im qo-Rahmen, Grad II; bis zur Mittelstufe getrocknet; [qeeey:?]; Holzportion	12	1
f107r	f107r.20	S	B	3	2	0	1	1	1	0	2	kcheedy	kcheedy#GLOBAL	END|CLOSED	tcheol kcheedy	kalt-trockener Drogenstoff | heiß und trocken am Ende des Grades, abgeschlossen	kalt-trockener Drogenstoff | heiß und trocken, Endstufe erreicht; abgeschlossen	heiß und trocken am Ende des Grades, abgeschlossen	heiß und trocken, Endstufe erreicht; abgeschlossen	kalt-trockener Drogenstoff; heiß und trocken am Ende des Grades, abgeschlossen	kalt-trockener Drogenstoff; heiß und trocken, Endstufe erreicht; abgeschlossen	1	1
f107r	f107r.21	S	B	3	11	2	0	1	1	0	5	qotal	qotal#GLOBAL	BEGIN|OPEN	taror olal okain okaiin qotal shaiin qokeol lkaiin okeeo lkaiin aiin	[taror:?] | Ansatz aus Holzrohstoff, Form I | heiß im Zubereitungsrahmen, Grad II | heiß, Grad III, im Ansatzrahmen | Rohstoffklasse I, kalt am Gradanfang | feucht, Grad III | erhitze den Drogenstoff bis zur Mittelstufe | Holzdroge, heiß auf Stufe III | [okeeo:?] | Holzdroge, heiß auf Stufe III | Menge III	[taror:?] | Ansatz aus Holzrohstoff, Form I | heiß im Zubereitungsrahmen, Grad II | heiß, Grad III, im Ansatzrahmen | Rohstoffklasse I, leicht abgekühlt | feucht, Grad III | erhitze den Drogenstoff bis zur Mittelstufe | Holzdroge, heiß auf Stufe III | [okeeo:?] | Holzdroge, heiß auf Stufe III | Menge III	Rohstoffklasse I, kalt am Gradanfang	Rohstoffklasse I, leicht abgekühlt	[taror:?]; Ansatz aus Holzrohstoff, Form I; heiß im Zubereitungsrahmen, Grad II; heiß, Grad III, im Ansatzrahmen; Rohstoffklasse I, kalt am Gradanfang; feucht, Grad III; erhitze den Drogenstoff bis zur Mittelstufe; Holzdroge, heiß auf Stufe III; [okeeo:?]; Holzdroge, heiß auf Stufe III; Menge III	[taror:?]; Ansatz aus Holzrohstoff, Form I; heiß im Zubereitungsrahmen, Grad II; heiß, Grad III, im Ansatzrahmen; Rohstoffklasse I, leicht abgekühlt; feucht, Grad III; erhitze den Drogenstoff bis zur Mittelstufe; Holzdroge, heiß auf Stufe III; [okeeo:?]; Holzdroge, heiß auf Stufe III; Menge III	10	1
