rank	page	locus	section	language	hand	token_count	unknown_tokens	complete_v48	target_count	global_target_count	active_target_count	target_ordinals	target_surfaces	target_reading_ids	formal_grade_tags	zl3b_line	v99r4_projected_token_glosses_de	v99r5_spoken_token_glosses_de	v99r4_target_glosses_de	v99r5_spoken_target_glosses_de	v99r4_render_de	v99r5_spoken_render_de	non_target_cells_unchanged	exact_tokens_and_ordinals_retained	residual_grade_cell_count	residual_grade_cells_de
22	f85r1	f85r1.5	T	B	2	10	0	1	4	4	0	2|7|8|9	kchedy|okchy|kedy|tedy	kchedy#GLOBAL|okchy#GLOBAL|kedy#GLOBAL|tedy#GLOBAL	MIDDLE|CLOSED | BEGIN|OPEN | MIDDLE|CLOSED | MIDDLE|CLOSED	tchedy kchedy qodaiin olkeedy oraiin olshedy okchy kedy tedy tdam	kalt und trocken in der Mitte des Grades, abgeschlossen | heiß und trocken in der Mitte des Grades, abgeschlossen | Qualitätsgrad III | Holzdrogenansatz vollständig erhitzt und abgeschlossen | Portion III | Holzdroge im Ansatz vollständig eingeweicht | heiß-trockener Ansatz am Anfang des Grades | heiß in der Mitte des Grades, abgeschlossen | kalt in der Mitte des Grades, abgeschlossen | ein Maß kalte Droge	kalt und trocken in der Mitte des Grades, abgeschlossen | heiß und trocken, Mittelstufe erreicht; abgeschlossen | Qualitätsgrad III | Holzdrogenansatz vollständig erhitzt und abgeschlossen | Portion III | Holzdroge im Ansatz vollständig eingeweicht | heiß-trockener Ansatz, Anfangsstufe | bis zur Mittelstufe erhitzt, abgeschlossen | bis zur Mittelstufe abgekühlt, abgeschlossen | ein Maß kalte Droge	heiß und trocken in der Mitte des Grades, abgeschlossen | heiß-trockener Ansatz am Anfang des Grades | heiß in der Mitte des Grades, abgeschlossen | kalt in der Mitte des Grades, abgeschlossen	heiß und trocken, Mittelstufe erreicht; abgeschlossen | heiß-trockener Ansatz, Anfangsstufe | bis zur Mittelstufe erhitzt, abgeschlossen | bis zur Mittelstufe abgekühlt, abgeschlossen	kalt und trocken in der Mitte des Grades, abgeschlossen; heiß und trocken in der Mitte des Grades, abgeschlossen; Qualitätsgrad III; Holzdrogenansatz vollständig erhitzt und abgeschlossen; Portion III; Holzdroge im Ansatz vollständig eingeweicht; heiß-trockener Ansatz am Anfang des Grades; heiß in der Mitte des Grades, abgeschlossen; kalt in der Mitte des Grades, abgeschlossen; ein Maß kalte Droge	kalt und trocken in der Mitte des Grades, abgeschlossen; heiß und trocken, Mittelstufe erreicht; abgeschlossen; Qualitätsgrad III; Holzdrogenansatz vollständig erhitzt und abgeschlossen; Portion III; Holzdroge im Ansatz vollständig eingeweicht; heiß-trockener Ansatz, Anfangsstufe; bis zur Mittelstufe erhitzt, abgeschlossen; bis zur Mittelstufe abgekühlt, abgeschlossen; ein Maß kalte Droge	6	1	1	1:kalt und trocken in der Mitte des Grades, abgeschlossen [OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE]
23	f103r	f103r.27	S	B	3	11	2	0	4	4	0	3|6|8|9	qokeey|qokeey|tchey|qokeey	qokeey#GLOBAL|qokeey#GLOBAL|tchey#GLOBAL|qokeey#GLOBAL	END|OPEN | END|OPEN | MIDDLE|OPEN | END|OPEN	qokechy okeey qokeey lkeeody sheey qokeey lkeol tchey qokeey okeey qokaly	[qokechy:?] | heißer Ansatz am Ende des Grades | heiß am Ende des Grades | [lkeeody:?] | feucht am Ende des Grades | heiß am Ende des Grades | Holzdrogenstoff bis zur Mittelstufe erhitzen | kalt und trocken in der Mitte des Grades | heiß am Ende des Grades | heißer Ansatz am Ende des Grades | erhitze Rohdroge I leicht und schließe ab	[qokechy:?] | heißer Ansatz am Ende des Grades | vollständig erhitzt | [lkeeody:?] | feucht am Ende des Grades | vollständig erhitzt | Holzdrogenstoff bis zur Mittelstufe erhitzen | kalt und trocken, Mittelstufe | vollständig erhitzt | heißer Ansatz am Ende des Grades | erhitze Rohdroge I leicht und schließe ab	heiß am Ende des Grades | heiß am Ende des Grades | kalt und trocken in der Mitte des Grades | heiß am Ende des Grades	vollständig erhitzt | vollständig erhitzt | kalt und trocken, Mittelstufe | vollständig erhitzt	[qokechy:?]; heißer Ansatz am Ende des Grades; heiß am Ende des Grades; [lkeeody:?]; feucht am Ende des Grades; heiß am Ende des Grades; Holzdrogenstoff bis zur Mittelstufe erhitzen; kalt und trocken in der Mitte des Grades; heiß am Ende des Grades; heißer Ansatz am Ende des Grades; erhitze Rohdroge I leicht und schließe ab	[qokechy:?]; heißer Ansatz am Ende des Grades; vollständig erhitzt; [lkeeody:?]; feucht am Ende des Grades; vollständig erhitzt; Holzdrogenstoff bis zur Mittelstufe erhitzen; kalt und trocken, Mittelstufe; vollständig erhitzt; heißer Ansatz am Ende des Grades; erhitze Rohdroge I leicht und schließe ab	7	1	3	2:heißer Ansatz am Ende des Grades [TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS] | 5:feucht am Ende des Grades [OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE] | 10:heißer Ansatz am Ende des Grades [TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS]
24	f103r	f103r.36	S	B	3	8	1	0	4	4	0	3|5|7|8	okeedy|qokeey|otey|qokeey	okeedy#GLOBAL|qokeey#GLOBAL|otey#GLOBAL|qokeey#GLOBAL	END|CLOSED | END|OPEN | MIDDLE|OPEN | END|OPEN	okool chedy okeedy qokeedy qokeey shdy otey qokeey	[okool:?] | trocken in der Mitte des Grades, abgeschlossen | heißer Ansatz am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades | feucht am Anfang des Grades, abgeschlossen | kalter Ansatz in der Mitte des Grades | heiß am Ende des Grades	[okool:?] | trocken in der Mitte des Grades, abgeschlossen | vollständig erhitzter Ansatz, abgeschlossen | heiß am Ende des Grades, abgeschlossen | vollständig erhitzt | feucht am Anfang des Grades, abgeschlossen | bis zur Mittelstufe abgekühlter Ansatz | vollständig erhitzt	heißer Ansatz am Ende des Grades, abgeschlossen | heiß am Ende des Grades | kalter Ansatz in der Mitte des Grades | heiß am Ende des Grades	vollständig erhitzter Ansatz, abgeschlossen | vollständig erhitzt | bis zur Mittelstufe abgekühlter Ansatz | vollständig erhitzt	[okool:?]; trocken in der Mitte des Grades, abgeschlossen; heißer Ansatz am Ende des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; heiß am Ende des Grades; feucht am Anfang des Grades, abgeschlossen; kalter Ansatz in der Mitte des Grades; heiß am Ende des Grades	[okool:?]; trocken in der Mitte des Grades, abgeschlossen; vollständig erhitzter Ansatz, abgeschlossen; heiß am Ende des Grades, abgeschlossen; vollständig erhitzt; feucht am Anfang des Grades, abgeschlossen; bis zur Mittelstufe abgekühlter Ansatz; vollständig erhitzt	4	1	3	2:trocken in der Mitte des Grades, abgeschlossen [OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE] | 4:heiß am Ende des Grades, abgeschlossen [TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS] | 6:feucht am Anfang des Grades, abgeschlossen [OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE]
25	f103r	f103r.43	S	B	3	11	1	0	4	4	0	2|5|6|10	cheal|qotal|sheal|shokey	cheal#GLOBAL|qotal#GLOBAL|sheal#GLOBAL|shokey#GLOBAL	MIDDLE|OPEN | BEGIN|OPEN | MIDDLE|OPEN | MIDDLE|OPEN	tar cheal ol sheey qotal sheal qokal sheedy okeshedy shokey qokaiin	kalte Drogenfraktion I | Rohstoffklasse I, trocken in der Gradmitte | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | feucht am Ende des Grades | Rohstoffklasse I, kalt am Gradanfang | Rohstoffklasse I, feucht in der Gradmitte | Rohstoffklasse I, heiß am Gradanfang | feucht am Ende des Grades, abgeschlossen | [okeshedy:?] | heiß-feuchter Ansatz in der Gradmitte | heiß, Grad III	kalte Drogenfraktion I | Rohstoffklasse I, bis zur Mittelstufe getrocknet | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | feucht am Ende des Grades | Rohstoffklasse I, leicht abgekühlt | Rohstoffklasse I, bis zur Mittelstufe angefeuchtet | Rohstoffklasse I, heiß am Gradanfang | feucht am Ende des Grades, abgeschlossen | [okeshedy:?] | heiß-feuchter Ansatz, Mittelstufe | heiß, Grad III	Rohstoffklasse I, trocken in der Gradmitte | Rohstoffklasse I, kalt am Gradanfang | Rohstoffklasse I, feucht in der Gradmitte | heiß-feuchter Ansatz in der Gradmitte	Rohstoffklasse I, bis zur Mittelstufe getrocknet | Rohstoffklasse I, leicht abgekühlt | Rohstoffklasse I, bis zur Mittelstufe angefeuchtet | heiß-feuchter Ansatz, Mittelstufe	kalte Drogenfraktion I; Rohstoffklasse I, trocken in der Gradmitte; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; feucht am Ende des Grades; Rohstoffklasse I, kalt am Gradanfang; Rohstoffklasse I, feucht in der Gradmitte; Rohstoffklasse I, heiß am Gradanfang; feucht am Ende des Grades, abgeschlossen; [okeshedy:?]; heiß-feuchter Ansatz in der Gradmitte; heiß, Grad III	kalte Drogenfraktion I; Rohstoffklasse I, bis zur Mittelstufe getrocknet; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; feucht am Ende des Grades; Rohstoffklasse I, leicht abgekühlt; Rohstoffklasse I, bis zur Mittelstufe angefeuchtet; Rohstoffklasse I, heiß am Gradanfang; feucht am Ende des Grades, abgeschlossen; [okeshedy:?]; heiß-feuchter Ansatz, Mittelstufe; heiß, Grad III	7	1	3	4:feucht am Ende des Grades [OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE] | 7:Rohstoffklasse I, heiß am Gradanfang [OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE] | 8:feucht am Ende des Grades, abgeschlossen [TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS]
26	f107v	f107v.41	S	B	3	13	3	0	4	4	0	7|8|11|12	qokchey|oteey|lkeedy|qokeey	qokchey#GLOBAL|oteey#GLOBAL|lkeedy#GLOBAL|qokeey#GLOBAL	MIDDLE|OPEN | END|OPEN | END|CLOSED | END|OPEN	pokar ar keey okeeo l cheey qokchey oteey lkeeo l lkeedy qokeey lkain	[pokar:?] | Drogenfraktion I | heiß am Ende des Grades | [okeeo:?] | Drogenholz, trocken gebunden, Form II | trocken am Ende des Grades | heiß und trocken in der Mitte des Grades | kalter Ansatz am Ende des Grades | [lkeeo:?] | Grundstoff des vorstehenden Ansatzes | Drogenholz, heiß am Gradende, abgeschlossen | heiß am Ende des Grades | Holzdroge, heiß auf Stufe II	[pokar:?] | Drogenfraktion I | heiß am Ende des Grades | [okeeo:?] | Drogenholz, trocken gebunden, Form II | trocken am Ende des Grades | heiß und trocken, Mittelstufe | vollständig abgekühlter Ansatz | [lkeeo:?] | Grundstoff des vorstehenden Ansatzes | Drogenholz, vollständig erhitzt, abgeschlossen | vollständig erhitzt | Holzdroge, heiß auf Stufe II	heiß und trocken in der Mitte des Grades | kalter Ansatz am Ende des Grades | Drogenholz, heiß am Gradende, abgeschlossen | heiß am Ende des Grades	heiß und trocken, Mittelstufe | vollständig abgekühlter Ansatz | Drogenholz, vollständig erhitzt, abgeschlossen | vollständig erhitzt	[pokar:?]; Drogenfraktion I; heiß am Ende des Grades; [okeeo:?]; Drogenholz, trocken gebunden, Form II; trocken am Ende des Grades; heiß und trocken in der Mitte des Grades; kalter Ansatz am Ende des Grades; [lkeeo:?]; Grundstoff des vorstehenden Ansatzes; Drogenholz, heiß am Gradende, abgeschlossen; heiß am Ende des Grades; Holzdroge, heiß auf Stufe II	[pokar:?]; Drogenfraktion I; heiß am Ende des Grades; [okeeo:?]; Drogenholz, trocken gebunden, Form II; trocken am Ende des Grades; heiß und trocken, Mittelstufe; vollständig abgekühlter Ansatz; [lkeeo:?]; Grundstoff des vorstehenden Ansatzes; Drogenholz, vollständig erhitzt, abgeschlossen; vollständig erhitzt; Holzdroge, heiß auf Stufe II	9	1	2	3:heiß am Ende des Grades [TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS] | 6:trocken am Ende des Grades [TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS]
27	f108r	f108r.37	S	B	3	12	3	0	4	4	0	2|4|6|7	qokey|lkeey|cheokeey|qokeey	qokey#GLOBAL|lkeey#GLOBAL|cheokeey#GLOBAL|qokeey#GLOBAL	MIDDLE|OPEN | END|OPEN | END|OPEN | END|OPEN	tchedy qokey okeey lkeey chedy cheokeey qokeey chedl al lkair alkeedy ram	kalt und trocken in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades | heißer Ansatz am Ende des Grades | Drogenholz, heiß am Gradende | trocken in der Mitte des Grades, abgeschlossen | trocken angesetzte heiße Zubereitung am Gradende | heiß am Ende des Grades | [chedl:?] | Rohstoffklasse I | [lkair:?] | [alkeedy:?] | Wurzel/Wurzeldroge: Maß-/Einheitsform I	kalt und trocken in der Mitte des Grades, abgeschlossen | bis zur Mittelstufe erhitzt | heißer Ansatz am Ende des Grades | Drogenholz, vollständig erhitzt | trocken in der Mitte des Grades, abgeschlossen | trocken angesetzte heiße Zubereitung, Endstufe | vollständig erhitzt | [chedl:?] | Rohstoffklasse I | [lkair:?] | [alkeedy:?] | Wurzel/Wurzeldroge: Maß-/Einheitsform I	heiß in der Mitte des Grades | Drogenholz, heiß am Gradende | trocken angesetzte heiße Zubereitung am Gradende | heiß am Ende des Grades	bis zur Mittelstufe erhitzt | Drogenholz, vollständig erhitzt | trocken angesetzte heiße Zubereitung, Endstufe | vollständig erhitzt	kalt und trocken in der Mitte des Grades, abgeschlossen; heiß in der Mitte des Grades; heißer Ansatz am Ende des Grades; Drogenholz, heiß am Gradende; trocken in der Mitte des Grades, abgeschlossen; trocken angesetzte heiße Zubereitung am Gradende; heiß am Ende des Grades; [chedl:?]; Rohstoffklasse I; [lkair:?]; [alkeedy:?]; Wurzel/Wurzeldroge: Maß-/Einheitsform I	kalt und trocken in der Mitte des Grades, abgeschlossen; bis zur Mittelstufe erhitzt; heißer Ansatz am Ende des Grades; Drogenholz, vollständig erhitzt; trocken in der Mitte des Grades, abgeschlossen; trocken angesetzte heiße Zubereitung, Endstufe; vollständig erhitzt; [chedl:?]; Rohstoffklasse I; [lkair:?]; [alkeedy:?]; Wurzel/Wurzeldroge: Maß-/Einheitsform I	8	1	3	1:kalt und trocken in der Mitte des Grades, abgeschlossen [OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE] | 3:heißer Ansatz am Ende des Grades [TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS] | 5:trocken in der Mitte des Grades, abgeschlossen [OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE]
28	f108r	f108r.42	S	B	3	10	2	0	4	4	0	2|4|5|7	qokeey|qokeey|chedal|qokeey	qokeey#GLOBAL|qokeey#GLOBAL|chedal#GLOBAL|qokeey#GLOBAL	END|OPEN | END|OPEN | MIDDLE|OPEN | END|OPEN	okeey qokeey qokeedy qokeey chedal chedy qokeey okeedain otain oolals	heißer Ansatz am Ende des Grades | heiß am Ende des Grades | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades | trockener abgewogener Rohstoffposten I in der Gradmitte | trocken in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades | [okeedain:?] | kalt im Zubereitungsrahmen, Grad II | [oolals:?]	heißer Ansatz am Ende des Grades | vollständig erhitzt | heiß am Ende des Grades, abgeschlossen | vollständig erhitzt | bis zur Mittelstufe getrockneter abgewogener Rohstoffposten I | trocken in der Mitte des Grades, abgeschlossen | vollständig erhitzt | [okeedain:?] | kalt im Zubereitungsrahmen, Grad II | [oolals:?]	heiß am Ende des Grades | heiß am Ende des Grades | trockener abgewogener Rohstoffposten I in der Gradmitte | heiß am Ende des Grades	vollständig erhitzt | vollständig erhitzt | bis zur Mittelstufe getrockneter abgewogener Rohstoffposten I | vollständig erhitzt	heißer Ansatz am Ende des Grades; heiß am Ende des Grades; heiß am Ende des Grades, abgeschlossen; heiß am Ende des Grades; trockener abgewogener Rohstoffposten I in der Gradmitte; trocken in der Mitte des Grades, abgeschlossen; heiß am Ende des Grades; [okeedain:?]; kalt im Zubereitungsrahmen, Grad II; [oolals:?]	heißer Ansatz am Ende des Grades; vollständig erhitzt; heiß am Ende des Grades, abgeschlossen; vollständig erhitzt; bis zur Mittelstufe getrockneter abgewogener Rohstoffposten I; trocken in der Mitte des Grades, abgeschlossen; vollständig erhitzt; [okeedain:?]; kalt im Zubereitungsrahmen, Grad II; [oolals:?]	6	1	3	1:heißer Ansatz am Ende des Grades [TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS] | 3:heiß am Ende des Grades, abgeschlossen [TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS] | 6:trocken in der Mitte des Grades, abgeschlossen [OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE]
29	f108v	f108v.34	S	B	3	10	4	0	4	4	0	3|4|6|10	qokeey|qotedy|qokey|qokeey	qokeey#GLOBAL|qotedy#GLOBAL|qokey#GLOBAL|qokeey#GLOBAL	END|OPEN | MIDDLE|CLOSED | MIDDLE|OPEN | END|OPEN	tolshey ochey qokeey qotedy choteey qokey cholkeedy lkedy lchedy qokeey	[tolshey:?] | [ochey:?] | heiß am Ende des Grades | kalt in der Mitte des Grades, abgeschlossen | [choteey:?] | heiß in der Mitte des Grades | [cholkeedy:?] | erhitzte Holzdroge, Mittelstufe, fertig | getrocknetes Drogenholz | heiß am Ende des Grades	[tolshey:?] | [ochey:?] | vollständig erhitzt | bis zur Mittelstufe abgekühlt, abgeschlossen | [choteey:?] | bis zur Mittelstufe erhitzt | [cholkeedy:?] | erhitzte Holzdroge, Mittelstufe, fertig | getrocknetes Drogenholz | vollständig erhitzt	heiß am Ende des Grades | kalt in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades | heiß am Ende des Grades	vollständig erhitzt | bis zur Mittelstufe abgekühlt, abgeschlossen | bis zur Mittelstufe erhitzt | vollständig erhitzt	[tolshey:?]; [ochey:?]; heiß am Ende des Grades; kalt in der Mitte des Grades, abgeschlossen; [choteey:?]; heiß in der Mitte des Grades; [cholkeedy:?]; erhitzte Holzdroge, Mittelstufe, fertig; getrocknetes Drogenholz; heiß am Ende des Grades	[tolshey:?]; [ochey:?]; vollständig erhitzt; bis zur Mittelstufe abgekühlt, abgeschlossen; [choteey:?]; bis zur Mittelstufe erhitzt; [cholkeedy:?]; erhitzte Holzdroge, Mittelstufe, fertig; getrocknetes Drogenholz; vollständig erhitzt	6	1	0	NONE
30	f108v	f108v.8	S	B	3	10	2	0	4	4	0	2|5|6|7	okeedy|okeedy|okeedy|chedal	okeedy#GLOBAL|okeedy#GLOBAL|okeedy#GLOBAL|chedal#GLOBAL	END|CLOSED | END|CLOSED | END|CLOSED | MIDDLE|OPEN	ysheedy okeedy oteedy qokeedy okeedy okeedy chedal okar qoteedar oty	[ysheedy:?] | heißer Ansatz am Ende des Grades, abgeschlossen | kalter Ansatz am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | heißer Ansatz am Ende des Grades, abgeschlossen | heißer Ansatz am Ende des Grades, abgeschlossen | trockener abgewogener Rohstoffposten I in der Gradmitte | heiße Drogenfraktion I im Ansatz | [qoteedar:?] | kalter Ansatz am Anfang des Grades	[ysheedy:?] | vollständig erhitzter Ansatz, abgeschlossen | kalter Ansatz am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | vollständig erhitzter Ansatz, abgeschlossen | vollständig erhitzter Ansatz, abgeschlossen | bis zur Mittelstufe getrockneter abgewogener Rohstoffposten I | heiße Drogenfraktion I im Ansatz | [qoteedar:?] | kalter Ansatz am Anfang des Grades	heißer Ansatz am Ende des Grades, abgeschlossen | heißer Ansatz am Ende des Grades, abgeschlossen | heißer Ansatz am Ende des Grades, abgeschlossen | trockener abgewogener Rohstoffposten I in der Gradmitte	vollständig erhitzter Ansatz, abgeschlossen | vollständig erhitzter Ansatz, abgeschlossen | vollständig erhitzter Ansatz, abgeschlossen | bis zur Mittelstufe getrockneter abgewogener Rohstoffposten I	[ysheedy:?]; heißer Ansatz am Ende des Grades, abgeschlossen; kalter Ansatz am Ende des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; heißer Ansatz am Ende des Grades, abgeschlossen; heißer Ansatz am Ende des Grades, abgeschlossen; trockener abgewogener Rohstoffposten I in der Gradmitte; heiße Drogenfraktion I im Ansatz; [qoteedar:?]; kalter Ansatz am Anfang des Grades	[ysheedy:?]; vollständig erhitzter Ansatz, abgeschlossen; kalter Ansatz am Ende des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; vollständig erhitzter Ansatz, abgeschlossen; vollständig erhitzter Ansatz, abgeschlossen; bis zur Mittelstufe getrockneter abgewogener Rohstoffposten I; heiße Drogenfraktion I im Ansatz; [qoteedar:?]; kalter Ansatz am Anfang des Grades	6	1	3	3:kalter Ansatz am Ende des Grades, abgeschlossen [TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS] | 4:heiß am Ende des Grades, abgeschlossen [TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS] | 10:kalter Ansatz am Anfang des Grades [OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE]
31	f111r	f111r.16	S	B	3	11	5	0	4	4	0	6|7|8|11	oteal|tey|lkeey|keedy	oteal#GLOBAL|tey#GLOBAL|lkeey#GLOBAL|keedy#GLOBAL	MIDDLE|OPEN | MIDDLE|OPEN | END|OPEN | END|CLOSED	dchedshey qokeedy okeodain shet sheota oteal tey lkeey sheedy shtar keedy	[dchedshey:?] | heiß am Ende des Grades, abgeschlossen | [okeodain:?] | [shet:?] | [sheota:?] | Rohstoffklasse I im Ansatz, kalt in der Gradmitte | kalt in der Mitte des Grades | Drogenholz, heiß am Gradende | feucht am Ende des Grades, abgeschlossen | [shtar:?] | heiß am Ende des Grades, abgeschlossen	[dchedshey:?] | heiß am Ende des Grades, abgeschlossen | [okeodain:?] | [shet:?] | [sheota:?] | Rohstoffklasse I im Ansatz, bis zur Mittelstufe abgekühlt | bis zur Mittelstufe abgekühlt | Drogenholz, vollständig erhitzt | feucht am Ende des Grades, abgeschlossen | [shtar:?] | vollständig erhitzt, abgeschlossen	Rohstoffklasse I im Ansatz, kalt in der Gradmitte | kalt in der Mitte des Grades | Drogenholz, heiß am Gradende | heiß am Ende des Grades, abgeschlossen	Rohstoffklasse I im Ansatz, bis zur Mittelstufe abgekühlt | bis zur Mittelstufe abgekühlt | Drogenholz, vollständig erhitzt | vollständig erhitzt, abgeschlossen	[dchedshey:?]; heiß am Ende des Grades, abgeschlossen; [okeodain:?]; [shet:?]; [sheota:?]; Rohstoffklasse I im Ansatz, kalt in der Gradmitte; kalt in der Mitte des Grades; Drogenholz, heiß am Gradende; feucht am Ende des Grades, abgeschlossen; [shtar:?]; heiß am Ende des Grades, abgeschlossen	[dchedshey:?]; heiß am Ende des Grades, abgeschlossen; [okeodain:?]; [shet:?]; [sheota:?]; Rohstoffklasse I im Ansatz, bis zur Mittelstufe abgekühlt; bis zur Mittelstufe abgekühlt; Drogenholz, vollständig erhitzt; feucht am Ende des Grades, abgeschlossen; [shtar:?]; vollständig erhitzt, abgeschlossen	7	1	2	2:heiß am Ende des Grades, abgeschlossen [TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS] | 9:feucht am Ende des Grades, abgeschlossen [TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS]
32	f111r	f111r.20	S	B	3	14	2	0	4	4	0	1|2|7|8	qokeey|qokeey|teedy|okeedy	qokeey#GLOBAL|qokeey#GLOBAL|teedy#GLOBAL|okeedy#GLOBAL	END|OPEN | END|OPEN | END|CLOSED | END|CLOSED	qokeey qokeey lchedy checthy chedey cheol teedy okeedy qokeedy okeey cho ol l kai	heiß am Ende des Grades | heiß am Ende des Grades | getrocknetes Drogenholz | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut | [chedey:?] | trockener Drogenstoff | kalt am Ende des Grades, abgeschlossen | heißer Ansatz am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | heißer Ansatz am Ende des Grades | Trockenansatz | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Pfund / Gewichtseinheit | [kai:?]	vollständig erhitzt | vollständig erhitzt | getrocknetes Drogenholz | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut | [chedey:?] | trockener Drogenstoff | vollständig abgekühlt, abgeschlossen | vollständig erhitzter Ansatz, abgeschlossen | heiß am Ende des Grades, abgeschlossen | heißer Ansatz am Ende des Grades | Trockenansatz | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Pfund / Gewichtseinheit | [kai:?]	heiß am Ende des Grades | heiß am Ende des Grades | kalt am Ende des Grades, abgeschlossen | heißer Ansatz am Ende des Grades, abgeschlossen	vollständig erhitzt | vollständig erhitzt | vollständig abgekühlt, abgeschlossen | vollständig erhitzter Ansatz, abgeschlossen	heiß am Ende des Grades; heiß am Ende des Grades; getrocknetes Drogenholz; trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut; [chedey:?]; trockener Drogenstoff; kalt am Ende des Grades, abgeschlossen; heißer Ansatz am Ende des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; heißer Ansatz am Ende des Grades; Trockenansatz; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; Pfund / Gewichtseinheit; [kai:?]	vollständig erhitzt; vollständig erhitzt; getrocknetes Drogenholz; trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut; [chedey:?]; trockener Drogenstoff; vollständig abgekühlt, abgeschlossen; vollständig erhitzter Ansatz, abgeschlossen; heiß am Ende des Grades, abgeschlossen; heißer Ansatz am Ende des Grades; Trockenansatz; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; Pfund / Gewichtseinheit; [kai:?]	10	1	2	9:heiß am Ende des Grades, abgeschlossen [TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS] | 10:heißer Ansatz am Ende des Grades [TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS]
