left_root	right_root	literal_prediction_de	pair_status	adjacent_event_count	gapped_event_count	page_count	registers	adjacent_surface_examples	gapped_surface_examples	forward_rule_de
AL	AR	ZIELORT + AUSGANG	ADJACENT_ATTESTED	3	1	3	BIOLOGICAL|CELESTIAL	okalar|okalal|okarar	salchtedytar	Binde die vorherige Handlung an den bezeichneten Zielort. Danach Binde die vorherige Handlung an den bezeichneten Ausgang; keine Richtung erfinden.
AL	K	ZIELORT + GEBEN	UNSEEN_ORDERED_PAIR	0	0	0	NONE	NONE	NONE	Binde die vorherige Handlung an den bezeichneten Zielort. Danach Gib den rechts bezeichneten Posten weiter oder verbinde zwei Handlungsteile durch Übergabe.
AL	AIIN	ZIELORT + MASS	ADJACENT_ATTESTED	7	3	5	BIOLOGICAL|CELESTIAL|PHARMA	alaiin|chalaiin|alaiiin|opcholalaiin|dalaiin	aldaiin|saldaiin|daldaiin	Binde die vorherige Handlung an den bezeichneten Zielort. Danach Lies die vorherige Handlung nach dem vorgegebenen Maß.
AL	S	ZIELORT + WÄHLEN	ADJACENT_ATTESTED	5	1	3	BIOLOGICAL|CELESTIAL|PHARMA	salsain|alshy|salsaly|chosals|alsy	ytalchos	Binde die vorherige Handlung an den bezeichneten Zielort. Danach Wähle den rechts bezeichneten Posten, die Portion oder Adresse.
AL	CHD	ZIELORT + UMSETZEN	ADJACENT_ATTESTED	9	0	5	BIOLOGICAL|CELESTIAL|PHARMA	dalchdy|dalshedy|alchdy|polalchdy|dalchedy|salchedy|dalchom	NONE	Binde die vorherige Handlung an den bezeichneten Zielort. Danach Setze den aktiven Posten in den nächsten lokalen Arbeitszustand um.
AL	OR	ZIELORT + ANSATZ	ADJACENT_ATTESTED	5	2	4	BIOLOGICAL	qokaloro|talor|okedalor|chealor|ldalor	pdalshor|chealror	Binde die vorherige Handlung an den bezeichneten Zielort. Danach Beziehe die vorherige Handlung auf den laufenden Ansatz.
AL	L	ZIELORT + VERBINDUNG	GAPPED_ATTESTED	0	1	1	BIOLOGICAL	NONE	salcheol	Binde die vorherige Handlung an den bezeichneten Zielort. Danach Führe die eingeschlossene oder rechts folgende Handlung über eine lokale Verbindung; keine Richtung.
AL	T	ZIELORT + EINSTELLEN	ADJACENT_ATTESTED	1	1	2	BIOLOGICAL	altedy	salchtedytar	Binde die vorherige Handlung an den bezeichneten Zielort. Danach Stelle den rechts folgenden Posten, Grad oder die Menge ein.
AL	AIN	ZIELORT + PORTION	GAPPED_ATTESTED	0	1	1	CELESTIAL	NONE	salsain	Binde die vorherige Handlung an den bezeichneten Zielort. Danach Lies die vorherige Handlung mit einer Portion.
AL	R	ZIELORT + MARKIEREN	ADJACENT_ATTESTED	1	0	1	BIOLOGICAL	chealror	NONE	Binde die vorherige Handlung an den bezeichneten Zielort. Danach Markiere den rechts folgenden Wert oder den soeben gesetzten lokalen Platz.
AL	P	ZIELORT + EINSETZEN	UNSEEN_ORDERED_PAIR	0	0	0	NONE	NONE	NONE	Binde die vorherige Handlung an den bezeichneten Zielort. Danach Setze den rechts bezeichneten Posten oder die Menge in den laufenden Gang ein.
AL	AIR	ZIELORT + LAUF	UNSEEN_ORDERED_PAIR	0	0	0	NONE	NONE	NONE	Binde die vorherige Handlung an den bezeichneten Zielort. Danach Binde die Handlung an den bezeichneten Lauf; Wasser oder Richtung kommen nur vom Besitzer.
CH	Y	NEHMEN + AKTIVER POSTEN	ADJACENT_ATTESTED	37	280	20	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	otchy|olchy|chorchy|chokchy|lchy|ykychy|ypchy|zepchy|dchchy|chypcham	chckhy|cheody|cheedy|shckhy|cthy|cheky|chcthy|chody|checkhy|cheeky	Nimm den rechts bezeichneten Posten, die Menge, Adresse oder Folgehandlung. Danach Schließe die lokale Form mit dem aktuell gemeinten Posten; Y ist kein Schlusszeichen.
CH	OK	NEHMEN + SETZEN	ADJACENT_ATTESTED	1	0	1	BIOLOGICAL	potchokor	NONE	Nimm den rechts bezeichneten Posten, die Menge, Adresse oder Folgehandlung. Danach Setze den rechts folgenden Posten, Grad, die Menge oder Adresse in Gang.
CH	OL	NEHMEN + FORTSETZEN	ADJACENT_ATTESTED	13	33	16	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	otchol|qotchol|otytchol|choldshy|otshol|shepchol|opcholalaiin|porachol	cthol|qockhol|cphol|pchodol|qoctholy|cfholdy|chotol|octhole|opcheeol|chkchykoly	Nimm den rechts bezeichneten Posten, die Menge, Adresse oder Folgehandlung. Danach Führe die rechts folgende Handlung oder den allein stehenden aktiven Gang fort.
CH	OT	NEHMEN + DANACH	ADJACENT_ATTESTED	11	0	6	CELESTIAL|HERBAL|PHARMA	choty|choteey|chotam|chotom|chotchey|chotol|shoteey	NONE	Nimm den rechts bezeichneten Posten, die Menge, Adresse oder Folgehandlung. Danach Lies die rechts folgende Handlung, Adresse oder den Grad als nächsten Schritt.
CH	AL	NEHMEN + ZIELORT	ADJACENT_ATTESTED	18	22	18	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	chal|okchal|chaly|chopchal|okshal|pchal|kchal|okalchal|ckhal|chaldy	cthal|cheodal|chopchal|cphaldy|chcthal|okchoal|otcheodal|chkeeal|opcholalaiin|chkal	Nimm den rechts bezeichneten Posten, die Menge, Adresse oder Folgehandlung. Danach Binde die vorherige Handlung an den bezeichneten Zielort.
CH	CH	NEHMEN + NEHMEN	ADJACENT_ATTESTED	27	35	18	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	chcthy|chckhey|chckhdy|chchs|chcthedy|chcphy|chcphdy|chcphedy|chckheed|chcphey	checkhy|chorchy|cheockhy|pchocthy|chopchal|chocthy|chtchor|chypcham|ychocphy|cheeckhody	Nimm den rechts bezeichneten Posten, die Menge, Adresse oder Folgehandlung. Danach Nimm den rechts bezeichneten Posten, die Menge, Adresse oder Folgehandlung.
CH	SH	NEHMEN + HALTEN	GAPPED_ATTESTED	0	5	4	BIOLOGICAL|HERBAL	NONE	otchoshor|choldshy|chorshedy|chpsheedy|chlchpsheey	Nimm den rechts bezeichneten Posten, die Menge, Adresse oder Folgehandlung. Danach Halte den rechts bezeichneten Posten oder Ansatz im folgenden Grad.
CH	AR	NEHMEN + AUSGANG	ADJACENT_ATTESTED	2	22	12	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	ytcharg|kcharg	chear|cthar|chekar|dychear|cheoar|kchoar|eckhear|chocthar|octheolarl|chkar	Nimm den rechts bezeichneten Posten, die Menge, Adresse oder Folgehandlung. Danach Binde die vorherige Handlung an den bezeichneten Ausgang; keine Richtung erfinden.
CH	K	NEHMEN + GEBEN	ADJACENT_ATTESTED	150	36	19	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	chckhy|shckhy|cheky|checkhy|cheeky|qockhey|chckhey|shckhedy|sheckhy|qockhol	checkhy|cheoky|chckhey|chckhdy|chekaiin|cheockhy|cheodal|chykey|cheeckhody|cheokorchey	Nimm den rechts bezeichneten Posten, die Menge, Adresse oder Folgehandlung. Danach Gib den rechts bezeichneten Posten weiter oder verbinde zwei Handlungsteile durch Übergabe.
CH	AIIN	NEHMEN + MASS	ADJACENT_ATTESTED	8	10	8	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	chaiin|kchaiin|chtaii|chkaiin	chodaiin|cthaiin|chekaiin|cheekaiin|opcholalaiin	Nimm den rechts bezeichneten Posten, die Menge, Adresse oder Folgehandlung. Danach Lies die vorherige Handlung nach dem vorgegebenen Maß.
CH	S	NEHMEN + WÄHLEN	ADJACENT_ATTESTED	8	28	14	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	chchs|tochso|chsdy|dchsed|lchs|rchs|dolchsyckheol	chos|ches|cheos|chchs|ydchos|ytalchos|cheols|chtos|chas|chs	Nimm den rechts bezeichneten Posten, die Menge, Adresse oder Folgehandlung. Danach Wähle den rechts bezeichneten Posten, die Portion oder Adresse.
CH	CHD	NEHMEN + UMSETZEN	GAPPED_ATTESTED	0	4	4	BIOLOGICAL|HERBAL	NONE	kcheedchdy|lchpchdy|chopchedy|shecthedchy	Nimm den rechts bezeichneten Posten, die Menge, Adresse oder Folgehandlung. Danach Setze den aktiven Posten in den nächsten lokalen Arbeitszustand um.
CH	OR	NEHMEN + ANSATZ	ADJACENT_ATTESTED	48	17	15	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	chor|okchor|chorchy|dchor|otchor|tchor|qokchor|kchor|chtchor|qotchor	cthor|cheeor|cthoor|chtchor|otchoshor|cphor|octhor|chkor|chpor|cheokorchey	Nimm den rechts bezeichneten Posten, die Menge, Adresse oder Folgehandlung. Danach Beziehe die vorherige Handlung auf den laufenden Ansatz.
CH	L	NEHMEN + VERBINDUNG	ADJACENT_ATTESTED	4	40	12	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	otchl|dolchl|chl|chlchpsheey	cheol|cheo|tcheol|chodl|cheols|octheolarl|salcheol|pcheoly|okearcheol|cheok	Nimm den rechts bezeichneten Posten, die Menge, Adresse oder Folgehandlung. Danach Führe die eingeschlossene oder rechts folgende Handlung über eine lokale Verbindung; keine Richtung.
CH	T	NEHMEN + EINSTELLEN	ADJACENT_ATTESTED	94	28	18	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	cthy|chcthy|cthol|shecthy|checthy|shcthy|cthey|cthar|cthal|ctho	chcthy|chetey|pchocthy|chocthy|cheteg|choctheeey|cheeteey|chocthar|chcthedy|cheety	Nimm den rechts bezeichneten Posten, die Menge, Adresse oder Folgehandlung. Danach Stelle den rechts folgenden Posten, Grad oder die Menge ein.
CH	AIN	NEHMEN + PORTION	GAPPED_ATTESTED	0	3	2	BIOLOGICAL	NONE	chekain|chkain	Nimm den rechts bezeichneten Posten, die Menge, Adresse oder Folgehandlung. Danach Lies die vorherige Handlung mit einer Portion.
CH	R	NEHMEN + MARKIEREN	ADJACENT_ATTESTED	2	26	12	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	otchr|chr	cheor|cheo|ycheor|qokcheor|dcheor|choer|cheorol|qokcheody|ycheo|scheor	Nimm den rechts bezeichneten Posten, die Menge, Adresse oder Folgehandlung. Danach Markiere den rechts folgenden Wert oder den soeben gesetzten lokalen Platz.
CH	P	NEHMEN + EINSETZEN	ADJACENT_ATTESTED	25	14	14	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	cphol|cphy|cphor|cphaldy|ychocphy|chpor|chpchy|chcphy|chcphdy|chcphedy	chopchal|chop|chypcham|ychocphy|chcphy|chcphdy|chcphedy|chcphey|chlchpsheey|chopchedy	Nimm den rechts bezeichneten Posten, die Menge, Adresse oder Folgehandlung. Danach Setze den rechts bezeichneten Posten oder die Menge in den laufenden Gang ein.
CH	AIR	NEHMEN + LAUF	ADJACENT_ATTESTED	2	0	2	HERBAL	chair|ychair	NONE	Nimm den rechts bezeichneten Posten, die Menge, Adresse oder Folgehandlung. Danach Binde die Handlung an den bezeichneten Lauf; Wasser oder Richtung kommen nur vom Besitzer.
SH	Y	HALTEN + AKTIVER POSTEN	ADJACENT_ATTESTED	10	197	17	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	polshy|shfydaiin|kshy|choldshy|keishy|ashyteed|shchey|posalshy|sorshy	shey|cheey|sheey|shckhy|shecthy|shdy|sheety|shcthy|lsheedy|sheody	Halte den rechts bezeichneten Posten oder Ansatz im folgenden Grad. Danach Schließe die lokale Form mit dem aktuell gemeinten Posten; Y ist kein Schlusszeichen.
SH	OK	HALTEN + SETZEN	ADJACENT_ATTESTED	4	3	7	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	shokaiin|shokchy|chokaiin|shokain	sheoky|sheokey	Halte den rechts bezeichneten Posten oder Ansatz im folgenden Grad. Danach Setze den rechts folgenden Posten, Grad, die Menge oder Adresse in Gang.
SH	OL	HALTEN + FORTSETZEN	ADJACENT_ATTESTED	17	29	15	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	shol|tshol|dsholyd|sholfchor|kosholdy|pshol	sheol|sheeol|cheeol|dsheol|shepchol|sheoltey|sheolaiin|sheoly|ssheol|shtol	Halte den rechts bezeichneten Posten oder Ansatz im folgenden Grad. Danach Führe die rechts folgende Handlung oder den allein stehenden aktiven Gang fort.
SH	OT	HALTEN + DANACH	UNSEEN_ORDERED_PAIR	0	0	0	NONE	NONE	NONE	Halte den rechts bezeichneten Posten oder Ansatz im folgenden Grad. Danach Lies die rechts folgende Handlung, Adresse oder den Grad als nächsten Schritt.
SH	AL	HALTEN + ZIELORT	ADJACENT_ATTESTED	1	14	10	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	shal	shedal|sheal|schoal|sheealody|sheals|shealol|shekal|sheckhal|sheeal|rsheal	Halte den rechts bezeichneten Posten oder Ansatz im folgenden Grad. Danach Binde die vorherige Handlung an den bezeichneten Zielort.
SH	CH	HALTEN + NEHMEN	ADJACENT_ATTESTED	26	26	11	BIOLOGICAL|CELESTIAL|PHARMA	shckhy|shcthy|shckhedy|shcthey|shckhey|shocthy|lshcthy|salshcthdy|roshckhy	shecthy|sheckhy|sheckhey|shokchy|shepchol|shopcho|sheycthy|dsheckhy|ssheckhy|sheckhedy	Halte den rechts bezeichneten Posten oder Ansatz im folgenden Grad. Danach Nimm den rechts bezeichneten Posten, die Menge, Adresse oder Folgehandlung.
SH	SH	HALTEN + HALTEN	GAPPED_ATTESTED	0	1	1	BIOLOGICAL	NONE	ssholshecthy	Halte den rechts bezeichneten Posten oder Ansatz im folgenden Grad. Danach Halte den rechts bezeichneten Posten oder Ansatz im folgenden Grad.
SH	AR	HALTEN + AUSGANG	ADJACENT_ATTESTED	2	9	8	BIOLOGICAL|CELESTIAL|PHARMA	oteoshar|pshar	shear|lshedary|shedar|shetar|shar	Halte den rechts bezeichneten Posten oder Ansatz im folgenden Grad. Danach Binde die vorherige Handlung an den bezeichneten Ausgang; keine Richtung erfinden.
SH	K	HALTEN + GEBEN	ADJACENT_ATTESTED	4	39	10	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	shky|shkchy|sshkchdy	shckhy|sheeky|shckhedy|sheckhy|sheky|sheckhey|shek|shckhey|dsheckhy|ssheckhy	Halte den rechts bezeichneten Posten oder Ansatz im folgenden Grad. Danach Gib den rechts bezeichneten Posten weiter oder verbinde zwei Handlungsteile durch Übergabe.
SH	AIIN	HALTEN + MASS	ADJACENT_ATTESTED	3	8	8	BIOLOGICAL|CELESTIAL|HERBAL	shaiin	shedaiin|shfydaiin|shokaiin|sheolaiin|chokaiin	Halte den rechts bezeichneten Posten oder Ansatz im folgenden Grad. Danach Lies die vorherige Handlung nach dem vorgegebenen Maß.
SH	S	HALTEN + WÄHLEN	GAPPED_ATTESTED	0	4	3	CELESTIAL|PHARMA	NONE	shees|shes|sheeos	Halte den rechts bezeichneten Posten oder Ansatz im folgenden Grad. Danach Wähle den rechts bezeichneten Posten, die Portion oder Adresse.
SH	CHD	HALTEN + UMSETZEN	GAPPED_ATTESTED	0	2	2	BIOLOGICAL	NONE	sshkchdy|shecthedchy	Halte den rechts bezeichneten Posten oder Ansatz im folgenden Grad. Danach Setze den aktiven Posten in den nächsten lokalen Arbeitszustand um.
SH	OR	HALTEN + ANSATZ	ADJACENT_ATTESTED	18	8	11	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	shor|dshor|otchoshor|torshor|shorodo|oshor|pdalshor|yshor	sheor|sheeor|ysheor|sholfchor|shekor	Halte den rechts bezeichneten Posten oder Ansatz im folgenden Grad. Danach Beziehe die vorherige Handlung auf den laufenden Ansatz.
SH	L	HALTEN + VERBINDUNG	ADJACENT_ATTESTED	1	1	2	BIOLOGICAL|CELESTIAL	shldy	ssholshecthy	Halte den rechts bezeichneten Posten oder Ansatz im folgenden Grad. Danach Führe die eingeschlossene oder rechts folgende Handlung über eine lokale Verbindung; keine Richtung.
SH	T	HALTEN + EINSTELLEN	ADJACENT_ATTESTED	1	28	9	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	shtol	shecthy|sheety|shcthy|shcthey|shoyty|sheoltey|sheycthy|shocthy|lshcthy|ashyteed	Halte den rechts bezeichneten Posten oder Ansatz im folgenden Grad. Danach Stelle den rechts folgenden Posten, Grad oder die Menge ein.
SH	AIN	HALTEN + PORTION	GAPPED_ATTESTED	0	1	1	BIOLOGICAL	NONE	shokain	Halte den rechts bezeichneten Posten oder Ansatz im folgenden Grad. Danach Lies die vorherige Handlung mit einer Portion.
SH	R	HALTEN + MARKIEREN	UNSEEN_ORDERED_PAIR	0	0	0	NONE	NONE	NONE	Halte den rechts bezeichneten Posten oder Ansatz im folgenden Grad. Danach Markiere den rechts folgenden Wert oder den soeben gesetzten lokalen Platz.
SH	P	HALTEN + EINSETZEN	GAPPED_ATTESTED	0	4	3	BIOLOGICAL|CELESTIAL	NONE	shepchol|shopcho|shepchy|shocphedy	Halte den rechts bezeichneten Posten oder Ansatz im folgenden Grad. Danach Setze den rechts bezeichneten Posten oder die Menge in den laufenden Gang ein.
SH	AIR	HALTEN + LAUF	UNSEEN_ORDERED_PAIR	0	0	0	NONE	NONE	NONE	Halte den rechts bezeichneten Posten oder Ansatz im folgenden Grad. Danach Binde die Handlung an den bezeichneten Lauf; Wasser oder Richtung kommen nur vom Besitzer.
AR	Y	AUSGANG + AKTIVER POSTEN	ADJACENT_ATTESTED	6	5	8	BIOLOGICAL|CELESTIAL|PHARMA	kchedykary|lshedary|qolkary|qotary|ltary|chary	oparchy|darchey|okarchedy|archeey|daraly	Binde die vorherige Handlung an den bezeichneten Ausgang; keine Richtung erfinden. Danach Schließe die lokale Form mit dem aktuell gemeinten Posten; Y ist kein Schlusszeichen.
AR	OK	AUSGANG + SETZEN	UNSEEN_ORDERED_PAIR	0	0	0	NONE	NONE	NONE	Binde die vorherige Handlung an den bezeichneten Ausgang; keine Richtung erfinden. Danach Setze den rechts folgenden Posten, Grad, die Menge oder Adresse in Gang.
AR	OL	AUSGANG + FORTSETZEN	ADJACENT_ATTESTED	6	0	6	BIOLOGICAL|CELESTIAL|PHARMA	arol|aroly|sarol|solarol|darolg	NONE	Binde die vorherige Handlung an den bezeichneten Ausgang; keine Richtung erfinden. Danach Führe die rechts folgende Handlung oder den allein stehenden aktiven Gang fort.
AR	OT	AUSGANG + DANACH	UNSEEN_ORDERED_PAIR	0	0	0	NONE	NONE	NONE	Binde die vorherige Handlung an den bezeichneten Ausgang; keine Richtung erfinden. Danach Lies die rechts folgende Handlung, Adresse oder den Grad als nächsten Schritt.
AR	AL	AUSGANG + ZIELORT	ADJACENT_ATTESTED	2	0	2	CELESTIAL|PHARMA	saral|daraly	NONE	Binde die vorherige Handlung an den bezeichneten Ausgang; keine Richtung erfinden. Danach Binde die vorherige Handlung an den bezeichneten Zielort.
AR	CH	AUSGANG + NEHMEN	ADJACENT_ATTESTED	4	0	3	BIOLOGICAL|CELESTIAL|PHARMA	oparchy|darchey|okearcheol|archeey	NONE	Binde die vorherige Handlung an den bezeichneten Ausgang; keine Richtung erfinden. Danach Nimm den rechts bezeichneten Posten, die Menge, Adresse oder Folgehandlung.
AR	SH	AUSGANG + HALTEN	UNSEEN_ORDERED_PAIR	0	0	0	NONE	NONE	NONE	Binde die vorherige Handlung an den bezeichneten Ausgang; keine Richtung erfinden. Danach Halte den rechts bezeichneten Posten oder Ansatz im folgenden Grad.
AR	AR	AUSGANG + AUSGANG	ADJACENT_ATTESTED	2	1	3	BIOLOGICAL|CELESTIAL	parar|arary	dardardy	Binde die vorherige Handlung an den bezeichneten Ausgang; keine Richtung erfinden. Danach Binde die vorherige Handlung an den bezeichneten Ausgang; keine Richtung erfinden.
AR	K	AUSGANG + GEBEN	UNSEEN_ORDERED_PAIR	0	0	0	NONE	NONE	NONE	Binde die vorherige Handlung an den bezeichneten Ausgang; keine Richtung erfinden. Danach Gib den rechts bezeichneten Posten weiter oder verbinde zwei Handlungsteile durch Übergabe.
AR	AIIN	AUSGANG + MASS	ADJACENT_ATTESTED	1	0	1	BIOLOGICAL	araiin	NONE	Binde die vorherige Handlung an den bezeichneten Ausgang; keine Richtung erfinden. Danach Lies die vorherige Handlung nach dem vorgegebenen Maß.
AR	S	AUSGANG + WÄHLEN	GAPPED_ATTESTED	0	1	1	BIOLOGICAL	NONE	poldarais	Binde die vorherige Handlung an den bezeichneten Ausgang; keine Richtung erfinden. Danach Wähle den rechts bezeichneten Posten, die Portion oder Adresse.
AR	CHD	AUSGANG + UMSETZEN	ADJACENT_ATTESTED	1	0	1	BIOLOGICAL	okarchedy	NONE	Binde die vorherige Handlung an den bezeichneten Ausgang; keine Richtung erfinden. Danach Setze den aktiven Posten in den nächsten lokalen Arbeitszustand um.
AR	OR	AUSGANG + ANSATZ	ADJACENT_ATTESTED	2	0	2	BIOLOGICAL|HERBAL	darod|daror	NONE	Binde die vorherige Handlung an den bezeichneten Ausgang; keine Richtung erfinden. Danach Beziehe die vorherige Handlung auf den laufenden Ansatz.
AR	L	AUSGANG + VERBINDUNG	ADJACENT_ATTESTED	1	1	2	CELESTIAL|PHARMA	octheolarl	okearcheol	Binde die vorherige Handlung an den bezeichneten Ausgang; keine Richtung erfinden. Danach Führe die eingeschlossene oder rechts folgende Handlung über eine lokale Verbindung; keine Richtung.
AR	T	AUSGANG + EINSTELLEN	UNSEEN_ORDERED_PAIR	0	0	0	NONE	NONE	NONE	Binde die vorherige Handlung an den bezeichneten Ausgang; keine Richtung erfinden. Danach Stelle den rechts folgenden Posten, Grad oder die Menge ein.
AR	AIN	AUSGANG + PORTION	UNSEEN_ORDERED_PAIR	0	0	0	NONE	NONE	NONE	Binde die vorherige Handlung an den bezeichneten Ausgang; keine Richtung erfinden. Danach Lies die vorherige Handlung mit einer Portion.
AR	R	AUSGANG + MARKIEREN	UNSEEN_ORDERED_PAIR	0	0	0	NONE	NONE	NONE	Binde die vorherige Handlung an den bezeichneten Ausgang; keine Richtung erfinden. Danach Markiere den rechts folgenden Wert oder den soeben gesetzten lokalen Platz.
AR	P	AUSGANG + EINSETZEN	UNSEEN_ORDERED_PAIR	0	0	0	NONE	NONE	NONE	Binde die vorherige Handlung an den bezeichneten Ausgang; keine Richtung erfinden. Danach Setze den rechts bezeichneten Posten oder die Menge in den laufenden Gang ein.
AR	AIR	AUSGANG + LAUF	UNSEEN_ORDERED_PAIR	0	0	0	NONE	NONE	NONE	Binde die vorherige Handlung an den bezeichneten Ausgang; keine Richtung erfinden. Danach Binde die Handlung an den bezeichneten Lauf; Wasser oder Richtung kommen nur vom Besitzer.
K	Y	GEBEN + AKTIVER POSTEN	ADJACENT_ATTESTED	102	119	20	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	chckhy|shckhy|checkhy|cheoky|kchy|ykchy|sheeky|ky|sheckhy|ckhy	cheky|keey|cheeky|ykeey|qockhey|olkeey|ykchey|lkeedy|chckhey|solkeey	Gib den rechts bezeichneten Posten weiter oder verbinde zwei Handlungsteile durch Übergabe. Danach Schließe die lokale Form mit dem aktuell gemeinten Posten; Y ist kein Schlusszeichen.
K	OK	GEBEN + SETZEN	UNSEEN_ORDERED_PAIR	0	0	0	NONE	NONE	NONE	Gib den rechts bezeichneten Posten weiter oder verbinde zwei Handlungsteile durch Übergabe. Danach Setze den rechts folgenden Posten, Grad, die Menge oder Adresse in Gang.
K	OL	GEBEN + FORTSETZEN	ADJACENT_ATTESTED	24	14	14	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	kchol|qockhol|ykoly|ykchol|kol|qoekol|chkchykoly|chekeol|ykeeoly|koldy	keol|chkchykoly|ykeolol|qolkeeoly|kalol|olsheol|alol|olkeol|qoekeol|kosholdy	Gib den rechts bezeichneten Posten weiter oder verbinde zwei Handlungsteile durch Übergabe. Danach Führe die rechts folgende Handlung oder den allein stehenden aktiven Gang fort.
K	OT	GEBEN + DANACH	UNSEEN_ORDERED_PAIR	0	0	0	NONE	NONE	NONE	Gib den rechts bezeichneten Posten weiter oder verbinde zwei Handlungsteile durch Übergabe. Danach Lies die rechts folgende Handlung, Adresse oder den Grad als nächsten Schritt.
K	AL	GEBEN + ZIELORT	ADJACENT_ATTESTED	18	2	9	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	kal|cheodal|okaikaly|chkal|kalol|alol|shekal|sheckhal|chekal|skal	kchal|chkeeal	Gib den rechts bezeichneten Posten weiter oder verbinde zwei Handlungsteile durch Übergabe. Danach Binde die vorherige Handlung an den bezeichneten Zielort.
K	CH	GEBEN + NEHMEN	ADJACENT_ATTESTED	19	5	11	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	ykchey|kchaiin|kchor|oykchor|ykchor|ytcharg|kcheedchdy|ykcho|kcheey|kchey	ykychy|olkeechy|korchy|cheokorchey|keeokechy	Gib den rechts bezeichneten Posten weiter oder verbinde zwei Handlungsteile durch Übergabe. Danach Nimm den rechts bezeichneten Posten, die Menge, Adresse oder Folgehandlung.
K	SH	GEBEN + HALTEN	ADJACENT_ATTESTED	3	3	5	BIOLOGICAL|HERBAL|PHARMA	kshy|ksheo|kshey	keishy|ykeshey|kosholdy	Gib den rechts bezeichneten Posten weiter oder verbinde zwei Handlungsteile durch Übergabe. Danach Halte den rechts bezeichneten Posten oder Ansatz im folgenden Grad.
K	AR	GEBEN + AUSGANG	ADJACENT_ATTESTED	20	6	10	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	kar|ykar|chekar|lkar|yoar|kchedykary|chedykar|olkar|qolkary|chkar	ytcharg|keeyfar|kcharg|kchoar|eckhear|kchedykary	Gib den rechts bezeichneten Posten weiter oder verbinde zwei Handlungsteile durch Übergabe. Danach Binde die vorherige Handlung an den bezeichneten Ausgang; keine Richtung erfinden.
K	K	GEBEN + GEBEN	GAPPED_ATTESTED	0	7	6	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	NONE	chekaiin|ykaky|chkchykoly|cheekaiin|kchedykary|keeokechy	Gib den rechts bezeichneten Posten weiter oder verbinde zwei Handlungsteile durch Übergabe. Danach Gib den rechts bezeichneten Posten weiter oder verbinde zwei Handlungsteile durch Übergabe.
K	AIIN	GEBEN + MASS	ADJACENT_ATTESTED	15	7	13	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	ykaiin|kaiin|lkaiin|chekaiin|cheekaiin|qykaiin|solkaiin|qekaiin	kchaiin|chekaiin|ykoaiin|cheekaiin|keeodaiin	Gib den rechts bezeichneten Posten weiter oder verbinde zwei Handlungsteile durch Übergabe. Danach Lies die vorherige Handlung nach dem vorgegebenen Maß.
K	S	GEBEN + WÄHLEN	GAPPED_ATTESTED	0	2	2	CELESTIAL|HERBAL	NONE	ykeesan|yekees	Gib den rechts bezeichneten Posten weiter oder verbinde zwei Handlungsteile durch Übergabe. Danach Wähle den rechts bezeichneten Posten, die Portion oder Adresse.
K	CHD	GEBEN + UMSETZEN	ADJACENT_ATTESTED	5	2	5	BIOLOGICAL|HERBAL|PHARMA	kchdy|kchedykary|sshkchdy|lkchedy|ykchdy	kcheedchdy|kolchdy	Gib den rechts bezeichneten Posten weiter oder verbinde zwei Handlungsteile durch Übergabe. Danach Setze den aktiven Posten in den nächsten lokalen Arbeitszustand um.
K	OR	GEBEN + ANSATZ	ADJACENT_ATTESTED	10	10	12	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	ykor|korchy|chkor|cheokorchey|chkorol|shekor|kor|korain	kchor|oykchor|ykchor|keor|pcheykeeor|ykeor|qoekeor|chkeor|ykeeor	Gib den rechts bezeichneten Posten weiter oder verbinde zwei Handlungsteile durch Übergabe. Danach Beziehe die vorherige Handlung auf den laufenden Ansatz.
