statement_id	page	record	owner_id	owner_de	transition	object_before_id	object_after_id	object_classes	concrete_objects_de	operations_de	outputs_de	target_or_path_de	complete_working_instruction_de	object_crosses_visible_owner_reset
B2-S005	f82r	B2	B2:OWNER_01	oberes Beckenpaar mit Zylinder	EXPLICIT_LOCAL_CONTINUATION	B2:OWNER_01:STATE_04	B2:OWNER_01:STATE_05	CURRENT_ITEM|OWNER_BOUND_MATERIAL	aktuell gemeinter Arbeitsposten | vom Bildbesitzer gesetzter lokaler Arbeitsstoff	ansetzen -> auffangen -> ansetzen -> ansetzen -> waermen -> fuehren	angesetzter Arbeitsposten -> aufgefangener Auszug oder Arbeitsbestand -> angesetzter Arbeitsposten -> angesetzter Arbeitsposten -> erwaermter Arbeitsposten -> weitergefuehrter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: anlegen → bis zum Maß auffangen → einleiten → einleiten → warm halten → abführen. Angaben: Durchlass · dies | Gang · bereit · kurz · fort.	NO
B2-S006	f82r	B2	B2:OWNER_01	oberes Beckenpaar mit Zylinder	EXPLICIT_LOCAL_CONTINUATION	B2:OWNER_01:STATE_05	B2:OWNER_01:STATE_06	CURRENT_ITEM|TARGET_PLACE	aktuell gemeinter Arbeitsposten | bezeichnete Zielstelle	ansetzen -> halten -> ansetzen	angesetzter Arbeitsposten -> gehaltener oder einwirkender Arbeitsposten -> angesetzter Arbeitsposten	bezeichnete Zielstelle	Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: anlegen → zurückhalten → setze dies ein. Angaben: danach · länger · dies.	NO
B2-S007	f82r	B2	B2:OWNER_02	mittleres linkes Handgerät mit Inline-Knoten	OWNER_RESET	B2:OWNER_02:MASTER_OR_IMAGE_SUPPLIED	B2:OWNER_02:STATE_01	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	halten	gehaltener oder einwirkender Arbeitsposten	beim aktiven Bildbesitzer	Bildort: mittleres linkes Handgerät mit Inline-Knoten. Arbeitsfolge: ruhen lassen.	NO
B2-S008	f82r	B2	B2:OWNER_02	mittleres linkes Handgerät mit Inline-Knoten	EXPLICIT_LOCAL_CONTINUATION	B2:OWNER_02:STATE_01	B2:OWNER_02:STATE_02	OWNER_BOUND_MATERIAL|SOURCE_STOCK	vom Bildbesitzer gesetzter lokaler Arbeitsstoff | lokaler Quellvorrat	ansetzen -> absetzen	angesetzter Arbeitsposten -> abgesetzter Stoff mit Ueberstand und Rueckstand	beim aktiven Bildbesitzer	Bildort: mittleres linkes Handgerät mit Inline-Knoten. Arbeitsfolge: gib davon nach Maß zu → absetzen lassen. Angaben: danach · Maß.	NO
B2-S009	f82r	B2	B2:OWNER_02	mittleres linkes Handgerät mit Inline-Knoten	EXPLICIT_LOCAL_CONTINUATION	B2:OWNER_02:STATE_02	B2:OWNER_02:STATE_03	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	halten	gehaltener oder einwirkender Arbeitsposten	beim aktiven Bildbesitzer	Bildort: mittleres linkes Handgerät mit Inline-Knoten. Arbeitsfolge: ruhen lassen.	NO
B2-S010	f82r	B2	B2:OWNER_02	mittleres linkes Handgerät mit Inline-Knoten	CURRENT_ITEM_CONTINUATION	B2:OWNER_02:STATE_03	B2:OWNER_02:STATE_04	CURRENT_ITEM|OWNER_BOUND_MATERIAL	aktuell gemeinter Arbeitsposten | vom Bildbesitzer gesetzter lokaler Arbeitsstoff	ansetzen -> ansetzen -> halten	angesetzter Arbeitsposten -> angesetzter Arbeitsposten -> gehaltener oder einwirkender Arbeitsposten	beim aktiven Bildbesitzer	Bildort: mittleres linkes Handgerät mit Inline-Knoten. Arbeitsfolge: wirken lassen → setze dies ein → stehen lassen. Angaben: weiter.	NO
B2-S011	f82r	B2	B2:OWNER_03	mittlere rechte unklare Station	OWNER_RESET	B2:OWNER_03:MASTER_OR_IMAGE_SUPPLIED	B2:OWNER_03:STATE_01	PORTION|SOURCE_STOCK|OWNER_BOUND_MATERIAL	abgeteilte Portion | lokaler Quellvorrat | vom Bildbesitzer gesetzter lokaler Arbeitsstoff	ansetzen -> ansetzen -> ansetzen	angesetzter Arbeitsposten -> angesetzter Arbeitsposten -> angesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: mittlere rechte unklare Station. Arbeitsfolge: gib einen Teil hinein → gib einen Teil hinein → einwirken lassen. Angaben: davon.	NO
B2-S012	f82r	B2	B2:OWNER_03	mittlere rechte unklare Station	CURRENT_ITEM_CONTINUATION	B2:OWNER_03:STATE_01	B2:OWNER_03:STATE_02	CURRENT_ITEM|OWNER_BOUND_MATERIAL	aktuell gemeinter Arbeitsposten | vom Bildbesitzer gesetzter lokaler Arbeitsstoff	fuehren + abziehen -> halten -> ansetzen -> fuehren -> ansetzen	weitergefuehrter Arbeitsposten -> abgenommener oder abgezogener Anteil -> gehaltener oder einwirkender Arbeitsposten -> angesetzter Arbeitsposten -> weitergefuehrter Arbeitsposten -> angesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: mittlere rechte unklare Station. Arbeitsfolge: führen + abnehmen → stehen lassen → wirken lassen → führen → setze voll an; schließe. Angaben: bereit · kurz · dies | Maß | dies.	NO
B2-S013	f82r	B2	B2:OWNER_04	unteres grünes Mehrfigurenbecken	OWNER_RESET	B2:OWNER_04:MASTER_OR_IMAGE_SUPPLIED	B2:OWNER_04:STATE_01	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	fuehren + umsetzen	weitergefuehrter Arbeitsposten -> umgesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: unteres grünes Mehrfigurenbecken. Arbeitsfolge: abführen + überführen.	NO
B2-S014	f82r	B2	B2:OWNER_04	unteres grünes Mehrfigurenbecken	EXPLICIT_LOCAL_CONTINUATION	B2:OWNER_04:STATE_01	B2:OWNER_04:STATE_02	SOURCE_STOCK	lokaler Quellvorrat	fuehren	weitergefuehrter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: unteres grünes Mehrfigurenbecken. Arbeitsfolge: ableiten.	NO
B2-S015	f82r	B2	B2:OWNER_05	kleine Randstationen des unteren Beckens	OWNER_RESET	B2:OWNER_05:MASTER_OR_IMAGE_SUPPLIED	B2:OWNER_05:STATE_01	CURRENT_ITEM|OWNER_BOUND_MATERIAL	aktuell gemeinter Arbeitsposten | vom Bildbesitzer gesetzter lokaler Arbeitsstoff	halten -> ansetzen	gehaltener oder einwirkender Arbeitsposten -> angesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: stehen lassen → einwirken lassen.	NO
B2-S016	f82r	B2	B2:OWNER_05	kleine Randstationen des unteren Beckens	EXPLICIT_LOCAL_CONTINUATION	B2:OWNER_05:STATE_01	B2:OWNER_05:STATE_02	TARGET_PLACE|SOURCE_STOCK|OWNER_BOUND_MATERIAL|CURRENT_ITEM	bezeichnete Zielstelle | lokaler Quellvorrat | vom Bildbesitzer gesetzter lokaler Arbeitsstoff | aktuell gemeinter Arbeitsposten	fuehren + umsetzen -> abziehen + teilen -> ansetzen -> ansetzen -> hineingeben + umsetzen	weitergefuehrter Arbeitsposten -> umgesetzter Arbeitsposten -> abgenommener oder abgezogener Anteil -> abgeteilter Arbeitsposten -> angesetzter Arbeitsposten -> angesetzter Arbeitsposten -> in den Empfaenger eingebrachter Stoff -> umgesetzter Arbeitsposten	bezeichnete Zielstelle	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: ableiten + umfüllen → abnehmen + abteilen → setze nach Maß an → wirken lassen → einfüllen + überführen. Angaben: Ziel | Maß | danach · länger · dies.	NO
B2-S017	f82r	B2	B2:OWNER_05	kleine Randstationen des unteren Beckens	SAME_OWNER_UNSPECIFIED_STEP	B2:OWNER_05:NEW_OR_B2:OWNER_05:STATE_02	B2:OWNER_05:STATE_03	TARGET_PLACE	bezeichnete Zielstelle	abkuehlen + halten	abgekuehlter Arbeitsposten -> gehaltener oder einwirkender Arbeitsposten	bezeichnete Zielstelle	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: abkühlen lassen + ruhen lassen. Angaben: Ziel; Schritt schließen.	NO
B2-S018	f82r	B2	B2:OWNER_05	kleine Randstationen des unteren Beckens	SAME_OWNER_UNSPECIFIED_STEP	B2:OWNER_05:NEW_OR_B2:OWNER_05:STATE_03	B2:OWNER_05:STATE_04	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	ansetzen	angesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: einwirken lassen.	NO
B2-S019	f82r	B2	B2:OWNER_05	kleine Randstationen des unteren Beckens	SAME_OWNER_UNSPECIFIED_STEP	B2:OWNER_05:NEW_OR_B2:OWNER_05:STATE_04	B2:OWNER_05:STATE_05	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	abkuehlen + absetzen	abgekuehlter Arbeitsposten -> abgesetzter Stoff mit Ueberstand und Rueckstand	beim aktiven Bildbesitzer	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: auskühlen lassen + absetzen lassen.	NO
B2-S020	f82r	B2	B2:OWNER_05	kleine Randstationen des unteren Beckens	EXPLICIT_LOCAL_CONTINUATION	B2:OWNER_05:STATE_05	B2:OWNER_05:STATE_06	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	nur Objekt, Mass, Ziel oder Zustand setzen	lokaler Objektzustand bleibt spezifiziert	beim aktiven Bildbesitzer	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: setze nur die Angaben. Angaben: danach · länger; Schritt schließen.	NO
B2-S021	f82r	B2	B2:OWNER_05	kleine Randstationen des unteren Beckens	SAME_OWNER_UNSPECIFIED_STEP	B2:OWNER_05:NEW_OR_B2:OWNER_05:STATE_06	B2:OWNER_05:STATE_07	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	ansetzen	angesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: einwirken lassen.	NO
B2-S022	f82r	B2	B2:OWNER_05	kleine Randstationen des unteren Beckens	SAME_OWNER_UNSPECIFIED_STEP	B2:OWNER_05:NEW_OR_B2:OWNER_05:STATE_07	B2:OWNER_05:STATE_08	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	fuehren + umsetzen	weitergefuehrter Arbeitsposten -> umgesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: abführen + überführen.	NO
B3-S001	f83r	B3	B3:OWNER_01	obere offene Fächerstation am Rand	RECORD_INITIALIZE	B3:OWNER_01:MASTER_OR_IMAGE_SUPPLIED	B3:OWNER_01:STATE_01	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	auffangen	aufgefangener Auszug oder Arbeitsbestand	beim aktiven Bildbesitzer	Bildort: obere offene Fächerstation am Rand. Arbeitsfolge: auffangen und stehen lassen.	NO
B3-S002	f83r	B3	B3:OWNER_01	obere offene Fächerstation am Rand	EXPLICIT_LOCAL_CONTINUATION	B3:OWNER_01:STATE_01	B3:OWNER_01:STATE_02	TARGET_PLACE|OWNER_BOUND_MATERIAL	bezeichnete Zielstelle | vom Bildbesitzer gesetzter lokaler Arbeitsstoff	waermen	erwaermter Arbeitsposten	bezeichnete Zielstelle	Bildort: obere offene Fächerstation am Rand. Arbeitsfolge: anwärmen. Angaben: danach · Ziel.	NO
B3-S003	f83r	B3	B3:OWNER_01	obere offene Fächerstation am Rand	CURRENT_ITEM_CONTINUATION	B3:OWNER_01:STATE_02	B3:OWNER_01:STATE_03	CURRENT_ITEM|OWNER_BOUND_MATERIAL	aktuell gemeinter Arbeitsposten | vom Bildbesitzer gesetzter lokaler Arbeitsstoff	fuehren + umsetzen	weitergefuehrter Arbeitsposten -> umgesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: obere offene Fächerstation am Rand. Arbeitsfolge: abführen + abmessen und umsetzen. Angaben: dies | Maß | dies.	NO
B3-S004	f83r	B3	B3:OWNER_01	obere offene Fächerstation am Rand	EXPLICIT_LOCAL_CONTINUATION	B3:OWNER_01:STATE_03	B3:OWNER_01:STATE_04	OWNER_BOUND_MATERIAL|TARGET_PLACE|SOURCE_STOCK	vom Bildbesitzer gesetzter lokaler Arbeitsstoff | bezeichnete Zielstelle | lokaler Quellvorrat	ansetzen	angesetzter Arbeitsposten	bezeichnete Zielstelle	Bildort: obere offene Fächerstation am Rand. Arbeitsfolge: setze nach Maß an. Angaben: danach · Ziel | davon.	NO
B3-S005	f83r	B3	B3:OWNER_02	mittlere Randfigur im runden Gefäß	OWNER_RESET	B3:OWNER_02:MASTER_OR_IMAGE_SUPPLIED	B3:OWNER_02:STATE_01	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	umsetzen	umgesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: umfüllen.	NO
B3-S006	f83r	B3	B3:OWNER_02	mittlere Randfigur im runden Gefäß	EXPLICIT_LOCAL_CONTINUATION	B3:OWNER_02:STATE_01	B3:OWNER_02:STATE_02	CURRENT_ITEM|TARGET_PLACE|OWNER_BOUND_MATERIAL	aktuell gemeinter Arbeitsposten | bezeichnete Zielstelle | vom Bildbesitzer gesetzter lokaler Arbeitsstoff	umsetzen -> ansetzen -> umsetzen	umgesetzter Arbeitsposten -> angesetzter Arbeitsposten -> umgesetzter Arbeitsposten	bezeichnete Zielstelle	Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: umschöpfen → anlegen → führe zur nächsten Station.	NO
B3-S007	f83r	B3	B3:OWNER_02	mittlere Randfigur im runden Gefäß	CURRENT_ITEM_CONTINUATION	B3:OWNER_02:STATE_02	B3:OWNER_02:STATE_03	OWNER_BOUND_MATERIAL|CURRENT_ITEM	vom Bildbesitzer gesetzter lokaler Arbeitsstoff | aktuell gemeinter Arbeitsposten	ansetzen -> umsetzen -> ansetzen	angesetzter Arbeitsposten -> umgesetzter Arbeitsposten -> angesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: setze nach Maß an → umschöpfen → einwirken lassen.	NO
B3-S008	f83r	B3	B3:OWNER_02	mittlere Randfigur im runden Gefäß	SAME_OWNER_UNSPECIFIED_STEP	B3:OWNER_02:NEW_OR_B3:OWNER_02:STATE_03	B3:OWNER_02:STATE_04	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	fuehren + umsetzen	weitergefuehrter Arbeitsposten -> umgesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: abführen + überführen.	NO
B3-S009	f83r	B3	B3:OWNER_02	mittlere Randfigur im runden Gefäß	CURRENT_ITEM_CONTINUATION	B3:OWNER_02:STATE_04	B3:OWNER_02:STATE_05	CURRENT_ITEM	aktuell gemeinter Arbeitsposten	ansetzen	angesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: setze dies ein.	NO
B3-S010	f83r	B3	B3:OWNER_03	untere Randfigur im korbartigen Gefäß	OWNER_RESET	B3:OWNER_03:MASTER_OR_IMAGE_SUPPLIED	B3:OWNER_03:STATE_01	TARGET_PLACE|OWNER_BOUND_MATERIAL	bezeichnete Zielstelle | vom Bildbesitzer gesetzter lokaler Arbeitsstoff	hineingeben + umsetzen	in den Empfaenger eingebrachter Stoff -> umgesetzter Arbeitsposten	bezeichnete Zielstelle	Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: einfüllen + umfüllen. Angaben: danach · kurz; Schritt schließen.	NO
B3-S011	f83r	B3	B3:OWNER_03	untere Randfigur im korbartigen Gefäß	EXPLICIT_LOCAL_CONTINUATION	B3:OWNER_03:STATE_01	B3:OWNER_03:STATE_02	CURRENT_ITEM	aktuell gemeinter Arbeitsposten	halten + umsetzen -> ansetzen -> umsetzen	gehaltener oder einwirkender Arbeitsposten -> umgesetzter Arbeitsposten -> angesetzter Arbeitsposten -> umgesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: halten + umsetzen → setze dies ein → umschöpfen. Angaben: davon · dies.	NO
B3-S012	f83r	B3	B3:OWNER_03	untere Randfigur im korbartigen Gefäß	SAME_OWNER_UNSPECIFIED_STEP	B3:OWNER_03:NEW_OR_B3:OWNER_03:STATE_02	B3:OWNER_03:STATE_03	PREPARATION|OWNER_BOUND_MATERIAL	aktueller Ansatz | vom Bildbesitzer gesetzter lokaler Arbeitsstoff	absetzen	abgesetzter Stoff mit Ueberstand und Rueckstand	beim aktiven Bildbesitzer	Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: absetzen lassen. Angaben: Ansatz.	NO
B3-S013	f83r	B3	B3:OWNER_03	untere Randfigur im korbartigen Gefäß	CURRENT_ITEM_CONTINUATION	B3:OWNER_03:STATE_03	B3:OWNER_03:STATE_04	OWNER_BOUND_MATERIAL|PORTION|CURRENT_ITEM	vom Bildbesitzer gesetzter lokaler Arbeitsstoff | abgeteilte Portion | aktuell gemeinter Arbeitsposten	ansetzen -> zufuehren -> ansetzen	angesetzter Arbeitsposten -> zugefuehrte Portion -> angesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: setze nach Maß an → dosiert zugeben → einwirken lassen. Angaben: bereit · kurz · dies.	NO
B3-S014	f83r	B3	B3:OWNER_03	untere Randfigur im korbartigen Gefäß	SAME_OWNER_UNSPECIFIED_STEP	B3:OWNER_03:NEW_OR_B3:OWNER_03:STATE_04	B3:OWNER_03:STATE_05	FLOWING_MEDIUM|OWNER_BOUND_MATERIAL	laufende Arbeitsfluessigkeit | vom Bildbesitzer gesetzter lokaler Arbeitsstoff	ansetzen -> halten	angesetzter Arbeitsposten -> gehaltener oder einwirkender Arbeitsposten	beim aktiven Bildbesitzer	Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: einleiten → ruhen lassen.	NO
B3-S015	f83r	B3	B3:OWNER_03	untere Randfigur im korbartigen Gefäß	SAME_OWNER_UNSPECIFIED_STEP	B3:OWNER_03:NEW_OR_B3:OWNER_03:STATE_05	B3:OWNER_03:STATE_06	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	fuehren + umsetzen	weitergefuehrter Arbeitsposten -> umgesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: abführen + überführen.	NO
B3-S016	f83r	B3	B3:OWNER_03	untere Randfigur im korbartigen Gefäß	SAME_OWNER_UNSPECIFIED_STEP	B3:OWNER_03:NEW_OR_B3:OWNER_03:STATE_06	B3:OWNER_03:STATE_07	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	fuehren -> ansetzen + umsetzen	weitergefuehrter Arbeitsposten -> angesetzter Arbeitsposten -> umgesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: führen → einsetzen + überführen.	NO
B3-S017	f83r	B3	B3:OWNER_04	unverbundener Zwischenbereich	OWNER_RESET	B3:OWNER_04:MASTER_OR_IMAGE_SUPPLIED	B3:OWNER_04:STATE_01	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	ansetzen	angesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: einwirken lassen.	NO
B3-S018	f83r	B3	B3:OWNER_04	unverbundener Zwischenbereich	SAME_OWNER_UNSPECIFIED_STEP	B3:OWNER_04:NEW_OR_B3:OWNER_04:STATE_01	B3:OWNER_04:STATE_02	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	absetzen	abgesetzter Stoff mit Ueberstand und Rueckstand	beim aktiven Bildbesitzer	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: absetzen lassen.	NO
B3-S019	f83r	B3	B3:OWNER_04	unverbundener Zwischenbereich	SAME_OWNER_UNSPECIFIED_STEP	B3:OWNER_04:NEW_OR_B3:OWNER_04:STATE_02	B3:OWNER_04:STATE_03	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	ansetzen + halten	angesetzter Arbeitsposten -> gehaltener oder einwirkender Arbeitsposten	beim aktiven Bildbesitzer	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: einwirken lassen + ruhen lassen.	NO
B3-S020	f83r	B3	B3:OWNER_04	unverbundener Zwischenbereich	SAME_OWNER_UNSPECIFIED_STEP	B3:OWNER_04:NEW_OR_B3:OWNER_04:STATE_03	B3:OWNER_04:STATE_04	TARGET_PLACE|OWNER_BOUND_MATERIAL	bezeichnete Zielstelle | vom Bildbesitzer gesetzter lokaler Arbeitsstoff	fuehren + umsetzen	weitergefuehrter Arbeitsposten -> umgesetzter Arbeitsposten	bezeichnete Zielstelle	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: hinleiten + umfüllen. Angaben: Ziel.	NO
B3-S021	f83r	B3	B3:OWNER_04	unverbundener Zwischenbereich	CURRENT_ITEM_CONTINUATION	B3:OWNER_04:STATE_04	B3:OWNER_04:STATE_05	OWNER_BOUND_MATERIAL|CURRENT_ITEM|TARGET_PLACE	vom Bildbesitzer gesetzter lokaler Arbeitsstoff | aktuell gemeinter Arbeitsposten | bezeichnete Zielstelle	ansetzen -> absetzen -> halten -> umsetzen	angesetzter Arbeitsposten -> abgesetzter Stoff mit Ueberstand und Rueckstand -> gehaltener oder einwirkender Arbeitsposten -> umgesetzter Arbeitsposten	bezeichnete Zielstelle	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: setze nach Maß an → ablagern → stehen lassen → umfüllen. Angaben: bereit · dies | Ziel | dies | Maß | dies | Ziel | bereit · dies.	NO
B3-S022	f83r	B3	B3:OWNER_04	unverbundener Zwischenbereich	EXPLICIT_LOCAL_CONTINUATION	B3:OWNER_04:STATE_05	B3:OWNER_04:STATE_06	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	umsetzen	umgesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: führe zur nächsten Station.	NO
B3-S023	f83r	B3	B3:OWNER_04	unverbundener Zwischenbereich	SAME_OWNER_UNSPECIFIED_STEP	B3:OWNER_04:NEW_OR_B3:OWNER_04:STATE_06	B3:OWNER_04:STATE_07	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	fuehren + umsetzen	weitergefuehrter Arbeitsposten -> umgesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: abführen + überführen.	NO
B3-S024	f83r	B3	B3:OWNER_04	unverbundener Zwischenbereich	SAME_OWNER_UNSPECIFIED_STEP	B3:OWNER_04:NEW_OR_B3:OWNER_04:STATE_07	B3:OWNER_04:STATE_08	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	umsetzen	umgesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: führe zur nächsten Station.	NO
B3-S025	f83r	B3	B3:OWNER_04	unverbundener Zwischenbereich	SAME_OWNER_UNSPECIFIED_STEP	B3:OWNER_04:NEW_OR_B3:OWNER_04:STATE_08	B3:OWNER_04:STATE_09	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	ansetzen + umsetzen	angesetzter Arbeitsposten -> umgesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: einsetzen + überführen.	NO
B3-S026	f83r	B3	B3:OWNER_04	unverbundener Zwischenbereich	EXPLICIT_LOCAL_CONTINUATION	B3:OWNER_04:STATE_09	B3:OWNER_04:STATE_10	SOURCE_STOCK|OWNER_BOUND_MATERIAL|CURRENT_ITEM|PORTION|PREPARATION	lokaler Quellvorrat | vom Bildbesitzer gesetzter lokaler Arbeitsstoff | aktuell gemeinter Arbeitsposten | abgeteilte Portion | aktueller Ansatz	fuehren -> umsetzen -> ansetzen -> abkuehlen -> auffangen	weitergefuehrter Arbeitsposten -> umgesetzter Arbeitsposten -> angesetzter Arbeitsposten -> abgekuehlter Arbeitsposten -> aufgefangener Auszug oder Arbeitsbestand	beim aktiven Bildbesitzer	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: ableiten → umschöpfen → gib einen Teil hinein → abkühlen lassen → auffangen und stehen lassen. Angaben: länger · davon | bereit · dies.	NO
B3-S027	f83r	B3	B3:OWNER_05	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	OWNER_RESET	B3:OWNER_05:MASTER_OR_IMAGE_SUPPLIED	B3:OWNER_05:STATE_01	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	nur Objekt, Mass, Ziel oder Zustand setzen	lokaler Objektzustand bleibt spezifiziert	beim aktiven Bildbesitzer	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: setze nur die Angaben. Angaben: danach · länger; Schritt schließen.	NO
B3-S028	f83r	B3	B3:OWNER_05	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	CURRENT_ITEM_CONTINUATION	B3:OWNER_05:STATE_01	B3:OWNER_05:STATE_02	CURRENT_ITEM|OWNER_BOUND_MATERIAL	aktuell gemeinter Arbeitsposten | vom Bildbesitzer gesetzter lokaler Arbeitsstoff	ansetzen -> ansetzen	angesetzter Arbeitsposten -> angesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: wirken lassen → einwirken lassen.	NO
B3-S029	f83r	B3	B3:OWNER_05	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	EXPLICIT_LOCAL_CONTINUATION	B3:OWNER_05:STATE_02	B3:OWNER_05:STATE_03	OWNER_BOUND_MATERIAL|CURRENT_ITEM	vom Bildbesitzer gesetzter lokaler Arbeitsstoff | aktuell gemeinter Arbeitsposten	eintragen -> ansetzen	im Arbeitsfach eingetragener Posten -> angesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: eintragen → einwirken lassen. Angaben: fort.	NO
B3-S030	f83r	B3	B3:OWNER_05	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	EXPLICIT_LOCAL_CONTINUATION	B3:OWNER_05:STATE_03	B3:OWNER_05:STATE_04	CURRENT_ITEM|OWNER_BOUND_MATERIAL|FLOWING_MEDIUM	aktuell gemeinter Arbeitsposten | vom Bildbesitzer gesetzter lokaler Arbeitsstoff | laufende Arbeitsfluessigkeit	ansetzen -> umsetzen -> umsetzen	angesetzter Arbeitsposten -> umgesetzter Arbeitsposten -> umgesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: setze dies ein → durchleiten → führe zur nächsten Station. Angaben: Maß.	NO
