audit_id	round	surface	page	locus	section	language	hand	token_ordinal	line_position	previous	following	zl3b_line	it2a_line	rf1b_line	reader_exact	split_normalized	before_state	before_gloss	after_gloss	known_other_tokens	other_token_positions	context_fraction	local_before_de	local_after_de	flags	verdict	review_reason
G639-A05-024	5	chear	f35r	f35r.9	H	A	1	4	MIDDLE	aiin	shorchaiin	paiin chear aiin chear shorchaiin	paiin chear aiin chear shor chaiin rn	paiin chear aiin chear shorchaiin	1	1	UNKNOWN_SURFACE	[chear:?]	trockene Fraktion I	2	3	0.666667	Pulver, Typ/Charge III | [chear:?] | Menge III | [chear:?] | [shorchaiin:?]	Pulver, Typ/Charge III | trockene Fraktion I | Menge III | trockene Fraktion I | [shorchaiin:?]	AR_COMPONENT_EXACT_ONLY	CONSISTENT_CONCRETE	all visible candidate fields remain present and no opposite bound component is introduced
G639-A05-025	5	chear	f35v	f35v.13	H	A	1	5	LAST	ar	<EOS>	ol char od ar chear	ol char od ar chear	ol char od ar chear	1	1	UNKNOWN_SURFACE	[chear:?]	trockene Fraktion I	1	4	0.250000	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [char:?] | [od:?] | [ar:?] | [chear:?]	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [char:?] | [od:?] | [ar:?] | trockene Fraktion I	ACTIVE_RIVAL_CONTEXT|OPAQUE_OTHER_TOKENS|AR_COMPONENT_EXACT_ONLY	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
G639-A05-026	5	chear	f3v	f3v.4	H	A	1	8	MIDDLE	r	een	qodar ees eey kcheol okal do r chear een	qodar ees eey kcheol okal do r chear een	qodar chs chy kcheol okal do r cheareeb	0	0	UNKNOWN_SURFACE	[chear:?]	trockene Fraktion I	0	8	0.000000	[qodar:?] | [ees:?] | [eey:?] | [kcheol:?] | [okal:?] | [do:?] | [r:?] | [chear:?] | [een:?]	[qodar:?] | [ees:?] | [eey:?] | [kcheol:?] | [okal:?] | [do:?] | [r:?] | trockene Fraktion I | [een:?]	READER_SPLIT_OR_FUSION|OPAQUE_OTHER_TOKENS|AR_COMPONENT_EXACT_ONLY	READER_BOUNDARY_WARNING	target surface is split, fused or changed in at least one alternate reading
G639-A05-027	5	chear	f53v	f53v.11	H	A	1	3	MIDDLE	or	sheod	otsho or chear sheod chkodal	otsho or chear sheos chkodal	otsho or chear sheod chkodal	1	1	UNKNOWN_SURFACE	[chear:?]	trockene Fraktion I	1	4	0.250000	[otsho:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | [chear:?] | [sheod:?] | [chkodal:?]	[otsho:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | trockene Fraktion I | [sheod:?] | [chkodal:?]	ACTIVE_RIVAL_CONTEXT|OPAQUE_OTHER_TOKENS|AR_COMPONENT_EXACT_ONLY	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
G639-A05-028	5	chear	f58r	f58r.27	S	A	3	8	MIDDLE	al	chear	yteor oty chaltar ar sheeetchy tal al chear chear chor ar am	yteor oty chaltar ar sheeetchy tal al chear chear char ar am	yteor oty chaltar ar eeetchy tal al chear chear cho r ar am	1	1	UNKNOWN_SURFACE	[chear:?]	trockene Fraktion I	2	10	0.200000	[yteor:?] | kalter Ansatz, Grundform | [chaltar:?] | [ar:?] | [sheeetchy:?] | [tal:?] | [al:?] | [chear:?] | [chear:?] | Pflanzen-/Reproduktionsteil | [ar:?] | [am:?]	[yteor:?] | kalter Ansatz, Grundform | [chaltar:?] | [ar:?] | [sheeetchy:?] | [tal:?] | [al:?] | trockene Fraktion I | trockene Fraktion I | Pflanzen-/Reproduktionsteil | [ar:?] | [am:?]	OPAQUE_OTHER_TOKENS|AR_COMPONENT_EXACT_ONLY	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
G639-A05-029	5	chear	f58r	f58r.27	S	A	3	9	MIDDLE	chear	chor	yteor oty chaltar ar sheeetchy tal al chear chear chor ar am	yteor oty chaltar ar sheeetchy tal al chear chear char ar am	yteor oty chaltar ar eeetchy tal al chear chear cho r ar am	1	1	UNKNOWN_SURFACE	[chear:?]	trockene Fraktion I	2	10	0.200000	[yteor:?] | kalter Ansatz, Grundform | [chaltar:?] | [ar:?] | [sheeetchy:?] | [tal:?] | [al:?] | [chear:?] | [chear:?] | Pflanzen-/Reproduktionsteil | [ar:?] | [am:?]	[yteor:?] | kalter Ansatz, Grundform | [chaltar:?] | [ar:?] | [sheeetchy:?] | [tal:?] | [al:?] | trockene Fraktion I | trockene Fraktion I | Pflanzen-/Reproduktionsteil | [ar:?] | [am:?]	OPAQUE_OTHER_TOKENS|AR_COMPONENT_EXACT_ONLY	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
G639-A05-030	5	chear	f6v	f6v.1	H	A	1	8	MIDDLE	s	char	koary sar cheekar qoor shor chapchy s chear char otchy	koar y sar oheekar qoar shor chapchy s chear char otchy	koarysar cheekar qoar shor chapchy s chear char otchy	1	1	UNKNOWN_SURFACE	[chear:?]	trockene Fraktion I	2	9	0.222222	[koary:?] | Samenfraktion I | [cheekar:?] | [qoor:?] | Blüten-/Fruchtstand; reproduktiver Teil | [chapchy:?] | [s:?] | [chear:?] | [char:?] | [otchy:?]	[koary:?] | Samenfraktion I | [cheekar:?] | [qoor:?] | Blüten-/Fruchtstand; reproduktiver Teil | [chapchy:?] | [s:?] | trockene Fraktion I | [char:?] | [otchy:?]	OPAQUE_OTHER_TOKENS|AR_COMPONENT_EXACT_ONLY	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
G639-A05-031	5	chear	f76r	f76r.28	T	B	2	3	MIDDLE	sheey	ol	soin sheey chear ol aiin chodaiin qokaiin chey qokalchey dal chdy dal ytal	soin sheey chear ol aiin chodaiin qokaiin chey qokalchey dal chdy dal ytal	s in shee chear ol aiin chodaiin qokaiin chey qokalchey dal chdy dal ytal	1	1	UNKNOWN_SURFACE	[chear:?]	trockene Fraktion I	4	12	0.333333	[soin:?] | feucht, Bindungsstufe II | [chear:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Menge III | [chodaiin:?] | heiß, Grad III | [chey:?] | [qokalchey:?] | [dal:?] | [chdy:?] | [dal:?] | [ytal:?]	[soin:?] | feucht, Bindungsstufe II | trockene Fraktion I | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Menge III | [chodaiin:?] | heiß, Grad III | [chey:?] | [qokalchey:?] | [dal:?] | [chdy:?] | [dal:?] | [ytal:?]	ACTIVE_RIVAL_CONTEXT|OPAQUE_OTHER_TOKENS|AR_COMPONENT_EXACT_ONLY	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
G639-A05-032	5	chear	f79r	f79r.20	B	B	2	8	LAST	tal	<EOS>	y shal y chedar oy scthey tal chear	y shal ychedar oikhy scthey tal chear	y shal y chedar oy scthey tal chear	1	1	UNKNOWN_SURFACE	[chear:?]	trockene Fraktion I	0	7	0.000000	[y:?] | [shal:?] | [y:?] | [chedar:?] | [oy:?] | [scthey:?] | [tal:?] | [chear:?]	[y:?] | [shal:?] | [y:?] | [chedar:?] | [oy:?] | [scthey:?] | [tal:?] | trockene Fraktion I	OPAQUE_OTHER_TOKENS|AR_COMPONENT_EXACT_ONLY	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
G639-A05-033	5	chear	f79r	f79r.5	B	B	2	5	MIDDLE	or	salchey	qokal shedy chcthy or chear salchey qol shal chey l cheol chol chy	qokal shedy chcthy or chear solchey qol shal chey l cheol chol chy	qokal shed chcthy or cheor solchey qol shal chey l cheol chol chy	0	0	UNKNOWN_SURFACE	[chear:?]	trockene Fraktion I	5	12	0.416667	heiße Substanz | [shedy:?] | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | Teil-/Nominalträger; genaue Basisbedeutung offen | [chear:?] | [salchey:?] | [qol:?] | [shal:?] | [chey:?] | [l:?] | [cheol:?] | trocken; nominal trockenes Gut/Material | trocken, Grundform	heiße Substanz | [shedy:?] | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | Teil-/Nominalträger; genaue Basisbedeutung offen | trockene Fraktion I | [salchey:?] | [qol:?] | [shal:?] | [chey:?] | [l:?] | [cheol:?] | trocken; nominal trockenes Gut/Material | trocken, Grundform	READER_SPLIT_OR_FUSION|ACTIVE_RIVAL_CONTEXT|OPAQUE_OTHER_TOKENS|AR_COMPONENT_EXACT_ONLY	READER_BOUNDARY_WARNING	target surface is split, fused or changed in at least one alternate reading
G639-A05-034	5	chear	f83v	f83v.19	B	B	2	6	MIDDLE	okaiin	checkhy	qolchedy qolteedy qokeedy qokal okaiin chear checkhy dal checkhdy	qolchedy qolteedy qokeedy qokal okaiin chear checkhy dal checkhdy	qolchedy qolteedy qokeedy qokal okaiin chear checkhy dal checkhdy	1	1	UNKNOWN_SURFACE	[chear:?]	trockene Fraktion I	3	8	0.375000	[qolchedy:?] | [qolteedy:?] | heißer Zustand, Bindungsstufe II | heiße Substanz | heiß, Grad III, im Ansatzrahmen | [chear:?] | [checkhy:?] | [dal:?] | [checkhdy:?]	[qolchedy:?] | [qolteedy:?] | heißer Zustand, Bindungsstufe II | heiße Substanz | heiß, Grad III, im Ansatzrahmen | trockene Fraktion I | [checkhy:?] | [dal:?] | [checkhdy:?]	OPAQUE_OTHER_TOKENS|AR_COMPONENT_EXACT_ONLY	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
G639-A05-035	5	chear	f83v	f83v.26	B	B	2	2	MIDDLE	sal	shey	sal chear shey qokar shedy qokain ollchy	sal chear shey qokar shedy qokain ollchy	sol chear shey qokar e y qokain ollchy	1	1	UNKNOWN_SURFACE	[chear:?]	trockene Fraktion I	4	6	0.666667	Saat-Rohstoff I | [chear:?] | feucht, attributiv gebunden | heiße Portion | [shedy:?] | heiß, Grad II | [ollchy:?]	Saat-Rohstoff I | trockene Fraktion I | feucht, attributiv gebunden | heiße Portion | [shedy:?] | heiß, Grad II | [ollchy:?]	AR_COMPONENT_EXACT_ONLY	CONSISTENT_CONCRETE	all visible candidate fields remain present and no opposite bound component is introduced
G639-A05-036	5	chear	f86v3	f86v3.33	C	B	2	5	MIDDLE	qotar	or	ytchey otaiin kshd qotar chear or am	ytchey otaiin kshd qotar chear or am	yteeey otaiin kshd qotar chear oram	1	1	UNKNOWN_SURFACE	[chear:?]	trockene Fraktion I	2	6	0.333333	[ytchey:?] | kalt im Zubereitungsrahmen, Grad III | [kshd:?] | [qotar:?] | [chear:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | [am:?]	[ytchey:?] | kalt im Zubereitungsrahmen, Grad III | [kshd:?] | [qotar:?] | trockene Fraktion I | Teil-/Nominalträger; genaue Basisbedeutung offen | [am:?]	OPAQUE_OTHER_TOKENS|AR_COMPONENT_EXACT_ONLY	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
G639-A05-037	5	chear	f86v6	f86v6.45	T	B	2	7	MIDDLE	otalky	aiodam	paiin otar otolkshy qokshey ar otalky chear aiodam	paiin otar otolkshy qokshey ar otalky chear aiodam	paiin otar otolkshy qokshey ar otalky chear ai dam	1	1	UNKNOWN_SURFACE	[chear:?]	trockene Fraktion I	1	7	0.142857	Pulver, Typ/Charge III | [otar:?] | [otolkshy:?] | [qokshey:?] | [ar:?] | [otalky:?] | [chear:?] | [aiodam:?]	Pulver, Typ/Charge III | [otar:?] | [otolkshy:?] | [qokshey:?] | [ar:?] | [otalky:?] | trockene Fraktion I | [aiodam:?]	OPAQUE_OTHER_TOKENS|AR_COMPONENT_EXACT_ONLY	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
G639-A05-038	5	chear	f86v6	f86v6.5	T	B	2	6	MIDDLE	daiin	or	tar lol chol olkar daiin chear or otshey qokar opchey taiky qotar	tar lol chol olkar daiin chear or otshey qokar opchey taiky qokar	tar lol chol olkar daiin chear or otshey qokar opchey taiky qotar	1	1	UNKNOWN_SURFACE	[chear:?]	trockene Fraktion I	5	11	0.454545	[tar:?] | Holzstoff | trocken; nominal trockenes Gut/Material | [olkar:?] | Grad-/Maßwert III | [chear:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | [otshey:?] | heiße Portion | [opchey:?] | [taiky:?] | [qotar:?]	[tar:?] | Holzstoff | trocken; nominal trockenes Gut/Material | [olkar:?] | Grad-/Maßwert III | trockene Fraktion I | Teil-/Nominalträger; genaue Basisbedeutung offen | [otshey:?] | heiße Portion | [opchey:?] | [taiky:?] | [qotar:?]	ACTIVE_RIVAL_CONTEXT|OPAQUE_OTHER_TOKENS|AR_COMPONENT_EXACT_ONLY	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
G639-A05-039	5	chear	f88r	f88r.31	P	A	1	2	MIDDLE	dar	chol	dar chear chol dol qoekeor cheom	dar chear chol dol qoekeor cheom	dar chear chol dol qoekeor cheom	1	1	UNKNOWN_SURFACE	[chear:?]	trockene Fraktion I	2	5	0.400000	[dar:?] | [chear:?] | trocken; nominal trockenes Gut/Material | Materialmaß | [qoekeor:?] | [cheom:?]	[dar:?] | trockene Fraktion I | trocken; nominal trockenes Gut/Material | Materialmaß | [qoekeor:?] | [cheom:?]	OPAQUE_OTHER_TOKENS|AR_COMPONENT_EXACT_ONLY	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
G639-A05-040	5	chear	f88r	f88r.8	P	A	1	4	MIDDLE	keol	shekor	ral sheom keol chear shekor qokor daiin sar s aiin oky sam	sal sheom kol chear shekor qokor daiin sar raiin oky sam	sal sheom keol chear shekor qokor aiin sar s aiin oky sam	1	1	UNKNOWN_SURFACE	[chear:?]	trockene Fraktion I	5	11	0.454545	Wurzelrohstoff I | [sheom:?] | [keol:?] | [chear:?] | [shekor:?] | [qokor:?] | Menge/Portion III | Samenfraktion I | [s:?] | Menge III | [oky:?] | Samen/Saatgut: Maß-/Einheitsform I	Wurzelrohstoff I | [sheom:?] | [keol:?] | trockene Fraktion I | [shekor:?] | [qokor:?] | Menge/Portion III | Samenfraktion I | [s:?] | Menge III | [oky:?] | Samen/Saatgut: Maß-/Einheitsform I	OPAQUE_OTHER_TOKENS|AR_COMPONENT_EXACT_ONLY	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
G639-A05-041	5	chear	f89v1	f89v1.10	P	A	1	9	MIDDLE	dals	qotam	tor sheor cheeor cthey qokol daiin chekal dals chear qotam	tor sheor cheor cthey qokol daiin chekal dal s chear qotam	tor sheor cheeor cthey qokol aiin chekal dals chear qotam	1	1	UNKNOWN_SURFACE	[chear:?]	trockene Fraktion I	2	9	0.222222	[tor:?] | [sheor:?] | [cheeor:?] | CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I | [qokol:?] | Qualitätsgrad III | [chekal:?] | [dals:?] | [chear:?] | [qotam:?]	[tor:?] | [sheor:?] | [cheeor:?] | CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I | [qokol:?] | Qualitätsgrad III | [chekal:?] | [dals:?] | trockene Fraktion I | [qotam:?]	OPAQUE_OTHER_TOKENS|AR_COMPONENT_EXACT_ONLY	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
G639-A05-042	5	chear	f8v	f8v.16	H	A	1	3	MIDDLE	cheor	oteey	chor cheor chear oteey dchor chodey cho raiin	chor chear chear oteey dchor chodey cho raiin	chor chear chear oteey dchor chodey cho raiin	1	1	UNKNOWN_SURFACE	[chear:?]	trockene Fraktion I	2	7	0.285714	Pflanzen-/Reproduktionsteil | [cheor:?] | [chear:?] | [oteey:?] | [dchor:?] | [chodey:?] | [cho:?] | Wurzel, Typ/Charge III	Pflanzen-/Reproduktionsteil | [cheor:?] | trockene Fraktion I | [oteey:?] | [dchor:?] | [chodey:?] | [cho:?] | Wurzel, Typ/Charge III	OPAQUE_OTHER_TOKENS|AR_COMPONENT_EXACT_ONLY	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
G639-A05-043	5	chear	f8v	f8v.17	H	A	1	2	MIDDLE	dain	daiin	dain chear daiin	dain chear daiin	dain chear daiin	1	1	UNKNOWN_SURFACE	[chear:?]	trockene Fraktion I	2	2	1.000000	Grad-/Maßwert II | [chear:?] | Grad-/Maßwert III	Grad-/Maßwert II | trockene Fraktion I | Grad-/Maßwert III	AR_COMPONENT_EXACT_ONLY	CONSISTENT_CONCRETE	all visible candidate fields remain present and no opposite bound component is introduced
G639-A05-044	5	chear	f8v	f8v.3	H	A	1	5	MIDDLE	chory	shol	qody cheal sy chory chear shol chaiin shaiin dolas	qody cheal sy chory chear shol chaiin shaiin dolar	qody cheal sy chory chear shol chaiin shaiin dolar	1	1	UNKNOWN_SURFACE	[chear:?]	trockene Fraktion I	4	8	0.500000	[qody:?] | [cheal:?] | Saatgut in Grundform | [chory:?] | [chear:?] | feucht; nominal feuchtes Gut/Material | trocken, Grad III | feucht, Grad III | [dolas:?]	[qody:?] | [cheal:?] | Saatgut in Grundform | [chory:?] | trockene Fraktion I | feucht; nominal feuchtes Gut/Material | trocken, Grad III | feucht, Grad III | [dolas:?]	AR_COMPONENT_EXACT_ONLY	CONSISTENT_CONCRETE	all visible candidate fields remain present and no opposite bound component is introduced
G639-A06-001	6	odaiim	f24v	f24v.16	H	A	1	2	LAST	otchol	<EOS>	otchol odaiim	otchol odaiim	otchol odaiim	1	1	UNKNOWN_SURFACE	[odaiim:?]	Ansatzmaß III	1	1	1.000000	kalt-trockener Zubereitungsstoff | [odaiim:?]	kalt-trockener Zubereitungsstoff | Ansatzmaß III	OPAQUE_OTHER_TOKENS	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
G639-A07-001	7	okeey	f102v1	f102v1.20	P	A	1	8	MIDDLE	qoeteey	dam	soiin shey qokeey qoeeol qokeody sheody qoeteey okeey dam	soiin shey qokeey qoeeol qokeody sheody qoeteey okeey dom	soiin shey qokeey qoeeol qokeody sheody qoeteey okeey dam	1	1	UNKNOWN_SURFACE	[okeey:?]	heißer Ansatz, Bindungsstufe II	2	8	0.250000	Samen/Saatgutzubereitung, Form III | feucht, attributiv gebunden | [qokeey:?] | [qoeeol:?] | [qokeody:?] | [sheody:?] | [qoeteey:?] | [okeey:?] | [dam:?]	Samen/Saatgutzubereitung, Form III | feucht, attributiv gebunden | [qokeey:?] | [qoeeol:?] | [qokeody:?] | [sheody:?] | [qoeteey:?] | heißer Ansatz, Bindungsstufe II | [dam:?]	OPAQUE_OTHER_TOKENS	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
G639-A07-002	7	okeey	f102v2	f102v2.36	P	A	1	3	MIDDLE	cheey	sor	okeeor cheey okeey sor eeey okey okey okeey qokeor	okeeor cheey okeey sor chey okey okey okeey qokeor	okeeor cheey okeey s r eeey okey okey okeey qokeor	1	1	UNKNOWN_SURFACE	[okeey:?]	heißer Ansatz, Bindungsstufe II	1	7	0.142857	[okeeor:?] | [cheey:?] | [okeey:?] | Samenportion | [eeey:?] | [okey:?] | [okey:?] | [okeey:?] | [qokeor:?]	[okeeor:?] | [cheey:?] | heißer Ansatz, Bindungsstufe II | Samenportion | [eeey:?] | [okey:?] | [okey:?] | heißer Ansatz, Bindungsstufe II | [qokeor:?]	OPAQUE_OTHER_TOKENS	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
G639-A07-003	7	okeey	f102v2	f102v2.36	P	A	1	8	MIDDLE	okey	qokeor	okeeor cheey okeey sor eeey okey okey okeey qokeor	okeeor cheey okeey sor chey okey okey okeey qokeor	okeeor cheey okeey s r eeey okey okey okeey qokeor	1	1	UNKNOWN_SURFACE	[okeey:?]	heißer Ansatz, Bindungsstufe II	1	7	0.142857	[okeeor:?] | [cheey:?] | [okeey:?] | Samenportion | [eeey:?] | [okey:?] | [okey:?] | [okeey:?] | [qokeor:?]	[okeeor:?] | [cheey:?] | heißer Ansatz, Bindungsstufe II | Samenportion | [eeey:?] | [okey:?] | [okey:?] | heißer Ansatz, Bindungsstufe II | [qokeor:?]	OPAQUE_OTHER_TOKENS	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
G639-A07-004	7	okeey	f103r	f103r.13	S	B	3	4	MIDDLE	qotedy	qokar	podar sheor qotedy okeey qokar checkhy qokain chedy pchdy tshdy dal kasol	podar sheor qotedy okeey qokar checkhy qokain chedy pchdy tshdy dal kasol	pojar sheor qotedy okeey qokar checkhy qokain chedy pchdy tsh y dalkarol	1	1	UNKNOWN_SURFACE	[okeey:?]	heißer Ansatz, Bindungsstufe II	4	11	0.363636	[podar:?] | [sheor:?] | [qotedy:?] | [okeey:?] | heiße Portion | [checkhy:?] | heiß, Grad II | getrockneter Zustand | Pulver, getrocknete Kurz-/Kompaktform | [tshdy:?] | [dal:?] | [kasol:?]	[podar:?] | [sheor:?] | [qotedy:?] | heißer Ansatz, Bindungsstufe II | heiße Portion | [checkhy:?] | heiß, Grad II | getrockneter Zustand | Pulver, getrocknete Kurz-/Kompaktform | [tshdy:?] | [dal:?] | [kasol:?]	OPAQUE_OTHER_TOKENS	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
G639-A07-005	7	okeey	f103r	f103r.16	S	B	3	6	MIDDLE	rar	shcfhedy	dshol sholkar shdaiin cheey rar okeey shcfhedy opcheol oteedy tchey shky	dshol sholkar sedaiin cheey rar okeey shefhedy opcheol oteedy tchey shky	dshol sholkar shdaiin cheey rar okeey shcfhedy opcheol oteedy tchey shky	1	1	UNKNOWN_SURFACE	[okeey:?]	heißer Ansatz, Bindungsstufe II	1	10	0.100000	[dshol:?] | [sholkar:?] | [shdaiin:?] | [cheey:?] | Wurzelfraktion I | [okeey:?] | [shcfhedy:?] | [opcheol:?] | [oteedy:?] | [tchey:?] | [shky:?]	[dshol:?] | [sholkar:?] | [shdaiin:?] | [cheey:?] | Wurzelfraktion I | heißer Ansatz, Bindungsstufe II | [shcfhedy:?] | [opcheol:?] | [oteedy:?] | [tchey:?] | [shky:?]	OPAQUE_OTHER_TOKENS	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
G639-A07-006	7	okeey	f103r	f103r.26	S	B	3	2	MIDDLE	oteedy	qotchy	oteedy okeey qotchy shey olcheedar shey lotor	oteedy okeey qotchy shey olcheedar shey lotos	oteedy okeey qoteey shey olcheedar shey l otos	1	1	UNKNOWN_SURFACE	[okeey:?]	heißer Ansatz, Bindungsstufe II	3	6	0.500000	[oteedy:?] | [okeey:?] | kalt-trocken | feucht, attributiv gebunden | [olcheedar:?] | feucht, attributiv gebunden | [lotor:?]	[oteedy:?] | heißer Ansatz, Bindungsstufe II | kalt-trocken | feucht, attributiv gebunden | [olcheedar:?] | feucht, attributiv gebunden | [lotor:?]	NONE	CONSISTENT_CONCRETE	all visible candidate fields remain present and no opposite bound component is introduced
G639-A07-007	7	okeey	f103r	f103r.27	S	B	3	2	MIDDLE	qokechy	qokeey	qokechy okeey qokeey lkeeody sheey qokeey lkeol tchey qokeey okeey qokaly	qokechy okeey qokeey lkeeody sheey qokeey lkeol tchey qokchy okeey qokaly	qokechy okeey qokeey lkeeo dy sheey qokeey l keol tchey qokeey keey qokaly	1	1	UNKNOWN_SURFACE	[okeey:?]	heißer Ansatz, Bindungsstufe II	1	9	0.111111	[qokechy:?] | [okeey:?] | [qokeey:?] | [lkeeody:?] | feucht, Bindungsstufe II | [qokeey:?] | [lkeol:?] | [tchey:?] | [qokeey:?] | [okeey:?] | [qokaly:?]	[qokechy:?] | heißer Ansatz, Bindungsstufe II | [qokeey:?] | [lkeeody:?] | feucht, Bindungsstufe II | [qokeey:?] | [lkeol:?] | [tchey:?] | [qokeey:?] | heißer Ansatz, Bindungsstufe II | [qokaly:?]	OPAQUE_OTHER_TOKENS	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
G639-A07-008	7	okeey	f103r	f103r.27	S	B	3	10	MIDDLE	qokeey	qokaly	qokechy okeey qokeey lkeeody sheey qokeey lkeol tchey qokeey okeey qokaly	qokechy okeey qokeey lkeeody sheey qokeey lkeol tchey qokchy okeey qokaly	qokechy okeey qokeey lkeeo dy sheey qokeey l keol tchey qokeey keey qokaly	0	0	UNKNOWN_SURFACE	[okeey:?]	heißer Ansatz, Bindungsstufe II	1	9	0.111111	[qokechy:?] | [okeey:?] | [qokeey:?] | [lkeeody:?] | feucht, Bindungsstufe II | [qokeey:?] | [lkeol:?] | [tchey:?] | [qokeey:?] | [okeey:?] | [qokaly:?]	[qokechy:?] | heißer Ansatz, Bindungsstufe II | [qokeey:?] | [lkeeody:?] | feucht, Bindungsstufe II | [qokeey:?] | [lkeol:?] | [tchey:?] | [qokeey:?] | heißer Ansatz, Bindungsstufe II | [qokaly:?]	READER_SPLIT_OR_FUSION|OPAQUE_OTHER_TOKENS	READER_BOUNDARY_WARNING	target surface is split, fused or changed in at least one alternate reading
G639-A07-009	7	okeey	f103r	f103r.32	S	B	3	1	FIRST	<BOS>	shedy	okeey shedy qokedy qokal shety otedy shcthy oraiin	okeey shedy qokedy qokal shety otedy shcthy oraiin	okeey shedy qoke y qokal shety ote y shcthy oraiin	1	1	UNKNOWN_SURFACE	[okeey:?]	heißer Ansatz, Bindungsstufe II	4	7	0.571429	[okeey:?] | [shedy:?] | [qokedy:?] | heiße Substanz | [shety:?] | gekühlter Ansatz | feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut | Portion III	heißer Ansatz, Bindungsstufe II | [shedy:?] | [qokedy:?] | heiße Substanz | [shety:?] | gekühlter Ansatz | feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut | Portion III	NONE	CONSISTENT_CONCRETE	all visible candidate fields remain present and no opposite bound component is introduced
G639-A07-010	7	okeey	f103r	f103r.38	S	B	3	9	LAST	shedy	<EOS>	otechedy qokain shcthy chckhy lokeedy checkhy lokain shedy okeey	otechedy qokain shcthy chckhy lokeedy checkhy lokain shedy okeey	oteche y qokain cthy chckhy l okeedy checkhy lokain shedy okeey	1	1	UNKNOWN_SURFACE	[okeey:?]	heißer Ansatz, Bindungsstufe II	2	8	0.250000	[otechedy:?] | heiß, Grad II | feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut | [chckhy:?] | [lokeedy:?] | [checkhy:?] | [lokain:?] | [shedy:?] | [okeey:?]	[otechedy:?] | heiß, Grad II | feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut | [chckhy:?] | [lokeedy:?] | [checkhy:?] | [lokain:?] | [shedy:?] | heißer Ansatz, Bindungsstufe II	OPAQUE_OTHER_TOKENS	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
