segment_id	record_unit_id	register	page	owner_code	phase	ends_with_close	events	event_ids	statement_ids	readable_segment_de
B2-P022	B2	BIOLOGICAL	f82r	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	MEASURE	NO	1	E190	B2-S008	nächstes Maß.
B2-P023	B2	BIOLOGICAL	f82r	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	MOVE	NO	1	E191	B2-S008	von Flüssigkeit am Zwischenknoten einsetzen.
B2-P024	B2	BIOLOGICAL	f82r	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	HOLD	YES	1	E192	B2-S008	absetzen; Schluss.
B2-P025	B2	BIOLOGICAL	f82r	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	HOLD	YES	1	E193	B2-S009	mit dem Vorigen kurz absetzen; Schluss.
B2-P026	B2	BIOLOGICAL	f82r	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	HOLD	NO	1	E194	B2-S010	länger ansetzen.
B2-P027	B2	BIOLOGICAL	f82r	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	APPLY	NO	1	E195	B2-S010	verwende Flüssigkeit am Zwischenknoten.
B2-P028	B2	BIOLOGICAL	f82r	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	MOVE	NO	1	E196	B2-S010	abführen.
B2-P029	B2	BIOLOGICAL	f82r	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	COLLECT	NO	1	E197	B2-S010	Klarauszug.
B2-P030	B2	BIOLOGICAL	f82r	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	MEASURE	NO	3	E198|E199|E200	B2-S011	eine Portion zugeben; von Teilportion des Postens der Einzelstation; eine Portion zugeben.
B2-P031	B2	BIOLOGICAL	f82r	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	HOLD	YES	1	E201	B2-S011	länger ansetzen; Schluss.
B2-P032	B2	BIOLOGICAL	f82r	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	MEASURE	NO	1	E202	B2-S012	zweite Teilportion des Postens der Einzelstation abziehen.
B2-P033	B2	BIOLOGICAL	f82r	B2_LOWER_GREEN_MULTI_FIGURE_POOL	COLLECT	NO	2	E203|E204	B2-S012	Klarauszug; Ergebnisbestand kurz bereithalten.
B2-P034	B2	BIOLOGICAL	f82r	B2_LOWER_GREEN_MULTI_FIGURE_POOL	HOLD	NO	1	E205	B2-S012	länger ansetzen.
B2-P035	B2	BIOLOGICAL	f82r	B2_LOWER_GREEN_MULTI_FIGURE_POOL	COLLECT	NO	1	E206	B2-S012	Ergebnisbestand länger abziehen.
B2-P036	B2	BIOLOGICAL	f82r	B2_LOWER_GREEN_MULTI_FIGURE_POOL	MEASURE	NO	1	E207	B2-S012	Maß.
B2-P037	B2	BIOLOGICAL	f82r	B2_LOWER_GREEN_MULTI_FIGURE_POOL	COLLECT	NO	1	E208	B2-S012	Fraktion des Ergebnisbestands.
B2-P038	B2	BIOLOGICAL	f82r	B2_LOWER_GREEN_MULTI_FIGURE_POOL	HOLD	YES	1	E209	B2-S012	vollständig ansetzen; Schluss.
B2-P039	B2	BIOLOGICAL	f82r	B2_LOWER_GREEN_MULTI_FIGURE_POOL	MOVE	YES	1	E210	B2-S013	hinausführen; Schluss.
B2-P040	B2	BIOLOGICAL	f82r	B2_LOWER_GREEN_MULTI_FIGURE_POOL	COLLECT	NO	1	E211	B2-S014	von Fraktion des Ergebnisbestands abführen.
B2-P041	B2	BIOLOGICAL	f82r	B2_LOWER_POOL_EDGE_STATIONS	HOLD	YES	2	E212|E213	B2-S015	Flüssigkeit am Beckenrand kurz halten; länger ansetzen; Schluss.
B2-P042	B2	BIOLOGICAL	f82r	B2_LOWER_POOL_EDGE_STATIONS	MOVE	NO	2	E214|E215	B2-S016	Stelle; von Flüssigkeit am Beckenrand hinausführen.
B2-P043	B2	BIOLOGICAL	f82r	B2_LOWER_POOL_EDGE_STATIONS	PREPARE	NO	1	E216	B2-S016	teilen.
B2-P044	B2	BIOLOGICAL	f82r	B2_LOWER_POOL_EDGE_STATIONS	MEASURE	NO	1	E217	B2-S016	Maß.
B2-P045	B2	BIOLOGICAL	f82r	B2_LOWER_POOL_EDGE_STATIONS	HOLD	NO	1	E218	B2-S016	nächsten Posten länger halten.
B2-P046	B2	BIOLOGICAL	f82r	B2_LOWER_POOL_EDGE_STATIONS	MEASURE	NO	1	E219	B2-S016	bemessen.
B2-P047	B2	BIOLOGICAL	f82r	B2_LOWER_POOL_EDGE_STATIONS	HOLD	NO	1	E220	B2-S016	kurz ansetzen.
B2-P048	B2	BIOLOGICAL	f82r	B2_LOWER_POOL_EDGE_STATIONS	MOVE	YES	1	E221	B2-S016	hineinführen; Schluss.
B2-P049	B2	BIOLOGICAL	f82r	B2_LOWER_POOL_EDGE_STATIONS	HOLD	NO	1	E222	B2-S017	an der Stelle kurz abkühlen.
B2-P050	B2	BIOLOGICAL	f82r	B2_LOWER_POOL_EDGE_STATIONS	MOVE	YES	1	E223	B2-S017	an der Stelle schließen; Schritt schließen.
B2-P051	B2	BIOLOGICAL	f82r	B2_LOWER_POOL_EDGE_STATIONS	HOLD	YES	1	E224	B2-S018	länger ansetzen; Schluss.
B2-P052	B2	BIOLOGICAL	f82r	B2_LOWER_POOL_EDGE_STATIONS	HOLD	YES	1	E225	B2-S019	abkühlen und absetzen; Schluss.
B2-P053	B2	BIOLOGICAL	f82r	B2_LOWER_POOL_EDGE_STATIONS	HOLD	YES	1	E226	B2-S020	nächsten Schritt länger halten; Schluss.
B2-P054	B2	BIOLOGICAL	f82r	B2_LOWER_POOL_EDGE_STATIONS	HOLD	YES	1	E227	B2-S021	länger ansetzen; Schluss.
B2-P055	B2	BIOLOGICAL	f82r	B2_LOWER_POOL_EDGE_STATIONS	MOVE	YES	1	E228	B2-S022	weiter hinausführen; Schluss.
B3-P001	B3	BIOLOGICAL	f83r	B3_UPPER_MARGIN_OPEN_FAN_STATION	COLLECT	YES	1	E229	B3-S001	länger auffangen; Schluss.
B3-P002	B3	BIOLOGICAL	f83r	B3_UPPER_MARGIN_OPEN_FAN_STATION	MOVE	NO	1	E230	B3-S002	Folgestelle.
B3-P003	B3	BIOLOGICAL	f83r	B3_UPPER_MARGIN_OPEN_FAN_STATION	HOLD	YES	1	E231	B3-S002	länger wärmen; Schluss.
B3-P004	B3	BIOLOGICAL	f83r	B3_UPPER_MARGIN_OPEN_FAN_STATION	SELECT	NO	1	E232	B3-S003	aufgefangener Bestand des Gut der Fächerstation.
B3-P005	B3	BIOLOGICAL	f83r	B3_UPPER_MARGIN_OPEN_FAN_STATION	MEASURE	NO	1	E233	B3-S003	Maß.
B3-P006	B3	BIOLOGICAL	f83r	B3_UPPER_MARGIN_OPEN_FAN_STATION	SELECT	NO	1	E234	B3-S003	aufgefangener Bestand des Gut der Fächerstation.
B3-P007	B3	BIOLOGICAL	f83r	B3_UPPER_MARGIN_OPEN_FAN_STATION	MOVE	YES	1	E235	B3-S003	hinausführen; Schluss.
B3-P008	B3	BIOLOGICAL	f83r	B3_UPPER_MARGIN_OPEN_FAN_STATION	MEASURE	NO	1	E236	B3-S004	bemessen.
B3-P009	B3	BIOLOGICAL	f83r	B3_UPPER_MARGIN_OPEN_FAN_STATION	MOVE	NO	2	E237|E238	B3-S004	Folgestelle; von aufgefangener Bestand des Gut der Fächerstation.
B3-P010	B3	BIOLOGICAL	f83r	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	MOVE	YES	1	E239	B3-S005	umsetzen; Schluss.
B3-P011	B3	BIOLOGICAL	f83r	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	MOVE	NO	1	E240	B3-S006	Gefäßflüssigkeit umsetzen.
B3-P012	B3	BIOLOGICAL	f83r	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	APPLY	NO	1	E241	B3-S006	an die Stelle setzen.
B3-P013	B3	BIOLOGICAL	f83r	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	MOVE	YES	1	E242	B3-S006	weiterführen; Schluss.
B3-P014	B3	BIOLOGICAL	f83r	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	MEASURE	NO	1	E243	B3-S007	bemessen.
B3-P015	B3	BIOLOGICAL	f83r	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	MOVE	NO	1	E244	B3-S007	Gefäßflüssigkeit umsetzen.
B3-P016	B3	BIOLOGICAL	f83r	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	HOLD	YES	1	E245	B3-S007	länger ansetzen; Schluss.
B3-P017	B3	BIOLOGICAL	f83r	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	MOVE	YES	1	E246	B3-S008	hinausführen; Schluss.
B3-P018	B3	BIOLOGICAL	f83r	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	APPLY	NO	1	E247	B3-S009	verwende Gefäßflüssigkeit.
B3-P019	B3	BIOLOGICAL	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	MOVE	NO	1	E248	B3-S010	an der Stelle hineinführen.
B3-P020	B3	BIOLOGICAL	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	HOLD	YES	1	E249	B3-S010	kurzer Folgeschritt; Schluss.
B3-P021	B3	BIOLOGICAL	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	HOLD	NO	1	E250	B3-S011	Gut im Korbgefäß kurz bereit umsetzen.
B3-P022	B3	BIOLOGICAL	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	APPLY	NO	1	E251	B3-S011	verwende Gut im Korbgefäß.
B3-P023	B3	BIOLOGICAL	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	MOVE	NO	2	E252|E253	B3-S011	Gut im Korbgefäß umsetzen; Gut im Korbgefäß aus der Quelle nehmen.
B3-P024	B3	BIOLOGICAL	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	PREPARE	NO	1	E254	B3-S012	Ansatz.
B3-P025	B3	BIOLOGICAL	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	HOLD	YES	1	E255	B3-S012	absetzen; Schluss.
B3-P026	B3	BIOLOGICAL	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	MEASURE	NO	3	E256|E257|E258	B3-S013	bemessen; eine Portion; Teilportion aus dem laufenden Stationsansatz kurz bereithalten.
B3-P027	B3	BIOLOGICAL	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	HOLD	YES	1	E259	B3-S013	kurz ansetzen; Schluss.
B3-P028	B3	BIOLOGICAL	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	MOVE	NO	1	E260	B3-S014	Wasser in Gang setzen.
B3-P029	B3	BIOLOGICAL	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	HOLD	YES	1	E261	B3-S014	länger absetzen; Schluss.
B3-P030	B3	BIOLOGICAL	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	MOVE	YES	1	E262	B3-S015	hinausführen; Schluss.
B3-P031	B3	BIOLOGICAL	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	MOVE	NO	1	E263	B3-S016	hinausführen.
B3-P032	B3	BIOLOGICAL	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	MOVE	YES	1	E264	B3-S016	Ansatz umsetzen; Schluss.
B3-P033	B3	BIOLOGICAL	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	HOLD	YES	1	E265	B3-S017	länger ansetzen; Schluss.
B3-P034	B3	BIOLOGICAL	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	HOLD	YES	1	E266	B3-S018	absetzen; Schluss.
B3-P035	B3	BIOLOGICAL	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	HOLD	YES	1	E267	B3-S019	kurz absetzen; Schluss.
B3-P036	B3	BIOLOGICAL	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	MOVE	YES	2	E268|E269	B3-S020	Stelle; hinausführen; Schluss.
B3-P037	B3	BIOLOGICAL	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	MEASURE	NO	1	E270	B3-S021	bemessen.
B3-P038	B3	BIOLOGICAL	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	CHECK	NO	1	E271	B3-S021	bereit.
B3-P039	B3	BIOLOGICAL	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	MOVE	NO	2	E272|E273	B3-S021	Stelle; laufender Stationsansatz.
B3-P040	B3	BIOLOGICAL	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	MEASURE	NO	1	E274	B3-S021	Maß.
B3-P041	B3	BIOLOGICAL	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	APPLY	NO	1	E275	B3-S021	an der Stelle absetzen.
B3-P042	B3	BIOLOGICAL	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	HOLD	NO	1	E276	B3-S021	laufender Stationsansatz kurz bereit halten.
B3-P043	B3	BIOLOGICAL	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	MOVE	NO	2	E277|E278	B3-S021	laufender Stationsansatz; Stelle.
B3-P044	B3	BIOLOGICAL	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	CHECK	NO	1	E279	B3-S021	bereit.
B3-P045	B3	BIOLOGICAL	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	MOVE	YES	1	E280	B3-S021	an der Stelle überführen; Schluss.
B3-P046	B3	BIOLOGICAL	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	MOVE	YES	1	E281	B3-S022	danach umsetzen; Schluss.
B3-P047	B3	BIOLOGICAL	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	MOVE	YES	1	E282	B3-S023	hinausführen; Schluss.
B3-P048	B3	BIOLOGICAL	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	MOVE	YES	1	E283	B3-S024	umsetzen; Schluss.
B3-P049	B3	BIOLOGICAL	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	MOVE	YES	1	E284	B3-S025	Ansatz umsetzen; Schluss.
B3-P050	B3	BIOLOGICAL	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	HOLD	NO	1	E285	B3-S026	länger aus der Quelle führen.
B3-P051	B3	BIOLOGICAL	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	MEASURE	NO	1	E286	B3-S026	Abfuehrmass.
B3-P052	B3	BIOLOGICAL	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	MOVE	NO	1	E287	B3-S026	laufender Stationsansatz umsetzen.
B3-P053	B3	BIOLOGICAL	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	MEASURE	NO	1	E288	B3-S026	eine Portion zugeben.
B3-P054	B3	BIOLOGICAL	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	CHECK	NO	1	E289	B3-S026	bereit.
B3-P055	B3	BIOLOGICAL	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	HOLD	NO	1	E290	B3-S026	Ansatz an der Stelle abkühlen.
B3-P056	B3	BIOLOGICAL	f83r	B3_MAIN_ARCH_LINKED_PAIR	COLLECT	YES	1	E291	B3-S026	länger auffangen; Schluss.
B3-P057	B3	BIOLOGICAL	f83r	B3_MAIN_ARCH_LINKED_PAIR	HOLD	YES	1	E292	B3-S027	nächsten Schritt länger halten; Schluss.
B3-P058	B3	BIOLOGICAL	f83r	B3_MAIN_ARCH_LINKED_PAIR	HOLD	YES	2	E293|E294	B3-S028	länger ansetzen; kurz ansetzen; Schluss.
B3-P059	B3	BIOLOGICAL	f83r	B3_MAIN_ARCH_LINKED_PAIR	PREPARE	NO	1	E295	B3-S029	fortsetzen.
B3-P060	B3	BIOLOGICAL	f83r	B3_MAIN_ARCH_LINKED_PAIR	HOLD	YES	2	E296|E297	B3-S029	aufgefangener Bestand des Flüssigkeit des Hauptpaares vollständig füllen; kurz ansetzen; Schluss.
B3-P061	B3	BIOLOGICAL	f83r	B3_MAIN_ARCH_LINKED_PAIR	APPLY	NO	1	E298	B3-S030	verwende aufgefangener Bestand des Flüssigkeit des Hauptpaares.
B3-P062	B3	BIOLOGICAL	f83r	B3_MAIN_ARCH_LINKED_PAIR	MEASURE	NO	1	E299	B3-S030	Maß.
B3-P063	B3	BIOLOGICAL	f83r	B3_MAIN_ARCH_LINKED_PAIR	MOVE	YES	2	E300|E301	B3-S030	Wasser weiterführen; danach umsetzen; Schluss.
B3-P064	B3	BIOLOGICAL	f83r	B3_MAIN_ARCH_LINKED_PAIR	HOLD	YES	1	E302	B3-S031	länger ansetzen; Schluss.
B3-P065	B3	BIOLOGICAL	f83r	B3_MAIN_ARCH_LINKED_PAIR	MEASURE	NO	4	E303|E304|E305|E306	B3-S032	eine Portion überführen; Teilportion aus der Arbeitsflüssigkeit umsetzen; kurzes Folgemaß; nächstes Maß.
B3-P066	B3	BIOLOGICAL	f83r	B3_MAIN_ARCH_LINKED_PAIR	HOLD	YES	1	E307	B3-S032	kurzer Folgeschritt; Schluss.
B3-P067	B3	BIOLOGICAL	f83r	B3_MAIN_ARCH_LINKED_PAIR	MOVE	YES	1	E308	B3-S033	abführen; Schluss.
B3-P068	B3	BIOLOGICAL	f83r	B3_MAIN_ARCH_LINKED_PAIR	MEASURE	NO	1	E309	B3-S034	Sollstand.
B3-P069	B3	BIOLOGICAL	f83r	B3_MAIN_ARCH_LINKED_PAIR	CHECK	NO	1	E310	B3-S034	bereit.
B3-P070	B3	BIOLOGICAL	f83r	B3_MAIN_ARCH_LINKED_PAIR	MEASURE	NO	2	E311|E312	B3-S034	Teilportion aus der Arbeitsflüssigkeit füllen; nächstes Maß.
B3-P071	B3	BIOLOGICAL	f83r	B3_MAIN_ARCH_LINKED_PAIR	APPLY	NO	1	E313	B3-S034	Teilportion aus der Arbeitsflüssigkeit an der Stelle fortsetzen.
B3-P072	B3	BIOLOGICAL	f83r	B3_MAIN_ARCH_LINKED_PAIR	HOLD	YES	1	E314	B3-S034	absetzen; Schluss.
B4-P001	B4	BIOLOGICAL	f83r	B4_MAIN_ARCH_LINKED_PAIR	HOLD	YES	1	E315	B4-S001	länger ansetzen; Schluss.
B4-P002	B4	BIOLOGICAL	f83r	B4_MAIN_ARCH_LINKED_PAIR	MOVE	NO	1	E316	B4-S002	Flüssigkeit des Hauptpaares weiterführen.
B4-P003	B4	BIOLOGICAL	f83r	B4_MAIN_ARCH_LINKED_PAIR	HOLD	YES	2	E317|E318	B4-S002	länger ansetzen; kurz ansetzen; Schluss.
B4-P004	B4	BIOLOGICAL	f83r	B4_MAIN_ARCH_LINKED_PAIR	MOVE	NO	2	E319|E320	B4-S003	Flüssigkeit des Hauptpaares umsetzen; Folgestelle.
B4-P005	B4	BIOLOGICAL	f83r	B4_MAIN_ARCH_LINKED_PAIR	SELECT	NO	1	E321	B4-S003	nächster Posten.
B4-P006	B4	BIOLOGICAL	f83r	B4_MAIN_ARCH_LINKED_PAIR	HOLD	NO	1	E322	B4-S003	länger ansetzen.
B4-P007	B4	BIOLOGICAL	f83r	B4_MAIN_ARCH_LINKED_PAIR	APPLY	NO	1	E323	B4-S003	verwende nächster Arbeitsposten.
B4-P008	B4	BIOLOGICAL	f83r	B4_MAIN_ARCH_LINKED_PAIR	PREPARE	NO	1	E324	B4-S003	fortsetzen.
B4-P009	B4	BIOLOGICAL	f83r	B4_MAIN_ARCH_LINKED_PAIR	HOLD	YES	1	E325	B4-S003	absetzen; Schluss.
B4-P010	B4	BIOLOGICAL	f83r	B4_MAIN_ARCH_LINKED_PAIR	APPLY	YES	1	E326	B4-S004	nächster Arbeitsposten befestigen; Schluss.
B4-P011	B4	BIOLOGICAL	f83r	B4_MAIN_ARCH_LINKED_PAIR	MEASURE	NO	2	E327|E328	B4-S005	Portion; Teilportion von nächster Arbeitsposten umsetzen.
B4-P012	B4	BIOLOGICAL	f83r	B4_MAIN_ARCH_LINKED_PAIR	HOLD	YES	1	E329	B4-S005	länger ansetzen; Schluss.
B4-P013	B4	BIOLOGICAL	f83r	B4_MAIN_ARCH_LINKED_PAIR	HOLD	YES	1	E330	B4-S006	seihen; Schluss.
B4-P014	B4	BIOLOGICAL	f83r	B4_MAIN_ARCH_LINKED_PAIR	HOLD	YES	1	E331	B4-S007	seihen; Schluss.
B4-P015	B4	BIOLOGICAL	f83r	B4_MAIN_ARCH_LINKED_PAIR	MEASURE	NO	3	E332|E333|E334	B4-S008	Maß; Teilportion von nächster Arbeitsposten länger wärmen; Teilportion von nächster Arbeitsposten länger halten.
B4-P016	B4	BIOLOGICAL	f83r	B4_MAIN_ARCH_LINKED_PAIR	HOLD	YES	1	E335	B4-S008	kurz ansetzen; Schluss.
B4-P017	B4	BIOLOGICAL	f83r	B4_MAIN_ARCH_LINKED_PAIR	HOLD	YES	1	E336	B4-S009	absetzen; Schluss.
B4-P018	B4	BIOLOGICAL	f83r	B4_MAIN_ARCH_LINKED_PAIR	PREPARE	YES	1	E337	B4-S010	fortsetzen; Schluss.
B4-P019	B4	BIOLOGICAL	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION	MEASURE	NO	1	E338	B4-S011	Maß.
B4-P020	B4	BIOLOGICAL	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION	HOLD	NO	2	E339|E340	B4-S011	kurz wärmen; länger fortsetzen.
B4-P021	B4	BIOLOGICAL	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION	MEASURE	NO	2	E341|E342	B4-S011	eine Portion zugeben; Teilportion von Gut der Randstation umsetzen.
B4-P022	B4	BIOLOGICAL	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION	PREPARE	NO	1	E343	B4-S011	fortsetzen.
B4-P023	B4	BIOLOGICAL	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION	HOLD	YES	1	E344	B4-S011	kurz abführen; Schluss.
B4-P024	B4	BIOLOGICAL	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION	MOVE	YES	1	E345	B4-S012	hinausführen; Schluss.
B4-P025	B4	BIOLOGICAL	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION	PREPARE	NO	1	E346	B4-S013	Fortsetzung einsetzen.
B4-P026	B4	BIOLOGICAL	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION	HOLD	YES	1	E347	B4-S013	absetzen; Schluss.
B4-P027	B4	BIOLOGICAL	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION	PREPARE	NO	1	E348	B4-S014	Ansatz.
B4-P028	B4	BIOLOGICAL	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION	MOVE	NO	1	E349	B4-S014	laufender Stationsansatz.
B4-P029	B4	BIOLOGICAL	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION	HOLD	NO	1	E350	B4-S014	laufender Stationsansatz kurz durchführen.
B4-P030	B4	BIOLOGICAL	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION	MOVE	YES	1	E351	B4-S014	Wasserlauf schließen; Schritt schließen.
B4-P031	B4	BIOLOGICAL	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION	MEASURE	NO	1	E352	B4-S015	eine Portion zugeben.
B4-P032	B4	BIOLOGICAL	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION	COLLECT	NO	1	E353	B4-S015	Klarauszug.
B4-P033	B4	BIOLOGICAL	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION	MEASURE	NO	1	E354	B4-S015	eine Portion.
B4-P034	B4	BIOLOGICAL	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION	MOVE	NO	1	E355	B4-S015	Durchlassstelle.
B4-P035	B4	BIOLOGICAL	f83r	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	COLLECT	NO	1	E356	B4-S015	kurz auffangen.
B4-P036	B4	BIOLOGICAL	f83r	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	MOVE	YES	1	E357	B4-S015	hinausführen; Schluss.
B4-P037	B4	BIOLOGICAL	f83r	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	MEASURE	NO	1	E358	B4-S016	weitere Portion.
B4-P038	B4	BIOLOGICAL	f83r	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	MOVE	NO	2	E359|E360	B4-S016	Stelle; aus dem Vorrat zuführen.
B4-P039	B4	BIOLOGICAL	f83r	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	HOLD	YES	1	E361	B4-S016	absetzen; Schluss.
B5-P001	B5	BIOLOGICAL	f83r	B5_LEFT_OPEN_FRINGE_STATION	MOVE	YES	1	E362	B5-S001	danach umsetzen; Schluss.
B5-P002	B5	BIOLOGICAL	f83r	B5_LEFT_OPEN_FRINGE_STATION	MOVE	YES	1	E363	B5-S002	Ansatz umsetzen; Schluss.
B5-P003	B5	BIOLOGICAL	f83r	B5_LEFT_OPEN_FRINGE_STATION	APPLY	NO	1	E364	B5-S003	an der Stelle absetzen.
B5-P004	B5	BIOLOGICAL	f83r	B5_LEFT_OPEN_FRINGE_STATION	MOVE	NO	1	E365	B5-S003	Stelle.
B5-P005	B5	BIOLOGICAL	f83r	B5_LEFT_OPEN_FRINGE_STATION	PREPARE	NO	1	E366	B5-S003	fortsetzen.
B5-P006	B5	BIOLOGICAL	f83r	B5_LEFT_OPEN_FRINGE_STATION	MOVE	NO	1	E367	B5-S003	weiterführen.
B5-P007	B5	BIOLOGICAL	f83r	B5_LEFT_OPEN_FRINGE_STATION	APPLY	NO	1	E368	B5-S003	an der Stelle umsetzen.
B5-P008	B5	BIOLOGICAL	f83r	B5_LEFT_OPEN_FRINGE_STATION	MEASURE	NO	1	E369	B5-S003	Maß.
B5-P009	B5	BIOLOGICAL	f83r	B5_LEFT_OPEN_FRINGE_STATION	PREPARE	NO	1	E370	B5-S003	fortsetzen.
B5-P010	B5	BIOLOGICAL	f83r	B5_LEFT_OPEN_FRINGE_STATION	MEASURE	NO	1	E371	B5-S003	zweite Stufe.
B5-P011	B5	BIOLOGICAL	f83r	B5_LEFT_OPEN_FRINGE_STATION	MOVE	NO	1	E372	B5-S003	laufender Stationsansatz umsetzen.
B6-P001	B6	BIOLOGICAL	f83r	B6_RIGHT_S_RUN_MULTIPORT_STATION	COLLECT	NO	1	E373	B6-S001	länger auffangen.
B6-P002	B6	BIOLOGICAL	f83r	B6_RIGHT_S_RUN_MULTIPORT_STATION	HOLD	NO	2	E374|E375	B6-S001	aufgefangener Bestand der rechten Nachtragsflüssigkeit kurz zuführen; aufgefangener Bestand der rechten Nachtragsflüssigkeit abkühlen.
B6-P003	B6	BIOLOGICAL	f83r	B6_RIGHT_S_RUN_MULTIPORT_STATION	PREPARE	NO	1	E376	B6-S001	fortsetzen.
B6-P004	B6	BIOLOGICAL	f83r	B6_RIGHT_S_RUN_MULTIPORT_STATION	MEASURE	NO	1	E377	B6-S001	Maß.
B6-P005	B6	BIOLOGICAL	f83r	B6_RIGHT_S_RUN_MULTIPORT_STATION	PREPARE	NO	1	E378	B6-S001	fortsetzen.
B6-P006	B6	BIOLOGICAL	f83r	B6_RIGHT_S_RUN_MULTIPORT_STATION	MEASURE	NO	2	E379|E380	B6-S001	Portion; Teilportion des aufgefangenen Bestands der rechten Nachtragsflüssigkeit.
B6-P007	B6	BIOLOGICAL	f83r	B6_RIGHT_S_RUN_MULTIPORT_STATION	MOVE	NO	1	E381	B6-S001	Ansatz zur Stelle führen.
